# id;timestamp;commentText;codeText;commentWords;codeWords
GroupCombineOperator -> public GroupCombineOperator(Grouping<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName);1427300031;Constructor for a grouped reduce.__@param input The grouped input to be processed group-wise by the groupReduce function._@param function The user-defined GroupReduce function.;public GroupCombineOperator(Grouping<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName) {_		super(input != null ? input.getDataSet() : null, resultType)___		this.function = function__		this.grouper = input__		this.defaultName = defaultName__	};constructor,for,a,grouped,reduce,param,input,the,grouped,input,to,be,processed,group,wise,by,the,group,reduce,function,param,function,the,user,defined,group,reduce,function;public,group,combine,operator,grouping,in,input,type,information,out,result,type,group,combine,function,in,out,function,string,default,name,super,input,null,input,get,data,set,null,result,type,this,function,function,this,grouper,input,this,default,name,default,name
GroupCombineOperator -> public GroupCombineOperator(Grouping<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName);1428086500;Constructor for a grouped reduce.__@param input The grouped input to be processed group-wise by the groupReduce function._@param function The user-defined GroupReduce function.;public GroupCombineOperator(Grouping<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName) {_		super(input != null ? input.getDataSet() : null, resultType)___		this.function = function__		this.grouper = input__		this.defaultName = defaultName__	};constructor,for,a,grouped,reduce,param,input,the,grouped,input,to,be,processed,group,wise,by,the,group,reduce,function,param,function,the,user,defined,group,reduce,function;public,group,combine,operator,grouping,in,input,type,information,out,result,type,group,combine,function,in,out,function,string,default,name,super,input,null,input,get,data,set,null,result,type,this,function,function,this,grouper,input,this,default,name,default,name
GroupCombineOperator -> public GroupCombineOperator(Grouping<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName);1433741389;Constructor for a grouped reduce.__@param input The grouped input to be processed group-wise by the groupReduce function._@param function The user-defined GroupReduce function.;public GroupCombineOperator(Grouping<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName) {_		super(input != null ? input.getDataSet() : null, resultType)___		this.function = function__		this.grouper = input__		this.defaultName = defaultName__	};constructor,for,a,grouped,reduce,param,input,the,grouped,input,to,be,processed,group,wise,by,the,group,reduce,function,param,function,the,user,defined,group,reduce,function;public,group,combine,operator,grouping,in,input,type,information,out,result,type,group,combine,function,in,out,function,string,default,name,super,input,null,input,get,data,set,null,result,type,this,function,function,this,grouper,input,this,default,name,default,name
GroupCombineOperator -> public GroupCombineOperator(Grouping<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName);1453200998;Constructor for a grouped reduce.__@param input The grouped input to be processed group-wise by the groupReduce function._@param function The user-defined GroupReduce function.;public GroupCombineOperator(Grouping<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName) {_		super(input != null ? input.getDataSet() : null, resultType)___		this.function = function__		this.grouper = input__		this.defaultName = defaultName__	};constructor,for,a,grouped,reduce,param,input,the,grouped,input,to,be,processed,group,wise,by,the,group,reduce,function,param,function,the,user,defined,group,reduce,function;public,group,combine,operator,grouping,in,input,type,information,out,result,type,group,combine,function,in,out,function,string,default,name,super,input,null,input,get,data,set,null,result,type,this,function,function,this,grouper,input,this,default,name,default,name
GroupCombineOperator -> public GroupCombineOperator(Grouping<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName);1453803455;Constructor for a grouped reduce.__@param input The grouped input to be processed group-wise by the groupReduce function._@param function The user-defined GroupReduce function.;public GroupCombineOperator(Grouping<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName) {_		super(input != null ? input.getInputDataSet() : null, resultType)___		this.function = function__		this.grouper = input__		this.defaultName = defaultName__	};constructor,for,a,grouped,reduce,param,input,the,grouped,input,to,be,processed,group,wise,by,the,group,reduce,function,param,function,the,user,defined,group,reduce,function;public,group,combine,operator,grouping,in,input,type,information,out,result,type,group,combine,function,in,out,function,string,default,name,super,input,null,input,get,input,data,set,null,result,type,this,function,function,this,grouper,input,this,default,name,default,name
GroupCombineOperator -> public GroupCombineOperator(Grouping<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName);1454428544;Constructor for a grouped reduce.__@param input The grouped input to be processed group-wise by the groupReduce function._@param function The user-defined GroupReduce function.;public GroupCombineOperator(Grouping<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName) {_		super(input != null ? input.getInputDataSet() : null, resultType)___		this.function = function__		this.grouper = input__		this.defaultName = defaultName__	};constructor,for,a,grouped,reduce,param,input,the,grouped,input,to,be,processed,group,wise,by,the,group,reduce,function,param,function,the,user,defined,group,reduce,function;public,group,combine,operator,grouping,in,input,type,information,out,result,type,group,combine,function,in,out,function,string,default,name,super,input,null,input,get,input,data,set,null,result,type,this,function,function,this,grouper,input,this,default,name,default,name
GroupCombineOperator -> public GroupCombineOperator(Grouping<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName);1454679829;Constructor for a grouped reduce.__@param input The grouped input to be processed group-wise by the groupReduce function._@param function The user-defined GroupReduce function.;public GroupCombineOperator(Grouping<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName) {_		super(input != null ? input.getInputDataSet() : null, resultType)___		this.function = function__		this.grouper = input__		this.defaultName = defaultName__	};constructor,for,a,grouped,reduce,param,input,the,grouped,input,to,be,processed,group,wise,by,the,group,reduce,function,param,function,the,user,defined,group,reduce,function;public,group,combine,operator,grouping,in,input,type,information,out,result,type,group,combine,function,in,out,function,string,default,name,super,input,null,input,get,input,data,set,null,result,type,this,function,function,this,grouper,input,this,default,name,default,name
GroupCombineOperator -> public GroupCombineOperator(Grouping<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName);1500970016;Constructor for a grouped reduce.__@param input The grouped input to be processed group-wise by the groupReduce function._@param function The user-defined GroupReduce function.;public GroupCombineOperator(Grouping<IN> input, TypeInformation<OUT> resultType, GroupCombineFunction<IN, OUT> function, String defaultName) {_		super(input != null ? input.getInputDataSet() : null, resultType)___		this.function = function__		this.grouper = input__		this.defaultName = defaultName__	};constructor,for,a,grouped,reduce,param,input,the,grouped,input,to,be,processed,group,wise,by,the,group,reduce,function,param,function,the,user,defined,group,reduce,function;public,group,combine,operator,grouping,in,input,type,information,out,result,type,group,combine,function,in,out,function,string,default,name,super,input,null,input,get,input,data,set,null,result,type,this,function,function,this,grouper,input,this,default,name,default,name
GroupCombineOperator -> public GroupCombineOperator(Grouping<IN> input, TypeInformation<OUT> resultType, FlatCombineFunction<IN, OUT> function, String defaultName);1426698965;Constructor for a grouped reduce.__@param input The grouped input to be processed group-wise by the groupReduce function._@param function The user-defined GroupReduce function.;public GroupCombineOperator(Grouping<IN> input, TypeInformation<OUT> resultType, FlatCombineFunction<IN, OUT> function, String defaultName) {_		super(input != null ? input.getDataSet() : null, resultType)___		this.function = function__		this.grouper = input__		this.defaultName = defaultName__	};constructor,for,a,grouped,reduce,param,input,the,grouped,input,to,be,processed,group,wise,by,the,group,reduce,function,param,function,the,user,defined,group,reduce,function;public,group,combine,operator,grouping,in,input,type,information,out,result,type,flat,combine,function,in,out,function,string,default,name,super,input,null,input,get,data,set,null,result,type,this,function,function,this,grouper,input,this,default,name,default,name
GroupCombineOperator -> public GroupCombineOperator(Grouping<IN> input, TypeInformation<OUT> resultType, FlatCombineFunction<IN, OUT> function, String defaultName);1427097830;Constructor for a grouped reduce.__@param input The grouped input to be processed group-wise by the groupReduce function._@param function The user-defined GroupReduce function.;public GroupCombineOperator(Grouping<IN> input, TypeInformation<OUT> resultType, FlatCombineFunction<IN, OUT> function, String defaultName) {_		super(input != null ? input.getDataSet() : null, resultType)___		this.function = function__		this.grouper = input__		this.defaultName = defaultName__	};constructor,for,a,grouped,reduce,param,input,the,grouped,input,to,be,processed,group,wise,by,the,group,reduce,function,param,function,the,user,defined,group,reduce,function;public,group,combine,operator,grouping,in,input,type,information,out,result,type,flat,combine,function,in,out,function,string,default,name,super,input,null,input,get,data,set,null,result,type,this,function,function,this,grouper,input,this,default,name,default,name
