# id;timestamp;commentText;codeText;commentWords;codeWords
Operator -> public TypeInformation<OUT> getResultType();1405024514;Returns the type of the result of this operator.__@return The result type of the operator.;public TypeInformation<OUT> getResultType() {_		return getType()__	};returns,the,type,of,the,result,of,this,operator,return,the,result,type,of,the,operator;public,type,information,out,get,result,type,return,get,type
Operator -> private O setResources(ResourceSpec minResources, ResourceSpec preferredResources);1489671807;Sets the minimum and preferred resources for this operator. This overrides the default resources._The lower and upper resource limits will be considered in dynamic resource resize feature for future plan.__@param minResources The minimum resources for this operator._@param preferredResources The preferred resources for this operator._@return The operator with set minimum and preferred resources.;private O setResources(ResourceSpec minResources, ResourceSpec preferredResources) {_		Preconditions.checkNotNull(minResources, "The min resources must be not null.")__		Preconditions.checkNotNull(preferredResources, "The preferred resources must be not null.")___		Preconditions.checkArgument(minResources.isValid() && preferredResources.isValid() && minResources.lessThanOrEqual(preferredResources),_				"The values in resources must be not less than 0 and the preferred resources must be greater than the min resources.")___		this.minResources = minResources__		this.preferredResources = preferredResources___		@SuppressWarnings("unchecked")_		O returnType = (O) this__		return returnType__	};sets,the,minimum,and,preferred,resources,for,this,operator,this,overrides,the,default,resources,the,lower,and,upper,resource,limits,will,be,considered,in,dynamic,resource,resize,feature,for,future,plan,param,min,resources,the,minimum,resources,for,this,operator,param,preferred,resources,the,preferred,resources,for,this,operator,return,the,operator,with,set,minimum,and,preferred,resources;private,o,set,resources,resource,spec,min,resources,resource,spec,preferred,resources,preconditions,check,not,null,min,resources,the,min,resources,must,be,not,null,preconditions,check,not,null,preferred,resources,the,preferred,resources,must,be,not,null,preconditions,check,argument,min,resources,is,valid,preferred,resources,is,valid,min,resources,less,than,or,equal,preferred,resources,the,values,in,resources,must,be,not,less,than,0,and,the,preferred,resources,must,be,greater,than,the,min,resources,this,min,resources,min,resources,this,preferred,resources,preferred,resources,suppress,warnings,unchecked,o,return,type,o,this,return,return,type
Operator -> private O setResources(ResourceSpec minResources, ResourceSpec preferredResources);1500970016;Sets the minimum and preferred resources for this operator. This overrides the default resources._The lower and upper resource limits will be considered in dynamic resource resize feature for future plan.__@param minResources The minimum resources for this operator._@param preferredResources The preferred resources for this operator._@return The operator with set minimum and preferred resources.;private O setResources(ResourceSpec minResources, ResourceSpec preferredResources) {_		Preconditions.checkNotNull(minResources, "The min resources must be not null.")__		Preconditions.checkNotNull(preferredResources, "The preferred resources must be not null.")___		Preconditions.checkArgument(minResources.isValid() && preferredResources.isValid() && minResources.lessThanOrEqual(preferredResources),_				"The values in resources must be not less than 0 and the preferred resources must be greater than the min resources.")___		this.minResources = minResources__		this.preferredResources = preferredResources___		@SuppressWarnings("unchecked")_		O returnType = (O) this__		return returnType__	};sets,the,minimum,and,preferred,resources,for,this,operator,this,overrides,the,default,resources,the,lower,and,upper,resource,limits,will,be,considered,in,dynamic,resource,resize,feature,for,future,plan,param,min,resources,the,minimum,resources,for,this,operator,param,preferred,resources,the,preferred,resources,for,this,operator,return,the,operator,with,set,minimum,and,preferred,resources;private,o,set,resources,resource,spec,min,resources,resource,spec,preferred,resources,preconditions,check,not,null,min,resources,the,min,resources,must,be,not,null,preconditions,check,not,null,preferred,resources,the,preferred,resources,must,be,not,null,preconditions,check,argument,min,resources,is,valid,preferred,resources,is,valid,min,resources,less,than,or,equal,preferred,resources,the,values,in,resources,must,be,not,less,than,0,and,the,preferred,resources,must,be,greater,than,the,min,resources,this,min,resources,min,resources,this,preferred,resources,preferred,resources,suppress,warnings,unchecked,o,return,type,o,this,return,return,type
Operator -> private O setResources(ResourceSpec minResources, ResourceSpec preferredResources);1514902843;Sets the minimum and preferred resources for this operator. This overrides the default resources._The lower and upper resource limits will be considered in dynamic resource resize feature for future plan.__@param minResources The minimum resources for this operator._@param preferredResources The preferred resources for this operator._@return The operator with set minimum and preferred resources.;private O setResources(ResourceSpec minResources, ResourceSpec preferredResources) {_		Preconditions.checkNotNull(minResources, "The min resources must be not null.")__		Preconditions.checkNotNull(preferredResources, "The preferred resources must be not null.")___		Preconditions.checkArgument(minResources.isValid() && preferredResources.isValid() && minResources.lessThanOrEqual(preferredResources),_				"The values in resources must be not less than 0 and the preferred resources must be greater than the min resources.")___		this.minResources = minResources__		this.preferredResources = preferredResources___		@SuppressWarnings("unchecked")_		O returnType = (O) this__		return returnType__	};sets,the,minimum,and,preferred,resources,for,this,operator,this,overrides,the,default,resources,the,lower,and,upper,resource,limits,will,be,considered,in,dynamic,resource,resize,feature,for,future,plan,param,min,resources,the,minimum,resources,for,this,operator,param,preferred,resources,the,preferred,resources,for,this,operator,return,the,operator,with,set,minimum,and,preferred,resources;private,o,set,resources,resource,spec,min,resources,resource,spec,preferred,resources,preconditions,check,not,null,min,resources,the,min,resources,must,be,not,null,preconditions,check,not,null,preferred,resources,the,preferred,resources,must,be,not,null,preconditions,check,argument,min,resources,is,valid,preferred,resources,is,valid,min,resources,less,than,or,equal,preferred,resources,the,values,in,resources,must,be,not,less,than,0,and,the,preferred,resources,must,be,greater,than,the,min,resources,this,min,resources,min,resources,this,preferred,resources,preferred,resources,suppress,warnings,unchecked,o,return,type,o,this,return,return,type
Operator -> public O setParallelism(int dop);1405024514;Sets the degree of parallelism for this operator._The degree must be 1 or more.__@param dop The degree of parallelism for this operator._@return The operator with set degree of parallelism.;public O setParallelism(int dop) {_		if(dop < 1) {_			throw new IllegalArgumentException("The parallelism of an operator must be at least 1.")__		}_		this.dop = dop__		_		@SuppressWarnings("unchecked")_		O returnType = (O) this__		return returnType__	};sets,the,degree,of,parallelism,for,this,operator,the,degree,must,be,1,or,more,param,dop,the,degree,of,parallelism,for,this,operator,return,the,operator,with,set,degree,of,parallelism;public,o,set,parallelism,int,dop,if,dop,1,throw,new,illegal,argument,exception,the,parallelism,of,an,operator,must,be,at,least,1,this,dop,dop,suppress,warnings,unchecked,o,return,type,o,this,return,return,type
Operator -> public O setParallelism(int dop);1405090423;Sets the degree of parallelism for this operator._The degree must be 1 or more.__@param dop The degree of parallelism for this operator._@return The operator with set degree of parallelism.;public O setParallelism(int dop) {_		if(dop < 1) {_			throw new IllegalArgumentException("The parallelism of an operator must be at least 1.")__		}_		this.dop = dop__		_		@SuppressWarnings("unchecked")_		O returnType = (O) this__		return returnType__	};sets,the,degree,of,parallelism,for,this,operator,the,degree,must,be,1,or,more,param,dop,the,degree,of,parallelism,for,this,operator,return,the,operator,with,set,degree,of,parallelism;public,o,set,parallelism,int,dop,if,dop,1,throw,new,illegal,argument,exception,the,parallelism,of,an,operator,must,be,at,least,1,this,dop,dop,suppress,warnings,unchecked,o,return,type,o,this,return,return,type
Operator -> public O setParallelism(int dop);1411399886;Sets the degree of parallelism for this operator._The degree must be 1 or more.__@param dop The degree of parallelism for this operator._@return The operator with set degree of parallelism.;public O setParallelism(int dop) {_		if(dop < 1) {_			throw new IllegalArgumentException("The parallelism of an operator must be at least 1.")__		}_		this.dop = dop__		_		@SuppressWarnings("unchecked")_		O returnType = (O) this__		return returnType__	};sets,the,degree,of,parallelism,for,this,operator,the,degree,must,be,1,or,more,param,dop,the,degree,of,parallelism,for,this,operator,return,the,operator,with,set,degree,of,parallelism;public,o,set,parallelism,int,dop,if,dop,1,throw,new,illegal,argument,exception,the,parallelism,of,an,operator,must,be,at,least,1,this,dop,dop,suppress,warnings,unchecked,o,return,type,o,this,return,return,type
Operator -> public O setParallelism(int dop);1411473593;Sets the degree of parallelism for this operator._The degree must be 1 or more.__@param dop The degree of parallelism for this operator._@return The operator with set degree of parallelism.;public O setParallelism(int dop) {_		if(dop < 1) {_			throw new IllegalArgumentException("The parallelism of an operator must be at least 1.")__		}_		this.dop = dop__		_		@SuppressWarnings("unchecked")_		O returnType = (O) this__		return returnType__	};sets,the,degree,of,parallelism,for,this,operator,the,degree,must,be,1,or,more,param,dop,the,degree,of,parallelism,for,this,operator,return,the,operator,with,set,degree,of,parallelism;public,o,set,parallelism,int,dop,if,dop,1,throw,new,illegal,argument,exception,the,parallelism,of,an,operator,must,be,at,least,1,this,dop,dop,suppress,warnings,unchecked,o,return,type,o,this,return,return,type
Operator -> public O setParallelism(int dop);1412007396;Sets the degree of parallelism for this operator._The degree must be 1 or more.__@param dop The degree of parallelism for this operator._@return The operator with set degree of parallelism.;public O setParallelism(int dop) {_		if(dop < 1) {_			throw new IllegalArgumentException("The parallelism of an operator must be at least 1.")__		}_		this.dop = dop__		_		@SuppressWarnings("unchecked")_		O returnType = (O) this__		return returnType__	};sets,the,degree,of,parallelism,for,this,operator,the,degree,must,be,1,or,more,param,dop,the,degree,of,parallelism,for,this,operator,return,the,operator,with,set,degree,of,parallelism;public,o,set,parallelism,int,dop,if,dop,1,throw,new,illegal,argument,exception,the,parallelism,of,an,operator,must,be,at,least,1,this,dop,dop,suppress,warnings,unchecked,o,return,type,o,this,return,return,type
Operator -> private O setResources(ResourceSpec resources);1489671807;Sets the resources for this operator. This overrides the default minimum and preferred resources.__@param resources The resources for this operator._@return The operator with set minimum and preferred resources.;private O setResources(ResourceSpec resources) {_		Preconditions.checkNotNull(resources, "The resources must be not null.")__		Preconditions.checkArgument(resources.isValid(), "The values in resources must be not less than 0.")___		this.minResources = resources__		this.preferredResources = resources___		@SuppressWarnings("unchecked")_		O returnType = (O) this__		return returnType__	};sets,the,resources,for,this,operator,this,overrides,the,default,minimum,and,preferred,resources,param,resources,the,resources,for,this,operator,return,the,operator,with,set,minimum,and,preferred,resources;private,o,set,resources,resource,spec,resources,preconditions,check,not,null,resources,the,resources,must,be,not,null,preconditions,check,argument,resources,is,valid,the,values,in,resources,must,be,not,less,than,0,this,min,resources,resources,this,preferred,resources,resources,suppress,warnings,unchecked,o,return,type,o,this,return,return,type
Operator -> private O setResources(ResourceSpec resources);1500970016;Sets the resources for this operator. This overrides the default minimum and preferred resources.__@param resources The resources for this operator._@return The operator with set minimum and preferred resources.;private O setResources(ResourceSpec resources) {_		Preconditions.checkNotNull(resources, "The resources must be not null.")__		Preconditions.checkArgument(resources.isValid(), "The values in resources must be not less than 0.")___		this.minResources = resources__		this.preferredResources = resources___		@SuppressWarnings("unchecked")_		O returnType = (O) this__		return returnType__	};sets,the,resources,for,this,operator,this,overrides,the,default,minimum,and,preferred,resources,param,resources,the,resources,for,this,operator,return,the,operator,with,set,minimum,and,preferred,resources;private,o,set,resources,resource,spec,resources,preconditions,check,not,null,resources,the,resources,must,be,not,null,preconditions,check,argument,resources,is,valid,the,values,in,resources,must,be,not,less,than,0,this,min,resources,resources,this,preferred,resources,resources,suppress,warnings,unchecked,o,return,type,o,this,return,return,type
Operator -> private O setResources(ResourceSpec resources);1514902843;Sets the resources for this operator. This overrides the default minimum and preferred resources.__@param resources The resources for this operator._@return The operator with set minimum and preferred resources.;private O setResources(ResourceSpec resources) {_		Preconditions.checkNotNull(resources, "The resources must be not null.")__		Preconditions.checkArgument(resources.isValid(), "The values in resources must be not less than 0.")___		this.minResources = resources__		this.preferredResources = resources___		@SuppressWarnings("unchecked")_		O returnType = (O) this__		return returnType__	};sets,the,resources,for,this,operator,this,overrides,the,default,minimum,and,preferred,resources,param,resources,the,resources,for,this,operator,return,the,operator,with,set,minimum,and,preferred,resources;private,o,set,resources,resource,spec,resources,preconditions,check,not,null,resources,the,resources,must,be,not,null,preconditions,check,argument,resources,is,valid,the,values,in,resources,must,be,not,less,than,0,this,min,resources,resources,this,preferred,resources,resources,suppress,warnings,unchecked,o,return,type,o,this,return,return,type
Operator -> public ResourceSpec getPreferredResources();1488304750;Returns the preferred resource of this operator. If no preferred resource has been set,_it returns the default empty resource.__@return The preferred resource of this operator.;public ResourceSpec getPreferredResources() {_		return this.preferredResources__	};returns,the,preferred,resource,of,this,operator,if,no,preferred,resource,has,been,set,it,returns,the,default,empty,resource,return,the,preferred,resource,of,this,operator;public,resource,spec,get,preferred,resources,return,this,preferred,resources
Operator -> public ResourceSpec getPreferredResources();1489671807;Returns the preferred resource of this operator. If no preferred resource has been set,_it returns the default empty resource.__@return The preferred resource of this operator.;public ResourceSpec getPreferredResources() {_		return this.preferredResources__	};returns,the,preferred,resource,of,this,operator,if,no,preferred,resource,has,been,set,it,returns,the,default,empty,resource,return,the,preferred,resource,of,this,operator;public,resource,spec,get,preferred,resources,return,this,preferred,resources
Operator -> public ResourceSpec getPreferredResources();1500970016;Returns the preferred resource of this operator. If no preferred resource has been set,_it returns the default empty resource.__@return The preferred resource of this operator.;public ResourceSpec getPreferredResources() {_		return this.preferredResources__	};returns,the,preferred,resource,of,this,operator,if,no,preferred,resource,has,been,set,it,returns,the,default,empty,resource,return,the,preferred,resource,of,this,operator;public,resource,spec,get,preferred,resources,return,this,preferred,resources
Operator -> public ResourceSpec getPreferredResources();1514902843;Returns the preferred resource of this operator. If no preferred resource has been set,_it returns the default empty resource.__@return The preferred resource of this operator.;public ResourceSpec getPreferredResources() {_		return this.preferredResources__	};returns,the,preferred,resource,of,this,operator,if,no,preferred,resource,has,been,set,it,returns,the,default,empty,resource,return,the,preferred,resource,of,this,operator;public,resource,spec,get,preferred,resources,return,this,preferred,resources
Operator -> public String getName();1405024514;Returns the name of the operator. If no name has been set, it returns the name of the_operation, or the name of the class implementing the function of this operator.__@return The name of the operator.;public String getName() {_		return name__	};returns,the,name,of,the,operator,if,no,name,has,been,set,it,returns,the,name,of,the,operation,or,the,name,of,the,class,implementing,the,function,of,this,operator,return,the,name,of,the,operator;public,string,get,name,return,name
Operator -> public String getName();1405090423;Returns the name of the operator. If no name has been set, it returns the name of the_operation, or the name of the class implementing the function of this operator.__@return The name of the operator.;public String getName() {_		return name__	};returns,the,name,of,the,operator,if,no,name,has,been,set,it,returns,the,name,of,the,operation,or,the,name,of,the,class,implementing,the,function,of,this,operator,return,the,name,of,the,operator;public,string,get,name,return,name
Operator -> public String getName();1411399886;Returns the name of the operator. If no name has been set, it returns the name of the_operation, or the name of the class implementing the function of this operator.__@return The name of the operator.;public String getName() {_		return name__	};returns,the,name,of,the,operator,if,no,name,has,been,set,it,returns,the,name,of,the,operation,or,the,name,of,the,class,implementing,the,function,of,this,operator,return,the,name,of,the,operator;public,string,get,name,return,name
Operator -> public String getName();1411473593;Returns the name of the operator. If no name has been set, it returns the name of the_operation, or the name of the class implementing the function of this operator.__@return The name of the operator.;public String getName() {_		return name__	};returns,the,name,of,the,operator,if,no,name,has,been,set,it,returns,the,name,of,the,operation,or,the,name,of,the,class,implementing,the,function,of,this,operator,return,the,name,of,the,operator;public,string,get,name,return,name
Operator -> public String getName();1412007396;Returns the name of the operator. If no name has been set, it returns the name of the_operation, or the name of the class implementing the function of this operator.__@return The name of the operator.;public String getName() {_		return name__	};returns,the,name,of,the,operator,if,no,name,has,been,set,it,returns,the,name,of,the,operation,or,the,name,of,the,class,implementing,the,function,of,this,operator,return,the,name,of,the,operator;public,string,get,name,return,name
Operator -> public String getName();1427097830;Returns the name of the operator. If no name has been set, it returns the name of the_operation, or the name of the class implementing the function of this operator.__@return The name of the operator.;public String getName() {_		return name__	};returns,the,name,of,the,operator,if,no,name,has,been,set,it,returns,the,name,of,the,operation,or,the,name,of,the,class,implementing,the,function,of,this,operator,return,the,name,of,the,operator;public,string,get,name,return,name
Operator -> public String getName();1454679829;Returns the name of the operator. If no name has been set, it returns the name of the_operation, or the name of the class implementing the function of this operator.__@return The name of the operator.;public String getName() {_		return name__	};returns,the,name,of,the,operator,if,no,name,has,been,set,it,returns,the,name,of,the,operation,or,the,name,of,the,class,implementing,the,function,of,this,operator,return,the,name,of,the,operator;public,string,get,name,return,name
Operator -> public String getName();1460563153;Returns the name of the operator. If no name has been set, it returns the name of the_operation, or the name of the class implementing the function of this operator.__@return The name of the operator.;public String getName() {_		return name__	};returns,the,name,of,the,operator,if,no,name,has,been,set,it,returns,the,name,of,the,operation,or,the,name,of,the,class,implementing,the,function,of,this,operator,return,the,name,of,the,operator;public,string,get,name,return,name
Operator -> public String getName();1465304462;Returns the name of the operator. If no name has been set, it returns the name of the_operation, or the name of the class implementing the function of this operator.__@return The name of the operator.;public String getName() {_		return name__	};returns,the,name,of,the,operator,if,no,name,has,been,set,it,returns,the,name,of,the,operation,or,the,name,of,the,class,implementing,the,function,of,this,operator,return,the,name,of,the,operator;public,string,get,name,return,name
Operator -> public String getName();1488304750;Returns the name of the operator. If no name has been set, it returns the name of the_operation, or the name of the class implementing the function of this operator.__@return The name of the operator.;public String getName() {_		return name__	};returns,the,name,of,the,operator,if,no,name,has,been,set,it,returns,the,name,of,the,operation,or,the,name,of,the,class,implementing,the,function,of,this,operator,return,the,name,of,the,operator;public,string,get,name,return,name
Operator -> public String getName();1488304750;Returns the name of the operator. If no name has been set, it returns the name of the_operation, or the name of the class implementing the function of this operator.__@return The name of the operator.;public String getName() {_		return name__	};returns,the,name,of,the,operator,if,no,name,has,been,set,it,returns,the,name,of,the,operation,or,the,name,of,the,class,implementing,the,function,of,this,operator,return,the,name,of,the,operator;public,string,get,name,return,name
Operator -> public String getName();1489671807;Returns the name of the operator. If no name has been set, it returns the name of the_operation, or the name of the class implementing the function of this operator.__@return The name of the operator.;public String getName() {_		return name__	};returns,the,name,of,the,operator,if,no,name,has,been,set,it,returns,the,name,of,the,operation,or,the,name,of,the,class,implementing,the,function,of,this,operator,return,the,name,of,the,operator;public,string,get,name,return,name
Operator -> public String getName();1500970016;Returns the name of the operator. If no name has been set, it returns the name of the_operation, or the name of the class implementing the function of this operator.__@return The name of the operator.;public String getName() {_		return name__	};returns,the,name,of,the,operator,if,no,name,has,been,set,it,returns,the,name,of,the,operation,or,the,name,of,the,class,implementing,the,function,of,this,operator,return,the,name,of,the,operator;public,string,get,name,return,name
Operator -> public String getName();1514902843;Returns the name of the operator. If no name has been set, it returns the name of the_operation, or the name of the class implementing the function of this operator.__@return The name of the operator.;public String getName() {_		return name__	};returns,the,name,of,the,operator,if,no,name,has,been,set,it,returns,the,name,of,the,operation,or,the,name,of,the,class,implementing,the,function,of,this,operator,return,the,name,of,the,operator;public,string,get,name,return,name
Operator -> public O name(String newName);1405024514;Sets the name of this operator. This overrides the default name, which is either_a generated description of the operation (such as for example "Aggregate(1:SUM, 2:MIN)")_or the name the user-defined function or input/output format executed by the operator.__@param newName The name for this operator._@return The operator with a new name.;public O name(String newName) {_		this.name = newName__		@SuppressWarnings("unchecked")_		O returnType = (O) this__		return returnType__	};sets,the,name,of,this,operator,this,overrides,the,default,name,which,is,either,a,generated,description,of,the,operation,such,as,for,example,aggregate,1,sum,2,min,or,the,name,the,user,defined,function,or,input,output,format,executed,by,the,operator,param,new,name,the,name,for,this,operator,return,the,operator,with,a,new,name;public,o,name,string,new,name,this,name,new,name,suppress,warnings,unchecked,o,return,type,o,this,return,return,type
Operator -> public O name(String newName);1405090423;Sets the name of this operator. This overrides the default name, which is either_a generated description of the operation (such as for example "Aggregate(1:SUM, 2:MIN)")_or the name the user-defined function or input/output format executed by the operator.__@param newName The name for this operator._@return The operator with a new name.;public O name(String newName) {_		this.name = newName__		@SuppressWarnings("unchecked")_		O returnType = (O) this__		return returnType__	};sets,the,name,of,this,operator,this,overrides,the,default,name,which,is,either,a,generated,description,of,the,operation,such,as,for,example,aggregate,1,sum,2,min,or,the,name,the,user,defined,function,or,input,output,format,executed,by,the,operator,param,new,name,the,name,for,this,operator,return,the,operator,with,a,new,name;public,o,name,string,new,name,this,name,new,name,suppress,warnings,unchecked,o,return,type,o,this,return,return,type
Operator -> public O name(String newName);1411399886;Sets the name of this operator. This overrides the default name, which is either_a generated description of the operation (such as for example "Aggregate(1:SUM, 2:MIN)")_or the name the user-defined function or input/output format executed by the operator.__@param newName The name for this operator._@return The operator with a new name.;public O name(String newName) {_		this.name = newName__		@SuppressWarnings("unchecked")_		O returnType = (O) this__		return returnType__	};sets,the,name,of,this,operator,this,overrides,the,default,name,which,is,either,a,generated,description,of,the,operation,such,as,for,example,aggregate,1,sum,2,min,or,the,name,the,user,defined,function,or,input,output,format,executed,by,the,operator,param,new,name,the,name,for,this,operator,return,the,operator,with,a,new,name;public,o,name,string,new,name,this,name,new,name,suppress,warnings,unchecked,o,return,type,o,this,return,return,type
