# id;timestamp;commentText;codeText;commentWords;codeWords
SharedBuffer -> SharedBufferSerializerConfigSnapshot -> public SharedBufferSerializerConfigSnapshot();1494947249;This empty constructor is required for deserializing the configuration.;public SharedBufferSerializerConfigSnapshot() {};this,empty,constructor,is,required,for,deserializing,the,configuration;public,shared,buffer,serializer,config,snapshot
SharedBuffer -> SharedBufferSerializerConfigSnapshot -> public SharedBufferSerializerConfigSnapshot();1512791464;This empty constructor is required for deserializing the configuration.;public SharedBufferSerializerConfigSnapshot() {};this,empty,constructor,is,required,for,deserializing,the,configuration;public,shared,buffer,serializer,config,snapshot
SharedBuffer -> SharedBufferSerializerConfigSnapshot -> public SharedBufferSerializerConfigSnapshot();1516874370;This empty constructor is required for deserializing the configuration.;public SharedBufferSerializerConfigSnapshot() {};this,empty,constructor,is,required,for,deserializing,the,configuration;public,shared,buffer,serializer,config,snapshot
SharedBuffer -> SharedBufferSerializerConfigSnapshot -> public SharedBufferSerializerConfigSnapshot();1517837813;This empty constructor is required for deserializing the configuration.;public SharedBufferSerializerConfigSnapshot() {};this,empty,constructor,is,required,for,deserializing,the,configuration;public,shared,buffer,serializer,config,snapshot
SharedBuffer -> SharedBufferSerializerConfigSnapshot -> public SharedBufferSerializerConfigSnapshot();1518008111;This empty constructor is required for deserializing the configuration.;public SharedBufferSerializerConfigSnapshot() {};this,empty,constructor,is,required,for,deserializing,the,configuration;public,shared,buffer,serializer,config,snapshot
SharedBuffer -> SharedBufferSerializerConfigSnapshot -> public SharedBufferSerializerConfigSnapshot();1518627155;This empty constructor is required for deserializing the configuration.;public SharedBufferSerializerConfigSnapshot() {};this,empty,constructor,is,required,for,deserializing,the,configuration;public,shared,buffer,serializer,config,snapshot
SharedBuffer -> SharedBufferSerializerConfigSnapshot -> public SharedBufferSerializerConfigSnapshot();1518679194;This empty constructor is required for deserializing the configuration.;public SharedBufferSerializerConfigSnapshot() {};this,empty,constructor,is,required,for,deserializing,the,configuration;public,shared,buffer,serializer,config,snapshot
SharedBuffer -> SharedBufferSerializerConfigSnapshot -> public SharedBufferSerializerConfigSnapshot();1527863170;This empty constructor is required for deserializing the configuration.;public SharedBufferSerializerConfigSnapshot() {_		};this,empty,constructor,is,required,for,deserializing,the,configuration;public,shared,buffer,serializer,config,snapshot
SharedBuffer -> SharedBufferSerializerConfigSnapshot -> public SharedBufferSerializerConfigSnapshot();1528217861;This empty constructor is required for deserializing the configuration.;public SharedBufferSerializerConfigSnapshot() {_		};this,empty,constructor,is,required,for,deserializing,the,configuration;public,shared,buffer,serializer,config,snapshot
SharedBuffer -> SharedBufferSerializerConfigSnapshot -> public SharedBufferSerializerConfigSnapshot();1528890233;This empty constructor is required for deserializing the configuration.;public SharedBufferSerializerConfigSnapshot() {_		};this,empty,constructor,is,required,for,deserializing,the,configuration;public,shared,buffer,serializer,config,snapshot
SharedBuffer -> SharedBufferSerializerConfigSnapshot -> public SharedBufferSerializerConfigSnapshot();1528989005;This empty constructor is required for deserializing the configuration.;public SharedBufferSerializerConfigSnapshot() {_		};this,empty,constructor,is,required,for,deserializing,the,configuration;public,shared,buffer,serializer,config,snapshot
SharedBuffer -> SharedBufferSerializerConfigSnapshot -> public SharedBufferSerializerConfigSnapshot();1538721028;This empty constructor is required for deserializing the configuration.;public SharedBufferSerializerConfigSnapshot() {_		};this,empty,constructor,is,required,for,deserializing,the,configuration;public,shared,buffer,serializer,config,snapshot
SharedBuffer -> SharedBufferSerializerConfigSnapshot -> public SharedBufferSerializerConfigSnapshot();1549635038;This empty constructor is required for deserializing the configuration.;public SharedBufferSerializerConfigSnapshot() {_		};this,empty,constructor,is,required,for,deserializing,the,configuration;public,shared,buffer,serializer,config,snapshot
SharedBuffer -> SharedBufferEntry -> private void removeEdges(final List<SharedBufferEntry<K, V>> prunedEntries);1503654807;Remove edges with the specified targets.;private void removeEdges(final List<SharedBufferEntry<K, V>> prunedEntries) {_			Iterator<SharedBufferEdge<K, V>> itor = edges.iterator()__			while (itor.hasNext()) {_				SharedBufferEdge<K, V> edge = itor.next()__				for (SharedBufferEntry<K, V> prunedEntry : prunedEntries) {_					if (prunedEntry == edge.getTarget()) {_						itor.remove()__						break__					}_				}_			}_		};remove,edges,with,the,specified,targets;private,void,remove,edges,final,list,shared,buffer,entry,k,v,pruned,entries,iterator,shared,buffer,edge,k,v,itor,edges,iterator,while,itor,has,next,shared,buffer,edge,k,v,edge,itor,next,for,shared,buffer,entry,k,v,pruned,entry,pruned,entries,if,pruned,entry,edge,get,target,itor,remove,break
SharedBuffer -> SharedBufferEntry -> private void removeEdges(final List<SharedBufferEntry<K, V>> prunedEntries);1512788114;Remove edges with the specified targets.;private void removeEdges(final List<SharedBufferEntry<K, V>> prunedEntries) {_			Iterator<SharedBufferEdge<K, V>> itor = edges.iterator()__			while (itor.hasNext()) {_				SharedBufferEdge<K, V> edge = itor.next()__				for (SharedBufferEntry<K, V> prunedEntry : prunedEntries) {_					if (prunedEntry == edge.getTarget()) {_						itor.remove()__						break__					}_				}_			}_		};remove,edges,with,the,specified,targets;private,void,remove,edges,final,list,shared,buffer,entry,k,v,pruned,entries,iterator,shared,buffer,edge,k,v,itor,edges,iterator,while,itor,has,next,shared,buffer,edge,k,v,edge,itor,next,for,shared,buffer,entry,k,v,pruned,entry,pruned,entries,if,pruned,entry,edge,get,target,itor,remove,break
SharedBuffer -> SharedBufferEntry -> private void removeEdges(final List<SharedBufferEntry<K, V>> prunedEntries);1516874370;Remove edges with the specified targets.;private void removeEdges(final List<SharedBufferEntry<K, V>> prunedEntries) {_			Iterator<SharedBufferEdge<K, V>> itor = edges.iterator()__			while (itor.hasNext()) {_				SharedBufferEdge<K, V> edge = itor.next()__				for (SharedBufferEntry<K, V> prunedEntry : prunedEntries) {_					if (prunedEntry == edge.getTarget()) {_						itor.remove()__						break__					}_				}_			}_		};remove,edges,with,the,specified,targets;private,void,remove,edges,final,list,shared,buffer,entry,k,v,pruned,entries,iterator,shared,buffer,edge,k,v,itor,edges,iterator,while,itor,has,next,shared,buffer,edge,k,v,edge,itor,next,for,shared,buffer,entry,k,v,pruned,entry,pruned,entries,if,pruned,entry,edge,get,target,itor,remove,break
SharedBuffer -> public Collection<ListMultimap<K, V>> extractPatterns( 		final K key, 		final V value, 		final long timestamp, 		final DeweyNumber version);1493985307;Returns all elements from the previous relation starting at the given value with the_given key and timestamp.__@param key Key of the starting value_@param value Value of the starting element_@param timestamp Timestamp of the starting value_@param version Version of the previous relation which shall be extracted_@return Collection of previous relations starting with the given value;public Collection<ListMultimap<K, V>> extractPatterns(_		final K key,_		final V value,_		final long timestamp,_		final DeweyNumber version) {_		Collection<ListMultimap<K, V>> result = new ArrayList<>()___		_		Stack<ExtractionState<K, V>> extractionStates = new Stack<>()___		_		SharedBufferEntry<K, V> entry = get(key, value, timestamp)___		if (entry != null) {_			extractionStates.add(new ExtractionState<>(entry, version, new Stack<SharedBufferEntry<K, V>>()))___			_			while (!extractionStates.isEmpty()) {_				final ExtractionState<K, V> extractionState = extractionStates.pop()__				_				final Stack<SharedBufferEntry<K, V>> currentPath = extractionState.getPath()__				final SharedBufferEntry<K, V> currentEntry = extractionState.getEntry()___				_				if (currentEntry == null) {_					_					final ListMultimap<K, V> completePath = ArrayListMultimap.create()___					while(!currentPath.isEmpty()) {_						final SharedBufferEntry<K, V> currentPathEntry = currentPath.pop()___						completePath.put(currentPathEntry.getKey(), currentPathEntry.getValueTime().getValue())__					}__					result.add(completePath)__				} else {__					_					currentPath.push(currentEntry)___					boolean firstMatch = true__					for (SharedBufferEdge<K, V> edge : currentEntry.getEdges()) {_						_						_						final DeweyNumber currentVersion = extractionState.getVersion()__						if (currentVersion.isCompatibleWith(edge.getVersion())) {_							if (firstMatch) {_								_								extractionStates.push(new ExtractionState<>(edge.getTarget(), edge.getVersion(), currentPath))__								firstMatch = false__							} else {_								final Stack<SharedBufferEntry<K, V>> copy = new Stack<>()__								copy.addAll(currentPath)___								extractionStates.push(_									new ExtractionState<>(_										edge.getTarget(),_										edge.getVersion(),_										copy))__							}_						}_					}_				}__			}_		}__		return result__	};returns,all,elements,from,the,previous,relation,starting,at,the,given,value,with,the,given,key,and,timestamp,param,key,key,of,the,starting,value,param,value,value,of,the,starting,element,param,timestamp,timestamp,of,the,starting,value,param,version,version,of,the,previous,relation,which,shall,be,extracted,return,collection,of,previous,relations,starting,with,the,given,value;public,collection,list,multimap,k,v,extract,patterns,final,k,key,final,v,value,final,long,timestamp,final,dewey,number,version,collection,list,multimap,k,v,result,new,array,list,stack,extraction,state,k,v,extraction,states,new,stack,shared,buffer,entry,k,v,entry,get,key,value,timestamp,if,entry,null,extraction,states,add,new,extraction,state,entry,version,new,stack,shared,buffer,entry,k,v,while,extraction,states,is,empty,final,extraction,state,k,v,extraction,state,extraction,states,pop,final,stack,shared,buffer,entry,k,v,current,path,extraction,state,get,path,final,shared,buffer,entry,k,v,current,entry,extraction,state,get,entry,if,current,entry,null,final,list,multimap,k,v,complete,path,array,list,multimap,create,while,current,path,is,empty,final,shared,buffer,entry,k,v,current,path,entry,current,path,pop,complete,path,put,current,path,entry,get,key,current,path,entry,get,value,time,get,value,result,add,complete,path,else,current,path,push,current,entry,boolean,first,match,true,for,shared,buffer,edge,k,v,edge,current,entry,get,edges,final,dewey,number,current,version,extraction,state,get,version,if,current,version,is,compatible,with,edge,get,version,if,first,match,extraction,states,push,new,extraction,state,edge,get,target,edge,get,version,current,path,first,match,false,else,final,stack,shared,buffer,entry,k,v,copy,new,stack,copy,add,all,current,path,extraction,states,push,new,extraction,state,edge,get,target,edge,get,version,copy,return,result
SharedBuffer -> public Collection<ListMultimap<K, V>> extractPatterns( 		final K key, 		final V value, 		final long timestamp, 		final DeweyNumber version);1494495540;Returns all elements from the previous relation starting at the given value with the_given key and timestamp.__@param key Key of the starting value_@param value Value of the starting element_@param timestamp Timestamp of the starting value_@param version Version of the previous relation which shall be extracted_@return Collection of previous relations starting with the given value;public Collection<ListMultimap<K, V>> extractPatterns(_		final K key,_		final V value,_		final long timestamp,_		final DeweyNumber version) {_		Collection<ListMultimap<K, V>> result = new ArrayList<>()___		_		Stack<ExtractionState<K, V>> extractionStates = new Stack<>()___		_		SharedBufferEntry<K, V> entry = get(key, value, timestamp)___		if (entry != null) {_			extractionStates.add(new ExtractionState<>(entry, version, new Stack<SharedBufferEntry<K, V>>()))___			_			while (!extractionStates.isEmpty()) {_				final ExtractionState<K, V> extractionState = extractionStates.pop()__				_				final Stack<SharedBufferEntry<K, V>> currentPath = extractionState.getPath()__				final SharedBufferEntry<K, V> currentEntry = extractionState.getEntry()___				_				if (currentEntry == null) {_					_					final ListMultimap<K, V> completePath = ArrayListMultimap.create()___					while(!currentPath.isEmpty()) {_						final SharedBufferEntry<K, V> currentPathEntry = currentPath.pop()___						completePath.put(currentPathEntry.getKey(), currentPathEntry.getValueTime().getValue())__					}__					result.add(completePath)__				} else {__					_					currentPath.push(currentEntry)___					boolean firstMatch = true__					for (SharedBufferEdge<K, V> edge : currentEntry.getEdges()) {_						_						_						final DeweyNumber currentVersion = extractionState.getVersion()__						if (currentVersion.isCompatibleWith(edge.getVersion())) {_							if (firstMatch) {_								_								extractionStates.push(new ExtractionState<>(edge.getTarget(), edge.getVersion(), currentPath))__								firstMatch = false__							} else {_								final Stack<SharedBufferEntry<K, V>> copy = new Stack<>()__								copy.addAll(currentPath)___								extractionStates.push(_									new ExtractionState<>(_										edge.getTarget(),_										edge.getVersion(),_										copy))__							}_						}_					}_				}__			}_		}__		return result__	};returns,all,elements,from,the,previous,relation,starting,at,the,given,value,with,the,given,key,and,timestamp,param,key,key,of,the,starting,value,param,value,value,of,the,starting,element,param,timestamp,timestamp,of,the,starting,value,param,version,version,of,the,previous,relation,which,shall,be,extracted,return,collection,of,previous,relations,starting,with,the,given,value;public,collection,list,multimap,k,v,extract,patterns,final,k,key,final,v,value,final,long,timestamp,final,dewey,number,version,collection,list,multimap,k,v,result,new,array,list,stack,extraction,state,k,v,extraction,states,new,stack,shared,buffer,entry,k,v,entry,get,key,value,timestamp,if,entry,null,extraction,states,add,new,extraction,state,entry,version,new,stack,shared,buffer,entry,k,v,while,extraction,states,is,empty,final,extraction,state,k,v,extraction,state,extraction,states,pop,final,stack,shared,buffer,entry,k,v,current,path,extraction,state,get,path,final,shared,buffer,entry,k,v,current,entry,extraction,state,get,entry,if,current,entry,null,final,list,multimap,k,v,complete,path,array,list,multimap,create,while,current,path,is,empty,final,shared,buffer,entry,k,v,current,path,entry,current,path,pop,complete,path,put,current,path,entry,get,key,current,path,entry,get,value,time,get,value,result,add,complete,path,else,current,path,push,current,entry,boolean,first,match,true,for,shared,buffer,edge,k,v,edge,current,entry,get,edges,final,dewey,number,current,version,extraction,state,get,version,if,current,version,is,compatible,with,edge,get,version,if,first,match,extraction,states,push,new,extraction,state,edge,get,target,edge,get,version,current,path,first,match,false,else,final,stack,shared,buffer,entry,k,v,copy,new,stack,copy,add,all,current,path,extraction,states,push,new,extraction,state,edge,get,target,edge,get,version,copy,return,result
SharedBuffer -> public void put( 			final K key, 			final V value, 			final long timestamp, 			final K previousKey, 			final V previousValue, 			final long previousTimestamp, 			final DeweyNumber version);1452762263;Stores given value (value + timestamp) under the given key. It assigns a preceding element_relation to the entry which is defined by the previous key, value (value + timestamp).__@param key Key of the current value_@param value Current value_@param timestamp Timestamp of the current value (a value requires always a timestamp to make it uniquely referable))_@param previousKey Key of the value for the previous relation_@param previousValue Value for the previous relation_@param previousTimestamp Timestamp of the value for the previous relation_@param version Version of the previous relation;public void put(_			final K key,_			final V value,_			final long timestamp,_			final K previousKey,_			final V previousValue,_			final long previousTimestamp,_			final DeweyNumber version) {_		SharedBufferPage<K, V> page___		if (!pages.containsKey(key)) {_			page = new SharedBufferPage<K, V>(key)__			pages.put(key, page)__		} else {_			page = pages.get(key)__		}__		final SharedBufferEntry<K, V> previousSharedBufferEntry = get(previousKey, previousValue, previousTimestamp)___		page.add(_			new ValueTimeWrapper<>(value, timestamp),_			previousSharedBufferEntry,_			version)__	};stores,given,value,value,timestamp,under,the,given,key,it,assigns,a,preceding,element,relation,to,the,entry,which,is,defined,by,the,previous,key,value,value,timestamp,param,key,key,of,the,current,value,param,value,current,value,param,timestamp,timestamp,of,the,current,value,a,value,requires,always,a,timestamp,to,make,it,uniquely,referable,param,previous,key,key,of,the,value,for,the,previous,relation,param,previous,value,value,for,the,previous,relation,param,previous,timestamp,timestamp,of,the,value,for,the,previous,relation,param,version,version,of,the,previous,relation;public,void,put,final,k,key,final,v,value,final,long,timestamp,final,k,previous,key,final,v,previous,value,final,long,previous,timestamp,final,dewey,number,version,shared,buffer,page,k,v,page,if,pages,contains,key,key,page,new,shared,buffer,page,k,v,key,pages,put,key,page,else,page,pages,get,key,final,shared,buffer,entry,k,v,previous,shared,buffer,entry,get,previous,key,previous,value,previous,timestamp,page,add,new,value,time,wrapper,value,timestamp,previous,shared,buffer,entry,version
SharedBuffer -> public void put( 			final K key, 			final V value, 			final long timestamp, 			final K previousKey, 			final V previousValue, 			final long previousTimestamp, 			final DeweyNumber version);1459346677;Stores given value (value + timestamp) under the given key. It assigns a preceding element_relation to the entry which is defined by the previous key, value (value + timestamp).__@param key Key of the current value_@param value Current value_@param timestamp Timestamp of the current value (a value requires always a timestamp to make it uniquely referable))_@param previousKey Key of the value for the previous relation_@param previousValue Value for the previous relation_@param previousTimestamp Timestamp of the value for the previous relation_@param version Version of the previous relation;public void put(_			final K key,_			final V value,_			final long timestamp,_			final K previousKey,_			final V previousValue,_			final long previousTimestamp,_			final DeweyNumber version) {_		SharedBufferPage<K, V> page___		if (!pages.containsKey(key)) {_			page = new SharedBufferPage<K, V>(key)__			pages.put(key, page)__		} else {_			page = pages.get(key)__		}__		final SharedBufferEntry<K, V> previousSharedBufferEntry = get(previousKey, previousValue, previousTimestamp)___		_		if (previousSharedBufferEntry == null && previousValue != null) {_			throw new IllegalStateException("Could not find previous shared buffer entry with " +_				"key: " + previousKey + ", value: " + previousValue + " and timestamp: " +_				previousTimestamp + ". This can indicate that the element belonging to the previous " +_				"relation has been already pruned, even though you expect it to be still there.")__		}__		page.add(_			new ValueTimeWrapper<>(value, timestamp),_			previousSharedBufferEntry,_			version)__	};stores,given,value,value,timestamp,under,the,given,key,it,assigns,a,preceding,element,relation,to,the,entry,which,is,defined,by,the,previous,key,value,value,timestamp,param,key,key,of,the,current,value,param,value,current,value,param,timestamp,timestamp,of,the,current,value,a,value,requires,always,a,timestamp,to,make,it,uniquely,referable,param,previous,key,key,of,the,value,for,the,previous,relation,param,previous,value,value,for,the,previous,relation,param,previous,timestamp,timestamp,of,the,value,for,the,previous,relation,param,version,version,of,the,previous,relation;public,void,put,final,k,key,final,v,value,final,long,timestamp,final,k,previous,key,final,v,previous,value,final,long,previous,timestamp,final,dewey,number,version,shared,buffer,page,k,v,page,if,pages,contains,key,key,page,new,shared,buffer,page,k,v,key,pages,put,key,page,else,page,pages,get,key,final,shared,buffer,entry,k,v,previous,shared,buffer,entry,get,previous,key,previous,value,previous,timestamp,if,previous,shared,buffer,entry,null,previous,value,null,throw,new,illegal,state,exception,could,not,find,previous,shared,buffer,entry,with,key,previous,key,value,previous,value,and,timestamp,previous,timestamp,this,can,indicate,that,the,element,belonging,to,the,previous,relation,has,been,already,pruned,even,though,you,expect,it,to,be,still,there,page,add,new,value,time,wrapper,value,timestamp,previous,shared,buffer,entry,version
SharedBuffer -> public void put( 			final K key, 			final V value, 			final long timestamp, 			final K previousKey, 			final V previousValue, 			final long previousTimestamp, 			final DeweyNumber version);1489866780;Stores given value (value + timestamp) under the given key. It assigns a preceding element_relation to the entry which is defined by the previous key, value (value + timestamp).__@param key Key of the current value_@param value Current value_@param timestamp Timestamp of the current value (a value requires always a timestamp to make it uniquely referable))_@param previousKey Key of the value for the previous relation_@param previousValue Value for the previous relation_@param previousTimestamp Timestamp of the value for the previous relation_@param version Version of the previous relation;public void put(_			final K key,_			final V value,_			final long timestamp,_			final K previousKey,_			final V previousValue,_			final long previousTimestamp,_			final DeweyNumber version) {_		SharedBufferPage<K, V> page___		if (!pages.containsKey(key)) {_			page = new SharedBufferPage<K, V>(key)__			pages.put(key, page)__		} else {_			page = pages.get(key)__		}__		final SharedBufferEntry<K, V> previousSharedBufferEntry = get(previousKey, previousValue, previousTimestamp)___		_		if (previousSharedBufferEntry == null && previousValue != null) {_			throw new IllegalStateException("Could not find previous shared buffer entry with " +_				"key: " + previousKey + ", value: " + previousValue + " and timestamp: " +_				previousTimestamp + ". This can indicate that the element belonging to the previous " +_				"relation has been already pruned, even though you expect it to be still there.")__		}__		page.add(_			new ValueTimeWrapper<>(value, timestamp),_			previousSharedBufferEntry,_			version)__	};stores,given,value,value,timestamp,under,the,given,key,it,assigns,a,preceding,element,relation,to,the,entry,which,is,defined,by,the,previous,key,value,value,timestamp,param,key,key,of,the,current,value,param,value,current,value,param,timestamp,timestamp,of,the,current,value,a,value,requires,always,a,timestamp,to,make,it,uniquely,referable,param,previous,key,key,of,the,value,for,the,previous,relation,param,previous,value,value,for,the,previous,relation,param,previous,timestamp,timestamp,of,the,value,for,the,previous,relation,param,version,version,of,the,previous,relation;public,void,put,final,k,key,final,v,value,final,long,timestamp,final,k,previous,key,final,v,previous,value,final,long,previous,timestamp,final,dewey,number,version,shared,buffer,page,k,v,page,if,pages,contains,key,key,page,new,shared,buffer,page,k,v,key,pages,put,key,page,else,page,pages,get,key,final,shared,buffer,entry,k,v,previous,shared,buffer,entry,get,previous,key,previous,value,previous,timestamp,if,previous,shared,buffer,entry,null,previous,value,null,throw,new,illegal,state,exception,could,not,find,previous,shared,buffer,entry,with,key,previous,key,value,previous,value,and,timestamp,previous,timestamp,this,can,indicate,that,the,element,belonging,to,the,previous,relation,has,been,already,pruned,even,though,you,expect,it,to,be,still,there,page,add,new,value,time,wrapper,value,timestamp,previous,shared,buffer,entry,version
SharedBuffer -> public void put( 			final K key, 			final V value, 			final long timestamp, 			final K previousKey, 			final V previousValue, 			final long previousTimestamp, 			final DeweyNumber version);1490089987;Stores given value (value + timestamp) under the given key. It assigns a preceding element_relation to the entry which is defined by the previous key, value (value + timestamp).__@param key Key of the current value_@param value Current value_@param timestamp Timestamp of the current value (a value requires always a timestamp to make it uniquely referable))_@param previousKey Key of the value for the previous relation_@param previousValue Value for the previous relation_@param previousTimestamp Timestamp of the value for the previous relation_@param version Version of the previous relation;public void put(_			final K key,_			final V value,_			final long timestamp,_			final K previousKey,_			final V previousValue,_			final long previousTimestamp,_			final DeweyNumber version) {_		SharedBufferPage<K, V> page___		if (!pages.containsKey(key)) {_			page = new SharedBufferPage<K, V>(key)__			pages.put(key, page)__		} else {_			page = pages.get(key)__		}__		final SharedBufferEntry<K, V> previousSharedBufferEntry = get(previousKey, previousValue, previousTimestamp)___		_		if (previousSharedBufferEntry == null && previousValue != null) {_			throw new IllegalStateException("Could not find previous shared buffer entry with " +_				"key: " + previousKey + ", value: " + previousValue + " and timestamp: " +_				previousTimestamp + ". This can indicate that the element belonging to the previous " +_				"relation has been already pruned, even though you expect it to be still there.")__		}__		page.add(_			new ValueTimeWrapper<>(value, timestamp),_			previousSharedBufferEntry,_			version)__	};stores,given,value,value,timestamp,under,the,given,key,it,assigns,a,preceding,element,relation,to,the,entry,which,is,defined,by,the,previous,key,value,value,timestamp,param,key,key,of,the,current,value,param,value,current,value,param,timestamp,timestamp,of,the,current,value,a,value,requires,always,a,timestamp,to,make,it,uniquely,referable,param,previous,key,key,of,the,value,for,the,previous,relation,param,previous,value,value,for,the,previous,relation,param,previous,timestamp,timestamp,of,the,value,for,the,previous,relation,param,version,version,of,the,previous,relation;public,void,put,final,k,key,final,v,value,final,long,timestamp,final,k,previous,key,final,v,previous,value,final,long,previous,timestamp,final,dewey,number,version,shared,buffer,page,k,v,page,if,pages,contains,key,key,page,new,shared,buffer,page,k,v,key,pages,put,key,page,else,page,pages,get,key,final,shared,buffer,entry,k,v,previous,shared,buffer,entry,get,previous,key,previous,value,previous,timestamp,if,previous,shared,buffer,entry,null,previous,value,null,throw,new,illegal,state,exception,could,not,find,previous,shared,buffer,entry,with,key,previous,key,value,previous,value,and,timestamp,previous,timestamp,this,can,indicate,that,the,element,belonging,to,the,previous,relation,has,been,already,pruned,even,though,you,expect,it,to,be,still,there,page,add,new,value,time,wrapper,value,timestamp,previous,shared,buffer,entry,version
