# id;timestamp;commentText;codeText;commentWords;codeWords
CxfBinding -> public static void storeCxfResponse(CxfExchange exchange, Message response);1217918186;@deprecated please use {@link #storeCxfResponse(HeaderFilterStrategy, CxfExchange, Message)} instead.;public static void storeCxfResponse(CxfExchange exchange, Message response) {_        CxfBinding.storeCxfResponse(new CxfHeaderFilterStrategy(), exchange, response)__    };deprecated,please,use,link,store,cxf,response,header,filter,strategy,cxf,exchange,message,instead;public,static,void,store,cxf,response,cxf,exchange,exchange,message,response,cxf,binding,store,cxf,response,new,cxf,header,filter,strategy,exchange,response
CxfBinding -> void populateCxfResponseFromExchange(org.apache.camel.Exchange camelExchange,             Exchange cxfExchange)_;1232329721;<p>_Populate a CXF Exchange from a Camel Exchange.  The resulted CXF Exchange is an_<b>outgoing response</b> to be sent back to the CXF client.  This method is called_by {@link CxfConsumer} to translate a Camel Exchange to a CXF response Exchange._</p>__<p>_Exchange is passed in this direction: CXF Endpoint <= <b>apply this binding method</b>_<= CxfConsumer <= Camel route_</p>_@param camelExchange Camel exchange that contains an out message_@param cxfExchange CXF exchange to be populated;void populateCxfResponseFromExchange(org.apache.camel.Exchange camelExchange,_            Exchange cxfExchange)_;p,populate,a,cxf,exchange,from,a,camel,exchange,the,resulted,cxf,exchange,is,an,b,outgoing,response,b,to,be,sent,back,to,the,cxf,client,this,method,is,called,by,link,cxf,consumer,to,translate,a,camel,exchange,to,a,cxf,response,exchange,p,p,exchange,is,passed,in,this,direction,cxf,endpoint,b,apply,this,binding,method,b,cxf,consumer,camel,route,p,param,camel,exchange,camel,exchange,that,contains,an,out,message,param,cxf,exchange,cxf,exchange,to,be,populated;void,populate,cxf,response,from,exchange,org,apache,camel,exchange,camel,exchange,exchange,cxf,exchange
CxfBinding -> void populateCxfResponseFromExchange(org.apache.camel.Exchange camelExchange,             Exchange cxfExchange)_;1238035325;<p>_Populate a CXF Exchange from a Camel Exchange.  The resulted CXF Exchange is an_<b>outgoing response</b> to be sent back to the CXF client.  This method is called_by {@link CxfConsumer} to translate a Camel Exchange to a CXF response Exchange._</p>__<p>_Exchange is passed in this direction: CXF Endpoint <= <b>apply this binding method</b>_<= CxfConsumer <= Camel route_</p>_@param camelExchange Camel exchange that contains an out message_@param cxfExchange CXF exchange to be populated;void populateCxfResponseFromExchange(org.apache.camel.Exchange camelExchange,_            Exchange cxfExchange)_;p,populate,a,cxf,exchange,from,a,camel,exchange,the,resulted,cxf,exchange,is,an,b,outgoing,response,b,to,be,sent,back,to,the,cxf,client,this,method,is,called,by,link,cxf,consumer,to,translate,a,camel,exchange,to,a,cxf,response,exchange,p,p,exchange,is,passed,in,this,direction,cxf,endpoint,b,apply,this,binding,method,b,cxf,consumer,camel,route,p,param,camel,exchange,camel,exchange,that,contains,an,out,message,param,cxf,exchange,cxf,exchange,to,be,populated;void,populate,cxf,response,from,exchange,org,apache,camel,exchange,camel,exchange,exchange,cxf,exchange
CxfBinding -> void populateCxfResponseFromExchange(org.apache.camel.Exchange camelExchange,             Exchange cxfExchange)_;1253539182;<p>_Populate a CXF Exchange from a Camel Exchange.  The resulted CXF Exchange is an_<b>outgoing response</b> to be sent back to the CXF client.  This method is called_by {@link CxfConsumer} to translate a Camel Exchange to a CXF response Exchange._</p>__<p>_Exchange is passed in this direction: CXF Endpoint <= <b>apply this binding method</b>_<= CxfConsumer <= Camel route_</p>_@param camelExchange Camel exchange that contains an out message_@param cxfExchange CXF exchange to be populated;void populateCxfResponseFromExchange(org.apache.camel.Exchange camelExchange,_            Exchange cxfExchange)_;p,populate,a,cxf,exchange,from,a,camel,exchange,the,resulted,cxf,exchange,is,an,b,outgoing,response,b,to,be,sent,back,to,the,cxf,client,this,method,is,called,by,link,cxf,consumer,to,translate,a,camel,exchange,to,a,cxf,response,exchange,p,p,exchange,is,passed,in,this,direction,cxf,endpoint,b,apply,this,binding,method,b,cxf,consumer,camel,route,p,param,camel,exchange,camel,exchange,that,contains,an,out,message,param,cxf,exchange,cxf,exchange,to,be,populated;void,populate,cxf,response,from,exchange,org,apache,camel,exchange,camel,exchange,exchange,cxf,exchange
CxfBinding -> void populateCxfResponseFromExchange(org.apache.camel.Exchange camelExchange,             Exchange cxfExchange)_;1280130252;<p>_Populate a CXF Exchange from a Camel Exchange.  The resulted CXF Exchange is an_<b>outgoing response</b> to be sent back to the CXF client.  This method is called_by {@link CxfConsumer} to translate a Camel Exchange to a CXF response Exchange._</p>__<p>_Exchange is passed in this direction: CXF Endpoint <= <b>apply this binding method</b>_<= CxfConsumer <= Camel route_</p>_@param camelExchange Camel exchange that contains an out message_@param cxfExchange CXF exchange to be populated;void populateCxfResponseFromExchange(org.apache.camel.Exchange camelExchange,_            Exchange cxfExchange)_;p,populate,a,cxf,exchange,from,a,camel,exchange,the,resulted,cxf,exchange,is,an,b,outgoing,response,b,to,be,sent,back,to,the,cxf,client,this,method,is,called,by,link,cxf,consumer,to,translate,a,camel,exchange,to,a,cxf,response,exchange,p,p,exchange,is,passed,in,this,direction,cxf,endpoint,b,apply,this,binding,method,b,cxf,consumer,camel,route,p,param,camel,exchange,camel,exchange,that,contains,an,out,message,param,cxf,exchange,cxf,exchange,to,be,populated;void,populate,cxf,response,from,exchange,org,apache,camel,exchange,camel,exchange,exchange,cxf,exchange
CxfBinding -> void populateCxfResponseFromExchange(org.apache.camel.Exchange camelExchange,             Exchange cxfExchange)_;1297969159;<p>_Populate a CXF Exchange from a Camel Exchange.  The resulted CXF Exchange is an_<b>outgoing response</b> to be sent back to the CXF client.  This method is called_by {@link CxfConsumer} to translate a Camel Exchange to a CXF response Exchange._</p>__<p>_Exchange is passed in this direction: CXF Endpoint <= <b>apply this binding method</b>_<= CxfConsumer <= Camel route_</p>_@param camelExchange Camel exchange that contains an out message_@param cxfExchange CXF exchange to be populated;void populateCxfResponseFromExchange(org.apache.camel.Exchange camelExchange,_            Exchange cxfExchange)_;p,populate,a,cxf,exchange,from,a,camel,exchange,the,resulted,cxf,exchange,is,an,b,outgoing,response,b,to,be,sent,back,to,the,cxf,client,this,method,is,called,by,link,cxf,consumer,to,translate,a,camel,exchange,to,a,cxf,response,exchange,p,p,exchange,is,passed,in,this,direction,cxf,endpoint,b,apply,this,binding,method,b,cxf,consumer,camel,route,p,param,camel,exchange,camel,exchange,that,contains,an,out,message,param,cxf,exchange,cxf,exchange,to,be,populated;void,populate,cxf,response,from,exchange,org,apache,camel,exchange,camel,exchange,exchange,cxf,exchange
CxfBinding -> void populateCxfResponseFromExchange(org.apache.camel.Exchange camelExchange,             Exchange cxfExchange)_;1540108161;<p>_Populate a CXF Exchange from a Camel Exchange.  The resulted CXF Exchange is an_<b>outgoing response</b> to be sent back to the CXF client.  This method is called_by {@link CxfConsumer} to translate a Camel Exchange to a CXF response Exchange._</p>__<p>_Exchange is passed in this direction: CXF Endpoint <= <b>apply this binding method</b>_<= CxfConsumer <= Camel route_</p>_@param camelExchange Camel exchange that contains an out message_@param cxfExchange CXF exchange to be populated;void populateCxfResponseFromExchange(org.apache.camel.Exchange camelExchange,_            Exchange cxfExchange)_;p,populate,a,cxf,exchange,from,a,camel,exchange,the,resulted,cxf,exchange,is,an,b,outgoing,response,b,to,be,sent,back,to,the,cxf,client,this,method,is,called,by,link,cxf,consumer,to,translate,a,camel,exchange,to,a,cxf,response,exchange,p,p,exchange,is,passed,in,this,direction,cxf,endpoint,b,apply,this,binding,method,b,cxf,consumer,camel,route,p,param,camel,exchange,camel,exchange,that,contains,an,out,message,param,cxf,exchange,cxf,exchange,to,be,populated;void,populate,cxf,response,from,exchange,org,apache,camel,exchange,camel,exchange,exchange,cxf,exchange
CxfBinding -> void copyJaxWsContext(Exchange cxfExchange, Map<String, Object> context)_;1253539182;<p>_Copy the javax.xml.ws* headers into cxfExchange's outMessage,_if the cxfExchange has no outMessage, skip this copy_</p>__@param cxfExchange CXF exchange to be populated_@param context The map which used to store the message headers;void copyJaxWsContext(Exchange cxfExchange, Map<String, Object> context)_;p,copy,the,javax,xml,ws,headers,into,cxf,exchange,s,out,message,if,the,cxf,exchange,has,no,out,message,skip,this,copy,p,param,cxf,exchange,cxf,exchange,to,be,populated,param,context,the,map,which,used,to,store,the,message,headers;void,copy,jax,ws,context,exchange,cxf,exchange,map,string,object,context
CxfBinding -> void copyJaxWsContext(Exchange cxfExchange, Map<String, Object> context)_;1280130252;<p>_Copy the javax.xml.ws* headers into cxfExchange's outMessage,_if the cxfExchange has no outMessage, skip this copy_</p>__@param cxfExchange CXF exchange to be populated_@param context The map which used to store the message headers;void copyJaxWsContext(Exchange cxfExchange, Map<String, Object> context)_;p,copy,the,javax,xml,ws,headers,into,cxf,exchange,s,out,message,if,the,cxf,exchange,has,no,out,message,skip,this,copy,p,param,cxf,exchange,cxf,exchange,to,be,populated,param,context,the,map,which,used,to,store,the,message,headers;void,copy,jax,ws,context,exchange,cxf,exchange,map,string,object,context
CxfBinding -> void copyJaxWsContext(Exchange cxfExchange, Map<String, Object> context)_;1297969159;<p>_Copy the javax.xml.ws* headers into cxfExchange's outMessage,_if the cxfExchange has no outMessage, skip this copy_</p>__@param cxfExchange CXF exchange to be populated_@param context The map which used to store the message headers;void copyJaxWsContext(Exchange cxfExchange, Map<String, Object> context)_;p,copy,the,javax,xml,ws,headers,into,cxf,exchange,s,out,message,if,the,cxf,exchange,has,no,out,message,skip,this,copy,p,param,cxf,exchange,cxf,exchange,to,be,populated,param,context,the,map,which,used,to,store,the,message,headers;void,copy,jax,ws,context,exchange,cxf,exchange,map,string,object,context
CxfBinding -> void copyJaxWsContext(Exchange cxfExchange, Map<String, Object> context)_;1540108161;<p>_Copy the javax.xml.ws* headers into cxfExchange's outMessage,_if the cxfExchange has no outMessage, skip this copy_</p>__@param cxfExchange CXF exchange to be populated_@param context The map which used to store the message headers;void copyJaxWsContext(Exchange cxfExchange, Map<String, Object> context)_;p,copy,the,javax,xml,ws,headers,into,cxf,exchange,s,out,message,if,the,cxf,exchange,has,no,out,message,skip,this,copy,p,param,cxf,exchange,cxf,exchange,to,be,populated,param,context,the,map,which,used,to,store,the,message,headers;void,copy,jax,ws,context,exchange,cxf,exchange,map,string,object,context
CxfBinding -> public static void copyMessage(org.apache.camel.Message camelMessage, org.apache.cxf.message.Message cxfMessage);1217918186;@deprecated Please use {@link #copyMessage(HeaderFilterStrategy, org.apache.camel.Message, Message)} instead.;public static void copyMessage(org.apache.camel.Message camelMessage, org.apache.cxf.message.Message cxfMessage) {_        CxfBinding.copyMessage(new CxfHeaderFilterStrategy(), camelMessage, cxfMessage)__    };deprecated,please,use,link,copy,message,header,filter,strategy,org,apache,camel,message,message,instead;public,static,void,copy,message,org,apache,camel,message,camel,message,org,apache,cxf,message,message,cxf,message,cxf,binding,copy,message,new,cxf,header,filter,strategy,camel,message,cxf,message
CxfBinding -> public static void copyMessage(org.apache.camel.Message camelMessage, org.apache.cxf.message.Message cxfMessage);1221611914;@deprecated Please use {@link #copyMessage(HeaderFilterStrategy, org.apache.camel.Message, Message)} instead.;public static void copyMessage(org.apache.camel.Message camelMessage, org.apache.cxf.message.Message cxfMessage) {_        CxfBinding.copyMessage(new CxfHeaderFilterStrategy(), camelMessage, cxfMessage)__    };deprecated,please,use,link,copy,message,header,filter,strategy,org,apache,camel,message,message,instead;public,static,void,copy,message,org,apache,camel,message,camel,message,org,apache,cxf,message,message,cxf,message,cxf,binding,copy,message,new,cxf,header,filter,strategy,camel,message,cxf,message
CxfBinding -> public static void copyMessage(org.apache.camel.Message camelMessage, org.apache.cxf.message.Message cxfMessage);1221707696;@deprecated Please use {@link #copyMessage(HeaderFilterStrategy, org.apache.camel.Message, Message)} instead.;public static void copyMessage(org.apache.camel.Message camelMessage, org.apache.cxf.message.Message cxfMessage) {_        CxfBinding.copyMessage(new CxfHeaderFilterStrategy(), camelMessage, cxfMessage)__    };deprecated,please,use,link,copy,message,header,filter,strategy,org,apache,camel,message,message,instead;public,static,void,copy,message,org,apache,camel,message,camel,message,org,apache,cxf,message,message,cxf,message,cxf,binding,copy,message,new,cxf,header,filter,strategy,camel,message,cxf,message
