# id;timestamp;commentText;codeText;commentWords;codeWords
ServletRequestHandledEvent -> public String getRequestUrl();1328020251;Return the URL of the request.;public String getRequestUrl() {_		return this.requestUrl__	};return,the,url,of,the,request;public,string,get,request,url,return,this,request,url
ServletRequestHandledEvent -> public ServletRequestHandledEvent(Object source, String requestUrl, 			String clientAddress, String method, String servletName, 			String sessionId, String userName, long processingTimeMillis);1356735495;Create a new ServletRequestHandledEvent._@param source the component that published the event_@param requestUrl the URL of the request_@param clientAddress the IP address that the request came from_@param method the HTTP method of the request (usually GET or POST)_@param servletName the name of the servlet that handled the request_@param sessionId the id of the HTTP session, if any_@param userName the name of the user that was associated with the_request, if any (usually the UserPrincipal)_@param processingTimeMillis the processing time of the request in milliseconds;public ServletRequestHandledEvent(Object source, String requestUrl,_			String clientAddress, String method, String servletName,_			String sessionId, String userName, long processingTimeMillis) {__		super(source, sessionId, userName, processingTimeMillis)__		this.requestUrl = requestUrl__		this.clientAddress = clientAddress__		this.method = method__		this.servletName = servletName__	};create,a,new,servlet,request,handled,event,param,source,the,component,that,published,the,event,param,request,url,the,url,of,the,request,param,client,address,the,ip,address,that,the,request,came,from,param,method,the,http,method,of,the,request,usually,get,or,post,param,servlet,name,the,name,of,the,servlet,that,handled,the,request,param,session,id,the,id,of,the,http,session,if,any,param,user,name,the,name,of,the,user,that,was,associated,with,the,request,if,any,usually,the,user,principal,param,processing,time,millis,the,processing,time,of,the,request,in,milliseconds;public,servlet,request,handled,event,object,source,string,request,url,string,client,address,string,method,string,servlet,name,string,session,id,string,user,name,long,processing,time,millis,super,source,session,id,user,name,processing,time,millis,this,request,url,request,url,this,client,address,client,address,this,method,method,this,servlet,name,servlet,name
ServletRequestHandledEvent -> public ServletRequestHandledEvent(Object source, String requestUrl, 			String clientAddress, String method, String servletName, 			String sessionId, String userName, long processingTimeMillis);1409363223;Create a new ServletRequestHandledEvent._@param source the component that published the event_@param requestUrl the URL of the request_@param clientAddress the IP address that the request came from_@param method the HTTP method of the request (usually GET or POST)_@param servletName the name of the servlet that handled the request_@param sessionId the id of the HTTP session, if any_@param userName the name of the user that was associated with the_request, if any (usually the UserPrincipal)_@param processingTimeMillis the processing time of the request in milliseconds;public ServletRequestHandledEvent(Object source, String requestUrl,_			String clientAddress, String method, String servletName,_			String sessionId, String userName, long processingTimeMillis) {__		super(source, sessionId, userName, processingTimeMillis)__		this.requestUrl = requestUrl__		this.clientAddress = clientAddress__		this.method = method__		this.servletName = servletName__		this.statusCode = -1__	};create,a,new,servlet,request,handled,event,param,source,the,component,that,published,the,event,param,request,url,the,url,of,the,request,param,client,address,the,ip,address,that,the,request,came,from,param,method,the,http,method,of,the,request,usually,get,or,post,param,servlet,name,the,name,of,the,servlet,that,handled,the,request,param,session,id,the,id,of,the,http,session,if,any,param,user,name,the,name,of,the,user,that,was,associated,with,the,request,if,any,usually,the,user,principal,param,processing,time,millis,the,processing,time,of,the,request,in,milliseconds;public,servlet,request,handled,event,object,source,string,request,url,string,client,address,string,method,string,servlet,name,string,session,id,string,user,name,long,processing,time,millis,super,source,session,id,user,name,processing,time,millis,this,request,url,request,url,this,client,address,client,address,this,method,method,this,servlet,name,servlet,name,this,status,code,1
ServletRequestHandledEvent -> public String getClientAddress();1328020251;Return the IP address that the request came from.;public String getClientAddress() {_		return this.clientAddress__	};return,the,ip,address,that,the,request,came,from;public,string,get,client,address,return,this,client,address
ServletRequestHandledEvent -> public String getClientAddress();1356735495;Return the IP address that the request came from.;public String getClientAddress() {_		return this.clientAddress__	};return,the,ip,address,that,the,request,came,from;public,string,get,client,address,return,this,client,address
ServletRequestHandledEvent -> public String getClientAddress();1409363223;Return the IP address that the request came from.;public String getClientAddress() {_		return this.clientAddress__	};return,the,ip,address,that,the,request,came,from;public,string,get,client,address,return,this,client,address
ServletRequestHandledEvent -> public String getClientAddress();1495868221;Return the IP address that the request came from.;public String getClientAddress() {_		return this.clientAddress__	};return,the,ip,address,that,the,request,came,from;public,string,get,client,address,return,this,client,address
ServletRequestHandledEvent -> public String getClientAddress();1530174524;Return the IP address that the request came from.;public String getClientAddress() {_		return this.clientAddress__	};return,the,ip,address,that,the,request,came,from;public,string,get,client,address,return,this,client,address
ServletRequestHandledEvent -> public String getServletName();1328020251;Return the name of the servlet that handled the request.;public String getServletName() {_		return this.servletName__	};return,the,name,of,the,servlet,that,handled,the,request;public,string,get,servlet,name,return,this,servlet,name
ServletRequestHandledEvent -> public String getServletName();1356735495;Return the name of the servlet that handled the request.;public String getServletName() {_		return this.servletName__	};return,the,name,of,the,servlet,that,handled,the,request;public,string,get,servlet,name,return,this,servlet,name
ServletRequestHandledEvent -> public String getServletName();1409363223;Return the name of the servlet that handled the request.;public String getServletName() {_		return this.servletName__	};return,the,name,of,the,servlet,that,handled,the,request;public,string,get,servlet,name,return,this,servlet,name
ServletRequestHandledEvent -> public String getServletName();1495868221;Return the name of the servlet that handled the request.;public String getServletName() {_		return this.servletName__	};return,the,name,of,the,servlet,that,handled,the,request;public,string,get,servlet,name,return,this,servlet,name
ServletRequestHandledEvent -> public String getServletName();1530174524;Return the name of the servlet that handled the request.;public String getServletName() {_		return this.servletName__	};return,the,name,of,the,servlet,that,handled,the,request;public,string,get,servlet,name,return,this,servlet,name
ServletRequestHandledEvent -> public ServletRequestHandledEvent(Object source, String requestUrl, 			String clientAddress, String method, String servletName, @Nullable String sessionId, 			@Nullable String userName, long processingTimeMillis, @Nullable Throwable failureCause, int statusCode);1495868221;Create a new ServletRequestHandledEvent._@param source the component that published the event_@param requestUrl the URL of the request_@param clientAddress the IP address that the request came from_@param method the HTTP method of the request (usually GET or POST)_@param servletName the name of the servlet that handled the request_@param sessionId the id of the HTTP session, if any_@param userName the name of the user that was associated with the_request, if any (usually the UserPrincipal)_@param processingTimeMillis the processing time of the request in milliseconds_@param failureCause the cause of failure, if any_@param statusCode the HTTP status code of the response;public ServletRequestHandledEvent(Object source, String requestUrl,_			String clientAddress, String method, String servletName, @Nullable String sessionId,_			@Nullable String userName, long processingTimeMillis, @Nullable Throwable failureCause, int statusCode) {__		super(source, sessionId, userName, processingTimeMillis, failureCause)__		this.requestUrl = requestUrl__		this.clientAddress = clientAddress__		this.method = method__		this.servletName = servletName__		this.statusCode = statusCode__	};create,a,new,servlet,request,handled,event,param,source,the,component,that,published,the,event,param,request,url,the,url,of,the,request,param,client,address,the,ip,address,that,the,request,came,from,param,method,the,http,method,of,the,request,usually,get,or,post,param,servlet,name,the,name,of,the,servlet,that,handled,the,request,param,session,id,the,id,of,the,http,session,if,any,param,user,name,the,name,of,the,user,that,was,associated,with,the,request,if,any,usually,the,user,principal,param,processing,time,millis,the,processing,time,of,the,request,in,milliseconds,param,failure,cause,the,cause,of,failure,if,any,param,status,code,the,http,status,code,of,the,response;public,servlet,request,handled,event,object,source,string,request,url,string,client,address,string,method,string,servlet,name,nullable,string,session,id,nullable,string,user,name,long,processing,time,millis,nullable,throwable,failure,cause,int,status,code,super,source,session,id,user,name,processing,time,millis,failure,cause,this,request,url,request,url,this,client,address,client,address,this,method,method,this,servlet,name,servlet,name,this,status,code,status,code
ServletRequestHandledEvent -> public ServletRequestHandledEvent(Object source, String requestUrl, 			String clientAddress, String method, String servletName, @Nullable String sessionId, 			@Nullable String userName, long processingTimeMillis, @Nullable Throwable failureCause, int statusCode);1530174524;Create a new ServletRequestHandledEvent._@param source the component that published the event_@param requestUrl the URL of the request_@param clientAddress the IP address that the request came from_@param method the HTTP method of the request (usually GET or POST)_@param servletName the name of the servlet that handled the request_@param sessionId the id of the HTTP session, if any_@param userName the name of the user that was associated with the_request, if any (usually the UserPrincipal)_@param processingTimeMillis the processing time of the request in milliseconds_@param failureCause the cause of failure, if any_@param statusCode the HTTP status code of the response;public ServletRequestHandledEvent(Object source, String requestUrl,_			String clientAddress, String method, String servletName, @Nullable String sessionId,_			@Nullable String userName, long processingTimeMillis, @Nullable Throwable failureCause, int statusCode) {__		super(source, sessionId, userName, processingTimeMillis, failureCause)__		this.requestUrl = requestUrl__		this.clientAddress = clientAddress__		this.method = method__		this.servletName = servletName__		this.statusCode = statusCode__	};create,a,new,servlet,request,handled,event,param,source,the,component,that,published,the,event,param,request,url,the,url,of,the,request,param,client,address,the,ip,address,that,the,request,came,from,param,method,the,http,method,of,the,request,usually,get,or,post,param,servlet,name,the,name,of,the,servlet,that,handled,the,request,param,session,id,the,id,of,the,http,session,if,any,param,user,name,the,name,of,the,user,that,was,associated,with,the,request,if,any,usually,the,user,principal,param,processing,time,millis,the,processing,time,of,the,request,in,milliseconds,param,failure,cause,the,cause,of,failure,if,any,param,status,code,the,http,status,code,of,the,response;public,servlet,request,handled,event,object,source,string,request,url,string,client,address,string,method,string,servlet,name,nullable,string,session,id,nullable,string,user,name,long,processing,time,millis,nullable,throwable,failure,cause,int,status,code,super,source,session,id,user,name,processing,time,millis,failure,cause,this,request,url,request,url,this,client,address,client,address,this,method,method,this,servlet,name,servlet,name,this,status,code,status,code
ServletRequestHandledEvent -> public ServletRequestHandledEvent(Object source, String requestUrl, 			String clientAddress, String method, String servletName, String sessionId, 			String userName, long processingTimeMillis, Throwable failureCause);1328020251;Create a new ServletRequestHandledEvent._@param source the component that published the event_@param requestUrl the URL of the request_@param clientAddress the IP address that the request came from_@param method the HTTP method of the request (usually GET or POST)_@param servletName the name of the servlet that handled the request_@param sessionId the id of the HTTP session, if any_@param userName the name of the user that was associated with the_request, if any (usually the UserPrincipal)_@param processingTimeMillis the processing time of the request in milliseconds_@param failureCause the cause of failure, if any;public ServletRequestHandledEvent(Object source, String requestUrl,_			String clientAddress, String method, String servletName, String sessionId,_			String userName, long processingTimeMillis, Throwable failureCause) {__		super(source, sessionId, userName, processingTimeMillis, failureCause)__		this.requestUrl = requestUrl__		this.clientAddress = clientAddress__		this.method = method__		this.servletName = servletName__	};create,a,new,servlet,request,handled,event,param,source,the,component,that,published,the,event,param,request,url,the,url,of,the,request,param,client,address,the,ip,address,that,the,request,came,from,param,method,the,http,method,of,the,request,usually,get,or,post,param,servlet,name,the,name,of,the,servlet,that,handled,the,request,param,session,id,the,id,of,the,http,session,if,any,param,user,name,the,name,of,the,user,that,was,associated,with,the,request,if,any,usually,the,user,principal,param,processing,time,millis,the,processing,time,of,the,request,in,milliseconds,param,failure,cause,the,cause,of,failure,if,any;public,servlet,request,handled,event,object,source,string,request,url,string,client,address,string,method,string,servlet,name,string,session,id,string,user,name,long,processing,time,millis,throwable,failure,cause,super,source,session,id,user,name,processing,time,millis,failure,cause,this,request,url,request,url,this,client,address,client,address,this,method,method,this,servlet,name,servlet,name
ServletRequestHandledEvent -> public ServletRequestHandledEvent(Object source, String requestUrl, 			String clientAddress, String method, String servletName, String sessionId, 			String userName, long processingTimeMillis, Throwable failureCause);1356735495;Create a new ServletRequestHandledEvent._@param source the component that published the event_@param requestUrl the URL of the request_@param clientAddress the IP address that the request came from_@param method the HTTP method of the request (usually GET or POST)_@param servletName the name of the servlet that handled the request_@param sessionId the id of the HTTP session, if any_@param userName the name of the user that was associated with the_request, if any (usually the UserPrincipal)_@param processingTimeMillis the processing time of the request in milliseconds_@param failureCause the cause of failure, if any;public ServletRequestHandledEvent(Object source, String requestUrl,_			String clientAddress, String method, String servletName, String sessionId,_			String userName, long processingTimeMillis, Throwable failureCause) {__		super(source, sessionId, userName, processingTimeMillis, failureCause)__		this.requestUrl = requestUrl__		this.clientAddress = clientAddress__		this.method = method__		this.servletName = servletName__	};create,a,new,servlet,request,handled,event,param,source,the,component,that,published,the,event,param,request,url,the,url,of,the,request,param,client,address,the,ip,address,that,the,request,came,from,param,method,the,http,method,of,the,request,usually,get,or,post,param,servlet,name,the,name,of,the,servlet,that,handled,the,request,param,session,id,the,id,of,the,http,session,if,any,param,user,name,the,name,of,the,user,that,was,associated,with,the,request,if,any,usually,the,user,principal,param,processing,time,millis,the,processing,time,of,the,request,in,milliseconds,param,failure,cause,the,cause,of,failure,if,any;public,servlet,request,handled,event,object,source,string,request,url,string,client,address,string,method,string,servlet,name,string,session,id,string,user,name,long,processing,time,millis,throwable,failure,cause,super,source,session,id,user,name,processing,time,millis,failure,cause,this,request,url,request,url,this,client,address,client,address,this,method,method,this,servlet,name,servlet,name
ServletRequestHandledEvent -> public ServletRequestHandledEvent(Object source, String requestUrl, 			String clientAddress, String method, String servletName, String sessionId, 			String userName, long processingTimeMillis, Throwable failureCause);1409363223;Create a new ServletRequestHandledEvent._@param source the component that published the event_@param requestUrl the URL of the request_@param clientAddress the IP address that the request came from_@param method the HTTP method of the request (usually GET or POST)_@param servletName the name of the servlet that handled the request_@param sessionId the id of the HTTP session, if any_@param userName the name of the user that was associated with the_request, if any (usually the UserPrincipal)_@param processingTimeMillis the processing time of the request in milliseconds_@param failureCause the cause of failure, if any;public ServletRequestHandledEvent(Object source, String requestUrl,_			String clientAddress, String method, String servletName, String sessionId,_			String userName, long processingTimeMillis, Throwable failureCause) {__		super(source, sessionId, userName, processingTimeMillis, failureCause)__		this.requestUrl = requestUrl__		this.clientAddress = clientAddress__		this.method = method__		this.servletName = servletName__		this.statusCode = -1__	};create,a,new,servlet,request,handled,event,param,source,the,component,that,published,the,event,param,request,url,the,url,of,the,request,param,client,address,the,ip,address,that,the,request,came,from,param,method,the,http,method,of,the,request,usually,get,or,post,param,servlet,name,the,name,of,the,servlet,that,handled,the,request,param,session,id,the,id,of,the,http,session,if,any,param,user,name,the,name,of,the,user,that,was,associated,with,the,request,if,any,usually,the,user,principal,param,processing,time,millis,the,processing,time,of,the,request,in,milliseconds,param,failure,cause,the,cause,of,failure,if,any;public,servlet,request,handled,event,object,source,string,request,url,string,client,address,string,method,string,servlet,name,string,session,id,string,user,name,long,processing,time,millis,throwable,failure,cause,super,source,session,id,user,name,processing,time,millis,failure,cause,this,request,url,request,url,this,client,address,client,address,this,method,method,this,servlet,name,servlet,name,this,status,code,1
ServletRequestHandledEvent -> public ServletRequestHandledEvent(Object source, String requestUrl, 			String clientAddress, String method, String servletName, @Nullable String sessionId, 			@Nullable String userName, long processingTimeMillis, @Nullable Throwable failureCause);1495868221;Create a new ServletRequestHandledEvent._@param source the component that published the event_@param requestUrl the URL of the request_@param clientAddress the IP address that the request came from_@param method the HTTP method of the request (usually GET or POST)_@param servletName the name of the servlet that handled the request_@param sessionId the id of the HTTP session, if any_@param userName the name of the user that was associated with the_request, if any (usually the UserPrincipal)_@param processingTimeMillis the processing time of the request in milliseconds_@param failureCause the cause of failure, if any;public ServletRequestHandledEvent(Object source, String requestUrl,_			String clientAddress, String method, String servletName, @Nullable String sessionId,_			@Nullable String userName, long processingTimeMillis, @Nullable Throwable failureCause) {__		super(source, sessionId, userName, processingTimeMillis, failureCause)__		this.requestUrl = requestUrl__		this.clientAddress = clientAddress__		this.method = method__		this.servletName = servletName__		this.statusCode = -1__	};create,a,new,servlet,request,handled,event,param,source,the,component,that,published,the,event,param,request,url,the,url,of,the,request,param,client,address,the,ip,address,that,the,request,came,from,param,method,the,http,method,of,the,request,usually,get,or,post,param,servlet,name,the,name,of,the,servlet,that,handled,the,request,param,session,id,the,id,of,the,http,session,if,any,param,user,name,the,name,of,the,user,that,was,associated,with,the,request,if,any,usually,the,user,principal,param,processing,time,millis,the,processing,time,of,the,request,in,milliseconds,param,failure,cause,the,cause,of,failure,if,any;public,servlet,request,handled,event,object,source,string,request,url,string,client,address,string,method,string,servlet,name,nullable,string,session,id,nullable,string,user,name,long,processing,time,millis,nullable,throwable,failure,cause,super,source,session,id,user,name,processing,time,millis,failure,cause,this,request,url,request,url,this,client,address,client,address,this,method,method,this,servlet,name,servlet,name,this,status,code,1
ServletRequestHandledEvent -> public ServletRequestHandledEvent(Object source, String requestUrl, 			String clientAddress, String method, String servletName, @Nullable String sessionId, 			@Nullable String userName, long processingTimeMillis, @Nullable Throwable failureCause);1530174524;Create a new ServletRequestHandledEvent._@param source the component that published the event_@param requestUrl the URL of the request_@param clientAddress the IP address that the request came from_@param method the HTTP method of the request (usually GET or POST)_@param servletName the name of the servlet that handled the request_@param sessionId the id of the HTTP session, if any_@param userName the name of the user that was associated with the_request, if any (usually the UserPrincipal)_@param processingTimeMillis the processing time of the request in milliseconds_@param failureCause the cause of failure, if any;public ServletRequestHandledEvent(Object source, String requestUrl,_			String clientAddress, String method, String servletName, @Nullable String sessionId,_			@Nullable String userName, long processingTimeMillis, @Nullable Throwable failureCause) {__		super(source, sessionId, userName, processingTimeMillis, failureCause)__		this.requestUrl = requestUrl__		this.clientAddress = clientAddress__		this.method = method__		this.servletName = servletName__		this.statusCode = -1__	};create,a,new,servlet,request,handled,event,param,source,the,component,that,published,the,event,param,request,url,the,url,of,the,request,param,client,address,the,ip,address,that,the,request,came,from,param,method,the,http,method,of,the,request,usually,get,or,post,param,servlet,name,the,name,of,the,servlet,that,handled,the,request,param,session,id,the,id,of,the,http,session,if,any,param,user,name,the,name,of,the,user,that,was,associated,with,the,request,if,any,usually,the,user,principal,param,processing,time,millis,the,processing,time,of,the,request,in,milliseconds,param,failure,cause,the,cause,of,failure,if,any;public,servlet,request,handled,event,object,source,string,request,url,string,client,address,string,method,string,servlet,name,nullable,string,session,id,nullable,string,user,name,long,processing,time,millis,nullable,throwable,failure,cause,super,source,session,id,user,name,processing,time,millis,failure,cause,this,request,url,request,url,this,client,address,client,address,this,method,method,this,servlet,name,servlet,name,this,status,code,1
ServletRequestHandledEvent -> public String getMethod();1328020251;Return the HTTP method of the request (usually GET or POST).;public String getMethod() {_		return this.method__	};return,the,http,method,of,the,request,usually,get,or,post;public,string,get,method,return,this,method
ServletRequestHandledEvent -> public String getMethod();1356735495;Return the HTTP method of the request (usually GET or POST).;public String getMethod() {_		return this.method__	};return,the,http,method,of,the,request,usually,get,or,post;public,string,get,method,return,this,method
ServletRequestHandledEvent -> public String getMethod();1409363223;Return the HTTP method of the request (usually GET or POST).;public String getMethod() {_		return this.method__	};return,the,http,method,of,the,request,usually,get,or,post;public,string,get,method,return,this,method
ServletRequestHandledEvent -> public String getMethod();1495868221;Return the HTTP method of the request (usually GET or POST).;public String getMethod() {_		return this.method__	};return,the,http,method,of,the,request,usually,get,or,post;public,string,get,method,return,this,method
ServletRequestHandledEvent -> public String getMethod();1530174524;Return the HTTP method of the request (usually GET or POST).;public String getMethod() {_		return this.method__	};return,the,http,method,of,the,request,usually,get,or,post;public,string,get,method,return,this,method
