# id;timestamp;commentText;codeText;commentWords;codeWords
StaxResult -> @Override 	public void setHandler(ContentHandler handler);1328020251;Throws a <code>UnsupportedOperationException</code>.__@throws UnsupportedOperationException always;@Override_	public void setHandler(ContentHandler handler) {_		throw new UnsupportedOperationException("setHandler is not supported")__	};throws,a,code,unsupported,operation,exception,code,throws,unsupported,operation,exception,always;override,public,void,set,handler,content,handler,handler,throw,new,unsupported,operation,exception,set,handler,is,not,supported
StaxResult -> StaxResult(XMLEventWriter eventWriter);1356735495;Constructs a new instance of the {@code StaxResult} with the specified {@code XMLEventWriter}.__@param eventWriter the {@code XMLEventWriter} to write to;StaxResult(XMLEventWriter eventWriter) {_		super.setHandler(new StaxEventContentHandler(eventWriter))__		this.eventWriter = eventWriter__	};constructs,a,new,instance,of,the,code,stax,result,with,the,specified,code,xmlevent,writer,param,event,writer,the,code,xmlevent,writer,to,write,to;stax,result,xmlevent,writer,event,writer,super,set,handler,new,stax,event,content,handler,event,writer,this,event,writer,event,writer
StaxResult -> StaxResult(XMLEventWriter eventWriter);1362408075;Construct a new instance of the {@code StaxResult} with the specified {@code XMLEventWriter}._@param eventWriter the {@code XMLEventWriter} to write to;StaxResult(XMLEventWriter eventWriter) {_		super.setHandler(new StaxEventContentHandler(eventWriter))__		this.eventWriter = eventWriter__	};construct,a,new,instance,of,the,code,stax,result,with,the,specified,code,xmlevent,writer,param,event,writer,the,code,xmlevent,writer,to,write,to;stax,result,xmlevent,writer,event,writer,super,set,handler,new,stax,event,content,handler,event,writer,this,event,writer,event,writer
StaxResult -> StaxResult(XMLEventWriter eventWriter);1385426434;Construct a new instance of the {@code StaxResult} with the specified {@code XMLEventWriter}._@param eventWriter the {@code XMLEventWriter} to write to;StaxResult(XMLEventWriter eventWriter) {_		super.setHandler(new StaxEventContentHandler(eventWriter))__		this.eventWriter = eventWriter__	};construct,a,new,instance,of,the,code,stax,result,with,the,specified,code,xmlevent,writer,param,event,writer,the,code,xmlevent,writer,to,write,to;stax,result,xmlevent,writer,event,writer,super,set,handler,new,stax,event,content,handler,event,writer,this,event,writer,event,writer
StaxResult -> public XMLStreamWriter getXMLStreamWriter();1395777538;Return the {@code XMLStreamWriter} used by this {@code StaxResult}. If this {@code StaxResult}_was created with an {@code XMLEventConsumer}, the result will be {@code null}._@return the StAX stream writer used by this result_@see #StaxResult(javax.xml.stream.XMLStreamWriter);public XMLStreamWriter getXMLStreamWriter() {_		return this.streamWriter__	};return,the,code,xmlstream,writer,used,by,this,code,stax,result,if,this,code,stax,result,was,created,with,an,code,xmlevent,consumer,the,result,will,be,code,null,return,the,st,ax,stream,writer,used,by,this,result,see,stax,result,javax,xml,stream,xmlstream,writer;public,xmlstream,writer,get,xmlstream,writer,return,this,stream,writer
StaxResult -> public XMLStreamWriter getXMLStreamWriter();1398153432;Return the {@code XMLStreamWriter} used by this {@code StaxResult}. If this {@code StaxResult}_was created with an {@code XMLEventConsumer}, the result will be {@code null}._@return the StAX stream writer used by this result_@see #StaxResult(javax.xml.stream.XMLStreamWriter);public XMLStreamWriter getXMLStreamWriter() {_		return this.streamWriter__	};return,the,code,xmlstream,writer,used,by,this,code,stax,result,if,this,code,stax,result,was,created,with,an,code,xmlevent,consumer,the,result,will,be,code,null,return,the,st,ax,stream,writer,used,by,this,result,see,stax,result,javax,xml,stream,xmlstream,writer;public,xmlstream,writer,get,xmlstream,writer,return,this,stream,writer
StaxResult -> @Nullable 	public XMLStreamWriter getXMLStreamWriter();1495868221;Return the {@code XMLStreamWriter} used by this {@code StaxResult}. If this {@code StaxResult}_was created with an {@code XMLEventConsumer}, the result will be {@code null}._@return the StAX stream writer used by this result_@see #StaxResult(javax.xml.stream.XMLStreamWriter);@Nullable_	public XMLStreamWriter getXMLStreamWriter() {_		return this.streamWriter__	};return,the,code,xmlstream,writer,used,by,this,code,stax,result,if,this,code,stax,result,was,created,with,an,code,xmlevent,consumer,the,result,will,be,code,null,return,the,st,ax,stream,writer,used,by,this,result,see,stax,result,javax,xml,stream,xmlstream,writer;nullable,public,xmlstream,writer,get,xmlstream,writer,return,this,stream,writer
StaxResult -> @Nullable 	public XMLStreamWriter getXMLStreamWriter();1496837955;Return the {@code XMLStreamWriter} used by this {@code StaxResult}._<p>If this {@code StaxResult} was created with an {@code XMLEventConsumer},_the result will be {@code null}._@return the StAX stream writer used by this result_@see #StaxResult(javax.xml.stream.XMLStreamWriter);@Nullable_	public XMLStreamWriter getXMLStreamWriter() {_		return this.streamWriter__	};return,the,code,xmlstream,writer,used,by,this,code,stax,result,p,if,this,code,stax,result,was,created,with,an,code,xmlevent,consumer,the,result,will,be,code,null,return,the,st,ax,stream,writer,used,by,this,result,see,stax,result,javax,xml,stream,xmlstream,writer;nullable,public,xmlstream,writer,get,xmlstream,writer,return,this,stream,writer
StaxResult -> @Nullable 	public XMLStreamWriter getXMLStreamWriter();1500495740;Return the {@code XMLStreamWriter} used by this {@code StaxResult}._<p>If this {@code StaxResult} was created with an {@code XMLEventConsumer},_the result will be {@code null}._@return the StAX stream writer used by this result_@see #StaxResult(javax.xml.stream.XMLStreamWriter);@Nullable_	public XMLStreamWriter getXMLStreamWriter() {_		return this.streamWriter__	};return,the,code,xmlstream,writer,used,by,this,code,stax,result,p,if,this,code,stax,result,was,created,with,an,code,xmlevent,consumer,the,result,will,be,code,null,return,the,st,ax,stream,writer,used,by,this,result,see,stax,result,javax,xml,stream,xmlstream,writer;nullable,public,xmlstream,writer,get,xmlstream,writer,return,this,stream,writer
StaxResult -> public StaxResult(XMLStreamWriter streamWriter);1395777538;Construct a new instance of the {@code StaxResult} with the specified {@code XMLStreamWriter}._@param streamWriter the {@code XMLStreamWriter} to write to;public StaxResult(XMLStreamWriter streamWriter) {_		StaxStreamHandler handler = new StaxStreamHandler(streamWriter)__		super.setHandler(handler)__		super.setLexicalHandler(handler)__		this.streamWriter = streamWriter__	};construct,a,new,instance,of,the,code,stax,result,with,the,specified,code,xmlstream,writer,param,stream,writer,the,code,xmlstream,writer,to,write,to;public,stax,result,xmlstream,writer,stream,writer,stax,stream,handler,handler,new,stax,stream,handler,stream,writer,super,set,handler,handler,super,set,lexical,handler,handler,this,stream,writer,stream,writer
StaxResult -> public StaxResult(XMLStreamWriter streamWriter);1398153432;Construct a new instance of the {@code StaxResult} with the specified {@code XMLStreamWriter}._@param streamWriter the {@code XMLStreamWriter} to write to;public StaxResult(XMLStreamWriter streamWriter) {_		StaxStreamHandler handler = new StaxStreamHandler(streamWriter)__		super.setHandler(handler)__		super.setLexicalHandler(handler)__		this.streamWriter = streamWriter__	};construct,a,new,instance,of,the,code,stax,result,with,the,specified,code,xmlstream,writer,param,stream,writer,the,code,xmlstream,writer,to,write,to;public,stax,result,xmlstream,writer,stream,writer,stax,stream,handler,handler,new,stax,stream,handler,stream,writer,super,set,handler,handler,super,set,lexical,handler,handler,this,stream,writer,stream,writer
StaxResult -> public StaxResult(XMLStreamWriter streamWriter);1495868221;Construct a new instance of the {@code StaxResult} with the specified {@code XMLStreamWriter}._@param streamWriter the {@code XMLStreamWriter} to write to;public StaxResult(XMLStreamWriter streamWriter) {_		StaxStreamHandler handler = new StaxStreamHandler(streamWriter)__		super.setHandler(handler)__		super.setLexicalHandler(handler)__		this.streamWriter = streamWriter__	};construct,a,new,instance,of,the,code,stax,result,with,the,specified,code,xmlstream,writer,param,stream,writer,the,code,xmlstream,writer,to,write,to;public,stax,result,xmlstream,writer,stream,writer,stax,stream,handler,handler,new,stax,stream,handler,stream,writer,super,set,handler,handler,super,set,lexical,handler,handler,this,stream,writer,stream,writer
StaxResult -> public StaxResult(XMLStreamWriter streamWriter);1496837955;Construct a new instance of the {@code StaxResult} with the specified {@code XMLStreamWriter}._@param streamWriter the {@code XMLStreamWriter} to write to;public StaxResult(XMLStreamWriter streamWriter) {_		StaxStreamHandler handler = new StaxStreamHandler(streamWriter)__		super.setHandler(handler)__		super.setLexicalHandler(handler)__		this.streamWriter = streamWriter__	};construct,a,new,instance,of,the,code,stax,result,with,the,specified,code,xmlstream,writer,param,stream,writer,the,code,xmlstream,writer,to,write,to;public,stax,result,xmlstream,writer,stream,writer,stax,stream,handler,handler,new,stax,stream,handler,stream,writer,super,set,handler,handler,super,set,lexical,handler,handler,this,stream,writer,stream,writer
StaxResult -> public StaxResult(XMLStreamWriter streamWriter);1500495740;Construct a new instance of the {@code StaxResult} with the specified {@code XMLStreamWriter}._@param streamWriter the {@code XMLStreamWriter} to write to;public StaxResult(XMLStreamWriter streamWriter) {_		StaxStreamHandler handler = new StaxStreamHandler(streamWriter)__		super.setHandler(handler)__		super.setLexicalHandler(handler)__		this.streamWriter = streamWriter__	};construct,a,new,instance,of,the,code,stax,result,with,the,specified,code,xmlstream,writer,param,stream,writer,the,code,xmlstream,writer,to,write,to;public,stax,result,xmlstream,writer,stream,writer,stax,stream,handler,handler,new,stax,stream,handler,stream,writer,super,set,handler,handler,super,set,lexical,handler,handler,this,stream,writer,stream,writer
StaxResult -> @Nullable 	public XMLEventWriter getXMLEventWriter();1495868221;Return the {@code XMLEventWriter} used by this {@code StaxResult}. If this {@code StaxResult}_was created with an {@code XMLStreamWriter}, the result will be {@code null}._@return the StAX event writer used by this result_@see #StaxResult(javax.xml.stream.XMLEventWriter);@Nullable_	public XMLEventWriter getXMLEventWriter() {_		return this.eventWriter__	};return,the,code,xmlevent,writer,used,by,this,code,stax,result,if,this,code,stax,result,was,created,with,an,code,xmlstream,writer,the,result,will,be,code,null,return,the,st,ax,event,writer,used,by,this,result,see,stax,result,javax,xml,stream,xmlevent,writer;nullable,public,xmlevent,writer,get,xmlevent,writer,return,this,event,writer
StaxResult -> @Nullable 	public XMLEventWriter getXMLEventWriter();1496837955;Return the {@code XMLEventWriter} used by this {@code StaxResult}._<p>If this {@code StaxResult} was created with an {@code XMLStreamWriter},_the result will be {@code null}._@return the StAX event writer used by this result_@see #StaxResult(javax.xml.stream.XMLEventWriter);@Nullable_	public XMLEventWriter getXMLEventWriter() {_		return this.eventWriter__	};return,the,code,xmlevent,writer,used,by,this,code,stax,result,p,if,this,code,stax,result,was,created,with,an,code,xmlstream,writer,the,result,will,be,code,null,return,the,st,ax,event,writer,used,by,this,result,see,stax,result,javax,xml,stream,xmlevent,writer;nullable,public,xmlevent,writer,get,xmlevent,writer,return,this,event,writer
StaxResult -> @Nullable 	public XMLEventWriter getXMLEventWriter();1500495740;Return the {@code XMLEventWriter} used by this {@code StaxResult}._<p>If this {@code StaxResult} was created with an {@code XMLStreamWriter},_the result will be {@code null}._@return the StAX event writer used by this result_@see #StaxResult(javax.xml.stream.XMLEventWriter);@Nullable_	public XMLEventWriter getXMLEventWriter() {_		return this.eventWriter__	};return,the,code,xmlevent,writer,used,by,this,code,stax,result,p,if,this,code,stax,result,was,created,with,an,code,xmlstream,writer,the,result,will,be,code,null,return,the,st,ax,event,writer,used,by,this,result,see,stax,result,javax,xml,stream,xmlevent,writer;nullable,public,xmlevent,writer,get,xmlevent,writer,return,this,event,writer
StaxResult -> StaxResult(XMLEventWriter eventWriter, XMLEventFactory eventFactory);1328020251;Constructs a new instance of the <code>StaxResult</code> with the specified <code>XMLEventWriter</code> and_<code>XMLEventFactory</code>.__@param eventWriter  the <code>XMLEventWriter</code> to write to_@param eventFactory the <code>XMLEventFactory</code> to use for creating events;StaxResult(XMLEventWriter eventWriter, XMLEventFactory eventFactory) {_		super.setHandler(new StaxEventContentHandler(eventWriter, eventFactory))__		this.eventWriter = eventWriter__	};constructs,a,new,instance,of,the,code,stax,result,code,with,the,specified,code,xmlevent,writer,code,and,code,xmlevent,factory,code,param,event,writer,the,code,xmlevent,writer,code,to,write,to,param,event,factory,the,code,xmlevent,factory,code,to,use,for,creating,events;stax,result,xmlevent,writer,event,writer,xmlevent,factory,event,factory,super,set,handler,new,stax,event,content,handler,event,writer,event,factory,this,event,writer,event,writer
StaxResult -> StaxResult(XMLEventWriter eventWriter, XMLEventFactory eventFactory);1356735495;Constructs a new instance of the {@code StaxResult} with the specified {@code XMLEventWriter} and_{@code XMLEventFactory}.__@param eventWriter  the {@code XMLEventWriter} to write to_@param eventFactory the {@code XMLEventFactory} to use for creating events;StaxResult(XMLEventWriter eventWriter, XMLEventFactory eventFactory) {_		super.setHandler(new StaxEventContentHandler(eventWriter, eventFactory))__		this.eventWriter = eventWriter__	};constructs,a,new,instance,of,the,code,stax,result,with,the,specified,code,xmlevent,writer,and,code,xmlevent,factory,param,event,writer,the,code,xmlevent,writer,to,write,to,param,event,factory,the,code,xmlevent,factory,to,use,for,creating,events;stax,result,xmlevent,writer,event,writer,xmlevent,factory,event,factory,super,set,handler,new,stax,event,content,handler,event,writer,event,factory,this,event,writer,event,writer
StaxResult -> StaxResult(XMLEventWriter eventWriter, XMLEventFactory eventFactory);1362408075;Construct a new instance of the {@code StaxResult} with the specified {@code XMLEventWriter}_and {@code XMLEventFactory}._@param eventWriter  the {@code XMLEventWriter} to write to_@param eventFactory the {@code XMLEventFactory} to use for creating events;StaxResult(XMLEventWriter eventWriter, XMLEventFactory eventFactory) {_		super.setHandler(new StaxEventContentHandler(eventWriter, eventFactory))__		this.eventWriter = eventWriter__	};construct,a,new,instance,of,the,code,stax,result,with,the,specified,code,xmlevent,writer,and,code,xmlevent,factory,param,event,writer,the,code,xmlevent,writer,to,write,to,param,event,factory,the,code,xmlevent,factory,to,use,for,creating,events;stax,result,xmlevent,writer,event,writer,xmlevent,factory,event,factory,super,set,handler,new,stax,event,content,handler,event,writer,event,factory,this,event,writer,event,writer
StaxResult -> StaxResult(XMLEventWriter eventWriter, XMLEventFactory eventFactory);1385426434;Construct a new instance of the {@code StaxResult} with the specified {@code XMLEventWriter}_and {@code XMLEventFactory}._@param eventWriter  the {@code XMLEventWriter} to write to_@param eventFactory the {@code XMLEventFactory} to use for creating events;StaxResult(XMLEventWriter eventWriter, XMLEventFactory eventFactory) {_		super.setHandler(new StaxEventContentHandler(eventWriter, eventFactory))__		this.eventWriter = eventWriter__	};construct,a,new,instance,of,the,code,stax,result,with,the,specified,code,xmlevent,writer,and,code,xmlevent,factory,param,event,writer,the,code,xmlevent,writer,to,write,to,param,event,factory,the,code,xmlevent,factory,to,use,for,creating,events;stax,result,xmlevent,writer,event,writer,xmlevent,factory,event,factory,super,set,handler,new,stax,event,content,handler,event,writer,event,factory,this,event,writer,event,writer
StaxResult -> StaxResult(XMLStreamWriter streamWriter);1328020251;Constructs a new instance of the <code>StaxResult</code> with the specified <code>XMLStreamWriter</code>.__@param streamWriter the <code>XMLStreamWriter</code> to write to;StaxResult(XMLStreamWriter streamWriter) {_		super.setHandler(new StaxStreamContentHandler(streamWriter))__		this.streamWriter = streamWriter__	};constructs,a,new,instance,of,the,code,stax,result,code,with,the,specified,code,xmlstream,writer,code,param,stream,writer,the,code,xmlstream,writer,code,to,write,to;stax,result,xmlstream,writer,stream,writer,super,set,handler,new,stax,stream,content,handler,stream,writer,this,stream,writer,stream,writer
StaxResult -> StaxResult(XMLStreamWriter streamWriter);1356735495;Constructs a new instance of the {@code StaxResult} with the specified {@code XMLStreamWriter}.__@param streamWriter the {@code XMLStreamWriter} to write to;StaxResult(XMLStreamWriter streamWriter) {_		super.setHandler(new StaxStreamContentHandler(streamWriter))__		this.streamWriter = streamWriter__	};constructs,a,new,instance,of,the,code,stax,result,with,the,specified,code,xmlstream,writer,param,stream,writer,the,code,xmlstream,writer,to,write,to;stax,result,xmlstream,writer,stream,writer,super,set,handler,new,stax,stream,content,handler,stream,writer,this,stream,writer,stream,writer
StaxResult -> StaxResult(XMLStreamWriter streamWriter);1362408075;Construct a new instance of the {@code StaxResult} with the specified {@code XMLStreamWriter}._@param streamWriter the {@code XMLStreamWriter} to write to;StaxResult(XMLStreamWriter streamWriter) {_		super.setHandler(new StaxStreamContentHandler(streamWriter))__		this.streamWriter = streamWriter__	};construct,a,new,instance,of,the,code,stax,result,with,the,specified,code,xmlstream,writer,param,stream,writer,the,code,xmlstream,writer,to,write,to;stax,result,xmlstream,writer,stream,writer,super,set,handler,new,stax,stream,content,handler,stream,writer,this,stream,writer,stream,writer
