# id;timestamp;commentText;codeText;commentWords;codeWords
KeyedStateBackend -> void dispose()_;1472680767;Closes the backend and releases all resources.;void dispose()_;closes,the,backend,and,releases,all,resources;void,dispose
KeyedStateBackend -> <N, S extends State> S getPartitionedState( 			N namespace, 			TypeSerializer<N> namespaceSerializer, 			StateDescriptor<S, ?> stateDescriptor) throws Exception_;1505385570;Creates or retrieves a partitioned state backed by this state backend.__TODO: NOTE: This method does a lot of work caching / retrieving states just to update the namespace._This method should be removed for the sake of namespaces being lazily fetched from the keyed_state backend, or being set on the state directly.__@param stateDescriptor The identifier for the state. This contains name and can create a default state value.__@param <N> The type of the namespace._@param <S> The type of the state.__@return A new key/value state backed by this backend.__@throws Exception Exceptions may occur during initialization of the state and should be forwarded.;<N, S extends State> S getPartitionedState(_			N namespace,_			TypeSerializer<N> namespaceSerializer,_			StateDescriptor<S, ?> stateDescriptor) throws Exception_;creates,or,retrieves,a,partitioned,state,backed,by,this,state,backend,todo,note,this,method,does,a,lot,of,work,caching,retrieving,states,just,to,update,the,namespace,this,method,should,be,removed,for,the,sake,of,namespaces,being,lazily,fetched,from,the,keyed,state,backend,or,being,set,on,the,state,directly,param,state,descriptor,the,identifier,for,the,state,this,contains,name,and,can,create,a,default,state,value,param,n,the,type,of,the,namespace,param,s,the,type,of,the,state,return,a,new,key,value,state,backed,by,this,backend,throws,exception,exceptions,may,occur,during,initialization,of,the,state,and,should,be,forwarded;n,s,extends,state,s,get,partitioned,state,n,namespace,type,serializer,n,namespace,serializer,state,descriptor,s,state,descriptor,throws,exception
KeyedStateBackend -> <N, S extends State> S getPartitionedState( 			N namespace, 			TypeSerializer<N> namespaceSerializer, 			StateDescriptor<S, ?> stateDescriptor) throws Exception_;1517239044;Creates or retrieves a partitioned state backed by this state backend.__TODO: NOTE: This method does a lot of work caching / retrieving states just to update the namespace._This method should be removed for the sake of namespaces being lazily fetched from the keyed_state backend, or being set on the state directly.__@param stateDescriptor The identifier for the state. This contains name and can create a default state value.__@param <N> The type of the namespace._@param <S> The type of the state.__@return A new key/value state backed by this backend.__@throws Exception Exceptions may occur during initialization of the state and should be forwarded.;<N, S extends State> S getPartitionedState(_			N namespace,_			TypeSerializer<N> namespaceSerializer,_			StateDescriptor<S, ?> stateDescriptor) throws Exception_;creates,or,retrieves,a,partitioned,state,backed,by,this,state,backend,todo,note,this,method,does,a,lot,of,work,caching,retrieving,states,just,to,update,the,namespace,this,method,should,be,removed,for,the,sake,of,namespaces,being,lazily,fetched,from,the,keyed,state,backend,or,being,set,on,the,state,directly,param,state,descriptor,the,identifier,for,the,state,this,contains,name,and,can,create,a,default,state,value,param,n,the,type,of,the,namespace,param,s,the,type,of,the,state,return,a,new,key,value,state,backed,by,this,backend,throws,exception,exceptions,may,occur,during,initialization,of,the,state,and,should,be,forwarded;n,s,extends,state,s,get,partitioned,state,n,namespace,type,serializer,n,namespace,serializer,state,descriptor,s,state,descriptor,throws,exception
KeyedStateBackend -> <N, S extends State> S getPartitionedState( 			N namespace, 			TypeSerializer<N> namespaceSerializer, 			StateDescriptor<S, ?> stateDescriptor) throws Exception_;1517924641;Creates or retrieves a partitioned state backed by this state backend.__TODO: NOTE: This method does a lot of work caching / retrieving states just to update the namespace._This method should be removed for the sake of namespaces being lazily fetched from the keyed_state backend, or being set on the state directly.__@param stateDescriptor The identifier for the state. This contains name and can create a default state value.__@param <N> The type of the namespace._@param <S> The type of the state.__@return A new key/value state backed by this backend.__@throws Exception Exceptions may occur during initialization of the state and should be forwarded.;<N, S extends State> S getPartitionedState(_			N namespace,_			TypeSerializer<N> namespaceSerializer,_			StateDescriptor<S, ?> stateDescriptor) throws Exception_;creates,or,retrieves,a,partitioned,state,backed,by,this,state,backend,todo,note,this,method,does,a,lot,of,work,caching,retrieving,states,just,to,update,the,namespace,this,method,should,be,removed,for,the,sake,of,namespaces,being,lazily,fetched,from,the,keyed,state,backend,or,being,set,on,the,state,directly,param,state,descriptor,the,identifier,for,the,state,this,contains,name,and,can,create,a,default,state,value,param,n,the,type,of,the,namespace,param,s,the,type,of,the,state,return,a,new,key,value,state,backed,by,this,backend,throws,exception,exceptions,may,occur,during,initialization,of,the,state,and,should,be,forwarded;n,s,extends,state,s,get,partitioned,state,n,namespace,type,serializer,n,namespace,serializer,state,descriptor,s,state,descriptor,throws,exception
KeyedStateBackend -> <N, S extends State> S getPartitionedState( 			N namespace, 			TypeSerializer<N> namespaceSerializer, 			StateDescriptor<S, ?> stateDescriptor) throws Exception_;1528738487;Creates or retrieves a partitioned state backed by this state backend.__TODO: NOTE: This method does a lot of work caching / retrieving states just to update the namespace._This method should be removed for the sake of namespaces being lazily fetched from the keyed_state backend, or being set on the state directly.__@param stateDescriptor The identifier for the state. This contains name and can create a default state value.__@param <N> The type of the namespace._@param <S> The type of the state.__@return A new key/value state backed by this backend.__@throws Exception Exceptions may occur during initialization of the state and should be forwarded.;<N, S extends State> S getPartitionedState(_			N namespace,_			TypeSerializer<N> namespaceSerializer,_			StateDescriptor<S, ?> stateDescriptor) throws Exception_;creates,or,retrieves,a,partitioned,state,backed,by,this,state,backend,todo,note,this,method,does,a,lot,of,work,caching,retrieving,states,just,to,update,the,namespace,this,method,should,be,removed,for,the,sake,of,namespaces,being,lazily,fetched,from,the,keyed,state,backend,or,being,set,on,the,state,directly,param,state,descriptor,the,identifier,for,the,state,this,contains,name,and,can,create,a,default,state,value,param,n,the,type,of,the,namespace,param,s,the,type,of,the,state,return,a,new,key,value,state,backed,by,this,backend,throws,exception,exceptions,may,occur,during,initialization,of,the,state,and,should,be,forwarded;n,s,extends,state,s,get,partitioned,state,n,namespace,type,serializer,n,namespace,serializer,state,descriptor,s,state,descriptor,throws,exception
KeyedStateBackend -> <N, S extends State> S getPartitionedState( 			N namespace, 			TypeSerializer<N> namespaceSerializer, 			StateDescriptor<S, ?> stateDescriptor) throws Exception_;1530704629;Creates or retrieves a partitioned state backed by this state backend.__TODO: NOTE: This method does a lot of work caching / retrieving states just to update the namespace._This method should be removed for the sake of namespaces being lazily fetched from the keyed_state backend, or being set on the state directly.__@param stateDescriptor The identifier for the state. This contains name and can create a default state value.__@param <N> The type of the namespace._@param <S> The type of the state.__@return A new key/value state backed by this backend.__@throws Exception Exceptions may occur during initialization of the state and should be forwarded.;<N, S extends State> S getPartitionedState(_			N namespace,_			TypeSerializer<N> namespaceSerializer,_			StateDescriptor<S, ?> stateDescriptor) throws Exception_;creates,or,retrieves,a,partitioned,state,backed,by,this,state,backend,todo,note,this,method,does,a,lot,of,work,caching,retrieving,states,just,to,update,the,namespace,this,method,should,be,removed,for,the,sake,of,namespaces,being,lazily,fetched,from,the,keyed,state,backend,or,being,set,on,the,state,directly,param,state,descriptor,the,identifier,for,the,state,this,contains,name,and,can,create,a,default,state,value,param,n,the,type,of,the,namespace,param,s,the,type,of,the,state,return,a,new,key,value,state,backed,by,this,backend,throws,exception,exceptions,may,occur,during,initialization,of,the,state,and,should,be,forwarded;n,s,extends,state,s,get,partitioned,state,n,namespace,type,serializer,n,namespace,serializer,state,descriptor,s,state,descriptor,throws,exception
KeyedStateBackend -> <N, S extends State> S getPartitionedState( 			N namespace, 			TypeSerializer<N> namespaceSerializer, 			StateDescriptor<S, ?> stateDescriptor) throws Exception_;1538063092;Creates or retrieves a partitioned state backed by this state backend.__TODO: NOTE: This method does a lot of work caching / retrieving states just to update the namespace._This method should be removed for the sake of namespaces being lazily fetched from the keyed_state backend, or being set on the state directly.__@param stateDescriptor The identifier for the state. This contains name and can create a default state value.__@param <N> The type of the namespace._@param <S> The type of the state.__@return A new key/value state backed by this backend.__@throws Exception Exceptions may occur during initialization of the state and should be forwarded.;<N, S extends State> S getPartitionedState(_			N namespace,_			TypeSerializer<N> namespaceSerializer,_			StateDescriptor<S, ?> stateDescriptor) throws Exception_;creates,or,retrieves,a,partitioned,state,backed,by,this,state,backend,todo,note,this,method,does,a,lot,of,work,caching,retrieving,states,just,to,update,the,namespace,this,method,should,be,removed,for,the,sake,of,namespaces,being,lazily,fetched,from,the,keyed,state,backend,or,being,set,on,the,state,directly,param,state,descriptor,the,identifier,for,the,state,this,contains,name,and,can,create,a,default,state,value,param,n,the,type,of,the,namespace,param,s,the,type,of,the,state,return,a,new,key,value,state,backed,by,this,backend,throws,exception,exceptions,may,occur,during,initialization,of,the,state,and,should,be,forwarded;n,s,extends,state,s,get,partitioned,state,n,namespace,type,serializer,n,namespace,serializer,state,descriptor,s,state,descriptor,throws,exception
KeyedStateBackend -> <N, S extends State, T> S getOrCreateKeyedState( 			TypeSerializer<N> namespaceSerializer, 			StateDescriptor<S, T> stateDescriptor) throws Exception_;1484317029;Creates or retrieves a keyed state backed by this state backend.__@param namespaceSerializer The serializer used for the namespace type of the state_@param stateDescriptor The identifier for the state. This contains name and can create a default state value.__@param <N> The type of the namespace._@param <S> The type of the state.__@return A new key/value state backed by this backend.__@throws Exception Exceptions may occur during initialization of the state and should be forwarded.;<N, S extends State, T> S getOrCreateKeyedState(_			TypeSerializer<N> namespaceSerializer,_			StateDescriptor<S, T> stateDescriptor) throws Exception_;creates,or,retrieves,a,keyed,state,backed,by,this,state,backend,param,namespace,serializer,the,serializer,used,for,the,namespace,type,of,the,state,param,state,descriptor,the,identifier,for,the,state,this,contains,name,and,can,create,a,default,state,value,param,n,the,type,of,the,namespace,param,s,the,type,of,the,state,return,a,new,key,value,state,backed,by,this,backend,throws,exception,exceptions,may,occur,during,initialization,of,the,state,and,should,be,forwarded;n,s,extends,state,t,s,get,or,create,keyed,state,type,serializer,n,namespace,serializer,state,descriptor,s,t,state,descriptor,throws,exception
KeyedStateBackend -> <N, S extends State, T> S getOrCreateKeyedState( 			TypeSerializer<N> namespaceSerializer, 			StateDescriptor<S, T> stateDescriptor) throws Exception_;1488534675;Creates or retrieves a keyed state backed by this state backend.__@param namespaceSerializer The serializer used for the namespace type of the state_@param stateDescriptor The identifier for the state. This contains name and can create a default state value.__@param <N> The type of the namespace._@param <S> The type of the state.__@return A new key/value state backed by this backend.__@throws Exception Exceptions may occur during initialization of the state and should be forwarded.;<N, S extends State, T> S getOrCreateKeyedState(_			TypeSerializer<N> namespaceSerializer,_			StateDescriptor<S, T> stateDescriptor) throws Exception_;creates,or,retrieves,a,keyed,state,backed,by,this,state,backend,param,namespace,serializer,the,serializer,used,for,the,namespace,type,of,the,state,param,state,descriptor,the,identifier,for,the,state,this,contains,name,and,can,create,a,default,state,value,param,n,the,type,of,the,namespace,param,s,the,type,of,the,state,return,a,new,key,value,state,backed,by,this,backend,throws,exception,exceptions,may,occur,during,initialization,of,the,state,and,should,be,forwarded;n,s,extends,state,t,s,get,or,create,keyed,state,type,serializer,n,namespace,serializer,state,descriptor,s,t,state,descriptor,throws,exception
KeyedStateBackend -> <N, S extends State, T> S getOrCreateKeyedState( 			TypeSerializer<N> namespaceSerializer, 			StateDescriptor<S, T> stateDescriptor) throws Exception_;1505385570;Creates or retrieves a keyed state backed by this state backend.__@param namespaceSerializer The serializer used for the namespace type of the state_@param stateDescriptor The identifier for the state. This contains name and can create a default state value.__@param <N> The type of the namespace._@param <S> The type of the state.__@return A new key/value state backed by this backend.__@throws Exception Exceptions may occur during initialization of the state and should be forwarded.;<N, S extends State, T> S getOrCreateKeyedState(_			TypeSerializer<N> namespaceSerializer,_			StateDescriptor<S, T> stateDescriptor) throws Exception_;creates,or,retrieves,a,keyed,state,backed,by,this,state,backend,param,namespace,serializer,the,serializer,used,for,the,namespace,type,of,the,state,param,state,descriptor,the,identifier,for,the,state,this,contains,name,and,can,create,a,default,state,value,param,n,the,type,of,the,namespace,param,s,the,type,of,the,state,return,a,new,key,value,state,backed,by,this,backend,throws,exception,exceptions,may,occur,during,initialization,of,the,state,and,should,be,forwarded;n,s,extends,state,t,s,get,or,create,keyed,state,type,serializer,n,namespace,serializer,state,descriptor,s,t,state,descriptor,throws,exception
KeyedStateBackend -> <N, S extends State, T> S getOrCreateKeyedState( 			TypeSerializer<N> namespaceSerializer, 			StateDescriptor<S, T> stateDescriptor) throws Exception_;1517239044;Creates or retrieves a keyed state backed by this state backend.__@param namespaceSerializer The serializer used for the namespace type of the state_@param stateDescriptor The identifier for the state. This contains name and can create a default state value.__@param <N> The type of the namespace._@param <S> The type of the state.__@return A new key/value state backed by this backend.__@throws Exception Exceptions may occur during initialization of the state and should be forwarded.;<N, S extends State, T> S getOrCreateKeyedState(_			TypeSerializer<N> namespaceSerializer,_			StateDescriptor<S, T> stateDescriptor) throws Exception_;creates,or,retrieves,a,keyed,state,backed,by,this,state,backend,param,namespace,serializer,the,serializer,used,for,the,namespace,type,of,the,state,param,state,descriptor,the,identifier,for,the,state,this,contains,name,and,can,create,a,default,state,value,param,n,the,type,of,the,namespace,param,s,the,type,of,the,state,return,a,new,key,value,state,backed,by,this,backend,throws,exception,exceptions,may,occur,during,initialization,of,the,state,and,should,be,forwarded;n,s,extends,state,t,s,get,or,create,keyed,state,type,serializer,n,namespace,serializer,state,descriptor,s,t,state,descriptor,throws,exception
KeyedStateBackend -> <N, S extends State, T> S getOrCreateKeyedState( 			TypeSerializer<N> namespaceSerializer, 			StateDescriptor<S, T> stateDescriptor) throws Exception_;1517924641;Creates or retrieves a keyed state backed by this state backend.__@param namespaceSerializer The serializer used for the namespace type of the state_@param stateDescriptor The identifier for the state. This contains name and can create a default state value.__@param <N> The type of the namespace._@param <S> The type of the state.__@return A new key/value state backed by this backend.__@throws Exception Exceptions may occur during initialization of the state and should be forwarded.;<N, S extends State, T> S getOrCreateKeyedState(_			TypeSerializer<N> namespaceSerializer,_			StateDescriptor<S, T> stateDescriptor) throws Exception_;creates,or,retrieves,a,keyed,state,backed,by,this,state,backend,param,namespace,serializer,the,serializer,used,for,the,namespace,type,of,the,state,param,state,descriptor,the,identifier,for,the,state,this,contains,name,and,can,create,a,default,state,value,param,n,the,type,of,the,namespace,param,s,the,type,of,the,state,return,a,new,key,value,state,backed,by,this,backend,throws,exception,exceptions,may,occur,during,initialization,of,the,state,and,should,be,forwarded;n,s,extends,state,t,s,get,or,create,keyed,state,type,serializer,n,namespace,serializer,state,descriptor,s,t,state,descriptor,throws,exception
KeyedStateBackend -> <N, S extends State, T> S getOrCreateKeyedState( 			TypeSerializer<N> namespaceSerializer, 			StateDescriptor<S, T> stateDescriptor) throws Exception_;1528738487;Creates or retrieves a keyed state backed by this state backend.__@param namespaceSerializer The serializer used for the namespace type of the state_@param stateDescriptor The identifier for the state. This contains name and can create a default state value.__@param <N> The type of the namespace._@param <S> The type of the state.__@return A new key/value state backed by this backend.__@throws Exception Exceptions may occur during initialization of the state and should be forwarded.;<N, S extends State, T> S getOrCreateKeyedState(_			TypeSerializer<N> namespaceSerializer,_			StateDescriptor<S, T> stateDescriptor) throws Exception_;creates,or,retrieves,a,keyed,state,backed,by,this,state,backend,param,namespace,serializer,the,serializer,used,for,the,namespace,type,of,the,state,param,state,descriptor,the,identifier,for,the,state,this,contains,name,and,can,create,a,default,state,value,param,n,the,type,of,the,namespace,param,s,the,type,of,the,state,return,a,new,key,value,state,backed,by,this,backend,throws,exception,exceptions,may,occur,during,initialization,of,the,state,and,should,be,forwarded;n,s,extends,state,t,s,get,or,create,keyed,state,type,serializer,n,namespace,serializer,state,descriptor,s,t,state,descriptor,throws,exception
KeyedStateBackend -> <N, S extends State, T> S getOrCreateKeyedState( 			TypeSerializer<N> namespaceSerializer, 			StateDescriptor<S, T> stateDescriptor) throws Exception_;1530704629;Creates or retrieves a keyed state backed by this state backend.__@param namespaceSerializer The serializer used for the namespace type of the state_@param stateDescriptor The identifier for the state. This contains name and can create a default state value.__@param <N> The type of the namespace._@param <S> The type of the state.__@return A new key/value state backed by this backend.__@throws Exception Exceptions may occur during initialization of the state and should be forwarded.;<N, S extends State, T> S getOrCreateKeyedState(_			TypeSerializer<N> namespaceSerializer,_			StateDescriptor<S, T> stateDescriptor) throws Exception_;creates,or,retrieves,a,keyed,state,backed,by,this,state,backend,param,namespace,serializer,the,serializer,used,for,the,namespace,type,of,the,state,param,state,descriptor,the,identifier,for,the,state,this,contains,name,and,can,create,a,default,state,value,param,n,the,type,of,the,namespace,param,s,the,type,of,the,state,return,a,new,key,value,state,backed,by,this,backend,throws,exception,exceptions,may,occur,during,initialization,of,the,state,and,should,be,forwarded;n,s,extends,state,t,s,get,or,create,keyed,state,type,serializer,n,namespace,serializer,state,descriptor,s,t,state,descriptor,throws,exception
KeyedStateBackend -> <N, S extends State, T> S getOrCreateKeyedState( 			TypeSerializer<N> namespaceSerializer, 			StateDescriptor<S, T> stateDescriptor) throws Exception_;1538063092;Creates or retrieves a keyed state backed by this state backend.__@param namespaceSerializer The serializer used for the namespace type of the state_@param stateDescriptor The identifier for the state. This contains name and can create a default state value.__@param <N> The type of the namespace._@param <S> The type of the state.__@return A new key/value state backed by this backend.__@throws Exception Exceptions may occur during initialization of the state and should be forwarded.;<N, S extends State, T> S getOrCreateKeyedState(_			TypeSerializer<N> namespaceSerializer,_			StateDescriptor<S, T> stateDescriptor) throws Exception_;creates,or,retrieves,a,keyed,state,backed,by,this,state,backend,param,namespace,serializer,the,serializer,used,for,the,namespace,type,of,the,state,param,state,descriptor,the,identifier,for,the,state,this,contains,name,and,can,create,a,default,state,value,param,n,the,type,of,the,namespace,param,s,the,type,of,the,state,return,a,new,key,value,state,backed,by,this,backend,throws,exception,exceptions,may,occur,during,initialization,of,the,state,and,should,be,forwarded;n,s,extends,state,t,s,get,or,create,keyed,state,type,serializer,n,namespace,serializer,state,descriptor,s,t,state,descriptor,throws,exception
KeyedStateBackend -> int getNumberOfKeyGroups()_;1472680767;Returns the number of key-groups aka max parallelism.;int getNumberOfKeyGroups()_;returns,the,number,of,key,groups,aka,max,parallelism;int,get,number,of,key,groups
KeyedStateBackend -> int getNumberOfKeyGroups()_;1475571578;Returns the number of key-groups aka max parallelism.;int getNumberOfKeyGroups()_;returns,the,number,of,key,groups,aka,max,parallelism;int,get,number,of,key,groups
KeyedStateBackend -> int getNumberOfKeyGroups()_;1484317029;Returns the number of key-groups aka max parallelism.;int getNumberOfKeyGroups()_;returns,the,number,of,key,groups,aka,max,parallelism;int,get,number,of,key,groups
KeyedStateBackend -> public void setCurrentKey(K newKey);1470847490;Sets the current key that is used for partitioned state._@param newKey The new current key.;public void setCurrentKey(K newKey) {_		this.currentKey = newKey__		this.currentKeyGroup = keyGroupAssigner.getKeyGroupIndex(newKey)__	};sets,the,current,key,that,is,used,for,partitioned,state,param,new,key,the,new,current,key;public,void,set,current,key,k,new,key,this,current,key,new,key,this,current,key,group,key,group,assigner,get,key,group,index,new,key
KeyedStateBackend -> public void setCurrentKey(K newKey);1472464402;Sets the current key that is used for partitioned state._@param newKey The new current key.;public void setCurrentKey(K newKey) {_		this.currentKey = newKey__		this.currentKeyGroup = KeyGroupRangeAssignment.assignToKeyGroup(newKey, numberOfKeyGroups)__	};sets,the,current,key,that,is,used,for,partitioned,state,param,new,key,the,new,current,key;public,void,set,current,key,k,new,key,this,current,key,new,key,this,current,key,group,key,group,range,assignment,assign,to,key,group,new,key,number,of,key,groups
KeyedStateBackend -> public void setCurrentKey(K newKey);1474382176;Sets the current key that is used for partitioned state._@param newKey The new current key.;public void setCurrentKey(K newKey) {_		this.currentKey = newKey__		this.currentKeyGroup = KeyGroupRangeAssignment.assignToKeyGroup(newKey, numberOfKeyGroups)__	};sets,the,current,key,that,is,used,for,partitioned,state,param,new,key,the,new,current,key;public,void,set,current,key,k,new,key,this,current,key,new,key,this,current,key,group,key,group,range,assignment,assign,to,key,group,new,key,number,of,key,groups
KeyedStateBackend -> public void setCurrentKey(K newKey);1474462558;Sets the current key that is used for partitioned state._@param newKey The new current key.;public void setCurrentKey(K newKey) {_		this.currentKey = newKey__		this.currentKeyGroup = KeyGroupRangeAssignment.assignToKeyGroup(newKey, numberOfKeyGroups)__	};sets,the,current,key,that,is,used,for,partitioned,state,param,new,key,the,new,current,key;public,void,set,current,key,k,new,key,this,current,key,new,key,this,current,key,group,key,group,range,assignment,assign,to,key,group,new,key,number,of,key,groups
KeyedStateBackend -> KeyGroupsList getKeyGroupRange()_;1475571578;Returns the key groups for this backend.;KeyGroupsList getKeyGroupRange()_;returns,the,key,groups,for,this,backend;key,groups,list,get,key,group,range
KeyedStateBackend -> KeyGroupsList getKeyGroupRange()_;1484317029;Returns the key groups for this backend.;KeyGroupsList getKeyGroupRange()_;returns,the,key,groups,for,this,backend;key,groups,list,get,key,group,range
