# id;timestamp;commentText;codeText;commentWords;codeWords
DateTimeContext -> public Chronology getChronology();1366718359;The user's chronology (calendar system), if any.;public Chronology getChronology() {_		return this.chronology__	};the,user,s,chronology,calendar,system,if,any;public,chronology,get,chronology,return,this,chronology
DateTimeContext -> public void setTimeZone(ZoneId timeZone);1467677340;Set the user's time zone._<p>Alternatively, set a {@link TimeZoneAwareLocaleContext} on_{@link LocaleContextHolder}. This context class will fall back to_checking the locale context if no setting has been provided here._@see org.springframework.context.i18n.LocaleContextHolder#getTimeZone()_@see org.springframework.context.i18n.LocaleContextHolder#setLocaleContext;public void setTimeZone(ZoneId timeZone) {_		this.timeZone = timeZone__	};set,the,user,s,time,zone,p,alternatively,set,a,link,time,zone,aware,locale,context,on,link,locale,context,holder,this,context,class,will,fall,back,to,checking,the,locale,context,if,no,setting,has,been,provided,here,see,org,springframework,context,i18n,locale,context,holder,get,time,zone,see,org,springframework,context,i18n,locale,context,holder,set,locale,context;public,void,set,time,zone,zone,id,time,zone,this,time,zone,time,zone
DateTimeContext -> public void setTimeZone(ZoneId timeZone);1495868221;Set the user's time zone._<p>Alternatively, set a {@link TimeZoneAwareLocaleContext} on_{@link LocaleContextHolder}. This context class will fall back to_checking the locale context if no setting has been provided here._@see org.springframework.context.i18n.LocaleContextHolder#getTimeZone()_@see org.springframework.context.i18n.LocaleContextHolder#setLocaleContext;public void setTimeZone(ZoneId timeZone) {_		this.timeZone = timeZone__	};set,the,user,s,time,zone,p,alternatively,set,a,link,time,zone,aware,locale,context,on,link,locale,context,holder,this,context,class,will,fall,back,to,checking,the,locale,context,if,no,setting,has,been,provided,here,see,org,springframework,context,i18n,locale,context,holder,get,time,zone,see,org,springframework,context,i18n,locale,context,holder,set,locale,context;public,void,set,time,zone,zone,id,time,zone,this,time,zone,time,zone
DateTimeContext -> public void setTimeZone(ZoneId timeZone);1498780456;Set the user's time zone._<p>Alternatively, set a {@link TimeZoneAwareLocaleContext} on_{@link LocaleContextHolder}. This context class will fall back to_checking the locale context if no setting has been provided here._@see org.springframework.context.i18n.LocaleContextHolder#getTimeZone()_@see org.springframework.context.i18n.LocaleContextHolder#setLocaleContext;public void setTimeZone(ZoneId timeZone) {_		this.timeZone = timeZone__	};set,the,user,s,time,zone,p,alternatively,set,a,link,time,zone,aware,locale,context,on,link,locale,context,holder,this,context,class,will,fall,back,to,checking,the,locale,context,if,no,setting,has,been,provided,here,see,org,springframework,context,i18n,locale,context,holder,get,time,zone,see,org,springframework,context,i18n,locale,context,holder,set,locale,context;public,void,set,time,zone,zone,id,time,zone,this,time,zone,time,zone
DateTimeContext -> public ZoneId getTimeZone();1366718359;The user's timezone, if any.;public ZoneId getTimeZone() {_		return timeZone__	};the,user,s,timezone,if,any;public,zone,id,get,time,zone,return,time,zone
DateTimeContext -> public ZoneId getTimeZone();1377796679;Return the user's time zone, if any.;public ZoneId getTimeZone() {_		return this.timeZone__	};return,the,user,s,time,zone,if,any;public,zone,id,get,time,zone,return,this,time,zone
DateTimeContext -> public ZoneId getTimeZone();1380921248;Return the user's time zone, if any.;public ZoneId getTimeZone() {_		return this.timeZone__	};return,the,user,s,time,zone,if,any;public,zone,id,get,time,zone,return,this,time,zone
DateTimeContext -> public ZoneId getTimeZone();1398858661;Return the user's time zone, if any.;public ZoneId getTimeZone() {_		return this.timeZone__	};return,the,user,s,time,zone,if,any;public,zone,id,get,time,zone,return,this,time,zone
DateTimeContext -> public ZoneId getTimeZone();1401910463;Return the user's time zone, if any.;public ZoneId getTimeZone() {_		return this.timeZone__	};return,the,user,s,time,zone,if,any;public,zone,id,get,time,zone,return,this,time,zone
DateTimeContext -> public ZoneId getTimeZone();1467677340;Return the user's time zone, if any.;public ZoneId getTimeZone() {_		return this.timeZone__	};return,the,user,s,time,zone,if,any;public,zone,id,get,time,zone,return,this,time,zone
DateTimeContext -> @Nullable 	public Chronology getChronology();1495868221;Return the user's chronology (calendar system), if any.;@Nullable_	public Chronology getChronology() {_		return this.chronology__	};return,the,user,s,chronology,calendar,system,if,any;nullable,public,chronology,get,chronology,return,this,chronology
DateTimeContext -> @Nullable 	public Chronology getChronology();1498780456;Return the user's chronology (calendar system), if any.;@Nullable_	public Chronology getChronology() {_		return this.chronology__	};return,the,user,s,chronology,calendar,system,if,any;nullable,public,chronology,get,chronology,return,this,chronology
DateTimeContext -> @Nullable 	public Chronology getChronology();1500448076;Return the user's chronology (calendar system), if any.;@Nullable_	public Chronology getChronology() {_		return this.chronology__	};return,the,user,s,chronology,calendar,system,if,any;nullable,public,chronology,get,chronology,return,this,chronology
DateTimeContext -> public void setChronology(Chronology chronology);1366718359;Set the user's chronology.;public void setChronology(Chronology chronology) {_		this.chronology = chronology__	};set,the,user,s,chronology;public,void,set,chronology,chronology,chronology,this,chronology,chronology
DateTimeContext -> public void setChronology(Chronology chronology);1377796679;Set the user's chronology (calendar system).;public void setChronology(Chronology chronology) {_		this.chronology = chronology__	};set,the,user,s,chronology,calendar,system;public,void,set,chronology,chronology,chronology,this,chronology,chronology
DateTimeContext -> public void setChronology(Chronology chronology);1380921248;Set the user's chronology (calendar system).;public void setChronology(Chronology chronology) {_		this.chronology = chronology__	};set,the,user,s,chronology,calendar,system;public,void,set,chronology,chronology,chronology,this,chronology,chronology
DateTimeContext -> public void setChronology(Chronology chronology);1398858661;Set the user's chronology (calendar system).;public void setChronology(Chronology chronology) {_		this.chronology = chronology__	};set,the,user,s,chronology,calendar,system;public,void,set,chronology,chronology,chronology,this,chronology,chronology
DateTimeContext -> public void setChronology(Chronology chronology);1401910463;Set the user's chronology (calendar system).;public void setChronology(Chronology chronology) {_		this.chronology = chronology__	};set,the,user,s,chronology,calendar,system;public,void,set,chronology,chronology,chronology,this,chronology,chronology
DateTimeContext -> public void setChronology(Chronology chronology);1467677340;Set the user's chronology (calendar system).;public void setChronology(Chronology chronology) {_		this.chronology = chronology__	};set,the,user,s,chronology,calendar,system;public,void,set,chronology,chronology,chronology,this,chronology,chronology
DateTimeContext -> public void setChronology(Chronology chronology);1495868221;Set the user's chronology (calendar system).;public void setChronology(Chronology chronology) {_		this.chronology = chronology__	};set,the,user,s,chronology,calendar,system;public,void,set,chronology,chronology,chronology,this,chronology,chronology
DateTimeContext -> public void setChronology(Chronology chronology);1498780456;Set the user's chronology (calendar system).;public void setChronology(Chronology chronology) {_		this.chronology = chronology__	};set,the,user,s,chronology,calendar,system;public,void,set,chronology,chronology,chronology,this,chronology,chronology
DateTimeContext -> @Nullable 	public ZoneId getTimeZone();1495868221;Return the user's time zone, if any.;@Nullable_	public ZoneId getTimeZone() {_		return this.timeZone__	};return,the,user,s,time,zone,if,any;nullable,public,zone,id,get,time,zone,return,this,time,zone
DateTimeContext -> @Nullable 	public ZoneId getTimeZone();1498780456;Return the user's time zone, if any.;@Nullable_	public ZoneId getTimeZone() {_		return this.timeZone__	};return,the,user,s,time,zone,if,any;nullable,public,zone,id,get,time,zone,return,this,time,zone
DateTimeContext -> @Nullable 	public ZoneId getTimeZone();1500448076;Return the user's time zone, if any.;@Nullable_	public ZoneId getTimeZone() {_		return this.timeZone__	};return,the,user,s,time,zone,if,any;nullable,public,zone,id,get,time,zone,return,this,time,zone
DateTimeContext -> public DateTimeFormatter getFormatter(DateTimeFormatter formatter);1366718359;Get the DateTimeFormatter with the this context's settings_applied to the base {@code formatter}._@param formatter the base formatter that establishes default_formatting rules, generally context-independent_@return the contextual DateTimeFormatter;public DateTimeFormatter getFormatter(DateTimeFormatter formatter) {_		if (this.chronology != null) {_			formatter = formatter.withChronology(this.chronology)__		}_		if (this.timeZone != null) {_			formatter = formatter.withZone(this.timeZone)__		}_		return formatter__	};get,the,date,time,formatter,with,the,this,context,s,settings,applied,to,the,base,code,formatter,param,formatter,the,base,formatter,that,establishes,default,formatting,rules,generally,context,independent,return,the,contextual,date,time,formatter;public,date,time,formatter,get,formatter,date,time,formatter,formatter,if,this,chronology,null,formatter,formatter,with,chronology,this,chronology,if,this,time,zone,null,formatter,formatter,with,zone,this,time,zone,return,formatter
DateTimeContext -> public DateTimeFormatter getFormatter(DateTimeFormatter formatter);1377796679;Get the DateTimeFormatter with the this context's settings_applied to the base {@code formatter}._@param formatter the base formatter that establishes default_formatting rules, generally context-independent_@return the contextual DateTimeFormatter;public DateTimeFormatter getFormatter(DateTimeFormatter formatter) {_		if (this.chronology != null) {_			formatter = formatter.withChronology(this.chronology)__		}_		if (this.timeZone != null) {_			formatter = formatter.withZone(this.timeZone)__		}_		return formatter__	};get,the,date,time,formatter,with,the,this,context,s,settings,applied,to,the,base,code,formatter,param,formatter,the,base,formatter,that,establishes,default,formatting,rules,generally,context,independent,return,the,contextual,date,time,formatter;public,date,time,formatter,get,formatter,date,time,formatter,formatter,if,this,chronology,null,formatter,formatter,with,chronology,this,chronology,if,this,time,zone,null,formatter,formatter,with,zone,this,time,zone,return,formatter
DateTimeContext -> public DateTimeFormatter getFormatter(DateTimeFormatter formatter);1380921248;Get the DateTimeFormatter with the this context's settings_applied to the base {@code formatter}._@param formatter the base formatter that establishes default_formatting rules, generally context-independent_@return the contextual DateTimeFormatter;public DateTimeFormatter getFormatter(DateTimeFormatter formatter) {_		if (this.chronology != null) {_			formatter = formatter.withChronology(this.chronology)__		}_		if (this.timeZone != null) {_			formatter = formatter.withZone(this.timeZone)__		}_		else {_			LocaleContext localeContext = LocaleContextHolder.getLocaleContext()__			if (localeContext instanceof TimeZoneAwareLocaleContext) {_				TimeZone timeZone = ((TimeZoneAwareLocaleContext) localeContext).getTimeZone()__				if (timeZone != null) {_					formatter = formatter.withZone(timeZone.toZoneId())__				}_			}_		}_		return formatter__	};get,the,date,time,formatter,with,the,this,context,s,settings,applied,to,the,base,code,formatter,param,formatter,the,base,formatter,that,establishes,default,formatting,rules,generally,context,independent,return,the,contextual,date,time,formatter;public,date,time,formatter,get,formatter,date,time,formatter,formatter,if,this,chronology,null,formatter,formatter,with,chronology,this,chronology,if,this,time,zone,null,formatter,formatter,with,zone,this,time,zone,else,locale,context,locale,context,locale,context,holder,get,locale,context,if,locale,context,instanceof,time,zone,aware,locale,context,time,zone,time,zone,time,zone,aware,locale,context,locale,context,get,time,zone,if,time,zone,null,formatter,formatter,with,zone,time,zone,to,zone,id,return,formatter
DateTimeContext -> public DateTimeFormatter getFormatter(DateTimeFormatter formatter);1398858661;Get the DateTimeFormatter with the this context's settings_applied to the base {@code formatter}._@param formatter the base formatter that establishes default_formatting rules, generally context-independent_@return the contextual DateTimeFormatter;public DateTimeFormatter getFormatter(DateTimeFormatter formatter) {_		if (this.chronology != null) {_			formatter = formatter.withChronology(this.chronology)__		}_		if (this.timeZone != null) {_			formatter = formatter.withZone(this.timeZone)__		}_		else {_			LocaleContext localeContext = LocaleContextHolder.getLocaleContext()__			if (localeContext instanceof TimeZoneAwareLocaleContext) {_				TimeZone timeZone = ((TimeZoneAwareLocaleContext) localeContext).getTimeZone()__				if (timeZone != null) {_					formatter = formatter.withZone(timeZone.toZoneId())__				}_			}_		}_		return formatter__	};get,the,date,time,formatter,with,the,this,context,s,settings,applied,to,the,base,code,formatter,param,formatter,the,base,formatter,that,establishes,default,formatting,rules,generally,context,independent,return,the,contextual,date,time,formatter;public,date,time,formatter,get,formatter,date,time,formatter,formatter,if,this,chronology,null,formatter,formatter,with,chronology,this,chronology,if,this,time,zone,null,formatter,formatter,with,zone,this,time,zone,else,locale,context,locale,context,locale,context,holder,get,locale,context,if,locale,context,instanceof,time,zone,aware,locale,context,time,zone,time,zone,time,zone,aware,locale,context,locale,context,get,time,zone,if,time,zone,null,formatter,formatter,with,zone,time,zone,to,zone,id,return,formatter
DateTimeContext -> public DateTimeFormatter getFormatter(DateTimeFormatter formatter);1401910463;Get the DateTimeFormatter with the this context's settings_applied to the base {@code formatter}._@param formatter the base formatter that establishes default_formatting rules, generally context-independent_@return the contextual DateTimeFormatter;public DateTimeFormatter getFormatter(DateTimeFormatter formatter) {_		if (this.chronology != null) {_			formatter = formatter.withChronology(this.chronology)__		}_		if (this.timeZone != null) {_			formatter = formatter.withZone(this.timeZone)__		}_		else {_			LocaleContext localeContext = LocaleContextHolder.getLocaleContext()__			if (localeContext instanceof TimeZoneAwareLocaleContext) {_				TimeZone timeZone = ((TimeZoneAwareLocaleContext) localeContext).getTimeZone()__				if (timeZone != null) {_					formatter = formatter.withZone(timeZone.toZoneId())__				}_			}_		}_		return formatter__	};get,the,date,time,formatter,with,the,this,context,s,settings,applied,to,the,base,code,formatter,param,formatter,the,base,formatter,that,establishes,default,formatting,rules,generally,context,independent,return,the,contextual,date,time,formatter;public,date,time,formatter,get,formatter,date,time,formatter,formatter,if,this,chronology,null,formatter,formatter,with,chronology,this,chronology,if,this,time,zone,null,formatter,formatter,with,zone,this,time,zone,else,locale,context,locale,context,locale,context,holder,get,locale,context,if,locale,context,instanceof,time,zone,aware,locale,context,time,zone,time,zone,time,zone,aware,locale,context,locale,context,get,time,zone,if,time,zone,null,formatter,formatter,with,zone,time,zone,to,zone,id,return,formatter
DateTimeContext -> public DateTimeFormatter getFormatter(DateTimeFormatter formatter);1467677340;Get the DateTimeFormatter with the this context's settings_applied to the base {@code formatter}._@param formatter the base formatter that establishes default_formatting rules, generally context-independent_@return the contextual DateTimeFormatter;public DateTimeFormatter getFormatter(DateTimeFormatter formatter) {_		if (this.chronology != null) {_			formatter = formatter.withChronology(this.chronology)__		}_		if (this.timeZone != null) {_			formatter = formatter.withZone(this.timeZone)__		}_		else {_			LocaleContext localeContext = LocaleContextHolder.getLocaleContext()__			if (localeContext instanceof TimeZoneAwareLocaleContext) {_				TimeZone timeZone = ((TimeZoneAwareLocaleContext) localeContext).getTimeZone()__				if (timeZone != null) {_					formatter = formatter.withZone(timeZone.toZoneId())__				}_			}_		}_		return formatter__	};get,the,date,time,formatter,with,the,this,context,s,settings,applied,to,the,base,code,formatter,param,formatter,the,base,formatter,that,establishes,default,formatting,rules,generally,context,independent,return,the,contextual,date,time,formatter;public,date,time,formatter,get,formatter,date,time,formatter,formatter,if,this,chronology,null,formatter,formatter,with,chronology,this,chronology,if,this,time,zone,null,formatter,formatter,with,zone,this,time,zone,else,locale,context,locale,context,locale,context,holder,get,locale,context,if,locale,context,instanceof,time,zone,aware,locale,context,time,zone,time,zone,time,zone,aware,locale,context,locale,context,get,time,zone,if,time,zone,null,formatter,formatter,with,zone,time,zone,to,zone,id,return,formatter
DateTimeContext -> public DateTimeFormatter getFormatter(DateTimeFormatter formatter);1495868221;Get the DateTimeFormatter with the this context's settings_applied to the base {@code formatter}._@param formatter the base formatter that establishes default_formatting rules, generally context-independent_@return the contextual DateTimeFormatter;public DateTimeFormatter getFormatter(DateTimeFormatter formatter) {_		if (this.chronology != null) {_			formatter = formatter.withChronology(this.chronology)__		}_		if (this.timeZone != null) {_			formatter = formatter.withZone(this.timeZone)__		}_		else {_			LocaleContext localeContext = LocaleContextHolder.getLocaleContext()__			if (localeContext instanceof TimeZoneAwareLocaleContext) {_				TimeZone timeZone = ((TimeZoneAwareLocaleContext) localeContext).getTimeZone()__				if (timeZone != null) {_					formatter = formatter.withZone(timeZone.toZoneId())__				}_			}_		}_		return formatter__	};get,the,date,time,formatter,with,the,this,context,s,settings,applied,to,the,base,code,formatter,param,formatter,the,base,formatter,that,establishes,default,formatting,rules,generally,context,independent,return,the,contextual,date,time,formatter;public,date,time,formatter,get,formatter,date,time,formatter,formatter,if,this,chronology,null,formatter,formatter,with,chronology,this,chronology,if,this,time,zone,null,formatter,formatter,with,zone,this,time,zone,else,locale,context,locale,context,locale,context,holder,get,locale,context,if,locale,context,instanceof,time,zone,aware,locale,context,time,zone,time,zone,time,zone,aware,locale,context,locale,context,get,time,zone,if,time,zone,null,formatter,formatter,with,zone,time,zone,to,zone,id,return,formatter
DateTimeContext -> public DateTimeFormatter getFormatter(DateTimeFormatter formatter);1498780456;Get the DateTimeFormatter with the this context's settings_applied to the base {@code formatter}._@param formatter the base formatter that establishes default_formatting rules, generally context-independent_@return the contextual DateTimeFormatter;public DateTimeFormatter getFormatter(DateTimeFormatter formatter) {_		if (this.chronology != null) {_			formatter = formatter.withChronology(this.chronology)__		}_		if (this.timeZone != null) {_			formatter = formatter.withZone(this.timeZone)__		}_		else {_			LocaleContext localeContext = LocaleContextHolder.getLocaleContext()__			if (localeContext instanceof TimeZoneAwareLocaleContext) {_				TimeZone timeZone = ((TimeZoneAwareLocaleContext) localeContext).getTimeZone()__				if (timeZone != null) {_					formatter = formatter.withZone(timeZone.toZoneId())__				}_			}_		}_		return formatter__	};get,the,date,time,formatter,with,the,this,context,s,settings,applied,to,the,base,code,formatter,param,formatter,the,base,formatter,that,establishes,default,formatting,rules,generally,context,independent,return,the,contextual,date,time,formatter;public,date,time,formatter,get,formatter,date,time,formatter,formatter,if,this,chronology,null,formatter,formatter,with,chronology,this,chronology,if,this,time,zone,null,formatter,formatter,with,zone,this,time,zone,else,locale,context,locale,context,locale,context,holder,get,locale,context,if,locale,context,instanceof,time,zone,aware,locale,context,time,zone,time,zone,time,zone,aware,locale,context,locale,context,get,time,zone,if,time,zone,null,formatter,formatter,with,zone,time,zone,to,zone,id,return,formatter
DateTimeContext -> public DateTimeFormatter getFormatter(DateTimeFormatter formatter);1500448076;Get the DateTimeFormatter with the this context's settings_applied to the base {@code formatter}._@param formatter the base formatter that establishes default_formatting rules, generally context-independent_@return the contextual DateTimeFormatter;public DateTimeFormatter getFormatter(DateTimeFormatter formatter) {_		if (this.chronology != null) {_			formatter = formatter.withChronology(this.chronology)__		}_		if (this.timeZone != null) {_			formatter = formatter.withZone(this.timeZone)__		}_		else {_			LocaleContext localeContext = LocaleContextHolder.getLocaleContext()__			if (localeContext instanceof TimeZoneAwareLocaleContext) {_				TimeZone timeZone = ((TimeZoneAwareLocaleContext) localeContext).getTimeZone()__				if (timeZone != null) {_					formatter = formatter.withZone(timeZone.toZoneId())__				}_			}_		}_		return formatter__	};get,the,date,time,formatter,with,the,this,context,s,settings,applied,to,the,base,code,formatter,param,formatter,the,base,formatter,that,establishes,default,formatting,rules,generally,context,independent,return,the,contextual,date,time,formatter;public,date,time,formatter,get,formatter,date,time,formatter,formatter,if,this,chronology,null,formatter,formatter,with,chronology,this,chronology,if,this,time,zone,null,formatter,formatter,with,zone,this,time,zone,else,locale,context,locale,context,locale,context,holder,get,locale,context,if,locale,context,instanceof,time,zone,aware,locale,context,time,zone,time,zone,time,zone,aware,locale,context,locale,context,get,time,zone,if,time,zone,null,formatter,formatter,with,zone,time,zone,to,zone,id,return,formatter
