# id;timestamp;commentText;codeText;commentWords;codeWords
StreamEndpoint -> public void setDelay(long delay);1430121382;Initial delay in milliseconds before producing the stream.;public void setDelay(long delay) {_        this.delay = delay__    };initial,delay,in,milliseconds,before,producing,the,stream;public,void,set,delay,long,delay,this,delay,delay
StreamEndpoint -> public void setInitialPromptDelay(long initialPromptDelay);1475847630;Initial delay in milliseconds before showing the message prompt. This delay occurs only once._Can be used during system startup to avoid message prompts being written while other logging is done to the system out.;public void setInitialPromptDelay(long initialPromptDelay) {_        this.initialPromptDelay = initialPromptDelay__    };initial,delay,in,milliseconds,before,showing,the,message,prompt,this,delay,occurs,only,once,can,be,used,during,system,startup,to,avoid,message,prompts,being,written,while,other,logging,is,done,to,the,system,out;public,void,set,initial,prompt,delay,long,initial,prompt,delay,this,initial,prompt,delay,initial,prompt,delay
StreamEndpoint -> public void setInitialPromptDelay(long initialPromptDelay);1486028039;Initial delay in milliseconds before showing the message prompt. This delay occurs only once._Can be used during system startup to avoid message prompts being written while other logging is done to the system out.;public void setInitialPromptDelay(long initialPromptDelay) {_        this.initialPromptDelay = initialPromptDelay__    };initial,delay,in,milliseconds,before,showing,the,message,prompt,this,delay,occurs,only,once,can,be,used,during,system,startup,to,avoid,message,prompts,being,written,while,other,logging,is,done,to,the,system,out;public,void,set,initial,prompt,delay,long,initial,prompt,delay,this,initial,prompt,delay,initial,prompt,delay
StreamEndpoint -> public void setInitialPromptDelay(long initialPromptDelay);1528200424;Initial delay in milliseconds before showing the message prompt. This delay occurs only once._Can be used during system startup to avoid message prompts being written while other logging is done to the system out.;public void setInitialPromptDelay(long initialPromptDelay) {_        this.initialPromptDelay = initialPromptDelay__    };initial,delay,in,milliseconds,before,showing,the,message,prompt,this,delay,occurs,only,once,can,be,used,during,system,startup,to,avoid,message,prompts,being,written,while,other,logging,is,done,to,the,system,out;public,void,set,initial,prompt,delay,long,initial,prompt,delay,this,initial,prompt,delay,initial,prompt,delay
StreamEndpoint -> public void setInitialPromptDelay(long initialPromptDelay);1528551496;Initial delay in milliseconds before showing the message prompt. This delay occurs only once._Can be used during system startup to avoid message prompts being written while other logging is done to the system out.;public void setInitialPromptDelay(long initialPromptDelay) {_        this.initialPromptDelay = initialPromptDelay__    };initial,delay,in,milliseconds,before,showing,the,message,prompt,this,delay,occurs,only,once,can,be,used,during,system,startup,to,avoid,message,prompts,being,written,while,other,logging,is,done,to,the,system,out;public,void,set,initial,prompt,delay,long,initial,prompt,delay,this,initial,prompt,delay,initial,prompt,delay
StreamEndpoint -> public void setInitialPromptDelay(long initialPromptDelay);1528551765;Initial delay in milliseconds before showing the message prompt. This delay occurs only once._Can be used during system startup to avoid message prompts being written while other logging is done to the system out.;public void setInitialPromptDelay(long initialPromptDelay) {_        this.initialPromptDelay = initialPromptDelay__    };initial,delay,in,milliseconds,before,showing,the,message,prompt,this,delay,occurs,only,once,can,be,used,during,system,startup,to,avoid,message,prompts,being,written,while,other,logging,is,done,to,the,system,out;public,void,set,initial,prompt,delay,long,initial,prompt,delay,this,initial,prompt,delay,initial,prompt,delay
StreamEndpoint -> public void setInitialPromptDelay(long initialPromptDelay);1540108158;Initial delay in milliseconds before showing the message prompt. This delay occurs only once._Can be used during system startup to avoid message prompts being written while other logging is done to the system out.;public void setInitialPromptDelay(long initialPromptDelay) {_        this.initialPromptDelay = initialPromptDelay__    };initial,delay,in,milliseconds,before,showing,the,message,prompt,this,delay,occurs,only,once,can,be,used,during,system,startup,to,avoid,message,prompts,being,written,while,other,logging,is,done,to,the,system,out;public,void,set,initial,prompt,delay,long,initial,prompt,delay,this,initial,prompt,delay,initial,prompt,delay
StreamEndpoint -> public void setInitialPromptDelay(long initialPromptDelay);1540108160;Initial delay in milliseconds before showing the message prompt. This delay occurs only once._Can be used during system startup to avoid message prompts being written while other logging is done to the system out.;public void setInitialPromptDelay(long initialPromptDelay) {_        this.initialPromptDelay = initialPromptDelay__    };initial,delay,in,milliseconds,before,showing,the,message,prompt,this,delay,occurs,only,once,can,be,used,during,system,startup,to,avoid,message,prompts,being,written,while,other,logging,is,done,to,the,system,out;public,void,set,initial,prompt,delay,long,initial,prompt,delay,this,initial,prompt,delay,initial,prompt,delay
StreamEndpoint -> public void setInitialPromptDelay(long initialPromptDelay);1540108163;Initial delay in milliseconds before showing the message prompt. This delay occurs only once._Can be used during system startup to avoid message prompts being written while other logging is done to the system out.;public void setInitialPromptDelay(long initialPromptDelay) {_        this.initialPromptDelay = initialPromptDelay__    };initial,delay,in,milliseconds,before,showing,the,message,prompt,this,delay,occurs,only,once,can,be,used,during,system,startup,to,avoid,message,prompts,being,written,while,other,logging,is,done,to,the,system,out;public,void,set,initial,prompt,delay,long,initial,prompt,delay,this,initial,prompt,delay,initial,prompt,delay
StreamEndpoint -> public void setInitialPromptDelay(long initialPromptDelay);1547240981;Initial delay in milliseconds before showing the message prompt. This delay occurs only once._Can be used during system startup to avoid message prompts being written while other logging is done to the system out.;public void setInitialPromptDelay(long initialPromptDelay) {_        this.initialPromptDelay = initialPromptDelay__    };initial,delay,in,milliseconds,before,showing,the,message,prompt,this,delay,occurs,only,once,can,be,used,during,system,startup,to,avoid,message,prompts,being,written,while,other,logging,is,done,to,the,system,out;public,void,set,initial,prompt,delay,long,initial,prompt,delay,this,initial,prompt,delay,initial,prompt,delay
StreamEndpoint -> public void setInitialPromptDelay(long initialPromptDelay);1547480087;Initial delay in milliseconds before showing the message prompt. This delay occurs only once._Can be used during system startup to avoid message prompts being written while other logging is done to the system out.;public void setInitialPromptDelay(long initialPromptDelay) {_        this.initialPromptDelay = initialPromptDelay__    };initial,delay,in,milliseconds,before,showing,the,message,prompt,this,delay,occurs,only,once,can,be,used,during,system,startup,to,avoid,message,prompts,being,written,while,other,logging,is,done,to,the,system,out;public,void,set,initial,prompt,delay,long,initial,prompt,delay,this,initial,prompt,delay,initial,prompt,delay
StreamEndpoint -> public void setInitialPromptDelay(long initialPromptDelay);1548660891;Initial delay in milliseconds before showing the message prompt. This delay occurs only once._Can be used during system startup to avoid message prompts being written while other logging is done to the system out.;public void setInitialPromptDelay(long initialPromptDelay) {_        this.initialPromptDelay = initialPromptDelay__    };initial,delay,in,milliseconds,before,showing,the,message,prompt,this,delay,occurs,only,once,can,be,used,during,system,startup,to,avoid,message,prompts,being,written,while,other,logging,is,done,to,the,system,out;public,void,set,initial,prompt,delay,long,initial,prompt,delay,this,initial,prompt,delay,initial,prompt,delay
StreamEndpoint -> public void setGroupStrategy(GroupStrategy strategy);1430121382;Allows to use a custom GroupStrategy to control how to group lines.;public void setGroupStrategy(GroupStrategy strategy) {_        this.groupStrategy = strategy__    };allows,to,use,a,custom,group,strategy,to,control,how,to,group,lines;public,void,set,group,strategy,group,strategy,strategy,this,group,strategy,strategy
StreamEndpoint -> public void setGroupStrategy(GroupStrategy strategy);1451237129;Allows to use a custom GroupStrategy to control how to group lines.;public void setGroupStrategy(GroupStrategy strategy) {_        this.groupStrategy = strategy__    };allows,to,use,a,custom,group,strategy,to,control,how,to,group,lines;public,void,set,group,strategy,group,strategy,strategy,this,group,strategy,strategy
StreamEndpoint -> public void setGroupStrategy(GroupStrategy strategy);1473684123;Allows to use a custom GroupStrategy to control how to group lines.;public void setGroupStrategy(GroupStrategy strategy) {_        this.groupStrategy = strategy__    };allows,to,use,a,custom,group,strategy,to,control,how,to,group,lines;public,void,set,group,strategy,group,strategy,strategy,this,group,strategy,strategy
StreamEndpoint -> public void setGroupStrategy(GroupStrategy strategy);1475847630;Allows to use a custom GroupStrategy to control how to group lines.;public void setGroupStrategy(GroupStrategy strategy) {_        this.groupStrategy = strategy__    };allows,to,use,a,custom,group,strategy,to,control,how,to,group,lines;public,void,set,group,strategy,group,strategy,strategy,this,group,strategy,strategy
StreamEndpoint -> public void setGroupStrategy(GroupStrategy strategy);1486028039;Allows to use a custom GroupStrategy to control how to group lines.;public void setGroupStrategy(GroupStrategy strategy) {_        this.groupStrategy = strategy__    };allows,to,use,a,custom,group,strategy,to,control,how,to,group,lines;public,void,set,group,strategy,group,strategy,strategy,this,group,strategy,strategy
StreamEndpoint -> public void setGroupStrategy(GroupStrategy strategy);1528200424;Allows to use a custom GroupStrategy to control how to group lines.;public void setGroupStrategy(GroupStrategy strategy) {_        this.groupStrategy = strategy__    };allows,to,use,a,custom,group,strategy,to,control,how,to,group,lines;public,void,set,group,strategy,group,strategy,strategy,this,group,strategy,strategy
StreamEndpoint -> public void setGroupStrategy(GroupStrategy strategy);1528551496;Allows to use a custom GroupStrategy to control how to group lines.;public void setGroupStrategy(GroupStrategy strategy) {_        this.groupStrategy = strategy__    };allows,to,use,a,custom,group,strategy,to,control,how,to,group,lines;public,void,set,group,strategy,group,strategy,strategy,this,group,strategy,strategy
StreamEndpoint -> public void setGroupStrategy(GroupStrategy strategy);1528551765;Allows to use a custom GroupStrategy to control how to group lines.;public void setGroupStrategy(GroupStrategy strategy) {_        this.groupStrategy = strategy__    };allows,to,use,a,custom,group,strategy,to,control,how,to,group,lines;public,void,set,group,strategy,group,strategy,strategy,this,group,strategy,strategy
StreamEndpoint -> public void setGroupStrategy(GroupStrategy strategy);1540108158;Allows to use a custom GroupStrategy to control how to group lines.;public void setGroupStrategy(GroupStrategy strategy) {_        this.groupStrategy = strategy__    };allows,to,use,a,custom,group,strategy,to,control,how,to,group,lines;public,void,set,group,strategy,group,strategy,strategy,this,group,strategy,strategy
StreamEndpoint -> public void setGroupStrategy(GroupStrategy strategy);1540108160;Allows to use a custom GroupStrategy to control how to group lines.;public void setGroupStrategy(GroupStrategy strategy) {_        this.groupStrategy = strategy__    };allows,to,use,a,custom,group,strategy,to,control,how,to,group,lines;public,void,set,group,strategy,group,strategy,strategy,this,group,strategy,strategy
StreamEndpoint -> public void setGroupStrategy(GroupStrategy strategy);1540108163;Allows to use a custom GroupStrategy to control how to group lines.;public void setGroupStrategy(GroupStrategy strategy) {_        this.groupStrategy = strategy__    };allows,to,use,a,custom,group,strategy,to,control,how,to,group,lines;public,void,set,group,strategy,group,strategy,strategy,this,group,strategy,strategy
StreamEndpoint -> public void setGroupStrategy(GroupStrategy strategy);1547240981;Allows to use a custom GroupStrategy to control how to group lines.;public void setGroupStrategy(GroupStrategy strategy) {_        this.groupStrategy = strategy__    };allows,to,use,a,custom,group,strategy,to,control,how,to,group,lines;public,void,set,group,strategy,group,strategy,strategy,this,group,strategy,strategy
StreamEndpoint -> public void setGroupStrategy(GroupStrategy strategy);1547480087;Allows to use a custom GroupStrategy to control how to group lines.;public void setGroupStrategy(GroupStrategy strategy) {_        this.groupStrategy = strategy__    };allows,to,use,a,custom,group,strategy,to,control,how,to,group,lines;public,void,set,group,strategy,group,strategy,strategy,this,group,strategy,strategy
StreamEndpoint -> public void setGroupStrategy(GroupStrategy strategy);1548660891;Allows to use a custom GroupStrategy to control how to group lines.;public void setGroupStrategy(GroupStrategy strategy) {_        this.groupStrategy = strategy__    };allows,to,use,a,custom,group,strategy,to,control,how,to,group,lines;public,void,set,group,strategy,group,strategy,strategy,this,group,strategy,strategy
StreamEndpoint -> public void setScanStreamDelay(long scanStreamDelay);1430121382;Delay in milliseconds between read attempts when using scanStream.;public void setScanStreamDelay(long scanStreamDelay) {_        this.scanStreamDelay = scanStreamDelay__    };delay,in,milliseconds,between,read,attempts,when,using,scan,stream;public,void,set,scan,stream,delay,long,scan,stream,delay,this,scan,stream,delay,scan,stream,delay
StreamEndpoint -> public void setScanStreamDelay(long scanStreamDelay);1451237129;Delay in milliseconds between read attempts when using scanStream.;public void setScanStreamDelay(long scanStreamDelay) {_        this.scanStreamDelay = scanStreamDelay__    };delay,in,milliseconds,between,read,attempts,when,using,scan,stream;public,void,set,scan,stream,delay,long,scan,stream,delay,this,scan,stream,delay,scan,stream,delay
StreamEndpoint -> public void setScanStreamDelay(long scanStreamDelay);1473684123;Delay in milliseconds between read attempts when using scanStream.;public void setScanStreamDelay(long scanStreamDelay) {_        this.scanStreamDelay = scanStreamDelay__    };delay,in,milliseconds,between,read,attempts,when,using,scan,stream;public,void,set,scan,stream,delay,long,scan,stream,delay,this,scan,stream,delay,scan,stream,delay
StreamEndpoint -> public void setScanStreamDelay(long scanStreamDelay);1475847630;Delay in milliseconds between read attempts when using scanStream.;public void setScanStreamDelay(long scanStreamDelay) {_        this.scanStreamDelay = scanStreamDelay__    };delay,in,milliseconds,between,read,attempts,when,using,scan,stream;public,void,set,scan,stream,delay,long,scan,stream,delay,this,scan,stream,delay,scan,stream,delay
StreamEndpoint -> public void setScanStreamDelay(long scanStreamDelay);1486028039;Delay in milliseconds between read attempts when using scanStream.;public void setScanStreamDelay(long scanStreamDelay) {_        this.scanStreamDelay = scanStreamDelay__    };delay,in,milliseconds,between,read,attempts,when,using,scan,stream;public,void,set,scan,stream,delay,long,scan,stream,delay,this,scan,stream,delay,scan,stream,delay
StreamEndpoint -> public void setScanStreamDelay(long scanStreamDelay);1528200424;Delay in milliseconds between read attempts when using scanStream.;public void setScanStreamDelay(long scanStreamDelay) {_        this.scanStreamDelay = scanStreamDelay__    };delay,in,milliseconds,between,read,attempts,when,using,scan,stream;public,void,set,scan,stream,delay,long,scan,stream,delay,this,scan,stream,delay,scan,stream,delay
StreamEndpoint -> public void setScanStreamDelay(long scanStreamDelay);1528551496;Delay in milliseconds between read attempts when using scanStream.;public void setScanStreamDelay(long scanStreamDelay) {_        this.scanStreamDelay = scanStreamDelay__    };delay,in,milliseconds,between,read,attempts,when,using,scan,stream;public,void,set,scan,stream,delay,long,scan,stream,delay,this,scan,stream,delay,scan,stream,delay
StreamEndpoint -> public void setScanStreamDelay(long scanStreamDelay);1528551765;Delay in milliseconds between read attempts when using scanStream.;public void setScanStreamDelay(long scanStreamDelay) {_        this.scanStreamDelay = scanStreamDelay__    };delay,in,milliseconds,between,read,attempts,when,using,scan,stream;public,void,set,scan,stream,delay,long,scan,stream,delay,this,scan,stream,delay,scan,stream,delay
StreamEndpoint -> public void setScanStreamDelay(long scanStreamDelay);1540108158;Delay in milliseconds between read attempts when using scanStream.;public void setScanStreamDelay(long scanStreamDelay) {_        this.scanStreamDelay = scanStreamDelay__    };delay,in,milliseconds,between,read,attempts,when,using,scan,stream;public,void,set,scan,stream,delay,long,scan,stream,delay,this,scan,stream,delay,scan,stream,delay
StreamEndpoint -> public void setScanStreamDelay(long scanStreamDelay);1540108160;Delay in milliseconds between read attempts when using scanStream.;public void setScanStreamDelay(long scanStreamDelay) {_        this.scanStreamDelay = scanStreamDelay__    };delay,in,milliseconds,between,read,attempts,when,using,scan,stream;public,void,set,scan,stream,delay,long,scan,stream,delay,this,scan,stream,delay,scan,stream,delay
StreamEndpoint -> public void setScanStreamDelay(long scanStreamDelay);1540108163;Delay in milliseconds between read attempts when using scanStream.;public void setScanStreamDelay(long scanStreamDelay) {_        this.scanStreamDelay = scanStreamDelay__    };delay,in,milliseconds,between,read,attempts,when,using,scan,stream;public,void,set,scan,stream,delay,long,scan,stream,delay,this,scan,stream,delay,scan,stream,delay
StreamEndpoint -> public void setScanStreamDelay(long scanStreamDelay);1547240981;Delay in milliseconds between read attempts when using scanStream.;public void setScanStreamDelay(long scanStreamDelay) {_        this.scanStreamDelay = scanStreamDelay__    };delay,in,milliseconds,between,read,attempts,when,using,scan,stream;public,void,set,scan,stream,delay,long,scan,stream,delay,this,scan,stream,delay,scan,stream,delay
StreamEndpoint -> public void setScanStreamDelay(long scanStreamDelay);1547480087;Delay in milliseconds between read attempts when using scanStream.;public void setScanStreamDelay(long scanStreamDelay) {_        this.scanStreamDelay = scanStreamDelay__    };delay,in,milliseconds,between,read,attempts,when,using,scan,stream;public,void,set,scan,stream,delay,long,scan,stream,delay,this,scan,stream,delay,scan,stream,delay
StreamEndpoint -> public void setScanStreamDelay(long scanStreamDelay);1548660891;Delay in milliseconds between read attempts when using scanStream.;public void setScanStreamDelay(long scanStreamDelay) {_        this.scanStreamDelay = scanStreamDelay__    };delay,in,milliseconds,between,read,attempts,when,using,scan,stream;public,void,set,scan,stream,delay,long,scan,stream,delay,this,scan,stream,delay,scan,stream,delay
StreamEndpoint -> public void setKind(String kind);1475847630;Kind of stream to use such as System.in or System.out.;public void setKind(String kind) {_        this.kind = kind__    };kind,of,stream,to,use,such,as,system,in,or,system,out;public,void,set,kind,string,kind,this,kind,kind
StreamEndpoint -> public void setKind(String kind);1486028039;Kind of stream to use such as System.in or System.out.;public void setKind(String kind) {_        this.kind = kind__    };kind,of,stream,to,use,such,as,system,in,or,system,out;public,void,set,kind,string,kind,this,kind,kind
StreamEndpoint -> public void setKind(String kind);1528200424;Kind of stream to use such as System.in or System.out.;public void setKind(String kind) {_        this.kind = kind__    };kind,of,stream,to,use,such,as,system,in,or,system,out;public,void,set,kind,string,kind,this,kind,kind
StreamEndpoint -> public void setKind(String kind);1528551496;Kind of stream to use such as System.in or System.out.;public void setKind(String kind) {_        this.kind = kind__    };kind,of,stream,to,use,such,as,system,in,or,system,out;public,void,set,kind,string,kind,this,kind,kind
StreamEndpoint -> public void setKind(String kind);1528551765;Kind of stream to use such as System.in or System.out.;public void setKind(String kind) {_        this.kind = kind__    };kind,of,stream,to,use,such,as,system,in,or,system,out;public,void,set,kind,string,kind,this,kind,kind
StreamEndpoint -> public void setKind(String kind);1540108158;Kind of stream to use such as System.in or System.out.;public void setKind(String kind) {_        this.kind = kind__    };kind,of,stream,to,use,such,as,system,in,or,system,out;public,void,set,kind,string,kind,this,kind,kind
StreamEndpoint -> public void setKind(String kind);1540108160;Kind of stream to use such as System.in or System.out.;public void setKind(String kind) {_        this.kind = kind__    };kind,of,stream,to,use,such,as,system,in,or,system,out;public,void,set,kind,string,kind,this,kind,kind
StreamEndpoint -> public void setKind(String kind);1540108163;Kind of stream to use such as System.in or System.out.;public void setKind(String kind) {_        this.kind = kind__    };kind,of,stream,to,use,such,as,system,in,or,system,out;public,void,set,kind,string,kind,this,kind,kind
StreamEndpoint -> public void setKind(String kind);1547240981;Kind of stream to use such as System.in or System.out.;public void setKind(String kind) {_        this.kind = kind__    };kind,of,stream,to,use,such,as,system,in,or,system,out;public,void,set,kind,string,kind,this,kind,kind
StreamEndpoint -> public void setKind(String kind);1547480087;Kind of stream to use such as System.in or System.out.;public void setKind(String kind) {_        this.kind = kind__    };kind,of,stream,to,use,such,as,system,in,or,system,out;public,void,set,kind,string,kind,this,kind,kind
StreamEndpoint -> public void setKind(String kind);1548660891;Kind of stream to use such as System.in or System.out.;public void setKind(String kind) {_        this.kind = kind__    };kind,of,stream,to,use,such,as,system,in,or,system,out;public,void,set,kind,string,kind,this,kind,kind
StreamEndpoint -> public void setConnectTimeout(int connectTimeout);1528551765;Sets a specified timeout value, in milliseconds, to be used_when opening a communications link to the resource referenced_by this URLConnection.  If the timeout expires before the_connection can be established, a_java.net.SocketTimeoutException is raised. A timeout of zero is_interpreted as an infinite timeout.;public void setConnectTimeout(int connectTimeout) {_        this.connectTimeout = connectTimeout__    };sets,a,specified,timeout,value,in,milliseconds,to,be,used,when,opening,a,communications,link,to,the,resource,referenced,by,this,urlconnection,if,the,timeout,expires,before,the,connection,can,be,established,a,java,net,socket,timeout,exception,is,raised,a,timeout,of,zero,is,interpreted,as,an,infinite,timeout;public,void,set,connect,timeout,int,connect,timeout,this,connect,timeout,connect,timeout
StreamEndpoint -> public void setConnectTimeout(int connectTimeout);1540108158;Sets a specified timeout value, in milliseconds, to be used_when opening a communications link to the resource referenced_by this URLConnection.  If the timeout expires before the_connection can be established, a_java.net.SocketTimeoutException is raised. A timeout of zero is_interpreted as an infinite timeout.;public void setConnectTimeout(int connectTimeout) {_        this.connectTimeout = connectTimeout__    };sets,a,specified,timeout,value,in,milliseconds,to,be,used,when,opening,a,communications,link,to,the,resource,referenced,by,this,urlconnection,if,the,timeout,expires,before,the,connection,can,be,established,a,java,net,socket,timeout,exception,is,raised,a,timeout,of,zero,is,interpreted,as,an,infinite,timeout;public,void,set,connect,timeout,int,connect,timeout,this,connect,timeout,connect,timeout
StreamEndpoint -> public void setConnectTimeout(int connectTimeout);1540108160;Sets a specified timeout value, in milliseconds, to be used_when opening a communications link to the resource referenced_by this URLConnection.  If the timeout expires before the_connection can be established, a_java.net.SocketTimeoutException is raised. A timeout of zero is_interpreted as an infinite timeout.;public void setConnectTimeout(int connectTimeout) {_        this.connectTimeout = connectTimeout__    };sets,a,specified,timeout,value,in,milliseconds,to,be,used,when,opening,a,communications,link,to,the,resource,referenced,by,this,urlconnection,if,the,timeout,expires,before,the,connection,can,be,established,a,java,net,socket,timeout,exception,is,raised,a,timeout,of,zero,is,interpreted,as,an,infinite,timeout;public,void,set,connect,timeout,int,connect,timeout,this,connect,timeout,connect,timeout
StreamEndpoint -> public void setConnectTimeout(int connectTimeout);1540108163;Sets a specified timeout value, in milliseconds, to be used_when opening a communications link to the resource referenced_by this URLConnection.  If the timeout expires before the_connection can be established, a_java.net.SocketTimeoutException is raised. A timeout of zero is_interpreted as an infinite timeout.;public void setConnectTimeout(int connectTimeout) {_        this.connectTimeout = connectTimeout__    };sets,a,specified,timeout,value,in,milliseconds,to,be,used,when,opening,a,communications,link,to,the,resource,referenced,by,this,urlconnection,if,the,timeout,expires,before,the,connection,can,be,established,a,java,net,socket,timeout,exception,is,raised,a,timeout,of,zero,is,interpreted,as,an,infinite,timeout;public,void,set,connect,timeout,int,connect,timeout,this,connect,timeout,connect,timeout
