# id;timestamp;commentText;codeText;commentWords;codeWords
AbstractPdfView -> protected Document newDocument();1328020251;Create a new document to hold the PDF contents._<p>By default returns an A4 document, but the subclass can specify any_Document, possibly parameterized via bean properties defined on the View._@return the newly created iText Document instance_@see com.lowagie.text.Document#Document(com.lowagie.text.Rectangle);protected Document newDocument() {_		return new Document(PageSize.A4)__	};create,a,new,document,to,hold,the,pdf,contents,p,by,default,returns,an,a4,document,but,the,subclass,can,specify,any,document,possibly,parameterized,via,bean,properties,defined,on,the,view,return,the,newly,created,i,text,document,instance,see,com,lowagie,text,document,document,com,lowagie,text,rectangle;protected,document,new,document,return,new,document,page,size,a4
AbstractPdfView -> protected void prepareWriter(Map<String, Object> model, PdfWriter writer, HttpServletRequest request) 			throws DocumentException;1356735495;Prepare the given PdfWriter. Called before building the PDF document,_that is, before the call to {@code Document.open()}._<p>Useful for registering a page event listener, for example._The default implementation sets the viewer preferences as returned_by this class's {@code getViewerPreferences()} method._@param model the model, in case meta information must be populated from it_@param writer the PdfWriter to prepare_@param request in case we need locale etc. Shouldn't look at attributes._@throws DocumentException if thrown during writer preparation_@see com.lowagie.text.Document#open()_@see com.lowagie.text.pdf.PdfWriter#setPageEvent_@see com.lowagie.text.pdf.PdfWriter#setViewerPreferences_@see #getViewerPreferences();protected void prepareWriter(Map<String, Object> model, PdfWriter writer, HttpServletRequest request)_			throws DocumentException {__		writer.setViewerPreferences(getViewerPreferences())__	};prepare,the,given,pdf,writer,called,before,building,the,pdf,document,that,is,before,the,call,to,code,document,open,p,useful,for,registering,a,page,event,listener,for,example,the,default,implementation,sets,the,viewer,preferences,as,returned,by,this,class,s,code,get,viewer,preferences,method,param,model,the,model,in,case,meta,information,must,be,populated,from,it,param,writer,the,pdf,writer,to,prepare,param,request,in,case,we,need,locale,etc,shouldn,t,look,at,attributes,throws,document,exception,if,thrown,during,writer,preparation,see,com,lowagie,text,document,open,see,com,lowagie,text,pdf,pdf,writer,set,page,event,see,com,lowagie,text,pdf,pdf,writer,set,viewer,preferences,see,get,viewer,preferences;protected,void,prepare,writer,map,string,object,model,pdf,writer,writer,http,servlet,request,request,throws,document,exception,writer,set,viewer,preferences,get,viewer,preferences
AbstractPdfView -> protected void prepareWriter(Map<String, Object> model, PdfWriter writer, HttpServletRequest request) 			throws DocumentException;1385423968;Prepare the given PdfWriter. Called before building the PDF document,_that is, before the call to {@code Document.open()}._<p>Useful for registering a page event listener, for example._The default implementation sets the viewer preferences as returned_by this class's {@code getViewerPreferences()} method._@param model the model, in case meta information must be populated from it_@param writer the PdfWriter to prepare_@param request in case we need locale etc. Shouldn't look at attributes._@throws DocumentException if thrown during writer preparation_@see com.lowagie.text.Document#open()_@see com.lowagie.text.pdf.PdfWriter#setPageEvent_@see com.lowagie.text.pdf.PdfWriter#setViewerPreferences_@see #getViewerPreferences();protected void prepareWriter(Map<String, Object> model, PdfWriter writer, HttpServletRequest request)_			throws DocumentException {__		writer.setViewerPreferences(getViewerPreferences())__	};prepare,the,given,pdf,writer,called,before,building,the,pdf,document,that,is,before,the,call,to,code,document,open,p,useful,for,registering,a,page,event,listener,for,example,the,default,implementation,sets,the,viewer,preferences,as,returned,by,this,class,s,code,get,viewer,preferences,method,param,model,the,model,in,case,meta,information,must,be,populated,from,it,param,writer,the,pdf,writer,to,prepare,param,request,in,case,we,need,locale,etc,shouldn,t,look,at,attributes,throws,document,exception,if,thrown,during,writer,preparation,see,com,lowagie,text,document,open,see,com,lowagie,text,pdf,pdf,writer,set,page,event,see,com,lowagie,text,pdf,pdf,writer,set,viewer,preferences,see,get,viewer,preferences;protected,void,prepare,writer,map,string,object,model,pdf,writer,writer,http,servlet,request,request,throws,document,exception,writer,set,viewer,preferences,get,viewer,preferences
AbstractPdfView -> protected void prepareWriter(Map<String, Object> model, PdfWriter writer, HttpServletRequest request) 			throws DocumentException;1508843693;Prepare the given PdfWriter. Called before building the PDF document,_that is, before the call to {@code Document.open()}._<p>Useful for registering a page event listener, for example._The default implementation sets the viewer preferences as returned_by this class's {@code getViewerPreferences()} method._@param model the model, in case meta information must be populated from it_@param writer the PdfWriter to prepare_@param request in case we need locale etc. Shouldn't look at attributes._@throws DocumentException if thrown during writer preparation_@see com.lowagie.text.Document#open()_@see com.lowagie.text.pdf.PdfWriter#setPageEvent_@see com.lowagie.text.pdf.PdfWriter#setViewerPreferences_@see #getViewerPreferences();protected void prepareWriter(Map<String, Object> model, PdfWriter writer, HttpServletRequest request)_			throws DocumentException {__		writer.setViewerPreferences(getViewerPreferences())__	};prepare,the,given,pdf,writer,called,before,building,the,pdf,document,that,is,before,the,call,to,code,document,open,p,useful,for,registering,a,page,event,listener,for,example,the,default,implementation,sets,the,viewer,preferences,as,returned,by,this,class,s,code,get,viewer,preferences,method,param,model,the,model,in,case,meta,information,must,be,populated,from,it,param,writer,the,pdf,writer,to,prepare,param,request,in,case,we,need,locale,etc,shouldn,t,look,at,attributes,throws,document,exception,if,thrown,during,writer,preparation,see,com,lowagie,text,document,open,see,com,lowagie,text,pdf,pdf,writer,set,page,event,see,com,lowagie,text,pdf,pdf,writer,set,viewer,preferences,see,get,viewer,preferences;protected,void,prepare,writer,map,string,object,model,pdf,writer,writer,http,servlet,request,request,throws,document,exception,writer,set,viewer,preferences,get,viewer,preferences
AbstractPdfView -> protected void prepareWriter(Map<String, Object> model, PdfWriter writer, HttpServletRequest request) 			throws DocumentException;1520438925;Prepare the given PdfWriter. Called before building the PDF document,_that is, before the call to {@code Document.open()}._<p>Useful for registering a page event listener, for example._The default implementation sets the viewer preferences as returned_by this class's {@code getViewerPreferences()} method._@param model the model, in case meta information must be populated from it_@param writer the PdfWriter to prepare_@param request in case we need locale etc. Shouldn't look at attributes._@throws DocumentException if thrown during writer preparation_@see com.lowagie.text.Document#open()_@see com.lowagie.text.pdf.PdfWriter#setPageEvent_@see com.lowagie.text.pdf.PdfWriter#setViewerPreferences_@see #getViewerPreferences();protected void prepareWriter(Map<String, Object> model, PdfWriter writer, HttpServletRequest request)_			throws DocumentException {__		writer.setViewerPreferences(getViewerPreferences())__	};prepare,the,given,pdf,writer,called,before,building,the,pdf,document,that,is,before,the,call,to,code,document,open,p,useful,for,registering,a,page,event,listener,for,example,the,default,implementation,sets,the,viewer,preferences,as,returned,by,this,class,s,code,get,viewer,preferences,method,param,model,the,model,in,case,meta,information,must,be,populated,from,it,param,writer,the,pdf,writer,to,prepare,param,request,in,case,we,need,locale,etc,shouldn,t,look,at,attributes,throws,document,exception,if,thrown,during,writer,preparation,see,com,lowagie,text,document,open,see,com,lowagie,text,pdf,pdf,writer,set,page,event,see,com,lowagie,text,pdf,pdf,writer,set,viewer,preferences,see,get,viewer,preferences;protected,void,prepare,writer,map,string,object,model,pdf,writer,writer,http,servlet,request,request,throws,document,exception,writer,set,viewer,preferences,get,viewer,preferences
AbstractPdfView -> public AbstractPdfView();1328020251;This constructor sets the appropriate content type "application/pdf"._Note that IE won't take much notice of this, but there's not a lot we_can do about this. Generated documents should have a ".pdf" extension.;public AbstractPdfView() {_		setContentType("application/pdf")__	};this,constructor,sets,the,appropriate,content,type,application,pdf,note,that,ie,won,t,take,much,notice,of,this,but,there,s,not,a,lot,we,can,do,about,this,generated,documents,should,have,a,pdf,extension;public,abstract,pdf,view,set,content,type,application,pdf
AbstractPdfView -> public AbstractPdfView();1356735495;This constructor sets the appropriate content type "application/pdf"._Note that IE won't take much notice of this, but there's not a lot we_can do about this. Generated documents should have a ".pdf" extension.;public AbstractPdfView() {_		setContentType("application/pdf")__	};this,constructor,sets,the,appropriate,content,type,application,pdf,note,that,ie,won,t,take,much,notice,of,this,but,there,s,not,a,lot,we,can,do,about,this,generated,documents,should,have,a,pdf,extension;public,abstract,pdf,view,set,content,type,application,pdf
AbstractPdfView -> public AbstractPdfView();1385423968;This constructor sets the appropriate content type "application/pdf"._Note that IE won't take much notice of this, but there's not a lot we_can do about this. Generated documents should have a ".pdf" extension.;public AbstractPdfView() {_		setContentType("application/pdf")__	};this,constructor,sets,the,appropriate,content,type,application,pdf,note,that,ie,won,t,take,much,notice,of,this,but,there,s,not,a,lot,we,can,do,about,this,generated,documents,should,have,a,pdf,extension;public,abstract,pdf,view,set,content,type,application,pdf
AbstractPdfView -> public AbstractPdfView();1508843693;This constructor sets the appropriate content type "application/pdf"._Note that IE won't take much notice of this, but there's not a lot we_can do about this. Generated documents should have a ".pdf" extension.;public AbstractPdfView() {_		setContentType("application/pdf")__	};this,constructor,sets,the,appropriate,content,type,application,pdf,note,that,ie,won,t,take,much,notice,of,this,but,there,s,not,a,lot,we,can,do,about,this,generated,documents,should,have,a,pdf,extension;public,abstract,pdf,view,set,content,type,application,pdf
AbstractPdfView -> public AbstractPdfView();1520438925;This constructor sets the appropriate content type "application/pdf"._Note that IE won't take much notice of this, but there's not a lot we_can do about this. Generated documents should have a ".pdf" extension.;public AbstractPdfView() {_		setContentType("application/pdf")__	};this,constructor,sets,the,appropriate,content,type,application,pdf,note,that,ie,won,t,take,much,notice,of,this,but,there,s,not,a,lot,we,can,do,about,this,generated,documents,should,have,a,pdf,extension;public,abstract,pdf,view,set,content,type,application,pdf
AbstractPdfView -> protected PdfWriter newWriter(Document document, OutputStream os) throws DocumentException;1328020251;Create a new PdfWriter for the given iText Document._@param document the iText Document to create a writer for_@param os the OutputStream to write to_@return the PdfWriter instance to use_@throws DocumentException if thrown during writer creation;protected PdfWriter newWriter(Document document, OutputStream os) throws DocumentException {_		return PdfWriter.getInstance(document, os)__	};create,a,new,pdf,writer,for,the,given,i,text,document,param,document,the,i,text,document,to,create,a,writer,for,param,os,the,output,stream,to,write,to,return,the,pdf,writer,instance,to,use,throws,document,exception,if,thrown,during,writer,creation;protected,pdf,writer,new,writer,document,document,output,stream,os,throws,document,exception,return,pdf,writer,get,instance,document,os
AbstractPdfView -> protected PdfWriter newWriter(Document document, OutputStream os) throws DocumentException;1356735495;Create a new PdfWriter for the given iText Document._@param document the iText Document to create a writer for_@param os the OutputStream to write to_@return the PdfWriter instance to use_@throws DocumentException if thrown during writer creation;protected PdfWriter newWriter(Document document, OutputStream os) throws DocumentException {_		return PdfWriter.getInstance(document, os)__	};create,a,new,pdf,writer,for,the,given,i,text,document,param,document,the,i,text,document,to,create,a,writer,for,param,os,the,output,stream,to,write,to,return,the,pdf,writer,instance,to,use,throws,document,exception,if,thrown,during,writer,creation;protected,pdf,writer,new,writer,document,document,output,stream,os,throws,document,exception,return,pdf,writer,get,instance,document,os
AbstractPdfView -> protected PdfWriter newWriter(Document document, OutputStream os) throws DocumentException;1385423968;Create a new PdfWriter for the given iText Document._@param document the iText Document to create a writer for_@param os the OutputStream to write to_@return the PdfWriter instance to use_@throws DocumentException if thrown during writer creation;protected PdfWriter newWriter(Document document, OutputStream os) throws DocumentException {_		return PdfWriter.getInstance(document, os)__	};create,a,new,pdf,writer,for,the,given,i,text,document,param,document,the,i,text,document,to,create,a,writer,for,param,os,the,output,stream,to,write,to,return,the,pdf,writer,instance,to,use,throws,document,exception,if,thrown,during,writer,creation;protected,pdf,writer,new,writer,document,document,output,stream,os,throws,document,exception,return,pdf,writer,get,instance,document,os
AbstractPdfView -> protected PdfWriter newWriter(Document document, OutputStream os) throws DocumentException;1508843693;Create a new PdfWriter for the given iText Document._@param document the iText Document to create a writer for_@param os the OutputStream to write to_@return the PdfWriter instance to use_@throws DocumentException if thrown during writer creation;protected PdfWriter newWriter(Document document, OutputStream os) throws DocumentException {_		return PdfWriter.getInstance(document, os)__	};create,a,new,pdf,writer,for,the,given,i,text,document,param,document,the,i,text,document,to,create,a,writer,for,param,os,the,output,stream,to,write,to,return,the,pdf,writer,instance,to,use,throws,document,exception,if,thrown,during,writer,creation;protected,pdf,writer,new,writer,document,document,output,stream,os,throws,document,exception,return,pdf,writer,get,instance,document,os
AbstractPdfView -> protected PdfWriter newWriter(Document document, OutputStream os) throws DocumentException;1520438925;Create a new PdfWriter for the given iText Document._@param document the iText Document to create a writer for_@param os the OutputStream to write to_@return the PdfWriter instance to use_@throws DocumentException if thrown during writer creation;protected PdfWriter newWriter(Document document, OutputStream os) throws DocumentException {_		return PdfWriter.getInstance(document, os)__	};create,a,new,pdf,writer,for,the,given,i,text,document,param,document,the,i,text,document,to,create,a,writer,for,param,os,the,output,stream,to,write,to,return,the,pdf,writer,instance,to,use,throws,document,exception,if,thrown,during,writer,creation;protected,pdf,writer,new,writer,document,document,output,stream,os,throws,document,exception,return,pdf,writer,get,instance,document,os
AbstractPdfView -> protected void buildPdfMetadata(Map<String, Object> model, Document document, HttpServletRequest request);1328020251;Populate the iText Document's meta fields (author, title, etc.)._<br>Default is an empty implementation. Subclasses may override this method_to add meta fields such as title, subject, author, creator, keywords, etc._This method is called after assigning a PdfWriter to the Document and_before calling <code>document.open()</code>._@param model the model, in case meta information must be populated from it_@param document the iText document being populated_@param request in case we need locale etc. Shouldn't look at attributes._@see com.lowagie.text.Document#addTitle_@see com.lowagie.text.Document#addSubject_@see com.lowagie.text.Document#addKeywords_@see com.lowagie.text.Document#addAuthor_@see com.lowagie.text.Document#addCreator_@see com.lowagie.text.Document#addProducer_@see com.lowagie.text.Document#addCreationDate_@see com.lowagie.text.Document#addHeader;protected void buildPdfMetadata(Map<String, Object> model, Document document, HttpServletRequest request) {_	};populate,the,i,text,document,s,meta,fields,author,title,etc,br,default,is,an,empty,implementation,subclasses,may,override,this,method,to,add,meta,fields,such,as,title,subject,author,creator,keywords,etc,this,method,is,called,after,assigning,a,pdf,writer,to,the,document,and,before,calling,code,document,open,code,param,model,the,model,in,case,meta,information,must,be,populated,from,it,param,document,the,i,text,document,being,populated,param,request,in,case,we,need,locale,etc,shouldn,t,look,at,attributes,see,com,lowagie,text,document,add,title,see,com,lowagie,text,document,add,subject,see,com,lowagie,text,document,add,keywords,see,com,lowagie,text,document,add,author,see,com,lowagie,text,document,add,creator,see,com,lowagie,text,document,add,producer,see,com,lowagie,text,document,add,creation,date,see,com,lowagie,text,document,add,header;protected,void,build,pdf,metadata,map,string,object,model,document,document,http,servlet,request,request
AbstractPdfView -> protected void buildPdfMetadata(Map<String, Object> model, Document document, HttpServletRequest request);1356735495;Populate the iText Document's meta fields (author, title, etc.)._<br>Default is an empty implementation. Subclasses may override this method_to add meta fields such as title, subject, author, creator, keywords, etc._This method is called after assigning a PdfWriter to the Document and_before calling {@code document.open()}._@param model the model, in case meta information must be populated from it_@param document the iText document being populated_@param request in case we need locale etc. Shouldn't look at attributes._@see com.lowagie.text.Document#addTitle_@see com.lowagie.text.Document#addSubject_@see com.lowagie.text.Document#addKeywords_@see com.lowagie.text.Document#addAuthor_@see com.lowagie.text.Document#addCreator_@see com.lowagie.text.Document#addProducer_@see com.lowagie.text.Document#addCreationDate_@see com.lowagie.text.Document#addHeader;protected void buildPdfMetadata(Map<String, Object> model, Document document, HttpServletRequest request) {_	};populate,the,i,text,document,s,meta,fields,author,title,etc,br,default,is,an,empty,implementation,subclasses,may,override,this,method,to,add,meta,fields,such,as,title,subject,author,creator,keywords,etc,this,method,is,called,after,assigning,a,pdf,writer,to,the,document,and,before,calling,code,document,open,param,model,the,model,in,case,meta,information,must,be,populated,from,it,param,document,the,i,text,document,being,populated,param,request,in,case,we,need,locale,etc,shouldn,t,look,at,attributes,see,com,lowagie,text,document,add,title,see,com,lowagie,text,document,add,subject,see,com,lowagie,text,document,add,keywords,see,com,lowagie,text,document,add,author,see,com,lowagie,text,document,add,creator,see,com,lowagie,text,document,add,producer,see,com,lowagie,text,document,add,creation,date,see,com,lowagie,text,document,add,header;protected,void,build,pdf,metadata,map,string,object,model,document,document,http,servlet,request,request
AbstractPdfView -> protected void buildPdfMetadata(Map<String, Object> model, Document document, HttpServletRequest request);1385423968;Populate the iText Document's meta fields (author, title, etc.)._<br>Default is an empty implementation. Subclasses may override this method_to add meta fields such as title, subject, author, creator, keywords, etc._This method is called after assigning a PdfWriter to the Document and_before calling {@code document.open()}._@param model the model, in case meta information must be populated from it_@param document the iText document being populated_@param request in case we need locale etc. Shouldn't look at attributes._@see com.lowagie.text.Document#addTitle_@see com.lowagie.text.Document#addSubject_@see com.lowagie.text.Document#addKeywords_@see com.lowagie.text.Document#addAuthor_@see com.lowagie.text.Document#addCreator_@see com.lowagie.text.Document#addProducer_@see com.lowagie.text.Document#addCreationDate_@see com.lowagie.text.Document#addHeader;protected void buildPdfMetadata(Map<String, Object> model, Document document, HttpServletRequest request) {_	};populate,the,i,text,document,s,meta,fields,author,title,etc,br,default,is,an,empty,implementation,subclasses,may,override,this,method,to,add,meta,fields,such,as,title,subject,author,creator,keywords,etc,this,method,is,called,after,assigning,a,pdf,writer,to,the,document,and,before,calling,code,document,open,param,model,the,model,in,case,meta,information,must,be,populated,from,it,param,document,the,i,text,document,being,populated,param,request,in,case,we,need,locale,etc,shouldn,t,look,at,attributes,see,com,lowagie,text,document,add,title,see,com,lowagie,text,document,add,subject,see,com,lowagie,text,document,add,keywords,see,com,lowagie,text,document,add,author,see,com,lowagie,text,document,add,creator,see,com,lowagie,text,document,add,producer,see,com,lowagie,text,document,add,creation,date,see,com,lowagie,text,document,add,header;protected,void,build,pdf,metadata,map,string,object,model,document,document,http,servlet,request,request
