# id;timestamp;commentText;codeText;commentWords;codeWords
AbstractUdfOperator -> public Map<String, Operator<?>> getBroadcastInputs();1405024514;Returns the input, or null, if none is set.__@return The broadcast input root operator.;public Map<String, Operator<?>> getBroadcastInputs() {_		return this.broadcastInputs__	};returns,the,input,or,null,if,none,is,set,return,the,broadcast,input,root,operator;public,map,string,operator,get,broadcast,inputs,return,this,broadcast,inputs
AbstractUdfOperator -> protected AbstractUdfOperator(UserCodeWrapper<FT> function, OperatorInformation<OUT> operatorInfo,  String name);1405090423;Creates a new abstract operator with the given name wrapping the given user function.__@param function The wrapper object containing the user function._@param name The given name for the operator, used in plans, logs and progress messages.;protected AbstractUdfOperator(UserCodeWrapper<FT> function, OperatorInformation<OUT> operatorInfo,  String name) {_		super(operatorInfo, name)__		this.userFunction = function__	};creates,a,new,abstract,operator,with,the,given,name,wrapping,the,given,user,function,param,function,the,wrapper,object,containing,the,user,function,param,name,the,given,name,for,the,operator,used,in,plans,logs,and,progress,messages;protected,abstract,udf,operator,user,code,wrapper,ft,function,operator,information,out,operator,info,string,name,super,operator,info,name,this,user,function,function
AbstractUdfOperator -> protected AbstractUdfOperator(UserCodeWrapper<FT> function, OperatorInformation<OUT> operatorInfo,  String name);1411473593;Creates a new abstract operator with the given name wrapping the given user function.__@param function The wrapper object containing the user function._@param name The given name for the operator, used in plans, logs and progress messages.;protected AbstractUdfOperator(UserCodeWrapper<FT> function, OperatorInformation<OUT> operatorInfo,  String name) {_		super(operatorInfo, name)__		this.userFunction = function__	};creates,a,new,abstract,operator,with,the,given,name,wrapping,the,given,user,function,param,function,the,wrapper,object,containing,the,user,function,param,name,the,given,name,for,the,operator,used,in,plans,logs,and,progress,messages;protected,abstract,udf,operator,user,code,wrapper,ft,function,operator,information,out,operator,info,string,name,super,operator,info,name,this,user,function,function
AbstractUdfOperator -> protected AbstractUdfOperator(UserCodeWrapper<FT> function, OperatorInformation<OUT> operatorInfo,  String name);1446112342;Creates a new abstract operator with the given name wrapping the given user function.__@param function The wrapper object containing the user function._@param name The given name for the operator, used in plans, logs and progress messages.;protected AbstractUdfOperator(UserCodeWrapper<FT> function, OperatorInformation<OUT> operatorInfo,  String name) {_		super(operatorInfo, name)__		this.userFunction = function__	};creates,a,new,abstract,operator,with,the,given,name,wrapping,the,given,user,function,param,function,the,wrapper,object,containing,the,user,function,param,name,the,given,name,for,the,operator,used,in,plans,logs,and,progress,messages;protected,abstract,udf,operator,user,code,wrapper,ft,function,operator,information,out,operator,info,string,name,super,operator,info,name,this,user,function,function
AbstractUdfOperator -> protected AbstractUdfOperator(UserCodeWrapper<FT> function, OperatorInformation<OUT> operatorInfo,  String name);1451905579;Creates a new abstract operator with the given name wrapping the given user function.__@param function The wrapper object containing the user function._@param name The given name for the operator, used in plans, logs and progress messages.;protected AbstractUdfOperator(UserCodeWrapper<FT> function, OperatorInformation<OUT> operatorInfo,  String name) {_		super(operatorInfo, name)__		this.userFunction = function__	};creates,a,new,abstract,operator,with,the,given,name,wrapping,the,given,user,function,param,function,the,wrapper,object,containing,the,user,function,param,name,the,given,name,for,the,operator,used,in,plans,logs,and,progress,messages;protected,abstract,udf,operator,user,code,wrapper,ft,function,operator,information,out,operator,info,string,name,super,operator,info,name,this,user,function,function
AbstractUdfOperator -> protected AbstractUdfOperator(UserCodeWrapper<FT> function, OperatorInformation<OUT> operatorInfo,  String name);1452178883;Creates a new abstract operator with the given name wrapping the given user function.__@param function The wrapper object containing the user function._@param name The given name for the operator, used in plans, logs and progress messages.;protected AbstractUdfOperator(UserCodeWrapper<FT> function, OperatorInformation<OUT> operatorInfo,  String name) {_		super(operatorInfo, name)__		this.userFunction = function__	};creates,a,new,abstract,operator,with,the,given,name,wrapping,the,given,user,function,param,function,the,wrapper,object,containing,the,user,function,param,name,the,given,name,for,the,operator,used,in,plans,logs,and,progress,messages;protected,abstract,udf,operator,user,code,wrapper,ft,function,operator,information,out,operator,info,string,name,super,operator,info,name,this,user,function,function
AbstractUdfOperator -> protected AbstractUdfOperator(UserCodeWrapper<FT> function, OperatorInformation<OUT> operatorInfo,  String name);1455479358;Creates a new abstract operator with the given name wrapping the given user function.__@param function The wrapper object containing the user function._@param name The given name for the operator, used in plans, logs and progress messages.;protected AbstractUdfOperator(UserCodeWrapper<FT> function, OperatorInformation<OUT> operatorInfo,  String name) {_		super(operatorInfo, name)__		this.userFunction = function__	};creates,a,new,abstract,operator,with,the,given,name,wrapping,the,given,user,function,param,function,the,wrapper,object,containing,the,user,function,param,name,the,given,name,for,the,operator,used,in,plans,logs,and,progress,messages;protected,abstract,udf,operator,user,code,wrapper,ft,function,operator,information,out,operator,info,string,name,super,operator,info,name,this,user,function,function
AbstractUdfOperator -> @Override 	public UserCodeWrapper<FT> getUserCodeWrapper();1405024514;Gets the function that is held by this operator. The function is the actual implementation of the_user code.__This throws an exception if the pact does not contain an object but a class for the user_code.__@return The object with the user function for this operator.__@see org.apache.flink.api.common.operators.Operator#getUserCodeWrapper();@Override_	public UserCodeWrapper<FT> getUserCodeWrapper() {_		return userFunction__	};gets,the,function,that,is,held,by,this,operator,the,function,is,the,actual,implementation,of,the,user,code,this,throws,an,exception,if,the,pact,does,not,contain,an,object,but,a,class,for,the,user,code,return,the,object,with,the,user,function,for,this,operator,see,org,apache,flink,api,common,operators,operator,get,user,code,wrapper;override,public,user,code,wrapper,ft,get,user,code,wrapper,return,user,function
AbstractUdfOperator -> @Override 	public UserCodeWrapper<FT> getUserCodeWrapper();1405090423;Gets the function that is held by this operator. The function is the actual implementation of the_user code.__This throws an exception if the pact does not contain an object but a class for the user_code.__@return The object with the user function for this operator.__@see org.apache.flink.api.common.operators.Operator#getUserCodeWrapper();@Override_	public UserCodeWrapper<FT> getUserCodeWrapper() {_		return userFunction__	};gets,the,function,that,is,held,by,this,operator,the,function,is,the,actual,implementation,of,the,user,code,this,throws,an,exception,if,the,pact,does,not,contain,an,object,but,a,class,for,the,user,code,return,the,object,with,the,user,function,for,this,operator,see,org,apache,flink,api,common,operators,operator,get,user,code,wrapper;override,public,user,code,wrapper,ft,get,user,code,wrapper,return,user,function
AbstractUdfOperator -> @Override 	public UserCodeWrapper<FT> getUserCodeWrapper();1411473593;Gets the function that is held by this operator. The function is the actual implementation of the_user code.__This throws an exception if the pact does not contain an object but a class for the user_code.__@return The object with the user function for this operator.__@see org.apache.flink.api.common.operators.Operator#getUserCodeWrapper();@Override_	public UserCodeWrapper<FT> getUserCodeWrapper() {_		return userFunction__	};gets,the,function,that,is,held,by,this,operator,the,function,is,the,actual,implementation,of,the,user,code,this,throws,an,exception,if,the,pact,does,not,contain,an,object,but,a,class,for,the,user,code,return,the,object,with,the,user,function,for,this,operator,see,org,apache,flink,api,common,operators,operator,get,user,code,wrapper;override,public,user,code,wrapper,ft,get,user,code,wrapper,return,user,function
AbstractUdfOperator -> @Override 	public UserCodeWrapper<FT> getUserCodeWrapper();1446112342;Gets the function that is held by this operator. The function is the actual implementation of the_user code.__This throws an exception if the pact does not contain an object but a class for the user_code.__@return The object with the user function for this operator.__@see org.apache.flink.api.common.operators.Operator#getUserCodeWrapper();@Override_	public UserCodeWrapper<FT> getUserCodeWrapper() {_		return userFunction__	};gets,the,function,that,is,held,by,this,operator,the,function,is,the,actual,implementation,of,the,user,code,this,throws,an,exception,if,the,pact,does,not,contain,an,object,but,a,class,for,the,user,code,return,the,object,with,the,user,function,for,this,operator,see,org,apache,flink,api,common,operators,operator,get,user,code,wrapper;override,public,user,code,wrapper,ft,get,user,code,wrapper,return,user,function
AbstractUdfOperator -> @Override 	public UserCodeWrapper<FT> getUserCodeWrapper();1451905579;Gets the function that is held by this operator. The function is the actual implementation of the_user code.__This throws an exception if the pact does not contain an object but a class for the user_code.__@return The object with the user function for this operator.__@see org.apache.flink.api.common.operators.Operator#getUserCodeWrapper();@Override_	public UserCodeWrapper<FT> getUserCodeWrapper() {_		return userFunction__	};gets,the,function,that,is,held,by,this,operator,the,function,is,the,actual,implementation,of,the,user,code,this,throws,an,exception,if,the,pact,does,not,contain,an,object,but,a,class,for,the,user,code,return,the,object,with,the,user,function,for,this,operator,see,org,apache,flink,api,common,operators,operator,get,user,code,wrapper;override,public,user,code,wrapper,ft,get,user,code,wrapper,return,user,function
AbstractUdfOperator -> @Override 	public UserCodeWrapper<FT> getUserCodeWrapper();1452178883;Gets the function that is held by this operator. The function is the actual implementation of the_user code.__This throws an exception if the pact does not contain an object but a class for the user_code.__@return The object with the user function for this operator.__@see org.apache.flink.api.common.operators.Operator#getUserCodeWrapper();@Override_	public UserCodeWrapper<FT> getUserCodeWrapper() {_		return userFunction__	};gets,the,function,that,is,held,by,this,operator,the,function,is,the,actual,implementation,of,the,user,code,this,throws,an,exception,if,the,pact,does,not,contain,an,object,but,a,class,for,the,user,code,return,the,object,with,the,user,function,for,this,operator,see,org,apache,flink,api,common,operators,operator,get,user,code,wrapper;override,public,user,code,wrapper,ft,get,user,code,wrapper,return,user,function
AbstractUdfOperator -> @Override 	public UserCodeWrapper<FT> getUserCodeWrapper();1455479358;Gets the function that is held by this operator. The function is the actual implementation of the_user code.__This throws an exception if the pact does not contain an object but a class for the user_code.__@return The object with the user function for this operator.__@see org.apache.flink.api.common.operators.Operator#getUserCodeWrapper();@Override_	public UserCodeWrapper<FT> getUserCodeWrapper() {_		return userFunction__	};gets,the,function,that,is,held,by,this,operator,the,function,is,the,actual,implementation,of,the,user,code,this,throws,an,exception,if,the,pact,does,not,contain,an,object,but,a,class,for,the,user,code,return,the,object,with,the,user,function,for,this,operator,see,org,apache,flink,api,common,operators,operator,get,user,code,wrapper;override,public,user,code,wrapper,ft,get,user,code,wrapper,return,user,function
AbstractUdfOperator -> public <T> void setBroadcastVariables(Map<String, Operator<T>> inputs);1405024514;Clears all previous broadcast inputs and binds the given inputs as_broadcast variables of this operator.__@param inputs The <name, root> pairs to be set as broadcast inputs.;public <T> void setBroadcastVariables(Map<String, Operator<T>> inputs) {_		this.broadcastInputs.clear()__		this.broadcastInputs.putAll(inputs)__	};clears,all,previous,broadcast,inputs,and,binds,the,given,inputs,as,broadcast,variables,of,this,operator,param,inputs,the,name,root,pairs,to,be,set,as,broadcast,inputs;public,t,void,set,broadcast,variables,map,string,operator,t,inputs,this,broadcast,inputs,clear,this,broadcast,inputs,put,all,inputs
