# id;timestamp;commentText;codeText;commentWords;codeWords
SingleColumnRowMapper -> public static <T> SingleColumnRowMapper<T> newInstance(Class<T> requiredType);1403630813;Static factory method to create a new ParameterizedSingleColumnRowMapper_(with the required type specified only once)._@param requiredType the type that each result object is expected to match_@since 4.1;public static <T> SingleColumnRowMapper<T> newInstance(Class<T> requiredType) {_		SingleColumnRowMapper<T> newInstance = new SingleColumnRowMapper<T>()__		newInstance.setRequiredType(requiredType)__		return newInstance__	};static,factory,method,to,create,a,new,parameterized,single,column,row,mapper,with,the,required,type,specified,only,once,param,required,type,the,type,that,each,result,object,is,expected,to,match,since,4,1;public,static,t,single,column,row,mapper,t,new,instance,class,t,required,type,single,column,row,mapper,t,new,instance,new,single,column,row,mapper,t,new,instance,set,required,type,required,type,return,new,instance
SingleColumnRowMapper -> @SuppressWarnings("unchecked") 	protected Object convertValueToRequiredType(Object value, Class<?> requiredType);1403630813;Convert the given column value to the specified required type._Only called if the extracted column value does not match already._<p>If the required type is String, the value will simply get stringified_via {@code toString()}. In case of a Number, the value will be_converted into a Number, either through number conversion or through_String parsing (depending on the value type)._@param value the column value as extracted from {@code getColumnValue()}_(never {@code null})_@param requiredType the type that each result object is expected to match_(never {@code null})_@return the converted value_@see #getColumnValue(java.sql.ResultSet, int, Class);@SuppressWarnings("unchecked")_	protected Object convertValueToRequiredType(Object value, Class<?> requiredType) {_		if (String.class.equals(requiredType)) {_			return value.toString()__		}_		else if (Number.class.isAssignableFrom(requiredType)) {_			if (value instanceof Number) {_				_				return NumberUtils.convertNumberToTargetClass(((Number) value), (Class<Number>) requiredType)__			}_			else {_				_				return NumberUtils.parseNumber(value.toString(),(Class<Number>) requiredType)__			}_		}_		else {_			throw new IllegalArgumentException(_					"Value [" + value + "] is of type [" + value.getClass().getName() +_					"] and cannot be converted to required type [" + requiredType.getName() + "]")__		}_	};convert,the,given,column,value,to,the,specified,required,type,only,called,if,the,extracted,column,value,does,not,match,already,p,if,the,required,type,is,string,the,value,will,simply,get,stringified,via,code,to,string,in,case,of,a,number,the,value,will,be,converted,into,a,number,either,through,number,conversion,or,through,string,parsing,depending,on,the,value,type,param,value,the,column,value,as,extracted,from,code,get,column,value,never,code,null,param,required,type,the,type,that,each,result,object,is,expected,to,match,never,code,null,return,the,converted,value,see,get,column,value,java,sql,result,set,int,class;suppress,warnings,unchecked,protected,object,convert,value,to,required,type,object,value,class,required,type,if,string,class,equals,required,type,return,value,to,string,else,if,number,class,is,assignable,from,required,type,if,value,instanceof,number,return,number,utils,convert,number,to,target,class,number,value,class,number,required,type,else,return,number,utils,parse,number,value,to,string,class,number,required,type,else,throw,new,illegal,argument,exception,value,value,is,of,type,value,get,class,get,name,and,cannot,be,converted,to,required,type,required,type,get,name
SingleColumnRowMapper -> @SuppressWarnings("unchecked") 	protected Object convertValueToRequiredType(Object value, Class<?> requiredType);1432125256;Convert the given column value to the specified required type._Only called if the extracted column value does not match already._<p>If the required type is String, the value will simply get stringified_via {@code toString()}. In case of a Number, the value will be_converted into a Number, either through number conversion or through_String parsing (depending on the value type)._@param value the column value as extracted from {@code getColumnValue()}_(never {@code null})_@param requiredType the type that each result object is expected to match_(never {@code null})_@return the converted value_@see #getColumnValue(java.sql.ResultSet, int, Class);@SuppressWarnings("unchecked")_	protected Object convertValueToRequiredType(Object value, Class<?> requiredType) {_		if (String.class == requiredType) {_			return value.toString()__		}_		else if (Number.class.isAssignableFrom(requiredType)) {_			if (value instanceof Number) {_				_				return NumberUtils.convertNumberToTargetClass(((Number) value), (Class<Number>) requiredType)__			}_			else {_				_				return NumberUtils.parseNumber(value.toString(),(Class<Number>) requiredType)__			}_		}_		else {_			throw new IllegalArgumentException(_					"Value [" + value + "] is of type [" + value.getClass().getName() +_					"] and cannot be converted to required type [" + requiredType.getName() + "]")__		}_	};convert,the,given,column,value,to,the,specified,required,type,only,called,if,the,extracted,column,value,does,not,match,already,p,if,the,required,type,is,string,the,value,will,simply,get,stringified,via,code,to,string,in,case,of,a,number,the,value,will,be,converted,into,a,number,either,through,number,conversion,or,through,string,parsing,depending,on,the,value,type,param,value,the,column,value,as,extracted,from,code,get,column,value,never,code,null,param,required,type,the,type,that,each,result,object,is,expected,to,match,never,code,null,return,the,converted,value,see,get,column,value,java,sql,result,set,int,class;suppress,warnings,unchecked,protected,object,convert,value,to,required,type,object,value,class,required,type,if,string,class,required,type,return,value,to,string,else,if,number,class,is,assignable,from,required,type,if,value,instanceof,number,return,number,utils,convert,number,to,target,class,number,value,class,number,required,type,else,return,number,utils,parse,number,value,to,string,class,number,required,type,else,throw,new,illegal,argument,exception,value,value,is,of,type,value,get,class,get,name,and,cannot,be,converted,to,required,type,required,type,get,name
SingleColumnRowMapper -> @SuppressWarnings("unchecked") 	protected Object convertValueToRequiredType(Object value, Class<?> requiredType);1436815857;Convert the given column value to the specified required type._Only called if the extracted column value does not match already._<p>If the required type is String, the value will simply get stringified_via {@code toString()}. In case of a Number, the value will be_converted into a Number, either through number conversion or through_String parsing (depending on the value type)._@param value the column value as extracted from {@code getColumnValue()}_(never {@code null})_@param requiredType the type that each result object is expected to match_(never {@code null})_@return the converted value_@see #getColumnValue(java.sql.ResultSet, int, Class);@SuppressWarnings("unchecked")_	protected Object convertValueToRequiredType(Object value, Class<?> requiredType) {_		if (String.class == requiredType) {_			return value.toString()__		}_		else if (Number.class.isAssignableFrom(requiredType)) {_			if (value instanceof Number) {_				_				return NumberUtils.convertNumberToTargetClass(((Number) value), (Class<Number>) requiredType)__			}_			else {_				_				return NumberUtils.parseNumber(value.toString(),(Class<Number>) requiredType)__			}_		}_		else {_			throw new IllegalArgumentException(_					"Value [" + value + "] is of type [" + value.getClass().getName() +_					"] and cannot be converted to required type [" + requiredType.getName() + "]")__		}_	};convert,the,given,column,value,to,the,specified,required,type,only,called,if,the,extracted,column,value,does,not,match,already,p,if,the,required,type,is,string,the,value,will,simply,get,stringified,via,code,to,string,in,case,of,a,number,the,value,will,be,converted,into,a,number,either,through,number,conversion,or,through,string,parsing,depending,on,the,value,type,param,value,the,column,value,as,extracted,from,code,get,column,value,never,code,null,param,required,type,the,type,that,each,result,object,is,expected,to,match,never,code,null,return,the,converted,value,see,get,column,value,java,sql,result,set,int,class;suppress,warnings,unchecked,protected,object,convert,value,to,required,type,object,value,class,required,type,if,string,class,required,type,return,value,to,string,else,if,number,class,is,assignable,from,required,type,if,value,instanceof,number,return,number,utils,convert,number,to,target,class,number,value,class,number,required,type,else,return,number,utils,parse,number,value,to,string,class,number,required,type,else,throw,new,illegal,argument,exception,value,value,is,of,type,value,get,class,get,name,and,cannot,be,converted,to,required,type,required,type,get,name
SingleColumnRowMapper -> @SuppressWarnings("unchecked") 	protected Object convertValueToRequiredType(Object value, Class<?> requiredType);1467730834;Convert the given column value to the specified required type._Only called if the extracted column value does not match already._<p>If the required type is String, the value will simply get stringified_via {@code toString()}. In case of a Number, the value will be_converted into a Number, either through number conversion or through_String parsing (depending on the value type)._@param value the column value as extracted from {@code getColumnValue()}_(never {@code null})_@param requiredType the type that each result object is expected to match_(never {@code null})_@return the converted value_@see #getColumnValue(java.sql.ResultSet, int, Class);@SuppressWarnings("unchecked")_	protected Object convertValueToRequiredType(Object value, Class<?> requiredType) {_		if (String.class == requiredType) {_			return value.toString()__		}_		else if (Number.class.isAssignableFrom(requiredType)) {_			if (value instanceof Number) {_				_				return NumberUtils.convertNumberToTargetClass(((Number) value), (Class<Number>) requiredType)__			}_			else {_				_				return NumberUtils.parseNumber(value.toString(),(Class<Number>) requiredType)__			}_		}_		else {_			throw new IllegalArgumentException(_					"Value [" + value + "] is of type [" + value.getClass().getName() +_					"] and cannot be converted to required type [" + requiredType.getName() + "]")__		}_	};convert,the,given,column,value,to,the,specified,required,type,only,called,if,the,extracted,column,value,does,not,match,already,p,if,the,required,type,is,string,the,value,will,simply,get,stringified,via,code,to,string,in,case,of,a,number,the,value,will,be,converted,into,a,number,either,through,number,conversion,or,through,string,parsing,depending,on,the,value,type,param,value,the,column,value,as,extracted,from,code,get,column,value,never,code,null,param,required,type,the,type,that,each,result,object,is,expected,to,match,never,code,null,return,the,converted,value,see,get,column,value,java,sql,result,set,int,class;suppress,warnings,unchecked,protected,object,convert,value,to,required,type,object,value,class,required,type,if,string,class,required,type,return,value,to,string,else,if,number,class,is,assignable,from,required,type,if,value,instanceof,number,return,number,utils,convert,number,to,target,class,number,value,class,number,required,type,else,return,number,utils,parse,number,value,to,string,class,number,required,type,else,throw,new,illegal,argument,exception,value,value,is,of,type,value,get,class,get,name,and,cannot,be,converted,to,required,type,required,type,get,name
SingleColumnRowMapper -> @SuppressWarnings("unchecked") 	protected Object convertValueToRequiredType(Object value, Class<?> requiredType);1495868221;Convert the given column value to the specified required type._Only called if the extracted column value does not match already._<p>If the required type is String, the value will simply get stringified_via {@code toString()}. In case of a Number, the value will be_converted into a Number, either through number conversion or through_String parsing (depending on the value type)._@param value the column value as extracted from {@code getColumnValue()}_(never {@code null})_@param requiredType the type that each result object is expected to match_(never {@code null})_@return the converted value_@see #getColumnValue(java.sql.ResultSet, int, Class);@SuppressWarnings("unchecked")_	protected Object convertValueToRequiredType(Object value, Class<?> requiredType) {_		if (String.class == requiredType) {_			return value.toString()__		}_		else if (Number.class.isAssignableFrom(requiredType)) {_			if (value instanceof Number) {_				_				return NumberUtils.convertNumberToTargetClass(((Number) value), (Class<Number>) requiredType)__			}_			else {_				_				return NumberUtils.parseNumber(value.toString(),(Class<Number>) requiredType)__			}_		}_		else {_			throw new IllegalArgumentException(_					"Value [" + value + "] is of type [" + value.getClass().getName() +_					"] and cannot be converted to required type [" + requiredType.getName() + "]")__		}_	};convert,the,given,column,value,to,the,specified,required,type,only,called,if,the,extracted,column,value,does,not,match,already,p,if,the,required,type,is,string,the,value,will,simply,get,stringified,via,code,to,string,in,case,of,a,number,the,value,will,be,converted,into,a,number,either,through,number,conversion,or,through,string,parsing,depending,on,the,value,type,param,value,the,column,value,as,extracted,from,code,get,column,value,never,code,null,param,required,type,the,type,that,each,result,object,is,expected,to,match,never,code,null,return,the,converted,value,see,get,column,value,java,sql,result,set,int,class;suppress,warnings,unchecked,protected,object,convert,value,to,required,type,object,value,class,required,type,if,string,class,required,type,return,value,to,string,else,if,number,class,is,assignable,from,required,type,if,value,instanceof,number,return,number,utils,convert,number,to,target,class,number,value,class,number,required,type,else,return,number,utils,parse,number,value,to,string,class,number,required,type,else,throw,new,illegal,argument,exception,value,value,is,of,type,value,get,class,get,name,and,cannot,be,converted,to,required,type,required,type,get,name
SingleColumnRowMapper -> @SuppressWarnings("unchecked") 	protected Object convertValueToRequiredType(Object value, Class<?> requiredType);1496837955;Convert the given column value to the specified required type._Only called if the extracted column value does not match already._<p>If the required type is String, the value will simply get stringified_via {@code toString()}. In case of a Number, the value will be_converted into a Number, either through number conversion or through_String parsing (depending on the value type)._@param value the column value as extracted from {@code getColumnValue()}_(never {@code null})_@param requiredType the type that each result object is expected to match_(never {@code null})_@return the converted value_@see #getColumnValue(java.sql.ResultSet, int, Class);@SuppressWarnings("unchecked")_	protected Object convertValueToRequiredType(Object value, Class<?> requiredType) {_		if (String.class == requiredType) {_			return value.toString()__		}_		else if (Number.class.isAssignableFrom(requiredType)) {_			if (value instanceof Number) {_				_				return NumberUtils.convertNumberToTargetClass(((Number) value), (Class<Number>) requiredType)__			}_			else {_				_				return NumberUtils.parseNumber(value.toString(),(Class<Number>) requiredType)__			}_		}_		else {_			throw new IllegalArgumentException(_					"Value [" + value + "] is of type [" + value.getClass().getName() +_					"] and cannot be converted to required type [" + requiredType.getName() + "]")__		}_	};convert,the,given,column,value,to,the,specified,required,type,only,called,if,the,extracted,column,value,does,not,match,already,p,if,the,required,type,is,string,the,value,will,simply,get,stringified,via,code,to,string,in,case,of,a,number,the,value,will,be,converted,into,a,number,either,through,number,conversion,or,through,string,parsing,depending,on,the,value,type,param,value,the,column,value,as,extracted,from,code,get,column,value,never,code,null,param,required,type,the,type,that,each,result,object,is,expected,to,match,never,code,null,return,the,converted,value,see,get,column,value,java,sql,result,set,int,class;suppress,warnings,unchecked,protected,object,convert,value,to,required,type,object,value,class,required,type,if,string,class,required,type,return,value,to,string,else,if,number,class,is,assignable,from,required,type,if,value,instanceof,number,return,number,utils,convert,number,to,target,class,number,value,class,number,required,type,else,return,number,utils,parse,number,value,to,string,class,number,required,type,else,throw,new,illegal,argument,exception,value,value,is,of,type,value,get,class,get,name,and,cannot,be,converted,to,required,type,required,type,get,name
SingleColumnRowMapper -> @SuppressWarnings("unchecked") 	protected Object convertValueToRequiredType(Object value, Class<?> requiredType);1498780456;Convert the given column value to the specified required type._Only called if the extracted column value does not match already._<p>If the required type is String, the value will simply get stringified_via {@code toString()}. In case of a Number, the value will be_converted into a Number, either through number conversion or through_String parsing (depending on the value type)._@param value the column value as extracted from {@code getColumnValue()}_(never {@code null})_@param requiredType the type that each result object is expected to match_(never {@code null})_@return the converted value_@see #getColumnValue(java.sql.ResultSet, int, Class);@SuppressWarnings("unchecked")_	protected Object convertValueToRequiredType(Object value, Class<?> requiredType) {_		if (String.class == requiredType) {_			return value.toString()__		}_		else if (Number.class.isAssignableFrom(requiredType)) {_			if (value instanceof Number) {_				_				return NumberUtils.convertNumberToTargetClass(((Number) value), (Class<Number>) requiredType)__			}_			else {_				_				return NumberUtils.parseNumber(value.toString(),(Class<Number>) requiredType)__			}_		}_		else {_			throw new IllegalArgumentException(_					"Value [" + value + "] is of type [" + value.getClass().getName() +_					"] and cannot be converted to required type [" + requiredType.getName() + "]")__		}_	};convert,the,given,column,value,to,the,specified,required,type,only,called,if,the,extracted,column,value,does,not,match,already,p,if,the,required,type,is,string,the,value,will,simply,get,stringified,via,code,to,string,in,case,of,a,number,the,value,will,be,converted,into,a,number,either,through,number,conversion,or,through,string,parsing,depending,on,the,value,type,param,value,the,column,value,as,extracted,from,code,get,column,value,never,code,null,param,required,type,the,type,that,each,result,object,is,expected,to,match,never,code,null,return,the,converted,value,see,get,column,value,java,sql,result,set,int,class;suppress,warnings,unchecked,protected,object,convert,value,to,required,type,object,value,class,required,type,if,string,class,required,type,return,value,to,string,else,if,number,class,is,assignable,from,required,type,if,value,instanceof,number,return,number,utils,convert,number,to,target,class,number,value,class,number,required,type,else,return,number,utils,parse,number,value,to,string,class,number,required,type,else,throw,new,illegal,argument,exception,value,value,is,of,type,value,get,class,get,name,and,cannot,be,converted,to,required,type,required,type,get,name
SingleColumnRowMapper -> @SuppressWarnings("unchecked") 	protected Object convertValueToRequiredType(Object value, Class<?> requiredType);1502974979;Convert the given column value to the specified required type._Only called if the extracted column value does not match already._<p>If the required type is String, the value will simply get stringified_via {@code toString()}. In case of a Number, the value will be_converted into a Number, either through number conversion or through_String parsing (depending on the value type)._@param value the column value as extracted from {@code getColumnValue()}_(never {@code null})_@param requiredType the type that each result object is expected to match_(never {@code null})_@return the converted value_@see #getColumnValue(java.sql.ResultSet, int, Class);@SuppressWarnings("unchecked")_	protected Object convertValueToRequiredType(Object value, Class<?> requiredType) {_		if (String.class == requiredType) {_			return value.toString()__		}_		else if (Number.class.isAssignableFrom(requiredType)) {_			if (value instanceof Number) {_				_				return NumberUtils.convertNumberToTargetClass(((Number) value), (Class<Number>) requiredType)__			}_			else {_				_				return NumberUtils.parseNumber(value.toString(),(Class<Number>) requiredType)__			}_		}_		else {_			throw new IllegalArgumentException(_					"Value [" + value + "] is of type [" + value.getClass().getName() +_					"] and cannot be converted to required type [" + requiredType.getName() + "]")__		}_	};convert,the,given,column,value,to,the,specified,required,type,only,called,if,the,extracted,column,value,does,not,match,already,p,if,the,required,type,is,string,the,value,will,simply,get,stringified,via,code,to,string,in,case,of,a,number,the,value,will,be,converted,into,a,number,either,through,number,conversion,or,through,string,parsing,depending,on,the,value,type,param,value,the,column,value,as,extracted,from,code,get,column,value,never,code,null,param,required,type,the,type,that,each,result,object,is,expected,to,match,never,code,null,return,the,converted,value,see,get,column,value,java,sql,result,set,int,class;suppress,warnings,unchecked,protected,object,convert,value,to,required,type,object,value,class,required,type,if,string,class,required,type,return,value,to,string,else,if,number,class,is,assignable,from,required,type,if,value,instanceof,number,return,number,utils,convert,number,to,target,class,number,value,class,number,required,type,else,return,number,utils,parse,number,value,to,string,class,number,required,type,else,throw,new,illegal,argument,exception,value,value,is,of,type,value,get,class,get,name,and,cannot,be,converted,to,required,type,required,type,get,name
SingleColumnRowMapper -> public void setConversionService(@Nullable ConversionService conversionService);1518385010;Set a {@link ConversionService} for converting a fetched value._<p>Default is the {@link DefaultConversionService}._@since 5.0.4_@see DefaultConversionService#getSharedInstance;public void setConversionService(@Nullable ConversionService conversionService) {_		this.conversionService = conversionService__	};set,a,link,conversion,service,for,converting,a,fetched,value,p,default,is,the,link,default,conversion,service,since,5,0,4,see,default,conversion,service,get,shared,instance;public,void,set,conversion,service,nullable,conversion,service,conversion,service,this,conversion,service,conversion,service
SingleColumnRowMapper -> public void setConversionService(@Nullable ConversionService conversionService);1530174524;Set a {@link ConversionService} for converting a fetched value._<p>Default is the {@link DefaultConversionService}._@since 5.0.4_@see DefaultConversionService#getSharedInstance;public void setConversionService(@Nullable ConversionService conversionService) {_		this.conversionService = conversionService__	};set,a,link,conversion,service,for,converting,a,fetched,value,p,default,is,the,link,default,conversion,service,since,5,0,4,see,default,conversion,service,get,shared,instance;public,void,set,conversion,service,nullable,conversion,service,conversion,service,this,conversion,service,conversion,service
SingleColumnRowMapper -> @Nullable 	protected Object getColumnValue(ResultSet rs, int index, @Nullable Class<?> requiredType) throws SQLException;1496837955;Retrieve a JDBC object value for the specified column._<p>The default implementation calls_{@link JdbcUtils#getResultSetValue(java.sql.ResultSet, int, Class)}._If no required type has been specified, this method delegates to_{@code getColumnValue(rs, index)}, which basically calls_{@code ResultSet.getObject(index)} but applies some additional_default conversion to appropriate value types._@param rs is the ResultSet holding the data_@param index is the column index_@param requiredType the type that each result object is expected to match_(or {@code null} if none specified)_@return the Object value_@throws SQLException in case of extraction failure_@see org.springframework.jdbc.support.JdbcUtils#getResultSetValue(java.sql.ResultSet, int, Class)_@see #getColumnValue(java.sql.ResultSet, int);@Nullable_	protected Object getColumnValue(ResultSet rs, int index, @Nullable Class<?> requiredType) throws SQLException {_		if (requiredType != null) {_			return JdbcUtils.getResultSetValue(rs, index, requiredType)__		}_		else {_			_			return getColumnValue(rs, index)__		}_	};retrieve,a,jdbc,object,value,for,the,specified,column,p,the,default,implementation,calls,link,jdbc,utils,get,result,set,value,java,sql,result,set,int,class,if,no,required,type,has,been,specified,this,method,delegates,to,code,get,column,value,rs,index,which,basically,calls,code,result,set,get,object,index,but,applies,some,additional,default,conversion,to,appropriate,value,types,param,rs,is,the,result,set,holding,the,data,param,index,is,the,column,index,param,required,type,the,type,that,each,result,object,is,expected,to,match,or,code,null,if,none,specified,return,the,object,value,throws,sqlexception,in,case,of,extraction,failure,see,org,springframework,jdbc,support,jdbc,utils,get,result,set,value,java,sql,result,set,int,class,see,get,column,value,java,sql,result,set,int;nullable,protected,object,get,column,value,result,set,rs,int,index,nullable,class,required,type,throws,sqlexception,if,required,type,null,return,jdbc,utils,get,result,set,value,rs,index,required,type,else,return,get,column,value,rs,index
