# id;timestamp;commentText;codeText;commentWords;codeWords
SimpleHttpInvokerServiceExporter -> @Override 	public void handle(HttpExchange exchange) throws IOException;1356735495;Reads a remote invocation from the request, executes it,_and writes the remote invocation result to the response._@see #readRemoteInvocation(com.sun.net.httpserver.HttpExchange)_@see #invokeAndCreateResult(org.springframework.remoting.support.RemoteInvocation, Object)_@see #writeRemoteInvocationResult(com.sun.net.httpserver.HttpExchange, org.springframework.remoting.support.RemoteInvocationResult);@Override_	public void handle(HttpExchange exchange) throws IOException {_		try {_			RemoteInvocation invocation = readRemoteInvocation(exchange)__			RemoteInvocationResult result = invokeAndCreateResult(invocation, getProxy())__			writeRemoteInvocationResult(exchange, result)__			exchange.close()__		}_		catch (ClassNotFoundException ex) {_			exchange.sendResponseHeaders(500, -1)__			logger.error("Class not found during deserialization", ex)__		}_	};reads,a,remote,invocation,from,the,request,executes,it,and,writes,the,remote,invocation,result,to,the,response,see,read,remote,invocation,com,sun,net,httpserver,http,exchange,see,invoke,and,create,result,org,springframework,remoting,support,remote,invocation,object,see,write,remote,invocation,result,com,sun,net,httpserver,http,exchange,org,springframework,remoting,support,remote,invocation,result;override,public,void,handle,http,exchange,exchange,throws,ioexception,try,remote,invocation,invocation,read,remote,invocation,exchange,remote,invocation,result,result,invoke,and,create,result,invocation,get,proxy,write,remote,invocation,result,exchange,result,exchange,close,catch,class,not,found,exception,ex,exchange,send,response,headers,500,1,logger,error,class,not,found,during,deserialization,ex
SimpleHttpInvokerServiceExporter -> protected InputStream decorateInputStream(HttpExchange exchange, InputStream is) throws IOException;1357119239;Return the InputStream to use for reading remote invocations,_potentially decorating the given original InputStream._<p>The default implementation returns the given stream as-is._Can be overridden, for example, for custom encryption or compression._@param exchange current HTTP request/response_@param is the original InputStream_@return the potentially decorated InputStream_@throws java.io.IOException in case of I/O failure;protected InputStream decorateInputStream(HttpExchange exchange, InputStream is) throws IOException {_		return is__	};return,the,input,stream,to,use,for,reading,remote,invocations,potentially,decorating,the,given,original,input,stream,p,the,default,implementation,returns,the,given,stream,as,is,can,be,overridden,for,example,for,custom,encryption,or,compression,param,exchange,current,http,request,response,param,is,the,original,input,stream,return,the,potentially,decorated,input,stream,throws,java,io,ioexception,in,case,of,i,o,failure;protected,input,stream,decorate,input,stream,http,exchange,exchange,input,stream,is,throws,ioexception,return,is
SimpleHttpInvokerServiceExporter -> protected InputStream decorateInputStream(HttpExchange exchange, InputStream is) throws IOException;1368482696;Return the InputStream to use for reading remote invocations,_potentially decorating the given original InputStream._<p>The default implementation returns the given stream as-is._Can be overridden, for example, for custom encryption or compression._@param exchange current HTTP request/response_@param is the original InputStream_@return the potentially decorated InputStream_@throws java.io.IOException in case of I/O failure;protected InputStream decorateInputStream(HttpExchange exchange, InputStream is) throws IOException {_		return is__	};return,the,input,stream,to,use,for,reading,remote,invocations,potentially,decorating,the,given,original,input,stream,p,the,default,implementation,returns,the,given,stream,as,is,can,be,overridden,for,example,for,custom,encryption,or,compression,param,exchange,current,http,request,response,param,is,the,original,input,stream,return,the,potentially,decorated,input,stream,throws,java,io,ioexception,in,case,of,i,o,failure;protected,input,stream,decorate,input,stream,http,exchange,exchange,input,stream,is,throws,ioexception,return,is
SimpleHttpInvokerServiceExporter -> protected InputStream decorateInputStream(HttpExchange exchange, InputStream is) throws IOException;1398858661;Return the InputStream to use for reading remote invocations,_potentially decorating the given original InputStream._<p>The default implementation returns the given stream as-is._Can be overridden, for example, for custom encryption or compression._@param exchange current HTTP request/response_@param is the original InputStream_@return the potentially decorated InputStream_@throws java.io.IOException in case of I/O failure;protected InputStream decorateInputStream(HttpExchange exchange, InputStream is) throws IOException {_		return is__	};return,the,input,stream,to,use,for,reading,remote,invocations,potentially,decorating,the,given,original,input,stream,p,the,default,implementation,returns,the,given,stream,as,is,can,be,overridden,for,example,for,custom,encryption,or,compression,param,exchange,current,http,request,response,param,is,the,original,input,stream,return,the,potentially,decorated,input,stream,throws,java,io,ioexception,in,case,of,i,o,failure;protected,input,stream,decorate,input,stream,http,exchange,exchange,input,stream,is,throws,ioexception,return,is
SimpleHttpInvokerServiceExporter -> protected InputStream decorateInputStream(HttpExchange exchange, InputStream is) throws IOException;1401910463;Return the InputStream to use for reading remote invocations,_potentially decorating the given original InputStream._<p>The default implementation returns the given stream as-is._Can be overridden, for example, for custom encryption or compression._@param exchange current HTTP request/response_@param is the original InputStream_@return the potentially decorated InputStream_@throws java.io.IOException in case of I/O failure;protected InputStream decorateInputStream(HttpExchange exchange, InputStream is) throws IOException {_		return is__	};return,the,input,stream,to,use,for,reading,remote,invocations,potentially,decorating,the,given,original,input,stream,p,the,default,implementation,returns,the,given,stream,as,is,can,be,overridden,for,example,for,custom,encryption,or,compression,param,exchange,current,http,request,response,param,is,the,original,input,stream,return,the,potentially,decorated,input,stream,throws,java,io,ioexception,in,case,of,i,o,failure;protected,input,stream,decorate,input,stream,http,exchange,exchange,input,stream,is,throws,ioexception,return,is
SimpleHttpInvokerServiceExporter -> protected InputStream decorateInputStream(HttpExchange exchange, InputStream is) throws IOException;1468613531;Return the InputStream to use for reading remote invocations,_potentially decorating the given original InputStream._<p>The default implementation returns the given stream as-is._Can be overridden, for example, for custom encryption or compression._@param exchange current HTTP request/response_@param is the original InputStream_@return the potentially decorated InputStream_@throws java.io.IOException in case of I/O failure;protected InputStream decorateInputStream(HttpExchange exchange, InputStream is) throws IOException {_		return is__	};return,the,input,stream,to,use,for,reading,remote,invocations,potentially,decorating,the,given,original,input,stream,p,the,default,implementation,returns,the,given,stream,as,is,can,be,overridden,for,example,for,custom,encryption,or,compression,param,exchange,current,http,request,response,param,is,the,original,input,stream,return,the,potentially,decorated,input,stream,throws,java,io,ioexception,in,case,of,i,o,failure;protected,input,stream,decorate,input,stream,http,exchange,exchange,input,stream,is,throws,ioexception,return,is
SimpleHttpInvokerServiceExporter -> protected InputStream decorateInputStream(HttpExchange exchange, InputStream is) throws IOException;1490350197;Return the InputStream to use for reading remote invocations,_potentially decorating the given original InputStream._<p>The default implementation returns the given stream as-is._Can be overridden, for example, for custom encryption or compression._@param exchange current HTTP request/response_@param is the original InputStream_@return the potentially decorated InputStream_@throws java.io.IOException in case of I/O failure;protected InputStream decorateInputStream(HttpExchange exchange, InputStream is) throws IOException {_		return is__	};return,the,input,stream,to,use,for,reading,remote,invocations,potentially,decorating,the,given,original,input,stream,p,the,default,implementation,returns,the,given,stream,as,is,can,be,overridden,for,example,for,custom,encryption,or,compression,param,exchange,current,http,request,response,param,is,the,original,input,stream,return,the,potentially,decorated,input,stream,throws,java,io,ioexception,in,case,of,i,o,failure;protected,input,stream,decorate,input,stream,http,exchange,exchange,input,stream,is,throws,ioexception,return,is
SimpleHttpInvokerServiceExporter -> protected InputStream decorateInputStream(HttpExchange exchange, InputStream is) throws IOException;1533666953;Return the InputStream to use for reading remote invocations,_potentially decorating the given original InputStream._<p>The default implementation returns the given stream as-is._Can be overridden, for example, for custom encryption or compression._@param exchange current HTTP request/response_@param is the original InputStream_@return the potentially decorated InputStream_@throws java.io.IOException in case of I/O failure;protected InputStream decorateInputStream(HttpExchange exchange, InputStream is) throws IOException {_		return is__	};return,the,input,stream,to,use,for,reading,remote,invocations,potentially,decorating,the,given,original,input,stream,p,the,default,implementation,returns,the,given,stream,as,is,can,be,overridden,for,example,for,custom,encryption,or,compression,param,exchange,current,http,request,response,param,is,the,original,input,stream,return,the,potentially,decorated,input,stream,throws,java,io,ioexception,in,case,of,i,o,failure;protected,input,stream,decorate,input,stream,http,exchange,exchange,input,stream,is,throws,ioexception,return,is
SimpleHttpInvokerServiceExporter -> protected void writeRemoteInvocationResult( 			HttpExchange exchange, RemoteInvocationResult result, OutputStream os) throws IOException;1328020251;Serialize the given RemoteInvocation to the given OutputStream._<p>The default implementation gives {@link #decorateOutputStream} a chance_to decorate the stream first (for example, for custom encryption or compression)._Creates an {@link java.io.ObjectOutputStream} for the final stream and calls_{@link #doWriteRemoteInvocationResult} to actually write the object._<p>Can be overridden for custom serialization of the invocation._@param exchange current HTTP request/response_@param result the RemoteInvocationResult object_@param os the OutputStream to write to_@throws java.io.IOException in case of I/O failure_@see #decorateOutputStream_@see #doWriteRemoteInvocationResult;protected void writeRemoteInvocationResult(_			HttpExchange exchange, RemoteInvocationResult result, OutputStream os) throws IOException {__		ObjectOutputStream oos = createObjectOutputStream(decorateOutputStream(exchange, os))__		doWriteRemoteInvocationResult(result, oos)__		oos.flush()__	};serialize,the,given,remote,invocation,to,the,given,output,stream,p,the,default,implementation,gives,link,decorate,output,stream,a,chance,to,decorate,the,stream,first,for,example,for,custom,encryption,or,compression,creates,an,link,java,io,object,output,stream,for,the,final,stream,and,calls,link,do,write,remote,invocation,result,to,actually,write,the,object,p,can,be,overridden,for,custom,serialization,of,the,invocation,param,exchange,current,http,request,response,param,result,the,remote,invocation,result,object,param,os,the,output,stream,to,write,to,throws,java,io,ioexception,in,case,of,i,o,failure,see,decorate,output,stream,see,do,write,remote,invocation,result;protected,void,write,remote,invocation,result,http,exchange,exchange,remote,invocation,result,result,output,stream,os,throws,ioexception,object,output,stream,oos,create,object,output,stream,decorate,output,stream,exchange,os,do,write,remote,invocation,result,result,oos,oos,flush
SimpleHttpInvokerServiceExporter -> protected void writeRemoteInvocationResult( 			HttpExchange exchange, RemoteInvocationResult result, OutputStream os) throws IOException;1356735495;Serialize the given RemoteInvocation to the given OutputStream._<p>The default implementation gives {@link #decorateOutputStream} a chance_to decorate the stream first (for example, for custom encryption or compression)._Creates an {@link java.io.ObjectOutputStream} for the final stream and calls_{@link #doWriteRemoteInvocationResult} to actually write the object._<p>Can be overridden for custom serialization of the invocation._@param exchange current HTTP request/response_@param result the RemoteInvocationResult object_@param os the OutputStream to write to_@throws java.io.IOException in case of I/O failure_@see #decorateOutputStream_@see #doWriteRemoteInvocationResult;protected void writeRemoteInvocationResult(_			HttpExchange exchange, RemoteInvocationResult result, OutputStream os) throws IOException {__		ObjectOutputStream oos = createObjectOutputStream(decorateOutputStream(exchange, os))__		doWriteRemoteInvocationResult(result, oos)__		oos.flush()__	};serialize,the,given,remote,invocation,to,the,given,output,stream,p,the,default,implementation,gives,link,decorate,output,stream,a,chance,to,decorate,the,stream,first,for,example,for,custom,encryption,or,compression,creates,an,link,java,io,object,output,stream,for,the,final,stream,and,calls,link,do,write,remote,invocation,result,to,actually,write,the,object,p,can,be,overridden,for,custom,serialization,of,the,invocation,param,exchange,current,http,request,response,param,result,the,remote,invocation,result,object,param,os,the,output,stream,to,write,to,throws,java,io,ioexception,in,case,of,i,o,failure,see,decorate,output,stream,see,do,write,remote,invocation,result;protected,void,write,remote,invocation,result,http,exchange,exchange,remote,invocation,result,result,output,stream,os,throws,ioexception,object,output,stream,oos,create,object,output,stream,decorate,output,stream,exchange,os,do,write,remote,invocation,result,result,oos,oos,flush
SimpleHttpInvokerServiceExporter -> protected void writeRemoteInvocationResult( 			HttpExchange exchange, RemoteInvocationResult result, OutputStream os) throws IOException;1357119239;Serialize the given RemoteInvocation to the given OutputStream._<p>The default implementation gives {@link #decorateOutputStream} a chance_to decorate the stream first (for example, for custom encryption or compression)._Creates an {@link java.io.ObjectOutputStream} for the final stream and calls_{@link #doWriteRemoteInvocationResult} to actually write the object._<p>Can be overridden for custom serialization of the invocation._@param exchange current HTTP request/response_@param result the RemoteInvocationResult object_@param os the OutputStream to write to_@throws java.io.IOException in case of I/O failure_@see #decorateOutputStream_@see #doWriteRemoteInvocationResult;protected void writeRemoteInvocationResult(_			HttpExchange exchange, RemoteInvocationResult result, OutputStream os) throws IOException {__		ObjectOutputStream oos = createObjectOutputStream(decorateOutputStream(exchange, os))__		doWriteRemoteInvocationResult(result, oos)__		oos.flush()__	};serialize,the,given,remote,invocation,to,the,given,output,stream,p,the,default,implementation,gives,link,decorate,output,stream,a,chance,to,decorate,the,stream,first,for,example,for,custom,encryption,or,compression,creates,an,link,java,io,object,output,stream,for,the,final,stream,and,calls,link,do,write,remote,invocation,result,to,actually,write,the,object,p,can,be,overridden,for,custom,serialization,of,the,invocation,param,exchange,current,http,request,response,param,result,the,remote,invocation,result,object,param,os,the,output,stream,to,write,to,throws,java,io,ioexception,in,case,of,i,o,failure,see,decorate,output,stream,see,do,write,remote,invocation,result;protected,void,write,remote,invocation,result,http,exchange,exchange,remote,invocation,result,result,output,stream,os,throws,ioexception,object,output,stream,oos,create,object,output,stream,decorate,output,stream,exchange,os,do,write,remote,invocation,result,result,oos,oos,flush
