# id;timestamp;commentText;codeText;commentWords;codeWords
XmlSignatureHelper -> public static AlgorithmMethod getCanonicalizationMethod(String algorithm);1377611504;Returns a configuration for a canonicalization algorithm.__@param algorithm_algorithm URI_@return canonicalization_@throws IllegalArgumentException_if <tt>algorithm</tt> is <code>null</code>;public static AlgorithmMethod getCanonicalizationMethod(String algorithm) {_        return getCanonicalizationMethod(algorithm, null)__    };returns,a,configuration,for,a,canonicalization,algorithm,param,algorithm,algorithm,uri,return,canonicalization,throws,illegal,argument,exception,if,tt,algorithm,tt,is,code,null,code;public,static,algorithm,method,get,canonicalization,method,string,algorithm,return,get,canonicalization,method,algorithm,null
XmlSignatureHelper -> public static AlgorithmMethod getXslTranform(InputStream is) throws SAXException, IOException, ParserConfigurationException;1415211488;Returns a configuration for an XSL transformation.__@param is_input stream of the XSL_@return XSL transform_@throws IllegalArgumentException_if <tt>is</tt> is <code>null</code>_@throws Exception_if an error during the reading of the XSL file occurs;public static AlgorithmMethod getXslTranform(InputStream is) throws SAXException, IOException, ParserConfigurationException {_        if (is == null) {_            throw new IllegalArgumentException("is must not be null")__        }_        Document doc = parseInput(is)__        DOMStructure stylesheet = new DOMStructure(doc.getDocumentElement())__        XSLTTransformParameterSpec spec = new XSLTTransformParameterSpec(stylesheet)__        XmlSignatureTransform transformXslt = new XmlSignatureTransform()__        transformXslt.setAlgorithm(Transform.XSLT)__        transformXslt.setParameterSpec(spec)__        return transformXslt__    };returns,a,configuration,for,an,xsl,transformation,param,is,input,stream,of,the,xsl,return,xsl,transform,throws,illegal,argument,exception,if,tt,is,tt,is,code,null,code,throws,exception,if,an,error,during,the,reading,of,the,xsl,file,occurs;public,static,algorithm,method,get,xsl,tranform,input,stream,is,throws,saxexception,ioexception,parser,configuration,exception,if,is,null,throw,new,illegal,argument,exception,is,must,not,be,null,document,doc,parse,input,is,domstructure,stylesheet,new,domstructure,doc,get,document,element,xslttransform,parameter,spec,spec,new,xslttransform,parameter,spec,stylesheet,xml,signature,transform,transform,xslt,new,xml,signature,transform,transform,xslt,set,algorithm,transform,xslt,transform,xslt,set,parameter,spec,spec,return,transform,xslt
XmlSignatureHelper -> public static AlgorithmMethod getXslTranform(InputStream is) throws SAXException, IOException, ParserConfigurationException;1524063240;Returns a configuration for an XSL transformation.__@param is_input stream of the XSL_@return XSL transform_@throws IllegalArgumentException_if <tt>is</tt> is <code>null</code>_@throws Exception_if an error during the reading of the XSL file occurs;public static AlgorithmMethod getXslTranform(InputStream is) throws SAXException, IOException, ParserConfigurationException {_        if (is == null) {_            throw new IllegalArgumentException("is must not be null")__        }_        Document doc = parseInput(is)__        DOMStructure stylesheet = new DOMStructure(doc.getDocumentElement())__        XSLTTransformParameterSpec spec = new XSLTTransformParameterSpec(stylesheet)__        XmlSignatureTransform transformXslt = new XmlSignatureTransform()__        transformXslt.setAlgorithm(Transform.XSLT)__        transformXslt.setParameterSpec(spec)__        return transformXslt__    };returns,a,configuration,for,an,xsl,transformation,param,is,input,stream,of,the,xsl,return,xsl,transform,throws,illegal,argument,exception,if,tt,is,tt,is,code,null,code,throws,exception,if,an,error,during,the,reading,of,the,xsl,file,occurs;public,static,algorithm,method,get,xsl,tranform,input,stream,is,throws,saxexception,ioexception,parser,configuration,exception,if,is,null,throw,new,illegal,argument,exception,is,must,not,be,null,document,doc,parse,input,is,domstructure,stylesheet,new,domstructure,doc,get,document,element,xslttransform,parameter,spec,spec,new,xslttransform,parameter,spec,stylesheet,xml,signature,transform,transform,xslt,new,xml,signature,transform,transform,xslt,set,algorithm,transform,xslt,transform,xslt,set,parameter,spec,spec,return,transform,xslt
XmlSignatureHelper -> public static AlgorithmMethod getXslTranform(InputStream is) throws SAXException, IOException, ParserConfigurationException;1537290824;Returns a configuration for an XSL transformation.__@param is_input stream of the XSL_@return XSL transform_@throws IllegalArgumentException_if <tt>is</tt> is <code>null</code>_@throws Exception_if an error during the reading of the XSL file occurs;public static AlgorithmMethod getXslTranform(InputStream is) throws SAXException, IOException, ParserConfigurationException {_        if (is == null) {_            throw new IllegalArgumentException("is must not be null")__        }_        Document doc = parseInput(is)__        DOMStructure stylesheet = new DOMStructure(doc.getDocumentElement())__        XSLTTransformParameterSpec spec = new XSLTTransformParameterSpec(stylesheet)__        XmlSignatureTransform transformXslt = new XmlSignatureTransform()__        transformXslt.setAlgorithm(Transform.XSLT)__        transformXslt.setParameterSpec(spec)__        return transformXslt__    };returns,a,configuration,for,an,xsl,transformation,param,is,input,stream,of,the,xsl,return,xsl,transform,throws,illegal,argument,exception,if,tt,is,tt,is,code,null,code,throws,exception,if,an,error,during,the,reading,of,the,xsl,file,occurs;public,static,algorithm,method,get,xsl,tranform,input,stream,is,throws,saxexception,ioexception,parser,configuration,exception,if,is,null,throw,new,illegal,argument,exception,is,must,not,be,null,document,doc,parse,input,is,domstructure,stylesheet,new,domstructure,doc,get,document,element,xslttransform,parameter,spec,spec,new,xslttransform,parameter,spec,stylesheet,xml,signature,transform,transform,xslt,new,xml,signature,transform,transform,xslt,set,algorithm,transform,xslt,transform,xslt,set,parameter,spec,spec,return,transform,xslt
XmlSignatureHelper -> public static AlgorithmMethod getXPathTransform(String xpath, Map<String, String> namespaceMap);1377611504;Returns a configuration for an XPATH transformation which needs a_namespace map.__@param xpath_XPATH expression_@param namespaceMap_namespace map, key is the prefix, value is the namespace, can_be <code>null</code>_@throws IllegalArgumentException_if <tt>xpath</tt> is <code>null</code>_@return XPATH transformation;public static AlgorithmMethod getXPathTransform(String xpath, Map<String, String> namespaceMap) {_        if (xpath == null) {_            throw new IllegalArgumentException("xpath is null")__        }_        XmlSignatureTransform transformXPath = new XmlSignatureTransform()__        transformXPath.setAlgorithm(Transform.XPATH)__        XPathFilterParameterSpec params = getXpathFilter(xpath, namespaceMap)__        transformXPath.setParameterSpec(params)__        return transformXPath__    };returns,a,configuration,for,an,xpath,transformation,which,needs,a,namespace,map,param,xpath,xpath,expression,param,namespace,map,namespace,map,key,is,the,prefix,value,is,the,namespace,can,be,code,null,code,throws,illegal,argument,exception,if,tt,xpath,tt,is,code,null,code,return,xpath,transformation;public,static,algorithm,method,get,xpath,transform,string,xpath,map,string,string,namespace,map,if,xpath,null,throw,new,illegal,argument,exception,xpath,is,null,xml,signature,transform,transform,xpath,new,xml,signature,transform,transform,xpath,set,algorithm,transform,xpath,xpath,filter,parameter,spec,params,get,xpath,filter,xpath,namespace,map,transform,xpath,set,parameter,spec,params,return,transform,xpath
XmlSignatureHelper -> public static AlgorithmMethod getXPathTransform(String xpath, Map<String, String> namespaceMap);1377611504;Returns a configuration for an XPATH transformation which needs a_namespace map.__@param xpath_XPATH expression_@param namespaceMap_namespace map, key is the prefix, value is the namespace, can_be <code>null</code>_@throws IllegalArgumentException_if <tt>xpath</tt> is <code>null</code>_@return XPATH transformation;public static AlgorithmMethod getXPathTransform(String xpath, Map<String, String> namespaceMap) {_        if (xpath == null) {_            throw new IllegalArgumentException("xpath is null")__        }_        XmlSignatureTransform transformXPath = new XmlSignatureTransform()__        transformXPath.setAlgorithm(Transform.XPATH)__        XPathFilterParameterSpec params = getXpathFilter(xpath, namespaceMap)__        transformXPath.setParameterSpec(params)__        return transformXPath__    };returns,a,configuration,for,an,xpath,transformation,which,needs,a,namespace,map,param,xpath,xpath,expression,param,namespace,map,namespace,map,key,is,the,prefix,value,is,the,namespace,can,be,code,null,code,throws,illegal,argument,exception,if,tt,xpath,tt,is,code,null,code,return,xpath,transformation;public,static,algorithm,method,get,xpath,transform,string,xpath,map,string,string,namespace,map,if,xpath,null,throw,new,illegal,argument,exception,xpath,is,null,xml,signature,transform,transform,xpath,new,xml,signature,transform,transform,xpath,set,algorithm,transform,xpath,xpath,filter,parameter,spec,params,get,xpath,filter,xpath,namespace,map,transform,xpath,set,parameter,spec,params,return,transform,xpath
XmlSignatureHelper -> public static AlgorithmMethod getXPathTransform(String xpath, Map<String, String> namespaceMap);1378890246;Returns a configuration for an XPATH transformation which needs a_namespace map.__@param xpath_XPATH expression_@param namespaceMap_namespace map, key is the prefix, value is the namespace, can_be <code>null</code>_@throws IllegalArgumentException_if <tt>xpath</tt> is <code>null</code>_@return XPATH transformation;public static AlgorithmMethod getXPathTransform(String xpath, Map<String, String> namespaceMap) {_        if (xpath == null) {_            throw new IllegalArgumentException("xpath is null")__        }_        XmlSignatureTransform transformXPath = new XmlSignatureTransform()__        transformXPath.setAlgorithm(Transform.XPATH)__        XPathFilterParameterSpec params = getXpathFilter(xpath, namespaceMap)__        transformXPath.setParameterSpec(params)__        return transformXPath__    };returns,a,configuration,for,an,xpath,transformation,which,needs,a,namespace,map,param,xpath,xpath,expression,param,namespace,map,namespace,map,key,is,the,prefix,value,is,the,namespace,can,be,code,null,code,throws,illegal,argument,exception,if,tt,xpath,tt,is,code,null,code,return,xpath,transformation;public,static,algorithm,method,get,xpath,transform,string,xpath,map,string,string,namespace,map,if,xpath,null,throw,new,illegal,argument,exception,xpath,is,null,xml,signature,transform,transform,xpath,new,xml,signature,transform,transform,xpath,set,algorithm,transform,xpath,xpath,filter,parameter,spec,params,get,xpath,filter,xpath,namespace,map,transform,xpath,set,parameter,spec,params,return,transform,xpath
XmlSignatureHelper -> public static AlgorithmMethod getXPathTransform(String xpath, Map<String, String> namespaceMap);1379267751;Returns a configuration for an XPATH transformation which needs a_namespace map.__@param xpath_XPATH expression_@param namespaceMap_namespace map, key is the prefix, value is the namespace, can_be <code>null</code>_@throws IllegalArgumentException_if <tt>xpath</tt> is <code>null</code>_@return XPATH transformation;public static AlgorithmMethod getXPathTransform(String xpath, Map<String, String> namespaceMap) {_        if (xpath == null) {_            throw new IllegalArgumentException("xpath is null")__        }_        XmlSignatureTransform transformXPath = new XmlSignatureTransform()__        transformXPath.setAlgorithm(Transform.XPATH)__        XPathFilterParameterSpec params = getXpathFilter(xpath, namespaceMap)__        transformXPath.setParameterSpec(params)__        return transformXPath__    };returns,a,configuration,for,an,xpath,transformation,which,needs,a,namespace,map,param,xpath,xpath,expression,param,namespace,map,namespace,map,key,is,the,prefix,value,is,the,namespace,can,be,code,null,code,throws,illegal,argument,exception,if,tt,xpath,tt,is,code,null,code,return,xpath,transformation;public,static,algorithm,method,get,xpath,transform,string,xpath,map,string,string,namespace,map,if,xpath,null,throw,new,illegal,argument,exception,xpath,is,null,xml,signature,transform,transform,xpath,new,xml,signature,transform,transform,xpath,set,algorithm,transform,xpath,xpath,filter,parameter,spec,params,get,xpath,filter,xpath,namespace,map,transform,xpath,set,parameter,spec,params,return,transform,xpath
XmlSignatureHelper -> public static AlgorithmMethod getXPathTransform(String xpath, Map<String, String> namespaceMap);1415211488;Returns a configuration for an XPATH transformation which needs a_namespace map.__@param xpath_XPATH expression_@param namespaceMap_namespace map, key is the prefix, value is the namespace, can_be <code>null</code>_@throws IllegalArgumentException_if <tt>xpath</tt> is <code>null</code>_@return XPATH transformation;public static AlgorithmMethod getXPathTransform(String xpath, Map<String, String> namespaceMap) {_        if (xpath == null) {_            throw new IllegalArgumentException("xpath is null")__        }_        XmlSignatureTransform transformXPath = new XmlSignatureTransform()__        transformXPath.setAlgorithm(Transform.XPATH)__        XPathFilterParameterSpec params = getXpathFilter(xpath, namespaceMap)__        transformXPath.setParameterSpec(params)__        return transformXPath__    };returns,a,configuration,for,an,xpath,transformation,which,needs,a,namespace,map,param,xpath,xpath,expression,param,namespace,map,namespace,map,key,is,the,prefix,value,is,the,namespace,can,be,code,null,code,throws,illegal,argument,exception,if,tt,xpath,tt,is,code,null,code,return,xpath,transformation;public,static,algorithm,method,get,xpath,transform,string,xpath,map,string,string,namespace,map,if,xpath,null,throw,new,illegal,argument,exception,xpath,is,null,xml,signature,transform,transform,xpath,new,xml,signature,transform,transform,xpath,set,algorithm,transform,xpath,xpath,filter,parameter,spec,params,get,xpath,filter,xpath,namespace,map,transform,xpath,set,parameter,spec,params,return,transform,xpath
XmlSignatureHelper -> public static AlgorithmMethod getXPathTransform(String xpath, Map<String, String> namespaceMap);1524063240;Returns a configuration for an XPATH transformation which needs a_namespace map.__@param xpath_XPATH expression_@param namespaceMap_namespace map, key is the prefix, value is the namespace, can_be <code>null</code>_@throws IllegalArgumentException_if <tt>xpath</tt> is <code>null</code>_@return XPATH transformation;public static AlgorithmMethod getXPathTransform(String xpath, Map<String, String> namespaceMap) {_        if (xpath == null) {_            throw new IllegalArgumentException("xpath is null")__        }_        XmlSignatureTransform transformXPath = new XmlSignatureTransform()__        transformXPath.setAlgorithm(Transform.XPATH)__        XPathFilterParameterSpec params = getXpathFilter(xpath, namespaceMap)__        transformXPath.setParameterSpec(params)__        return transformXPath__    };returns,a,configuration,for,an,xpath,transformation,which,needs,a,namespace,map,param,xpath,xpath,expression,param,namespace,map,namespace,map,key,is,the,prefix,value,is,the,namespace,can,be,code,null,code,throws,illegal,argument,exception,if,tt,xpath,tt,is,code,null,code,return,xpath,transformation;public,static,algorithm,method,get,xpath,transform,string,xpath,map,string,string,namespace,map,if,xpath,null,throw,new,illegal,argument,exception,xpath,is,null,xml,signature,transform,transform,xpath,new,xml,signature,transform,transform,xpath,set,algorithm,transform,xpath,xpath,filter,parameter,spec,params,get,xpath,filter,xpath,namespace,map,transform,xpath,set,parameter,spec,params,return,transform,xpath
XmlSignatureHelper -> public static AlgorithmMethod getXPathTransform(String xpath, Map<String, String> namespaceMap);1537290824;Returns a configuration for an XPATH transformation which needs a_namespace map.__@param xpath_XPATH expression_@param namespaceMap_namespace map, key is the prefix, value is the namespace, can_be <code>null</code>_@throws IllegalArgumentException_if <tt>xpath</tt> is <code>null</code>_@return XPATH transformation;public static AlgorithmMethod getXPathTransform(String xpath, Map<String, String> namespaceMap) {_        if (xpath == null) {_            throw new IllegalArgumentException("xpath is null")__        }_        XmlSignatureTransform transformXPath = new XmlSignatureTransform()__        transformXPath.setAlgorithm(Transform.XPATH)__        XPathFilterParameterSpec params = getXpathFilter(xpath, namespaceMap)__        transformXPath.setParameterSpec(params)__        return transformXPath__    };returns,a,configuration,for,an,xpath,transformation,which,needs,a,namespace,map,param,xpath,xpath,expression,param,namespace,map,namespace,map,key,is,the,prefix,value,is,the,namespace,can,be,code,null,code,throws,illegal,argument,exception,if,tt,xpath,tt,is,code,null,code,return,xpath,transformation;public,static,algorithm,method,get,xpath,transform,string,xpath,map,string,string,namespace,map,if,xpath,null,throw,new,illegal,argument,exception,xpath,is,null,xml,signature,transform,transform,xpath,new,xml,signature,transform,transform,xpath,set,algorithm,transform,xpath,xpath,filter,parameter,spec,params,get,xpath,filter,xpath,namespace,map,transform,xpath,set,parameter,spec,params,return,transform,xpath
XmlSignatureHelper -> @Deprecated     public static void transformToOutputStream(Node node, OutputStream os, boolean omitXmlDeclaration) throws Exception;1415211488;Use {@link #transformToOutputStream(Node, OutputStream, boolean, String)}_instead.;@Deprecated_    public static void transformToOutputStream(Node node, OutputStream os, boolean omitXmlDeclaration) throws Exception { __        if (node.getNodeType() == Node.TEXT_NODE) {_            byte[] bytes = tranformTextNodeToByteArray(node)__            os.write(bytes)__        } else {_            transformNonTextNodeToOutputStream(node, os, omitXmlDeclaration)__        }_    };use,link,transform,to,output,stream,node,output,stream,boolean,string,instead;deprecated,public,static,void,transform,to,output,stream,node,node,output,stream,os,boolean,omit,xml,declaration,throws,exception,if,node,get,node,type,node,byte,bytes,tranform,text,node,to,byte,array,node,os,write,bytes,else,transform,non,text,node,to,output,stream,node,os,omit,xml,declaration
XmlSignatureHelper -> @Deprecated     public static void transformToOutputStream(Node node, OutputStream os, boolean omitXmlDeclaration) throws Exception;1524063240;Use {@link #transformToOutputStream(Node, OutputStream, boolean, String)}_instead.;@Deprecated_    public static void transformToOutputStream(Node node, OutputStream os, boolean omitXmlDeclaration) throws Exception { __        if (node.getNodeType() == Node.TEXT_NODE) {_            byte[] bytes = tranformTextNodeToByteArray(node)__            os.write(bytes)__        } else {_            transformNonTextNodeToOutputStream(node, os, omitXmlDeclaration)__        }_    };use,link,transform,to,output,stream,node,output,stream,boolean,string,instead;deprecated,public,static,void,transform,to,output,stream,node,node,output,stream,os,boolean,omit,xml,declaration,throws,exception,if,node,get,node,type,node,byte,bytes,tranform,text,node,to,byte,array,node,os,write,bytes,else,transform,non,text,node,to,output,stream,node,os,omit,xml,declaration
XmlSignatureHelper -> @Deprecated     public static void transformToOutputStream(Node node, OutputStream os, boolean omitXmlDeclaration) throws Exception;1537290824;Use {@link #transformToOutputStream(Node, OutputStream, boolean, String)}_instead.;@Deprecated_    public static void transformToOutputStream(Node node, OutputStream os, boolean omitXmlDeclaration) throws Exception { __        if (node.getNodeType() == Node.TEXT_NODE) {_            byte[] bytes = tranformTextNodeToByteArray(node)__            os.write(bytes)__        } else {_            transformNonTextNodeToOutputStream(node, os, omitXmlDeclaration)__        }_    };use,link,transform,to,output,stream,node,output,stream,boolean,string,instead;deprecated,public,static,void,transform,to,output,stream,node,node,output,stream,os,boolean,omit,xml,declaration,throws,exception,if,node,get,node,type,node,byte,bytes,tranform,text,node,to,byte,array,node,os,write,bytes,else,transform,non,text,node,to,output,stream,node,os,omit,xml,declaration
