# id;timestamp;commentText;codeText;commentWords;codeWords
HttpRange -> public static String toString(Collection<HttpRange> ranges);1426880143;Return a string representation of the given list of {@code HttpRange} objects._<p>This method can be used to for an {@code Range} header._@param ranges the ranges to create a string of_@return the string representation;public static String toString(Collection<HttpRange> ranges) {_		StringBuilder builder = new StringBuilder(BYTE_RANGE_PREFIX)__		for (Iterator<HttpRange> iterator = ranges.iterator()_ iterator.hasNext()_ ) {_			HttpRange range = iterator.next()__			range.appendTo(builder)__			if (iterator.hasNext()) {_				builder.append(", ")__			}_		}_		return builder.toString()__	};return,a,string,representation,of,the,given,list,of,code,http,range,objects,p,this,method,can,be,used,to,for,an,code,range,header,param,ranges,the,ranges,to,create,a,string,of,return,the,string,representation;public,static,string,to,string,collection,http,range,ranges,string,builder,builder,new,string,builder,for,iterator,http,range,iterator,ranges,iterator,iterator,has,next,http,range,range,iterator,next,range,append,to,builder,if,iterator,has,next,builder,append,return,builder,to,string
HttpRange -> public static String toString(Collection<HttpRange> ranges);1491319010;Return a string representation of the given list of {@code HttpRange} objects._<p>This method can be used to for an {@code Range} header._@param ranges the ranges to create a string of_@return the string representation;public static String toString(Collection<HttpRange> ranges) {_		Assert.notEmpty(ranges, "Ranges Collection must not be empty")__		StringBuilder builder = new StringBuilder(BYTE_RANGE_PREFIX)__		for (Iterator<HttpRange> iterator = ranges.iterator()_ iterator.hasNext()_ ) {_			HttpRange range = iterator.next()__			builder.append(range)__			if (iterator.hasNext()) {_				builder.append(", ")__			}_		}_		return builder.toString()__	};return,a,string,representation,of,the,given,list,of,code,http,range,objects,p,this,method,can,be,used,to,for,an,code,range,header,param,ranges,the,ranges,to,create,a,string,of,return,the,string,representation;public,static,string,to,string,collection,http,range,ranges,assert,not,empty,ranges,ranges,collection,must,not,be,empty,string,builder,builder,new,string,builder,for,iterator,http,range,iterator,ranges,iterator,iterator,has,next,http,range,range,iterator,next,builder,append,range,if,iterator,has,next,builder,append,return,builder,to,string
HttpRange -> public static String toString(Collection<HttpRange> ranges);1496259743;Return a string representation of the given list of {@code HttpRange} objects._<p>This method can be used to for an {@code Range} header._@param ranges the ranges to create a string of_@return the string representation;public static String toString(Collection<HttpRange> ranges) {_		Assert.notEmpty(ranges, "Ranges Collection must not be empty")__		StringBuilder builder = new StringBuilder(BYTE_RANGE_PREFIX)__		for (Iterator<HttpRange> iterator = ranges.iterator()_ iterator.hasNext()_ ) {_			HttpRange range = iterator.next()__			builder.append(range)__			if (iterator.hasNext()) {_				builder.append(", ")__			}_		}_		return builder.toString()__	};return,a,string,representation,of,the,given,list,of,code,http,range,objects,p,this,method,can,be,used,to,for,an,code,range,header,param,ranges,the,ranges,to,create,a,string,of,return,the,string,representation;public,static,string,to,string,collection,http,range,ranges,assert,not,empty,ranges,ranges,collection,must,not,be,empty,string,builder,builder,new,string,builder,for,iterator,http,range,iterator,ranges,iterator,iterator,has,next,http,range,range,iterator,next,builder,append,range,if,iterator,has,next,builder,append,return,builder,to,string
HttpRange -> public static String toString(Collection<HttpRange> ranges);1496837955;Return a string representation of the given list of {@code HttpRange} objects._<p>This method can be used to for an {@code Range} header._@param ranges the ranges to create a string of_@return the string representation;public static String toString(Collection<HttpRange> ranges) {_		Assert.notEmpty(ranges, "Ranges Collection must not be empty")__		StringBuilder builder = new StringBuilder(BYTE_RANGE_PREFIX)__		for (Iterator<HttpRange> iterator = ranges.iterator()_ iterator.hasNext()_ ) {_			HttpRange range = iterator.next()__			builder.append(range)__			if (iterator.hasNext()) {_				builder.append(", ")__			}_		}_		return builder.toString()__	};return,a,string,representation,of,the,given,list,of,code,http,range,objects,p,this,method,can,be,used,to,for,an,code,range,header,param,ranges,the,ranges,to,create,a,string,of,return,the,string,representation;public,static,string,to,string,collection,http,range,ranges,assert,not,empty,ranges,ranges,collection,must,not,be,empty,string,builder,builder,new,string,builder,for,iterator,http,range,iterator,ranges,iterator,iterator,has,next,http,range,range,iterator,next,builder,append,range,if,iterator,has,next,builder,append,return,builder,to,string
HttpRange -> public static String toString(Collection<HttpRange> ranges);1498780456;Return a string representation of the given list of {@code HttpRange} objects._<p>This method can be used to for an {@code Range} header._@param ranges the ranges to create a string of_@return the string representation;public static String toString(Collection<HttpRange> ranges) {_		Assert.notEmpty(ranges, "Ranges Collection must not be empty")__		StringBuilder builder = new StringBuilder(BYTE_RANGE_PREFIX)__		for (Iterator<HttpRange> iterator = ranges.iterator()_ iterator.hasNext()_ ) {_			HttpRange range = iterator.next()__			builder.append(range)__			if (iterator.hasNext()) {_				builder.append(", ")__			}_		}_		return builder.toString()__	};return,a,string,representation,of,the,given,list,of,code,http,range,objects,p,this,method,can,be,used,to,for,an,code,range,header,param,ranges,the,ranges,to,create,a,string,of,return,the,string,representation;public,static,string,to,string,collection,http,range,ranges,assert,not,empty,ranges,ranges,collection,must,not,be,empty,string,builder,builder,new,string,builder,for,iterator,http,range,iterator,ranges,iterator,iterator,has,next,http,range,range,iterator,next,builder,append,range,if,iterator,has,next,builder,append,return,builder,to,string
HttpRange -> public static String toString(Collection<HttpRange> ranges);1539571765;Return a string representation of the given list of {@code HttpRange} objects._<p>This method can be used to for an {@code Range} header._@param ranges the ranges to create a string of_@return the string representation;public static String toString(Collection<HttpRange> ranges) {_		Assert.notEmpty(ranges, "Ranges Collection must not be empty")__		StringBuilder builder = new StringBuilder(BYTE_RANGE_PREFIX)__		for (Iterator<HttpRange> iterator = ranges.iterator()_ iterator.hasNext()_ ) {_			HttpRange range = iterator.next()__			builder.append(range)__			if (iterator.hasNext()) {_				builder.append(", ")__			}_		}_		return builder.toString()__	};return,a,string,representation,of,the,given,list,of,code,http,range,objects,p,this,method,can,be,used,to,for,an,code,range,header,param,ranges,the,ranges,to,create,a,string,of,return,the,string,representation;public,static,string,to,string,collection,http,range,ranges,assert,not,empty,ranges,ranges,collection,must,not,be,empty,string,builder,builder,new,string,builder,for,iterator,http,range,iterator,ranges,iterator,iterator,has,next,http,range,range,iterator,next,builder,append,range,if,iterator,has,next,builder,append,return,builder,to,string
HttpRange -> public static HttpRange createSuffixRange(long suffixLength);1426880143;Creates a {@code HttpRange} that ranges over the last given number of bytes._@param suffixLength the number of bytes_@return a byte range that ranges over the last {@code suffixLength} number of bytes_@see <a href="http://tools.ietf.org/html/rfc7233#section-2.1">Byte Ranges</a>;public static HttpRange createSuffixRange(long suffixLength) {_		return new SuffixByteRange(suffixLength)__	};creates,a,code,http,range,that,ranges,over,the,last,given,number,of,bytes,param,suffix,length,the,number,of,bytes,return,a,byte,range,that,ranges,over,the,last,code,suffix,length,number,of,bytes,see,a,href,http,tools,ietf,org,html,rfc7233,section,2,1,byte,ranges,a;public,static,http,range,create,suffix,range,long,suffix,length,return,new,suffix,byte,range,suffix,length
HttpRange -> public static HttpRange createSuffixRange(long suffixLength);1426880143;Create an {@code HttpRange} that ranges over the last given number of bytes._@param suffixLength the number of bytes for the range_@return a byte range that ranges over the last {@code suffixLength} number of bytes_@see <a href="http://tools.ietf.org/html/rfc7233#section-2.1">Byte Ranges</a>;public static HttpRange createSuffixRange(long suffixLength) {_		return new SuffixByteRange(suffixLength)__	};create,an,code,http,range,that,ranges,over,the,last,given,number,of,bytes,param,suffix,length,the,number,of,bytes,for,the,range,return,a,byte,range,that,ranges,over,the,last,code,suffix,length,number,of,bytes,see,a,href,http,tools,ietf,org,html,rfc7233,section,2,1,byte,ranges,a;public,static,http,range,create,suffix,range,long,suffix,length,return,new,suffix,byte,range,suffix,length
HttpRange -> public static HttpRange createSuffixRange(long suffixLength);1426897141;Create an {@code HttpRange} that ranges over the last given number of bytes._@param suffixLength the number of bytes for the range_@return a byte range that ranges over the last {@code suffixLength} number of bytes_@see <a href="http://tools.ietf.org/html/rfc7233#section-2.1">Byte Ranges</a>;public static HttpRange createSuffixRange(long suffixLength) {_		return new SuffixByteRange(suffixLength)__	};create,an,code,http,range,that,ranges,over,the,last,given,number,of,bytes,param,suffix,length,the,number,of,bytes,for,the,range,return,a,byte,range,that,ranges,over,the,last,code,suffix,length,number,of,bytes,see,a,href,http,tools,ietf,org,html,rfc7233,section,2,1,byte,ranges,a;public,static,http,range,create,suffix,range,long,suffix,length,return,new,suffix,byte,range,suffix,length
HttpRange -> public static HttpRange createSuffixRange(long suffixLength);1438251419;Create an {@code HttpRange} that ranges over the last given number of bytes._@param suffixLength the number of bytes for the range_@return a byte range that ranges over the last {@code suffixLength} number of bytes_@see <a href="http://tools.ietf.org/html/rfc7233#section-2.1">Byte Ranges</a>;public static HttpRange createSuffixRange(long suffixLength) {_		return new SuffixByteRange(suffixLength)__	};create,an,code,http,range,that,ranges,over,the,last,given,number,of,bytes,param,suffix,length,the,number,of,bytes,for,the,range,return,a,byte,range,that,ranges,over,the,last,code,suffix,length,number,of,bytes,see,a,href,http,tools,ietf,org,html,rfc7233,section,2,1,byte,ranges,a;public,static,http,range,create,suffix,range,long,suffix,length,return,new,suffix,byte,range,suffix,length
HttpRange -> public static HttpRange createSuffixRange(long suffixLength);1462208452;Create an {@code HttpRange} that ranges over the last given number of bytes._@param suffixLength the number of bytes for the range_@return a byte range that ranges over the last {@code suffixLength} number of bytes_@see <a href="http://tools.ietf.org/html/rfc7233#section-2.1">Byte Ranges</a>;public static HttpRange createSuffixRange(long suffixLength) {_		return new SuffixByteRange(suffixLength)__	};create,an,code,http,range,that,ranges,over,the,last,given,number,of,bytes,param,suffix,length,the,number,of,bytes,for,the,range,return,a,byte,range,that,ranges,over,the,last,code,suffix,length,number,of,bytes,see,a,href,http,tools,ietf,org,html,rfc7233,section,2,1,byte,ranges,a;public,static,http,range,create,suffix,range,long,suffix,length,return,new,suffix,byte,range,suffix,length
HttpRange -> public static HttpRange createSuffixRange(long suffixLength);1462528971;Create an {@code HttpRange} that ranges over the last given number of bytes._@param suffixLength the number of bytes for the range_@return a byte range that ranges over the last {@code suffixLength} number of bytes_@see <a href="http://tools.ietf.org/html/rfc7233#section-2.1">Byte Ranges</a>;public static HttpRange createSuffixRange(long suffixLength) {_		return new SuffixByteRange(suffixLength)__	};create,an,code,http,range,that,ranges,over,the,last,given,number,of,bytes,param,suffix,length,the,number,of,bytes,for,the,range,return,a,byte,range,that,ranges,over,the,last,code,suffix,length,number,of,bytes,see,a,href,http,tools,ietf,org,html,rfc7233,section,2,1,byte,ranges,a;public,static,http,range,create,suffix,range,long,suffix,length,return,new,suffix,byte,range,suffix,length
HttpRange -> public static HttpRange createSuffixRange(long suffixLength);1465306936;Create an {@code HttpRange} that ranges over the last given number of bytes._@param suffixLength the number of bytes for the range_@return a byte range that ranges over the last {@code suffixLength} number of bytes_@see <a href="http://tools.ietf.org/html/rfc7233#section-2.1">Byte Ranges</a>;public static HttpRange createSuffixRange(long suffixLength) {_		return new SuffixByteRange(suffixLength)__	};create,an,code,http,range,that,ranges,over,the,last,given,number,of,bytes,param,suffix,length,the,number,of,bytes,for,the,range,return,a,byte,range,that,ranges,over,the,last,code,suffix,length,number,of,bytes,see,a,href,http,tools,ietf,org,html,rfc7233,section,2,1,byte,ranges,a;public,static,http,range,create,suffix,range,long,suffix,length,return,new,suffix,byte,range,suffix,length
HttpRange -> public static HttpRange createSuffixRange(long suffixLength);1467730834;Create an {@code HttpRange} that ranges over the last given number of bytes._@param suffixLength the number of bytes for the range_@return a byte range that ranges over the last {@code suffixLength} number of bytes_@see <a href="http://tools.ietf.org/html/rfc7233#section-2.1">Byte Ranges</a>;public static HttpRange createSuffixRange(long suffixLength) {_		return new SuffixByteRange(suffixLength)__	};create,an,code,http,range,that,ranges,over,the,last,given,number,of,bytes,param,suffix,length,the,number,of,bytes,for,the,range,return,a,byte,range,that,ranges,over,the,last,code,suffix,length,number,of,bytes,see,a,href,http,tools,ietf,org,html,rfc7233,section,2,1,byte,ranges,a;public,static,http,range,create,suffix,range,long,suffix,length,return,new,suffix,byte,range,suffix,length
HttpRange -> public static HttpRange createSuffixRange(long suffixLength);1470831642;Create an {@code HttpRange} that ranges over the last given number of bytes._@param suffixLength the number of bytes for the range_@return a byte range that ranges over the last {@code suffixLength} number of bytes_@see <a href="http://tools.ietf.org/html/rfc7233#section-2.1">Byte Ranges</a>;public static HttpRange createSuffixRange(long suffixLength) {_		return new SuffixByteRange(suffixLength)__	};create,an,code,http,range,that,ranges,over,the,last,given,number,of,bytes,param,suffix,length,the,number,of,bytes,for,the,range,return,a,byte,range,that,ranges,over,the,last,code,suffix,length,number,of,bytes,see,a,href,http,tools,ietf,org,html,rfc7233,section,2,1,byte,ranges,a;public,static,http,range,create,suffix,range,long,suffix,length,return,new,suffix,byte,range,suffix,length
HttpRange -> public static HttpRange createSuffixRange(long suffixLength);1472594218;Create an {@code HttpRange} that ranges over the last given number of bytes._@param suffixLength the number of bytes for the range_@return a byte range that ranges over the last {@code suffixLength} number of bytes_@see <a href="http://tools.ietf.org/html/rfc7233#section-2.1">Byte Ranges</a>;public static HttpRange createSuffixRange(long suffixLength) {_		return new SuffixByteRange(suffixLength)__	};create,an,code,http,range,that,ranges,over,the,last,given,number,of,bytes,param,suffix,length,the,number,of,bytes,for,the,range,return,a,byte,range,that,ranges,over,the,last,code,suffix,length,number,of,bytes,see,a,href,http,tools,ietf,org,html,rfc7233,section,2,1,byte,ranges,a;public,static,http,range,create,suffix,range,long,suffix,length,return,new,suffix,byte,range,suffix,length
HttpRange -> public static HttpRange createSuffixRange(long suffixLength);1472602111;Create an {@code HttpRange} that ranges over the last given number of bytes._@param suffixLength the number of bytes for the range_@return a byte range that ranges over the last {@code suffixLength} number of bytes_@see <a href="http://tools.ietf.org/html/rfc7233#section-2.1">Byte Ranges</a>;public static HttpRange createSuffixRange(long suffixLength) {_		return new SuffixByteRange(suffixLength)__	};create,an,code,http,range,that,ranges,over,the,last,given,number,of,bytes,param,suffix,length,the,number,of,bytes,for,the,range,return,a,byte,range,that,ranges,over,the,last,code,suffix,length,number,of,bytes,see,a,href,http,tools,ietf,org,html,rfc7233,section,2,1,byte,ranges,a;public,static,http,range,create,suffix,range,long,suffix,length,return,new,suffix,byte,range,suffix,length
HttpRange -> public static HttpRange createSuffixRange(long suffixLength);1491319010;Create an {@code HttpRange} that ranges over the last given number of bytes._@param suffixLength the number of bytes for the range_@return a byte range that ranges over the last {@code suffixLength} number of bytes_@see <a href="http://tools.ietf.org/html/rfc7233#section-2.1">Byte Ranges</a>;public static HttpRange createSuffixRange(long suffixLength) {_		return new SuffixByteRange(suffixLength)__	};create,an,code,http,range,that,ranges,over,the,last,given,number,of,bytes,param,suffix,length,the,number,of,bytes,for,the,range,return,a,byte,range,that,ranges,over,the,last,code,suffix,length,number,of,bytes,see,a,href,http,tools,ietf,org,html,rfc7233,section,2,1,byte,ranges,a;public,static,http,range,create,suffix,range,long,suffix,length,return,new,suffix,byte,range,suffix,length
HttpRange -> public static HttpRange createSuffixRange(long suffixLength);1496259743;Create an {@code HttpRange} that ranges over the last given number of bytes._@param suffixLength the number of bytes for the range_@return a byte range that ranges over the last {@code suffixLength} number of bytes_@see <a href="http://tools.ietf.org/html/rfc7233#section-2.1">Byte Ranges</a>;public static HttpRange createSuffixRange(long suffixLength) {_		return new SuffixByteRange(suffixLength)__	};create,an,code,http,range,that,ranges,over,the,last,given,number,of,bytes,param,suffix,length,the,number,of,bytes,for,the,range,return,a,byte,range,that,ranges,over,the,last,code,suffix,length,number,of,bytes,see,a,href,http,tools,ietf,org,html,rfc7233,section,2,1,byte,ranges,a;public,static,http,range,create,suffix,range,long,suffix,length,return,new,suffix,byte,range,suffix,length
HttpRange -> public static HttpRange createSuffixRange(long suffixLength);1496837955;Create an {@code HttpRange} that ranges over the last given number of bytes._@param suffixLength the number of bytes for the range_@return a byte range that ranges over the last {@code suffixLength} number of bytes_@see <a href="http://tools.ietf.org/html/rfc7233#section-2.1">Byte Ranges</a>;public static HttpRange createSuffixRange(long suffixLength) {_		return new SuffixByteRange(suffixLength)__	};create,an,code,http,range,that,ranges,over,the,last,given,number,of,bytes,param,suffix,length,the,number,of,bytes,for,the,range,return,a,byte,range,that,ranges,over,the,last,code,suffix,length,number,of,bytes,see,a,href,http,tools,ietf,org,html,rfc7233,section,2,1,byte,ranges,a;public,static,http,range,create,suffix,range,long,suffix,length,return,new,suffix,byte,range,suffix,length
