# id;timestamp;commentText;codeText;commentWords;codeWords
NativeUsersStore -> public static String getIdForUser(final String docType, final String userName);1524684173;Gets the document id for the given user and user type (reserved user or regular user).;public static String getIdForUser(final String docType, final String userName) {_        return docType + "-" + userName__    };gets,the,document,id,for,the,given,user,and,user,type,reserved,user,or,regular,user;public,static,string,get,id,for,user,final,string,doc,type,final,string,user,name,return,doc,type,user,name
NativeUsersStore -> public static String getIdForUser(final String docType, final String userName);1541008027;Gets the document id for the given user and user type (reserved user or regular user).;public static String getIdForUser(final String docType, final String userName) {_        return docType + "-" + userName__    };gets,the,document,id,for,the,given,user,and,user,type,reserved,user,or,regular,user;public,static,string,get,id,for,user,final,string,doc,type,final,string,user,name,return,doc,type,user,name
NativeUsersStore -> public static String getIdForUser(final String docType, final String userName);1541092382;Gets the document id for the given user and user type (reserved user or regular user).;public static String getIdForUser(final String docType, final String userName) {_        return docType + "-" + userName__    };gets,the,document,id,for,the,given,user,and,user,type,reserved,user,or,regular,user;public,static,string,get,id,for,user,final,string,doc,type,final,string,user,name,return,doc,type,user,name
NativeUsersStore -> public static String getIdForUser(final String docType, final String userName);1541169206;Gets the document id for the given user and user type (reserved user or regular user).;public static String getIdForUser(final String docType, final String userName) {_        return docType + "-" + userName__    };gets,the,document,id,for,the,given,user,and,user,type,reserved,user,or,regular,user;public,static,string,get,id,for,user,final,string,doc,type,final,string,user,name,return,doc,type,user,name
NativeUsersStore -> public static String getIdForUser(final String docType, final String userName);1543291733;Gets the document id for the given user and user type (reserved user or regular user).;public static String getIdForUser(final String docType, final String userName) {_        return docType + "-" + userName__    };gets,the,document,id,for,the,given,user,and,user,type,reserved,user,or,regular,user;public,static,string,get,id,for,user,final,string,doc,type,final,string,user,name,return,doc,type,user,name
NativeUsersStore -> public static String getIdForUser(final String docType, final String userName);1544035746;Gets the document id for the given user and user type (reserved user or regular user).;public static String getIdForUser(final String docType, final String userName) {_        return docType + "-" + userName__    };gets,the,document,id,for,the,given,user,and,user,type,reserved,user,or,regular,user;public,static,string,get,id,for,user,final,string,doc,type,final,string,user,name,return,doc,type,user,name
NativeUsersStore -> public static String getIdForUser(final String docType, final String userName);1548420339;Gets the document id for the given user and user type (reserved user or regular user).;public static String getIdForUser(final String docType, final String userName) {_        return docType + "-" + userName__    };gets,the,document,id,for,the,given,user,and,user,type,reserved,user,or,regular,user;public,static,string,get,id,for,user,final,string,doc,type,final,string,user,name,return,doc,type,user,name
NativeUsersStore -> public void getUsers(String[] userNames, final ActionListener<Collection<User>> listener);1524684173;Retrieve a list of users, if userNames is null or empty, fetch all users;public void getUsers(String[] userNames, final ActionListener<Collection<User>> listener) {_        final Consumer<Exception> handleException = (t) -> {_            if (t instanceof IndexNotFoundException) {_                logger.trace("could not retrieve users because security index does not exist")__                _                listener.onResponse(Collections.emptyList())__            } else {_                listener.onFailure(t)__            }_        }___        if (securityLifecycleService.isSecurityIndexExisting() == false) {_            _            listener.onResponse(Collections.emptyList())__        } else if (userNames.length == 1) { _            final String username = userNames[0]__            getUserAndPassword(username, ActionListener.wrap(_                    (uap) -> listener.onResponse(uap == null ? Collections.emptyList() : Collections.singletonList(uap.user())),_                    handleException))__        } else {_            securityLifecycleService.prepareIndexIfNeededThenExecute(listener::onFailure, () -> {_                final QueryBuilder query__                if (userNames == null || userNames.length == 0) {_                    query = QueryBuilders.termQuery(Fields.TYPE.getPreferredName(), USER_DOC_TYPE)__                } else {_                    final String[] users = Arrays.asList(userNames).stream()_                            .map(s -> getIdForUser(USER_DOC_TYPE, s)).toArray(String[]::new)__                    query = QueryBuilders.boolQuery().filter(QueryBuilders.idsQuery(INDEX_TYPE).addIds(users))__                }_                final Supplier<ThreadContext.StoredContext> supplier = client.threadPool().getThreadContext().newRestorableContext(false)__                try (ThreadContext.StoredContext ignore = stashWithOrigin(client.threadPool().getThreadContext(), SECURITY_ORIGIN)) {_                    SearchRequest request = client.prepareSearch(SECURITY_INDEX_NAME)_                            .setScroll(TimeValue.timeValueSeconds(10L))_                            .setQuery(query)_                            .setSize(1000)_                            .setFetchSource(true)_                            .request()__                    request.indicesOptions().ignoreUnavailable()__                    ScrollHelper.fetchAllByEntity(client, request, new ContextPreservingActionListener<>(supplier, listener), (hit) -> {_                        UserAndPassword u = transformUser(hit.getId(), hit.getSourceAsMap())__                        return u != null ? u.user() : null__                    })__                }_            })__        }_    };retrieve,a,list,of,users,if,user,names,is,null,or,empty,fetch,all,users;public,void,get,users,string,user,names,final,action,listener,collection,user,listener,final,consumer,exception,handle,exception,t,if,t,instanceof,index,not,found,exception,logger,trace,could,not,retrieve,users,because,security,index,does,not,exist,listener,on,response,collections,empty,list,else,listener,on,failure,t,if,security,lifecycle,service,is,security,index,existing,false,listener,on,response,collections,empty,list,else,if,user,names,length,1,final,string,username,user,names,0,get,user,and,password,username,action,listener,wrap,uap,listener,on,response,uap,null,collections,empty,list,collections,singleton,list,uap,user,handle,exception,else,security,lifecycle,service,prepare,index,if,needed,then,execute,listener,on,failure,final,query,builder,query,if,user,names,null,user,names,length,0,query,query,builders,term,query,fields,type,get,preferred,name,else,final,string,users,arrays,as,list,user,names,stream,map,s,get,id,for,user,s,to,array,string,new,query,query,builders,bool,query,filter,query,builders,ids,query,add,ids,users,final,supplier,thread,context,stored,context,supplier,client,thread,pool,get,thread,context,new,restorable,context,false,try,thread,context,stored,context,ignore,stash,with,origin,client,thread,pool,get,thread,context,search,request,request,client,prepare,search,set,scroll,time,value,time,value,seconds,10l,set,query,query,set,size,1000,set,fetch,source,true,request,request,indices,options,ignore,unavailable,scroll,helper,fetch,all,by,entity,client,request,new,context,preserving,action,listener,supplier,listener,hit,user,and,password,u,transform,user,hit,get,id,hit,get,source,as,map,return,u,null,u,user,null
NativeUsersStore -> public void getUsers(String[] userNames, final ActionListener<Collection<User>> listener);1525859433;Retrieve a list of users, if userNames is null or empty, fetch all users;public void getUsers(String[] userNames, final ActionListener<Collection<User>> listener) {_        final Consumer<Exception> handleException = (t) -> {_            if (t instanceof IndexNotFoundException) {_                logger.trace("could not retrieve users because security index does not exist")__                _                listener.onResponse(Collections.emptyList())__            } else {_                listener.onFailure(t)__            }_        }___        if (securityLifecycleService.securityIndex().indexExists() == false) {_            _            listener.onResponse(Collections.emptyList())__        } else if (userNames.length == 1) { _            final String username = userNames[0]__            getUserAndPassword(username, ActionListener.wrap(_                    (uap) -> listener.onResponse(uap == null ? Collections.emptyList() : Collections.singletonList(uap.user())),_                    handleException))__        } else {_            securityLifecycleService.securityIndex().prepareIndexIfNeededThenExecute(listener::onFailure, () -> {_                final QueryBuilder query__                if (userNames == null || userNames.length == 0) {_                    query = QueryBuilders.termQuery(Fields.TYPE.getPreferredName(), USER_DOC_TYPE)__                } else {_                    final String[] users = Arrays.asList(userNames).stream()_                            .map(s -> getIdForUser(USER_DOC_TYPE, s)).toArray(String[]::new)__                    query = QueryBuilders.boolQuery().filter(QueryBuilders.idsQuery(INDEX_TYPE).addIds(users))__                }_                final Supplier<ThreadContext.StoredContext> supplier = client.threadPool().getThreadContext().newRestorableContext(false)__                try (ThreadContext.StoredContext ignore = stashWithOrigin(client.threadPool().getThreadContext(), SECURITY_ORIGIN)) {_                    SearchRequest request = client.prepareSearch(SECURITY_INDEX_NAME)_                            .setScroll(TimeValue.timeValueSeconds(10L))_                            .setQuery(query)_                            .setSize(1000)_                            .setFetchSource(true)_                            .request()__                    request.indicesOptions().ignoreUnavailable()__                    ScrollHelper.fetchAllByEntity(client, request, new ContextPreservingActionListener<>(supplier, listener), (hit) -> {_                        UserAndPassword u = transformUser(hit.getId(), hit.getSourceAsMap())__                        return u != null ? u.user() : null__                    })__                }_            })__        }_    };retrieve,a,list,of,users,if,user,names,is,null,or,empty,fetch,all,users;public,void,get,users,string,user,names,final,action,listener,collection,user,listener,final,consumer,exception,handle,exception,t,if,t,instanceof,index,not,found,exception,logger,trace,could,not,retrieve,users,because,security,index,does,not,exist,listener,on,response,collections,empty,list,else,listener,on,failure,t,if,security,lifecycle,service,security,index,index,exists,false,listener,on,response,collections,empty,list,else,if,user,names,length,1,final,string,username,user,names,0,get,user,and,password,username,action,listener,wrap,uap,listener,on,response,uap,null,collections,empty,list,collections,singleton,list,uap,user,handle,exception,else,security,lifecycle,service,security,index,prepare,index,if,needed,then,execute,listener,on,failure,final,query,builder,query,if,user,names,null,user,names,length,0,query,query,builders,term,query,fields,type,get,preferred,name,else,final,string,users,arrays,as,list,user,names,stream,map,s,get,id,for,user,s,to,array,string,new,query,query,builders,bool,query,filter,query,builders,ids,query,add,ids,users,final,supplier,thread,context,stored,context,supplier,client,thread,pool,get,thread,context,new,restorable,context,false,try,thread,context,stored,context,ignore,stash,with,origin,client,thread,pool,get,thread,context,search,request,request,client,prepare,search,set,scroll,time,value,time,value,seconds,10l,set,query,query,set,size,1000,set,fetch,source,true,request,request,indices,options,ignore,unavailable,scroll,helper,fetch,all,by,entity,client,request,new,context,preserving,action,listener,supplier,listener,hit,user,and,password,u,transform,user,hit,get,id,hit,get,source,as,map,return,u,null,u,user,null
NativeUsersStore -> public void getUsers(String[] userNames, final ActionListener<Collection<User>> listener);1526449283;Retrieve a list of users, if userNames is null or empty, fetch all users;public void getUsers(String[] userNames, final ActionListener<Collection<User>> listener) {_        final Consumer<Exception> handleException = (t) -> {_            if (t instanceof IndexNotFoundException) {_                logger.trace("could not retrieve users because security index does not exist")__                _                listener.onResponse(Collections.emptyList())__            } else {_                listener.onFailure(t)__            }_        }___        if (securityIndex.indexExists() == false) {_            _            listener.onResponse(Collections.emptyList())__        } else if (userNames.length == 1) { _            final String username = userNames[0]__            getUserAndPassword(username, ActionListener.wrap(_                    (uap) -> listener.onResponse(uap == null ? Collections.emptyList() : Collections.singletonList(uap.user())),_                    handleException))__        } else {_            securityIndex.prepareIndexIfNeededThenExecute(listener::onFailure, () -> {_                final QueryBuilder query__                if (userNames == null || userNames.length == 0) {_                    query = QueryBuilders.termQuery(Fields.TYPE.getPreferredName(), USER_DOC_TYPE)__                } else {_                    final String[] users = Arrays.asList(userNames).stream()_                            .map(s -> getIdForUser(USER_DOC_TYPE, s)).toArray(String[]::new)__                    query = QueryBuilders.boolQuery().filter(QueryBuilders.idsQuery(INDEX_TYPE).addIds(users))__                }_                final Supplier<ThreadContext.StoredContext> supplier = client.threadPool().getThreadContext().newRestorableContext(false)__                try (ThreadContext.StoredContext ignore = stashWithOrigin(client.threadPool().getThreadContext(), SECURITY_ORIGIN)) {_                    SearchRequest request = client.prepareSearch(SECURITY_INDEX_NAME)_                            .setScroll(TimeValue.timeValueSeconds(10L))_                            .setQuery(query)_                            .setSize(1000)_                            .setFetchSource(true)_                            .request()__                    request.indicesOptions().ignoreUnavailable()__                    ScrollHelper.fetchAllByEntity(client, request, new ContextPreservingActionListener<>(supplier, listener), (hit) -> {_                        UserAndPassword u = transformUser(hit.getId(), hit.getSourceAsMap())__                        return u != null ? u.user() : null__                    })__                }_            })__        }_    };retrieve,a,list,of,users,if,user,names,is,null,or,empty,fetch,all,users;public,void,get,users,string,user,names,final,action,listener,collection,user,listener,final,consumer,exception,handle,exception,t,if,t,instanceof,index,not,found,exception,logger,trace,could,not,retrieve,users,because,security,index,does,not,exist,listener,on,response,collections,empty,list,else,listener,on,failure,t,if,security,index,index,exists,false,listener,on,response,collections,empty,list,else,if,user,names,length,1,final,string,username,user,names,0,get,user,and,password,username,action,listener,wrap,uap,listener,on,response,uap,null,collections,empty,list,collections,singleton,list,uap,user,handle,exception,else,security,index,prepare,index,if,needed,then,execute,listener,on,failure,final,query,builder,query,if,user,names,null,user,names,length,0,query,query,builders,term,query,fields,type,get,preferred,name,else,final,string,users,arrays,as,list,user,names,stream,map,s,get,id,for,user,s,to,array,string,new,query,query,builders,bool,query,filter,query,builders,ids,query,add,ids,users,final,supplier,thread,context,stored,context,supplier,client,thread,pool,get,thread,context,new,restorable,context,false,try,thread,context,stored,context,ignore,stash,with,origin,client,thread,pool,get,thread,context,search,request,request,client,prepare,search,set,scroll,time,value,time,value,seconds,10l,set,query,query,set,size,1000,set,fetch,source,true,request,request,indices,options,ignore,unavailable,scroll,helper,fetch,all,by,entity,client,request,new,context,preserving,action,listener,supplier,listener,hit,user,and,password,u,transform,user,hit,get,id,hit,get,source,as,map,return,u,null,u,user,null
NativeUsersStore -> public void getUsers(String[] userNames, final ActionListener<Collection<User>> listener);1528304883;Retrieve a list of users, if userNames is null or empty, fetch all users;public void getUsers(String[] userNames, final ActionListener<Collection<User>> listener) {_        final Consumer<Exception> handleException = (t) -> {_            if (t instanceof IndexNotFoundException) {_                logger.trace("could not retrieve users because security index does not exist")__                _                listener.onResponse(Collections.emptyList())__            } else {_                listener.onFailure(t)__            }_        }___        if (securityIndex.indexExists() == false) {_            _            listener.onResponse(Collections.emptyList())__        } else if (userNames.length == 1) { _            final String username = userNames[0]__            getUserAndPassword(username, ActionListener.wrap(_                    (uap) -> listener.onResponse(uap == null ? Collections.emptyList() : Collections.singletonList(uap.user())),_                    handleException))__        } else {_            securityIndex.prepareIndexIfNeededThenExecute(listener::onFailure, () -> {_                final QueryBuilder query__                if (userNames == null || userNames.length == 0) {_                    query = QueryBuilders.termQuery(Fields.TYPE.getPreferredName(), USER_DOC_TYPE)__                } else {_                    final String[] users = Arrays.asList(userNames).stream()_                            .map(s -> getIdForUser(USER_DOC_TYPE, s)).toArray(String[]::new)__                    query = QueryBuilders.boolQuery().filter(QueryBuilders.idsQuery(INDEX_TYPE).addIds(users))__                }_                final Supplier<ThreadContext.StoredContext> supplier = client.threadPool().getThreadContext().newRestorableContext(false)__                try (ThreadContext.StoredContext ignore = stashWithOrigin(client.threadPool().getThreadContext(), SECURITY_ORIGIN)) {_                    SearchRequest request = client.prepareSearch(SECURITY_INDEX_NAME)_                            .setScroll(TimeValue.timeValueSeconds(10L))_                            .setQuery(query)_                            .setSize(1000)_                            .setFetchSource(true)_                            .request()__                    request.indicesOptions().ignoreUnavailable()__                    ScrollHelper.fetchAllByEntity(client, request, new ContextPreservingActionListener<>(supplier, listener), (hit) -> {_                        UserAndPassword u = transformUser(hit.getId(), hit.getSourceAsMap())__                        return u != null ? u.user() : null__                    })__                }_            })__        }_    };retrieve,a,list,of,users,if,user,names,is,null,or,empty,fetch,all,users;public,void,get,users,string,user,names,final,action,listener,collection,user,listener,final,consumer,exception,handle,exception,t,if,t,instanceof,index,not,found,exception,logger,trace,could,not,retrieve,users,because,security,index,does,not,exist,listener,on,response,collections,empty,list,else,listener,on,failure,t,if,security,index,index,exists,false,listener,on,response,collections,empty,list,else,if,user,names,length,1,final,string,username,user,names,0,get,user,and,password,username,action,listener,wrap,uap,listener,on,response,uap,null,collections,empty,list,collections,singleton,list,uap,user,handle,exception,else,security,index,prepare,index,if,needed,then,execute,listener,on,failure,final,query,builder,query,if,user,names,null,user,names,length,0,query,query,builders,term,query,fields,type,get,preferred,name,else,final,string,users,arrays,as,list,user,names,stream,map,s,get,id,for,user,s,to,array,string,new,query,query,builders,bool,query,filter,query,builders,ids,query,add,ids,users,final,supplier,thread,context,stored,context,supplier,client,thread,pool,get,thread,context,new,restorable,context,false,try,thread,context,stored,context,ignore,stash,with,origin,client,thread,pool,get,thread,context,search,request,request,client,prepare,search,set,scroll,time,value,time,value,seconds,10l,set,query,query,set,size,1000,set,fetch,source,true,request,request,indices,options,ignore,unavailable,scroll,helper,fetch,all,by,entity,client,request,new,context,preserving,action,listener,supplier,listener,hit,user,and,password,u,transform,user,hit,get,id,hit,get,source,as,map,return,u,null,u,user,null
NativeUsersStore -> public void getUsers(String[] userNames, final ActionListener<Collection<User>> listener);1531179852;Retrieve a list of users, if userNames is null or empty, fetch all users;public void getUsers(String[] userNames, final ActionListener<Collection<User>> listener) {_        final Consumer<Exception> handleException = (t) -> {_            if (t instanceof IndexNotFoundException) {_                logger.trace("could not retrieve users because security index does not exist")__                _                listener.onResponse(Collections.emptyList())__            } else {_                listener.onFailure(t)__            }_        }___        if (securityIndex.indexExists() == false) {_            _            listener.onResponse(Collections.emptyList())__        } else if (userNames.length == 1) { _            final String username = userNames[0]__            getUserAndPassword(username, ActionListener.wrap(_                    (uap) -> listener.onResponse(uap == null ? Collections.emptyList() : Collections.singletonList(uap.user())),_                    handleException))__        } else {_            securityIndex.prepareIndexIfNeededThenExecute(listener::onFailure, () -> {_                final QueryBuilder query__                if (userNames == null || userNames.length == 0) {_                    query = QueryBuilders.termQuery(Fields.TYPE.getPreferredName(), USER_DOC_TYPE)__                } else {_                    final String[] users = Arrays.asList(userNames).stream()_                            .map(s -> getIdForUser(USER_DOC_TYPE, s)).toArray(String[]::new)__                    query = QueryBuilders.boolQuery().filter(QueryBuilders.idsQuery(INDEX_TYPE).addIds(users))__                }_                final Supplier<ThreadContext.StoredContext> supplier = client.threadPool().getThreadContext().newRestorableContext(false)__                try (ThreadContext.StoredContext ignore = stashWithOrigin(client.threadPool().getThreadContext(), SECURITY_ORIGIN)) {_                    SearchRequest request = client.prepareSearch(SECURITY_INDEX_NAME)_                            .setScroll(TimeValue.timeValueSeconds(10L))_                            .setQuery(query)_                            .setSize(1000)_                            .setFetchSource(true)_                            .request()__                    request.indicesOptions().ignoreUnavailable()__                    ScrollHelper.fetchAllByEntity(client, request, new ContextPreservingActionListener<>(supplier, listener), (hit) -> {_                        UserAndPassword u = transformUser(hit.getId(), hit.getSourceAsMap())__                        return u != null ? u.user() : null__                    })__                }_            })__        }_    };retrieve,a,list,of,users,if,user,names,is,null,or,empty,fetch,all,users;public,void,get,users,string,user,names,final,action,listener,collection,user,listener,final,consumer,exception,handle,exception,t,if,t,instanceof,index,not,found,exception,logger,trace,could,not,retrieve,users,because,security,index,does,not,exist,listener,on,response,collections,empty,list,else,listener,on,failure,t,if,security,index,index,exists,false,listener,on,response,collections,empty,list,else,if,user,names,length,1,final,string,username,user,names,0,get,user,and,password,username,action,listener,wrap,uap,listener,on,response,uap,null,collections,empty,list,collections,singleton,list,uap,user,handle,exception,else,security,index,prepare,index,if,needed,then,execute,listener,on,failure,final,query,builder,query,if,user,names,null,user,names,length,0,query,query,builders,term,query,fields,type,get,preferred,name,else,final,string,users,arrays,as,list,user,names,stream,map,s,get,id,for,user,s,to,array,string,new,query,query,builders,bool,query,filter,query,builders,ids,query,add,ids,users,final,supplier,thread,context,stored,context,supplier,client,thread,pool,get,thread,context,new,restorable,context,false,try,thread,context,stored,context,ignore,stash,with,origin,client,thread,pool,get,thread,context,search,request,request,client,prepare,search,set,scroll,time,value,time,value,seconds,10l,set,query,query,set,size,1000,set,fetch,source,true,request,request,indices,options,ignore,unavailable,scroll,helper,fetch,all,by,entity,client,request,new,context,preserving,action,listener,supplier,listener,hit,user,and,password,u,transform,user,hit,get,id,hit,get,source,as,map,return,u,null,u,user,null
NativeUsersStore -> public void getUsers(String[] userNames, final ActionListener<Collection<User>> listener);1533295538;Retrieve a list of users, if userNames is null or empty, fetch all users;public void getUsers(String[] userNames, final ActionListener<Collection<User>> listener) {_        final Consumer<Exception> handleException = (t) -> {_            if (t instanceof IndexNotFoundException) {_                logger.trace("could not retrieve users because security index does not exist")__                _                listener.onResponse(Collections.emptyList())__            } else {_                listener.onFailure(t)__            }_        }___        if (securityIndex.indexExists() == false) {_            _            listener.onResponse(Collections.emptyList())__        } else if (userNames.length == 1) { _            final String username = userNames[0]__            getUserAndPassword(username, ActionListener.wrap(_                    (uap) -> listener.onResponse(uap == null ? Collections.emptyList() : Collections.singletonList(uap.user())),_                    handleException))__        } else {_            securityIndex.prepareIndexIfNeededThenExecute(listener::onFailure, () -> {_                final QueryBuilder query__                if (userNames == null || userNames.length == 0) {_                    query = QueryBuilders.termQuery(Fields.TYPE.getPreferredName(), USER_DOC_TYPE)__                } else {_                    final String[] users = Arrays.asList(userNames).stream()_                            .map(s -> getIdForUser(USER_DOC_TYPE, s)).toArray(String[]::new)__                    query = QueryBuilders.boolQuery().filter(QueryBuilders.idsQuery(INDEX_TYPE).addIds(users))__                }_                final Supplier<ThreadContext.StoredContext> supplier = client.threadPool().getThreadContext().newRestorableContext(false)__                try (ThreadContext.StoredContext ignore = stashWithOrigin(client.threadPool().getThreadContext(), SECURITY_ORIGIN)) {_                    SearchRequest request = client.prepareSearch(SECURITY_INDEX_NAME)_                            .setScroll(TimeValue.timeValueSeconds(10L))_                            .setQuery(query)_                            .setSize(1000)_                            .setFetchSource(true)_                            .request()__                    request.indicesOptions().ignoreUnavailable()__                    ScrollHelper.fetchAllByEntity(client, request, new ContextPreservingActionListener<>(supplier, listener), (hit) -> {_                        UserAndPassword u = transformUser(hit.getId(), hit.getSourceAsMap())__                        return u != null ? u.user() : null__                    })__                }_            })__        }_    };retrieve,a,list,of,users,if,user,names,is,null,or,empty,fetch,all,users;public,void,get,users,string,user,names,final,action,listener,collection,user,listener,final,consumer,exception,handle,exception,t,if,t,instanceof,index,not,found,exception,logger,trace,could,not,retrieve,users,because,security,index,does,not,exist,listener,on,response,collections,empty,list,else,listener,on,failure,t,if,security,index,index,exists,false,listener,on,response,collections,empty,list,else,if,user,names,length,1,final,string,username,user,names,0,get,user,and,password,username,action,listener,wrap,uap,listener,on,response,uap,null,collections,empty,list,collections,singleton,list,uap,user,handle,exception,else,security,index,prepare,index,if,needed,then,execute,listener,on,failure,final,query,builder,query,if,user,names,null,user,names,length,0,query,query,builders,term,query,fields,type,get,preferred,name,else,final,string,users,arrays,as,list,user,names,stream,map,s,get,id,for,user,s,to,array,string,new,query,query,builders,bool,query,filter,query,builders,ids,query,add,ids,users,final,supplier,thread,context,stored,context,supplier,client,thread,pool,get,thread,context,new,restorable,context,false,try,thread,context,stored,context,ignore,stash,with,origin,client,thread,pool,get,thread,context,search,request,request,client,prepare,search,set,scroll,time,value,time,value,seconds,10l,set,query,query,set,size,1000,set,fetch,source,true,request,request,indices,options,ignore,unavailable,scroll,helper,fetch,all,by,entity,client,request,new,context,preserving,action,listener,supplier,listener,hit,user,and,password,u,transform,user,hit,get,id,hit,get,source,as,map,return,u,null,u,user,null
