# id;timestamp;commentText;codeText;commentWords;codeWords
FileCache -> public void shutdown();1431371277;Shuts down the file cache by cancelling all;public void shutdown() {_		synchronized (lock) {_			_			ScheduledExecutorService es = this.executorService__			if (es != null) {_				es.shutdown()__				try {_					es.awaitTermination(5000L, TimeUnit.MILLISECONDS)__				}_				catch (InterruptedException e) {_					_				}_			}_			_			entries.clear()__			_			_			for (File dir : storageDirectories) {_				try {_					FileUtils.deleteDirectory(dir)__				}_				catch (IOException e) {_					LOG.error("File cache could not properly clean up storage directory.")__				}_			}__			_			_			if (shutdownHook != null && shutdownHook != Thread.currentThread()) {_				try {_					Runtime.getRuntime().removeShutdownHook(shutdownHook)__				}_				catch (IllegalStateException e) {_					_				}_				catch (Throwable t) {_					LOG.warn("Exception while unregistering file cache's cleanup shutdown hook.")__				}_			}_		}_	};shuts,down,the,file,cache,by,cancelling,all;public,void,shutdown,synchronized,lock,scheduled,executor,service,es,this,executor,service,if,es,null,es,shutdown,try,es,await,termination,5000l,time,unit,milliseconds,catch,interrupted,exception,e,entries,clear,for,file,dir,storage,directories,try,file,utils,delete,directory,dir,catch,ioexception,e,log,error,file,cache,could,not,properly,clean,up,storage,directory,if,shutdown,hook,null,shutdown,hook,thread,current,thread,try,runtime,get,runtime,remove,shutdown,hook,shutdown,hook,catch,illegal,state,exception,e,catch,throwable,t,log,warn,exception,while,unregistering,file,cache,s,cleanup,shutdown,hook
FileCache -> public void shutdown();1525420604;Shuts down the file cache by cancelling all.;public void shutdown() {_		synchronized (lock) {_			_			ScheduledExecutorService es = this.executorService__			if (es != null) {_				es.shutdown()__				try {_					es.awaitTermination(cleanupInterval, TimeUnit.MILLISECONDS)__				}_				catch (InterruptedException e) {_					_				}_			}__			entries.clear()__			jobRefHolders.clear()___			_			for (File dir : storageDirectories) {_				try {_					FileUtils.deleteDirectory(dir)__				}_				catch (IOException e) {_					LOG.error("File cache could not properly clean up storage directory.")__				}_			}__			_			ShutdownHookUtil.removeShutdownHook(shutdownHook, getClass().getSimpleName(), LOG)__		}_	};shuts,down,the,file,cache,by,cancelling,all;public,void,shutdown,synchronized,lock,scheduled,executor,service,es,this,executor,service,if,es,null,es,shutdown,try,es,await,termination,cleanup,interval,time,unit,milliseconds,catch,interrupted,exception,e,entries,clear,job,ref,holders,clear,for,file,dir,storage,directories,try,file,utils,delete,directory,dir,catch,ioexception,e,log,error,file,cache,could,not,properly,clean,up,storage,directory,shutdown,hook,util,remove,shutdown,hook,shutdown,hook,get,class,get,simple,name,log
FileCache -> public void shutdown();1529065669;Shuts down the file cache by cancelling all.;public void shutdown() {_		synchronized (lock) {_			_			ScheduledExecutorService es = this.executorService__			if (es != null) {_				es.shutdown()__				try {_					es.awaitTermination(cleanupInterval, TimeUnit.MILLISECONDS)__				}_				catch (InterruptedException e) {_					_				}_			}__			entries.clear()__			jobRefHolders.clear()___			_			for (File dir : storageDirectories) {_				try {_					FileUtils.deleteDirectory(dir)__				}_				catch (IOException e) {_					LOG.error("File cache could not properly clean up storage directory.")__				}_			}__			_			ShutdownHookUtil.removeShutdownHook(shutdownHook, getClass().getSimpleName(), LOG)__		}_	};shuts,down,the,file,cache,by,cancelling,all;public,void,shutdown,synchronized,lock,scheduled,executor,service,es,this,executor,service,if,es,null,es,shutdown,try,es,await,termination,cleanup,interval,time,unit,milliseconds,catch,interrupted,exception,e,entries,clear,job,ref,holders,clear,for,file,dir,storage,directories,try,file,utils,delete,directory,dir,catch,ioexception,e,log,error,file,cache,could,not,properly,clean,up,storage,directory,shutdown,hook,util,remove,shutdown,hook,shutdown,hook,get,class,get,simple,name,log
FileCache -> public void shutdown();1529583969;Shuts down the file cache by cancelling all.;public void shutdown() {_		synchronized (lock) {_			_			ScheduledExecutorService es = this.executorService__			if (es != null) {_				es.shutdown()__				try {_					es.awaitTermination(cleanupInterval, TimeUnit.MILLISECONDS)__				}_				catch (InterruptedException e) {_					_				}_			}__			entries.clear()__			jobRefHolders.clear()___			_			for (File dir : storageDirectories) {_				try {_					FileUtils.deleteDirectory(dir)__				}_				catch (IOException e) {_					LOG.error("File cache could not properly clean up storage directory.")__				}_			}__			_			ShutdownHookUtil.removeShutdownHook(shutdownHook, getClass().getSimpleName(), LOG)__		}_	};shuts,down,the,file,cache,by,cancelling,all;public,void,shutdown,synchronized,lock,scheduled,executor,service,es,this,executor,service,if,es,null,es,shutdown,try,es,await,termination,cleanup,interval,time,unit,milliseconds,catch,interrupted,exception,e,entries,clear,job,ref,holders,clear,for,file,dir,storage,directories,try,file,utils,delete,directory,dir,catch,ioexception,e,log,error,file,cache,could,not,properly,clean,up,storage,directory,shutdown,hook,util,remove,shutdown,hook,shutdown,hook,get,class,get,simple,name,log
FileCache -> public void shutdown();1536223031;Shuts down the file cache by cancelling all.;public void shutdown() {_		synchronized (lock) {_			_			ScheduledExecutorService es = this.executorService__			if (es != null) {_				es.shutdown()__				try {_					es.awaitTermination(cleanupInterval, TimeUnit.MILLISECONDS)__				}_				catch (InterruptedException e) {_					_				}_			}__			entries.clear()__			jobRefHolders.clear()___			_			for (File dir : storageDirectories) {_				try {_					FileUtils.deleteDirectory(dir)__				}_				catch (IOException e) {_					LOG.error("File cache could not properly clean up storage directory.")__				}_			}__			_			ShutdownHookUtil.removeShutdownHook(shutdownHook, getClass().getSimpleName(), LOG)__		}_	};shuts,down,the,file,cache,by,cancelling,all;public,void,shutdown,synchronized,lock,scheduled,executor,service,es,this,executor,service,if,es,null,es,shutdown,try,es,await,termination,cleanup,interval,time,unit,milliseconds,catch,interrupted,exception,e,entries,clear,job,ref,holders,clear,for,file,dir,storage,directories,try,file,utils,delete,directory,dir,catch,ioexception,e,log,error,file,cache,could,not,properly,clean,up,storage,directory,shutdown,hook,util,remove,shutdown,hook,shutdown,hook,get,class,get,simple,name,log
FileCache -> public void shutdown();1550138430;Shuts down the file cache by cancelling all.;public void shutdown() {_		synchronized (lock) {_			_			ScheduledExecutorService es = this.executorService__			if (es != null) {_				es.shutdown()__				try {_					es.awaitTermination(cleanupInterval, TimeUnit.MILLISECONDS)__				}_				catch (InterruptedException e) {_					_				}_			}__			entries.clear()__			jobRefHolders.clear()___			_			for (File dir : storageDirectories) {_				try {_					FileUtils.deleteDirectory(dir)__					LOG.info("removed file cache directory {}", dir.getAbsolutePath())__				}_				catch (IOException e) {_					LOG.error("File cache could not properly clean up storage directory: {}", dir.getAbsolutePath(), e)__				}_			}__			_			ShutdownHookUtil.removeShutdownHook(shutdownHook, getClass().getSimpleName(), LOG)__		}_	};shuts,down,the,file,cache,by,cancelling,all;public,void,shutdown,synchronized,lock,scheduled,executor,service,es,this,executor,service,if,es,null,es,shutdown,try,es,await,termination,cleanup,interval,time,unit,milliseconds,catch,interrupted,exception,e,entries,clear,job,ref,holders,clear,for,file,dir,storage,directories,try,file,utils,delete,directory,dir,log,info,removed,file,cache,directory,dir,get,absolute,path,catch,ioexception,e,log,error,file,cache,could,not,properly,clean,up,storage,directory,dir,get,absolute,path,e,shutdown,hook,util,remove,shutdown,hook,shutdown,hook,get,class,get,simple,name,log
FileCache -> public void deleteTmpFile(String name, DistributedCacheEntry entry, JobID jobID);1405024514;Deletes the local file after a 5 second delay._@param name file identifier_@param entry entry containing all relevant information_@param jobID;public void deleteTmpFile(String name, DistributedCacheEntry entry, JobID jobID) {_		DeleteProcess dp = new DeleteProcess(name, entry, jobID, count.get(new ImmutablePair<JobID, String>(jobID,name)))__		executorService.schedule(dp, 5000L, TimeUnit.MILLISECONDS)__	};deletes,the,local,file,after,a,5,second,delay,param,name,file,identifier,param,entry,entry,containing,all,relevant,information,param,job,id;public,void,delete,tmp,file,string,name,distributed,cache,entry,entry,job,id,job,id,delete,process,dp,new,delete,process,name,entry,job,id,count,get,new,immutable,pair,job,id,string,job,id,name,executor,service,schedule,dp,5000l,time,unit,milliseconds
FileCache -> public void deleteTmpFile(String name, DistributedCacheEntry entry, JobID jobID);1405090423;Deletes the local file after a 5 second delay._@param name file identifier_@param entry entry containing all relevant information_@param jobID;public void deleteTmpFile(String name, DistributedCacheEntry entry, JobID jobID) {_		DeleteProcess dp = new DeleteProcess(name, entry, jobID, count.get(new ImmutablePair<JobID, String>(jobID,name)))__		executorService.schedule(dp, 5000L, TimeUnit.MILLISECONDS)__	};deletes,the,local,file,after,a,5,second,delay,param,name,file,identifier,param,entry,entry,containing,all,relevant,information,param,job,id;public,void,delete,tmp,file,string,name,distributed,cache,entry,entry,job,id,job,id,delete,process,dp,new,delete,process,name,entry,job,id,count,get,new,immutable,pair,job,id,string,job,id,name,executor,service,schedule,dp,5000l,time,unit,milliseconds
FileCache -> public void deleteTmpFile(String name, DistributedCacheEntry entry, JobID jobID);1411236168;Deletes the local file after a 5 second delay._@param name file identifier_@param entry entry containing all relevant information_@param jobID;public void deleteTmpFile(String name, DistributedCacheEntry entry, JobID jobID) {_		DeleteProcess dp = new DeleteProcess(name, entry, jobID, count.get(new ImmutablePair<JobID, String>(jobID,name)))__		executorService.schedule(dp, 5000L, TimeUnit.MILLISECONDS)__	};deletes,the,local,file,after,a,5,second,delay,param,name,file,identifier,param,entry,entry,containing,all,relevant,information,param,job,id;public,void,delete,tmp,file,string,name,distributed,cache,entry,entry,job,id,job,id,delete,process,dp,new,delete,process,name,entry,job,id,count,get,new,immutable,pair,job,id,string,job,id,name,executor,service,schedule,dp,5000l,time,unit,milliseconds
FileCache -> public void deleteTmpFile(String name, DistributedCacheEntry entry, JobID jobID);1411473593;Deletes the local file after a 5 second delay._@param name file identifier_@param entry entry containing all relevant information_@param jobID;public void deleteTmpFile(String name, DistributedCacheEntry entry, JobID jobID) {_		DeleteProcess dp = new DeleteProcess(name, entry, jobID, count.get(new ImmutablePair<JobID, String>(jobID,name)))__		executorService.schedule(dp, 5000L, TimeUnit.MILLISECONDS)__	};deletes,the,local,file,after,a,5,second,delay,param,name,file,identifier,param,entry,entry,containing,all,relevant,information,param,job,id;public,void,delete,tmp,file,string,name,distributed,cache,entry,entry,job,id,job,id,delete,process,dp,new,delete,process,name,entry,job,id,count,get,new,immutable,pair,job,id,string,job,id,name,executor,service,schedule,dp,5000l,time,unit,milliseconds
FileCache -> public void deleteTmpFile(String name, DistributedCacheEntry entry, JobID jobID);1413290542;Deletes the local file after a 5 second delay._@param name file identifier_@param entry entry containing all relevant information_@param jobID;public void deleteTmpFile(String name, DistributedCacheEntry entry, JobID jobID) {_		DeleteProcess dp = new DeleteProcess(name, entry, jobID, count.get(new ImmutablePair<JobID, String>(jobID,name)))__		executorService.schedule(dp, 5000L, TimeUnit.MILLISECONDS)__	};deletes,the,local,file,after,a,5,second,delay,param,name,file,identifier,param,entry,entry,containing,all,relevant,information,param,job,id;public,void,delete,tmp,file,string,name,distributed,cache,entry,entry,job,id,job,id,delete,process,dp,new,delete,process,name,entry,job,id,count,get,new,immutable,pair,job,id,string,job,id,name,executor,service,schedule,dp,5000l,time,unit,milliseconds
FileCache -> public void deleteTmpFile(String name, DistributedCacheEntry entry, JobID jobID);1422833259;Deletes the local file after a 5 second delay._@param name file identifier_@param entry entry containing all relevant information_@param jobID;public void deleteTmpFile(String name, DistributedCacheEntry entry, JobID jobID) {_		DeleteProcess dp = new DeleteProcess(name, entry, jobID)__		executorService.schedule(dp, 5000L, TimeUnit.MILLISECONDS)__	};deletes,the,local,file,after,a,5,second,delay,param,name,file,identifier,param,entry,entry,containing,all,relevant,information,param,job,id;public,void,delete,tmp,file,string,name,distributed,cache,entry,entry,job,id,job,id,delete,process,dp,new,delete,process,name,entry,job,id,executor,service,schedule,dp,5000l,time,unit,milliseconds
FileCache -> public void deleteTmpFile(String name, DistributedCacheEntry entry, JobID jobID);1427784999;Deletes the local file after a 5 second delay._@param name file identifier_@param entry entry containing all relevant information_@param jobID;public void deleteTmpFile(String name, DistributedCacheEntry entry, JobID jobID) {_		DeleteProcess dp = new DeleteProcess(name, entry, jobID)__		executorService.schedule(dp, 5000L, TimeUnit.MILLISECONDS)__	};deletes,the,local,file,after,a,5,second,delay,param,name,file,identifier,param,entry,entry,containing,all,relevant,information,param,job,id;public,void,delete,tmp,file,string,name,distributed,cache,entry,entry,job,id,job,id,delete,process,dp,new,delete,process,name,entry,job,id,executor,service,schedule,dp,5000l,time,unit,milliseconds
