# id;timestamp;commentText;codeText;commentWords;codeWords
MessageSendingOperations -> void convertAndSend(Object payload) throws MessagingException_;1386297052;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.support.converter.MessageConverter},_wrap it as a message and send it to a default destination.__@param payload the Object to use as payload;void convertAndSend(Object payload) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,support,converter,message,converter,wrap,it,as,a,message,and,send,it,to,a,default,destination,param,payload,the,object,to,use,as,payload;void,convert,and,send,object,payload,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(D destination, Object payload, MessagePostProcessor postProcessor) throws MessagingException_;1386350678;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.converter.MessageConverter},_wrap it as a message, apply the given post processor, and send_the resulting message to the given destination._@param destination the target destination_@param payload the Object to use as payload_@param postProcessor the post processor to apply to the message;void convertAndSend(D destination, Object payload, MessagePostProcessor postProcessor) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,converter,message,converter,wrap,it,as,a,message,apply,the,given,post,processor,and,send,the,resulting,message,to,the,given,destination,param,destination,the,target,destination,param,payload,the,object,to,use,as,payload,param,post,processor,the,post,processor,to,apply,to,the,message;void,convert,and,send,d,destination,object,payload,message,post,processor,post,processor,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(D destination, Object payload, MessagePostProcessor postProcessor) throws MessagingException_;1400489173;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.converter.MessageConverter},_wrap it as a message, apply the given post processor, and send_the resulting message to the given destination._@param destination the target destination_@param payload the Object to use as payload_@param postProcessor the post processor to apply to the message;void convertAndSend(D destination, Object payload, MessagePostProcessor postProcessor) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,converter,message,converter,wrap,it,as,a,message,apply,the,given,post,processor,and,send,the,resulting,message,to,the,given,destination,param,destination,the,target,destination,param,payload,the,object,to,use,as,payload,param,post,processor,the,post,processor,to,apply,to,the,message;void,convert,and,send,d,destination,object,payload,message,post,processor,post,processor,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(D destination, Object payload, MessagePostProcessor postProcessor) throws MessagingException_;1427240641;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.converter.MessageConverter},_wrap it as a message, apply the given post processor, and send_the resulting message to the given destination._@param destination the target destination_@param payload the Object to use as payload_@param postProcessor the post processor to apply to the message;void convertAndSend(D destination, Object payload, MessagePostProcessor postProcessor) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,converter,message,converter,wrap,it,as,a,message,apply,the,given,post,processor,and,send,the,resulting,message,to,the,given,destination,param,destination,the,target,destination,param,payload,the,object,to,use,as,payload,param,post,processor,the,post,processor,to,apply,to,the,message;void,convert,and,send,d,destination,object,payload,message,post,processor,post,processor,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(D destination, Object payload, MessagePostProcessor postProcessor) throws MessagingException_;1496259743;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.converter.MessageConverter},_wrap it as a message, apply the given post processor, and send_the resulting message to the given destination._@param destination the target destination_@param payload the Object to use as payload_@param postProcessor the post processor to apply to the message;void convertAndSend(D destination, Object payload, MessagePostProcessor postProcessor) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,converter,message,converter,wrap,it,as,a,message,apply,the,given,post,processor,and,send,the,resulting,message,to,the,given,destination,param,destination,the,target,destination,param,payload,the,object,to,use,as,payload,param,post,processor,the,post,processor,to,apply,to,the,message;void,convert,and,send,d,destination,object,payload,message,post,processor,post,processor,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(D destination, Object payload, MessagePostProcessor postProcessor) throws MessagingException_;1508532146;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.converter.MessageConverter},_wrap it as a message, apply the given post processor, and send_the resulting message to the given destination._@param destination the target destination_@param payload the Object to use as payload_@param postProcessor the post processor to apply to the message;void convertAndSend(D destination, Object payload, MessagePostProcessor postProcessor) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,converter,message,converter,wrap,it,as,a,message,apply,the,given,post,processor,and,send,the,resulting,message,to,the,given,destination,param,destination,the,target,destination,param,payload,the,object,to,use,as,payload,param,post,processor,the,post,processor,to,apply,to,the,message;void,convert,and,send,d,destination,object,payload,message,post,processor,post,processor,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(D destination, Object payload, MessagePostProcessor postProcessor) throws MessagingException_;1530174524;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.converter.MessageConverter},_wrap it as a message, apply the given post processor, and send_the resulting message to the given destination._@param destination the target destination_@param payload the Object to use as payload_@param postProcessor the post processor to apply to the message;void convertAndSend(D destination, Object payload, MessagePostProcessor postProcessor) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,converter,message,converter,wrap,it,as,a,message,apply,the,given,post,processor,and,send,the,resulting,message,to,the,given,destination,param,destination,the,target,destination,param,payload,the,object,to,use,as,payload,param,post,processor,the,post,processor,to,apply,to,the,message;void,convert,and,send,d,destination,object,payload,message,post,processor,post,processor,throws,messaging,exception
MessageSendingOperations -> void send(D destination, Message<?> message) throws MessagingException_;1386297052;Send a message to the given destination.__@param destination the target destination_@param message the message to send;void send(D destination, Message<?> message) throws MessagingException_;send,a,message,to,the,given,destination,param,destination,the,target,destination,param,message,the,message,to,send;void,send,d,destination,message,message,throws,messaging,exception
MessageSendingOperations -> void send(D destination, Message<?> message) throws MessagingException_;1386350678;Send a message to the given destination._@param destination the target destination_@param message the message to send;void send(D destination, Message<?> message) throws MessagingException_;send,a,message,to,the,given,destination,param,destination,the,target,destination,param,message,the,message,to,send;void,send,d,destination,message,message,throws,messaging,exception
MessageSendingOperations -> void send(D destination, Message<?> message) throws MessagingException_;1400489173;Send a message to the given destination._@param destination the target destination_@param message the message to send;void send(D destination, Message<?> message) throws MessagingException_;send,a,message,to,the,given,destination,param,destination,the,target,destination,param,message,the,message,to,send;void,send,d,destination,message,message,throws,messaging,exception
MessageSendingOperations -> void send(D destination, Message<?> message) throws MessagingException_;1427240641;Send a message to the given destination._@param destination the target destination_@param message the message to send;void send(D destination, Message<?> message) throws MessagingException_;send,a,message,to,the,given,destination,param,destination,the,target,destination,param,message,the,message,to,send;void,send,d,destination,message,message,throws,messaging,exception
MessageSendingOperations -> void send(D destination, Message<?> message) throws MessagingException_;1496259743;Send a message to the given destination._@param destination the target destination_@param message the message to send;void send(D destination, Message<?> message) throws MessagingException_;send,a,message,to,the,given,destination,param,destination,the,target,destination,param,message,the,message,to,send;void,send,d,destination,message,message,throws,messaging,exception
MessageSendingOperations -> void send(D destination, Message<?> message) throws MessagingException_;1508532146;Send a message to the given destination._@param destination the target destination_@param message the message to send;void send(D destination, Message<?> message) throws MessagingException_;send,a,message,to,the,given,destination,param,destination,the,target,destination,param,message,the,message,to,send;void,send,d,destination,message,message,throws,messaging,exception
MessageSendingOperations -> void send(D destination, Message<?> message) throws MessagingException_;1530174524;Send a message to the given destination._@param destination the target destination_@param message the message to send;void send(D destination, Message<?> message) throws MessagingException_;send,a,message,to,the,given,destination,param,destination,the,target,destination,param,message,the,message,to,send;void,send,d,destination,message,message,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(D destination, Object payload, Map<String, Object> headers) throws MessagingException_;1386297052;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.support.converter.MessageConverter},_wrap it as a message with the given headers and send it to_a default destination.__@param destination the target destination_@param payload the Object to use as payload_@param headers headers for the message to send;void convertAndSend(D destination, Object payload, Map<String, Object> headers) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,support,converter,message,converter,wrap,it,as,a,message,with,the,given,headers,and,send,it,to,a,default,destination,param,destination,the,target,destination,param,payload,the,object,to,use,as,payload,param,headers,headers,for,the,message,to,send;void,convert,and,send,d,destination,object,payload,map,string,object,headers,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(D destination, Object payload, Map<String, Object> headers) throws MessagingException_;1386350678;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.converter.MessageConverter},_wrap it as a message with the given headers and send it to_a default destination._@param destination the target destination_@param payload the Object to use as payload_@param headers headers for the message to send;void convertAndSend(D destination, Object payload, Map<String, Object> headers) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,converter,message,converter,wrap,it,as,a,message,with,the,given,headers,and,send,it,to,a,default,destination,param,destination,the,target,destination,param,payload,the,object,to,use,as,payload,param,headers,headers,for,the,message,to,send;void,convert,and,send,d,destination,object,payload,map,string,object,headers,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(D destination, Object payload, Map<String, Object> headers) throws MessagingException_;1400489173;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.converter.MessageConverter},_wrap it as a message with the given headers and send it to_the given destination._@param destination the target destination_@param payload the Object to use as payload_@param headers headers for the message to send;void convertAndSend(D destination, Object payload, Map<String, Object> headers) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,converter,message,converter,wrap,it,as,a,message,with,the,given,headers,and,send,it,to,the,given,destination,param,destination,the,target,destination,param,payload,the,object,to,use,as,payload,param,headers,headers,for,the,message,to,send;void,convert,and,send,d,destination,object,payload,map,string,object,headers,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(D destination, Object payload, Map<String, Object> headers) throws MessagingException_;1427240641;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.converter.MessageConverter},_wrap it as a message with the given headers and send it to_the given destination._@param destination the target destination_@param payload the Object to use as payload_@param headers headers for the message to send;void convertAndSend(D destination, Object payload, Map<String, Object> headers) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,converter,message,converter,wrap,it,as,a,message,with,the,given,headers,and,send,it,to,the,given,destination,param,destination,the,target,destination,param,payload,the,object,to,use,as,payload,param,headers,headers,for,the,message,to,send;void,convert,and,send,d,destination,object,payload,map,string,object,headers,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(D destination, Object payload, Map<String, Object> headers) throws MessagingException_;1496259743;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.converter.MessageConverter},_wrap it as a message with the given headers and send it to_the given destination._@param destination the target destination_@param payload the Object to use as payload_@param headers headers for the message to send;void convertAndSend(D destination, Object payload, Map<String, Object> headers) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,converter,message,converter,wrap,it,as,a,message,with,the,given,headers,and,send,it,to,the,given,destination,param,destination,the,target,destination,param,payload,the,object,to,use,as,payload,param,headers,headers,for,the,message,to,send;void,convert,and,send,d,destination,object,payload,map,string,object,headers,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(D destination, Object payload, Map<String, Object> headers) throws MessagingException_;1508532146;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.converter.MessageConverter},_wrap it as a message with the given headers and send it to_the given destination._@param destination the target destination_@param payload the Object to use as payload_@param headers headers for the message to send;void convertAndSend(D destination, Object payload, Map<String, Object> headers) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,converter,message,converter,wrap,it,as,a,message,with,the,given,headers,and,send,it,to,the,given,destination,param,destination,the,target,destination,param,payload,the,object,to,use,as,payload,param,headers,headers,for,the,message,to,send;void,convert,and,send,d,destination,object,payload,map,string,object,headers,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(D destination, Object payload, Map<String, Object> headers) throws MessagingException_;1530174524;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.converter.MessageConverter},_wrap it as a message with the given headers and send it to_the given destination._@param destination the target destination_@param payload the Object to use as payload_@param headers headers for the message to send;void convertAndSend(D destination, Object payload, Map<String, Object> headers) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,converter,message,converter,wrap,it,as,a,message,with,the,given,headers,and,send,it,to,the,given,destination,param,destination,the,target,destination,param,payload,the,object,to,use,as,payload,param,headers,headers,for,the,message,to,send;void,convert,and,send,d,destination,object,payload,map,string,object,headers,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(Object payload, MessagePostProcessor postProcessor) throws MessagingException_;1386297052;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.support.converter.MessageConverter},_wrap it as a message, apply the given post processor, and send_the resulting message to a default destination.__@param payload the Object to use as payload_@param postProcessor the post processor to apply to the message;void convertAndSend(Object payload, MessagePostProcessor postProcessor) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,support,converter,message,converter,wrap,it,as,a,message,apply,the,given,post,processor,and,send,the,resulting,message,to,a,default,destination,param,payload,the,object,to,use,as,payload,param,post,processor,the,post,processor,to,apply,to,the,message;void,convert,and,send,object,payload,message,post,processor,post,processor,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(Object payload, MessagePostProcessor postProcessor) throws MessagingException_;1386350678;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.converter.MessageConverter},_wrap it as a message, apply the given post processor, and send_the resulting message to a default destination._@param payload the Object to use as payload_@param postProcessor the post processor to apply to the message;void convertAndSend(Object payload, MessagePostProcessor postProcessor) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,converter,message,converter,wrap,it,as,a,message,apply,the,given,post,processor,and,send,the,resulting,message,to,a,default,destination,param,payload,the,object,to,use,as,payload,param,post,processor,the,post,processor,to,apply,to,the,message;void,convert,and,send,object,payload,message,post,processor,post,processor,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(Object payload, MessagePostProcessor postProcessor) throws MessagingException_;1400489173;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.converter.MessageConverter},_wrap it as a message, apply the given post processor, and send_the resulting message to a default destination._@param payload the Object to use as payload_@param postProcessor the post processor to apply to the message;void convertAndSend(Object payload, MessagePostProcessor postProcessor) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,converter,message,converter,wrap,it,as,a,message,apply,the,given,post,processor,and,send,the,resulting,message,to,a,default,destination,param,payload,the,object,to,use,as,payload,param,post,processor,the,post,processor,to,apply,to,the,message;void,convert,and,send,object,payload,message,post,processor,post,processor,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(Object payload, MessagePostProcessor postProcessor) throws MessagingException_;1427240641;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.converter.MessageConverter},_wrap it as a message, apply the given post processor, and send_the resulting message to a default destination._@param payload the Object to use as payload_@param postProcessor the post processor to apply to the message;void convertAndSend(Object payload, MessagePostProcessor postProcessor) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,converter,message,converter,wrap,it,as,a,message,apply,the,given,post,processor,and,send,the,resulting,message,to,a,default,destination,param,payload,the,object,to,use,as,payload,param,post,processor,the,post,processor,to,apply,to,the,message;void,convert,and,send,object,payload,message,post,processor,post,processor,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(D destination, Object payload) throws MessagingException_;1386297052;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.support.converter.MessageConverter},_wrap it as a message and send it to the given destination.__@param destination the target destination_@param payload the Object to use as payload;void convertAndSend(D destination, Object payload) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,support,converter,message,converter,wrap,it,as,a,message,and,send,it,to,the,given,destination,param,destination,the,target,destination,param,payload,the,object,to,use,as,payload;void,convert,and,send,d,destination,object,payload,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(D destination, Object payload) throws MessagingException_;1386350678;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.converter.MessageConverter},_wrap it as a message and send it to the given destination._@param destination the target destination_@param payload the Object to use as payload;void convertAndSend(D destination, Object payload) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,converter,message,converter,wrap,it,as,a,message,and,send,it,to,the,given,destination,param,destination,the,target,destination,param,payload,the,object,to,use,as,payload;void,convert,and,send,d,destination,object,payload,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(D destination, Object payload) throws MessagingException_;1400489173;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.converter.MessageConverter},_wrap it as a message and send it to the given destination._@param destination the target destination_@param payload the Object to use as payload;void convertAndSend(D destination, Object payload) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,converter,message,converter,wrap,it,as,a,message,and,send,it,to,the,given,destination,param,destination,the,target,destination,param,payload,the,object,to,use,as,payload;void,convert,and,send,d,destination,object,payload,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(D destination, Object payload) throws MessagingException_;1427240641;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.converter.MessageConverter},_wrap it as a message and send it to the given destination._@param destination the target destination_@param payload the Object to use as payload;void convertAndSend(D destination, Object payload) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,converter,message,converter,wrap,it,as,a,message,and,send,it,to,the,given,destination,param,destination,the,target,destination,param,payload,the,object,to,use,as,payload;void,convert,and,send,d,destination,object,payload,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(D destination, Object payload) throws MessagingException_;1496259743;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.converter.MessageConverter},_wrap it as a message and send it to the given destination._@param destination the target destination_@param payload the Object to use as payload;void convertAndSend(D destination, Object payload) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,converter,message,converter,wrap,it,as,a,message,and,send,it,to,the,given,destination,param,destination,the,target,destination,param,payload,the,object,to,use,as,payload;void,convert,and,send,d,destination,object,payload,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(D destination, Object payload) throws MessagingException_;1508532146;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.converter.MessageConverter},_wrap it as a message and send it to the given destination._@param destination the target destination_@param payload the Object to use as payload;void convertAndSend(D destination, Object payload) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,converter,message,converter,wrap,it,as,a,message,and,send,it,to,the,given,destination,param,destination,the,target,destination,param,payload,the,object,to,use,as,payload;void,convert,and,send,d,destination,object,payload,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(D destination, Object payload) throws MessagingException_;1530174524;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.converter.MessageConverter},_wrap it as a message and send it to the given destination._@param destination the target destination_@param payload the Object to use as payload;void convertAndSend(D destination, Object payload) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,converter,message,converter,wrap,it,as,a,message,and,send,it,to,the,given,destination,param,destination,the,target,destination,param,payload,the,object,to,use,as,payload;void,convert,and,send,d,destination,object,payload,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(D destination, Object payload, @Nullable Map<String, Object> headers, 			@Nullable MessagePostProcessor postProcessor) throws MessagingException_;1508532146;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.converter.MessageConverter},_wrap it as a message with the given headers, apply the given post processor,_and send the resulting message to the given destination._@param destination the target destination_@param payload the Object to use as payload_@param headers headers for the message to send_@param postProcessor the post processor to apply to the message;void convertAndSend(D destination, Object payload, @Nullable Map<String, Object> headers,_			@Nullable MessagePostProcessor postProcessor) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,converter,message,converter,wrap,it,as,a,message,with,the,given,headers,apply,the,given,post,processor,and,send,the,resulting,message,to,the,given,destination,param,destination,the,target,destination,param,payload,the,object,to,use,as,payload,param,headers,headers,for,the,message,to,send,param,post,processor,the,post,processor,to,apply,to,the,message;void,convert,and,send,d,destination,object,payload,nullable,map,string,object,headers,nullable,message,post,processor,post,processor,throws,messaging,exception
MessageSendingOperations -> void convertAndSend(D destination, Object payload, @Nullable Map<String, Object> headers, 			@Nullable MessagePostProcessor postProcessor) throws MessagingException_;1530174524;Convert the given Object to serialized form, possibly using a_{@link org.springframework.messaging.converter.MessageConverter},_wrap it as a message with the given headers, apply the given post processor,_and send the resulting message to the given destination._@param destination the target destination_@param payload the Object to use as payload_@param headers headers for the message to send_@param postProcessor the post processor to apply to the message;void convertAndSend(D destination, Object payload, @Nullable Map<String, Object> headers,_			@Nullable MessagePostProcessor postProcessor) throws MessagingException_;convert,the,given,object,to,serialized,form,possibly,using,a,link,org,springframework,messaging,converter,message,converter,wrap,it,as,a,message,with,the,given,headers,apply,the,given,post,processor,and,send,the,resulting,message,to,the,given,destination,param,destination,the,target,destination,param,payload,the,object,to,use,as,payload,param,headers,headers,for,the,message,to,send,param,post,processor,the,post,processor,to,apply,to,the,message;void,convert,and,send,d,destination,object,payload,nullable,map,string,object,headers,nullable,message,post,processor,post,processor,throws,messaging,exception
