# id;timestamp;commentText;codeText;commentWords;codeWords
DateTimeFormatterFactory -> public DateTimeFormatterFactory();1351987934;Create a new {@link DateTimeFormatterFactory} instance.;public DateTimeFormatterFactory() {_	};create,a,new,link,date,time,formatter,factory,instance;public,date,time,formatter,factory
DateTimeFormatterFactory -> public void setPattern(String pattern);1351987934;Set the pattern to use to format date values._@param pattern the format pattern;public void setPattern(String pattern) {_		this.pattern = pattern__	};set,the,pattern,to,use,to,format,date,values,param,pattern,the,format,pattern;public,void,set,pattern,string,pattern,this,pattern,pattern
DateTimeFormatterFactory -> public void setPattern(String pattern);1352039846;Set the pattern to use to format date values._@param pattern the format pattern;public void setPattern(String pattern) {_		this.pattern = pattern__	};set,the,pattern,to,use,to,format,date,values,param,pattern,the,format,pattern;public,void,set,pattern,string,pattern,this,pattern,pattern
DateTimeFormatterFactory -> public void setPattern(String pattern);1352051941;Set the pattern to use to format date values._@param pattern the format pattern;public void setPattern(String pattern) {_		this.pattern = pattern__	};set,the,pattern,to,use,to,format,date,values,param,pattern,the,format,pattern;public,void,set,pattern,string,pattern,this,pattern,pattern
DateTimeFormatterFactory -> public void setPattern(String pattern);1352143825;Set the pattern to use to format date values._@param pattern the format pattern;public void setPattern(String pattern) {_		this.pattern = pattern__	};set,the,pattern,to,use,to,format,date,values,param,pattern,the,format,pattern;public,void,set,pattern,string,pattern,this,pattern,pattern
DateTimeFormatterFactory -> public void setPattern(String pattern);1352221652;Set the pattern to use to format date values._@param pattern the format pattern;public void setPattern(String pattern) {_		this.pattern = pattern__	};set,the,pattern,to,use,to,format,date,values,param,pattern,the,format,pattern;public,void,set,pattern,string,pattern,this,pattern,pattern
DateTimeFormatterFactory -> public void setPattern(String pattern);1354227229;Set the pattern to use to format date values._@param pattern the format pattern;public void setPattern(String pattern) {_		this.pattern = pattern__	};set,the,pattern,to,use,to,format,date,values,param,pattern,the,format,pattern;public,void,set,pattern,string,pattern,this,pattern,pattern
DateTimeFormatterFactory -> public void setPattern(String pattern);1355313310;Set the pattern to use to format date values._@param pattern the format pattern;public void setPattern(String pattern) {_		this.pattern = pattern__	};set,the,pattern,to,use,to,format,date,values,param,pattern,the,format,pattern;public,void,set,pattern,string,pattern,this,pattern,pattern
DateTimeFormatterFactory -> public void setPattern(String pattern);1366717825;Set the pattern to use to format date values._@param pattern the format pattern;public void setPattern(String pattern) {_		this.pattern = pattern__	};set,the,pattern,to,use,to,format,date,values,param,pattern,the,format,pattern;public,void,set,pattern,string,pattern,this,pattern,pattern
DateTimeFormatterFactory -> public void setPattern(String pattern);1495868221;Set the pattern to use to format date values._@param pattern the format pattern;public void setPattern(String pattern) {_		this.pattern = pattern__	};set,the,pattern,to,use,to,format,date,values,param,pattern,the,format,pattern;public,void,set,pattern,string,pattern,this,pattern,pattern
DateTimeFormatterFactory -> public void setPattern(String pattern);1496837955;Set the pattern to use to format date values._@param pattern the format pattern;public void setPattern(String pattern) {_		this.pattern = pattern__	};set,the,pattern,to,use,to,format,date,values,param,pattern,the,format,pattern;public,void,set,pattern,string,pattern,this,pattern,pattern
DateTimeFormatterFactory -> public void setPattern(String pattern);1498780456;Set the pattern to use to format date values._@param pattern the format pattern;public void setPattern(String pattern) {_		this.pattern = pattern__	};set,the,pattern,to,use,to,format,date,values,param,pattern,the,format,pattern;public,void,set,pattern,string,pattern,this,pattern,pattern
DateTimeFormatterFactory -> public DateTimeFormatterFactory(String pattern);1351987934;Create a new {@link DateTimeFormatterFactory} instance._@param pattern the pattern to use to format date values;public DateTimeFormatterFactory(String pattern) {_		this.pattern = pattern__	};create,a,new,link,date,time,formatter,factory,instance,param,pattern,the,pattern,to,use,to,format,date,values;public,date,time,formatter,factory,string,pattern,this,pattern,pattern
DateTimeFormatterFactory -> public DateTimeFormatterFactory(String pattern);1352039846;Create a new {@code DateTimeFormatterFactory} instance._@param pattern the pattern to use to format date values;public DateTimeFormatterFactory(String pattern) {_		this.pattern = pattern__	};create,a,new,code,date,time,formatter,factory,instance,param,pattern,the,pattern,to,use,to,format,date,values;public,date,time,formatter,factory,string,pattern,this,pattern,pattern
DateTimeFormatterFactory -> public DateTimeFormatterFactory(String pattern);1352051941;Create a new {@code DateTimeFormatterFactory} instance._@param pattern the pattern to use to format date values;public DateTimeFormatterFactory(String pattern) {_		this.pattern = pattern__	};create,a,new,code,date,time,formatter,factory,instance,param,pattern,the,pattern,to,use,to,format,date,values;public,date,time,formatter,factory,string,pattern,this,pattern,pattern
DateTimeFormatterFactory -> public DateTimeFormatterFactory(String pattern);1352143825;Create a new {@code DateTimeFormatterFactory} instance._@param pattern the pattern to use to format date values;public DateTimeFormatterFactory(String pattern) {_		this.pattern = pattern__	};create,a,new,code,date,time,formatter,factory,instance,param,pattern,the,pattern,to,use,to,format,date,values;public,date,time,formatter,factory,string,pattern,this,pattern,pattern
DateTimeFormatterFactory -> public DateTimeFormatterFactory(String pattern);1352221652;Create a new {@code DateTimeFormatterFactory} instance._@param pattern the pattern to use to format date values;public DateTimeFormatterFactory(String pattern) {_		this.pattern = pattern__	};create,a,new,code,date,time,formatter,factory,instance,param,pattern,the,pattern,to,use,to,format,date,values;public,date,time,formatter,factory,string,pattern,this,pattern,pattern
DateTimeFormatterFactory -> public DateTimeFormatterFactory(String pattern);1354227229;Create a new {@code DateTimeFormatterFactory} instance._@param pattern the pattern to use to format date values;public DateTimeFormatterFactory(String pattern) {_		this.pattern = pattern__	};create,a,new,code,date,time,formatter,factory,instance,param,pattern,the,pattern,to,use,to,format,date,values;public,date,time,formatter,factory,string,pattern,this,pattern,pattern
DateTimeFormatterFactory -> public DateTimeFormatterFactory(String pattern);1355313310;Create a new {@code DateTimeFormatterFactory} instance._@param pattern the pattern to use to format date values;public DateTimeFormatterFactory(String pattern) {_		this.pattern = pattern__	};create,a,new,code,date,time,formatter,factory,instance,param,pattern,the,pattern,to,use,to,format,date,values;public,date,time,formatter,factory,string,pattern,this,pattern,pattern
DateTimeFormatterFactory -> public DateTimeFormatterFactory(String pattern);1366717825;Create a new {@code DateTimeFormatterFactory} instance._@param pattern the pattern to use to format date values;public DateTimeFormatterFactory(String pattern) {_		this.pattern = pattern__	};create,a,new,code,date,time,formatter,factory,instance,param,pattern,the,pattern,to,use,to,format,date,values;public,date,time,formatter,factory,string,pattern,this,pattern,pattern
DateTimeFormatterFactory -> public DateTimeFormatterFactory(String pattern);1495868221;Create a new {@code DateTimeFormatterFactory} instance._@param pattern the pattern to use to format date values;public DateTimeFormatterFactory(String pattern) {_		this.pattern = pattern__	};create,a,new,code,date,time,formatter,factory,instance,param,pattern,the,pattern,to,use,to,format,date,values;public,date,time,formatter,factory,string,pattern,this,pattern,pattern
DateTimeFormatterFactory -> public DateTimeFormatterFactory(String pattern);1496837955;Create a new {@code DateTimeFormatterFactory} instance._@param pattern the pattern to use to format date values;public DateTimeFormatterFactory(String pattern) {_		this.pattern = pattern__	};create,a,new,code,date,time,formatter,factory,instance,param,pattern,the,pattern,to,use,to,format,date,values;public,date,time,formatter,factory,string,pattern,this,pattern,pattern
DateTimeFormatterFactory -> public DateTimeFormatterFactory(String pattern);1498780456;Create a new {@code DateTimeFormatterFactory} instance._@param pattern the pattern to use to format date values;public DateTimeFormatterFactory(String pattern) {_		this.pattern = pattern__	};create,a,new,code,date,time,formatter,factory,instance,param,pattern,the,pattern,to,use,to,format,date,values;public,date,time,formatter,factory,string,pattern,this,pattern,pattern
DateTimeFormatterFactory -> public DateTimeFormatter getDateTimeFormatter();1351987934;Get a new DateTimeFormatter using this factory. If no specific_{@link #setStyle(String) style} {@link #setIso(ISO) ISO} or_{@link #setPattern(String) pattern} have been defined the_{@link DateTimeFormat#mediumDateTime() medium date time format} will be used._@return a new date time formatter_@see #getObject()_@see #getDateTimeFormatter(DateTimeFormatter);public DateTimeFormatter getDateTimeFormatter() {_		return getDateTimeFormatter(DateTimeFormat.mediumDateTime())__	};get,a,new,date,time,formatter,using,this,factory,if,no,specific,link,set,style,string,style,link,set,iso,iso,iso,or,link,set,pattern,string,pattern,have,been,defined,the,link,date,time,format,medium,date,time,medium,date,time,format,will,be,used,return,a,new,date,time,formatter,see,get,object,see,get,date,time,formatter,date,time,formatter;public,date,time,formatter,get,date,time,formatter,return,get,date,time,formatter,date,time,format,medium,date,time
DateTimeFormatterFactory -> public DateTimeFormatter getDateTimeFormatter();1352039846;Get a new {@code DateTimeFormatter} using this factory. If no specific_{@link #setStyle(String) style}, {@link #setIso(ISO) ISO}, or_{@link #setPattern(String) pattern} have been defined the_{@link DateTimeFormat#mediumDateTime() medium date time format} will be used._@return a new date time formatter_@see #getObject()_@see #getDateTimeFormatter(DateTimeFormatter);public DateTimeFormatter getDateTimeFormatter() {_		return getDateTimeFormatter(DateTimeFormat.mediumDateTime())__	};get,a,new,code,date,time,formatter,using,this,factory,if,no,specific,link,set,style,string,style,link,set,iso,iso,iso,or,link,set,pattern,string,pattern,have,been,defined,the,link,date,time,format,medium,date,time,medium,date,time,format,will,be,used,return,a,new,date,time,formatter,see,get,object,see,get,date,time,formatter,date,time,formatter;public,date,time,formatter,get,date,time,formatter,return,get,date,time,formatter,date,time,format,medium,date,time
DateTimeFormatterFactory -> public DateTimeFormatter getDateTimeFormatter();1352051941;Get a new {@code DateTimeFormatter} using this factory. If no specific_{@link #setStyle(String) style}, {@link #setIso(ISO) ISO}, or_{@link #setPattern(String) pattern} have been defined the_{@link DateTimeFormat#mediumDateTime() medium date time format} will be used._@return a new date time formatter_@see #getObject()_@see #getDateTimeFormatter(DateTimeFormatter);public DateTimeFormatter getDateTimeFormatter() {_		return getDateTimeFormatter(DateTimeFormat.mediumDateTime())__	};get,a,new,code,date,time,formatter,using,this,factory,if,no,specific,link,set,style,string,style,link,set,iso,iso,iso,or,link,set,pattern,string,pattern,have,been,defined,the,link,date,time,format,medium,date,time,medium,date,time,format,will,be,used,return,a,new,date,time,formatter,see,get,object,see,get,date,time,formatter,date,time,formatter;public,date,time,formatter,get,date,time,formatter,return,get,date,time,formatter,date,time,format,medium,date,time
DateTimeFormatterFactory -> public void setTimeZone(TimeZone timeZone);1351987934;Set the TimeZone to normalize the date values into, if any._@param timeZone the time zone;public void setTimeZone(TimeZone timeZone) {_		this.timeZone = timeZone__	};set,the,time,zone,to,normalize,the,date,values,into,if,any,param,time,zone,the,time,zone;public,void,set,time,zone,time,zone,time,zone,this,time,zone,time,zone
DateTimeFormatterFactory -> public void setTimeZone(TimeZone timeZone);1352039846;Set the {@code TimeZone} to normalize the date values into, if any._@param timeZone the time zone;public void setTimeZone(TimeZone timeZone) {_		this.timeZone = timeZone__	};set,the,code,time,zone,to,normalize,the,date,values,into,if,any,param,time,zone,the,time,zone;public,void,set,time,zone,time,zone,time,zone,this,time,zone,time,zone
DateTimeFormatterFactory -> public void setTimeZone(TimeZone timeZone);1352051941;Set the {@code TimeZone} to normalize the date values into, if any._@param timeZone the time zone;public void setTimeZone(TimeZone timeZone) {_		this.timeZone = timeZone__	};set,the,code,time,zone,to,normalize,the,date,values,into,if,any,param,time,zone,the,time,zone;public,void,set,time,zone,time,zone,time,zone,this,time,zone,time,zone
DateTimeFormatterFactory -> public void setTimeZone(TimeZone timeZone);1352143825;Set the {@code TimeZone} to normalize the date values into, if any._@param timeZone the time zone;public void setTimeZone(TimeZone timeZone) {_		this.timeZone = timeZone__	};set,the,code,time,zone,to,normalize,the,date,values,into,if,any,param,time,zone,the,time,zone;public,void,set,time,zone,time,zone,time,zone,this,time,zone,time,zone
DateTimeFormatterFactory -> public void setTimeZone(TimeZone timeZone);1352221652;Set the {@code TimeZone} to normalize the date values into, if any._@param timeZone the time zone;public void setTimeZone(TimeZone timeZone) {_		this.timeZone = timeZone__	};set,the,code,time,zone,to,normalize,the,date,values,into,if,any,param,time,zone,the,time,zone;public,void,set,time,zone,time,zone,time,zone,this,time,zone,time,zone
DateTimeFormatterFactory -> public void setTimeZone(TimeZone timeZone);1354227229;Set the {@code TimeZone} to normalize the date values into, if any._@param timeZone the time zone;public void setTimeZone(TimeZone timeZone) {_		this.timeZone = timeZone__	};set,the,code,time,zone,to,normalize,the,date,values,into,if,any,param,time,zone,the,time,zone;public,void,set,time,zone,time,zone,time,zone,this,time,zone,time,zone
DateTimeFormatterFactory -> public void setTimeZone(TimeZone timeZone);1355313310;Set the {@code TimeZone} to normalize the date values into, if any._@param timeZone the time zone;public void setTimeZone(TimeZone timeZone) {_		this.timeZone = timeZone__	};set,the,code,time,zone,to,normalize,the,date,values,into,if,any,param,time,zone,the,time,zone;public,void,set,time,zone,time,zone,time,zone,this,time,zone,time,zone
DateTimeFormatterFactory -> public void setTimeZone(TimeZone timeZone);1366717825;Set the {@code TimeZone} to normalize the date values into, if any._@param timeZone the time zone;public void setTimeZone(TimeZone timeZone) {_		this.timeZone = timeZone__	};set,the,code,time,zone,to,normalize,the,date,values,into,if,any,param,time,zone,the,time,zone;public,void,set,time,zone,time,zone,time,zone,this,time,zone,time,zone
DateTimeFormatterFactory -> public void setTimeZone(TimeZone timeZone);1495868221;Set the {@code TimeZone} to normalize the date values into, if any._@param timeZone the time zone;public void setTimeZone(TimeZone timeZone) {_		this.timeZone = timeZone__	};set,the,code,time,zone,to,normalize,the,date,values,into,if,any,param,time,zone,the,time,zone;public,void,set,time,zone,time,zone,time,zone,this,time,zone,time,zone
DateTimeFormatterFactory -> public void setTimeZone(TimeZone timeZone);1496837955;Set the {@code TimeZone} to normalize the date values into, if any._@param timeZone the time zone;public void setTimeZone(TimeZone timeZone) {_		this.timeZone = timeZone__	};set,the,code,time,zone,to,normalize,the,date,values,into,if,any,param,time,zone,the,time,zone;public,void,set,time,zone,time,zone,time,zone,this,time,zone,time,zone
DateTimeFormatterFactory -> public void setTimeZone(TimeZone timeZone);1498780456;Set the {@code TimeZone} to normalize the date values into, if any._@param timeZone the time zone;public void setTimeZone(TimeZone timeZone) {_		this.timeZone = timeZone__	};set,the,code,time,zone,to,normalize,the,date,values,into,if,any,param,time,zone,the,time,zone;public,void,set,time,zone,time,zone,time,zone,this,time,zone,time,zone
DateTimeFormatterFactory -> public void setStyle(String style);1351987934;Set the two character to use to format date values. The first character used for_the date style, the second is for the time style. Supported characters are_<ul>_<li>'S' = Small</li>_<li>'M' = Medium</li>_<li>'L' = Long</li>_<li>'F' = Full</li>_<li>'-' = Omitted</li>_<ul>_This method mimics the styles supported by Joda Time._@param style two characters from the set {"S", "M", "L", "F", "-"};public void setStyle(String style) {_		this.style = style__	};set,the,two,character,to,use,to,format,date,values,the,first,character,used,for,the,date,style,the,second,is,for,the,time,style,supported,characters,are,ul,li,s,small,li,li,m,medium,li,li,l,long,li,li,f,full,li,li,omitted,li,ul,this,method,mimics,the,styles,supported,by,joda,time,param,style,two,characters,from,the,set,s,m,l,f;public,void,set,style,string,style,this,style,style
DateTimeFormatterFactory -> public void setStyle(String style);1352039846;Set the two characters to use to format date values. The first character is used for_the date style_ the second is for the time style. Supported characters are:_<ul>_<li>'S' = Small</li>_<li>'M' = Medium</li>_<li>'L' = Long</li>_<li>'F' = Full</li>_<li>'-' = Omitted</li>_</ul>_<p>This method mimics the styles supported by Joda Time._@param style two characters from the set {"S", "M", "L", "F", "-"};public void setStyle(String style) {_		this.style = style__	};set,the,two,characters,to,use,to,format,date,values,the,first,character,is,used,for,the,date,style,the,second,is,for,the,time,style,supported,characters,are,ul,li,s,small,li,li,m,medium,li,li,l,long,li,li,f,full,li,li,omitted,li,ul,p,this,method,mimics,the,styles,supported,by,joda,time,param,style,two,characters,from,the,set,s,m,l,f;public,void,set,style,string,style,this,style,style
