# id;timestamp;commentText;codeText;commentWords;codeWords
BinaryMessage -> public BinaryMessage(ByteBuffer payload);1367865989;Create a new {@link BinaryMessage} instance._@param payload a non-null payload;public BinaryMessage(ByteBuffer payload) {_		this(payload, true)__	};create,a,new,link,binary,message,instance,param,payload,a,non,null,payload;public,binary,message,byte,buffer,payload,this,payload,true
BinaryMessage -> public BinaryMessage(byte[] payload, int offset, int len, boolean isLast);1372363092;Create a new {@link BinaryMessage} instance by wrapping an existing byte array._@param payload a non-null payload, NOTE: this value is not copied so care must be_taken not to modify the array._@param offset the offet into the array where the payload starts_@param len the length of the array considered for the payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(byte[] payload, int offset, int len, boolean isLast) {_		super(payload != null ? ByteBuffer.wrap(payload, offset, len) : null, isLast)__		if(offset == 0 && len == payload.length) {_			this.bytes = payload__		}_	};create,a,new,link,binary,message,instance,by,wrapping,an,existing,byte,array,param,payload,a,non,null,payload,note,this,value,is,not,copied,so,care,must,be,taken,not,to,modify,the,array,param,offset,the,offet,into,the,array,where,the,payload,starts,param,len,the,length,of,the,array,considered,for,the,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,payload,int,offset,int,len,boolean,is,last,super,payload,null,byte,buffer,wrap,payload,offset,len,null,is,last,if,offset,0,len,payload,length,this,bytes,payload
BinaryMessage -> public BinaryMessage(byte[] payload, int offset, int len, boolean isLast);1377803463;Create a new {@link BinaryMessage} instance by wrapping an existing byte array._@param payload a non-null payload, NOTE: this value is not copied so care must be_taken not to modify the array._@param offset the offet into the array where the payload starts_@param len the length of the array considered for the payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(byte[] payload, int offset, int len, boolean isLast) {_		super(payload != null ? ByteBuffer.wrap(payload, offset, len) : null, isLast)__		if(offset == 0 && len == payload.length) {_			this.bytes = payload__		}_	};create,a,new,link,binary,message,instance,by,wrapping,an,existing,byte,array,param,payload,a,non,null,payload,note,this,value,is,not,copied,so,care,must,be,taken,not,to,modify,the,array,param,offset,the,offet,into,the,array,where,the,payload,starts,param,len,the,length,of,the,array,considered,for,the,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,payload,int,offset,int,len,boolean,is,last,super,payload,null,byte,buffer,wrap,payload,offset,len,null,is,last,if,offset,0,len,payload,length,this,bytes,payload
BinaryMessage -> public InputStream getInputStream();1367865989;Returns access to the message payload as an {@link InputStream}.;public InputStream getInputStream() {_		byte[] array = getByteArray()__		return (array != null) ? new ByteArrayInputStream(array) : null__	};returns,access,to,the,message,payload,as,an,link,input,stream;public,input,stream,get,input,stream,byte,array,get,byte,array,return,array,null,new,byte,array,input,stream,array,null
BinaryMessage -> public InputStream getInputStream();1368556345;Returns access to the message payload as an {@link InputStream}.;public InputStream getInputStream() {_		byte[] array = getByteArray()__		return (array != null) ? new ByteArrayInputStream(array) : null__	};returns,access,to,the,message,payload,as,an,link,input,stream;public,input,stream,get,input,stream,byte,array,get,byte,array,return,array,null,new,byte,array,input,stream,array,null
BinaryMessage -> public InputStream getInputStream();1368564107;Returns access to the message payload as an {@link InputStream}.;public InputStream getInputStream() {_		byte[] array = getByteArray()__		return (array != null) ? new ByteArrayInputStream(array) : null__	};returns,access,to,the,message,payload,as,an,link,input,stream;public,input,stream,get,input,stream,byte,array,get,byte,array,return,array,null,new,byte,array,input,stream,array,null
BinaryMessage -> public BinaryMessage(byte[] payload);1367865989;Create a new {@link BinaryMessage} instance._@param payload a non-null payload;public BinaryMessage(byte[] payload) {_		this(payload, true)__	};create,a,new,link,binary,message,instance,param,payload,a,non,null,payload;public,binary,message,byte,payload,this,payload,true
BinaryMessage -> public BinaryMessage(byte[] payload);1368556345;Create a new {@link BinaryMessage} instance._@param payload a non-null payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(byte[] payload) {_		this(payload, 0, (payload == null ? 0 : payload.length))__	};create,a,new,link,binary,message,instance,param,payload,a,non,null,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,payload,this,payload,0,payload,null,0,payload,length
BinaryMessage -> public BinaryMessage(byte[] payload);1368564107;Create a new {@link BinaryMessage} instance._@param payload a non-null payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(byte[] payload) {_		this(payload, 0, (payload == null ? 0 : payload.length))__	};create,a,new,link,binary,message,instance,param,payload,a,non,null,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,payload,this,payload,0,payload,null,0,payload,length
BinaryMessage -> public BinaryMessage(byte[] payload);1368721060;Create a new {@link BinaryMessage} instance._@param payload a non-null payload;public BinaryMessage(byte[] payload) {_		this(payload, 0, (payload == null ? 0 : payload.length), true)__	};create,a,new,link,binary,message,instance,param,payload,a,non,null,payload;public,binary,message,byte,payload,this,payload,0,payload,null,0,payload,length,true
BinaryMessage -> public BinaryMessage(byte[] payload);1369942122;Create a new {@link BinaryMessage} instance._@param payload a non-null payload;public BinaryMessage(byte[] payload) {_		this(payload, 0, (payload == null ? 0 : payload.length), true)__	};create,a,new,link,binary,message,instance,param,payload,a,non,null,payload;public,binary,message,byte,payload,this,payload,0,payload,null,0,payload,length,true
BinaryMessage -> public BinaryMessage(byte[] payload);1372363092;Create a new {@link BinaryMessage} instance._@param payload a non-null payload;public BinaryMessage(byte[] payload) {_		this(payload, 0, (payload == null ? 0 : payload.length), true)__	};create,a,new,link,binary,message,instance,param,payload,a,non,null,payload;public,binary,message,byte,payload,this,payload,0,payload,null,0,payload,length,true
BinaryMessage -> public BinaryMessage(byte[] payload);1377803463;Create a new {@link BinaryMessage} instance._@param payload the non-null payload;public BinaryMessage(byte[] payload) {_		this(payload, 0, (payload == null ? 0 : payload.length), true)__	};create,a,new,link,binary,message,instance,param,payload,the,non,null,payload;public,binary,message,byte,payload,this,payload,0,payload,null,0,payload,length,true
BinaryMessage -> public BinaryMessage(byte[] payload);1383097069;Create a new binary WebSocket message with the given byte[] payload.__@param payload a non-null payload_ note that this value is not copied so care_must be taken not to modify the array.;public BinaryMessage(byte[] payload) {_		this(payload, true)__	};create,a,new,binary,web,socket,message,with,the,given,byte,payload,param,payload,a,non,null,payload,note,that,this,value,is,not,copied,so,care,must,be,taken,not,to,modify,the,array;public,binary,message,byte,payload,this,payload,true
BinaryMessage -> public BinaryMessage(byte[] payload);1385507478;Create a new binary WebSocket message with the given byte[] payload._@param payload a non-null payload_ note that this value is not copied so care_must be taken not to modify the array.;public BinaryMessage(byte[] payload) {_		this(payload, true)__	};create,a,new,binary,web,socket,message,with,the,given,byte,payload,param,payload,a,non,null,payload,note,that,this,value,is,not,copied,so,care,must,be,taken,not,to,modify,the,array;public,binary,message,byte,payload,this,payload,true
BinaryMessage -> public BinaryMessage(byte[] payload);1395364758;Create a new binary WebSocket message with the given byte[] payload._@param payload a non-null payload_ note that this value is not copied so care_must be taken not to modify the array.;public BinaryMessage(byte[] payload) {_		this(payload, true)__	};create,a,new,binary,web,socket,message,with,the,given,byte,payload,param,payload,a,non,null,payload,note,that,this,value,is,not,copied,so,care,must,be,taken,not,to,modify,the,array;public,binary,message,byte,payload,this,payload,true
BinaryMessage -> public BinaryMessage(byte[] payload);1412681738;Create a new binary WebSocket message with the given byte[] payload._@param payload a non-null payload_ note that this value is not copied so care_must be taken not to modify the array.;public BinaryMessage(byte[] payload) {_		this(payload, true)__	};create,a,new,binary,web,socket,message,with,the,given,byte,payload,param,payload,a,non,null,payload,note,that,this,value,is,not,copied,so,care,must,be,taken,not,to,modify,the,array;public,binary,message,byte,payload,this,payload,true
BinaryMessage -> public BinaryMessage(byte[] payload);1496837955;Create a new binary WebSocket message with the given byte[] payload._@param payload a non-null payload_ note that this value is not copied so care_must be taken not to modify the array.;public BinaryMessage(byte[] payload) {_		this(payload, true)__	};create,a,new,binary,web,socket,message,with,the,given,byte,payload,param,payload,a,non,null,payload,note,that,this,value,is,not,copied,so,care,must,be,taken,not,to,modify,the,array;public,binary,message,byte,payload,this,payload,true
BinaryMessage -> public BinaryMessage(byte[] payload, int offset, int len);1367865989;Create a new {@link BinaryMessage} instance by wrapping an existing byte array._@param payload a non-null payload, NOTE: this value is not copied so care must be_taken not to modify the array._@param isLast if the message is the last of a series of partial messages;public BinaryMessage(byte[] payload, int offset, int len) {_		this(payload, offset, len, true)__	};create,a,new,link,binary,message,instance,by,wrapping,an,existing,byte,array,param,payload,a,non,null,payload,note,this,value,is,not,copied,so,care,must,be,taken,not,to,modify,the,array,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,payload,int,offset,int,len,this,payload,offset,len,true
BinaryMessage -> public BinaryMessage(byte[] payload, int offset, int len);1368556345;Create a new {@link BinaryMessage} instance by wrapping an existing byte array._@param payload a non-null payload, NOTE: this value is not copied so care must be_taken not to modify the array._@param offset the offet into the array where the payload starts_@param len the length of the array considered for the payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(byte[] payload, int offset, int len) {_		super(payload != null ? ByteBuffer.wrap(payload, offset, len) : null)__		if(offset == 0 && len == payload.length) {_			this.bytes = payload__		}_	};create,a,new,link,binary,message,instance,by,wrapping,an,existing,byte,array,param,payload,a,non,null,payload,note,this,value,is,not,copied,so,care,must,be,taken,not,to,modify,the,array,param,offset,the,offet,into,the,array,where,the,payload,starts,param,len,the,length,of,the,array,considered,for,the,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,payload,int,offset,int,len,super,payload,null,byte,buffer,wrap,payload,offset,len,null,if,offset,0,len,payload,length,this,bytes,payload
BinaryMessage -> public BinaryMessage(byte[] payload, int offset, int len);1368564107;Create a new {@link BinaryMessage} instance by wrapping an existing byte array._@param payload a non-null payload, NOTE: this value is not copied so care must be_taken not to modify the array._@param offset the offet into the array where the payload starts_@param len the length of the array considered for the payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(byte[] payload, int offset, int len) {_		super(payload != null ? ByteBuffer.wrap(payload, offset, len) : null)__		if(offset == 0 && len == payload.length) {_			this.bytes = payload__		}_	};create,a,new,link,binary,message,instance,by,wrapping,an,existing,byte,array,param,payload,a,non,null,payload,note,this,value,is,not,copied,so,care,must,be,taken,not,to,modify,the,array,param,offset,the,offet,into,the,array,where,the,payload,starts,param,len,the,length,of,the,array,considered,for,the,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,payload,int,offset,int,len,super,payload,null,byte,buffer,wrap,payload,offset,len,null,if,offset,0,len,payload,length,this,bytes,payload
BinaryMessage -> public byte[] getByteArray();1367865989;Returns access to the message payload as a byte array. NOTE: the returned array_should be considered read-only and should not be modified.;public byte[] getByteArray() {_		if(this.bytes == null && getPayload() != null) {_			this.bytes = getRemainingBytes(getPayload())__		}_		return this.bytes__	};returns,access,to,the,message,payload,as,a,byte,array,note,the,returned,array,should,be,considered,read,only,and,should,not,be,modified;public,byte,get,byte,array,if,this,bytes,null,get,payload,null,this,bytes,get,remaining,bytes,get,payload,return,this,bytes
BinaryMessage -> public byte[] getByteArray();1368556345;Returns access to the message payload as a byte array. NOTE: the returned array_should be considered read-only and should not be modified.;public byte[] getByteArray() {_		if(this.bytes == null && getPayload() != null) {_			this.bytes = getRemainingBytes(getPayload())__		}_		return this.bytes__	};returns,access,to,the,message,payload,as,a,byte,array,note,the,returned,array,should,be,considered,read,only,and,should,not,be,modified;public,byte,get,byte,array,if,this,bytes,null,get,payload,null,this,bytes,get,remaining,bytes,get,payload,return,this,bytes
BinaryMessage -> public byte[] getByteArray();1368564107;Returns access to the message payload as a byte array. NOTE: the returned array_should be considered read-only and should not be modified.;public byte[] getByteArray() {_		if(this.bytes == null && getPayload() != null) {_			this.bytes = getRemainingBytes(getPayload())__		}_		return this.bytes__	};returns,access,to,the,message,payload,as,a,byte,array,note,the,returned,array,should,be,considered,read,only,and,should,not,be,modified;public,byte,get,byte,array,if,this,bytes,null,get,payload,null,this,bytes,get,remaining,bytes,get,payload,return,this,bytes
BinaryMessage -> public byte[] getByteArray();1368721060;Returns access to the message payload as a byte array. NOTE: the returned array_should be considered read-only and should not be modified.;public byte[] getByteArray() {_		if(this.bytes == null && getPayload() != null) {_			this.bytes = getRemainingBytes(getPayload())__		}_		return this.bytes__	};returns,access,to,the,message,payload,as,a,byte,array,note,the,returned,array,should,be,considered,read,only,and,should,not,be,modified;public,byte,get,byte,array,if,this,bytes,null,get,payload,null,this,bytes,get,remaining,bytes,get,payload,return,this,bytes
BinaryMessage -> public byte[] getByteArray();1369942122;Returns access to the message payload as a byte array. NOTE: the returned array_should be considered read-only and should not be modified.;public byte[] getByteArray() {_		if(this.bytes == null && getPayload() != null) {_			this.bytes = getRemainingBytes(getPayload())__		}_		return this.bytes__	};returns,access,to,the,message,payload,as,a,byte,array,note,the,returned,array,should,be,considered,read,only,and,should,not,be,modified;public,byte,get,byte,array,if,this,bytes,null,get,payload,null,this,bytes,get,remaining,bytes,get,payload,return,this,bytes
BinaryMessage -> public byte[] getByteArray();1372363092;Returns access to the message payload as a byte array. NOTE: the returned array_should be considered read-only and should not be modified.;public byte[] getByteArray() {_		if(this.bytes == null && getPayload() != null) {_			this.bytes = getRemainingBytes(getPayload())__		}_		return this.bytes__	};returns,access,to,the,message,payload,as,a,byte,array,note,the,returned,array,should,be,considered,read,only,and,should,not,be,modified;public,byte,get,byte,array,if,this,bytes,null,get,payload,null,this,bytes,get,remaining,bytes,get,payload,return,this,bytes
BinaryMessage -> public byte[] getByteArray();1377803463;Returns access to the message payload as a byte array. NOTE: the returned array_should be considered read-only and should not be modified.;public byte[] getByteArray() {_		if(this.bytes == null && getPayload() != null) {_			this.bytes = getRemainingBytes(getPayload())__		}_		return this.bytes__	};returns,access,to,the,message,payload,as,a,byte,array,note,the,returned,array,should,be,considered,read,only,and,should,not,be,modified;public,byte,get,byte,array,if,this,bytes,null,get,payload,null,this,bytes,get,remaining,bytes,get,payload,return,this,bytes
BinaryMessage -> public BinaryMessage(ByteBuffer payload, boolean isLast);1367865989;Create a new {@link BinaryMessage} instance._@param payload a non-null payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(ByteBuffer payload, boolean isLast) {_		super(payload)__		this.bytes = null__		this.last = isLast__	};create,a,new,link,binary,message,instance,param,payload,a,non,null,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,buffer,payload,boolean,is,last,super,payload,this,bytes,null,this,last,is,last
BinaryMessage -> public BinaryMessage(ByteBuffer payload, boolean isLast);1368721060;Create a new {@link BinaryMessage} instance._@param payload a non-null payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(ByteBuffer payload, boolean isLast) {_		super(payload, isLast)__		this.bytes = null__	};create,a,new,link,binary,message,instance,param,payload,a,non,null,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,buffer,payload,boolean,is,last,super,payload,is,last,this,bytes,null
BinaryMessage -> public BinaryMessage(ByteBuffer payload, boolean isLast);1369942122;Create a new {@link BinaryMessage} instance._@param payload a non-null payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(ByteBuffer payload, boolean isLast) {_		super(payload, isLast)__		this.bytes = null__	};create,a,new,link,binary,message,instance,param,payload,a,non,null,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,buffer,payload,boolean,is,last,super,payload,is,last,this,bytes,null
BinaryMessage -> public BinaryMessage(ByteBuffer payload, boolean isLast);1372363092;Create a new {@link BinaryMessage} instance._@param payload a non-null payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(ByteBuffer payload, boolean isLast) {_		super(payload, isLast)__		this.bytes = null__	};create,a,new,link,binary,message,instance,param,payload,a,non,null,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,buffer,payload,boolean,is,last,super,payload,is,last,this,bytes,null
BinaryMessage -> public BinaryMessage(ByteBuffer payload, boolean isLast);1377803463;Create a new {@link BinaryMessage} instance._@param payload the non-null payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(ByteBuffer payload, boolean isLast) {_		super(payload, isLast)__		this.bytes = null__	};create,a,new,link,binary,message,instance,param,payload,the,non,null,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,buffer,payload,boolean,is,last,super,payload,is,last,this,bytes,null
BinaryMessage -> public BinaryMessage(ByteBuffer payload, boolean isLast);1383097069;Create a new binary WebSocket message with the given payload representing the_full or partial message content. When the {@code isLast} boolean flag is set_to {@code false} the message is sent as partial content and more partial_messages will be expected until the boolean flag is set to {@code true}.__@param payload the non-null payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(ByteBuffer payload, boolean isLast) {_		super(payload, isLast)__	};create,a,new,binary,web,socket,message,with,the,given,payload,representing,the,full,or,partial,message,content,when,the,code,is,last,boolean,flag,is,set,to,code,false,the,message,is,sent,as,partial,content,and,more,partial,messages,will,be,expected,until,the,boolean,flag,is,set,to,code,true,param,payload,the,non,null,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,buffer,payload,boolean,is,last,super,payload,is,last
BinaryMessage -> public BinaryMessage(ByteBuffer payload, boolean isLast);1385507478;Create a new binary WebSocket message with the given payload representing the_full or partial message content. When the {@code isLast} boolean flag is set_to {@code false} the message is sent as partial content and more partial_messages will be expected until the boolean flag is set to {@code true}._@param payload the non-null payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(ByteBuffer payload, boolean isLast) {_		super(payload, isLast)__	};create,a,new,binary,web,socket,message,with,the,given,payload,representing,the,full,or,partial,message,content,when,the,code,is,last,boolean,flag,is,set,to,code,false,the,message,is,sent,as,partial,content,and,more,partial,messages,will,be,expected,until,the,boolean,flag,is,set,to,code,true,param,payload,the,non,null,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,buffer,payload,boolean,is,last,super,payload,is,last
BinaryMessage -> public BinaryMessage(ByteBuffer payload, boolean isLast);1395364758;Create a new binary WebSocket message with the given payload representing the_full or partial message content. When the {@code isLast} boolean flag is set_to {@code false} the message is sent as partial content and more partial_messages will be expected until the boolean flag is set to {@code true}._@param payload the non-null payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(ByteBuffer payload, boolean isLast) {_		super(payload, isLast)__	};create,a,new,binary,web,socket,message,with,the,given,payload,representing,the,full,or,partial,message,content,when,the,code,is,last,boolean,flag,is,set,to,code,false,the,message,is,sent,as,partial,content,and,more,partial,messages,will,be,expected,until,the,boolean,flag,is,set,to,code,true,param,payload,the,non,null,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,buffer,payload,boolean,is,last,super,payload,is,last
BinaryMessage -> public BinaryMessage(ByteBuffer payload, boolean isLast);1412681738;Create a new binary WebSocket message with the given payload representing the_full or partial message content. When the {@code isLast} boolean flag is set_to {@code false} the message is sent as partial content and more partial_messages will be expected until the boolean flag is set to {@code true}._@param payload the non-null payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(ByteBuffer payload, boolean isLast) {_		super(payload, isLast)__	};create,a,new,binary,web,socket,message,with,the,given,payload,representing,the,full,or,partial,message,content,when,the,code,is,last,boolean,flag,is,set,to,code,false,the,message,is,sent,as,partial,content,and,more,partial,messages,will,be,expected,until,the,boolean,flag,is,set,to,code,true,param,payload,the,non,null,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,buffer,payload,boolean,is,last,super,payload,is,last
BinaryMessage -> public BinaryMessage(ByteBuffer payload, boolean isLast);1496837955;Create a new binary WebSocket message with the given payload representing the_full or partial message content. When the {@code isLast} boolean flag is set_to {@code false} the message is sent as partial content and more partial_messages will be expected until the boolean flag is set to {@code true}._@param payload the non-null payload_@param isLast if the message is the last of a series of partial messages;public BinaryMessage(ByteBuffer payload, boolean isLast) {_		super(payload, isLast)__	};create,a,new,binary,web,socket,message,with,the,given,payload,representing,the,full,or,partial,message,content,when,the,code,is,last,boolean,flag,is,set,to,code,false,the,message,is,sent,as,partial,content,and,more,partial,messages,will,be,expected,until,the,boolean,flag,is,set,to,code,true,param,payload,the,non,null,payload,param,is,last,if,the,message,is,the,last,of,a,series,of,partial,messages;public,binary,message,byte,buffer,payload,boolean,is,last,super,payload,is,last
