# id;timestamp;commentText;codeText;commentWords;codeWords
Engine -> Result -> public Translog.Location getTranslogLocation();1524684173;get the translog location after executing the operation;public Translog.Location getTranslogLocation() {_            return translogLocation__        };get,the,translog,location,after,executing,the,operation;public,translog,location,get,translog,location,return,translog,location
Engine -> Result -> public Translog.Location getTranslogLocation();1536314350;get the translog location after executing the operation;public Translog.Location getTranslogLocation() {_            return translogLocation__        };get,the,translog,location,after,executing,the,operation;public,translog,location,get,translog,location,return,translog,location
Engine -> Result -> public Translog.Location getTranslogLocation();1536828374;get the translog location after executing the operation;public Translog.Location getTranslogLocation() {_            return translogLocation__        };get,the,translog,location,after,executing,the,operation;public,translog,location,get,translog,location,return,translog,location
Engine -> Result -> public Translog.Location getTranslogLocation();1537371806;get the translog location after executing the operation;public Translog.Location getTranslogLocation() {_            return translogLocation__        };get,the,translog,location,after,executing,the,operation;public,translog,location,get,translog,location,return,translog,location
Engine -> Result -> public Translog.Location getTranslogLocation();1537806831;get the translog location after executing the operation;public Translog.Location getTranslogLocation() {_            return translogLocation__        };get,the,translog,location,after,executing,the,operation;public,translog,location,get,translog,location,return,translog,location
Engine -> Result -> public Translog.Location getTranslogLocation();1538067637;get the translog location after executing the operation;public Translog.Location getTranslogLocation() {_            return translogLocation__        };get,the,translog,location,after,executing,the,operation;public,translog,location,get,translog,location,return,translog,location
Engine -> Result -> public Translog.Location getTranslogLocation();1538424609;get the translog location after executing the operation;public Translog.Location getTranslogLocation() {_            return translogLocation__        };get,the,translog,location,after,executing,the,operation;public,translog,location,get,translog,location,return,translog,location
Engine -> Result -> public Translog.Location getTranslogLocation();1539723533;get the translog location after executing the operation;public Translog.Location getTranslogLocation() {_            return translogLocation__        };get,the,translog,location,after,executing,the,operation;public,translog,location,get,translog,location,return,translog,location
Engine -> Result -> public Translog.Location getTranslogLocation();1541618615;get the translog location after executing the operation;public Translog.Location getTranslogLocation() {_            return translogLocation__        };get,the,translog,location,after,executing,the,operation;public,translog,location,get,translog,location,return,translog,location
Engine -> Result -> public Translog.Location getTranslogLocation();1542697754;get the translog location after executing the operation;public Translog.Location getTranslogLocation() {_            return translogLocation__        };get,the,translog,location,after,executing,the,operation;public,translog,location,get,translog,location,return,translog,location
Engine -> Result -> public Translog.Location getTranslogLocation();1543047942;get the translog location after executing the operation;public Translog.Location getTranslogLocation() {_            return translogLocation__        };get,the,translog,location,after,executing,the,operation;public,translog,location,get,translog,location,return,translog,location
Engine -> Result -> public Translog.Location getTranslogLocation();1544545090;get the translog location after executing the operation;public Translog.Location getTranslogLocation() {_            return translogLocation__        };get,the,translog,location,after,executing,the,operation;public,translog,location,get,translog,location,return,translog,location
Engine -> Result -> public Translog.Location getTranslogLocation();1544684920;get the translog location after executing the operation;public Translog.Location getTranslogLocation() {_            return translogLocation__        };get,the,translog,location,after,executing,the,operation;public,translog,location,get,translog,location,return,translog,location
Engine -> Result -> public Translog.Location getTranslogLocation();1545140118;get the translog location after executing the operation;public Translog.Location getTranslogLocation() {_            return translogLocation__        };get,the,translog,location,after,executing,the,operation;public,translog,location,get,translog,location,return,translog,location
Engine -> Result -> public Translog.Location getTranslogLocation();1545221705;get the translog location after executing the operation;public Translog.Location getTranslogLocation() {_            return translogLocation__        };get,the,translog,location,after,executing,the,operation;public,translog,location,get,translog,location,return,translog,location
Engine -> Result -> public Translog.Location getTranslogLocation();1547332999;get the translog location after executing the operation;public Translog.Location getTranslogLocation() {_            return translogLocation__        };get,the,translog,location,after,executing,the,operation;public,translog,location,get,translog,location,return,translog,location
Engine -> Result -> public Translog.Location getTranslogLocation();1548771485;get the translog location after executing the operation;public Translog.Location getTranslogLocation() {_            return translogLocation__        };get,the,translog,location,after,executing,the,operation;public,translog,location,get,translog,location,return,translog,location
Engine -> Result -> public Translog.Location getTranslogLocation();1549891630;get the translog location after executing the operation;public Translog.Location getTranslogLocation() {_            return translogLocation__        };get,the,translog,location,after,executing,the,operation;public,translog,location,get,translog,location,return,translog,location
Engine -> Result -> public Translog.Location getTranslogLocation();1549975032;get the translog location after executing the operation;public Translog.Location getTranslogLocation() {_            return translogLocation__        };get,the,translog,location,after,executing,the,operation;public,translog,location,get,translog,location,return,translog,location
Engine -> Result -> public Translog.Location getTranslogLocation();1550220204;get the translog location after executing the operation;public Translog.Location getTranslogLocation() {_            return translogLocation__        };get,the,translog,location,after,executing,the,operation;public,translog,location,get,translog,location,return,translog,location
Engine -> Result -> public Translog.Location getTranslogLocation();1550526771;get the translog location after executing the operation;public Translog.Location getTranslogLocation() {_            return translogLocation__        };get,the,translog,location,after,executing,the,operation;public,translog,location,get,translog,location,return,translog,location
Engine -> Result -> public Translog.Location getTranslogLocation();1551110274;get the translog location after executing the operation;public Translog.Location getTranslogLocation() {_            return translogLocation__        };get,the,translog,location,after,executing,the,operation;public,translog,location,get,translog,location,return,translog,location
Engine -> Result -> public Translog.Location getTranslogLocation();1551126708;get the translog location after executing the operation;public Translog.Location getTranslogLocation() {_            return translogLocation__        };get,the,translog,location,after,executing,the,operation;public,translog,location,get,translog,location,return,translog,location
Engine -> public void verifyEngineBeforeIndexClosing() throws IllegalStateException;1549891630;Performs the pre-closing checks on the {@link Engine}.__@throws IllegalStateException if the sanity checks failed;public void verifyEngineBeforeIndexClosing() throws IllegalStateException {_        final long globalCheckpoint = engineConfig.getGlobalCheckpointSupplier().getAsLong()__        final long maxSeqNo = getSeqNoStats(globalCheckpoint).getMaxSeqNo()__        if (globalCheckpoint != maxSeqNo) {_            throw new IllegalStateException("Global checkpoint [" + globalCheckpoint_                + "] mismatches maximum sequence number [" + maxSeqNo + "] on index shard " + shardId)__        }_    };performs,the,pre,closing,checks,on,the,link,engine,throws,illegal,state,exception,if,the,sanity,checks,failed;public,void,verify,engine,before,index,closing,throws,illegal,state,exception,final,long,global,checkpoint,engine,config,get,global,checkpoint,supplier,get,as,long,final,long,max,seq,no,get,seq,no,stats,global,checkpoint,get,max,seq,no,if,global,checkpoint,max,seq,no,throw,new,illegal,state,exception,global,checkpoint,global,checkpoint,mismatches,maximum,sequence,number,max,seq,no,on,index,shard,shard,id
Engine -> public void verifyEngineBeforeIndexClosing() throws IllegalStateException;1549975032;Performs the pre-closing checks on the {@link Engine}.__@throws IllegalStateException if the sanity checks failed;public void verifyEngineBeforeIndexClosing() throws IllegalStateException {_        final long globalCheckpoint = engineConfig.getGlobalCheckpointSupplier().getAsLong()__        final long maxSeqNo = getSeqNoStats(globalCheckpoint).getMaxSeqNo()__        if (globalCheckpoint != maxSeqNo) {_            throw new IllegalStateException("Global checkpoint [" + globalCheckpoint_                + "] mismatches maximum sequence number [" + maxSeqNo + "] on index shard " + shardId)__        }_    };performs,the,pre,closing,checks,on,the,link,engine,throws,illegal,state,exception,if,the,sanity,checks,failed;public,void,verify,engine,before,index,closing,throws,illegal,state,exception,final,long,global,checkpoint,engine,config,get,global,checkpoint,supplier,get,as,long,final,long,max,seq,no,get,seq,no,stats,global,checkpoint,get,max,seq,no,if,global,checkpoint,max,seq,no,throw,new,illegal,state,exception,global,checkpoint,global,checkpoint,mismatches,maximum,sequence,number,max,seq,no,on,index,shard,shard,id
Engine -> public void verifyEngineBeforeIndexClosing() throws IllegalStateException;1550220204;Performs the pre-closing checks on the {@link Engine}.__@throws IllegalStateException if the sanity checks failed;public void verifyEngineBeforeIndexClosing() throws IllegalStateException {_        final long globalCheckpoint = engineConfig.getGlobalCheckpointSupplier().getAsLong()__        final long maxSeqNo = getSeqNoStats(globalCheckpoint).getMaxSeqNo()__        if (globalCheckpoint != maxSeqNo) {_            throw new IllegalStateException("Global checkpoint [" + globalCheckpoint_                + "] mismatches maximum sequence number [" + maxSeqNo + "] on index shard " + shardId)__        }_    };performs,the,pre,closing,checks,on,the,link,engine,throws,illegal,state,exception,if,the,sanity,checks,failed;public,void,verify,engine,before,index,closing,throws,illegal,state,exception,final,long,global,checkpoint,engine,config,get,global,checkpoint,supplier,get,as,long,final,long,max,seq,no,get,seq,no,stats,global,checkpoint,get,max,seq,no,if,global,checkpoint,max,seq,no,throw,new,illegal,state,exception,global,checkpoint,global,checkpoint,mismatches,maximum,sequence,number,max,seq,no,on,index,shard,shard,id
Engine -> public void verifyEngineBeforeIndexClosing() throws IllegalStateException;1550526771;Performs the pre-closing checks on the {@link Engine}.__@throws IllegalStateException if the sanity checks failed;public void verifyEngineBeforeIndexClosing() throws IllegalStateException {_        final long globalCheckpoint = engineConfig.getGlobalCheckpointSupplier().getAsLong()__        final long maxSeqNo = getSeqNoStats(globalCheckpoint).getMaxSeqNo()__        if (globalCheckpoint != maxSeqNo) {_            throw new IllegalStateException("Global checkpoint [" + globalCheckpoint_                + "] mismatches maximum sequence number [" + maxSeqNo + "] on index shard " + shardId)__        }_    };performs,the,pre,closing,checks,on,the,link,engine,throws,illegal,state,exception,if,the,sanity,checks,failed;public,void,verify,engine,before,index,closing,throws,illegal,state,exception,final,long,global,checkpoint,engine,config,get,global,checkpoint,supplier,get,as,long,final,long,max,seq,no,get,seq,no,stats,global,checkpoint,get,max,seq,no,if,global,checkpoint,max,seq,no,throw,new,illegal,state,exception,global,checkpoint,global,checkpoint,mismatches,maximum,sequence,number,max,seq,no,on,index,shard,shard,id
Engine -> public void verifyEngineBeforeIndexClosing() throws IllegalStateException;1551110274;Performs the pre-closing checks on the {@link Engine}.__@throws IllegalStateException if the sanity checks failed;public void verifyEngineBeforeIndexClosing() throws IllegalStateException {_        final long globalCheckpoint = engineConfig.getGlobalCheckpointSupplier().getAsLong()__        final long maxSeqNo = getSeqNoStats(globalCheckpoint).getMaxSeqNo()__        if (globalCheckpoint != maxSeqNo) {_            throw new IllegalStateException("Global checkpoint [" + globalCheckpoint_                + "] mismatches maximum sequence number [" + maxSeqNo + "] on index shard " + shardId)__        }_    };performs,the,pre,closing,checks,on,the,link,engine,throws,illegal,state,exception,if,the,sanity,checks,failed;public,void,verify,engine,before,index,closing,throws,illegal,state,exception,final,long,global,checkpoint,engine,config,get,global,checkpoint,supplier,get,as,long,final,long,max,seq,no,get,seq,no,stats,global,checkpoint,get,max,seq,no,if,global,checkpoint,max,seq,no,throw,new,illegal,state,exception,global,checkpoint,global,checkpoint,mismatches,maximum,sequence,number,max,seq,no,on,index,shard,shard,id
Engine -> public void verifyEngineBeforeIndexClosing() throws IllegalStateException;1551126708;Performs the pre-closing checks on the {@link Engine}.__@throws IllegalStateException if the sanity checks failed;public void verifyEngineBeforeIndexClosing() throws IllegalStateException {_        final long globalCheckpoint = engineConfig.getGlobalCheckpointSupplier().getAsLong()__        final long maxSeqNo = getSeqNoStats(globalCheckpoint).getMaxSeqNo()__        if (globalCheckpoint != maxSeqNo) {_            throw new IllegalStateException("Global checkpoint [" + globalCheckpoint_                + "] mismatches maximum sequence number [" + maxSeqNo + "] on index shard " + shardId)__        }_    };performs,the,pre,closing,checks,on,the,link,engine,throws,illegal,state,exception,if,the,sanity,checks,failed;public,void,verify,engine,before,index,closing,throws,illegal,state,exception,final,long,global,checkpoint,engine,config,get,global,checkpoint,supplier,get,as,long,final,long,max,seq,no,get,seq,no,stats,global,checkpoint,get,max,seq,no,if,global,checkpoint,max,seq,no,throw,new,illegal,state,exception,global,checkpoint,global,checkpoint,mismatches,maximum,sequence,number,max,seq,no,on,index,shard,shard,id
Engine -> public abstract int estimateNumberOfHistoryOperations(String source, MapperService mapperService, long startingSeqNo) throws IOException_;1535723122;Returns the estimated number of history operations whose seq# at least {@code startingSeqNo}(inclusive) in this engine.;public abstract int estimateNumberOfHistoryOperations(String source, MapperService mapperService, long startingSeqNo) throws IOException_;returns,the,estimated,number,of,history,operations,whose,seq,at,least,code,starting,seq,no,inclusive,in,this,engine;public,abstract,int,estimate,number,of,history,operations,string,source,mapper,service,mapper,service,long,starting,seq,no,throws,ioexception
Engine -> public abstract int estimateNumberOfHistoryOperations(String source, MapperService mapperService, long startingSeqNo) throws IOException_;1535965276;Returns the estimated number of history operations whose seq# at least {@code startingSeqNo}(inclusive) in this engine.;public abstract int estimateNumberOfHistoryOperations(String source, MapperService mapperService, long startingSeqNo) throws IOException_;returns,the,estimated,number,of,history,operations,whose,seq,at,least,code,starting,seq,no,inclusive,in,this,engine;public,abstract,int,estimate,number,of,history,operations,string,source,mapper,service,mapper,service,long,starting,seq,no,throws,ioexception
Engine -> public abstract int estimateNumberOfHistoryOperations(String source, MapperService mapperService, long startingSeqNo) throws IOException_;1536314350;Returns the estimated number of history operations whose seq# at least {@code startingSeqNo}(inclusive) in this engine.;public abstract int estimateNumberOfHistoryOperations(String source, MapperService mapperService, long startingSeqNo) throws IOException_;returns,the,estimated,number,of,history,operations,whose,seq,at,least,code,starting,seq,no,inclusive,in,this,engine;public,abstract,int,estimate,number,of,history,operations,string,source,mapper,service,mapper,service,long,starting,seq,no,throws,ioexception
Engine -> public abstract int estimateNumberOfHistoryOperations(String source, MapperService mapperService, long startingSeqNo) throws IOException_;1536828374;Returns the estimated number of history operations whose seq# at least {@code startingSeqNo}(inclusive) in this engine.;public abstract int estimateNumberOfHistoryOperations(String source, MapperService mapperService, long startingSeqNo) throws IOException_;returns,the,estimated,number,of,history,operations,whose,seq,at,least,code,starting,seq,no,inclusive,in,this,engine;public,abstract,int,estimate,number,of,history,operations,string,source,mapper,service,mapper,service,long,starting,seq,no,throws,ioexception
Engine -> public abstract int estimateNumberOfHistoryOperations(String source, MapperService mapperService, long startingSeqNo) throws IOException_;1537371806;Returns the estimated number of history operations whose seq# at least {@code startingSeqNo}(inclusive) in this engine.;public abstract int estimateNumberOfHistoryOperations(String source, MapperService mapperService, long startingSeqNo) throws IOException_;returns,the,estimated,number,of,history,operations,whose,seq,at,least,code,starting,seq,no,inclusive,in,this,engine;public,abstract,int,estimate,number,of,history,operations,string,source,mapper,service,mapper,service,long,starting,seq,no,throws,ioexception
Engine -> public abstract int estimateNumberOfHistoryOperations(String source, MapperService mapperService, long startingSeqNo) throws IOException_;1537806831;Returns the estimated number of history operations whose seq# at least {@code startingSeqNo}(inclusive) in this engine.;public abstract int estimateNumberOfHistoryOperations(String source, MapperService mapperService, long startingSeqNo) throws IOException_;returns,the,estimated,number,of,history,operations,whose,seq,at,least,code,starting,seq,no,inclusive,in,this,engine;public,abstract,int,estimate,number,of,history,operations,string,source,mapper,service,mapper,service,long,starting,seq,no,throws,ioexception
Engine -> public abstract int estimateNumberOfHistoryOperations(String source, MapperService mapperService, long startingSeqNo) throws IOException_;1538067637;Returns the estimated number of history operations whose seq# at least {@code startingSeqNo}(inclusive) in this engine.;public abstract int estimateNumberOfHistoryOperations(String source, MapperService mapperService, long startingSeqNo) throws IOException_;returns,the,estimated,number,of,history,operations,whose,seq,at,least,code,starting,seq,no,inclusive,in,this,engine;public,abstract,int,estimate,number,of,history,operations,string,source,mapper,service,mapper,service,long,starting,seq,no,throws,ioexception
Engine -> public abstract int estimateNumberOfHistoryOperations(String source, MapperService mapperService, long startingSeqNo) throws IOException_;1538424609;Returns the estimated number of history operations whose seq# at least {@code startingSeqNo}(inclusive) in this engine.;public abstract int estimateNumberOfHistoryOperations(String source, MapperService mapperService, long startingSeqNo) throws IOException_;returns,the,estimated,number,of,history,operations,whose,seq,at,least,code,starting,seq,no,inclusive,in,this,engine;public,abstract,int,estimate,number,of,history,operations,string,source,mapper,service,mapper,service,long,starting,seq,no,throws,ioexception
Engine -> public abstract int estimateNumberOfHistoryOperations(String source, MapperService mapperService, long startingSeqNo) throws IOException_;1539723533;Returns the estimated number of history operations whose seq# at least {@code startingSeqNo}(inclusive) in this engine.;public abstract int estimateNumberOfHistoryOperations(String source, MapperService mapperService, long startingSeqNo) throws IOException_;returns,the,estimated,number,of,history,operations,whose,seq,at,least,code,starting,seq,no,inclusive,in,this,engine;public,abstract,int,estimate,number,of,history,operations,string,source,mapper,service,mapper,service,long,starting,seq,no,throws,ioexception
Engine -> public abstract int estimateNumberOfHistoryOperations(String source, MapperService mapperService, long startingSeqNo) throws IOException_;1541618615;Returns the estimated number of history operations whose seq# at least {@code startingSeqNo}(inclusive) in this engine.;public abstract int estimateNumberOfHistoryOperations(String source, MapperService mapperService, long startingSeqNo) throws IOException_;returns,the,estimated,number,of,history,operations,whose,seq,at,least,code,starting,seq,no,inclusive,in,this,engine;public,abstract,int,estimate,number,of,history,operations,string,source,mapper,service,mapper,service,long,starting,seq,no,throws,ioexception
Engine -> public abstract LocalCheckpointTracker getLocalCheckpointTracker()_;1524684173;The sequence number service for this engine.__@return the sequence number service;public abstract LocalCheckpointTracker getLocalCheckpointTracker()_;the,sequence,number,service,for,this,engine,return,the,sequence,number,service;public,abstract,local,checkpoint,tracker,get,local,checkpoint,tracker
Engine -> public abstract LocalCheckpointTracker getLocalCheckpointTracker()_;1525162917;The sequence number service for this engine.__@return the sequence number service;public abstract LocalCheckpointTracker getLocalCheckpointTracker()_;the,sequence,number,service,for,this,engine,return,the,sequence,number,service;public,abstract,local,checkpoint,tracker,get,local,checkpoint,tracker
Engine -> public abstract LocalCheckpointTracker getLocalCheckpointTracker()_;1525334055;The sequence number service for this engine.__@return the sequence number service;public abstract LocalCheckpointTracker getLocalCheckpointTracker()_;the,sequence,number,service,for,this,engine,return,the,sequence,number,service;public,abstract,local,checkpoint,tracker,get,local,checkpoint,tracker
Engine -> public abstract LocalCheckpointTracker getLocalCheckpointTracker()_;1527583663;The sequence number service for this engine.__@return the sequence number service;public abstract LocalCheckpointTracker getLocalCheckpointTracker()_;the,sequence,number,service,for,this,engine,return,the,sequence,number,service;public,abstract,local,checkpoint,tracker,get,local,checkpoint,tracker
Engine -> Searcher -> public final String source();1538067637;The source that caused this searcher to be acquired.;public final String source() {_            return source__        };the,source,that,caused,this,searcher,to,be,acquired;public,final,string,source,return,source
Engine -> Searcher -> public final String source();1538424609;The source that caused this searcher to be acquired.;public final String source() {_            return source__        };the,source,that,caused,this,searcher,to,be,acquired;public,final,string,source,return,source
Engine -> public final CommitStats commitStats();1536828374;get commits stats for the last commit;public final CommitStats commitStats() {_        return new CommitStats(getLastCommittedSegmentInfos())__    };get,commits,stats,for,the,last,commit;public,final,commit,stats,commit,stats,return,new,commit,stats,get,last,committed,segment,infos
Engine -> public final CommitStats commitStats();1537371806;get commits stats for the last commit;public final CommitStats commitStats() {_        return new CommitStats(getLastCommittedSegmentInfos())__    };get,commits,stats,for,the,last,commit;public,final,commit,stats,commit,stats,return,new,commit,stats,get,last,committed,segment,infos
Engine -> public final CommitStats commitStats();1537806831;get commits stats for the last commit;public final CommitStats commitStats() {_        return new CommitStats(getLastCommittedSegmentInfos())__    };get,commits,stats,for,the,last,commit;public,final,commit,stats,commit,stats,return,new,commit,stats,get,last,committed,segment,infos
Engine -> public final CommitStats commitStats();1538067637;get commits stats for the last commit;public final CommitStats commitStats() {_        return new CommitStats(getLastCommittedSegmentInfos())__    };get,commits,stats,for,the,last,commit;public,final,commit,stats,commit,stats,return,new,commit,stats,get,last,committed,segment,infos
Engine -> public final CommitStats commitStats();1538424609;get commits stats for the last commit;public final CommitStats commitStats() {_        return new CommitStats(getLastCommittedSegmentInfos())__    };get,commits,stats,for,the,last,commit;public,final,commit,stats,commit,stats,return,new,commit,stats,get,last,committed,segment,infos
Engine -> public final CommitStats commitStats();1539723533;get commits stats for the last commit;public final CommitStats commitStats() {_        return new CommitStats(getLastCommittedSegmentInfos())__    };get,commits,stats,for,the,last,commit;public,final,commit,stats,commit,stats,return,new,commit,stats,get,last,committed,segment,infos
Engine -> public final CommitStats commitStats();1541618615;get commits stats for the last commit;public final CommitStats commitStats() {_        return new CommitStats(getLastCommittedSegmentInfos())__    };get,commits,stats,for,the,last,commit;public,final,commit,stats,commit,stats,return,new,commit,stats,get,last,committed,segment,infos
Engine -> public final CommitStats commitStats();1542697754;get commits stats for the last commit;public final CommitStats commitStats() {_        return new CommitStats(getLastCommittedSegmentInfos())__    };get,commits,stats,for,the,last,commit;public,final,commit,stats,commit,stats,return,new,commit,stats,get,last,committed,segment,infos
Engine -> public final CommitStats commitStats();1543047942;get commits stats for the last commit;public final CommitStats commitStats() {_        return new CommitStats(getLastCommittedSegmentInfos())__    };get,commits,stats,for,the,last,commit;public,final,commit,stats,commit,stats,return,new,commit,stats,get,last,committed,segment,infos
Engine -> public final CommitStats commitStats();1544545090;get commits stats for the last commit;public final CommitStats commitStats() {_        return new CommitStats(getLastCommittedSegmentInfos())__    };get,commits,stats,for,the,last,commit;public,final,commit,stats,commit,stats,return,new,commit,stats,get,last,committed,segment,infos
Engine -> public final CommitStats commitStats();1544684920;get commits stats for the last commit;public final CommitStats commitStats() {_        return new CommitStats(getLastCommittedSegmentInfos())__    };get,commits,stats,for,the,last,commit;public,final,commit,stats,commit,stats,return,new,commit,stats,get,last,committed,segment,infos
Engine -> public final CommitStats commitStats();1545140118;get commits stats for the last commit;public final CommitStats commitStats() {_        return new CommitStats(getLastCommittedSegmentInfos())__    };get,commits,stats,for,the,last,commit;public,final,commit,stats,commit,stats,return,new,commit,stats,get,last,committed,segment,infos
Engine -> public final CommitStats commitStats();1545221705;get commits stats for the last commit;public final CommitStats commitStats() {_        return new CommitStats(getLastCommittedSegmentInfos())__    };get,commits,stats,for,the,last,commit;public,final,commit,stats,commit,stats,return,new,commit,stats,get,last,committed,segment,infos
Engine -> public final CommitStats commitStats();1547332999;get commits stats for the last commit;public final CommitStats commitStats() {_        return new CommitStats(getLastCommittedSegmentInfos())__    };get,commits,stats,for,the,last,commit;public,final,commit,stats,commit,stats,return,new,commit,stats,get,last,committed,segment,infos
Engine -> public final CommitStats commitStats();1548771485;get commits stats for the last commit;public final CommitStats commitStats() {_        return new CommitStats(getLastCommittedSegmentInfos())__    };get,commits,stats,for,the,last,commit;public,final,commit,stats,commit,stats,return,new,commit,stats,get,last,committed,segment,infos
Engine -> public final CommitStats commitStats();1549891630;get commits stats for the last commit;public final CommitStats commitStats() {_        return new CommitStats(getLastCommittedSegmentInfos())__    };get,commits,stats,for,the,last,commit;public,final,commit,stats,commit,stats,return,new,commit,stats,get,last,committed,segment,infos
Engine -> public final CommitStats commitStats();1549975032;get commits stats for the last commit;public final CommitStats commitStats() {_        return new CommitStats(getLastCommittedSegmentInfos())__    };get,commits,stats,for,the,last,commit;public,final,commit,stats,commit,stats,return,new,commit,stats,get,last,committed,segment,infos
Engine -> public final CommitStats commitStats();1550220204;get commits stats for the last commit;public final CommitStats commitStats() {_        return new CommitStats(getLastCommittedSegmentInfos())__    };get,commits,stats,for,the,last,commit;public,final,commit,stats,commit,stats,return,new,commit,stats,get,last,committed,segment,infos
Engine -> public final CommitStats commitStats();1550526771;get commits stats for the last commit;public final CommitStats commitStats() {_        return new CommitStats(getLastCommittedSegmentInfos())__    };get,commits,stats,for,the,last,commit;public,final,commit,stats,commit,stats,return,new,commit,stats,get,last,committed,segment,infos
Engine -> public final CommitStats commitStats();1551110274;get commits stats for the last commit;public final CommitStats commitStats() {_        return new CommitStats(getLastCommittedSegmentInfos())__    };get,commits,stats,for,the,last,commit;public,final,commit,stats,commit,stats,return,new,commit,stats,get,last,committed,segment,infos
Engine -> public final CommitStats commitStats();1551126708;get commits stats for the last commit;public final CommitStats commitStats() {_        return new CommitStats(getLastCommittedSegmentInfos())__    };get,commits,stats,for,the,last,commit;public,final,commit,stats,commit,stats,return,new,commit,stats,get,last,committed,segment,infos
Engine -> public void flushAndClose() throws IOException;1524684173;Flush the engine (committing segments to disk and truncating the_translog) and close it.;public void flushAndClose() throws IOException {_        if (isClosed.get() == false) {_            logger.trace("flushAndClose now acquire writeLock")__            try (ReleasableLock lock = writeLock.acquire()) {_                logger.trace("flushAndClose now acquired writeLock")__                try {_                    logger.debug("flushing shard on close - this might take some time to sync files to disk")__                    try {_                        flush()_ _                    } catch (AlreadyClosedException ex) {_                        logger.debug("engine already closed - skipping flushAndClose")__                    }_                } finally {_                    close()_ _                }_            }_        }_        awaitPendingClose()__    };flush,the,engine,committing,segments,to,disk,and,truncating,the,translog,and,close,it;public,void,flush,and,close,throws,ioexception,if,is,closed,get,false,logger,trace,flush,and,close,now,acquire,write,lock,try,releasable,lock,lock,write,lock,acquire,logger,trace,flush,and,close,now,acquired,write,lock,try,logger,debug,flushing,shard,on,close,this,might,take,some,time,to,sync,files,to,disk,try,flush,catch,already,closed,exception,ex,logger,debug,engine,already,closed,skipping,flush,and,close,finally,close,await,pending,close
