# id;timestamp;commentText;codeText;commentWords;codeWords
AbstractScopedSettings -> private boolean isValidDelete(String key, boolean onlyDynamic);1524684173;Returns <code>true</code> if the given key is a valid delete key;private boolean isValidDelete(String key, boolean onlyDynamic) {_        return isFinalSetting(key) == false && _            (onlyDynamic && isDynamicSetting(key)  _                || get(key) == null && key.startsWith(ARCHIVED_SETTINGS_PREFIX) _                || (onlyDynamic == false && get(key) != null))_ _    };returns,code,true,code,if,the,given,key,is,a,valid,delete,key;private,boolean,is,valid,delete,string,key,boolean,only,dynamic,return,is,final,setting,key,false,only,dynamic,is,dynamic,setting,key,get,key,null,key,starts,with,only,dynamic,false,get,key,null
AbstractScopedSettings -> private boolean isValidDelete(String key, boolean onlyDynamic);1542402632;Returns <code>true</code> if the given key is a valid delete key;private boolean isValidDelete(String key, boolean onlyDynamic) {_        return isFinalSetting(key) == false && _            (onlyDynamic && isDynamicSetting(key)  _                || get(key) == null && key.startsWith(ARCHIVED_SETTINGS_PREFIX) _                || (onlyDynamic == false && get(key) != null))_ _    };returns,code,true,code,if,the,given,key,is,a,valid,delete,key;private,boolean,is,valid,delete,string,key,boolean,only,dynamic,return,is,final,setting,key,false,only,dynamic,is,dynamic,setting,key,get,key,null,key,starts,with,only,dynamic,false,get,key,null
AbstractScopedSettings -> private boolean isValidDelete(String key, boolean onlyDynamic);1544081506;Returns <code>true</code> if the given key is a valid delete key;private boolean isValidDelete(String key, boolean onlyDynamic) {_        return isFinalSetting(key) == false && _            (onlyDynamic && isDynamicSetting(key)  _                || get(key) == null && key.startsWith(ARCHIVED_SETTINGS_PREFIX) _                || (onlyDynamic == false && get(key) != null))_ _    };returns,code,true,code,if,the,given,key,is,a,valid,delete,key;private,boolean,is,valid,delete,string,key,boolean,only,dynamic,return,is,final,setting,key,false,only,dynamic,is,dynamic,setting,key,get,key,null,key,starts,with,only,dynamic,false,get,key,null
AbstractScopedSettings -> private boolean isValidDelete(String key, boolean onlyDynamic);1544691774;Returns <code>true</code> if the given key is a valid delete key;private boolean isValidDelete(String key, boolean onlyDynamic) {_        return isFinalSetting(key) == false && _            (onlyDynamic && isDynamicSetting(key)  _                || get(key) == null && key.startsWith(ARCHIVED_SETTINGS_PREFIX) _                || (onlyDynamic == false && get(key) != null))_ _    };returns,code,true,code,if,the,given,key,is,a,valid,delete,key;private,boolean,is,valid,delete,string,key,boolean,only,dynamic,return,is,final,setting,key,false,only,dynamic,is,dynamic,setting,key,get,key,null,key,starts,with,only,dynamic,false,get,key,null
AbstractScopedSettings -> private boolean isValidDelete(String key, boolean onlyDynamic);1546877578;Returns <code>true</code> if the given key is a valid delete key;private boolean isValidDelete(String key, boolean onlyDynamic) {_        return isFinalSetting(key) == false && _            (onlyDynamic && isDynamicSetting(key)  _                || get(key) == null && key.startsWith(ARCHIVED_SETTINGS_PREFIX) _                || (onlyDynamic == false && get(key) != null))_ _    };returns,code,true,code,if,the,given,key,is,a,valid,delete,key;private,boolean,is,valid,delete,string,key,boolean,only,dynamic,return,is,final,setting,key,false,only,dynamic,is,dynamic,setting,key,get,key,null,key,starts,with,only,dynamic,false,get,key,null
AbstractScopedSettings -> private boolean isValidDelete(String key, boolean onlyDynamic);1548270339;Returns <code>true</code> if the given key is a valid delete key;private boolean isValidDelete(String key, boolean onlyDynamic) {_        return isFinalSetting(key) == false && _            (onlyDynamic && isDynamicSetting(key)  _                || get(key) == null && key.startsWith(ARCHIVED_SETTINGS_PREFIX) _                || (onlyDynamic == false && get(key) != null))_ _    };returns,code,true,code,if,the,given,key,is,a,valid,delete,key;private,boolean,is,valid,delete,string,key,boolean,only,dynamic,return,is,final,setting,key,false,only,dynamic,is,dynamic,setting,key,get,key,null,key,starts,with,only,dynamic,false,get,key,null
AbstractScopedSettings -> SettingUpdater -> default Runnable updater(Settings current, Settings previous);1524684173;Returns a callable runnable that calls {@link #apply(Object, Settings, Settings)} if the settings_actually changed. This allows to defer the update to a later point in time while keeping type safety._If the value didn't change the returned runnable is a noop.;default Runnable updater(Settings current, Settings previous) {_            if (hasChanged(current, previous)) {_                T value = getValue(current, previous)__                return () -> { apply(value, current, previous)_}__            }_            return () -> {}__        };returns,a,callable,runnable,that,calls,link,apply,object,settings,settings,if,the,settings,actually,changed,this,allows,to,defer,the,update,to,a,later,point,in,time,while,keeping,type,safety,if,the,value,didn,t,change,the,returned,runnable,is,a,noop;default,runnable,updater,settings,current,settings,previous,if,has,changed,current,previous,t,value,get,value,current,previous,return,apply,value,current,previous,return
AbstractScopedSettings -> SettingUpdater -> default Runnable updater(Settings current, Settings previous);1528904315;Returns a callable runnable that calls {@link #apply(Object, Settings, Settings)} if the settings_actually changed. This allows to defer the update to a later point in time while keeping type safety._If the value didn't change the returned runnable is a noop.;default Runnable updater(Settings current, Settings previous) {_            if (hasChanged(current, previous)) {_                T value = getValue(current, previous)__                return () -> { apply(value, current, previous)_}__            }_            return () -> {}__        };returns,a,callable,runnable,that,calls,link,apply,object,settings,settings,if,the,settings,actually,changed,this,allows,to,defer,the,update,to,a,later,point,in,time,while,keeping,type,safety,if,the,value,didn,t,change,the,returned,runnable,is,a,noop;default,runnable,updater,settings,current,settings,previous,if,has,changed,current,previous,t,value,get,value,current,previous,return,apply,value,current,previous,return
AbstractScopedSettings -> SettingUpdater -> default Runnable updater(Settings current, Settings previous);1531179852;Returns a callable runnable that calls {@link #apply(Object, Settings, Settings)} if the settings_actually changed. This allows to defer the update to a later point in time while keeping type safety._If the value didn't change the returned runnable is a noop.;default Runnable updater(Settings current, Settings previous) {_            if (hasChanged(current, previous)) {_                T value = getValue(current, previous)__                return () -> { apply(value, current, previous)_}__            }_            return () -> {}__        };returns,a,callable,runnable,that,calls,link,apply,object,settings,settings,if,the,settings,actually,changed,this,allows,to,defer,the,update,to,a,later,point,in,time,while,keeping,type,safety,if,the,value,didn,t,change,the,returned,runnable,is,a,noop;default,runnable,updater,settings,current,settings,previous,if,has,changed,current,previous,t,value,get,value,current,previous,return,apply,value,current,previous,return
AbstractScopedSettings -> SettingUpdater -> default Runnable updater(Settings current, Settings previous);1535046779;Returns a callable runnable that calls {@link #apply(Object, Settings, Settings)} if the settings_actually changed. This allows to defer the update to a later point in time while keeping type safety._If the value didn't change the returned runnable is a noop.;default Runnable updater(Settings current, Settings previous) {_            if (hasChanged(current, previous)) {_                T value = getValue(current, previous)__                return () -> { apply(value, current, previous)_}__            }_            return () -> {}__        };returns,a,callable,runnable,that,calls,link,apply,object,settings,settings,if,the,settings,actually,changed,this,allows,to,defer,the,update,to,a,later,point,in,time,while,keeping,type,safety,if,the,value,didn,t,change,the,returned,runnable,is,a,noop;default,runnable,updater,settings,current,settings,previous,if,has,changed,current,previous,t,value,get,value,current,previous,return,apply,value,current,previous,return
AbstractScopedSettings -> SettingUpdater -> default Runnable updater(Settings current, Settings previous);1536137328;Returns a callable runnable that calls {@link #apply(Object, Settings, Settings)} if the settings_actually changed. This allows to defer the update to a later point in time while keeping type safety._If the value didn't change the returned runnable is a noop.;default Runnable updater(Settings current, Settings previous) {_            if (hasChanged(current, previous)) {_                T value = getValue(current, previous)__                return () -> { apply(value, current, previous)_}__            }_            return () -> {}__        };returns,a,callable,runnable,that,calls,link,apply,object,settings,settings,if,the,settings,actually,changed,this,allows,to,defer,the,update,to,a,later,point,in,time,while,keeping,type,safety,if,the,value,didn,t,change,the,returned,runnable,is,a,noop;default,runnable,updater,settings,current,settings,previous,if,has,changed,current,previous,t,value,get,value,current,previous,return,apply,value,current,previous,return
AbstractScopedSettings -> SettingUpdater -> default Runnable updater(Settings current, Settings previous);1536314350;Returns a callable runnable that calls {@link #apply(Object, Settings, Settings)} if the settings_actually changed. This allows to defer the update to a later point in time while keeping type safety._If the value didn't change the returned runnable is a noop.;default Runnable updater(Settings current, Settings previous) {_            if (hasChanged(current, previous)) {_                T value = getValue(current, previous)__                return () -> { apply(value, current, previous)_}__            }_            return () -> {}__        };returns,a,callable,runnable,that,calls,link,apply,object,settings,settings,if,the,settings,actually,changed,this,allows,to,defer,the,update,to,a,later,point,in,time,while,keeping,type,safety,if,the,value,didn,t,change,the,returned,runnable,is,a,noop;default,runnable,updater,settings,current,settings,previous,if,has,changed,current,previous,t,value,get,value,current,previous,return,apply,value,current,previous,return
AbstractScopedSettings -> SettingUpdater -> default Runnable updater(Settings current, Settings previous);1536611444;Returns a callable runnable that calls {@link #apply(Object, Settings, Settings)} if the settings_actually changed. This allows to defer the update to a later point in time while keeping type safety._If the value didn't change the returned runnable is a noop.;default Runnable updater(Settings current, Settings previous) {_            if (hasChanged(current, previous)) {_                T value = getValue(current, previous)__                return () -> { apply(value, current, previous)_}__            }_            return () -> {}__        };returns,a,callable,runnable,that,calls,link,apply,object,settings,settings,if,the,settings,actually,changed,this,allows,to,defer,the,update,to,a,later,point,in,time,while,keeping,type,safety,if,the,value,didn,t,change,the,returned,runnable,is,a,noop;default,runnable,updater,settings,current,settings,previous,if,has,changed,current,previous,t,value,get,value,current,previous,return,apply,value,current,previous,return
AbstractScopedSettings -> SettingUpdater -> default Runnable updater(Settings current, Settings previous);1536828374;Returns a callable runnable that calls {@link #apply(Object, Settings, Settings)} if the settings_actually changed. This allows to defer the update to a later point in time while keeping type safety._If the value didn't change the returned runnable is a noop.;default Runnable updater(Settings current, Settings previous) {_            if (hasChanged(current, previous)) {_                T value = getValue(current, previous)__                return () -> { apply(value, current, previous)_}__            }_            return () -> {}__        };returns,a,callable,runnable,that,calls,link,apply,object,settings,settings,if,the,settings,actually,changed,this,allows,to,defer,the,update,to,a,later,point,in,time,while,keeping,type,safety,if,the,value,didn,t,change,the,returned,runnable,is,a,noop;default,runnable,updater,settings,current,settings,previous,if,has,changed,current,previous,t,value,get,value,current,previous,return,apply,value,current,previous,return
AbstractScopedSettings -> SettingUpdater -> default Runnable updater(Settings current, Settings previous);1539951844;Returns a callable runnable that calls {@link #apply(Object, Settings, Settings)} if the settings_actually changed. This allows to defer the update to a later point in time while keeping type safety._If the value didn't change the returned runnable is a noop.;default Runnable updater(Settings current, Settings previous) {_            if (hasChanged(current, previous)) {_                T value = getValue(current, previous)__                return () -> { apply(value, current, previous)_}__            }_            return () -> {}__        };returns,a,callable,runnable,that,calls,link,apply,object,settings,settings,if,the,settings,actually,changed,this,allows,to,defer,the,update,to,a,later,point,in,time,while,keeping,type,safety,if,the,value,didn,t,change,the,returned,runnable,is,a,noop;default,runnable,updater,settings,current,settings,previous,if,has,changed,current,previous,t,value,get,value,current,previous,return,apply,value,current,previous,return
AbstractScopedSettings -> SettingUpdater -> default Runnable updater(Settings current, Settings previous);1541008027;Returns a callable runnable that calls {@link #apply(Object, Settings, Settings)} if the settings_actually changed. This allows to defer the update to a later point in time while keeping type safety._If the value didn't change the returned runnable is a noop.;default Runnable updater(Settings current, Settings previous) {_            if (hasChanged(current, previous)) {_                T value = getValue(current, previous)__                return () -> { apply(value, current, previous)_}__            }_            return () -> {}__        };returns,a,callable,runnable,that,calls,link,apply,object,settings,settings,if,the,settings,actually,changed,this,allows,to,defer,the,update,to,a,later,point,in,time,while,keeping,type,safety,if,the,value,didn,t,change,the,returned,runnable,is,a,noop;default,runnable,updater,settings,current,settings,previous,if,has,changed,current,previous,t,value,get,value,current,previous,return,apply,value,current,previous,return
AbstractScopedSettings -> SettingUpdater -> default Runnable updater(Settings current, Settings previous);1541092382;Returns a callable runnable that calls {@link #apply(Object, Settings, Settings)} if the settings_actually changed. This allows to defer the update to a later point in time while keeping type safety._If the value didn't change the returned runnable is a noop.;default Runnable updater(Settings current, Settings previous) {_            if (hasChanged(current, previous)) {_                T value = getValue(current, previous)__                return () -> { apply(value, current, previous)_}__            }_            return () -> {}__        };returns,a,callable,runnable,that,calls,link,apply,object,settings,settings,if,the,settings,actually,changed,this,allows,to,defer,the,update,to,a,later,point,in,time,while,keeping,type,safety,if,the,value,didn,t,change,the,returned,runnable,is,a,noop;default,runnable,updater,settings,current,settings,previous,if,has,changed,current,previous,t,value,get,value,current,previous,return,apply,value,current,previous,return
AbstractScopedSettings -> SettingUpdater -> default Runnable updater(Settings current, Settings previous);1542402632;Returns a callable runnable that calls {@link #apply(Object, Settings, Settings)} if the settings_actually changed. This allows to defer the update to a later point in time while keeping type safety._If the value didn't change the returned runnable is a noop.;default Runnable updater(Settings current, Settings previous) {_            if (hasChanged(current, previous)) {_                T value = getValue(current, previous)__                return () -> { apply(value, current, previous)_}__            }_            return () -> {}__        };returns,a,callable,runnable,that,calls,link,apply,object,settings,settings,if,the,settings,actually,changed,this,allows,to,defer,the,update,to,a,later,point,in,time,while,keeping,type,safety,if,the,value,didn,t,change,the,returned,runnable,is,a,noop;default,runnable,updater,settings,current,settings,previous,if,has,changed,current,previous,t,value,get,value,current,previous,return,apply,value,current,previous,return
AbstractScopedSettings -> SettingUpdater -> default Runnable updater(Settings current, Settings previous);1544081506;Returns a callable runnable that calls {@link #apply(Object, Settings, Settings)} if the settings_actually changed. This allows to defer the update to a later point in time while keeping type safety._If the value didn't change the returned runnable is a noop.;default Runnable updater(Settings current, Settings previous) {_            if (hasChanged(current, previous)) {_                T value = getValue(current, previous)__                return () -> { apply(value, current, previous)_}__            }_            return () -> {}__        };returns,a,callable,runnable,that,calls,link,apply,object,settings,settings,if,the,settings,actually,changed,this,allows,to,defer,the,update,to,a,later,point,in,time,while,keeping,type,safety,if,the,value,didn,t,change,the,returned,runnable,is,a,noop;default,runnable,updater,settings,current,settings,previous,if,has,changed,current,previous,t,value,get,value,current,previous,return,apply,value,current,previous,return
AbstractScopedSettings -> SettingUpdater -> default Runnable updater(Settings current, Settings previous);1544691774;Returns a callable runnable that calls {@link #apply(Object, Settings, Settings)} if the settings_actually changed. This allows to defer the update to a later point in time while keeping type safety._If the value didn't change the returned runnable is a noop.;default Runnable updater(Settings current, Settings previous) {_            if (hasChanged(current, previous)) {_                T value = getValue(current, previous)__                return () -> { apply(value, current, previous)_}__            }_            return () -> {}__        };returns,a,callable,runnable,that,calls,link,apply,object,settings,settings,if,the,settings,actually,changed,this,allows,to,defer,the,update,to,a,later,point,in,time,while,keeping,type,safety,if,the,value,didn,t,change,the,returned,runnable,is,a,noop;default,runnable,updater,settings,current,settings,previous,if,has,changed,current,previous,t,value,get,value,current,previous,return,apply,value,current,previous,return
AbstractScopedSettings -> SettingUpdater -> default Runnable updater(Settings current, Settings previous);1546877578;Returns a callable runnable that calls {@link #apply(Object, Settings, Settings)} if the settings_actually changed. This allows to defer the update to a later point in time while keeping type safety._If the value didn't change the returned runnable is a noop.;default Runnable updater(Settings current, Settings previous) {_            if (hasChanged(current, previous)) {_                T value = getValue(current, previous)__                return () -> { apply(value, current, previous)_}__            }_            return () -> {}__        };returns,a,callable,runnable,that,calls,link,apply,object,settings,settings,if,the,settings,actually,changed,this,allows,to,defer,the,update,to,a,later,point,in,time,while,keeping,type,safety,if,the,value,didn,t,change,the,returned,runnable,is,a,noop;default,runnable,updater,settings,current,settings,previous,if,has,changed,current,previous,t,value,get,value,current,previous,return,apply,value,current,previous,return
AbstractScopedSettings -> SettingUpdater -> default Runnable updater(Settings current, Settings previous);1548270339;Returns a callable runnable that calls {@link #apply(Object, Settings, Settings)} if the settings_actually changed. This allows to defer the update to a later point in time while keeping type safety._If the value didn't change the returned runnable is a noop.;default Runnable updater(Settings current, Settings previous) {_            if (hasChanged(current, previous)) {_                T value = getValue(current, previous)__                return () -> { apply(value, current, previous)_}__            }_            return () -> {}__        };returns,a,callable,runnable,that,calls,link,apply,object,settings,settings,if,the,settings,actually,changed,this,allows,to,defer,the,update,to,a,later,point,in,time,while,keeping,type,safety,if,the,value,didn,t,change,the,returned,runnable,is,a,noop;default,runnable,updater,settings,current,settings,previous,if,has,changed,current,previous,t,value,get,value,current,previous,return,apply,value,current,previous,return
AbstractScopedSettings -> public synchronized <T> void addSettingsUpdateConsumer(Setting<T> setting, Consumer<T> consumer);1524684173;Adds a settings consumer._<p>_Note: Only settings registered in {@link org.elasticsearch.cluster.ClusterModule} can be changed dynamically._</p>;public synchronized <T> void addSettingsUpdateConsumer(Setting<T> setting, Consumer<T> consumer) {_       addSettingsUpdateConsumer(setting, consumer, (s) -> {})__    };adds,a,settings,consumer,p,note,only,settings,registered,in,link,org,elasticsearch,cluster,cluster,module,can,be,changed,dynamically,p;public,synchronized,t,void,add,settings,update,consumer,setting,t,setting,consumer,t,consumer,add,settings,update,consumer,setting,consumer,s
AbstractScopedSettings -> public synchronized <T> void addSettingsUpdateConsumer(Setting<T> setting, Consumer<T> consumer);1528904315;Adds a settings consumer._<p>_Note: Only settings registered in {@link org.elasticsearch.cluster.ClusterModule} can be changed dynamically._</p>;public synchronized <T> void addSettingsUpdateConsumer(Setting<T> setting, Consumer<T> consumer) {_       addSettingsUpdateConsumer(setting, consumer, (s) -> {})__    };adds,a,settings,consumer,p,note,only,settings,registered,in,link,org,elasticsearch,cluster,cluster,module,can,be,changed,dynamically,p;public,synchronized,t,void,add,settings,update,consumer,setting,t,setting,consumer,t,consumer,add,settings,update,consumer,setting,consumer,s
AbstractScopedSettings -> public synchronized <T> void addSettingsUpdateConsumer(Setting<T> setting, Consumer<T> consumer);1531179852;Adds a settings consumer._<p>_Note: Only settings registered in {@link org.elasticsearch.cluster.ClusterModule} can be changed dynamically._</p>;public synchronized <T> void addSettingsUpdateConsumer(Setting<T> setting, Consumer<T> consumer) {_       addSettingsUpdateConsumer(setting, consumer, (s) -> {})__    };adds,a,settings,consumer,p,note,only,settings,registered,in,link,org,elasticsearch,cluster,cluster,module,can,be,changed,dynamically,p;public,synchronized,t,void,add,settings,update,consumer,setting,t,setting,consumer,t,consumer,add,settings,update,consumer,setting,consumer,s
AbstractScopedSettings -> public synchronized <T> void addSettingsUpdateConsumer(Setting<T> setting, Consumer<T> consumer);1535046779;Adds a settings consumer._<p>_Note: Only settings registered in {@link org.elasticsearch.cluster.ClusterModule} can be changed dynamically._</p>;public synchronized <T> void addSettingsUpdateConsumer(Setting<T> setting, Consumer<T> consumer) {_       addSettingsUpdateConsumer(setting, consumer, (s) -> {})__    };adds,a,settings,consumer,p,note,only,settings,registered,in,link,org,elasticsearch,cluster,cluster,module,can,be,changed,dynamically,p;public,synchronized,t,void,add,settings,update,consumer,setting,t,setting,consumer,t,consumer,add,settings,update,consumer,setting,consumer,s
AbstractScopedSettings -> public synchronized <T> void addSettingsUpdateConsumer(Setting<T> setting, Consumer<T> consumer);1536137328;Adds a settings consumer._<p>_Note: Only settings registered in {@link org.elasticsearch.cluster.ClusterModule} can be changed dynamically._</p>;public synchronized <T> void addSettingsUpdateConsumer(Setting<T> setting, Consumer<T> consumer) {_       addSettingsUpdateConsumer(setting, consumer, (s) -> {})__    };adds,a,settings,consumer,p,note,only,settings,registered,in,link,org,elasticsearch,cluster,cluster,module,can,be,changed,dynamically,p;public,synchronized,t,void,add,settings,update,consumer,setting,t,setting,consumer,t,consumer,add,settings,update,consumer,setting,consumer,s
AbstractScopedSettings -> public synchronized <T> void addSettingsUpdateConsumer(Setting<T> setting, Consumer<T> consumer);1536314350;Adds a settings consumer._<p>_Note: Only settings registered in {@link org.elasticsearch.cluster.ClusterModule} can be changed dynamically._</p>;public synchronized <T> void addSettingsUpdateConsumer(Setting<T> setting, Consumer<T> consumer) {_       addSettingsUpdateConsumer(setting, consumer, (s) -> {})__    };adds,a,settings,consumer,p,note,only,settings,registered,in,link,org,elasticsearch,cluster,cluster,module,can,be,changed,dynamically,p;public,synchronized,t,void,add,settings,update,consumer,setting,t,setting,consumer,t,consumer,add,settings,update,consumer,setting,consumer,s
AbstractScopedSettings -> public synchronized <T> void addSettingsUpdateConsumer(Setting<T> setting, Consumer<T> consumer);1536611444;Adds a settings consumer._<p>_Note: Only settings registered in {@link org.elasticsearch.cluster.ClusterModule} can be changed dynamically._</p>;public synchronized <T> void addSettingsUpdateConsumer(Setting<T> setting, Consumer<T> consumer) {_       addSettingsUpdateConsumer(setting, consumer, (s) -> {})__    };adds,a,settings,consumer,p,note,only,settings,registered,in,link,org,elasticsearch,cluster,cluster,module,can,be,changed,dynamically,p;public,synchronized,t,void,add,settings,update,consumer,setting,t,setting,consumer,t,consumer,add,settings,update,consumer,setting,consumer,s
AbstractScopedSettings -> public synchronized <T> void addSettingsUpdateConsumer(Setting<T> setting, Consumer<T> consumer);1536828374;Adds a settings consumer._<p>_Note: Only settings registered in {@link org.elasticsearch.cluster.ClusterModule} can be changed dynamically._</p>;public synchronized <T> void addSettingsUpdateConsumer(Setting<T> setting, Consumer<T> consumer) {_       addSettingsUpdateConsumer(setting, consumer, (s) -> {})__    };adds,a,settings,consumer,p,note,only,settings,registered,in,link,org,elasticsearch,cluster,cluster,module,can,be,changed,dynamically,p;public,synchronized,t,void,add,settings,update,consumer,setting,t,setting,consumer,t,consumer,add,settings,update,consumer,setting,consumer,s
