# id;timestamp;commentText;codeText;commentWords;codeWords
MethodWriter -> public int writeNewStrings();1524684173;Starts a new string concat._@return the size of arguments pushed to stack (the object that does string concats, e.g. a StringBuilder);public int writeNewStrings() {_        if (INDY_STRING_CONCAT_BOOTSTRAP_HANDLE != null) {_            _            stringConcatArgs.push(new ArrayList<>())__            return 0_ _        } else {_            _            newInstance(STRINGBUILDER_TYPE)__            dup()__            invokeConstructor(STRINGBUILDER_TYPE, STRINGBUILDER_CONSTRUCTOR)__            return 1_ _        }_    };starts,a,new,string,concat,return,the,size,of,arguments,pushed,to,stack,the,object,that,does,string,concats,e,g,a,string,builder;public,int,write,new,strings,if,null,string,concat,args,push,new,array,list,return,0,else,new,instance,dup,invoke,constructor,return,1
MethodWriter -> public void writeDebugInfo(Location location);1531179852;Encodes the offset into the line number table as {@code offset + 1}._<p>_This is invoked before instructions that can hit exceptions.;public void writeDebugInfo(Location location) {_        _        Label label = new Label()__        visitLabel(label)__        visitLineNumber(location.getOffset() + 1, label)__    };encodes,the,offset,into,the,line,number,table,as,code,offset,1,p,this,is,invoked,before,instructions,that,can,hit,exceptions;public,void,write,debug,info,location,location,label,label,new,label,visit,label,label,visit,line,number,location,get,offset,1,label
MethodWriter -> public void writeDebugInfo(Location location);1531910483;Encodes the offset into the line number table as {@code offset + 1}._<p>_This is invoked before instructions that can hit exceptions.;public void writeDebugInfo(Location location) {_        _        Label label = new Label()__        visitLabel(label)__        visitLineNumber(location.getOffset() + 1, label)__    };encodes,the,offset,into,the,line,number,table,as,code,offset,1,p,this,is,invoked,before,instructions,that,can,hit,exceptions;public,void,write,debug,info,location,location,label,label,new,label,visit,label,label,visit,line,number,location,get,offset,1,label
MethodWriter -> public void writeDebugInfo(Location location);1533143718;Encodes the offset into the line number table as {@code offset + 1}._<p>_This is invoked before instructions that can hit exceptions.;public void writeDebugInfo(Location location) {_        _        Label label = new Label()__        visitLabel(label)__        visitLineNumber(location.getOffset() + 1, label)__    };encodes,the,offset,into,the,line,number,table,as,code,offset,1,p,this,is,invoked,before,instructions,that,can,hit,exceptions;public,void,write,debug,info,location,location,label,label,new,label,visit,label,label,visit,line,number,location,get,offset,1,label
MethodWriter -> public void writeDebugInfo(Location location);1533738061;Encodes the offset into the line number table as {@code offset + 1}._<p>_This is invoked before instructions that can hit exceptions.;public void writeDebugInfo(Location location) {_        _        Label label = new Label()__        visitLabel(label)__        visitLineNumber(location.getOffset() + 1, label)__    };encodes,the,offset,into,the,line,number,table,as,code,offset,1,p,this,is,invoked,before,instructions,that,can,hit,exceptions;public,void,write,debug,info,location,location,label,label,new,label,visit,label,label,visit,line,number,location,get,offset,1,label
MethodWriter -> public void writeDebugInfo(Location location);1533921794;Encodes the offset into the line number table as {@code offset + 1}._<p>_This is invoked before instructions that can hit exceptions.;public void writeDebugInfo(Location location) {_        _        Label label = new Label()__        visitLabel(label)__        visitLineNumber(location.getOffset() + 1, label)__    };encodes,the,offset,into,the,line,number,table,as,code,offset,1,p,this,is,invoked,before,instructions,that,can,hit,exceptions;public,void,write,debug,info,location,location,label,label,new,label,visit,label,label,visit,line,number,location,get,offset,1,label
MethodWriter -> public void writeDebugInfo(Location location);1537806831;Encodes the offset into the line number table as {@code offset + 1}._<p>_This is invoked before instructions that can hit exceptions.;public void writeDebugInfo(Location location) {_        _        Label label = new Label()__        visitLabel(label)__        visitLineNumber(location.getOffset() + 1, label)__    };encodes,the,offset,into,the,line,number,table,as,code,offset,1,p,this,is,invoked,before,instructions,that,can,hit,exceptions;public,void,write,debug,info,location,location,label,label,new,label,visit,label,label,visit,line,number,location,get,offset,1,label
MethodWriter -> public void writeDebugInfo(Location location);1544203947;Encodes the offset into the line number table as {@code offset + 1}._<p>_This is invoked before instructions that can hit exceptions.;public void writeDebugInfo(Location location) {_        _        Label label = new Label()__        visitLabel(label)__        visitLineNumber(location.getOffset() + 1, label)__    };encodes,the,offset,into,the,line,number,table,as,code,offset,1,p,this,is,invoked,before,instructions,that,can,hit,exceptions;public,void,write,debug,info,location,location,label,label,new,label,visit,label,label,visit,line,number,location,get,offset,1,label
MethodWriter -> public void writeDebugInfo(Location location);1544565998;Encodes the offset into the line number table as {@code offset + 1}._<p>_This is invoked before instructions that can hit exceptions.;public void writeDebugInfo(Location location) {_        _        Label label = new Label()__        visitLabel(label)__        visitLineNumber(location.getOffset() + 1, label)__    };encodes,the,offset,into,the,line,number,table,as,code,offset,1,p,this,is,invoked,before,instructions,that,can,hit,exceptions;public,void,write,debug,info,location,location,label,label,new,label,visit,label,label,visit,line,number,location,get,offset,1,label
MethodWriter -> public void writeDebugInfo(Location location);1545072619;Encodes the offset into the line number table as {@code offset + 1}._<p>_This is invoked before instructions that can hit exceptions.;public void writeDebugInfo(Location location) {_        _        Label label = new Label()__        visitLabel(label)__        visitLineNumber(location.getOffset() + 1, label)__    };encodes,the,offset,into,the,line,number,table,as,code,offset,1,p,this,is,invoked,before,instructions,that,can,hit,exceptions;public,void,write,debug,info,location,location,label,label,new,label,visit,label,label,visit,line,number,location,get,offset,1,label
MethodWriter -> public void writeDynamicBinaryInstruction(Location location, Class<?> returnType, Class<?> lhs, Class<?> rhs,                                               Operation operation, int flags);1524684173;Writes a dynamic binary instruction: returnType, lhs, and rhs can be different;public void writeDynamicBinaryInstruction(Location location, Class<?> returnType, Class<?> lhs, Class<?> rhs,_                                              Operation operation, int flags) {_        Type methodType = Type.getMethodType(getType(returnType), getType(lhs), getType(rhs))___        switch (operation) {_            case MUL:_                invokeDefCall("mul", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case DIV:_                invokeDefCall("div", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case REM:_                invokeDefCall("rem", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case ADD:_                _                _                _                boolean hasPrimitiveArg = lhs.isPrimitive() || rhs.isPrimitive()__                if (!hasPrimitiveArg) {_                    flags |= DefBootstrap.OPERATOR_ALLOWS_NULL__                }_                invokeDefCall("add", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case SUB:_                invokeDefCall("sub", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case LSH:_                invokeDefCall("lsh", methodType, DefBootstrap.SHIFT_OPERATOR, flags)__                break__            case USH:_                invokeDefCall("ush", methodType, DefBootstrap.SHIFT_OPERATOR, flags)__                break__            case RSH:_                invokeDefCall("rsh", methodType, DefBootstrap.SHIFT_OPERATOR, flags)__                break__            case BWAND:_                invokeDefCall("and", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case XOR:_                invokeDefCall("xor", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case BWOR:_                invokeDefCall("or", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            default:_                throw location.createError(new IllegalStateException("Illegal tree structure."))__        }_    };writes,a,dynamic,binary,instruction,return,type,lhs,and,rhs,can,be,different;public,void,write,dynamic,binary,instruction,location,location,class,return,type,class,lhs,class,rhs,operation,operation,int,flags,type,method,type,type,get,method,type,get,type,return,type,get,type,lhs,get,type,rhs,switch,operation,case,mul,invoke,def,call,mul,method,type,def,bootstrap,flags,break,case,div,invoke,def,call,div,method,type,def,bootstrap,flags,break,case,rem,invoke,def,call,rem,method,type,def,bootstrap,flags,break,case,add,boolean,has,primitive,arg,lhs,is,primitive,rhs,is,primitive,if,has,primitive,arg,flags,def,bootstrap,invoke,def,call,add,method,type,def,bootstrap,flags,break,case,sub,invoke,def,call,sub,method,type,def,bootstrap,flags,break,case,lsh,invoke,def,call,lsh,method,type,def,bootstrap,flags,break,case,ush,invoke,def,call,ush,method,type,def,bootstrap,flags,break,case,rsh,invoke,def,call,rsh,method,type,def,bootstrap,flags,break,case,bwand,invoke,def,call,and,method,type,def,bootstrap,flags,break,case,xor,invoke,def,call,xor,method,type,def,bootstrap,flags,break,case,bwor,invoke,def,call,or,method,type,def,bootstrap,flags,break,default,throw,location,create,error,new,illegal,state,exception,illegal,tree,structure
MethodWriter -> public void writeDynamicBinaryInstruction(Location location, Class<?> returnType, Class<?> lhs, Class<?> rhs,                                               Operation operation, int flags);1531179852;Writes a dynamic binary instruction: returnType, lhs, and rhs can be different;public void writeDynamicBinaryInstruction(Location location, Class<?> returnType, Class<?> lhs, Class<?> rhs,_                                              Operation operation, int flags) {_        Type methodType = Type.getMethodType(getType(returnType), getType(lhs), getType(rhs))___        switch (operation) {_            case MUL:_                invokeDefCall("mul", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case DIV:_                invokeDefCall("div", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case REM:_                invokeDefCall("rem", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case ADD:_                _                _                _                boolean hasPrimitiveArg = lhs.isPrimitive() || rhs.isPrimitive()__                if (!hasPrimitiveArg) {_                    flags |= DefBootstrap.OPERATOR_ALLOWS_NULL__                }_                invokeDefCall("add", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case SUB:_                invokeDefCall("sub", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case LSH:_                invokeDefCall("lsh", methodType, DefBootstrap.SHIFT_OPERATOR, flags)__                break__            case USH:_                invokeDefCall("ush", methodType, DefBootstrap.SHIFT_OPERATOR, flags)__                break__            case RSH:_                invokeDefCall("rsh", methodType, DefBootstrap.SHIFT_OPERATOR, flags)__                break__            case BWAND:_                invokeDefCall("and", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case XOR:_                invokeDefCall("xor", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case BWOR:_                invokeDefCall("or", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            default:_                throw location.createError(new IllegalStateException("Illegal tree structure."))__        }_    };writes,a,dynamic,binary,instruction,return,type,lhs,and,rhs,can,be,different;public,void,write,dynamic,binary,instruction,location,location,class,return,type,class,lhs,class,rhs,operation,operation,int,flags,type,method,type,type,get,method,type,get,type,return,type,get,type,lhs,get,type,rhs,switch,operation,case,mul,invoke,def,call,mul,method,type,def,bootstrap,flags,break,case,div,invoke,def,call,div,method,type,def,bootstrap,flags,break,case,rem,invoke,def,call,rem,method,type,def,bootstrap,flags,break,case,add,boolean,has,primitive,arg,lhs,is,primitive,rhs,is,primitive,if,has,primitive,arg,flags,def,bootstrap,invoke,def,call,add,method,type,def,bootstrap,flags,break,case,sub,invoke,def,call,sub,method,type,def,bootstrap,flags,break,case,lsh,invoke,def,call,lsh,method,type,def,bootstrap,flags,break,case,ush,invoke,def,call,ush,method,type,def,bootstrap,flags,break,case,rsh,invoke,def,call,rsh,method,type,def,bootstrap,flags,break,case,bwand,invoke,def,call,and,method,type,def,bootstrap,flags,break,case,xor,invoke,def,call,xor,method,type,def,bootstrap,flags,break,case,bwor,invoke,def,call,or,method,type,def,bootstrap,flags,break,default,throw,location,create,error,new,illegal,state,exception,illegal,tree,structure
MethodWriter -> public void writeDynamicBinaryInstruction(Location location, Class<?> returnType, Class<?> lhs, Class<?> rhs,                                               Operation operation, int flags);1531910483;Writes a dynamic binary instruction: returnType, lhs, and rhs can be different;public void writeDynamicBinaryInstruction(Location location, Class<?> returnType, Class<?> lhs, Class<?> rhs,_                                              Operation operation, int flags) {_        Type methodType = Type.getMethodType(getType(returnType), getType(lhs), getType(rhs))___        switch (operation) {_            case MUL:_                invokeDefCall("mul", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case DIV:_                invokeDefCall("div", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case REM:_                invokeDefCall("rem", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case ADD:_                _                _                _                boolean hasPrimitiveArg = lhs.isPrimitive() || rhs.isPrimitive()__                if (!hasPrimitiveArg) {_                    flags |= DefBootstrap.OPERATOR_ALLOWS_NULL__                }_                invokeDefCall("add", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case SUB:_                invokeDefCall("sub", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case LSH:_                invokeDefCall("lsh", methodType, DefBootstrap.SHIFT_OPERATOR, flags)__                break__            case USH:_                invokeDefCall("ush", methodType, DefBootstrap.SHIFT_OPERATOR, flags)__                break__            case RSH:_                invokeDefCall("rsh", methodType, DefBootstrap.SHIFT_OPERATOR, flags)__                break__            case BWAND:_                invokeDefCall("and", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case XOR:_                invokeDefCall("xor", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case BWOR:_                invokeDefCall("or", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            default:_                throw location.createError(new IllegalStateException("Illegal tree structure."))__        }_    };writes,a,dynamic,binary,instruction,return,type,lhs,and,rhs,can,be,different;public,void,write,dynamic,binary,instruction,location,location,class,return,type,class,lhs,class,rhs,operation,operation,int,flags,type,method,type,type,get,method,type,get,type,return,type,get,type,lhs,get,type,rhs,switch,operation,case,mul,invoke,def,call,mul,method,type,def,bootstrap,flags,break,case,div,invoke,def,call,div,method,type,def,bootstrap,flags,break,case,rem,invoke,def,call,rem,method,type,def,bootstrap,flags,break,case,add,boolean,has,primitive,arg,lhs,is,primitive,rhs,is,primitive,if,has,primitive,arg,flags,def,bootstrap,invoke,def,call,add,method,type,def,bootstrap,flags,break,case,sub,invoke,def,call,sub,method,type,def,bootstrap,flags,break,case,lsh,invoke,def,call,lsh,method,type,def,bootstrap,flags,break,case,ush,invoke,def,call,ush,method,type,def,bootstrap,flags,break,case,rsh,invoke,def,call,rsh,method,type,def,bootstrap,flags,break,case,bwand,invoke,def,call,and,method,type,def,bootstrap,flags,break,case,xor,invoke,def,call,xor,method,type,def,bootstrap,flags,break,case,bwor,invoke,def,call,or,method,type,def,bootstrap,flags,break,default,throw,location,create,error,new,illegal,state,exception,illegal,tree,structure
MethodWriter -> public void writeDynamicBinaryInstruction(Location location, Class<?> returnType, Class<?> lhs, Class<?> rhs,                                               Operation operation, int flags);1533143718;Writes a dynamic binary instruction: returnType, lhs, and rhs can be different;public void writeDynamicBinaryInstruction(Location location, Class<?> returnType, Class<?> lhs, Class<?> rhs,_                                              Operation operation, int flags) {_        Type methodType = Type.getMethodType(getType(returnType), getType(lhs), getType(rhs))___        switch (operation) {_            case MUL:_                invokeDefCall("mul", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case DIV:_                invokeDefCall("div", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case REM:_                invokeDefCall("rem", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case ADD:_                _                _                _                boolean hasPrimitiveArg = lhs.isPrimitive() || rhs.isPrimitive()__                if (!hasPrimitiveArg) {_                    flags |= DefBootstrap.OPERATOR_ALLOWS_NULL__                }_                invokeDefCall("add", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case SUB:_                invokeDefCall("sub", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case LSH:_                invokeDefCall("lsh", methodType, DefBootstrap.SHIFT_OPERATOR, flags)__                break__            case USH:_                invokeDefCall("ush", methodType, DefBootstrap.SHIFT_OPERATOR, flags)__                break__            case RSH:_                invokeDefCall("rsh", methodType, DefBootstrap.SHIFT_OPERATOR, flags)__                break__            case BWAND:_                invokeDefCall("and", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case XOR:_                invokeDefCall("xor", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case BWOR:_                invokeDefCall("or", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            default:_                throw location.createError(new IllegalStateException("Illegal tree structure."))__        }_    };writes,a,dynamic,binary,instruction,return,type,lhs,and,rhs,can,be,different;public,void,write,dynamic,binary,instruction,location,location,class,return,type,class,lhs,class,rhs,operation,operation,int,flags,type,method,type,type,get,method,type,get,type,return,type,get,type,lhs,get,type,rhs,switch,operation,case,mul,invoke,def,call,mul,method,type,def,bootstrap,flags,break,case,div,invoke,def,call,div,method,type,def,bootstrap,flags,break,case,rem,invoke,def,call,rem,method,type,def,bootstrap,flags,break,case,add,boolean,has,primitive,arg,lhs,is,primitive,rhs,is,primitive,if,has,primitive,arg,flags,def,bootstrap,invoke,def,call,add,method,type,def,bootstrap,flags,break,case,sub,invoke,def,call,sub,method,type,def,bootstrap,flags,break,case,lsh,invoke,def,call,lsh,method,type,def,bootstrap,flags,break,case,ush,invoke,def,call,ush,method,type,def,bootstrap,flags,break,case,rsh,invoke,def,call,rsh,method,type,def,bootstrap,flags,break,case,bwand,invoke,def,call,and,method,type,def,bootstrap,flags,break,case,xor,invoke,def,call,xor,method,type,def,bootstrap,flags,break,case,bwor,invoke,def,call,or,method,type,def,bootstrap,flags,break,default,throw,location,create,error,new,illegal,state,exception,illegal,tree,structure
MethodWriter -> public void writeDynamicBinaryInstruction(Location location, Class<?> returnType, Class<?> lhs, Class<?> rhs,                                               Operation operation, int flags);1533738061;Writes a dynamic binary instruction: returnType, lhs, and rhs can be different;public void writeDynamicBinaryInstruction(Location location, Class<?> returnType, Class<?> lhs, Class<?> rhs,_                                              Operation operation, int flags) {_        Type methodType = Type.getMethodType(getType(returnType), getType(lhs), getType(rhs))___        switch (operation) {_            case MUL:_                invokeDefCall("mul", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case DIV:_                invokeDefCall("div", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case REM:_                invokeDefCall("rem", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case ADD:_                _                _                _                boolean hasPrimitiveArg = lhs.isPrimitive() || rhs.isPrimitive()__                if (!hasPrimitiveArg) {_                    flags |= DefBootstrap.OPERATOR_ALLOWS_NULL__                }_                invokeDefCall("add", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case SUB:_                invokeDefCall("sub", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case LSH:_                invokeDefCall("lsh", methodType, DefBootstrap.SHIFT_OPERATOR, flags)__                break__            case USH:_                invokeDefCall("ush", methodType, DefBootstrap.SHIFT_OPERATOR, flags)__                break__            case RSH:_                invokeDefCall("rsh", methodType, DefBootstrap.SHIFT_OPERATOR, flags)__                break__            case BWAND:_                invokeDefCall("and", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case XOR:_                invokeDefCall("xor", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            case BWOR:_                invokeDefCall("or", methodType, DefBootstrap.BINARY_OPERATOR, flags)__                break__            default:_                throw location.createError(new IllegalStateException("Illegal tree structure."))__        }_    };writes,a,dynamic,binary,instruction,return,type,lhs,and,rhs,can,be,different;public,void,write,dynamic,binary,instruction,location,location,class,return,type,class,lhs,class,rhs,operation,operation,int,flags,type,method,type,type,get,method,type,get,type,return,type,get,type,lhs,get,type,rhs,switch,operation,case,mul,invoke,def,call,mul,method,type,def,bootstrap,flags,break,case,div,invoke,def,call,div,method,type,def,bootstrap,flags,break,case,rem,invoke,def,call,rem,method,type,def,bootstrap,flags,break,case,add,boolean,has,primitive,arg,lhs,is,primitive,rhs,is,primitive,if,has,primitive,arg,flags,def,bootstrap,invoke,def,call,add,method,type,def,bootstrap,flags,break,case,sub,invoke,def,call,sub,method,type,def,bootstrap,flags,break,case,lsh,invoke,def,call,lsh,method,type,def,bootstrap,flags,break,case,ush,invoke,def,call,ush,method,type,def,bootstrap,flags,break,case,rsh,invoke,def,call,rsh,method,type,def,bootstrap,flags,break,case,bwand,invoke,def,call,and,method,type,def,bootstrap,flags,break,case,xor,invoke,def,call,xor,method,type,def,bootstrap,flags,break,case,bwor,invoke,def,call,or,method,type,def,bootstrap,flags,break,default,throw,location,create,error,new,illegal,state,exception,illegal,tree,structure
