# id;timestamp;commentText;codeText;commentWords;codeWords
ExceptionHandlerMethodResolver -> private Method getMappedMethod(Class<? extends Exception> exceptionType);1328020251;Return the method mapped to the exception type, or {@code null}.;private Method getMappedMethod(Class<? extends Exception> exceptionType) {_		List<Class<? extends Throwable>> matches = new ArrayList<Class<? extends Throwable>>()__		for(Class<? extends Throwable> mappedException : this.mappedMethods.keySet()) {_			if (mappedException.isAssignableFrom(exceptionType)) {_				matches.add(mappedException)__			}_		}_		if (!matches.isEmpty()) {_			Collections.sort(matches, new ExceptionDepthComparator(exceptionType))__			return mappedMethods.get(matches.get(0))__		}_		else {_			return null__		}_	};return,the,method,mapped,to,the,exception,type,or,code,null;private,method,get,mapped,method,class,extends,exception,exception,type,list,class,extends,throwable,matches,new,array,list,class,extends,throwable,for,class,extends,throwable,mapped,exception,this,mapped,methods,key,set,if,mapped,exception,is,assignable,from,exception,type,matches,add,mapped,exception,if,matches,is,empty,collections,sort,matches,new,exception,depth,comparator,exception,type,return,mapped,methods,get,matches,get,0,else,return,null
ExceptionHandlerMethodResolver -> private Method getMappedMethod(Class<? extends Exception> exceptionType);1392417603;Return the method mapped to the given exception type or {@code null}.;private Method getMappedMethod(Class<? extends Exception> exceptionType) {_		List<Class<? extends Throwable>> matches = new ArrayList<Class<? extends Throwable>>()__		for(Class<? extends Throwable> mappedException : this.mappedMethods.keySet()) {_			if (mappedException.isAssignableFrom(exceptionType)) {_				matches.add(mappedException)__			}_		}_		if (!matches.isEmpty()) {_			Collections.sort(matches, new ExceptionDepthComparator(exceptionType))__			return this.mappedMethods.get(matches.get(0))__		}_		else {_			return null__		}_	};return,the,method,mapped,to,the,given,exception,type,or,code,null;private,method,get,mapped,method,class,extends,exception,exception,type,list,class,extends,throwable,matches,new,array,list,class,extends,throwable,for,class,extends,throwable,mapped,exception,this,mapped,methods,key,set,if,mapped,exception,is,assignable,from,exception,type,matches,add,mapped,exception,if,matches,is,empty,collections,sort,matches,new,exception,depth,comparator,exception,type,return,this,mapped,methods,get,matches,get,0,else,return,null
ExceptionHandlerMethodResolver -> private Method getMappedMethod(Class<? extends Exception> exceptionType);1392418093;Return the {@link Method} mapped to the given exception type, or {@code null} if none.;private Method getMappedMethod(Class<? extends Exception> exceptionType) {_		List<Class<? extends Throwable>> matches = new ArrayList<Class<? extends Throwable>>()__		for(Class<? extends Throwable> mappedException : this.mappedMethods.keySet()) {_			if (mappedException.isAssignableFrom(exceptionType)) {_				matches.add(mappedException)__			}_		}_		if (!matches.isEmpty()) {_			Collections.sort(matches, new ExceptionDepthComparator(exceptionType))__			return this.mappedMethods.get(matches.get(0))__		}_		else {_			return null__		}_	};return,the,link,method,mapped,to,the,given,exception,type,or,code,null,if,none;private,method,get,mapped,method,class,extends,exception,exception,type,list,class,extends,throwable,matches,new,array,list,class,extends,throwable,for,class,extends,throwable,mapped,exception,this,mapped,methods,key,set,if,mapped,exception,is,assignable,from,exception,type,matches,add,mapped,exception,if,matches,is,empty,collections,sort,matches,new,exception,depth,comparator,exception,type,return,this,mapped,methods,get,matches,get,0,else,return,null
ExceptionHandlerMethodResolver -> private Method getMappedMethod(Class<? extends Exception> exceptionType);1405696918;Return the {@link Method} mapped to the given exception type, or {@code null} if none.;private Method getMappedMethod(Class<? extends Exception> exceptionType) {_		List<Class<? extends Throwable>> matches = new ArrayList<Class<? extends Throwable>>()__		for (Class<? extends Throwable> mappedException : this.mappedMethods.keySet()) {_			if (mappedException.isAssignableFrom(exceptionType)) {_				matches.add(mappedException)__			}_		}_		if (!matches.isEmpty()) {_			Collections.sort(matches, new ExceptionDepthComparator(exceptionType))__			return this.mappedMethods.get(matches.get(0))__		}_		else {_			return null__		}_	};return,the,link,method,mapped,to,the,given,exception,type,or,code,null,if,none;private,method,get,mapped,method,class,extends,exception,exception,type,list,class,extends,throwable,matches,new,array,list,class,extends,throwable,for,class,extends,throwable,mapped,exception,this,mapped,methods,key,set,if,mapped,exception,is,assignable,from,exception,type,matches,add,mapped,exception,if,matches,is,empty,collections,sort,matches,new,exception,depth,comparator,exception,type,return,this,mapped,methods,get,matches,get,0,else,return,null
ExceptionHandlerMethodResolver -> private Method getMappedMethod(Class<? extends Exception> exceptionType);1447077465;Return the {@link Method} mapped to the given exception type, or {@code null} if none.;private Method getMappedMethod(Class<? extends Exception> exceptionType) {_		List<Class<? extends Throwable>> matches = new ArrayList<Class<? extends Throwable>>()__		for (Class<? extends Throwable> mappedException : this.mappedMethods.keySet()) {_			if (mappedException.isAssignableFrom(exceptionType)) {_				matches.add(mappedException)__			}_		}_		if (!matches.isEmpty()) {_			Collections.sort(matches, new ExceptionDepthComparator(exceptionType))__			return this.mappedMethods.get(matches.get(0))__		}_		else {_			return null__		}_	};return,the,link,method,mapped,to,the,given,exception,type,or,code,null,if,none;private,method,get,mapped,method,class,extends,exception,exception,type,list,class,extends,throwable,matches,new,array,list,class,extends,throwable,for,class,extends,throwable,mapped,exception,this,mapped,methods,key,set,if,mapped,exception,is,assignable,from,exception,type,matches,add,mapped,exception,if,matches,is,empty,collections,sort,matches,new,exception,depth,comparator,exception,type,return,this,mapped,methods,get,matches,get,0,else,return,null
ExceptionHandlerMethodResolver -> @Nullable 	public Method resolveMethod(Exception exception);1495868221;Find a {@link Method} to handle the given exception._Use {@link ExceptionDepthComparator} if more than one match is found._@param exception the exception_@return a Method to handle the exception, or {@code null} if none found;@Nullable_	public Method resolveMethod(Exception exception) {_		return resolveMethodByThrowable(exception)__	};find,a,link,method,to,handle,the,given,exception,use,link,exception,depth,comparator,if,more,than,one,match,is,found,param,exception,the,exception,return,a,method,to,handle,the,exception,or,code,null,if,none,found;nullable,public,method,resolve,method,exception,exception,return,resolve,method,by,throwable,exception
ExceptionHandlerMethodResolver -> @Nullable 	public Method resolveMethod(Exception exception);1496837955;Find a {@link Method} to handle the given exception._Use {@link ExceptionDepthComparator} if more than one match is found._@param exception the exception_@return a Method to handle the exception, or {@code null} if none found;@Nullable_	public Method resolveMethod(Exception exception) {_		return resolveMethodByThrowable(exception)__	};find,a,link,method,to,handle,the,given,exception,use,link,exception,depth,comparator,if,more,than,one,match,is,found,param,exception,the,exception,return,a,method,to,handle,the,exception,or,code,null,if,none,found;nullable,public,method,resolve,method,exception,exception,return,resolve,method,by,throwable,exception
ExceptionHandlerMethodResolver -> @Nullable 	public Method resolveMethod(Exception exception);1497341397;Find a {@link Method} to handle the given exception._Use {@link ExceptionDepthComparator} if more than one match is found._@param exception the exception_@return a Method to handle the exception, or {@code null} if none found;@Nullable_	public Method resolveMethod(Exception exception) {_		return resolveMethodByThrowable(exception)__	};find,a,link,method,to,handle,the,given,exception,use,link,exception,depth,comparator,if,more,than,one,match,is,found,param,exception,the,exception,return,a,method,to,handle,the,exception,or,code,null,if,none,found;nullable,public,method,resolve,method,exception,exception,return,resolve,method,by,throwable,exception
ExceptionHandlerMethodResolver -> @Nullable 	public Method resolveMethod(Exception exception);1498780456;Find a {@link Method} to handle the given exception._Use {@link ExceptionDepthComparator} if more than one match is found._@param exception the exception_@return a Method to handle the exception, or {@code null} if none found;@Nullable_	public Method resolveMethod(Exception exception) {_		return resolveMethodByThrowable(exception)__	};find,a,link,method,to,handle,the,given,exception,use,link,exception,depth,comparator,if,more,than,one,match,is,found,param,exception,the,exception,return,a,method,to,handle,the,exception,or,code,null,if,none,found;nullable,public,method,resolve,method,exception,exception,return,resolve,method,by,throwable,exception
ExceptionHandlerMethodResolver -> @Nullable 	public Method resolveMethod(Exception exception);1504012043;Find a {@link Method} to handle the given exception._Use {@link ExceptionDepthComparator} if more than one match is found._@param exception the exception_@return a Method to handle the exception, or {@code null} if none found;@Nullable_	public Method resolveMethod(Exception exception) {_		return resolveMethodByThrowable(exception)__	};find,a,link,method,to,handle,the,given,exception,use,link,exception,depth,comparator,if,more,than,one,match,is,found,param,exception,the,exception,return,a,method,to,handle,the,exception,or,code,null,if,none,found;nullable,public,method,resolve,method,exception,exception,return,resolve,method,by,throwable,exception
ExceptionHandlerMethodResolver -> @Nullable 	public Method resolveMethod(Exception exception);1518772998;Find a {@link Method} to handle the given exception._Use {@link ExceptionDepthComparator} if more than one match is found._@param exception the exception_@return a Method to handle the exception, or {@code null} if none found;@Nullable_	public Method resolveMethod(Exception exception) {_		return resolveMethodByThrowable(exception)__	};find,a,link,method,to,handle,the,given,exception,use,link,exception,depth,comparator,if,more,than,one,match,is,found,param,exception,the,exception,return,a,method,to,handle,the,exception,or,code,null,if,none,found;nullable,public,method,resolve,method,exception,exception,return,resolve,method,by,throwable,exception
ExceptionHandlerMethodResolver -> @Nullable 	public Method resolveMethod(Exception exception);1530174524;Find a {@link Method} to handle the given exception._Use {@link ExceptionDepthComparator} if more than one match is found._@param exception the exception_@return a Method to handle the exception, or {@code null} if none found;@Nullable_	public Method resolveMethod(Exception exception) {_		return resolveMethodByThrowable(exception)__	};find,a,link,method,to,handle,the,given,exception,use,link,exception,depth,comparator,if,more,than,one,match,is,found,param,exception,the,exception,return,a,method,to,handle,the,exception,or,code,null,if,none,found;nullable,public,method,resolve,method,exception,exception,return,resolve,method,by,throwable,exception
ExceptionHandlerMethodResolver -> @Nullable 	public Method resolveMethod(Exception exception);1533765296;Find a {@link Method} to handle the given exception._Use {@link ExceptionDepthComparator} if more than one match is found._@param exception the exception_@return a Method to handle the exception, or {@code null} if none found;@Nullable_	public Method resolveMethod(Exception exception) {_		return resolveMethodByThrowable(exception)__	};find,a,link,method,to,handle,the,given,exception,use,link,exception,depth,comparator,if,more,than,one,match,is,found,param,exception,the,exception,return,a,method,to,handle,the,exception,or,code,null,if,none,found;nullable,public,method,resolve,method,exception,exception,return,resolve,method,by,throwable,exception
ExceptionHandlerMethodResolver -> public ExceptionHandlerMethodResolver(Class<?> handlerType);1328020251;A constructor that finds {@link ExceptionHandler} methods in a handler._@param handlerType the handler to inspect for exception handler methods._@throws IllegalStateException_If an exception type is mapped to two methods._@throws IllegalArgumentException_If an @{@link ExceptionHandler} method is not mapped to any exceptions.;public ExceptionHandlerMethodResolver(Class<?> handlerType) {_		init(HandlerMethodSelector.selectMethods(handlerType, EXCEPTION_HANDLER_METHODS))__	};a,constructor,that,finds,link,exception,handler,methods,in,a,handler,param,handler,type,the,handler,to,inspect,for,exception,handler,methods,throws,illegal,state,exception,if,an,exception,type,is,mapped,to,two,methods,throws,illegal,argument,exception,if,an,link,exception,handler,method,is,not,mapped,to,any,exceptions;public,exception,handler,method,resolver,class,handler,type,init,handler,method,selector,select,methods,handler,type
ExceptionHandlerMethodResolver -> public ExceptionHandlerMethodResolver(Class<?> handlerType);1344976537;A constructor that finds {@link ExceptionHandler} methods in the given type._@param handlerType the type to introspect;public ExceptionHandlerMethodResolver(Class<?> handlerType) {_		for (Method method : HandlerMethodSelector.selectMethods(handlerType, EXCEPTION_HANDLER_METHODS)) {_			for (Class<? extends Throwable> exceptionType : detectExceptionMappings(method)) {_				addExceptionMapping(exceptionType, method)__			}_		}_	};a,constructor,that,finds,link,exception,handler,methods,in,the,given,type,param,handler,type,the,type,to,introspect;public,exception,handler,method,resolver,class,handler,type,for,method,method,handler,method,selector,select,methods,handler,type,for,class,extends,throwable,exception,type,detect,exception,mappings,method,add,exception,mapping,exception,type,method
ExceptionHandlerMethodResolver -> public ExceptionHandlerMethodResolver(Class<?> handlerType);1355352386;A constructor that finds {@link ExceptionHandler} methods in the given type._@param handlerType the type to introspect;public ExceptionHandlerMethodResolver(Class<?> handlerType) {_		for (Method method : HandlerMethodSelector.selectMethods(handlerType, EXCEPTION_HANDLER_METHODS)) {_			for (Class<? extends Throwable> exceptionType : detectExceptionMappings(method)) {_				addExceptionMapping(exceptionType, method)__			}_		}_	};a,constructor,that,finds,link,exception,handler,methods,in,the,given,type,param,handler,type,the,type,to,introspect;public,exception,handler,method,resolver,class,handler,type,for,method,method,handler,method,selector,select,methods,handler,type,for,class,extends,throwable,exception,type,detect,exception,mappings,method,add,exception,mapping,exception,type,method
ExceptionHandlerMethodResolver -> public ExceptionHandlerMethodResolver(Class<?> handlerType);1356735495;A constructor that finds {@link ExceptionHandler} methods in the given type._@param handlerType the type to introspect;public ExceptionHandlerMethodResolver(Class<?> handlerType) {_		for (Method method : HandlerMethodSelector.selectMethods(handlerType, EXCEPTION_HANDLER_METHODS)) {_			for (Class<? extends Throwable> exceptionType : detectExceptionMappings(method)) {_				addExceptionMapping(exceptionType, method)__			}_		}_	};a,constructor,that,finds,link,exception,handler,methods,in,the,given,type,param,handler,type,the,type,to,introspect;public,exception,handler,method,resolver,class,handler,type,for,method,method,handler,method,selector,select,methods,handler,type,for,class,extends,throwable,exception,type,detect,exception,mappings,method,add,exception,mapping,exception,type,method
ExceptionHandlerMethodResolver -> public ExceptionHandlerMethodResolver(Class<?> handlerType);1357119239;A constructor that finds {@link ExceptionHandler} methods in the given type._@param handlerType the type to introspect;public ExceptionHandlerMethodResolver(Class<?> handlerType) {_		for (Method method : HandlerMethodSelector.selectMethods(handlerType, EXCEPTION_HANDLER_METHODS)) {_			for (Class<? extends Throwable> exceptionType : detectExceptionMappings(method)) {_				addExceptionMapping(exceptionType, method)__			}_		}_	};a,constructor,that,finds,link,exception,handler,methods,in,the,given,type,param,handler,type,the,type,to,introspect;public,exception,handler,method,resolver,class,handler,type,for,method,method,handler,method,selector,select,methods,handler,type,for,class,extends,throwable,exception,type,detect,exception,mappings,method,add,exception,mapping,exception,type,method
ExceptionHandlerMethodResolver -> public ExceptionHandlerMethodResolver(Class<?> handlerType);1368482696;A constructor that finds {@link ExceptionHandler} methods in the given type._@param handlerType the type to introspect;public ExceptionHandlerMethodResolver(Class<?> handlerType) {_		for (Method method : HandlerMethodSelector.selectMethods(handlerType, EXCEPTION_HANDLER_METHODS)) {_			for (Class<? extends Throwable> exceptionType : detectExceptionMappings(method)) {_				addExceptionMapping(exceptionType, method)__			}_		}_	};a,constructor,that,finds,link,exception,handler,methods,in,the,given,type,param,handler,type,the,type,to,introspect;public,exception,handler,method,resolver,class,handler,type,for,method,method,handler,method,selector,select,methods,handler,type,for,class,extends,throwable,exception,type,detect,exception,mappings,method,add,exception,mapping,exception,type,method
ExceptionHandlerMethodResolver -> public ExceptionHandlerMethodResolver(Class<?> handlerType);1371694679;A constructor that finds {@link ExceptionHandler} methods in the given type._@param handlerType the type to introspect;public ExceptionHandlerMethodResolver(Class<?> handlerType) {_		for (Method method : HandlerMethodSelector.selectMethods(handlerType, getExceptionHandlerMethods())) {_			for (Class<? extends Throwable> exceptionType : detectExceptionMappings(method)) {_				addExceptionMapping(exceptionType, method)__			}_		}_	};a,constructor,that,finds,link,exception,handler,methods,in,the,given,type,param,handler,type,the,type,to,introspect;public,exception,handler,method,resolver,class,handler,type,for,method,method,handler,method,selector,select,methods,handler,type,get,exception,handler,methods,for,class,extends,throwable,exception,type,detect,exception,mappings,method,add,exception,mapping,exception,type,method
ExceptionHandlerMethodResolver -> public ExceptionHandlerMethodResolver(Class<?> handlerType);1374026866;A constructor that finds {@link ExceptionHandler} methods in the given type._@param handlerType the type to introspect;public ExceptionHandlerMethodResolver(Class<?> handlerType) {_		for (Method method : HandlerMethodSelector.selectMethods(handlerType, EXCEPTION_HANDLER_METHODS)) {_			for (Class<? extends Throwable> exceptionType : detectExceptionMappings(method)) {_				addExceptionMapping(exceptionType, method)__			}_		}_	};a,constructor,that,finds,link,exception,handler,methods,in,the,given,type,param,handler,type,the,type,to,introspect;public,exception,handler,method,resolver,class,handler,type,for,method,method,handler,method,selector,select,methods,handler,type,for,class,extends,throwable,exception,type,detect,exception,mappings,method,add,exception,mapping,exception,type,method
ExceptionHandlerMethodResolver -> public ExceptionHandlerMethodResolver(Class<?> handlerType);1385507683;A constructor that finds {@link ExceptionHandler} methods in the given type._@param handlerType the type to introspect;public ExceptionHandlerMethodResolver(Class<?> handlerType) {_		for (Method method : HandlerMethodSelector.selectMethods(handlerType, EXCEPTION_HANDLER_METHODS)) {_			for (Class<? extends Throwable> exceptionType : detectExceptionMappings(method)) {_				addExceptionMapping(exceptionType, method)__			}_		}_	};a,constructor,that,finds,link,exception,handler,methods,in,the,given,type,param,handler,type,the,type,to,introspect;public,exception,handler,method,resolver,class,handler,type,for,method,method,handler,method,selector,select,methods,handler,type,for,class,extends,throwable,exception,type,detect,exception,mappings,method,add,exception,mapping,exception,type,method
