# id;timestamp;commentText;codeText;commentWords;codeWords
InitBinderDataBinderFactory -> public InitBinderDataBinderFactory(List<InvocableHandlerMethod> binderMethods, WebBindingInitializer initializer);1328020251;Create a new instance._@param binderMethods {@code @InitBinder} methods, or {@code null}_@param initializer for global data binder intialization;public InitBinderDataBinderFactory(List<InvocableHandlerMethod> binderMethods, WebBindingInitializer initializer) {_		super(initializer)__		this.binderMethods = (binderMethods != null) ? binderMethods : new ArrayList<InvocableHandlerMethod>()__	};create,a,new,instance,param,binder,methods,code,init,binder,methods,or,code,null,param,initializer,for,global,data,binder,intialization;public,init,binder,data,binder,factory,list,invocable,handler,method,binder,methods,web,binding,initializer,initializer,super,initializer,this,binder,methods,binder,methods,null,binder,methods,new,array,list,invocable,handler,method
InitBinderDataBinderFactory -> protected boolean isBinderMethodApplicable(HandlerMethod binderMethod, WebDataBinder binder);1533204420;Whether the given {@code @InitBinder} method should be used to initialize_the given WebDataBinder instance. By default we check the attributes_names of the annotation, if present.;protected boolean isBinderMethodApplicable(HandlerMethod binderMethod, WebDataBinder binder) {_		InitBinder ann = binderMethod.getMethodAnnotation(InitBinder.class)__		Assert.state(ann != null, "No InitBinder annotation")__		String[] names = ann.value()__		return ObjectUtils.isEmpty(names) || Arrays.asList(names).contains(binder.getObjectName())__	};whether,the,given,code,init,binder,method,should,be,used,to,initialize,the,given,web,data,binder,instance,by,default,we,check,the,attributes,names,of,the,annotation,if,present;protected,boolean,is,binder,method,applicable,handler,method,binder,method,web,data,binder,binder,init,binder,ann,binder,method,get,method,annotation,init,binder,class,assert,state,ann,null,no,init,binder,annotation,string,names,ann,value,return,object,utils,is,empty,names,arrays,as,list,names,contains,binder,get,object,name
InitBinderDataBinderFactory -> @Override 	public void initBinder(WebDataBinder binder, NativeWebRequest request) throws Exception;1328020251;Initialize a WebDataBinder with {@code @InitBinder} methods._If the {@code @InitBinder} annotation specifies attributes names, it is_invoked only if the names include the target object name._@throws Exception if one of the invoked @{@link InitBinder} methods fail.;@Override_	public void initBinder(WebDataBinder binder, NativeWebRequest request) throws Exception {_		for (InvocableHandlerMethod binderMethod : this.binderMethods) {_			if (isBinderMethodApplicable(binderMethod, binder)) {_				Object returnValue = binderMethod.invokeForRequest(request, null, binder)__				if (returnValue != null) {_					throw new IllegalStateException("@InitBinder methods should return void: " + binderMethod)__				}_			}_		}_	};initialize,a,web,data,binder,with,code,init,binder,methods,if,the,code,init,binder,annotation,specifies,attributes,names,it,is,invoked,only,if,the,names,include,the,target,object,name,throws,exception,if,one,of,the,invoked,link,init,binder,methods,fail;override,public,void,init,binder,web,data,binder,binder,native,web,request,request,throws,exception,for,invocable,handler,method,binder,method,this,binder,methods,if,is,binder,method,applicable,binder,method,binder,object,return,value,binder,method,invoke,for,request,request,null,binder,if,return,value,null,throw,new,illegal,state,exception,init,binder,methods,should,return,void,binder,method
InitBinderDataBinderFactory -> @Override 	public void initBinder(WebDataBinder binder, NativeWebRequest request) throws Exception;1356735495;Initialize a WebDataBinder with {@code @InitBinder} methods._If the {@code @InitBinder} annotation specifies attributes names, it is_invoked only if the names include the target object name._@throws Exception if one of the invoked @{@link InitBinder} methods fail.;@Override_	public void initBinder(WebDataBinder binder, NativeWebRequest request) throws Exception {_		for (InvocableHandlerMethod binderMethod : this.binderMethods) {_			if (isBinderMethodApplicable(binderMethod, binder)) {_				Object returnValue = binderMethod.invokeForRequest(request, null, binder)__				if (returnValue != null) {_					throw new IllegalStateException("@InitBinder methods should return void: " + binderMethod)__				}_			}_		}_	};initialize,a,web,data,binder,with,code,init,binder,methods,if,the,code,init,binder,annotation,specifies,attributes,names,it,is,invoked,only,if,the,names,include,the,target,object,name,throws,exception,if,one,of,the,invoked,link,init,binder,methods,fail;override,public,void,init,binder,web,data,binder,binder,native,web,request,request,throws,exception,for,invocable,handler,method,binder,method,this,binder,methods,if,is,binder,method,applicable,binder,method,binder,object,return,value,binder,method,invoke,for,request,request,null,binder,if,return,value,null,throw,new,illegal,state,exception,init,binder,methods,should,return,void,binder,method
InitBinderDataBinderFactory -> @Override 	public void initBinder(WebDataBinder binder, NativeWebRequest request) throws Exception;1467730834;Initialize a WebDataBinder with {@code @InitBinder} methods._If the {@code @InitBinder} annotation specifies attributes names, it is_invoked only if the names include the target object name._@throws Exception if one of the invoked @{@link InitBinder} methods fail.;@Override_	public void initBinder(WebDataBinder binder, NativeWebRequest request) throws Exception {_		for (InvocableHandlerMethod binderMethod : this.binderMethods) {_			if (isBinderMethodApplicable(binderMethod, binder)) {_				Object returnValue = binderMethod.invokeForRequest(request, null, binder)__				if (returnValue != null) {_					throw new IllegalStateException("@InitBinder methods should return void: " + binderMethod)__				}_			}_		}_	};initialize,a,web,data,binder,with,code,init,binder,methods,if,the,code,init,binder,annotation,specifies,attributes,names,it,is,invoked,only,if,the,names,include,the,target,object,name,throws,exception,if,one,of,the,invoked,link,init,binder,methods,fail;override,public,void,init,binder,web,data,binder,binder,native,web,request,request,throws,exception,for,invocable,handler,method,binder,method,this,binder,methods,if,is,binder,method,applicable,binder,method,binder,object,return,value,binder,method,invoke,for,request,request,null,binder,if,return,value,null,throw,new,illegal,state,exception,init,binder,methods,should,return,void,binder,method
InitBinderDataBinderFactory -> @Override 	public void initBinder(WebDataBinder binder, NativeWebRequest request) throws Exception;1477923104;Initialize a WebDataBinder with {@code @InitBinder} methods._If the {@code @InitBinder} annotation specifies attributes names, it is_invoked only if the names include the target object name._@throws Exception if one of the invoked @{@link InitBinder} methods fail.;@Override_	public void initBinder(WebDataBinder binder, NativeWebRequest request) throws Exception {_		for (InvocableHandlerMethod binderMethod : this.binderMethods) {_			if (isBinderMethodApplicable(binderMethod, binder)) {_				Object returnValue = binderMethod.invokeForRequest(request, null, binder)__				if (returnValue != null) {_					throw new IllegalStateException(_							"@InitBinder methods should return void: " + binderMethod)__				}_			}_		}_	};initialize,a,web,data,binder,with,code,init,binder,methods,if,the,code,init,binder,annotation,specifies,attributes,names,it,is,invoked,only,if,the,names,include,the,target,object,name,throws,exception,if,one,of,the,invoked,link,init,binder,methods,fail;override,public,void,init,binder,web,data,binder,binder,native,web,request,request,throws,exception,for,invocable,handler,method,binder,method,this,binder,methods,if,is,binder,method,applicable,binder,method,binder,object,return,value,binder,method,invoke,for,request,request,null,binder,if,return,value,null,throw,new,illegal,state,exception,init,binder,methods,should,return,void,binder,method
InitBinderDataBinderFactory -> @Override 	public void initBinder(WebDataBinder binder, NativeWebRequest request) throws Exception;1495868221;Initialize a WebDataBinder with {@code @InitBinder} methods._If the {@code @InitBinder} annotation specifies attributes names, it is_invoked only if the names include the target object name._@throws Exception if one of the invoked @{@link InitBinder} methods fail.;@Override_	public void initBinder(WebDataBinder binder, NativeWebRequest request) throws Exception {_		for (InvocableHandlerMethod binderMethod : this.binderMethods) {_			if (isBinderMethodApplicable(binderMethod, binder)) {_				Object returnValue = binderMethod.invokeForRequest(request, null, binder)__				if (returnValue != null) {_					throw new IllegalStateException(_							"@InitBinder methods should return void: " + binderMethod)__				}_			}_		}_	};initialize,a,web,data,binder,with,code,init,binder,methods,if,the,code,init,binder,annotation,specifies,attributes,names,it,is,invoked,only,if,the,names,include,the,target,object,name,throws,exception,if,one,of,the,invoked,link,init,binder,methods,fail;override,public,void,init,binder,web,data,binder,binder,native,web,request,request,throws,exception,for,invocable,handler,method,binder,method,this,binder,methods,if,is,binder,method,applicable,binder,method,binder,object,return,value,binder,method,invoke,for,request,request,null,binder,if,return,value,null,throw,new,illegal,state,exception,init,binder,methods,should,return,void,binder,method
InitBinderDataBinderFactory -> @Override 	public void initBinder(WebDataBinder binder, NativeWebRequest request) throws Exception;1496837955;Initialize a WebDataBinder with {@code @InitBinder} methods._If the {@code @InitBinder} annotation specifies attributes names, it is_invoked only if the names include the target object name._@throws Exception if one of the invoked @{@link InitBinder} methods fail.;@Override_	public void initBinder(WebDataBinder binder, NativeWebRequest request) throws Exception {_		for (InvocableHandlerMethod binderMethod : this.binderMethods) {_			if (isBinderMethodApplicable(binderMethod, binder)) {_				Object returnValue = binderMethod.invokeForRequest(request, null, binder)__				if (returnValue != null) {_					throw new IllegalStateException(_							"@InitBinder methods should return void: " + binderMethod)__				}_			}_		}_	};initialize,a,web,data,binder,with,code,init,binder,methods,if,the,code,init,binder,annotation,specifies,attributes,names,it,is,invoked,only,if,the,names,include,the,target,object,name,throws,exception,if,one,of,the,invoked,link,init,binder,methods,fail;override,public,void,init,binder,web,data,binder,binder,native,web,request,request,throws,exception,for,invocable,handler,method,binder,method,this,binder,methods,if,is,binder,method,applicable,binder,method,binder,object,return,value,binder,method,invoke,for,request,request,null,binder,if,return,value,null,throw,new,illegal,state,exception,init,binder,methods,should,return,void,binder,method
InitBinderDataBinderFactory -> @Override 	public void initBinder(WebDataBinder binder, NativeWebRequest request) throws Exception;1533204420;Initialize a WebDataBinder with {@code @InitBinder} methods._If the {@code @InitBinder} annotation specifies attributes names, it is_invoked only if the names include the target object name._@throws Exception if one of the invoked @{@link InitBinder} methods fail.;@Override_	public void initBinder(WebDataBinder binder, NativeWebRequest request) throws Exception {_		for (InvocableHandlerMethod binderMethod : this.binderMethods) {_			if (isBinderMethodApplicable(binderMethod, binder)) {_				Object returnValue = binderMethod.invokeForRequest(request, null, binder)__				if (returnValue != null) {_					throw new IllegalStateException(_							"@InitBinder methods should return void: " + binderMethod)__				}_			}_		}_	};initialize,a,web,data,binder,with,code,init,binder,methods,if,the,code,init,binder,annotation,specifies,attributes,names,it,is,invoked,only,if,the,names,include,the,target,object,name,throws,exception,if,one,of,the,invoked,link,init,binder,methods,fail;override,public,void,init,binder,web,data,binder,binder,native,web,request,request,throws,exception,for,invocable,handler,method,binder,method,this,binder,methods,if,is,binder,method,applicable,binder,method,binder,object,return,value,binder,method,invoke,for,request,request,null,binder,if,return,value,null,throw,new,illegal,state,exception,init,binder,methods,should,return,void,binder,method
InitBinderDataBinderFactory -> public InitBinderDataBinderFactory(@Nullable List<InvocableHandlerMethod> binderMethods, 			@Nullable WebBindingInitializer initializer);1496837955;Create a new InitBinderDataBinderFactory instance._@param binderMethods {@code @InitBinder} methods_@param initializer for global data binder initialization;public InitBinderDataBinderFactory(@Nullable List<InvocableHandlerMethod> binderMethods,_			@Nullable WebBindingInitializer initializer) {__		super(initializer)__		this.binderMethods = (binderMethods != null ? binderMethods : Collections.emptyList())__	};create,a,new,init,binder,data,binder,factory,instance,param,binder,methods,code,init,binder,methods,param,initializer,for,global,data,binder,initialization;public,init,binder,data,binder,factory,nullable,list,invocable,handler,method,binder,methods,nullable,web,binding,initializer,initializer,super,initializer,this,binder,methods,binder,methods,null,binder,methods,collections,empty,list
InitBinderDataBinderFactory -> public InitBinderDataBinderFactory(@Nullable List<InvocableHandlerMethod> binderMethods, 			@Nullable WebBindingInitializer initializer);1533204420;Create a new InitBinderDataBinderFactory instance._@param binderMethods {@code @InitBinder} methods_@param initializer for global data binder initialization;public InitBinderDataBinderFactory(@Nullable List<InvocableHandlerMethod> binderMethods,_			@Nullable WebBindingInitializer initializer) {__		super(initializer)__		this.binderMethods = (binderMethods != null ? binderMethods : Collections.emptyList())__	};create,a,new,init,binder,data,binder,factory,instance,param,binder,methods,code,init,binder,methods,param,initializer,for,global,data,binder,initialization;public,init,binder,data,binder,factory,nullable,list,invocable,handler,method,binder,methods,nullable,web,binding,initializer,initializer,super,initializer,this,binder,methods,binder,methods,null,binder,methods,collections,empty,list
InitBinderDataBinderFactory -> public InitBinderDataBinderFactory(@Nullable List<InvocableHandlerMethod> binderMethods, 			@Nullable WebBindingInitializer initializer);1533221753;Create a new InitBinderDataBinderFactory instance._@param binderMethods {@code @InitBinder} methods_@param initializer for global data binder initialization;public InitBinderDataBinderFactory(@Nullable List<InvocableHandlerMethod> binderMethods,_			@Nullable WebBindingInitializer initializer) {__		super(initializer)__		this.binderMethods = (binderMethods != null ? binderMethods : Collections.emptyList())__	};create,a,new,init,binder,data,binder,factory,instance,param,binder,methods,code,init,binder,methods,param,initializer,for,global,data,binder,initialization;public,init,binder,data,binder,factory,nullable,list,invocable,handler,method,binder,methods,nullable,web,binding,initializer,initializer,super,initializer,this,binder,methods,binder,methods,null,binder,methods,collections,empty,list
InitBinderDataBinderFactory -> public InitBinderDataBinderFactory(@Nullable List<InvocableHandlerMethod> binderMethods, 			@Nullable WebBindingInitializer initializer);1533225642;Create a new InitBinderDataBinderFactory instance._@param binderMethods {@code @InitBinder} methods_@param initializer for global data binder initialization;public InitBinderDataBinderFactory(@Nullable List<InvocableHandlerMethod> binderMethods,_			@Nullable WebBindingInitializer initializer) {__		super(initializer)__		this.binderMethods = (binderMethods != null ? binderMethods : Collections.emptyList())__	};create,a,new,init,binder,data,binder,factory,instance,param,binder,methods,code,init,binder,methods,param,initializer,for,global,data,binder,initialization;public,init,binder,data,binder,factory,nullable,list,invocable,handler,method,binder,methods,nullable,web,binding,initializer,initializer,super,initializer,this,binder,methods,binder,methods,null,binder,methods,collections,empty,list
