# id;timestamp;commentText;codeText;commentWords;codeWords
AbstractCamelEndpointFactoryBean -> public void setPattern(ExchangePattern pattern);1423147883;Sets the exchange pattern of the endpoint__@deprecated set the pattern in the uri;public void setPattern(ExchangePattern pattern) {_        this.pattern = pattern__    };sets,the,exchange,pattern,of,the,endpoint,deprecated,set,the,pattern,in,the,uri;public,void,set,pattern,exchange,pattern,pattern,this,pattern,pattern
AbstractCamelEndpointFactoryBean -> public void setUri(String uri);1307798144;Sets the URI to use to resolve the endpoint__@param uri the URI used to set the endpoint;public void setUri(String uri) {_        this.uri = uri__    };sets,the,uri,to,use,to,resolve,the,endpoint,param,uri,the,uri,used,to,set,the,endpoint;public,void,set,uri,string,uri,this,uri,uri
AbstractCamelEndpointFactoryBean -> public void setUri(String uri);1363720949;Sets the URI to use to resolve the endpoint__@param uri the URI used to set the endpoint;public void setUri(String uri) {_        this.uri = uri__    };sets,the,uri,to,use,to,resolve,the,endpoint,param,uri,the,uri,used,to,set,the,endpoint;public,void,set,uri,string,uri,this,uri,uri
AbstractCamelEndpointFactoryBean -> public void setUri(String uri);1423147883;Sets the URI to use to resolve the endpoint._<p/>_Notice that additional options can be configured using a series of property.;public void setUri(String uri) {_        this.uri = uri__    };sets,the,uri,to,use,to,resolve,the,endpoint,p,notice,that,additional,options,can,be,configured,using,a,series,of,property;public,void,set,uri,string,uri,this,uri,uri
AbstractCamelEndpointFactoryBean -> public void setUri(String uri);1423147883;Sets the URI to use to resolve the endpoint._<p/>_Notice that additional options can be configured using a series of property.;public void setUri(String uri) {_        this.uri = uri__    };sets,the,uri,to,use,to,resolve,the,endpoint,p,notice,that,additional,options,can,be,configured,using,a,series,of,property;public,void,set,uri,string,uri,this,uri,uri
AbstractCamelEndpointFactoryBean -> public void setUri(String uri);1426708532;Sets the URI to use to resolve the endpoint._<p/>_Notice that additional options can be configured using a series of property.;public void setUri(String uri) {_        this.uri = uri__    };sets,the,uri,to,use,to,resolve,the,endpoint,p,notice,that,additional,options,can,be,configured,using,a,series,of,property;public,void,set,uri,string,uri,this,uri,uri
AbstractCamelEndpointFactoryBean -> public void setUri(String uri);1427090237;Sets the URI to use to resolve the endpoint._<p/>_Notice that additional options can be configured using a series of property.;public void setUri(String uri) {_        this.uri = uri__    };sets,the,uri,to,use,to,resolve,the,endpoint,p,notice,that,additional,options,can,be,configured,using,a,series,of,property;public,void,set,uri,string,uri,this,uri,uri
AbstractCamelEndpointFactoryBean -> public void setUri(String uri);1431267984;Sets the URI to use to resolve the endpoint._<p/>_Notice that additional options can be configured using a series of property.;public void setUri(String uri) {_        this.uri = uri__    };sets,the,uri,to,use,to,resolve,the,endpoint,p,notice,that,additional,options,can,be,configured,using,a,series,of,property;public,void,set,uri,string,uri,this,uri,uri
AbstractCamelEndpointFactoryBean -> public void setUri(String uri);1470848893;Sets the URI to use to resolve the endpoint._<p/>_Notice that additional options can be configured using a series of property.;public void setUri(String uri) {_        this.uri = uri__    };sets,the,uri,to,use,to,resolve,the,endpoint,p,notice,that,additional,options,can,be,configured,using,a,series,of,property;public,void,set,uri,string,uri,this,uri,uri
AbstractCamelEndpointFactoryBean -> public void setUri(String uri);1523914942;Sets the URI to use to resolve the endpoint._<p/>_Notice that additional options can be configured using a series of property.;public void setUri(String uri) {_        this.uri = uri__    };sets,the,uri,to,use,to,resolve,the,endpoint,p,notice,that,additional,options,can,be,configured,using,a,series,of,property;public,void,set,uri,string,uri,this,uri,uri
AbstractCamelEndpointFactoryBean -> public void setUri(String uri);1540108158;Sets the URI to use to resolve the endpoint._<p/>_Notice that additional options can be configured using a series of property.;public void setUri(String uri) {_        this.uri = uri__    };sets,the,uri,to,use,to,resolve,the,endpoint,p,notice,that,additional,options,can,be,configured,using,a,series,of,property;public,void,set,uri,string,uri,this,uri,uri
AbstractCamelEndpointFactoryBean -> @Deprecated     public void setPattern(ExchangePattern pattern);1431267984;Sets the exchange pattern of the endpoint__@deprecated set the pattern in the uri;@Deprecated_    public void setPattern(ExchangePattern pattern) {_        this.pattern = pattern__    };sets,the,exchange,pattern,of,the,endpoint,deprecated,set,the,pattern,in,the,uri;deprecated,public,void,set,pattern,exchange,pattern,pattern,this,pattern,pattern
AbstractCamelEndpointFactoryBean -> @Deprecated     public void setPattern(ExchangePattern pattern);1470848893;Sets the exchange pattern of the endpoint__@deprecated set the pattern in the uri;@Deprecated_    public void setPattern(ExchangePattern pattern) {_        this.pattern = pattern__    };sets,the,exchange,pattern,of,the,endpoint,deprecated,set,the,pattern,in,the,uri;deprecated,public,void,set,pattern,exchange,pattern,pattern,this,pattern,pattern
AbstractCamelEndpointFactoryBean -> @Deprecated     public void setPattern(ExchangePattern pattern);1523914942;Sets the exchange pattern of the endpoint__@deprecated set the pattern in the uri;@Deprecated_    public void setPattern(ExchangePattern pattern) {_        this.pattern = pattern__    };sets,the,exchange,pattern,of,the,endpoint,deprecated,set,the,pattern,in,the,uri;deprecated,public,void,set,pattern,exchange,pattern,pattern,this,pattern,pattern
AbstractCamelEndpointFactoryBean -> public void setCamelContext(CamelContext context);1275033153;Sets the context to use to resolve endpoints__@param context the context used to resolve endpoints;public void setCamelContext(CamelContext context) {_        this.context = context__    };sets,the,context,to,use,to,resolve,endpoints,param,context,the,context,used,to,resolve,endpoints;public,void,set,camel,context,camel,context,context,this,context,context
AbstractCamelEndpointFactoryBean -> public void setCamelContext(CamelContext context);1275270893;Sets the context to use to resolve endpoints__@param context the context used to resolve endpoints;public void setCamelContext(CamelContext context) {_        this.context = context__    };sets,the,context,to,use,to,resolve,endpoints,param,context,the,context,used,to,resolve,endpoints;public,void,set,camel,context,camel,context,context,this,context,context
AbstractCamelEndpointFactoryBean -> public void setProperties(List<PropertyDefinition> properties);1423147883;To configure additional endpoint options using a XML style which is similar as configuring Spring or Blueprint beans.;public void setProperties(List<PropertyDefinition> properties) {_        this.properties = properties__    };to,configure,additional,endpoint,options,using,a,xml,style,which,is,similar,as,configuring,spring,or,blueprint,beans;public,void,set,properties,list,property,definition,properties,this,properties,properties
AbstractCamelEndpointFactoryBean -> public void setProperties(List<PropertyDefinition> properties);1423147883;To configure additional endpoint options using a XML style which is similar as configuring Spring or Blueprint beans.;public void setProperties(List<PropertyDefinition> properties) {_        this.properties = properties__    };to,configure,additional,endpoint,options,using,a,xml,style,which,is,similar,as,configuring,spring,or,blueprint,beans;public,void,set,properties,list,property,definition,properties,this,properties,properties
AbstractCamelEndpointFactoryBean -> public void setProperties(List<PropertyDefinition> properties);1426708532;To configure additional endpoint options using a XML style which is similar as configuring Spring or Blueprint beans.;public void setProperties(List<PropertyDefinition> properties) {_        this.properties = properties__    };to,configure,additional,endpoint,options,using,a,xml,style,which,is,similar,as,configuring,spring,or,blueprint,beans;public,void,set,properties,list,property,definition,properties,this,properties,properties
AbstractCamelEndpointFactoryBean -> public void setProperties(List<PropertyDefinition> properties);1427090237;To configure additional endpoint options using a XML style which is similar as configuring Spring or Blueprint beans.;public void setProperties(List<PropertyDefinition> properties) {_        this.properties = properties__    };to,configure,additional,endpoint,options,using,a,xml,style,which,is,similar,as,configuring,spring,or,blueprint,beans;public,void,set,properties,list,property,definition,properties,this,properties,properties
AbstractCamelEndpointFactoryBean -> public void setProperties(List<PropertyDefinition> properties);1431267984;To configure additional endpoint options using a XML style which is similar as configuring Spring or Blueprint beans.;public void setProperties(List<PropertyDefinition> properties) {_        this.properties = properties__    };to,configure,additional,endpoint,options,using,a,xml,style,which,is,similar,as,configuring,spring,or,blueprint,beans;public,void,set,properties,list,property,definition,properties,this,properties,properties
AbstractCamelEndpointFactoryBean -> public void setProperties(List<PropertyDefinition> properties);1470848893;To configure additional endpoint options using a XML style which is similar as configuring Spring or Blueprint beans.;public void setProperties(List<PropertyDefinition> properties) {_        this.properties = properties__    };to,configure,additional,endpoint,options,using,a,xml,style,which,is,similar,as,configuring,spring,or,blueprint,beans;public,void,set,properties,list,property,definition,properties,this,properties,properties
AbstractCamelEndpointFactoryBean -> public void setProperties(List<PropertyDefinition> properties);1523914942;To configure additional endpoint options using a XML style which is similar as configuring Spring or Blueprint beans.;public void setProperties(List<PropertyDefinition> properties) {_        this.properties = properties__    };to,configure,additional,endpoint,options,using,a,xml,style,which,is,similar,as,configuring,spring,or,blueprint,beans;public,void,set,properties,list,property,definition,properties,this,properties,properties
AbstractCamelEndpointFactoryBean -> public void setProperties(List<PropertyDefinition> properties);1540108158;To configure additional endpoint options using a XML style which is similar as configuring Spring or Blueprint beans.;public void setProperties(List<PropertyDefinition> properties) {_        this.properties = properties__    };to,configure,additional,endpoint,options,using,a,xml,style,which,is,similar,as,configuring,spring,or,blueprint,beans;public,void,set,properties,list,property,definition,properties,this,properties,properties
