# id;timestamp;commentText;codeText;commentWords;codeWords
RecordWriter -> private boolean tryWriteAndClearBuffer( 			int targetChannel, 			RecordSerializer<T> serializer) throws IOException;1519039270;Writes the buffer to the {@link ResultPartitionWriter} and removes the_buffer from the serializer state.__<p><b>Needs to be synchronized on the serializer!</b>__@return true if some data were written;private boolean tryWriteAndClearBuffer(_			int targetChannel,_			RecordSerializer<T> serializer) throws IOException {__		Buffer buffer = serializer.getCurrentBuffer()__		if (buffer == null) {_			return false__		}__		numBytesOut.inc(buffer.getSizeUnsafe())__		try {_			targetPartition.writeBuffer(buffer, targetChannel)__			return true__		} finally {_			serializer.clear()__		}_	};writes,the,buffer,to,the,link,result,partition,writer,and,removes,the,buffer,from,the,serializer,state,p,b,needs,to,be,synchronized,on,the,serializer,b,return,true,if,some,data,were,written;private,boolean,try,write,and,clear,buffer,int,target,channel,record,serializer,t,serializer,throws,ioexception,buffer,buffer,serializer,get,current,buffer,if,buffer,null,return,false,num,bytes,out,inc,buffer,get,size,unsafe,try,target,partition,write,buffer,buffer,target,channel,return,true,finally,serializer,clear
RecordWriter -> private BufferBuilder getBufferBuilder(int targetChannel) throws IOException, InterruptedException;1548853005;The {@link BufferBuilder} may already exist if not filled up last time, otherwise we need_request a new one for this target channel.;private BufferBuilder getBufferBuilder(int targetChannel) throws IOException, InterruptedException {_		if (bufferBuilders[targetChannel].isPresent()) {_			return bufferBuilders[targetChannel].get()__		} else {_			return requestNewBufferBuilder(targetChannel)__		}_	};the,link,buffer,builder,may,already,exist,if,not,filled,up,last,time,otherwise,we,need,request,a,new,one,for,this,target,channel;private,buffer,builder,get,buffer,builder,int,target,channel,throws,ioexception,interrupted,exception,if,buffer,builders,target,channel,is,present,return,buffer,builders,target,channel,get,else,return,request,new,buffer,builder,target,channel
RecordWriter -> public void setReporter(AccumulatorRegistry.Reporter reporter);1436966346;Counter for the number of records emitted and the records processed.;public void setReporter(AccumulatorRegistry.Reporter reporter) {_		for(RecordSerializer<?> serializer : serializers) {_			serializer.setReporter(reporter)__		}_	};counter,for,the,number,of,records,emitted,and,the,records,processed;public,void,set,reporter,accumulator,registry,reporter,reporter,for,record,serializer,serializer,serializers,serializer,set,reporter,reporter
RecordWriter -> public void setReporter(AccumulatorRegistry.Reporter reporter);1437411165;Counter for the number of records emitted and the records processed.;public void setReporter(AccumulatorRegistry.Reporter reporter) {_		for(RecordSerializer<?> serializer : serializers) {_			serializer.setReporter(reporter)__		}_	};counter,for,the,number,of,records,emitted,and,the,records,processed;public,void,set,reporter,accumulator,registry,reporter,reporter,for,record,serializer,serializer,serializers,serializer,set,reporter,reporter
RecordWriter -> public void setReporter(AccumulatorRegistry.Reporter reporter);1437489111;Counter for the number of records emitted and the records processed.;public void setReporter(AccumulatorRegistry.Reporter reporter) {_		for(RecordSerializer<?> serializer : serializers) {_			serializer.setReporter(reporter)__		}_	};counter,for,the,number,of,records,emitted,and,the,records,processed;public,void,set,reporter,accumulator,registry,reporter,reporter,for,record,serializer,serializer,serializers,serializer,set,reporter,reporter
RecordWriter -> public void setReporter(AccumulatorRegistry.Reporter reporter);1438523908;Counter for the number of records emitted and the records processed.;public void setReporter(AccumulatorRegistry.Reporter reporter) {_		for(RecordSerializer<?> serializer : serializers) {_			serializer.setReporter(reporter)__		}_	};counter,for,the,number,of,records,emitted,and,the,records,processed;public,void,set,reporter,accumulator,registry,reporter,reporter,for,record,serializer,serializer,serializers,serializer,set,reporter,reporter
RecordWriter -> public void setReporter(AccumulatorRegistry.Reporter reporter);1439807719;Counter for the number of records emitted and the records processed.;public void setReporter(AccumulatorRegistry.Reporter reporter) {_		for(RecordSerializer<?> serializer : serializers) {_			serializer.setReporter(reporter)__		}_	};counter,for,the,number,of,records,emitted,and,the,records,processed;public,void,set,reporter,accumulator,registry,reporter,reporter,for,record,serializer,serializer,serializers,serializer,set,reporter,reporter
RecordWriter -> public void setReporter(AccumulatorRegistry.Reporter reporter);1440576612;Counter for the number of records emitted and the records processed.;public void setReporter(AccumulatorRegistry.Reporter reporter) {_		for(RecordSerializer<?> serializer : serializers) {_			serializer.setReporter(reporter)__		}_	};counter,for,the,number,of,records,emitted,and,the,records,processed;public,void,set,reporter,accumulator,registry,reporter,reporter,for,record,serializer,serializer,serializers,serializer,set,reporter,reporter
RecordWriter -> public void setReporter(AccumulatorRegistry.Reporter reporter);1463939897;Counter for the number of records emitted and the records processed.;public void setReporter(AccumulatorRegistry.Reporter reporter) {_		for(RecordSerializer<?> serializer : serializers) {_			serializer.setReporter(reporter)__		}_	};counter,for,the,number,of,records,emitted,and,the,records,processed;public,void,set,reporter,accumulator,registry,reporter,reporter,for,record,serializer,serializer,serializers,serializer,set,reporter,reporter
RecordWriter -> public void setReporter(AccumulatorRegistry.Reporter reporter);1469529015;Counter for the number of records emitted and the records processed.;public void setReporter(AccumulatorRegistry.Reporter reporter) {_		for(RecordSerializer<?> serializer : serializers) {_			serializer.setReporter(reporter)__		}_	};counter,for,the,number,of,records,emitted,and,the,records,processed;public,void,set,reporter,accumulator,registry,reporter,reporter,for,record,serializer,serializer,serializers,serializer,set,reporter,reporter
RecordWriter -> public void setReporter(AccumulatorRegistry.Reporter reporter);1476448412;Counter for the number of records emitted and the records processed.;public void setReporter(AccumulatorRegistry.Reporter reporter) {_		for(RecordSerializer<?> serializer : serializers) {_			serializer.setReporter(reporter)__		}_	};counter,for,the,number,of,records,emitted,and,the,records,processed;public,void,set,reporter,accumulator,registry,reporter,reporter,for,record,serializer,serializer,serializers,serializer,set,reporter,reporter
RecordWriter -> public void setReporter(AccumulatorRegistry.Reporter reporter);1477389806;Counter for the number of records emitted and the records processed.;public void setReporter(AccumulatorRegistry.Reporter reporter) {_		for(RecordSerializer<?> serializer : serializers) {_			serializer.setReporter(reporter)__		}_	};counter,for,the,number,of,records,emitted,and,the,records,processed;public,void,set,reporter,accumulator,registry,reporter,reporter,for,record,serializer,serializer,serializers,serializer,set,reporter,reporter
RecordWriter -> public void setReporter(AccumulatorRegistry.Reporter reporter);1477582418;Counter for the number of records emitted and the records processed.;public void setReporter(AccumulatorRegistry.Reporter reporter) {_		for(RecordSerializer<?> serializer : serializers) {_			serializer.setReporter(reporter)__		}_	};counter,for,the,number,of,records,emitted,and,the,records,processed;public,void,set,reporter,accumulator,registry,reporter,reporter,for,record,serializer,serializer,serializers,serializer,set,reporter,reporter
RecordWriter -> public void setReporter(AccumulatorRegistry.Reporter reporter);1477591529;Counter for the number of records emitted and the records processed.;public void setReporter(AccumulatorRegistry.Reporter reporter) {_		for(RecordSerializer<?> serializer : serializers) {_			serializer.setReporter(reporter)__		}_	};counter,for,the,number,of,records,emitted,and,the,records,processed;public,void,set,reporter,accumulator,registry,reporter,reporter,for,record,serializer,serializer,serializers,serializer,set,reporter,reporter
RecordWriter -> public void close();1548265071;Closes the writer. This stops the flushing thread (if there is one).;public void close() {_		clearBuffers()__		_		if (outputFlusher.isPresent()) {_			outputFlusher.get().terminate()__			try {_				outputFlusher.get().join()__			} catch (InterruptedException e) {_				_				_				Thread.currentThread().interrupt()__			}_		}_	};closes,the,writer,this,stops,the,flushing,thread,if,there,is,one;public,void,close,clear,buffers,if,output,flusher,is,present,output,flusher,get,terminate,try,output,flusher,get,join,catch,interrupted,exception,e,thread,current,thread,interrupt
RecordWriter -> public void close();1548853005;Closes the writer. This stops the flushing thread (if there is one).;public void close() {_		clearBuffers()__		_		if (outputFlusher.isPresent()) {_			outputFlusher.get().terminate()__			try {_				outputFlusher.get().join()__			} catch (InterruptedException e) {_				_				_				Thread.currentThread().interrupt()__			}_		}_	};closes,the,writer,this,stops,the,flushing,thread,if,there,is,one;public,void,close,clear,buffers,if,output,flusher,is,present,output,flusher,get,terminate,try,output,flusher,get,join,catch,interrupted,exception,e,thread,current,thread,interrupt
RecordWriter -> private void writeAndClearBuffer( 			Buffer buffer, 			int targetChannel, 			RecordSerializer<T> serializer) throws IOException;1477582418;Writes the buffer to the {@link ResultPartitionWriter}.__<p> The buffer is cleared from the serializer state after a call to this method.;private void writeAndClearBuffer(_			Buffer buffer,_			int targetChannel,_			RecordSerializer<T> serializer) throws IOException {__		try {_			targetPartition.writeBuffer(buffer, targetChannel)__		}_		finally {_			serializer.clearCurrentBuffer()__		}_	};writes,the,buffer,to,the,link,result,partition,writer,p,the,buffer,is,cleared,from,the,serializer,state,after,a,call,to,this,method;private,void,write,and,clear,buffer,buffer,buffer,int,target,channel,record,serializer,t,serializer,throws,ioexception,try,target,partition,write,buffer,buffer,target,channel,finally,serializer,clear,current,buffer
RecordWriter -> private void writeAndClearBuffer( 			Buffer buffer, 			int targetChannel, 			RecordSerializer<T> serializer) throws IOException;1477937801;Writes the buffer to the {@link ResultPartitionWriter}.__<p> The buffer is cleared from the serializer state after a call to this method.;private void writeAndClearBuffer(_			Buffer buffer,_			int targetChannel,_			RecordSerializer<T> serializer) throws IOException {__		try {_			targetPartition.writeBuffer(buffer, targetChannel)__		}_		finally {_			serializer.clearCurrentBuffer()__		}_	};writes,the,buffer,to,the,link,result,partition,writer,p,the,buffer,is,cleared,from,the,serializer,state,after,a,call,to,this,method;private,void,write,and,clear,buffer,buffer,buffer,int,target,channel,record,serializer,t,serializer,throws,ioexception,try,target,partition,write,buffer,buffer,target,channel,finally,serializer,clear,current,buffer
RecordWriter -> private void writeAndClearBuffer( 			Buffer buffer, 			int targetChannel, 			RecordSerializer<T> serializer) throws IOException;1483975361;Writes the buffer to the {@link ResultPartitionWriter} and removes the_buffer from the serializer state.__Needs to be synchronized on the serializer!;private void writeAndClearBuffer(_			Buffer buffer,_			int targetChannel,_			RecordSerializer<T> serializer) throws IOException {__		try {_			targetPartition.writeBuffer(buffer, targetChannel)__		}_		finally {_			serializer.clearCurrentBuffer()__		}_	};writes,the,buffer,to,the,link,result,partition,writer,and,removes,the,buffer,from,the,serializer,state,needs,to,be,synchronized,on,the,serializer;private,void,write,and,clear,buffer,buffer,buffer,int,target,channel,record,serializer,t,serializer,throws,ioexception,try,target,partition,write,buffer,buffer,target,channel,finally,serializer,clear,current,buffer
RecordWriter -> private void writeAndClearBuffer( 			Buffer buffer, 			int targetChannel, 			RecordSerializer<T> serializer) throws IOException;1483975361;Writes the buffer to the {@link ResultPartitionWriter} and removes the_buffer from the serializer state.__Needs to be synchronized on the serializer!;private void writeAndClearBuffer(_			Buffer buffer,_			int targetChannel,_			RecordSerializer<T> serializer) throws IOException {__		try {_			targetPartition.writeBuffer(buffer, targetChannel)__		}_		finally {_			serializer.clearCurrentBuffer()__		}_	};writes,the,buffer,to,the,link,result,partition,writer,and,removes,the,buffer,from,the,serializer,state,needs,to,be,synchronized,on,the,serializer;private,void,write,and,clear,buffer,buffer,buffer,int,target,channel,record,serializer,t,serializer,throws,ioexception,try,target,partition,write,buffer,buffer,target,channel,finally,serializer,clear,current,buffer
RecordWriter -> private void writeAndClearBuffer( 			Buffer buffer, 			int targetChannel, 			RecordSerializer<T> serializer) throws IOException;1483975430;Writes the buffer to the {@link ResultPartitionWriter} and removes the_buffer from the serializer state.__Needs to be synchronized on the serializer!;private void writeAndClearBuffer(_			Buffer buffer,_			int targetChannel,_			RecordSerializer<T> serializer) throws IOException {__		try {_			targetPartition.writeBuffer(buffer, targetChannel)__		}_		finally {_			serializer.clearCurrentBuffer()__		}_	};writes,the,buffer,to,the,link,result,partition,writer,and,removes,the,buffer,from,the,serializer,state,needs,to,be,synchronized,on,the,serializer;private,void,write,and,clear,buffer,buffer,buffer,int,target,channel,record,serializer,t,serializer,throws,ioexception,try,target,partition,write,buffer,buffer,target,channel,finally,serializer,clear,current,buffer
RecordWriter -> private void writeAndClearBuffer( 			Buffer buffer, 			int targetChannel, 			RecordSerializer<T> serializer) throws IOException;1485176584;Writes the buffer to the {@link ResultPartitionWriter} and removes the_buffer from the serializer state.__Needs to be synchronized on the serializer!;private void writeAndClearBuffer(_			Buffer buffer,_			int targetChannel,_			RecordSerializer<T> serializer) throws IOException {__		try {_			targetPartition.writeBuffer(buffer, targetChannel)__		}_		finally {_			serializer.clearCurrentBuffer()__		}_	};writes,the,buffer,to,the,link,result,partition,writer,and,removes,the,buffer,from,the,serializer,state,needs,to,be,synchronized,on,the,serializer;private,void,write,and,clear,buffer,buffer,buffer,int,target,channel,record,serializer,t,serializer,throws,ioexception,try,target,partition,write,buffer,buffer,target,channel,finally,serializer,clear,current,buffer
RecordWriter -> private void writeAndClearBuffer( 			Buffer buffer, 			int targetChannel, 			RecordSerializer<T> serializer) throws IOException;1512394876;Writes the buffer to the {@link ResultPartitionWriter} and removes the_buffer from the serializer state.__Needs to be synchronized on the serializer!;private void writeAndClearBuffer(_			Buffer buffer,_			int targetChannel,_			RecordSerializer<T> serializer) throws IOException {__		try {_			targetPartition.writeBuffer(buffer, targetChannel)__		}_		finally {_			serializer.clearCurrentBuffer()__		}_	};writes,the,buffer,to,the,link,result,partition,writer,and,removes,the,buffer,from,the,serializer,state,needs,to,be,synchronized,on,the,serializer;private,void,write,and,clear,buffer,buffer,buffer,int,target,channel,record,serializer,t,serializer,throws,ioexception,try,target,partition,write,buffer,buffer,target,channel,finally,serializer,clear,current,buffer
RecordWriter -> private void writeAndClearBuffer( 			Buffer buffer, 			int targetChannel, 			RecordSerializer<T> serializer) throws IOException;1513102147;Writes the buffer to the {@link ResultPartitionWriter} and removes the_buffer from the serializer state.__Needs to be synchronized on the serializer!;private void writeAndClearBuffer(_			Buffer buffer,_			int targetChannel,_			RecordSerializer<T> serializer) throws IOException {__		try {_			targetPartition.writeBuffer(buffer, targetChannel)__		}_		finally {_			serializer.clearCurrentBuffer()__		}_	};writes,the,buffer,to,the,link,result,partition,writer,and,removes,the,buffer,from,the,serializer,state,needs,to,be,synchronized,on,the,serializer;private,void,write,and,clear,buffer,buffer,buffer,int,target,channel,record,serializer,t,serializer,throws,ioexception,try,target,partition,write,buffer,buffer,target,channel,finally,serializer,clear,current,buffer
RecordWriter -> private void writeAndClearBuffer( 			Buffer buffer, 			int targetChannel, 			RecordSerializer<T> serializer) throws IOException;1515408360;Writes the buffer to the {@link ResultPartitionWriter} and removes the_buffer from the serializer state.__Needs to be synchronized on the serializer!;private void writeAndClearBuffer(_			Buffer buffer,_			int targetChannel,_			RecordSerializer<T> serializer) throws IOException {__		try {_			targetPartition.writeBuffer(buffer, targetChannel)__		}_		finally {_			serializer.clearCurrentBuffer()__		}_	};writes,the,buffer,to,the,link,result,partition,writer,and,removes,the,buffer,from,the,serializer,state,needs,to,be,synchronized,on,the,serializer;private,void,write,and,clear,buffer,buffer,buffer,int,target,channel,record,serializer,t,serializer,throws,ioexception,try,target,partition,write,buffer,buffer,target,channel,finally,serializer,clear,current,buffer
RecordWriter -> private void writeAndClearBuffer( 			Buffer buffer, 			int targetChannel, 			RecordSerializer<T> serializer) throws IOException;1516285878;Writes the buffer to the {@link ResultPartitionWriter} and removes the_buffer from the serializer state.__Needs to be synchronized on the serializer!;private void writeAndClearBuffer(_			Buffer buffer,_			int targetChannel,_			RecordSerializer<T> serializer) throws IOException {__		try {_			targetPartition.writeBuffer(buffer, targetChannel)__		}_		finally {_			serializer.clearCurrentBuffer()__		}_	};writes,the,buffer,to,the,link,result,partition,writer,and,removes,the,buffer,from,the,serializer,state,needs,to,be,synchronized,on,the,serializer;private,void,write,and,clear,buffer,buffer,buffer,int,target,channel,record,serializer,t,serializer,throws,ioexception,try,target,partition,write,buffer,buffer,target,channel,finally,serializer,clear,current,buffer
RecordWriter -> private void writeAndClearBuffer( 			Buffer buffer, 			int targetChannel, 			RecordSerializer<T> serializer) throws IOException;1516291532;Writes the buffer to the {@link ResultPartitionWriter} and removes the_buffer from the serializer state.__Needs to be synchronized on the serializer!;private void writeAndClearBuffer(_			Buffer buffer,_			int targetChannel,_			RecordSerializer<T> serializer) throws IOException {__		try {_			targetPartition.writeBuffer(buffer, targetChannel)__		}_		finally {_			serializer.clearCurrentBuffer()__		}_	};writes,the,buffer,to,the,link,result,partition,writer,and,removes,the,buffer,from,the,serializer,state,needs,to,be,synchronized,on,the,serializer;private,void,write,and,clear,buffer,buffer,buffer,int,target,channel,record,serializer,t,serializer,throws,ioexception,try,target,partition,write,buffer,buffer,target,channel,finally,serializer,clear,current,buffer
RecordWriter -> private void writeAndClearBuffer( 			Buffer buffer, 			int targetChannel, 			RecordSerializer<T> serializer) throws IOException;1517489696;Writes the buffer to the {@link ResultPartitionWriter} and removes the_buffer from the serializer state.__<p><b>Needs to be synchronized on the serializer!</b>;private void writeAndClearBuffer(_			Buffer buffer,_			int targetChannel,_			RecordSerializer<T> serializer) throws IOException {__		try {_			targetPartition.writeBuffer(buffer, targetChannel)__		}_		finally {_			serializer.clearCurrentBuffer()__		}_	};writes,the,buffer,to,the,link,result,partition,writer,and,removes,the,buffer,from,the,serializer,state,p,b,needs,to,be,synchronized,on,the,serializer,b;private,void,write,and,clear,buffer,buffer,buffer,int,target,channel,record,serializer,t,serializer,throws,ioexception,try,target,partition,write,buffer,buffer,target,channel,finally,serializer,clear,current,buffer
RecordWriter -> private boolean tryFinishCurrentBufferBuilder(int targetChannel, RecordSerializer<T> serializer);1519039301;Marks the current {@link BufferBuilder} as finished and clears the state for next one.__@return true if some data were written;private boolean tryFinishCurrentBufferBuilder(int targetChannel, RecordSerializer<T> serializer) {__		if (!bufferBuilders[targetChannel].isPresent()) {_			return false__		}_		BufferBuilder bufferBuilder = bufferBuilders[targetChannel].get()__		bufferBuilders[targetChannel] = Optional.empty()___		numBytesOut.inc(bufferBuilder.finish())__		serializer.clear()__		return true__	};marks,the,current,link,buffer,builder,as,finished,and,clears,the,state,for,next,one,return,true,if,some,data,were,written;private,boolean,try,finish,current,buffer,builder,int,target,channel,record,serializer,t,serializer,if,buffer,builders,target,channel,is,present,return,false,buffer,builder,buffer,builder,buffer,builders,target,channel,get,buffer,builders,target,channel,optional,empty,num,bytes,out,inc,buffer,builder,finish,serializer,clear,return,true
