# id;timestamp;commentText;codeText;commentWords;codeWords
LocalExecutor -> public static void setLoggingLevel(Level lvl);1405024514;Utility method for logging;public static void setLoggingLevel(Level lvl) {_		LogUtils.initializeDefaultConsoleLogger(lvl)__	};utility,method,for,logging;public,static,void,set,logging,level,level,lvl,log,utils,initialize,default,console,logger,lvl
LocalExecutor -> public static void setOverwriteFilesByDefault(boolean overwriteByDefault);1418925511;By default, local environments do not overwrite existing files.__NOTE: This method must be called prior to initializing the LocalExecutor or a_{@link org.apache.flink.api.java.LocalEnvironment}.__@param overwriteByDefault True to overwrite by default, false to not overwrite by default.;public static void setOverwriteFilesByDefault(boolean overwriteByDefault) {_		DEFAULT_OVERWRITE = overwriteByDefault__	};by,default,local,environments,do,not,overwrite,existing,files,note,this,method,must,be,called,prior,to,initializing,the,local,executor,or,a,link,org,apache,flink,api,java,local,environment,param,overwrite,by,default,true,to,overwrite,by,default,false,to,not,overwrite,by,default;public,static,void,set,overwrite,files,by,default,boolean,overwrite,by,default,overwrite,by,default
LocalExecutor -> public static void setOverwriteFilesByDefault(boolean overwriteByDefault);1418925512;By default, local environments do not overwrite existing files.__NOTE: This method must be called prior to initializing the LocalExecutor or a_{@link org.apache.flink.api.java.LocalEnvironment}.__@param overwriteByDefault True to overwrite by default, false to not overwrite by default.;public static void setOverwriteFilesByDefault(boolean overwriteByDefault) {_		DEFAULT_OVERWRITE = overwriteByDefault__	};by,default,local,environments,do,not,overwrite,existing,files,note,this,method,must,be,called,prior,to,initializing,the,local,executor,or,a,link,org,apache,flink,api,java,local,environment,param,overwrite,by,default,true,to,overwrite,by,default,false,to,not,overwrite,by,default;public,static,void,set,overwrite,files,by,default,boolean,overwrite,by,default,overwrite,by,default
LocalExecutor -> public static void setOverwriteFilesByDefault(boolean overwriteByDefault);1418925513;By default, local environments do not overwrite existing files.__NOTE: This method must be called prior to initializing the LocalExecutor or a_{@link org.apache.flink.api.java.LocalEnvironment}.__@param overwriteByDefault True to overwrite by default, false to not overwrite by default.;public static void setOverwriteFilesByDefault(boolean overwriteByDefault) {_		DEFAULT_OVERWRITE = overwriteByDefault__	};by,default,local,environments,do,not,overwrite,existing,files,note,this,method,must,be,called,prior,to,initializing,the,local,executor,or,a,link,org,apache,flink,api,java,local,environment,param,overwrite,by,default,true,to,overwrite,by,default,false,to,not,overwrite,by,default;public,static,void,set,overwrite,files,by,default,boolean,overwrite,by,default,overwrite,by,default
LocalExecutor -> public static void setOverwriteFilesByDefault(boolean overwriteByDefault);1426843273;By default, local environments do not overwrite existing files.__NOTE: This method must be called prior to initializing the LocalExecutor or a_{@link org.apache.flink.api.java.LocalEnvironment}.__@param overwriteByDefault True to overwrite by default, false to not overwrite by default.;public static void setOverwriteFilesByDefault(boolean overwriteByDefault) {_		DEFAULT_OVERWRITE = overwriteByDefault__	};by,default,local,environments,do,not,overwrite,existing,files,note,this,method,must,be,called,prior,to,initializing,the,local,executor,or,a,link,org,apache,flink,api,java,local,environment,param,overwrite,by,default,true,to,overwrite,by,default,false,to,not,overwrite,by,default;public,static,void,set,overwrite,files,by,default,boolean,overwrite,by,default,overwrite,by,default
LocalExecutor -> public static void setOverwriteFilesByDefault(boolean overwriteByDefault);1426843274;By default, local environments do not overwrite existing files.__NOTE: This method must be called prior to initializing the LocalExecutor or a_{@link org.apache.flink.api.java.LocalEnvironment}.__@param overwriteByDefault True to overwrite by default, false to not overwrite by default.;public static void setOverwriteFilesByDefault(boolean overwriteByDefault) {_		DEFAULT_OVERWRITE = overwriteByDefault__	};by,default,local,environments,do,not,overwrite,existing,files,note,this,method,must,be,called,prior,to,initializing,the,local,executor,or,a,link,org,apache,flink,api,java,local,environment,param,overwrite,by,default,true,to,overwrite,by,default,false,to,not,overwrite,by,default;public,static,void,set,overwrite,files,by,default,boolean,overwrite,by,default,overwrite,by,default
LocalExecutor -> public static void setOverwriteFilesByDefault(boolean overwriteByDefault);1426843274;By default, local environments do not overwrite existing files.__NOTE: This method must be called prior to initializing the LocalExecutor or a_{@link org.apache.flink.api.java.LocalEnvironment}.__@param overwriteByDefault True to overwrite by default, false to not overwrite by default.;public static void setOverwriteFilesByDefault(boolean overwriteByDefault) {_		DEFAULT_OVERWRITE = overwriteByDefault__	};by,default,local,environments,do,not,overwrite,existing,files,note,this,method,must,be,called,prior,to,initializing,the,local,executor,or,a,link,org,apache,flink,api,java,local,environment,param,overwrite,by,default,true,to,overwrite,by,default,false,to,not,overwrite,by,default;public,static,void,set,overwrite,files,by,default,boolean,overwrite,by,default,overwrite,by,default
LocalExecutor -> public static void setOverwriteFilesByDefault(boolean overwriteByDefault);1427784999;By default, local environments do not overwrite existing files.__NOTE: This method must be called prior to initializing the LocalExecutor or a_{@link org.apache.flink.api.java.LocalEnvironment}.__@param overwriteByDefault True to overwrite by default, false to not overwrite by default.;public static void setOverwriteFilesByDefault(boolean overwriteByDefault) {_		DEFAULT_OVERWRITE = overwriteByDefault__	};by,default,local,environments,do,not,overwrite,existing,files,note,this,method,must,be,called,prior,to,initializing,the,local,executor,or,a,link,org,apache,flink,api,java,local,environment,param,overwrite,by,default,true,to,overwrite,by,default,false,to,not,overwrite,by,default;public,static,void,set,overwrite,files,by,default,boolean,overwrite,by,default,overwrite,by,default
LocalExecutor -> public static void setOverwriteFilesByDefault(boolean overwriteByDefault);1427958028;By default, local environments do not overwrite existing files.__NOTE: This method must be called prior to initializing the LocalExecutor or a_{@link org.apache.flink.api.java.LocalEnvironment}.__@param overwriteByDefault True to overwrite by default, false to not overwrite by default.;public static void setOverwriteFilesByDefault(boolean overwriteByDefault) {_		DEFAULT_OVERWRITE = overwriteByDefault__	};by,default,local,environments,do,not,overwrite,existing,files,note,this,method,must,be,called,prior,to,initializing,the,local,executor,or,a,link,org,apache,flink,api,java,local,environment,param,overwrite,by,default,true,to,overwrite,by,default,false,to,not,overwrite,by,default;public,static,void,set,overwrite,files,by,default,boolean,overwrite,by,default,overwrite,by,default
LocalExecutor -> public static void setOverwriteFilesByDefault(boolean overwriteByDefault);1428663519;By default, local environments do not overwrite existing files.__NOTE: This method must be called prior to initializing the LocalExecutor or a_{@link org.apache.flink.api.java.LocalEnvironment}.__@param overwriteByDefault True to overwrite by default, false to not overwrite by default.;public static void setOverwriteFilesByDefault(boolean overwriteByDefault) {_		DEFAULT_OVERWRITE = overwriteByDefault__	};by,default,local,environments,do,not,overwrite,existing,files,note,this,method,must,be,called,prior,to,initializing,the,local,executor,or,a,link,org,apache,flink,api,java,local,environment,param,overwrite,by,default,true,to,overwrite,by,default,false,to,not,overwrite,by,default;public,static,void,set,overwrite,files,by,default,boolean,overwrite,by,default,overwrite,by,default
LocalExecutor -> public static void setOverwriteFilesByDefault(boolean overwriteByDefault);1428935901;By default, local environments do not overwrite existing files.__NOTE: This method must be called prior to initializing the LocalExecutor or a_{@link org.apache.flink.api.java.LocalEnvironment}.__@param overwriteByDefault True to overwrite by default, false to not overwrite by default.;public static void setOverwriteFilesByDefault(boolean overwriteByDefault) {_		DEFAULT_OVERWRITE = overwriteByDefault__	};by,default,local,environments,do,not,overwrite,existing,files,note,this,method,must,be,called,prior,to,initializing,the,local,executor,or,a,link,org,apache,flink,api,java,local,environment,param,overwrite,by,default,true,to,overwrite,by,default,false,to,not,overwrite,by,default;public,static,void,set,overwrite,files,by,default,boolean,overwrite,by,default,overwrite,by,default
LocalExecutor -> public static String optimizerPlanAsJSON(Plan plan) throws Exception;1405024514;Returns a JSON dump of the optimized plan.__@param plan_The program's plan._@return JSON dump of the optimized plan._@throws Exception;public static String optimizerPlanAsJSON(Plan plan) throws Exception {_		LocalExecutor exec = new LocalExecutor()__		try {_			exec.start()__			PactCompiler pc = new PactCompiler(new DataStatistics())__			OptimizedPlan op = pc.compile(plan)__			PlanJSONDumpGenerator gen = new PlanJSONDumpGenerator()___			return gen.getOptimizerPlanAsJSON(op)__		} finally {_			exec.stop()__		}_	};returns,a,json,dump,of,the,optimized,plan,param,plan,the,program,s,plan,return,json,dump,of,the,optimized,plan,throws,exception;public,static,string,optimizer,plan,as,json,plan,plan,throws,exception,local,executor,exec,new,local,executor,try,exec,start,pact,compiler,pc,new,pact,compiler,new,data,statistics,optimized,plan,op,pc,compile,plan,plan,jsondump,generator,gen,new,plan,jsondump,generator,return,gen,get,optimizer,plan,as,json,op,finally,exec,stop
LocalExecutor -> public static String optimizerPlanAsJSON(Plan plan) throws Exception;1405090423;Returns a JSON dump of the optimized plan.__@param plan_The program's plan._@return JSON dump of the optimized plan._@throws Exception;public static String optimizerPlanAsJSON(Plan plan) throws Exception {_		LocalExecutor exec = new LocalExecutor()__		try {_			exec.start()__			PactCompiler pc = new PactCompiler(new DataStatistics())__			OptimizedPlan op = pc.compile(plan)__			PlanJSONDumpGenerator gen = new PlanJSONDumpGenerator()___			return gen.getOptimizerPlanAsJSON(op)__		} finally {_			exec.stop()__		}_	};returns,a,json,dump,of,the,optimized,plan,param,plan,the,program,s,plan,return,json,dump,of,the,optimized,plan,throws,exception;public,static,string,optimizer,plan,as,json,plan,plan,throws,exception,local,executor,exec,new,local,executor,try,exec,start,pact,compiler,pc,new,pact,compiler,new,data,statistics,optimized,plan,op,pc,compile,plan,plan,jsondump,generator,gen,new,plan,jsondump,generator,return,gen,get,optimizer,plan,as,json,op,finally,exec,stop
LocalExecutor -> public static String optimizerPlanAsJSON(Plan plan) throws Exception;1409911022;Returns a JSON dump of the optimized plan.__@param plan_The program's plan._@return JSON dump of the optimized plan._@throws Exception;public static String optimizerPlanAsJSON(Plan plan) throws Exception {_		LocalExecutor exec = new LocalExecutor()__		try {_			exec.start()__			PactCompiler pc = new PactCompiler(new DataStatistics())__			OptimizedPlan op = pc.compile(plan)__			PlanJSONDumpGenerator gen = new PlanJSONDumpGenerator()___			return gen.getOptimizerPlanAsJSON(op)__		} finally {_			exec.stop()__		}_	};returns,a,json,dump,of,the,optimized,plan,param,plan,the,program,s,plan,return,json,dump,of,the,optimized,plan,throws,exception;public,static,string,optimizer,plan,as,json,plan,plan,throws,exception,local,executor,exec,new,local,executor,try,exec,start,pact,compiler,pc,new,pact,compiler,new,data,statistics,optimized,plan,op,pc,compile,plan,plan,jsondump,generator,gen,new,plan,jsondump,generator,return,gen,get,optimizer,plan,as,json,op,finally,exec,stop
LocalExecutor -> public static String optimizerPlanAsJSON(Plan plan) throws Exception;1411473593;Returns a JSON dump of the optimized plan.__@param plan_The program's plan._@return JSON dump of the optimized plan._@throws Exception;public static String optimizerPlanAsJSON(Plan plan) throws Exception {_		LocalExecutor exec = new LocalExecutor()__		try {_			exec.start()__			PactCompiler pc = new PactCompiler(new DataStatistics())__			OptimizedPlan op = pc.compile(plan)__			PlanJSONDumpGenerator gen = new PlanJSONDumpGenerator()___			return gen.getOptimizerPlanAsJSON(op)__		} finally {_			exec.stop()__		}_	};returns,a,json,dump,of,the,optimized,plan,param,plan,the,program,s,plan,return,json,dump,of,the,optimized,plan,throws,exception;public,static,string,optimizer,plan,as,json,plan,plan,throws,exception,local,executor,exec,new,local,executor,try,exec,start,pact,compiler,pc,new,pact,compiler,new,data,statistics,optimized,plan,op,pc,compile,plan,plan,jsondump,generator,gen,new,plan,jsondump,generator,return,gen,get,optimizer,plan,as,json,op,finally,exec,stop
LocalExecutor -> public static String optimizerPlanAsJSON(Plan plan) throws Exception;1418925507;Returns a JSON dump of the optimized plan.__@param plan_The program's plan._@return JSON dump of the optimized plan._@throws Exception;public static String optimizerPlanAsJSON(Plan plan) throws Exception {_		LocalExecutor exec = new LocalExecutor()__		try {_			exec.start()__			PactCompiler pc = new PactCompiler(new DataStatistics())__			OptimizedPlan op = pc.compile(plan)__			PlanJSONDumpGenerator gen = new PlanJSONDumpGenerator()___			return gen.getOptimizerPlanAsJSON(op)__		} finally {_			exec.stop()__		}_	};returns,a,json,dump,of,the,optimized,plan,param,plan,the,program,s,plan,return,json,dump,of,the,optimized,plan,throws,exception;public,static,string,optimizer,plan,as,json,plan,plan,throws,exception,local,executor,exec,new,local,executor,try,exec,start,pact,compiler,pc,new,pact,compiler,new,data,statistics,optimized,plan,op,pc,compile,plan,plan,jsondump,generator,gen,new,plan,jsondump,generator,return,gen,get,optimizer,plan,as,json,op,finally,exec,stop
LocalExecutor -> public static String optimizerPlanAsJSON(Plan plan) throws Exception;1418925507;Returns a JSON dump of the optimized plan.__@param plan_The program's plan._@return JSON dump of the optimized plan._@throws Exception;public static String optimizerPlanAsJSON(Plan plan) throws Exception {_		LocalExecutor exec = new LocalExecutor()__		try {_			exec.start()__			PactCompiler pc = new PactCompiler(new DataStatistics())__			OptimizedPlan op = pc.compile(plan)__			PlanJSONDumpGenerator gen = new PlanJSONDumpGenerator()___			return gen.getOptimizerPlanAsJSON(op)__		} finally {_			exec.stop()__		}_	};returns,a,json,dump,of,the,optimized,plan,param,plan,the,program,s,plan,return,json,dump,of,the,optimized,plan,throws,exception;public,static,string,optimizer,plan,as,json,plan,plan,throws,exception,local,executor,exec,new,local,executor,try,exec,start,pact,compiler,pc,new,pact,compiler,new,data,statistics,optimized,plan,op,pc,compile,plan,plan,jsondump,generator,gen,new,plan,jsondump,generator,return,gen,get,optimizer,plan,as,json,op,finally,exec,stop
LocalExecutor -> public static String optimizerPlanAsJSON(Plan plan) throws Exception;1418925508;Returns a JSON dump of the optimized plan.__@param plan_The program's plan._@return JSON dump of the optimized plan._@throws Exception;public static String optimizerPlanAsJSON(Plan plan) throws Exception {_		LocalExecutor exec = new LocalExecutor()__		try {_			exec.start()__			PactCompiler pc = new PactCompiler(new DataStatistics())__			OptimizedPlan op = pc.compile(plan)__			PlanJSONDumpGenerator gen = new PlanJSONDumpGenerator()___			return gen.getOptimizerPlanAsJSON(op)__		} finally {_			exec.stop()__		}_	};returns,a,json,dump,of,the,optimized,plan,param,plan,the,program,s,plan,return,json,dump,of,the,optimized,plan,throws,exception;public,static,string,optimizer,plan,as,json,plan,plan,throws,exception,local,executor,exec,new,local,executor,try,exec,start,pact,compiler,pc,new,pact,compiler,new,data,statistics,optimized,plan,op,pc,compile,plan,plan,jsondump,generator,gen,new,plan,jsondump,generator,return,gen,get,optimizer,plan,as,json,op,finally,exec,stop
LocalExecutor -> public static String optimizerPlanAsJSON(Plan plan) throws Exception;1418925508;Returns a JSON dump of the optimized plan.__@param plan_The program's plan._@return JSON dump of the optimized plan._@throws Exception;public static String optimizerPlanAsJSON(Plan plan) throws Exception {_		LocalExecutor exec = new LocalExecutor()__		try {_			exec.start()__			PactCompiler pc = new PactCompiler(new DataStatistics())__			OptimizedPlan op = pc.compile(plan)__			PlanJSONDumpGenerator gen = new PlanJSONDumpGenerator()___			return gen.getOptimizerPlanAsJSON(op)__		} finally {_			exec.stop()__		}_	};returns,a,json,dump,of,the,optimized,plan,param,plan,the,program,s,plan,return,json,dump,of,the,optimized,plan,throws,exception;public,static,string,optimizer,plan,as,json,plan,plan,throws,exception,local,executor,exec,new,local,executor,try,exec,start,pact,compiler,pc,new,pact,compiler,new,data,statistics,optimized,plan,op,pc,compile,plan,plan,jsondump,generator,gen,new,plan,jsondump,generator,return,gen,get,optimizer,plan,as,json,op,finally,exec,stop
LocalExecutor -> public static String optimizerPlanAsJSON(Plan plan) throws Exception;1418925510;Returns a JSON dump of the optimized plan.__@param plan_The program's plan._@return JSON dump of the optimized plan._@throws Exception;public static String optimizerPlanAsJSON(Plan plan) throws Exception {_		LocalExecutor exec = new LocalExecutor()__		try {_			exec.start()__			PactCompiler pc = new PactCompiler(new DataStatistics())__			OptimizedPlan op = pc.compile(plan)__			PlanJSONDumpGenerator gen = new PlanJSONDumpGenerator()___			return gen.getOptimizerPlanAsJSON(op)__		} finally {_			exec.stop()__		}_	};returns,a,json,dump,of,the,optimized,plan,param,plan,the,program,s,plan,return,json,dump,of,the,optimized,plan,throws,exception;public,static,string,optimizer,plan,as,json,plan,plan,throws,exception,local,executor,exec,new,local,executor,try,exec,start,pact,compiler,pc,new,pact,compiler,new,data,statistics,optimized,plan,op,pc,compile,plan,plan,jsondump,generator,gen,new,plan,jsondump,generator,return,gen,get,optimizer,plan,as,json,op,finally,exec,stop
LocalExecutor -> public static String optimizerPlanAsJSON(Plan plan) throws Exception;1418925511;Returns a JSON dump of the optimized plan.__@param plan_The program's plan._@return JSON dump of the optimized plan._@throws Exception;public static String optimizerPlanAsJSON(Plan plan) throws Exception {_		LocalExecutor exec = new LocalExecutor()__		try {_			exec.start()__			PactCompiler pc = new PactCompiler(new DataStatistics())__			OptimizedPlan op = pc.compile(plan)__			PlanJSONDumpGenerator gen = new PlanJSONDumpGenerator()___			return gen.getOptimizerPlanAsJSON(op)__		} finally {_			exec.stop()__		}_	};returns,a,json,dump,of,the,optimized,plan,param,plan,the,program,s,plan,return,json,dump,of,the,optimized,plan,throws,exception;public,static,string,optimizer,plan,as,json,plan,plan,throws,exception,local,executor,exec,new,local,executor,try,exec,start,pact,compiler,pc,new,pact,compiler,new,data,statistics,optimized,plan,op,pc,compile,plan,plan,jsondump,generator,gen,new,plan,jsondump,generator,return,gen,get,optimizer,plan,as,json,op,finally,exec,stop
LocalExecutor -> public static String optimizerPlanAsJSON(Plan plan) throws Exception;1418925512;Returns a JSON dump of the optimized plan.__@param plan_The program's plan._@return JSON dump of the optimized plan._@throws Exception;public static String optimizerPlanAsJSON(Plan plan) throws Exception {_		LocalExecutor exec = new LocalExecutor()__		try {_			exec.start()__			PactCompiler pc = new PactCompiler(new DataStatistics())__			OptimizedPlan op = pc.compile(plan)__			PlanJSONDumpGenerator gen = new PlanJSONDumpGenerator()___			return gen.getOptimizerPlanAsJSON(op)__		} finally {_			exec.stop()__		}_	};returns,a,json,dump,of,the,optimized,plan,param,plan,the,program,s,plan,return,json,dump,of,the,optimized,plan,throws,exception;public,static,string,optimizer,plan,as,json,plan,plan,throws,exception,local,executor,exec,new,local,executor,try,exec,start,pact,compiler,pc,new,pact,compiler,new,data,statistics,optimized,plan,op,pc,compile,plan,plan,jsondump,generator,gen,new,plan,jsondump,generator,return,gen,get,optimizer,plan,as,json,op,finally,exec,stop
LocalExecutor -> public static String optimizerPlanAsJSON(Plan plan) throws Exception;1418925513;Returns a JSON dump of the optimized plan.__@param plan_The program's plan._@return JSON dump of the optimized plan._@throws Exception;public static String optimizerPlanAsJSON(Plan plan) throws Exception {_		LocalExecutor exec = new LocalExecutor()__		try {_			exec.start()__			PactCompiler pc = new PactCompiler(new DataStatistics())__			OptimizedPlan op = pc.compile(plan)__			PlanJSONDumpGenerator gen = new PlanJSONDumpGenerator()___			return gen.getOptimizerPlanAsJSON(op)__		} finally {_			exec.stop()__		}_	};returns,a,json,dump,of,the,optimized,plan,param,plan,the,program,s,plan,return,json,dump,of,the,optimized,plan,throws,exception;public,static,string,optimizer,plan,as,json,plan,plan,throws,exception,local,executor,exec,new,local,executor,try,exec,start,pact,compiler,pc,new,pact,compiler,new,data,statistics,optimized,plan,op,pc,compile,plan,plan,jsondump,generator,gen,new,plan,jsondump,generator,return,gen,get,optimizer,plan,as,json,op,finally,exec,stop
LocalExecutor -> public static String optimizerPlanAsJSON(Plan plan) throws Exception;1426843273;Returns a JSON dump of the optimized plan.__@param plan_The program's plan._@return JSON dump of the optimized plan._@throws Exception;public static String optimizerPlanAsJSON(Plan plan) throws Exception {_		LocalExecutor exec = new LocalExecutor()__		try {_			exec.start()__			PactCompiler pc = new PactCompiler(new DataStatistics())__			OptimizedPlan op = pc.compile(plan)__			PlanJSONDumpGenerator gen = new PlanJSONDumpGenerator()___			return gen.getOptimizerPlanAsJSON(op)__		} finally {_			exec.stop()__		}_	};returns,a,json,dump,of,the,optimized,plan,param,plan,the,program,s,plan,return,json,dump,of,the,optimized,plan,throws,exception;public,static,string,optimizer,plan,as,json,plan,plan,throws,exception,local,executor,exec,new,local,executor,try,exec,start,pact,compiler,pc,new,pact,compiler,new,data,statistics,optimized,plan,op,pc,compile,plan,plan,jsondump,generator,gen,new,plan,jsondump,generator,return,gen,get,optimizer,plan,as,json,op,finally,exec,stop
