# id;timestamp;commentText;codeText;commentWords;codeWords
IOUtils -> public static void closeStream(final java.io.Closeable stream);1460741894;Closes the stream ignoring {@link IOException}. Must only be called in_cleaning up from exception handlers.__@param stream_the stream to close;public static void closeStream(final java.io.Closeable stream) {_		cleanup(null, stream)__	};closes,the,stream,ignoring,link,ioexception,must,only,be,called,in,cleaning,up,from,exception,handlers,param,stream,the,stream,to,close;public,static,void,close,stream,final,java,io,closeable,stream,cleanup,null,stream
IOUtils -> public static void copyBytes(final InputStream in, final OutputStream out, final int buffSize, final boolean close) 			throws IOException;1460741894;Copies from one stream to another.__@param in_InputStream to read from_@param out_OutputStream to write to_@param buffSize_the size of the buffer_@param close_whether or not close the InputStream and OutputStream at the end. The streams are closed in the finally_clause._@throws IOException_thrown if an error occurred while writing to the output stream;public static void copyBytes(final InputStream in, final OutputStream out, final int buffSize, final boolean close)_			throws IOException {__		@SuppressWarnings("resource")_		final PrintStream ps = out instanceof PrintStream ? (PrintStream) out : null__		final byte[] buf = new byte[buffSize]__		try {_			int bytesRead = in.read(buf)__			while (bytesRead >= 0) {_				out.write(buf, 0, bytesRead)__				if ((ps != null) && ps.checkError()) {_					throw new IOException("Unable to write to output stream.")__				}_				bytesRead = in.read(buf)__			}_		} finally {_			if (close) {_				out.close()__				in.close()__			}_		}_	};copies,from,one,stream,to,another,param,in,input,stream,to,read,from,param,out,output,stream,to,write,to,param,buff,size,the,size,of,the,buffer,param,close,whether,or,not,close,the,input,stream,and,output,stream,at,the,end,the,streams,are,closed,in,the,finally,clause,throws,ioexception,thrown,if,an,error,occurred,while,writing,to,the,output,stream;public,static,void,copy,bytes,final,input,stream,in,final,output,stream,out,final,int,buff,size,final,boolean,close,throws,ioexception,suppress,warnings,resource,final,print,stream,ps,out,instanceof,print,stream,print,stream,out,null,final,byte,buf,new,byte,buff,size,try,int,bytes,read,in,read,buf,while,bytes,read,0,out,write,buf,0,bytes,read,if,ps,null,ps,check,error,throw,new,ioexception,unable,to,write,to,output,stream,bytes,read,in,read,buf,finally,if,close,out,close,in,close
IOUtils -> public static void copyBytes(final InputStream in, final OutputStream out, final int buffSize, final boolean close) 			throws IOException;1479853012;Copies from one stream to another.__@param in_InputStream to read from_@param out_OutputStream to write to_@param buffSize_the size of the buffer_@param close_whether or not close the InputStream and OutputStream at the end. The streams are closed in the finally_clause._@throws IOException_thrown if an error occurred while writing to the output stream;public static void copyBytes(final InputStream in, final OutputStream out, final int buffSize, final boolean close)_			throws IOException {__		@SuppressWarnings("resource")_		final PrintStream ps = out instanceof PrintStream ? (PrintStream) out : null__		final byte[] buf = new byte[buffSize]__		try {_			int bytesRead = in.read(buf)__			while (bytesRead >= 0) {_				out.write(buf, 0, bytesRead)__				if ((ps != null) && ps.checkError()) {_					throw new IOException("Unable to write to output stream.")__				}_				bytesRead = in.read(buf)__			}_		} finally {_			if (close) {_				out.close()__				in.close()__			}_		}_	};copies,from,one,stream,to,another,param,in,input,stream,to,read,from,param,out,output,stream,to,write,to,param,buff,size,the,size,of,the,buffer,param,close,whether,or,not,close,the,input,stream,and,output,stream,at,the,end,the,streams,are,closed,in,the,finally,clause,throws,ioexception,thrown,if,an,error,occurred,while,writing,to,the,output,stream;public,static,void,copy,bytes,final,input,stream,in,final,output,stream,out,final,int,buff,size,final,boolean,close,throws,ioexception,suppress,warnings,resource,final,print,stream,ps,out,instanceof,print,stream,print,stream,out,null,final,byte,buf,new,byte,buff,size,try,int,bytes,read,in,read,buf,while,bytes,read,0,out,write,buf,0,bytes,read,if,ps,null,ps,check,error,throw,new,ioexception,unable,to,write,to,output,stream,bytes,read,in,read,buf,finally,if,close,out,close,in,close
IOUtils -> public static void copyBytes(final InputStream in, final OutputStream out, final int buffSize, final boolean close) 			throws IOException;1480678142;Copies from one stream to another.__@param in_InputStream to read from_@param out_OutputStream to write to_@param buffSize_the size of the buffer_@param close_whether or not close the InputStream and OutputStream at the end. The streams are closed in the finally_clause._@throws IOException_thrown if an error occurred while writing to the output stream;public static void copyBytes(final InputStream in, final OutputStream out, final int buffSize, final boolean close)_			throws IOException {__		@SuppressWarnings("resource")_		final PrintStream ps = out instanceof PrintStream ? (PrintStream) out : null__		final byte[] buf = new byte[buffSize]__		try {_			int bytesRead = in.read(buf)__			while (bytesRead >= 0) {_				out.write(buf, 0, bytesRead)__				if ((ps != null) && ps.checkError()) {_					throw new IOException("Unable to write to output stream.")__				}_				bytesRead = in.read(buf)__			}_		} finally {_			if (close) {_				out.close()__				in.close()__			}_		}_	};copies,from,one,stream,to,another,param,in,input,stream,to,read,from,param,out,output,stream,to,write,to,param,buff,size,the,size,of,the,buffer,param,close,whether,or,not,close,the,input,stream,and,output,stream,at,the,end,the,streams,are,closed,in,the,finally,clause,throws,ioexception,thrown,if,an,error,occurred,while,writing,to,the,output,stream;public,static,void,copy,bytes,final,input,stream,in,final,output,stream,out,final,int,buff,size,final,boolean,close,throws,ioexception,suppress,warnings,resource,final,print,stream,ps,out,instanceof,print,stream,print,stream,out,null,final,byte,buf,new,byte,buff,size,try,int,bytes,read,in,read,buf,while,bytes,read,0,out,write,buf,0,bytes,read,if,ps,null,ps,check,error,throw,new,ioexception,unable,to,write,to,output,stream,bytes,read,in,read,buf,finally,if,close,out,close,in,close
IOUtils -> public static void copyBytes(final InputStream in, final OutputStream out, final int buffSize, final boolean close) 			throws IOException;1485363344;Copies from one stream to another.__@param in_InputStream to read from_@param out_OutputStream to write to_@param buffSize_the size of the buffer_@param close_whether or not close the InputStream and OutputStream at the end. The streams are closed in the finally_clause._@throws IOException_thrown if an error occurred while writing to the output stream;public static void copyBytes(final InputStream in, final OutputStream out, final int buffSize, final boolean close)_			throws IOException {__		@SuppressWarnings("resource")_		final PrintStream ps = out instanceof PrintStream ? (PrintStream) out : null__		final byte[] buf = new byte[buffSize]__		try {_			int bytesRead = in.read(buf)__			while (bytesRead >= 0) {_				out.write(buf, 0, bytesRead)__				if ((ps != null) && ps.checkError()) {_					throw new IOException("Unable to write to output stream.")__				}_				bytesRead = in.read(buf)__			}_		} finally {_			if (close) {_				out.close()__				in.close()__			}_		}_	};copies,from,one,stream,to,another,param,in,input,stream,to,read,from,param,out,output,stream,to,write,to,param,buff,size,the,size,of,the,buffer,param,close,whether,or,not,close,the,input,stream,and,output,stream,at,the,end,the,streams,are,closed,in,the,finally,clause,throws,ioexception,thrown,if,an,error,occurred,while,writing,to,the,output,stream;public,static,void,copy,bytes,final,input,stream,in,final,output,stream,out,final,int,buff,size,final,boolean,close,throws,ioexception,suppress,warnings,resource,final,print,stream,ps,out,instanceof,print,stream,print,stream,out,null,final,byte,buf,new,byte,buff,size,try,int,bytes,read,in,read,buf,while,bytes,read,0,out,write,buf,0,bytes,read,if,ps,null,ps,check,error,throw,new,ioexception,unable,to,write,to,output,stream,bytes,read,in,read,buf,finally,if,close,out,close,in,close
IOUtils -> public static void copyBytes(final InputStream in, final OutputStream out, final int buffSize, final boolean close) 			throws IOException;1516295284;Copies from one stream to another.__@param in_InputStream to read from_@param out_OutputStream to write to_@param buffSize_the size of the buffer_@param close_whether or not close the InputStream and OutputStream at the end. The streams are closed in the finally_clause._@throws IOException_thrown if an error occurred while writing to the output stream;public static void copyBytes(final InputStream in, final OutputStream out, final int buffSize, final boolean close)_			throws IOException {__		@SuppressWarnings("resource")_		final PrintStream ps = out instanceof PrintStream ? (PrintStream) out : null__		final byte[] buf = new byte[buffSize]__		try {_			int bytesRead = in.read(buf)__			while (bytesRead >= 0) {_				out.write(buf, 0, bytesRead)__				if ((ps != null) && ps.checkError()) {_					throw new IOException("Unable to write to output stream.")__				}_				bytesRead = in.read(buf)__			}_		} finally {_			if (close) {_				out.close()__				in.close()__			}_		}_	};copies,from,one,stream,to,another,param,in,input,stream,to,read,from,param,out,output,stream,to,write,to,param,buff,size,the,size,of,the,buffer,param,close,whether,or,not,close,the,input,stream,and,output,stream,at,the,end,the,streams,are,closed,in,the,finally,clause,throws,ioexception,thrown,if,an,error,occurred,while,writing,to,the,output,stream;public,static,void,copy,bytes,final,input,stream,in,final,output,stream,out,final,int,buff,size,final,boolean,close,throws,ioexception,suppress,warnings,resource,final,print,stream,ps,out,instanceof,print,stream,print,stream,out,null,final,byte,buf,new,byte,buff,size,try,int,bytes,read,in,read,buf,while,bytes,read,0,out,write,buf,0,bytes,read,if,ps,null,ps,check,error,throw,new,ioexception,unable,to,write,to,output,stream,bytes,read,in,read,buf,finally,if,close,out,close,in,close
IOUtils -> public static void cleanup(final Logger log, final AutoCloseable... closeables);1485363344;Close the AutoCloseable objects and <b>ignore</b> any {@link Exception} or_null pointers. Must only be used for cleanup in exception handlers.__@param log_the log to record problems to at debug level. Can be <code>null</code>._@param closeables_the objects to close;public static void cleanup(final Logger log, final AutoCloseable... closeables) {_		for (AutoCloseable c : closeables) {_			if (c != null) {_				try {_					c.close()__				} catch (Exception e) {_					if (log != null && log.isDebugEnabled()) {_						log.debug("Exception in closing " + c, e)__					}_				}_			}_		}_	};close,the,auto,closeable,objects,and,b,ignore,b,any,link,exception,or,null,pointers,must,only,be,used,for,cleanup,in,exception,handlers,param,log,the,log,to,record,problems,to,at,debug,level,can,be,code,null,code,param,closeables,the,objects,to,close;public,static,void,cleanup,final,logger,log,final,auto,closeable,closeables,for,auto,closeable,c,closeables,if,c,null,try,c,close,catch,exception,e,if,log,null,log,is,debug,enabled,log,debug,exception,in,closing,c,e
IOUtils -> public static void cleanup(final Logger log, final AutoCloseable... closeables);1516295284;Close the AutoCloseable objects and <b>ignore</b> any {@link Exception} or_null pointers. Must only be used for cleanup in exception handlers.__@param log_the log to record problems to at debug level. Can be <code>null</code>._@param closeables_the objects to close;public static void cleanup(final Logger log, final AutoCloseable... closeables) {_		for (AutoCloseable c : closeables) {_			if (c != null) {_				try {_					c.close()__				} catch (Exception e) {_					if (log != null && log.isDebugEnabled()) {_						log.debug("Exception in closing " + c, e)__					}_				}_			}_		}_	};close,the,auto,closeable,objects,and,b,ignore,b,any,link,exception,or,null,pointers,must,only,be,used,for,cleanup,in,exception,handlers,param,log,the,log,to,record,problems,to,at,debug,level,can,be,code,null,code,param,closeables,the,objects,to,close;public,static,void,cleanup,final,logger,log,final,auto,closeable,closeables,for,auto,closeable,c,closeables,if,c,null,try,c,close,catch,exception,e,if,log,null,log,is,debug,enabled,log,debug,exception,in,closing,c,e
IOUtils -> public static void readFully(final InputStream in, final byte[] buf, int off, final int len) 			throws IOException;1460741894;Reads len bytes in a loop.__@param in_The InputStream to read from_@param buf_The buffer to fill_@param off_offset from the buffer_@param len_the length of bytes to read_@throws IOException_if it could not read requested number of bytes for any reason (including EOF);public static void readFully(final InputStream in, final byte[] buf, int off, final int len)_			throws IOException {_		int toRead = len__		while (toRead > 0) {_			final int ret = in.read(buf, off, toRead)__			if (ret < 0) {_				throw new IOException("Premeture EOF from inputStream")__			}_			toRead -= ret__			off += ret__		}_	};reads,len,bytes,in,a,loop,param,in,the,input,stream,to,read,from,param,buf,the,buffer,to,fill,param,off,offset,from,the,buffer,param,len,the,length,of,bytes,to,read,throws,ioexception,if,it,could,not,read,requested,number,of,bytes,for,any,reason,including,eof;public,static,void,read,fully,final,input,stream,in,final,byte,buf,int,off,final,int,len,throws,ioexception,int,to,read,len,while,to,read,0,final,int,ret,in,read,buf,off,to,read,if,ret,0,throw,new,ioexception,premeture,eof,from,input,stream,to,read,ret,off,ret
IOUtils -> public static void readFully(final InputStream in, final byte[] buf, int off, final int len) 			throws IOException;1479853012;Reads len bytes in a loop.__@param in_The InputStream to read from_@param buf_The buffer to fill_@param off_offset from the buffer_@param len_the length of bytes to read_@throws IOException_if it could not read requested number of bytes for any reason (including EOF);public static void readFully(final InputStream in, final byte[] buf, int off, final int len)_			throws IOException {_		int toRead = len__		while (toRead > 0) {_			final int ret = in.read(buf, off, toRead)__			if (ret < 0) {_				throw new IOException("Premeture EOF from inputStream")__			}_			toRead -= ret__			off += ret__		}_	};reads,len,bytes,in,a,loop,param,in,the,input,stream,to,read,from,param,buf,the,buffer,to,fill,param,off,offset,from,the,buffer,param,len,the,length,of,bytes,to,read,throws,ioexception,if,it,could,not,read,requested,number,of,bytes,for,any,reason,including,eof;public,static,void,read,fully,final,input,stream,in,final,byte,buf,int,off,final,int,len,throws,ioexception,int,to,read,len,while,to,read,0,final,int,ret,in,read,buf,off,to,read,if,ret,0,throw,new,ioexception,premeture,eof,from,input,stream,to,read,ret,off,ret
IOUtils -> public static void readFully(final InputStream in, final byte[] buf, int off, final int len) 			throws IOException;1480678142;Reads len bytes in a loop.__@param in_The InputStream to read from_@param buf_The buffer to fill_@param off_offset from the buffer_@param len_the length of bytes to read_@throws IOException_if it could not read requested number of bytes for any reason (including EOF);public static void readFully(final InputStream in, final byte[] buf, int off, final int len)_			throws IOException {_		int toRead = len__		while (toRead > 0) {_			final int ret = in.read(buf, off, toRead)__			if (ret < 0) {_				throw new IOException("Premeture EOF from inputStream")__			}_			toRead -= ret__			off += ret__		}_	};reads,len,bytes,in,a,loop,param,in,the,input,stream,to,read,from,param,buf,the,buffer,to,fill,param,off,offset,from,the,buffer,param,len,the,length,of,bytes,to,read,throws,ioexception,if,it,could,not,read,requested,number,of,bytes,for,any,reason,including,eof;public,static,void,read,fully,final,input,stream,in,final,byte,buf,int,off,final,int,len,throws,ioexception,int,to,read,len,while,to,read,0,final,int,ret,in,read,buf,off,to,read,if,ret,0,throw,new,ioexception,premeture,eof,from,input,stream,to,read,ret,off,ret
IOUtils -> public static void readFully(final InputStream in, final byte[] buf, int off, final int len) 			throws IOException;1485363344;Reads len bytes in a loop.__@param in_The InputStream to read from_@param buf_The buffer to fill_@param off_offset from the buffer_@param len_the length of bytes to read_@throws IOException_if it could not read requested number of bytes for any reason (including EOF);public static void readFully(final InputStream in, final byte[] buf, int off, final int len)_			throws IOException {_		int toRead = len__		while (toRead > 0) {_			final int ret = in.read(buf, off, toRead)__			if (ret < 0) {_				throw new IOException("Premeture EOF from inputStream")__			}_			toRead -= ret__			off += ret__		}_	};reads,len,bytes,in,a,loop,param,in,the,input,stream,to,read,from,param,buf,the,buffer,to,fill,param,off,offset,from,the,buffer,param,len,the,length,of,bytes,to,read,throws,ioexception,if,it,could,not,read,requested,number,of,bytes,for,any,reason,including,eof;public,static,void,read,fully,final,input,stream,in,final,byte,buf,int,off,final,int,len,throws,ioexception,int,to,read,len,while,to,read,0,final,int,ret,in,read,buf,off,to,read,if,ret,0,throw,new,ioexception,premeture,eof,from,input,stream,to,read,ret,off,ret
IOUtils -> public static void readFully(final InputStream in, final byte[] buf, int off, final int len) 			throws IOException;1516295284;Reads len bytes in a loop.__@param in_The InputStream to read from_@param buf_The buffer to fill_@param off_offset from the buffer_@param len_the length of bytes to read_@throws IOException_if it could not read requested number of bytes for any reason (including EOF);public static void readFully(final InputStream in, final byte[] buf, int off, final int len)_			throws IOException {_		int toRead = len__		while (toRead > 0) {_			final int ret = in.read(buf, off, toRead)__			if (ret < 0) {_				throw new IOException("Premeture EOF from inputStream")__			}_			toRead -= ret__			off += ret__		}_	};reads,len,bytes,in,a,loop,param,in,the,input,stream,to,read,from,param,buf,the,buffer,to,fill,param,off,offset,from,the,buffer,param,len,the,length,of,bytes,to,read,throws,ioexception,if,it,could,not,read,requested,number,of,bytes,for,any,reason,including,eof;public,static,void,read,fully,final,input,stream,in,final,byte,buf,int,off,final,int,len,throws,ioexception,int,to,read,len,while,to,read,0,final,int,ret,in,read,buf,off,to,read,if,ret,0,throw,new,ioexception,premeture,eof,from,input,stream,to,read,ret,off,ret
IOUtils -> public static void cleanup(final Logger log, final java.io.Closeable... closeables);1460741894;Close the Closeable objects and <b>ignore</b> any {@link IOException} or_null pointers. Must only be used for cleanup in exception handlers.__@param log_the log to record problems to at debug level. Can be <code>null</code>._@param closeables_the objects to close;public static void cleanup(final Logger log, final java.io.Closeable... closeables) {_		for (java.io.Closeable c : closeables) {_			if (c != null) {_				try {_					c.close()__				} catch (IOException e) {_					if (log != null && log.isDebugEnabled()) {_						log.debug("Exception in closing " + c, e)__					}_				}_			}_		}_	};close,the,closeable,objects,and,b,ignore,b,any,link,ioexception,or,null,pointers,must,only,be,used,for,cleanup,in,exception,handlers,param,log,the,log,to,record,problems,to,at,debug,level,can,be,code,null,code,param,closeables,the,objects,to,close;public,static,void,cleanup,final,logger,log,final,java,io,closeable,closeables,for,java,io,closeable,c,closeables,if,c,null,try,c,close,catch,ioexception,e,if,log,null,log,is,debug,enabled,log,debug,exception,in,closing,c,e
IOUtils -> public static void cleanup(final Logger log, final java.io.Closeable... closeables);1479853012;Close the Closeable objects and <b>ignore</b> any {@link IOException} or_null pointers. Must only be used for cleanup in exception handlers.__@param log_the log to record problems to at debug level. Can be <code>null</code>._@param closeables_the objects to close;public static void cleanup(final Logger log, final java.io.Closeable... closeables) {_		for (java.io.Closeable c : closeables) {_			if (c != null) {_				try {_					c.close()__				} catch (IOException e) {_					if (log != null && log.isDebugEnabled()) {_						log.debug("Exception in closing " + c, e)__					}_				}_			}_		}_	};close,the,closeable,objects,and,b,ignore,b,any,link,ioexception,or,null,pointers,must,only,be,used,for,cleanup,in,exception,handlers,param,log,the,log,to,record,problems,to,at,debug,level,can,be,code,null,code,param,closeables,the,objects,to,close;public,static,void,cleanup,final,logger,log,final,java,io,closeable,closeables,for,java,io,closeable,c,closeables,if,c,null,try,c,close,catch,ioexception,e,if,log,null,log,is,debug,enabled,log,debug,exception,in,closing,c,e
