# id;timestamp;commentText;codeText;commentWords;codeWords
Trigger -> public void clear(W window, TriggerContext ctx) throws Exception;1455138931;Clears any state that the trigger might still hold for the given window. This is called_when a window is purged. Timers set using {@link TriggerContext#registerEventTimeTimer(long)}_and {@link TriggerContext#registerProcessingTimeTimer(long)} should be deleted here as_well as state acquired using {@link TriggerContext#getPartitionedState(StateDescriptor)}.__<p>By default, this method does nothing.;public void clear(W window, TriggerContext ctx) throws Exception {};clears,any,state,that,the,trigger,might,still,hold,for,the,given,window,this,is,called,when,a,window,is,purged,timers,set,using,link,trigger,context,register,event,time,timer,long,and,link,trigger,context,register,processing,time,timer,long,should,be,deleted,here,as,well,as,state,acquired,using,link,trigger,context,get,partitioned,state,state,descriptor,p,by,default,this,method,does,nothing;public,void,clear,w,window,trigger,context,ctx,throws,exception
Trigger -> public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;1466072007;Called for every element that gets added to a pane. The result of this will determine_whether the pane is evaluated to emit results.__@param element The element that arrived._@param timestamp The timestamp of the element that arrived._@param window The window to which the element is being added._@param ctx A context object that can be used to register timer callbacks.;public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;called,for,every,element,that,gets,added,to,a,pane,the,result,of,this,will,determine,whether,the,pane,is,evaluated,to,emit,results,param,element,the,element,that,arrived,param,timestamp,the,timestamp,of,the,element,that,arrived,param,window,the,window,to,which,the,element,is,being,added,param,ctx,a,context,object,that,can,be,used,to,register,timer,callbacks;public,abstract,trigger,result,on,element,t,element,long,timestamp,w,window,trigger,context,ctx,throws,exception
Trigger -> public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;1467040572;Called for every element that gets added to a pane. The result of this will determine_whether the pane is evaluated to emit results.__@param element The element that arrived._@param timestamp The timestamp of the element that arrived._@param window The window to which the element is being added._@param ctx A context object that can be used to register timer callbacks.;public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;called,for,every,element,that,gets,added,to,a,pane,the,result,of,this,will,determine,whether,the,pane,is,evaluated,to,emit,results,param,element,the,element,that,arrived,param,timestamp,the,timestamp,of,the,element,that,arrived,param,window,the,window,to,which,the,element,is,being,added,param,ctx,a,context,object,that,can,be,used,to,register,timer,callbacks;public,abstract,trigger,result,on,element,t,element,long,timestamp,w,window,trigger,context,ctx,throws,exception
Trigger -> public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;1474635666;Called for every element that gets added to a pane. The result of this will determine_whether the pane is evaluated to emit results.__@param element The element that arrived._@param timestamp The timestamp of the element that arrived._@param window The window to which the element is being added._@param ctx A context object that can be used to register timer callbacks.;public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;called,for,every,element,that,gets,added,to,a,pane,the,result,of,this,will,determine,whether,the,pane,is,evaluated,to,emit,results,param,element,the,element,that,arrived,param,timestamp,the,timestamp,of,the,element,that,arrived,param,window,the,window,to,which,the,element,is,being,added,param,ctx,a,context,object,that,can,be,used,to,register,timer,callbacks;public,abstract,trigger,result,on,element,t,element,long,timestamp,w,window,trigger,context,ctx,throws,exception
Trigger -> public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;1477293106;Called for every element that gets added to a pane. The result of this will determine_whether the pane is evaluated to emit results.__@param element The element that arrived._@param timestamp The timestamp of the element that arrived._@param window The window to which the element is being added._@param ctx A context object that can be used to register timer callbacks.;public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;called,for,every,element,that,gets,added,to,a,pane,the,result,of,this,will,determine,whether,the,pane,is,evaluated,to,emit,results,param,element,the,element,that,arrived,param,timestamp,the,timestamp,of,the,element,that,arrived,param,window,the,window,to,which,the,element,is,being,added,param,ctx,a,context,object,that,can,be,used,to,register,timer,callbacks;public,abstract,trigger,result,on,element,t,element,long,timestamp,w,window,trigger,context,ctx,throws,exception
Trigger -> public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;1480333691;Called for every element that gets added to a pane. The result of this will determine_whether the pane is evaluated to emit results.__@param element The element that arrived._@param timestamp The timestamp of the element that arrived._@param window The window to which the element is being added._@param ctx A context object that can be used to register timer callbacks.;public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;called,for,every,element,that,gets,added,to,a,pane,the,result,of,this,will,determine,whether,the,pane,is,evaluated,to,emit,results,param,element,the,element,that,arrived,param,timestamp,the,timestamp,of,the,element,that,arrived,param,window,the,window,to,which,the,element,is,being,added,param,ctx,a,context,object,that,can,be,used,to,register,timer,callbacks;public,abstract,trigger,result,on,element,t,element,long,timestamp,w,window,trigger,context,ctx,throws,exception
Trigger -> public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;1485116541;Called for every element that gets added to a pane. The result of this will determine_whether the pane is evaluated to emit results.__@param element The element that arrived._@param timestamp The timestamp of the element that arrived._@param window The window to which the element is being added._@param ctx A context object that can be used to register timer callbacks.;public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;called,for,every,element,that,gets,added,to,a,pane,the,result,of,this,will,determine,whether,the,pane,is,evaluated,to,emit,results,param,element,the,element,that,arrived,param,timestamp,the,timestamp,of,the,element,that,arrived,param,window,the,window,to,which,the,element,is,being,added,param,ctx,a,context,object,that,can,be,used,to,register,timer,callbacks;public,abstract,trigger,result,on,element,t,element,long,timestamp,w,window,trigger,context,ctx,throws,exception
Trigger -> public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;1491417674;Called for every element that gets added to a pane. The result of this will determine_whether the pane is evaluated to emit results.__@param element The element that arrived._@param timestamp The timestamp of the element that arrived._@param window The window to which the element is being added._@param ctx A context object that can be used to register timer callbacks.;public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;called,for,every,element,that,gets,added,to,a,pane,the,result,of,this,will,determine,whether,the,pane,is,evaluated,to,emit,results,param,element,the,element,that,arrived,param,timestamp,the,timestamp,of,the,element,that,arrived,param,window,the,window,to,which,the,element,is,being,added,param,ctx,a,context,object,that,can,be,used,to,register,timer,callbacks;public,abstract,trigger,result,on,element,t,element,long,timestamp,w,window,trigger,context,ctx,throws,exception
Trigger -> public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;1493195810;Called for every element that gets added to a pane. The result of this will determine_whether the pane is evaluated to emit results.__@param element The element that arrived._@param timestamp The timestamp of the element that arrived._@param window The window to which the element is being added._@param ctx A context object that can be used to register timer callbacks.;public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;called,for,every,element,that,gets,added,to,a,pane,the,result,of,this,will,determine,whether,the,pane,is,evaluated,to,emit,results,param,element,the,element,that,arrived,param,timestamp,the,timestamp,of,the,element,that,arrived,param,window,the,window,to,which,the,element,is,being,added,param,ctx,a,context,object,that,can,be,used,to,register,timer,callbacks;public,abstract,trigger,result,on,element,t,element,long,timestamp,w,window,trigger,context,ctx,throws,exception
Trigger -> public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;1493195810;Called for every element that gets added to a pane. The result of this will determine_whether the pane is evaluated to emit results.__@param element The element that arrived._@param timestamp The timestamp of the element that arrived._@param window The window to which the element is being added._@param ctx A context object that can be used to register timer callbacks.;public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;called,for,every,element,that,gets,added,to,a,pane,the,result,of,this,will,determine,whether,the,pane,is,evaluated,to,emit,results,param,element,the,element,that,arrived,param,timestamp,the,timestamp,of,the,element,that,arrived,param,window,the,window,to,which,the,element,is,being,added,param,ctx,a,context,object,that,can,be,used,to,register,timer,callbacks;public,abstract,trigger,result,on,element,t,element,long,timestamp,w,window,trigger,context,ctx,throws,exception
Trigger -> public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;1495484544;Called for every element that gets added to a pane. The result of this will determine_whether the pane is evaluated to emit results.__@param element The element that arrived._@param timestamp The timestamp of the element that arrived._@param window The window to which the element is being added._@param ctx A context object that can be used to register timer callbacks.;public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;called,for,every,element,that,gets,added,to,a,pane,the,result,of,this,will,determine,whether,the,pane,is,evaluated,to,emit,results,param,element,the,element,that,arrived,param,timestamp,the,timestamp,of,the,element,that,arrived,param,window,the,window,to,which,the,element,is,being,added,param,ctx,a,context,object,that,can,be,used,to,register,timer,callbacks;public,abstract,trigger,result,on,element,t,element,long,timestamp,w,window,trigger,context,ctx,throws,exception
Trigger -> public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;1508855000;Called for every element that gets added to a pane. The result of this will determine_whether the pane is evaluated to emit results.__@param element The element that arrived._@param timestamp The timestamp of the element that arrived._@param window The window to which the element is being added._@param ctx A context object that can be used to register timer callbacks.;public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;called,for,every,element,that,gets,added,to,a,pane,the,result,of,this,will,determine,whether,the,pane,is,evaluated,to,emit,results,param,element,the,element,that,arrived,param,timestamp,the,timestamp,of,the,element,that,arrived,param,window,the,window,to,which,the,element,is,being,added,param,ctx,a,context,object,that,can,be,used,to,register,timer,callbacks;public,abstract,trigger,result,on,element,t,element,long,timestamp,w,window,trigger,context,ctx,throws,exception
Trigger -> public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;1511362019;Called for every element that gets added to a pane. The result of this will determine_whether the pane is evaluated to emit results.__@param element The element that arrived._@param timestamp The timestamp of the element that arrived._@param window The window to which the element is being added._@param ctx A context object that can be used to register timer callbacks.;public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;called,for,every,element,that,gets,added,to,a,pane,the,result,of,this,will,determine,whether,the,pane,is,evaluated,to,emit,results,param,element,the,element,that,arrived,param,timestamp,the,timestamp,of,the,element,that,arrived,param,window,the,window,to,which,the,element,is,being,added,param,ctx,a,context,object,that,can,be,used,to,register,timer,callbacks;public,abstract,trigger,result,on,element,t,element,long,timestamp,w,window,trigger,context,ctx,throws,exception
Trigger -> public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;1531308946;Called for every element that gets added to a pane. The result of this will determine_whether the pane is evaluated to emit results.__@param element The element that arrived._@param timestamp The timestamp of the element that arrived._@param window The window to which the element is being added._@param ctx A context object that can be used to register timer callbacks.;public abstract TriggerResult onElement(T element, long timestamp, W window, TriggerContext ctx) throws Exception_;called,for,every,element,that,gets,added,to,a,pane,the,result,of,this,will,determine,whether,the,pane,is,evaluated,to,emit,results,param,element,the,element,that,arrived,param,timestamp,the,timestamp,of,the,element,that,arrived,param,window,the,window,to,which,the,element,is,being,added,param,ctx,a,context,object,that,can,be,used,to,register,timer,callbacks;public,abstract,trigger,result,on,element,t,element,long,timestamp,w,window,trigger,context,ctx,throws,exception
Trigger -> TriggerResult onProcessingTime(long time, W window, TriggerContext ctx) throws Exception_;1445608082;Called when a processing-time timer that was set using the trigger context fires.__@param time The timestamp at which the timer fired._@param ctx A context object that can be used to register timer callbacks.;TriggerResult onProcessingTime(long time, W window, TriggerContext ctx) throws Exception_;called,when,a,processing,time,timer,that,was,set,using,the,trigger,context,fires,param,time,the,timestamp,at,which,the,timer,fired,param,ctx,a,context,object,that,can,be,used,to,register,timer,callbacks;trigger,result,on,processing,time,long,time,w,window,trigger,context,ctx,throws,exception
Trigger -> TriggerResult onProcessingTime(long time, W window, TriggerContext ctx) throws Exception_;1445608190;Called when a processing-time timer that was set using the trigger context fires.__@param time The timestamp at which the timer fired._@param ctx A context object that can be used to register timer callbacks.;TriggerResult onProcessingTime(long time, W window, TriggerContext ctx) throws Exception_;called,when,a,processing,time,timer,that,was,set,using,the,trigger,context,fires,param,time,the,timestamp,at,which,the,timer,fired,param,ctx,a,context,object,that,can,be,used,to,register,timer,callbacks;trigger,result,on,processing,time,long,time,w,window,trigger,context,ctx,throws,exception
Trigger -> TriggerResult onProcessingTime(long time, W window, TriggerContext ctx) throws Exception_;1454494074;Called when a processing-time timer that was set using the trigger context fires.__@param time The timestamp at which the timer fired._@param ctx A context object that can be used to register timer callbacks.;TriggerResult onProcessingTime(long time, W window, TriggerContext ctx) throws Exception_;called,when,a,processing,time,timer,that,was,set,using,the,trigger,context,fires,param,time,the,timestamp,at,which,the,timer,fired,param,ctx,a,context,object,that,can,be,used,to,register,timer,callbacks;trigger,result,on,processing,time,long,time,w,window,trigger,context,ctx,throws,exception
Trigger -> TriggerResult onProcessingTime(long time, W window, TriggerContext ctx) throws Exception_;1454527671;Called when a processing-time timer that was set using the trigger context fires.__@param time The timestamp at which the timer fired._@param ctx A context object that can be used to register timer callbacks.;TriggerResult onProcessingTime(long time, W window, TriggerContext ctx) throws Exception_;called,when,a,processing,time,timer,that,was,set,using,the,trigger,context,fires,param,time,the,timestamp,at,which,the,timer,fired,param,ctx,a,context,object,that,can,be,used,to,register,timer,callbacks;trigger,result,on,processing,time,long,time,w,window,trigger,context,ctx,throws,exception
Trigger -> TriggerResult onProcessingTime(long time, W window, TriggerContext ctx) throws Exception_;1454527671;Called when a processing-time timer that was set using the trigger context fires.__@param time The timestamp at which the timer fired._@param ctx A context object that can be used to register timer callbacks.;TriggerResult onProcessingTime(long time, W window, TriggerContext ctx) throws Exception_;called,when,a,processing,time,timer,that,was,set,using,the,trigger,context,fires,param,time,the,timestamp,at,which,the,timer,fired,param,ctx,a,context,object,that,can,be,used,to,register,timer,callbacks;trigger,result,on,processing,time,long,time,w,window,trigger,context,ctx,throws,exception
Trigger -> TriggerResult onProcessingTime(long time, W window, TriggerContext ctx) throws Exception_;1454527712;Called when a processing-time timer that was set using the trigger context fires.__@param time The timestamp at which the timer fired._@param ctx A context object that can be used to register timer callbacks.;TriggerResult onProcessingTime(long time, W window, TriggerContext ctx) throws Exception_;called,when,a,processing,time,timer,that,was,set,using,the,trigger,context,fires,param,time,the,timestamp,at,which,the,timer,fired,param,ctx,a,context,object,that,can,be,used,to,register,timer,callbacks;trigger,result,on,processing,time,long,time,w,window,trigger,context,ctx,throws,exception
Trigger -> TriggerResult onProcessingTime(long time, W window, TriggerContext ctx) throws Exception_;1454527721;Called when a processing-time timer that was set using the trigger context fires.__@param time The timestamp at which the timer fired._@param ctx A context object that can be used to register timer callbacks.;TriggerResult onProcessingTime(long time, W window, TriggerContext ctx) throws Exception_;called,when,a,processing,time,timer,that,was,set,using,the,trigger,context,fires,param,time,the,timestamp,at,which,the,timer,fired,param,ctx,a,context,object,that,can,be,used,to,register,timer,callbacks;trigger,result,on,processing,time,long,time,w,window,trigger,context,ctx,throws,exception
Trigger -> TriggerContext -> @Deprecated 		<S extends Serializable> ValueState<S> getKeyValueState(String name, Class<S> stateType, S defaultState)_;1454527671;Retrieves a {@link ValueState} object that can be used to interact with_fault-tolerant state that is scoped to the window and key of the current_trigger invocation.__@param name The name of the key/value state._@param stateType The class of the type that is stored in the state. Used to generate_serializers for managed memory and checkpointing._@param defaultState The default state value, returned when the state is accessed and_no value has yet been set for the key. May be null.__@param <S>          The type of the state._@return The partitioned state object._@throws UnsupportedOperationException Thrown, if no partitioned state is available for the_function (function is not part os a KeyedStream).;@Deprecated_		<S extends Serializable> ValueState<S> getKeyValueState(String name, Class<S> stateType, S defaultState)_;retrieves,a,link,value,state,object,that,can,be,used,to,interact,with,fault,tolerant,state,that,is,scoped,to,the,window,and,key,of,the,current,trigger,invocation,param,name,the,name,of,the,key,value,state,param,state,type,the,class,of,the,type,that,is,stored,in,the,state,used,to,generate,serializers,for,managed,memory,and,checkpointing,param,default,state,the,default,state,value,returned,when,the,state,is,accessed,and,no,value,has,yet,been,set,for,the,key,may,be,null,param,s,the,type,of,the,state,return,the,partitioned,state,object,throws,unsupported,operation,exception,thrown,if,no,partitioned,state,is,available,for,the,function,function,is,not,part,os,a,keyed,stream;deprecated,s,extends,serializable,value,state,s,get,key,value,state,string,name,class,s,state,type,s,default,state
Trigger -> TriggerContext -> @Deprecated 		<S extends Serializable> ValueState<S> getKeyValueState(String name, Class<S> stateType, S defaultState)_;1454527712;Retrieves a {@link ValueState} object that can be used to interact with_fault-tolerant state that is scoped to the window and key of the current_trigger invocation.__@param name The name of the key/value state._@param stateType The class of the type that is stored in the state. Used to generate_serializers for managed memory and checkpointing._@param defaultState The default state value, returned when the state is accessed and_no value has yet been set for the key. May be null.__@param <S>          The type of the state._@return The partitioned state object._@throws UnsupportedOperationException Thrown, if no partitioned state is available for the_function (function is not part os a KeyedStream).;@Deprecated_		<S extends Serializable> ValueState<S> getKeyValueState(String name, Class<S> stateType, S defaultState)_;retrieves,a,link,value,state,object,that,can,be,used,to,interact,with,fault,tolerant,state,that,is,scoped,to,the,window,and,key,of,the,current,trigger,invocation,param,name,the,name,of,the,key,value,state,param,state,type,the,class,of,the,type,that,is,stored,in,the,state,used,to,generate,serializers,for,managed,memory,and,checkpointing,param,default,state,the,default,state,value,returned,when,the,state,is,accessed,and,no,value,has,yet,been,set,for,the,key,may,be,null,param,s,the,type,of,the,state,return,the,partitioned,state,object,throws,unsupported,operation,exception,thrown,if,no,partitioned,state,is,available,for,the,function,function,is,not,part,os,a,keyed,stream;deprecated,s,extends,serializable,value,state,s,get,key,value,state,string,name,class,s,state,type,s,default,state
Trigger -> TriggerContext -> @Deprecated 		<S extends Serializable> ValueState<S> getKeyValueState(String name, Class<S> stateType, S defaultState)_;1454527721;Retrieves a {@link ValueState} object that can be used to interact with_fault-tolerant state that is scoped to the window and key of the current_trigger invocation.__@param name The name of the key/value state._@param stateType The class of the type that is stored in the state. Used to generate_serializers for managed memory and checkpointing._@param defaultState The default state value, returned when the state is accessed and_no value has yet been set for the key. May be null.__@param <S>          The type of the state._@return The partitioned state object._@throws UnsupportedOperationException Thrown, if no partitioned state is available for the_function (function is not part os a KeyedStream).;@Deprecated_		<S extends Serializable> ValueState<S> getKeyValueState(String name, Class<S> stateType, S defaultState)_;retrieves,a,link,value,state,object,that,can,be,used,to,interact,with,fault,tolerant,state,that,is,scoped,to,the,window,and,key,of,the,current,trigger,invocation,param,name,the,name,of,the,key,value,state,param,state,type,the,class,of,the,type,that,is,stored,in,the,state,used,to,generate,serializers,for,managed,memory,and,checkpointing,param,default,state,the,default,state,value,returned,when,the,state,is,accessed,and,no,value,has,yet,been,set,for,the,key,may,be,null,param,s,the,type,of,the,state,return,the,partitioned,state,object,throws,unsupported,operation,exception,thrown,if,no,partitioned,state,is,available,for,the,function,function,is,not,part,os,a,keyed,stream;deprecated,s,extends,serializable,value,state,s,get,key,value,state,string,name,class,s,state,type,s,default,state
