# id;timestamp;commentText;codeText;commentWords;codeWords
ClassVisitor -> public ClassVisitor(final int api, final ClassVisitor cv);1366718246;Constructs a new {@link ClassVisitor}.__@param api_the ASM API version implemented by this visitor. Must be one_of {@link Opcodes#ASM4}._@param cv_the class visitor to which this visitor must delegate method_calls. May be null.;public ClassVisitor(final int api, final ClassVisitor cv) {_		_        this.api = api__        this.cv = cv__    };constructs,a,new,link,class,visitor,param,api,the,asm,api,version,implemented,by,this,visitor,must,be,one,of,link,opcodes,asm4,param,cv,the,class,visitor,to,which,this,visitor,must,delegate,method,calls,may,be,null;public,class,visitor,final,int,api,final,class,visitor,cv,this,api,api,this,cv,cv
ClassVisitor -> public ClassVisitor(final int api);1505821772;Constructs a new {@link ClassVisitor}.__@param api_the ASM API version implemented by this visitor. Must be one_of {@link Opcodes#ASM4}, {@link Opcodes#ASM5} or {@link Opcodes#ASM6}.;public ClassVisitor(final int api) {_        this(api, null)__    };constructs,a,new,link,class,visitor,param,api,the,asm,api,version,implemented,by,this,visitor,must,be,one,of,link,opcodes,asm4,link,opcodes,asm5,or,link,opcodes,asm6;public,class,visitor,final,int,api,this,api,null
ClassVisitor -> public ClassVisitor(final int api);1531241461;Constructs a new {@link ClassVisitor}.__@param api the ASM API version implemented by this visitor. Must be one of {@link_Opcodes#ASM4}, {@link Opcodes#ASM5}, {@link Opcodes#ASM6} or {@link_Opcodes#ASM7_EXPERIMENTAL}.;public ClassVisitor(final int api) {_    this(api, null)__  };constructs,a,new,link,class,visitor,param,api,the,asm,api,version,implemented,by,this,visitor,must,be,one,of,link,opcodes,asm4,link,opcodes,asm5,link,opcodes,asm6,or,link,opcodes;public,class,visitor,final,int,api,this,api,null
ClassVisitor -> public ClassVisitor(final int api);1536664245;Constructs a new {@link ClassVisitor}.__@param api the ASM API version implemented by this visitor. Must be one of {@link_Opcodes#ASM4}, {@link Opcodes#ASM5}, {@link Opcodes#ASM6} or {@link Opcodes#ASM7}.;public ClassVisitor(final int api) {_    this(api, null)__  };constructs,a,new,link,class,visitor,param,api,the,asm,api,version,implemented,by,this,visitor,must,be,one,of,link,opcodes,asm4,link,opcodes,asm5,link,opcodes,asm6,or,link,opcodes,asm7;public,class,visitor,final,int,api,this,api,null
ClassVisitor -> public void visitSource(String source, String debug);1366718246;Visits the source of the class.__@param source_the name of the source file from which the class was compiled._May be <tt>null</tt>._@param debug_additional debug information to compute the correspondance_between source and compiled elements of the class. May be_<tt>null</tt>.;public void visitSource(String source, String debug) {_        if (cv != null) {_            cv.visitSource(source, debug)__        }_    };visits,the,source,of,the,class,param,source,the,name,of,the,source,file,from,which,the,class,was,compiled,may,be,tt,null,tt,param,debug,additional,debug,information,to,compute,the,correspondance,between,source,and,compiled,elements,of,the,class,may,be,tt,null,tt;public,void,visit,source,string,source,string,debug,if,cv,null,cv,visit,source,source,debug
ClassVisitor -> public void visitSource(String source, String debug);1395273982;Visits the source of the class.__@param source_the name of the source file from which the class was compiled._May be <tt>null</tt>._@param debug_additional debug information to compute the correspondance_between source and compiled elements of the class. May be_<tt>null</tt>.;public void visitSource(String source, String debug) {_        if (cv != null) {_            cv.visitSource(source, debug)__        }_    };visits,the,source,of,the,class,param,source,the,name,of,the,source,file,from,which,the,class,was,compiled,may,be,tt,null,tt,param,debug,additional,debug,information,to,compute,the,correspondance,between,source,and,compiled,elements,of,the,class,may,be,tt,null,tt;public,void,visit,source,string,source,string,debug,if,cv,null,cv,visit,source,source,debug
ClassVisitor -> public void visitSource(String source, String debug);1397644526;Visits the source of the class.__@param source_the name of the source file from which the class was compiled._May be <tt>null</tt>._@param debug_additional debug information to compute the correspondance_between source and compiled elements of the class. May be_<tt>null</tt>.;public void visitSource(String source, String debug) {_        if (cv != null) {_            cv.visitSource(source, debug)__        }_    };visits,the,source,of,the,class,param,source,the,name,of,the,source,file,from,which,the,class,was,compiled,may,be,tt,null,tt,param,debug,additional,debug,information,to,compute,the,correspondance,between,source,and,compiled,elements,of,the,class,may,be,tt,null,tt;public,void,visit,source,string,source,string,debug,if,cv,null,cv,visit,source,source,debug
ClassVisitor -> public void visitSource(String source, String debug);1505821772;Visits the source of the class.__@param source_the name of the source file from which the class was compiled._May be <tt>null</tt>._@param debug_additional debug information to compute the correspondance_between source and compiled elements of the class. May be_<tt>null</tt>.;public void visitSource(String source, String debug) {_        if (cv != null) {_            cv.visitSource(source, debug)__        }_    };visits,the,source,of,the,class,param,source,the,name,of,the,source,file,from,which,the,class,was,compiled,may,be,tt,null,tt,param,debug,additional,debug,information,to,compute,the,correspondance,between,source,and,compiled,elements,of,the,class,may,be,tt,null,tt;public,void,visit,source,string,source,string,debug,if,cv,null,cv,visit,source,source,debug
ClassVisitor -> public AnnotationVisitor visitAnnotation(String desc, boolean visible);1366718246;Visits an annotation of the class.__@param desc_the class descriptor of the annotation class._@param visible_<tt>true</tt> if the annotation is visible at runtime._@return a visitor to visit the annotation values, or <tt>null</tt> if_this visitor is not interested in visiting this annotation.;public AnnotationVisitor visitAnnotation(String desc, boolean visible) {_        if (cv != null) {_            return cv.visitAnnotation(desc, visible)__        }_        return null__    };visits,an,annotation,of,the,class,param,desc,the,class,descriptor,of,the,annotation,class,param,visible,tt,true,tt,if,the,annotation,is,visible,at,runtime,return,a,visitor,to,visit,the,annotation,values,or,tt,null,tt,if,this,visitor,is,not,interested,in,visiting,this,annotation;public,annotation,visitor,visit,annotation,string,desc,boolean,visible,if,cv,null,return,cv,visit,annotation,desc,visible,return,null
ClassVisitor -> public AnnotationVisitor visitAnnotation(String desc, boolean visible);1395273982;Visits an annotation of the class.__@param desc_the class descriptor of the annotation class._@param visible_<tt>true</tt> if the annotation is visible at runtime._@return a visitor to visit the annotation values, or <tt>null</tt> if_this visitor is not interested in visiting this annotation.;public AnnotationVisitor visitAnnotation(String desc, boolean visible) {_        if (cv != null) {_            return cv.visitAnnotation(desc, visible)__        }_        return null__    };visits,an,annotation,of,the,class,param,desc,the,class,descriptor,of,the,annotation,class,param,visible,tt,true,tt,if,the,annotation,is,visible,at,runtime,return,a,visitor,to,visit,the,annotation,values,or,tt,null,tt,if,this,visitor,is,not,interested,in,visiting,this,annotation;public,annotation,visitor,visit,annotation,string,desc,boolean,visible,if,cv,null,return,cv,visit,annotation,desc,visible,return,null
ClassVisitor -> public AnnotationVisitor visitAnnotation(String desc, boolean visible);1397644526;Visits an annotation of the class.__@param desc_the class descriptor of the annotation class._@param visible_<tt>true</tt> if the annotation is visible at runtime._@return a visitor to visit the annotation values, or <tt>null</tt> if_this visitor is not interested in visiting this annotation.;public AnnotationVisitor visitAnnotation(String desc, boolean visible) {_        if (cv != null) {_            return cv.visitAnnotation(desc, visible)__        }_        return null__    };visits,an,annotation,of,the,class,param,desc,the,class,descriptor,of,the,annotation,class,param,visible,tt,true,tt,if,the,annotation,is,visible,at,runtime,return,a,visitor,to,visit,the,annotation,values,or,tt,null,tt,if,this,visitor,is,not,interested,in,visiting,this,annotation;public,annotation,visitor,visit,annotation,string,desc,boolean,visible,if,cv,null,return,cv,visit,annotation,desc,visible,return,null
ClassVisitor -> public AnnotationVisitor visitAnnotation(String desc, boolean visible);1505821772;Visits an annotation of the class.__@param desc_the class descriptor of the annotation class._@param visible_<tt>true</tt> if the annotation is visible at runtime._@return a visitor to visit the annotation values, or <tt>null</tt> if_this visitor is not interested in visiting this annotation.;public AnnotationVisitor visitAnnotation(String desc, boolean visible) {_        if (cv != null) {_            return cv.visitAnnotation(desc, visible)__        }_        return null__    };visits,an,annotation,of,the,class,param,desc,the,class,descriptor,of,the,annotation,class,param,visible,tt,true,tt,if,the,annotation,is,visible,at,runtime,return,a,visitor,to,visit,the,annotation,values,or,tt,null,tt,if,this,visitor,is,not,interested,in,visiting,this,annotation;public,annotation,visitor,visit,annotation,string,desc,boolean,visible,if,cv,null,return,cv,visit,annotation,desc,visible,return,null
ClassVisitor -> public MethodVisitor visitMethod(int access, String name, String desc,             String signature, String[] exceptions);1366718246;Visits a method of the class. This method <i>must</i> return a new_{@link MethodVisitor} instance (or <tt>null</tt>) each time it is called,_i.e., it should not return a previously returned visitor.__@param access_the method's access flags (see {@link Opcodes}). This_parameter also indicates if the method is synthetic and/or_deprecated._@param name_the method's name._@param desc_the method's descriptor (see {@link Type Type})._@param signature_the method's signature. May be <tt>null</tt> if the method_parameters, return type and exceptions do not use generic_types._@param exceptions_the internal names of the method's exception classes (see_{@link Type#getInternalName() getInternalName}). May be_<tt>null</tt>._@return an object to visit the byte code of the method, or <tt>null</tt>_if this class visitor is not interested in visiting the code of_this method.;public MethodVisitor visitMethod(int access, String name, String desc,_            String signature, String[] exceptions) {_        if (cv != null) {_            return cv.visitMethod(access, name, desc, signature, exceptions)__        }_        return null__    };visits,a,method,of,the,class,this,method,i,must,i,return,a,new,link,method,visitor,instance,or,tt,null,tt,each,time,it,is,called,i,e,it,should,not,return,a,previously,returned,visitor,param,access,the,method,s,access,flags,see,link,opcodes,this,parameter,also,indicates,if,the,method,is,synthetic,and,or,deprecated,param,name,the,method,s,name,param,desc,the,method,s,descriptor,see,link,type,type,param,signature,the,method,s,signature,may,be,tt,null,tt,if,the,method,parameters,return,type,and,exceptions,do,not,use,generic,types,param,exceptions,the,internal,names,of,the,method,s,exception,classes,see,link,type,get,internal,name,get,internal,name,may,be,tt,null,tt,return,an,object,to,visit,the,byte,code,of,the,method,or,tt,null,tt,if,this,class,visitor,is,not,interested,in,visiting,the,code,of,this,method;public,method,visitor,visit,method,int,access,string,name,string,desc,string,signature,string,exceptions,if,cv,null,return,cv,visit,method,access,name,desc,signature,exceptions,return,null
ClassVisitor -> public MethodVisitor visitMethod(int access, String name, String desc,             String signature, String[] exceptions);1395273982;Visits a method of the class. This method <i>must</i> return a new_{@link MethodVisitor} instance (or <tt>null</tt>) each time it is called,_i.e., it should not return a previously returned visitor.__@param access_the method's access flags (see {@link Opcodes}). This_parameter also indicates if the method is synthetic and/or_deprecated._@param name_the method's name._@param desc_the method's descriptor (see {@link Type Type})._@param signature_the method's signature. May be <tt>null</tt> if the method_parameters, return type and exceptions do not use generic_types._@param exceptions_the internal names of the method's exception classes (see_{@link Type#getInternalName() getInternalName}). May be_<tt>null</tt>._@return an object to visit the byte code of the method, or <tt>null</tt>_if this class visitor is not interested in visiting the code of_this method.;public MethodVisitor visitMethod(int access, String name, String desc,_            String signature, String[] exceptions) {_        if (cv != null) {_            return cv.visitMethod(access, name, desc, signature, exceptions)__        }_        return null__    };visits,a,method,of,the,class,this,method,i,must,i,return,a,new,link,method,visitor,instance,or,tt,null,tt,each,time,it,is,called,i,e,it,should,not,return,a,previously,returned,visitor,param,access,the,method,s,access,flags,see,link,opcodes,this,parameter,also,indicates,if,the,method,is,synthetic,and,or,deprecated,param,name,the,method,s,name,param,desc,the,method,s,descriptor,see,link,type,type,param,signature,the,method,s,signature,may,be,tt,null,tt,if,the,method,parameters,return,type,and,exceptions,do,not,use,generic,types,param,exceptions,the,internal,names,of,the,method,s,exception,classes,see,link,type,get,internal,name,get,internal,name,may,be,tt,null,tt,return,an,object,to,visit,the,byte,code,of,the,method,or,tt,null,tt,if,this,class,visitor,is,not,interested,in,visiting,the,code,of,this,method;public,method,visitor,visit,method,int,access,string,name,string,desc,string,signature,string,exceptions,if,cv,null,return,cv,visit,method,access,name,desc,signature,exceptions,return,null
ClassVisitor -> public MethodVisitor visitMethod(int access, String name, String desc,             String signature, String[] exceptions);1397644526;Visits a method of the class. This method <i>must</i> return a new_{@link MethodVisitor} instance (or <tt>null</tt>) each time it is called,_i.e., it should not return a previously returned visitor.__@param access_the method's access flags (see {@link Opcodes}). This_parameter also indicates if the method is synthetic and/or_deprecated._@param name_the method's name._@param desc_the method's descriptor (see {@link Type Type})._@param signature_the method's signature. May be <tt>null</tt> if the method_parameters, return type and exceptions do not use generic_types._@param exceptions_the internal names of the method's exception classes (see_{@link Type#getInternalName() getInternalName}). May be_<tt>null</tt>._@return an object to visit the byte code of the method, or <tt>null</tt>_if this class visitor is not interested in visiting the code of_this method.;public MethodVisitor visitMethod(int access, String name, String desc,_            String signature, String[] exceptions) {_        if (cv != null) {_            return cv.visitMethod(access, name, desc, signature, exceptions)__        }_        return null__    };visits,a,method,of,the,class,this,method,i,must,i,return,a,new,link,method,visitor,instance,or,tt,null,tt,each,time,it,is,called,i,e,it,should,not,return,a,previously,returned,visitor,param,access,the,method,s,access,flags,see,link,opcodes,this,parameter,also,indicates,if,the,method,is,synthetic,and,or,deprecated,param,name,the,method,s,name,param,desc,the,method,s,descriptor,see,link,type,type,param,signature,the,method,s,signature,may,be,tt,null,tt,if,the,method,parameters,return,type,and,exceptions,do,not,use,generic,types,param,exceptions,the,internal,names,of,the,method,s,exception,classes,see,link,type,get,internal,name,get,internal,name,may,be,tt,null,tt,return,an,object,to,visit,the,byte,code,of,the,method,or,tt,null,tt,if,this,class,visitor,is,not,interested,in,visiting,the,code,of,this,method;public,method,visitor,visit,method,int,access,string,name,string,desc,string,signature,string,exceptions,if,cv,null,return,cv,visit,method,access,name,desc,signature,exceptions,return,null
ClassVisitor -> public MethodVisitor visitMethod(int access, String name, String desc,             String signature, String[] exceptions);1505821772;Visits a method of the class. This method <i>must</i> return a new_{@link MethodVisitor} instance (or <tt>null</tt>) each time it is called,_i.e., it should not return a previously returned visitor.__@param access_the method's access flags (see {@link Opcodes}). This_parameter also indicates if the method is synthetic and/or_deprecated._@param name_the method's name._@param desc_the method's descriptor (see {@link Type Type})._@param signature_the method's signature. May be <tt>null</tt> if the method_parameters, return type and exceptions do not use generic_types._@param exceptions_the internal names of the method's exception classes (see_{@link Type#getInternalName() getInternalName}). May be_<tt>null</tt>._@return an object to visit the byte code of the method, or <tt>null</tt>_if this class visitor is not interested in visiting the code of_this method.;public MethodVisitor visitMethod(int access, String name, String desc,_            String signature, String[] exceptions) {_        if (cv != null) {_            return cv.visitMethod(access, name, desc, signature, exceptions)__        }_        return null__    };visits,a,method,of,the,class,this,method,i,must,i,return,a,new,link,method,visitor,instance,or,tt,null,tt,each,time,it,is,called,i,e,it,should,not,return,a,previously,returned,visitor,param,access,the,method,s,access,flags,see,link,opcodes,this,parameter,also,indicates,if,the,method,is,synthetic,and,or,deprecated,param,name,the,method,s,name,param,desc,the,method,s,descriptor,see,link,type,type,param,signature,the,method,s,signature,may,be,tt,null,tt,if,the,method,parameters,return,type,and,exceptions,do,not,use,generic,types,param,exceptions,the,internal,names,of,the,method,s,exception,classes,see,link,type,get,internal,name,get,internal,name,may,be,tt,null,tt,return,an,object,to,visit,the,byte,code,of,the,method,or,tt,null,tt,if,this,class,visitor,is,not,interested,in,visiting,the,code,of,this,method;public,method,visitor,visit,method,int,access,string,name,string,desc,string,signature,string,exceptions,if,cv,null,return,cv,visit,method,access,name,desc,signature,exceptions,return,null
ClassVisitor -> public void visitSource(final String source, final String debug);1531241461;Visits the source of the class.__@param source the name of the source file from which the class was compiled. May be_<tt>null</tt>._@param debug additional debug information to compute the correspondence between source and_compiled elements of the class. May be <tt>null</tt>.;public void visitSource(final String source, final String debug) {_    if (cv != null) {_      cv.visitSource(source, debug)__    }_  };visits,the,source,of,the,class,param,source,the,name,of,the,source,file,from,which,the,class,was,compiled,may,be,tt,null,tt,param,debug,additional,debug,information,to,compute,the,correspondence,between,source,and,compiled,elements,of,the,class,may,be,tt,null,tt;public,void,visit,source,final,string,source,final,string,debug,if,cv,null,cv,visit,source,source,debug
ClassVisitor -> public void visitSource(final String source, final String debug);1536664245;Visits the source of the class.__@param source the name of the source file from which the class was compiled. May be {@literal_null}._@param debug additional debug information to compute the correspondence between source and_compiled elements of the class. May be {@literal null}.;public void visitSource(final String source, final String debug) {_    if (cv != null) {_      cv.visitSource(source, debug)__    }_  };visits,the,source,of,the,class,param,source,the,name,of,the,source,file,from,which,the,class,was,compiled,may,be,literal,null,param,debug,additional,debug,information,to,compute,the,correspondence,between,source,and,compiled,elements,of,the,class,may,be,literal,null;public,void,visit,source,final,string,source,final,string,debug,if,cv,null,cv,visit,source,source,debug
ClassVisitor -> public AnnotationVisitor visitTypeAnnotation(int typeRef,             TypePath typePath, String desc, boolean visible);1395273982;Visits an annotation on a type in the class signature.__@param typeRef_a reference to the annotated type. The sort of this type_reference must be {@link TypeReference#CLASS_TYPE_PARAMETER_CLASS_TYPE_PARAMETER},_{@link TypeReference#CLASS_TYPE_PARAMETER_BOUND_CLASS_TYPE_PARAMETER_BOUND} or_{@link TypeReference#CLASS_EXTENDS CLASS_EXTENDS}. See_{@link TypeReference}._@param typePath_the path to the annotated type argument, wildcard bound, array_element type, or static inner type within 'typeRef'. May be_<tt>null</tt> if the annotation targets 'typeRef' as a whole._@param desc_the class descriptor of the annotation class._@param visible_<tt>true</tt> if the annotation is visible at runtime._@return a visitor to visit the annotation values, or <tt>null</tt> if_this visitor is not interested in visiting this annotation.;public AnnotationVisitor visitTypeAnnotation(int typeRef,_            TypePath typePath, String desc, boolean visible) {_        if (api < Opcodes.ASM5) {_            throw new RuntimeException()__        }_        if (cv != null) {_            return cv.visitTypeAnnotation(typeRef, typePath, desc, visible)__        }_        return null__    };visits,an,annotation,on,a,type,in,the,class,signature,param,type,ref,a,reference,to,the,annotated,type,the,sort,of,this,type,reference,must,be,link,type,reference,link,type,reference,or,link,type,reference,see,link,type,reference,param,type,path,the,path,to,the,annotated,type,argument,wildcard,bound,array,element,type,or,static,inner,type,within,type,ref,may,be,tt,null,tt,if,the,annotation,targets,type,ref,as,a,whole,param,desc,the,class,descriptor,of,the,annotation,class,param,visible,tt,true,tt,if,the,annotation,is,visible,at,runtime,return,a,visitor,to,visit,the,annotation,values,or,tt,null,tt,if,this,visitor,is,not,interested,in,visiting,this,annotation;public,annotation,visitor,visit,type,annotation,int,type,ref,type,path,type,path,string,desc,boolean,visible,if,api,opcodes,asm5,throw,new,runtime,exception,if,cv,null,return,cv,visit,type,annotation,type,ref,type,path,desc,visible,return,null
