# id;timestamp;commentText;codeText;commentWords;codeWords
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1466152678;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1478286457;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1478790006;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1479746984;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1480082300;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1482522867;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1482522867;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1483644165;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1484162264;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1484734622;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1485274812;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1486575587;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1487622556;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1488923210;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1489509047;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1490967479;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1492605405;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1492605425;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1492763444;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1493975167;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1495108913;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1495787238;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1495787238;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1495787238;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1495819079;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1498894422;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1498894422;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1498896127;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1499683297;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1501083592;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1501088110;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> protected abstract Class<?> getApplicationMasterClass()_;1501237018;The class to bootstrap the application master of the Yarn cluster (runs main method).;protected abstract Class<?> getApplicationMasterClass()_;the,class,to,bootstrap,the,application,master,of,the,yarn,cluster,runs,main,method;protected,abstract,class,get,application,master,class
AbstractYarnClusterDescriptor -> public void addShipFiles(List<File> shipFiles);1511966584;Adds the given files to the list of files to ship.__<p>Note that any file matching "<tt>flink-dist*.jar</tt>" will be excluded from the upload by_{@link #uploadAndRegisterFiles(Collection, FileSystem, Path, ApplicationId, List, Map, StringBuilder)}_since we upload the Flink uber jar ourselves and do not need to deploy it multiple times.__@param shipFiles files to ship;public void addShipFiles(List<File> shipFiles) {_		this.shipFiles.addAll(shipFiles)__	};adds,the,given,files,to,the,list,of,files,to,ship,p,note,that,any,file,matching,tt,flink,dist,jar,tt,will,be,excluded,from,the,upload,by,link,upload,and,register,files,collection,file,system,path,application,id,list,map,string,builder,since,we,upload,the,flink,uber,jar,ourselves,and,do,not,need,to,deploy,it,multiple,times,param,ship,files,files,to,ship;public,void,add,ship,files,list,file,ship,files,this,ship,files,add,all,ship,files
AbstractYarnClusterDescriptor -> public void addShipFiles(List<File> shipFiles);1515686359;Adds the given files to the list of files to ship.__<p>Note that any file matching "<tt>flink-dist*.jar</tt>" will be excluded from the upload by_{@link #uploadAndRegisterFiles(Collection, FileSystem, Path, ApplicationId, List, Map, StringBuilder)}_since we upload the Flink uber jar ourselves and do not need to deploy it multiple times.__@param shipFiles files to ship;public void addShipFiles(List<File> shipFiles) {_		this.shipFiles.addAll(shipFiles)__	};adds,the,given,files,to,the,list,of,files,to,ship,p,note,that,any,file,matching,tt,flink,dist,jar,tt,will,be,excluded,from,the,upload,by,link,upload,and,register,files,collection,file,system,path,application,id,list,map,string,builder,since,we,upload,the,flink,uber,jar,ourselves,and,do,not,need,to,deploy,it,multiple,times,param,ship,files,files,to,ship;public,void,add,ship,files,list,file,ship,files,this,ship,files,add,all,ship,files
AbstractYarnClusterDescriptor -> public void addShipFiles(List<File> shipFiles);1515686369;Adds the given files to the list of files to ship.__<p>Note that any file matching "<tt>flink-dist*.jar</tt>" will be excluded from the upload by_{@link #uploadAndRegisterFiles(Collection, FileSystem, Path, ApplicationId, List, Map, StringBuilder)}_since we upload the Flink uber jar ourselves and do not need to deploy it multiple times.__@param shipFiles files to ship;public void addShipFiles(List<File> shipFiles) {_		this.shipFiles.addAll(shipFiles)__	};adds,the,given,files,to,the,list,of,files,to,ship,p,note,that,any,file,matching,tt,flink,dist,jar,tt,will,be,excluded,from,the,upload,by,link,upload,and,register,files,collection,file,system,path,application,id,list,map,string,builder,since,we,upload,the,flink,uber,jar,ourselves,and,do,not,need,to,deploy,it,multiple,times,param,ship,files,files,to,ship;public,void,add,ship,files,list,file,ship,files,this,ship,files,add,all,ship,files
AbstractYarnClusterDescriptor -> public void addShipFiles(List<File> shipFiles);1515770043;Adds the given files to the list of files to ship.__<p>Note that any file matching "<tt>flink-dist*.jar</tt>" will be excluded from the upload by_{@link #uploadAndRegisterFiles(Collection, FileSystem, Path, ApplicationId, List, Map, StringBuilder)}_since we upload the Flink uber jar ourselves and do not need to deploy it multiple times.__@param shipFiles files to ship;public void addShipFiles(List<File> shipFiles) {_		this.shipFiles.addAll(shipFiles)__	};adds,the,given,files,to,the,list,of,files,to,ship,p,note,that,any,file,matching,tt,flink,dist,jar,tt,will,be,excluded,from,the,upload,by,link,upload,and,register,files,collection,file,system,path,application,id,list,map,string,builder,since,we,upload,the,flink,uber,jar,ourselves,and,do,not,need,to,deploy,it,multiple,times,param,ship,files,files,to,ship;public,void,add,ship,files,list,file,ship,files,this,ship,files,add,all,ship,files
AbstractYarnClusterDescriptor -> public void addShipFiles(List<File> shipFiles);1515770043;Adds the given files to the list of files to ship.__<p>Note that any file matching "<tt>flink-dist*.jar</tt>" will be excluded from the upload by_{@link #uploadAndRegisterFiles(Collection, FileSystem, Path, ApplicationId, List, Map, StringBuilder)}_since we upload the Flink uber jar ourselves and do not need to deploy it multiple times.__@param shipFiles files to ship;public void addShipFiles(List<File> shipFiles) {_		this.shipFiles.addAll(shipFiles)__	};adds,the,given,files,to,the,list,of,files,to,ship,p,note,that,any,file,matching,tt,flink,dist,jar,tt,will,be,excluded,from,the,upload,by,link,upload,and,register,files,collection,file,system,path,application,id,list,map,string,builder,since,we,upload,the,flink,uber,jar,ourselves,and,do,not,need,to,deploy,it,multiple,times,param,ship,files,files,to,ship;public,void,add,ship,files,list,file,ship,files,this,ship,files,add,all,ship,files
AbstractYarnClusterDescriptor -> public void addShipFiles(List<File> shipFiles);1515770044;Adds the given files to the list of files to ship.__<p>Note that any file matching "<tt>flink-dist*.jar</tt>" will be excluded from the upload by_{@link #uploadAndRegisterFiles(Collection, FileSystem, Path, ApplicationId, List, Map, StringBuilder)}_since we upload the Flink uber jar ourselves and do not need to deploy it multiple times.__@param shipFiles files to ship;public void addShipFiles(List<File> shipFiles) {_		this.shipFiles.addAll(shipFiles)__	};adds,the,given,files,to,the,list,of,files,to,ship,p,note,that,any,file,matching,tt,flink,dist,jar,tt,will,be,excluded,from,the,upload,by,link,upload,and,register,files,collection,file,system,path,application,id,list,map,string,builder,since,we,upload,the,flink,uber,jar,ourselves,and,do,not,need,to,deploy,it,multiple,times,param,ship,files,files,to,ship;public,void,add,ship,files,list,file,ship,files,this,ship,files,add,all,ship,files
AbstractYarnClusterDescriptor -> public void addShipFiles(List<File> shipFiles);1515770045;Adds the given files to the list of files to ship.__<p>Note that any file matching "<tt>flink-dist*.jar</tt>" will be excluded from the upload by_{@link #uploadAndRegisterFiles(Collection, FileSystem, Path, ApplicationId, List, Map, StringBuilder)}_since we upload the Flink uber jar ourselves and do not need to deploy it multiple times.__@param shipFiles files to ship;public void addShipFiles(List<File> shipFiles) {_		this.shipFiles.addAll(shipFiles)__	};adds,the,given,files,to,the,list,of,files,to,ship,p,note,that,any,file,matching,tt,flink,dist,jar,tt,will,be,excluded,from,the,upload,by,link,upload,and,register,files,collection,file,system,path,application,id,list,map,string,builder,since,we,upload,the,flink,uber,jar,ourselves,and,do,not,need,to,deploy,it,multiple,times,param,ship,files,files,to,ship;public,void,add,ship,files,list,file,ship,files,this,ship,files,add,all,ship,files
AbstractYarnClusterDescriptor -> public void addShipFiles(List<File> shipFiles);1518680659;Adds the given files to the list of files to ship.__<p>Note that any file matching "<tt>flink-dist*.jar</tt>" will be excluded from the upload by_{@link #uploadAndRegisterFiles(Collection, FileSystem, Path, ApplicationId, List, Map, StringBuilder)}_since we upload the Flink uber jar ourselves and do not need to deploy it multiple times.__@param shipFiles files to ship;public void addShipFiles(List<File> shipFiles) {_		this.shipFiles.addAll(shipFiles)__	};adds,the,given,files,to,the,list,of,files,to,ship,p,note,that,any,file,matching,tt,flink,dist,jar,tt,will,be,excluded,from,the,upload,by,link,upload,and,register,files,collection,file,system,path,application,id,list,map,string,builder,since,we,upload,the,flink,uber,jar,ourselves,and,do,not,need,to,deploy,it,multiple,times,param,ship,files,files,to,ship;public,void,add,ship,files,list,file,ship,files,this,ship,files,add,all,ship,files
AbstractYarnClusterDescriptor -> public void addShipFiles(List<File> shipFiles);1518945172;Adds the given files to the list of files to ship.__<p>Note that any file matching "<tt>flink-dist*.jar</tt>" will be excluded from the upload by_{@link #uploadAndRegisterFiles(Collection, FileSystem, Path, ApplicationId, List, Map, StringBuilder)}_since we upload the Flink uber jar ourselves and do not need to deploy it multiple times.__@param shipFiles files to ship;public void addShipFiles(List<File> shipFiles) {_		this.shipFiles.addAll(shipFiles)__	};adds,the,given,files,to,the,list,of,files,to,ship,p,note,that,any,file,matching,tt,flink,dist,jar,tt,will,be,excluded,from,the,upload,by,link,upload,and,register,files,collection,file,system,path,application,id,list,map,string,builder,since,we,upload,the,flink,uber,jar,ourselves,and,do,not,need,to,deploy,it,multiple,times,param,ship,files,files,to,ship;public,void,add,ship,files,list,file,ship,files,this,ship,files,add,all,ship,files
AbstractYarnClusterDescriptor -> public void addShipFiles(List<File> shipFiles);1519249745;Adds the given files to the list of files to ship.__<p>Note that any file matching "<tt>flink-dist*.jar</tt>" will be excluded from the upload by_{@link #uploadAndRegisterFiles(Collection, FileSystem, Path, ApplicationId, List, Map, StringBuilder)}_since we upload the Flink uber jar ourselves and do not need to deploy it multiple times.__@param shipFiles files to ship;public void addShipFiles(List<File> shipFiles) {_		this.shipFiles.addAll(shipFiles)__	};adds,the,given,files,to,the,list,of,files,to,ship,p,note,that,any,file,matching,tt,flink,dist,jar,tt,will,be,excluded,from,the,upload,by,link,upload,and,register,files,collection,file,system,path,application,id,list,map,string,builder,since,we,upload,the,flink,uber,jar,ourselves,and,do,not,need,to,deploy,it,multiple,times,param,ship,files,files,to,ship;public,void,add,ship,files,list,file,ship,files,this,ship,files,add,all,ship,files
AbstractYarnClusterDescriptor -> public void addShipFiles(List<File> shipFiles);1519567828;Adds the given files to the list of files to ship.__<p>Note that any file matching "<tt>flink-dist*.jar</tt>" will be excluded from the upload by_{@link #uploadAndRegisterFiles(Collection, FileSystem, Path, ApplicationId, List, Map, StringBuilder)}_since we upload the Flink uber jar ourselves and do not need to deploy it multiple times.__@param shipFiles files to ship;public void addShipFiles(List<File> shipFiles) {_		this.shipFiles.addAll(shipFiles)__	};adds,the,given,files,to,the,list,of,files,to,ship,p,note,that,any,file,matching,tt,flink,dist,jar,tt,will,be,excluded,from,the,upload,by,link,upload,and,register,files,collection,file,system,path,application,id,list,map,string,builder,since,we,upload,the,flink,uber,jar,ourselves,and,do,not,need,to,deploy,it,multiple,times,param,ship,files,files,to,ship;public,void,add,ship,files,list,file,ship,files,this,ship,files,add,all,ship,files
AbstractYarnClusterDescriptor -> public void addShipFiles(List<File> shipFiles);1519820825;Adds the given files to the list of files to ship.__<p>Note that any file matching "<tt>flink-dist*.jar</tt>" will be excluded from the upload by_{@link #uploadAndRegisterFiles(Collection, FileSystem, Path, ApplicationId, List, Map, StringBuilder)}_since we upload the Flink uber jar ourselves and do not need to deploy it multiple times.__@param shipFiles files to ship;public void addShipFiles(List<File> shipFiles) {_		this.shipFiles.addAll(shipFiles)__	};adds,the,given,files,to,the,list,of,files,to,ship,p,note,that,any,file,matching,tt,flink,dist,jar,tt,will,be,excluded,from,the,upload,by,link,upload,and,register,files,collection,file,system,path,application,id,list,map,string,builder,since,we,upload,the,flink,uber,jar,ourselves,and,do,not,need,to,deploy,it,multiple,times,param,ship,files,files,to,ship;public,void,add,ship,files,list,file,ship,files,this,ship,files,add,all,ship,files
AbstractYarnClusterDescriptor -> public void addShipFiles(List<File> shipFiles);1520030750;Adds the given files to the list of files to ship.__<p>Note that any file matching "<tt>flink-dist*.jar</tt>" will be excluded from the upload by_{@link #uploadAndRegisterFiles(Collection, FileSystem, Path, ApplicationId, List, Map, StringBuilder)}_since we upload the Flink uber jar ourselves and do not need to deploy it multiple times.__@param shipFiles files to ship;public void addShipFiles(List<File> shipFiles) {_		this.shipFiles.addAll(shipFiles)__	};adds,the,given,files,to,the,list,of,files,to,ship,p,note,that,any,file,matching,tt,flink,dist,jar,tt,will,be,excluded,from,the,upload,by,link,upload,and,register,files,collection,file,system,path,application,id,list,map,string,builder,since,we,upload,the,flink,uber,jar,ourselves,and,do,not,need,to,deploy,it,multiple,times,param,ship,files,files,to,ship;public,void,add,ship,files,list,file,ship,files,this,ship,files,add,all,ship,files
AbstractYarnClusterDescriptor -> public void addShipFiles(List<File> shipFiles);1520032158;Adds the given files to the list of files to ship.__<p>Note that any file matching "<tt>flink-dist*.jar</tt>" will be excluded from the upload by_{@link #uploadAndRegisterFiles(Collection, FileSystem, Path, ApplicationId, List, Map, StringBuilder)}_since we upload the Flink uber jar ourselves and do not need to deploy it multiple times.__@param shipFiles files to ship;public void addShipFiles(List<File> shipFiles) {_		this.shipFiles.addAll(shipFiles)__	};adds,the,given,files,to,the,list,of,files,to,ship,p,note,that,any,file,matching,tt,flink,dist,jar,tt,will,be,excluded,from,the,upload,by,link,upload,and,register,files,collection,file,system,path,application,id,list,map,string,builder,since,we,upload,the,flink,uber,jar,ourselves,and,do,not,need,to,deploy,it,multiple,times,param,ship,files,files,to,ship;public,void,add,ship,files,list,file,ship,files,this,ship,files,add,all,ship,files
AbstractYarnClusterDescriptor -> public void addShipFiles(List<File> shipFiles);1521626214;Adds the given files to the list of files to ship.__<p>Note that any file matching "<tt>flink-dist*.jar</tt>" will be excluded from the upload by_{@link #uploadAndRegisterFiles(Collection, FileSystem, Path, ApplicationId, List, Map, StringBuilder)}_since we upload the Flink uber jar ourselves and do not need to deploy it multiple times.__@param shipFiles files to ship;public void addShipFiles(List<File> shipFiles) {_		this.shipFiles.addAll(shipFiles)__	};adds,the,given,files,to,the,list,of,files,to,ship,p,note,that,any,file,matching,tt,flink,dist,jar,tt,will,be,excluded,from,the,upload,by,link,upload,and,register,files,collection,file,system,path,application,id,list,map,string,builder,since,we,upload,the,flink,uber,jar,ourselves,and,do,not,need,to,deploy,it,multiple,times,param,ship,files,files,to,ship;public,void,add,ship,files,list,file,ship,files,this,ship,files,add,all,ship,files
AbstractYarnClusterDescriptor -> public void addShipFiles(List<File> shipFiles);1521626214;Adds the given files to the list of files to ship.__<p>Note that any file matching "<tt>flink-dist*.jar</tt>" will be excluded from the upload by_{@link #uploadAndRegisterFiles(Collection, FileSystem, Path, ApplicationId, List, Map, StringBuilder)}_since we upload the Flink uber jar ourselves and do not need to deploy it multiple times.__@param shipFiles files to ship;public void addShipFiles(List<File> shipFiles) {_		this.shipFiles.addAll(shipFiles)__	};adds,the,given,files,to,the,list,of,files,to,ship,p,note,that,any,file,matching,tt,flink,dist,jar,tt,will,be,excluded,from,the,upload,by,link,upload,and,register,files,collection,file,system,path,application,id,list,map,string,builder,since,we,upload,the,flink,uber,jar,ourselves,and,do,not,need,to,deploy,it,multiple,times,param,ship,files,files,to,ship;public,void,add,ship,files,list,file,ship,files,this,ship,files,add,all,ship,files
