# id;timestamp;commentText;codeText;commentWords;codeWords
HandlerMethodReturnValueHandlerComposite -> private HandlerMethodReturnValueHandler getReturnValueHandler(MethodParameter returnType);1328020251;Find a registered {@link HandlerMethodReturnValueHandler} that supports the given return type.;private HandlerMethodReturnValueHandler getReturnValueHandler(MethodParameter returnType) {_		HandlerMethodReturnValueHandler result = this.returnValueHandlerCache.get(returnType)__		if (result == null) {_			for (HandlerMethodReturnValueHandler returnValueHandler : returnValueHandlers) {_				if (logger.isTraceEnabled()) {_					logger.trace("Testing if return value handler [" + returnValueHandler + "] supports [" +_							returnType.getGenericParameterType() + "]")__				}_				if (returnValueHandler.supportsReturnType(returnType)) {_					result = returnValueHandler__					this.returnValueHandlerCache.put(returnType, returnValueHandler)__					break__				}_			}_		}_		return result__	};find,a,registered,link,handler,method,return,value,handler,that,supports,the,given,return,type;private,handler,method,return,value,handler,get,return,value,handler,method,parameter,return,type,handler,method,return,value,handler,result,this,return,value,handler,cache,get,return,type,if,result,null,for,handler,method,return,value,handler,return,value,handler,return,value,handlers,if,logger,is,trace,enabled,logger,trace,testing,if,return,value,handler,return,value,handler,supports,return,type,get,generic,parameter,type,if,return,value,handler,supports,return,type,return,type,result,return,value,handler,this,return,value,handler,cache,put,return,type,return,value,handler,break,return,result
HandlerMethodReturnValueHandlerComposite -> @Override 	public boolean supportsReturnType(MethodParameter returnType);1356735495;Whether the given {@linkplain MethodParameter method return type} is supported by any registered_{@link HandlerMethodReturnValueHandler}.;@Override_	public boolean supportsReturnType(MethodParameter returnType) {_		return getReturnValueHandler(returnType) != null__	};whether,the,given,linkplain,method,parameter,method,return,type,is,supported,by,any,registered,link,handler,method,return,value,handler;override,public,boolean,supports,return,type,method,parameter,return,type,return,get,return,value,handler,return,type,null
HandlerMethodReturnValueHandlerComposite -> @Override 	public boolean supportsReturnType(MethodParameter returnType);1368482696;Whether the given {@linkplain MethodParameter method return type} is supported by any registered_{@link HandlerMethodReturnValueHandler}.;@Override_	public boolean supportsReturnType(MethodParameter returnType) {_		return getReturnValueHandler(returnType) != null__	};whether,the,given,linkplain,method,parameter,method,return,type,is,supported,by,any,registered,link,handler,method,return,value,handler;override,public,boolean,supports,return,type,method,parameter,return,type,return,get,return,value,handler,return,type,null
HandlerMethodReturnValueHandlerComposite -> @Override 	public boolean supportsReturnType(MethodParameter returnType);1411657245;Whether the given {@linkplain MethodParameter method return type} is supported by any registered_{@link HandlerMethodReturnValueHandler}.;@Override_	public boolean supportsReturnType(MethodParameter returnType) {_		return getReturnValueHandler(returnType) != null__	};whether,the,given,linkplain,method,parameter,method,return,type,is,supported,by,any,registered,link,handler,method,return,value,handler;override,public,boolean,supports,return,type,method,parameter,return,type,return,get,return,value,handler,return,type,null
HandlerMethodReturnValueHandlerComposite -> @Override 	public boolean supportsReturnType(MethodParameter returnType);1434458936;Whether the given {@linkplain MethodParameter method return type} is supported by any registered_{@link HandlerMethodReturnValueHandler}.;@Override_	public boolean supportsReturnType(MethodParameter returnType) {_		return getReturnValueHandler(returnType) != null__	};whether,the,given,linkplain,method,parameter,method,return,type,is,supported,by,any,registered,link,handler,method,return,value,handler;override,public,boolean,supports,return,type,method,parameter,return,type,return,get,return,value,handler,return,type,null
HandlerMethodReturnValueHandlerComposite -> @Override 	public boolean supportsReturnType(MethodParameter returnType);1458754769;Whether the given {@linkplain MethodParameter method return type} is supported by any registered_{@link HandlerMethodReturnValueHandler}.;@Override_	public boolean supportsReturnType(MethodParameter returnType) {_		return getReturnValueHandler(returnType) != null__	};whether,the,given,linkplain,method,parameter,method,return,type,is,supported,by,any,registered,link,handler,method,return,value,handler;override,public,boolean,supports,return,type,method,parameter,return,type,return,get,return,value,handler,return,type,null
HandlerMethodReturnValueHandlerComposite -> @Override 	public boolean supportsReturnType(MethodParameter returnType);1467730834;Whether the given {@linkplain MethodParameter method return type} is supported by any registered_{@link HandlerMethodReturnValueHandler}.;@Override_	public boolean supportsReturnType(MethodParameter returnType) {_		return getReturnValueHandler(returnType) != null__	};whether,the,given,linkplain,method,parameter,method,return,type,is,supported,by,any,registered,link,handler,method,return,value,handler;override,public,boolean,supports,return,type,method,parameter,return,type,return,get,return,value,handler,return,type,null
HandlerMethodReturnValueHandlerComposite -> @Override 	public boolean supportsReturnType(MethodParameter returnType);1491224509;Whether the given {@linkplain MethodParameter method return type} is supported by any registered_{@link HandlerMethodReturnValueHandler}.;@Override_	public boolean supportsReturnType(MethodParameter returnType) {_		return getReturnValueHandler(returnType) != null__	};whether,the,given,linkplain,method,parameter,method,return,type,is,supported,by,any,registered,link,handler,method,return,value,handler;override,public,boolean,supports,return,type,method,parameter,return,type,return,get,return,value,handler,return,type,null
HandlerMethodReturnValueHandlerComposite -> @Override 	public boolean supportsReturnType(MethodParameter returnType);1495868221;Whether the given {@linkplain MethodParameter method return type} is supported by any registered_{@link HandlerMethodReturnValueHandler}.;@Override_	public boolean supportsReturnType(MethodParameter returnType) {_		return getReturnValueHandler(returnType) != null__	};whether,the,given,linkplain,method,parameter,method,return,type,is,supported,by,any,registered,link,handler,method,return,value,handler;override,public,boolean,supports,return,type,method,parameter,return,type,return,get,return,value,handler,return,type,null
HandlerMethodReturnValueHandlerComposite -> @Override 	public boolean supportsReturnType(MethodParameter returnType);1496837955;Whether the given {@linkplain MethodParameter method return type} is supported by any registered_{@link HandlerMethodReturnValueHandler}.;@Override_	public boolean supportsReturnType(MethodParameter returnType) {_		return getReturnValueHandler(returnType) != null__	};whether,the,given,linkplain,method,parameter,method,return,type,is,supported,by,any,registered,link,handler,method,return,value,handler;override,public,boolean,supports,return,type,method,parameter,return,type,return,get,return,value,handler,return,type,null
HandlerMethodReturnValueHandlerComposite -> @Override 	public boolean supportsReturnType(MethodParameter returnType);1498780456;Whether the given {@linkplain MethodParameter method return type} is supported by any registered_{@link HandlerMethodReturnValueHandler}.;@Override_	public boolean supportsReturnType(MethodParameter returnType) {_		return getReturnValueHandler(returnType) != null__	};whether,the,given,linkplain,method,parameter,method,return,type,is,supported,by,any,registered,link,handler,method,return,value,handler;override,public,boolean,supports,return,type,method,parameter,return,type,return,get,return,value,handler,return,type,null
HandlerMethodReturnValueHandlerComposite -> @Override 	public boolean supportsReturnType(MethodParameter returnType);1520529117;Whether the given {@linkplain MethodParameter method return type} is supported by any registered_{@link HandlerMethodReturnValueHandler}.;@Override_	public boolean supportsReturnType(MethodParameter returnType) {_		return getReturnValueHandler(returnType) != null__	};whether,the,given,linkplain,method,parameter,method,return,type,is,supported,by,any,registered,link,handler,method,return,value,handler;override,public,boolean,supports,return,type,method,parameter,return,type,return,get,return,value,handler,return,type,null
HandlerMethodReturnValueHandlerComposite -> @Override 	public boolean supportsReturnType(MethodParameter returnType);1530174524;Whether the given {@linkplain MethodParameter method return type} is supported by any registered_{@link HandlerMethodReturnValueHandler}.;@Override_	public boolean supportsReturnType(MethodParameter returnType) {_		return getReturnValueHandler(returnType) != null__	};whether,the,given,linkplain,method,parameter,method,return,type,is,supported,by,any,registered,link,handler,method,return,value,handler;override,public,boolean,supports,return,type,method,parameter,return,type,return,get,return,value,handler,return,type,null
HandlerMethodReturnValueHandlerComposite -> public HandlerMethodReturnValueHandlerComposite addHandler(HandlerMethodReturnValueHandler handler);1411657245;Add the given {@link HandlerMethodReturnValueHandler}.;public HandlerMethodReturnValueHandlerComposite addHandler(HandlerMethodReturnValueHandler handler) {_		returnValueHandlers.add(handler)__		return this__	};add,the,given,link,handler,method,return,value,handler;public,handler,method,return,value,handler,composite,add,handler,handler,method,return,value,handler,handler,return,value,handlers,add,handler,return,this
HandlerMethodReturnValueHandlerComposite -> public HandlerMethodReturnValueHandlerComposite addHandler(HandlerMethodReturnValueHandler handler);1434458936;Add the given {@link HandlerMethodReturnValueHandler}.;public HandlerMethodReturnValueHandlerComposite addHandler(HandlerMethodReturnValueHandler handler) {_		this.returnValueHandlers.add(handler)__		return this__	};add,the,given,link,handler,method,return,value,handler;public,handler,method,return,value,handler,composite,add,handler,handler,method,return,value,handler,handler,this,return,value,handlers,add,handler,return,this
HandlerMethodReturnValueHandlerComposite -> public HandlerMethodReturnValueHandlerComposite addHandler(HandlerMethodReturnValueHandler handler);1458754769;Add the given {@link HandlerMethodReturnValueHandler}.;public HandlerMethodReturnValueHandlerComposite addHandler(HandlerMethodReturnValueHandler handler) {_		this.returnValueHandlers.add(handler)__		return this__	};add,the,given,link,handler,method,return,value,handler;public,handler,method,return,value,handler,composite,add,handler,handler,method,return,value,handler,handler,this,return,value,handlers,add,handler,return,this
HandlerMethodReturnValueHandlerComposite -> public HandlerMethodReturnValueHandlerComposite addHandler(HandlerMethodReturnValueHandler handler);1467730834;Add the given {@link HandlerMethodReturnValueHandler}.;public HandlerMethodReturnValueHandlerComposite addHandler(HandlerMethodReturnValueHandler handler) {_		this.returnValueHandlers.add(handler)__		return this__	};add,the,given,link,handler,method,return,value,handler;public,handler,method,return,value,handler,composite,add,handler,handler,method,return,value,handler,handler,this,return,value,handlers,add,handler,return,this
HandlerMethodReturnValueHandlerComposite -> public HandlerMethodReturnValueHandlerComposite addHandler(HandlerMethodReturnValueHandler handler);1491224509;Add the given {@link HandlerMethodReturnValueHandler}.;public HandlerMethodReturnValueHandlerComposite addHandler(HandlerMethodReturnValueHandler handler) {_		this.returnValueHandlers.add(handler)__		return this__	};add,the,given,link,handler,method,return,value,handler;public,handler,method,return,value,handler,composite,add,handler,handler,method,return,value,handler,handler,this,return,value,handlers,add,handler,return,this
HandlerMethodReturnValueHandlerComposite -> public HandlerMethodReturnValueHandlerComposite addHandler(HandlerMethodReturnValueHandler handler);1495868221;Add the given {@link HandlerMethodReturnValueHandler}.;public HandlerMethodReturnValueHandlerComposite addHandler(HandlerMethodReturnValueHandler handler) {_		this.returnValueHandlers.add(handler)__		return this__	};add,the,given,link,handler,method,return,value,handler;public,handler,method,return,value,handler,composite,add,handler,handler,method,return,value,handler,handler,this,return,value,handlers,add,handler,return,this
HandlerMethodReturnValueHandlerComposite -> public HandlerMethodReturnValueHandlerComposite addHandler(HandlerMethodReturnValueHandler handler);1496837955;Add the given {@link HandlerMethodReturnValueHandler}.;public HandlerMethodReturnValueHandlerComposite addHandler(HandlerMethodReturnValueHandler handler) {_		this.returnValueHandlers.add(handler)__		return this__	};add,the,given,link,handler,method,return,value,handler;public,handler,method,return,value,handler,composite,add,handler,handler,method,return,value,handler,handler,this,return,value,handlers,add,handler,return,this
HandlerMethodReturnValueHandlerComposite -> public HandlerMethodReturnValueHandlerComposite addHandler(HandlerMethodReturnValueHandler handler);1498780456;Add the given {@link HandlerMethodReturnValueHandler}.;public HandlerMethodReturnValueHandlerComposite addHandler(HandlerMethodReturnValueHandler handler) {_		this.returnValueHandlers.add(handler)__		return this__	};add,the,given,link,handler,method,return,value,handler;public,handler,method,return,value,handler,composite,add,handler,handler,method,return,value,handler,handler,this,return,value,handlers,add,handler,return,this
HandlerMethodReturnValueHandlerComposite -> public HandlerMethodReturnValueHandlerComposite addHandler(HandlerMethodReturnValueHandler handler);1520529117;Add the given {@link HandlerMethodReturnValueHandler}.;public HandlerMethodReturnValueHandlerComposite addHandler(HandlerMethodReturnValueHandler handler) {_		this.returnValueHandlers.add(handler)__		return this__	};add,the,given,link,handler,method,return,value,handler;public,handler,method,return,value,handler,composite,add,handler,handler,method,return,value,handler,handler,this,return,value,handlers,add,handler,return,this
HandlerMethodReturnValueHandlerComposite -> public HandlerMethodReturnValueHandlerComposite addHandler(HandlerMethodReturnValueHandler handler);1530174524;Add the given {@link HandlerMethodReturnValueHandler}.;public HandlerMethodReturnValueHandlerComposite addHandler(HandlerMethodReturnValueHandler handler) {_		this.returnValueHandlers.add(handler)__		return this__	};add,the,given,link,handler,method,return,value,handler;public,handler,method,return,value,handler,composite,add,handler,handler,method,return,value,handler,handler,this,return,value,handlers,add,handler,return,this
HandlerMethodReturnValueHandlerComposite -> @Override 	public void handleReturnValue( 			Object returnValue, MethodParameter returnType, 			ModelAndViewContainer mavContainer, NativeWebRequest webRequest) 			throws Exception;1356735495;Iterate over registered {@link HandlerMethodReturnValueHandler}s and invoke the one that supports it._@exception IllegalStateException if no suitable {@link HandlerMethodReturnValueHandler} is found.;@Override_	public void handleReturnValue(_			Object returnValue, MethodParameter returnType,_			ModelAndViewContainer mavContainer, NativeWebRequest webRequest)_			throws Exception {__		HandlerMethodReturnValueHandler handler = getReturnValueHandler(returnType)__		Assert.notNull(handler, "Unknown return value type [" + returnType.getParameterType().getName() + "]")__		handler.handleReturnValue(returnValue, returnType, mavContainer, webRequest)__	};iterate,over,registered,link,handler,method,return,value,handler,s,and,invoke,the,one,that,supports,it,exception,illegal,state,exception,if,no,suitable,link,handler,method,return,value,handler,is,found;override,public,void,handle,return,value,object,return,value,method,parameter,return,type,model,and,view,container,mav,container,native,web,request,web,request,throws,exception,handler,method,return,value,handler,handler,get,return,value,handler,return,type,assert,not,null,handler,unknown,return,value,type,return,type,get,parameter,type,get,name,handler,handle,return,value,return,value,return,type,mav,container,web,request
HandlerMethodReturnValueHandlerComposite -> @Override 	public void handleReturnValue( 			Object returnValue, MethodParameter returnType, 			ModelAndViewContainer mavContainer, NativeWebRequest webRequest) 			throws Exception;1368482696;Iterate over registered {@link HandlerMethodReturnValueHandler}s and invoke the one that supports it._@exception IllegalStateException if no suitable {@link HandlerMethodReturnValueHandler} is found.;@Override_	public void handleReturnValue(_			Object returnValue, MethodParameter returnType,_			ModelAndViewContainer mavContainer, NativeWebRequest webRequest)_			throws Exception {__		HandlerMethodReturnValueHandler handler = getReturnValueHandler(returnType)__		Assert.notNull(handler, "Unknown return value type [" + returnType.getParameterType().getName() + "]")__		handler.handleReturnValue(returnValue, returnType, mavContainer, webRequest)__	};iterate,over,registered,link,handler,method,return,value,handler,s,and,invoke,the,one,that,supports,it,exception,illegal,state,exception,if,no,suitable,link,handler,method,return,value,handler,is,found;override,public,void,handle,return,value,object,return,value,method,parameter,return,type,model,and,view,container,mav,container,native,web,request,web,request,throws,exception,handler,method,return,value,handler,handler,get,return,value,handler,return,type,assert,not,null,handler,unknown,return,value,type,return,type,get,parameter,type,get,name,handler,handle,return,value,return,value,return,type,mav,container,web,request
HandlerMethodReturnValueHandlerComposite -> public void handleReturnValue( 			Object returnValue, MethodParameter returnType, 			ModelAndViewContainer mavContainer, NativeWebRequest webRequest) 			throws Exception;1328020251;Iterate over registered {@link HandlerMethodReturnValueHandler}s and invoke the one that supports it._@exception IllegalStateException if no suitable {@link HandlerMethodReturnValueHandler} is found.;public void handleReturnValue(_			Object returnValue, MethodParameter returnType,_			ModelAndViewContainer mavContainer, NativeWebRequest webRequest)_			throws Exception {__		HandlerMethodReturnValueHandler handler = getReturnValueHandler(returnType)__		Assert.notNull(handler, "Unknown return value type [" + returnType.getParameterType().getName() + "]")__		handler.handleReturnValue(returnValue, returnType, mavContainer, webRequest)__	};iterate,over,registered,link,handler,method,return,value,handler,s,and,invoke,the,one,that,supports,it,exception,illegal,state,exception,if,no,suitable,link,handler,method,return,value,handler,is,found;public,void,handle,return,value,object,return,value,method,parameter,return,type,model,and,view,container,mav,container,native,web,request,web,request,throws,exception,handler,method,return,value,handler,handler,get,return,value,handler,return,type,assert,not,null,handler,unknown,return,value,type,return,type,get,parameter,type,get,name,handler,handle,return,value,return,value,return,type,mav,container,web,request
HandlerMethodReturnValueHandlerComposite -> public void handleReturnValue( 			Object returnValue, MethodParameter returnType, 			ModelAndViewContainer mavContainer, NativeWebRequest webRequest) 			throws Exception;1333745422;Iterate over registered {@link HandlerMethodReturnValueHandler}s and invoke the one that supports it._@exception IllegalStateException if no suitable {@link HandlerMethodReturnValueHandler} is found.;public void handleReturnValue(_			Object returnValue, MethodParameter returnType,_			ModelAndViewContainer mavContainer, NativeWebRequest webRequest)_			throws Exception {__		HandlerMethodReturnValueHandler handler = getReturnValueHandler(returnType)__		Assert.notNull(handler, "Unknown return value type [" + returnType.getParameterType().getName() + "]")__		handler.handleReturnValue(returnValue, returnType, mavContainer, webRequest)__	};iterate,over,registered,link,handler,method,return,value,handler,s,and,invoke,the,one,that,supports,it,exception,illegal,state,exception,if,no,suitable,link,handler,method,return,value,handler,is,found;public,void,handle,return,value,object,return,value,method,parameter,return,type,model,and,view,container,mav,container,native,web,request,web,request,throws,exception,handler,method,return,value,handler,handler,get,return,value,handler,return,type,assert,not,null,handler,unknown,return,value,type,return,type,get,parameter,type,get,name,handler,handle,return,value,return,value,return,type,mav,container,web,request
HandlerMethodReturnValueHandlerComposite -> public void handleReturnValue( 			Object returnValue, MethodParameter returnType, 			ModelAndViewContainer mavContainer, NativeWebRequest webRequest) 			throws Exception;1357119239;Iterate over registered {@link HandlerMethodReturnValueHandler}s and invoke the one that supports it._@exception IllegalStateException if no suitable {@link HandlerMethodReturnValueHandler} is found.;public void handleReturnValue(_			Object returnValue, MethodParameter returnType,_			ModelAndViewContainer mavContainer, NativeWebRequest webRequest)_			throws Exception {__		HandlerMethodReturnValueHandler handler = getReturnValueHandler(returnType)__		Assert.notNull(handler, "Unknown return value type [" + returnType.getParameterType().getName() + "]")__		handler.handleReturnValue(returnValue, returnType, mavContainer, webRequest)__	};iterate,over,registered,link,handler,method,return,value,handler,s,and,invoke,the,one,that,supports,it,exception,illegal,state,exception,if,no,suitable,link,handler,method,return,value,handler,is,found;public,void,handle,return,value,object,return,value,method,parameter,return,type,model,and,view,container,mav,container,native,web,request,web,request,throws,exception,handler,method,return,value,handler,handler,get,return,value,handler,return,type,assert,not,null,handler,unknown,return,value,type,return,type,get,parameter,type,get,name,handler,handle,return,value,return,value,return,type,mav,container,web,request
