# id;timestamp;commentText;codeText;commentWords;codeWords
StreamInput -> public abstract void readBytes(byte[] b, int offset, int len) throws IOException_;1524684173;Reads a specified number of bytes into an array at the specified offset.__@param b      the array to read bytes into_@param offset the offset in the array to start storing bytes_@param len    the number of bytes to read;public abstract void readBytes(byte[] b, int offset, int len) throws IOException_;reads,a,specified,number,of,bytes,into,an,array,at,the,specified,offset,param,b,the,array,to,read,bytes,into,param,offset,the,offset,in,the,array,to,start,storing,bytes,param,len,the,number,of,bytes,to,read;public,abstract,void,read,bytes,byte,b,int,offset,int,len,throws,ioexception
StreamInput -> private int readArraySize() throws IOException;1532353780;Reads a vint via {@link #readVInt()} and applies basic checks to ensure the read array size is sane._This method uses {@link #ensureCanReadBytes(int)} to ensure this stream has enough bytes to read for the read array size.;private int readArraySize() throws IOException {_        final int arraySize = readVInt()__        if (arraySize > ArrayUtil.MAX_ARRAY_LENGTH) {_            throw new IllegalStateException("array length must be <= to " + ArrayUtil.MAX_ARRAY_LENGTH  + " but was: " + arraySize)__        }_        if (arraySize < 0) {_            throw new NegativeArraySizeException("array size must be positive but was: " + arraySize)__        }_        _        _        _        ensureCanReadBytes(arraySize)__        return arraySize__    };reads,a,vint,via,link,read,vint,and,applies,basic,checks,to,ensure,the,read,array,size,is,sane,this,method,uses,link,ensure,can,read,bytes,int,to,ensure,this,stream,has,enough,bytes,to,read,for,the,read,array,size;private,int,read,array,size,throws,ioexception,final,int,array,size,read,vint,if,array,size,array,util,throw,new,illegal,state,exception,array,length,must,be,to,array,util,but,was,array,size,if,array,size,0,throw,new,negative,array,size,exception,array,size,must,be,positive,but,was,array,size,ensure,can,read,bytes,array,size,return,array,size
StreamInput -> private int readArraySize() throws IOException;1532456624;Reads a vint via {@link #readVInt()} and applies basic checks to ensure the read array size is sane._This method uses {@link #ensureCanReadBytes(int)} to ensure this stream has enough bytes to read for the read array size.;private int readArraySize() throws IOException {_        final int arraySize = readVInt()__        if (arraySize > ArrayUtil.MAX_ARRAY_LENGTH) {_            throw new IllegalStateException("array length must be <= to " + ArrayUtil.MAX_ARRAY_LENGTH  + " but was: " + arraySize)__        }_        if (arraySize < 0) {_            throw new NegativeArraySizeException("array size must be positive but was: " + arraySize)__        }_        _        _        _        ensureCanReadBytes(arraySize)__        return arraySize__    };reads,a,vint,via,link,read,vint,and,applies,basic,checks,to,ensure,the,read,array,size,is,sane,this,method,uses,link,ensure,can,read,bytes,int,to,ensure,this,stream,has,enough,bytes,to,read,for,the,read,array,size;private,int,read,array,size,throws,ioexception,final,int,array,size,read,vint,if,array,size,array,util,throw,new,illegal,state,exception,array,length,must,be,to,array,util,but,was,array,size,if,array,size,0,throw,new,negative,array,size,exception,array,size,must,be,positive,but,was,array,size,ensure,can,read,bytes,array,size,return,array,size
StreamInput -> private int readArraySize() throws IOException;1548236405;Reads a vint via {@link #readVInt()} and applies basic checks to ensure the read array size is sane._This method uses {@link #ensureCanReadBytes(int)} to ensure this stream has enough bytes to read for the read array size.;private int readArraySize() throws IOException {_        final int arraySize = readVInt()__        if (arraySize > ArrayUtil.MAX_ARRAY_LENGTH) {_            throw new IllegalStateException("array length must be <= to " + ArrayUtil.MAX_ARRAY_LENGTH  + " but was: " + arraySize)__        }_        if (arraySize < 0) {_            throw new NegativeArraySizeException("array size must be positive but was: " + arraySize)__        }_        _        _        _        ensureCanReadBytes(arraySize)__        return arraySize__    };reads,a,vint,via,link,read,vint,and,applies,basic,checks,to,ensure,the,read,array,size,is,sane,this,method,uses,link,ensure,can,read,bytes,int,to,ensure,this,stream,has,enough,bytes,to,read,for,the,read,array,size;private,int,read,array,size,throws,ioexception,final,int,array,size,read,vint,if,array,size,array,util,throw,new,illegal,state,exception,array,length,must,be,to,array,util,but,was,array,size,if,array,size,0,throw,new,negative,array,size,exception,array,size,must,be,positive,but,was,array,size,ensure,can,read,bytes,array,size,return,array,size
StreamInput -> private int readArraySize() throws IOException;1548265937;Reads a vint via {@link #readVInt()} and applies basic checks to ensure the read array size is sane._This method uses {@link #ensureCanReadBytes(int)} to ensure this stream has enough bytes to read for the read array size.;private int readArraySize() throws IOException {_        final int arraySize = readVInt()__        if (arraySize > ArrayUtil.MAX_ARRAY_LENGTH) {_            throw new IllegalStateException("array length must be <= to " + ArrayUtil.MAX_ARRAY_LENGTH  + " but was: " + arraySize)__        }_        if (arraySize < 0) {_            throw new NegativeArraySizeException("array size must be positive but was: " + arraySize)__        }_        _        _        _        ensureCanReadBytes(arraySize)__        return arraySize__    };reads,a,vint,via,link,read,vint,and,applies,basic,checks,to,ensure,the,read,array,size,is,sane,this,method,uses,link,ensure,can,read,bytes,int,to,ensure,this,stream,has,enough,bytes,to,read,for,the,read,array,size;private,int,read,array,size,throws,ioexception,final,int,array,size,read,vint,if,array,size,array,util,throw,new,illegal,state,exception,array,length,must,be,to,array,util,but,was,array,size,if,array,size,0,throw,new,negative,array,size,exception,array,size,must,be,positive,but,was,array,size,ensure,can,read,bytes,array,size,return,array,size
StreamInput -> private int readArraySize() throws IOException;1548420339;Reads a vint via {@link #readVInt()} and applies basic checks to ensure the read array size is sane._This method uses {@link #ensureCanReadBytes(int)} to ensure this stream has enough bytes to read for the read array size.;private int readArraySize() throws IOException {_        final int arraySize = readVInt()__        if (arraySize > ArrayUtil.MAX_ARRAY_LENGTH) {_            throw new IllegalStateException("array length must be <= to " + ArrayUtil.MAX_ARRAY_LENGTH  + " but was: " + arraySize)__        }_        if (arraySize < 0) {_            throw new NegativeArraySizeException("array size must be positive but was: " + arraySize)__        }_        _        _        _        ensureCanReadBytes(arraySize)__        return arraySize__    };reads,a,vint,via,link,read,vint,and,applies,basic,checks,to,ensure,the,read,array,size,is,sane,this,method,uses,link,ensure,can,read,bytes,int,to,ensure,this,stream,has,enough,bytes,to,read,for,the,read,array,size;private,int,read,array,size,throws,ioexception,final,int,array,size,read,vint,if,array,size,array,util,throw,new,illegal,state,exception,array,length,must,be,to,array,util,but,was,array,size,if,array,size,0,throw,new,negative,array,size,exception,array,size,must,be,positive,but,was,array,size,ensure,can,read,bytes,array,size,return,array,size
StreamInput -> private int readArraySize() throws IOException;1548943934;Reads a vint via {@link #readVInt()} and applies basic checks to ensure the read array size is sane._This method uses {@link #ensureCanReadBytes(int)} to ensure this stream has enough bytes to read for the read array size.;private int readArraySize() throws IOException {_        final int arraySize = readVInt()__        if (arraySize > ArrayUtil.MAX_ARRAY_LENGTH) {_            throw new IllegalStateException("array length must be <= to " + ArrayUtil.MAX_ARRAY_LENGTH  + " but was: " + arraySize)__        }_        if (arraySize < 0) {_            throw new NegativeArraySizeException("array size must be positive but was: " + arraySize)__        }_        _        _        _        ensureCanReadBytes(arraySize)__        return arraySize__    };reads,a,vint,via,link,read,vint,and,applies,basic,checks,to,ensure,the,read,array,size,is,sane,this,method,uses,link,ensure,can,read,bytes,int,to,ensure,this,stream,has,enough,bytes,to,read,for,the,read,array,size;private,int,read,array,size,throws,ioexception,final,int,array,size,read,vint,if,array,size,array,util,throw,new,illegal,state,exception,array,length,must,be,to,array,util,but,was,array,size,if,array,size,0,throw,new,negative,array,size,exception,array,size,must,be,positive,but,was,array,size,ensure,can,read,bytes,array,size,return,array,size
StreamInput -> private int readArraySize() throws IOException;1549336917;Reads a vint via {@link #readVInt()} and applies basic checks to ensure the read array size is sane._This method uses {@link #ensureCanReadBytes(int)} to ensure this stream has enough bytes to read for the read array size.;private int readArraySize() throws IOException {_        final int arraySize = readVInt()__        if (arraySize > ArrayUtil.MAX_ARRAY_LENGTH) {_            throw new IllegalStateException("array length must be <= to " + ArrayUtil.MAX_ARRAY_LENGTH  + " but was: " + arraySize)__        }_        if (arraySize < 0) {_            throw new NegativeArraySizeException("array size must be positive but was: " + arraySize)__        }_        _        _        _        ensureCanReadBytes(arraySize)__        return arraySize__    };reads,a,vint,via,link,read,vint,and,applies,basic,checks,to,ensure,the,read,array,size,is,sane,this,method,uses,link,ensure,can,read,bytes,int,to,ensure,this,stream,has,enough,bytes,to,read,for,the,read,array,size;private,int,read,array,size,throws,ioexception,final,int,array,size,read,vint,if,array,size,array,util,throw,new,illegal,state,exception,array,length,must,be,to,array,util,but,was,array,size,if,array,size,0,throw,new,negative,array,size,exception,array,size,must,be,positive,but,was,array,size,ensure,can,read,bytes,array,size,return,array,size
StreamInput -> public int readInt() throws IOException;1524684173;Reads four bytes and returns an int.;public int readInt() throws IOException {_        return ((readByte() & 0xFF) << 24) | ((readByte() & 0xFF) << 16)_                | ((readByte() & 0xFF) << 8) | (readByte() & 0xFF)__    };reads,four,bytes,and,returns,an,int;public,int,read,int,throws,ioexception,return,read,byte,0x,ff,24,read,byte,0x,ff,16,read,byte,0x,ff,8,read,byte,0x,ff
StreamInput -> public int readInt() throws IOException;1526449283;Reads four bytes and returns an int.;public int readInt() throws IOException {_        return ((readByte() & 0xFF) << 24) | ((readByte() & 0xFF) << 16)_                | ((readByte() & 0xFF) << 8) | (readByte() & 0xFF)__    };reads,four,bytes,and,returns,an,int;public,int,read,int,throws,ioexception,return,read,byte,0x,ff,24,read,byte,0x,ff,16,read,byte,0x,ff,8,read,byte,0x,ff
StreamInput -> public int readInt() throws IOException;1532353780;Reads four bytes and returns an int.;public int readInt() throws IOException {_        return ((readByte() & 0xFF) << 24) | ((readByte() & 0xFF) << 16)_                | ((readByte() & 0xFF) << 8) | (readByte() & 0xFF)__    };reads,four,bytes,and,returns,an,int;public,int,read,int,throws,ioexception,return,read,byte,0x,ff,24,read,byte,0x,ff,16,read,byte,0x,ff,8,read,byte,0x,ff
StreamInput -> public int readInt() throws IOException;1532456624;Reads four bytes and returns an int.;public int readInt() throws IOException {_        return ((readByte() & 0xFF) << 24) | ((readByte() & 0xFF) << 16)_                | ((readByte() & 0xFF) << 8) | (readByte() & 0xFF)__    };reads,four,bytes,and,returns,an,int;public,int,read,int,throws,ioexception,return,read,byte,0x,ff,24,read,byte,0x,ff,16,read,byte,0x,ff,8,read,byte,0x,ff
StreamInput -> public int readInt() throws IOException;1548236405;Reads four bytes and returns an int.;public int readInt() throws IOException {_        return ((readByte() & 0xFF) << 24) | ((readByte() & 0xFF) << 16)_                | ((readByte() & 0xFF) << 8) | (readByte() & 0xFF)__    };reads,four,bytes,and,returns,an,int;public,int,read,int,throws,ioexception,return,read,byte,0x,ff,24,read,byte,0x,ff,16,read,byte,0x,ff,8,read,byte,0x,ff
StreamInput -> public int readInt() throws IOException;1548265937;Reads four bytes and returns an int.;public int readInt() throws IOException {_        return ((readByte() & 0xFF) << 24) | ((readByte() & 0xFF) << 16)_                | ((readByte() & 0xFF) << 8) | (readByte() & 0xFF)__    };reads,four,bytes,and,returns,an,int;public,int,read,int,throws,ioexception,return,read,byte,0x,ff,24,read,byte,0x,ff,16,read,byte,0x,ff,8,read,byte,0x,ff
StreamInput -> public int readInt() throws IOException;1548420339;Reads four bytes and returns an int.;public int readInt() throws IOException {_        return ((readByte() & 0xFF) << 24) | ((readByte() & 0xFF) << 16)_                | ((readByte() & 0xFF) << 8) | (readByte() & 0xFF)__    };reads,four,bytes,and,returns,an,int;public,int,read,int,throws,ioexception,return,read,byte,0x,ff,24,read,byte,0x,ff,16,read,byte,0x,ff,8,read,byte,0x,ff
StreamInput -> public int readInt() throws IOException;1548943934;Reads four bytes and returns an int.;public int readInt() throws IOException {_        return ((readByte() & 0xFF) << 24) | ((readByte() & 0xFF) << 16)_                | ((readByte() & 0xFF) << 8) | (readByte() & 0xFF)__    };reads,four,bytes,and,returns,an,int;public,int,read,int,throws,ioexception,return,read,byte,0x,ff,24,read,byte,0x,ff,16,read,byte,0x,ff,8,read,byte,0x,ff
StreamInput -> public int readInt() throws IOException;1549336917;Reads four bytes and returns an int.;public int readInt() throws IOException {_        return ((readByte() & 0xFF) << 24) | ((readByte() & 0xFF) << 16)_                | ((readByte() & 0xFF) << 8) | (readByte() & 0xFF)__    };reads,four,bytes,and,returns,an,int;public,int,read,int,throws,ioexception,return,read,byte,0x,ff,24,read,byte,0x,ff,16,read,byte,0x,ff,8,read,byte,0x,ff
StreamInput -> @Nullable     public <C extends NamedWriteable> C readNamedWriteable(@SuppressWarnings("unused") Class<C> categoryClass,                                                            @SuppressWarnings("unused") String name) throws IOException;1524684173;Reads a {@link NamedWriteable} from the current stream with the given name. It is assumed that the caller obtained the name_from other source, so it's not read from the stream. The name is used for looking for_the corresponding entry in the registry by name, so that the proper object can be read and returned._Default implementation throws {@link UnsupportedOperationException} as StreamInput doesn't hold a registry._Use {@link FilterInputStream} instead which wraps a stream and supports a {@link NamedWriteableRegistry} too.__Prefer {@link StreamInput#readNamedWriteable(Class)} and {@link StreamOutput#writeNamedWriteable(NamedWriteable)} unless you_have a compelling reason to use this method instead.;@Nullable_    public <C extends NamedWriteable> C readNamedWriteable(@SuppressWarnings("unused") Class<C> categoryClass,_                                                           @SuppressWarnings("unused") String name) throws IOException {_        throw new UnsupportedOperationException("can't read named writeable from StreamInput")__    };reads,a,link,named,writeable,from,the,current,stream,with,the,given,name,it,is,assumed,that,the,caller,obtained,the,name,from,other,source,so,it,s,not,read,from,the,stream,the,name,is,used,for,looking,for,the,corresponding,entry,in,the,registry,by,name,so,that,the,proper,object,can,be,read,and,returned,default,implementation,throws,link,unsupported,operation,exception,as,stream,input,doesn,t,hold,a,registry,use,link,filter,input,stream,instead,which,wraps,a,stream,and,supports,a,link,named,writeable,registry,too,prefer,link,stream,input,read,named,writeable,class,and,link,stream,output,write,named,writeable,named,writeable,unless,you,have,a,compelling,reason,to,use,this,method,instead;nullable,public,c,extends,named,writeable,c,read,named,writeable,suppress,warnings,unused,class,c,category,class,suppress,warnings,unused,string,name,throws,ioexception,throw,new,unsupported,operation,exception,can,t,read,named,writeable,from,stream,input
StreamInput -> @Nullable     public <C extends NamedWriteable> C readNamedWriteable(@SuppressWarnings("unused") Class<C> categoryClass,                                                            @SuppressWarnings("unused") String name) throws IOException;1526449283;Reads a {@link NamedWriteable} from the current stream with the given name. It is assumed that the caller obtained the name_from other source, so it's not read from the stream. The name is used for looking for_the corresponding entry in the registry by name, so that the proper object can be read and returned._Default implementation throws {@link UnsupportedOperationException} as StreamInput doesn't hold a registry._Use {@link FilterInputStream} instead which wraps a stream and supports a {@link NamedWriteableRegistry} too.__Prefer {@link StreamInput#readNamedWriteable(Class)} and {@link StreamOutput#writeNamedWriteable(NamedWriteable)} unless you_have a compelling reason to use this method instead.;@Nullable_    public <C extends NamedWriteable> C readNamedWriteable(@SuppressWarnings("unused") Class<C> categoryClass,_                                                           @SuppressWarnings("unused") String name) throws IOException {_        throw new UnsupportedOperationException("can't read named writeable from StreamInput")__    };reads,a,link,named,writeable,from,the,current,stream,with,the,given,name,it,is,assumed,that,the,caller,obtained,the,name,from,other,source,so,it,s,not,read,from,the,stream,the,name,is,used,for,looking,for,the,corresponding,entry,in,the,registry,by,name,so,that,the,proper,object,can,be,read,and,returned,default,implementation,throws,link,unsupported,operation,exception,as,stream,input,doesn,t,hold,a,registry,use,link,filter,input,stream,instead,which,wraps,a,stream,and,supports,a,link,named,writeable,registry,too,prefer,link,stream,input,read,named,writeable,class,and,link,stream,output,write,named,writeable,named,writeable,unless,you,have,a,compelling,reason,to,use,this,method,instead;nullable,public,c,extends,named,writeable,c,read,named,writeable,suppress,warnings,unused,class,c,category,class,suppress,warnings,unused,string,name,throws,ioexception,throw,new,unsupported,operation,exception,can,t,read,named,writeable,from,stream,input
StreamInput -> @Nullable     public <C extends NamedWriteable> C readNamedWriteable(@SuppressWarnings("unused") Class<C> categoryClass,                                                            @SuppressWarnings("unused") String name) throws IOException;1532353780;Reads a {@link NamedWriteable} from the current stream with the given name. It is assumed that the caller obtained the name_from other source, so it's not read from the stream. The name is used for looking for_the corresponding entry in the registry by name, so that the proper object can be read and returned._Default implementation throws {@link UnsupportedOperationException} as StreamInput doesn't hold a registry._Use {@link FilterInputStream} instead which wraps a stream and supports a {@link NamedWriteableRegistry} too.__Prefer {@link StreamInput#readNamedWriteable(Class)} and {@link StreamOutput#writeNamedWriteable(NamedWriteable)} unless you_have a compelling reason to use this method instead.;@Nullable_    public <C extends NamedWriteable> C readNamedWriteable(@SuppressWarnings("unused") Class<C> categoryClass,_                                                           @SuppressWarnings("unused") String name) throws IOException {_        throw new UnsupportedOperationException("can't read named writeable from StreamInput")__    };reads,a,link,named,writeable,from,the,current,stream,with,the,given,name,it,is,assumed,that,the,caller,obtained,the,name,from,other,source,so,it,s,not,read,from,the,stream,the,name,is,used,for,looking,for,the,corresponding,entry,in,the,registry,by,name,so,that,the,proper,object,can,be,read,and,returned,default,implementation,throws,link,unsupported,operation,exception,as,stream,input,doesn,t,hold,a,registry,use,link,filter,input,stream,instead,which,wraps,a,stream,and,supports,a,link,named,writeable,registry,too,prefer,link,stream,input,read,named,writeable,class,and,link,stream,output,write,named,writeable,named,writeable,unless,you,have,a,compelling,reason,to,use,this,method,instead;nullable,public,c,extends,named,writeable,c,read,named,writeable,suppress,warnings,unused,class,c,category,class,suppress,warnings,unused,string,name,throws,ioexception,throw,new,unsupported,operation,exception,can,t,read,named,writeable,from,stream,input
StreamInput -> @Nullable     public <C extends NamedWriteable> C readNamedWriteable(@SuppressWarnings("unused") Class<C> categoryClass,                                                            @SuppressWarnings("unused") String name) throws IOException;1532456624;Reads a {@link NamedWriteable} from the current stream with the given name. It is assumed that the caller obtained the name_from other source, so it's not read from the stream. The name is used for looking for_the corresponding entry in the registry by name, so that the proper object can be read and returned._Default implementation throws {@link UnsupportedOperationException} as StreamInput doesn't hold a registry._Use {@link FilterInputStream} instead which wraps a stream and supports a {@link NamedWriteableRegistry} too.__Prefer {@link StreamInput#readNamedWriteable(Class)} and {@link StreamOutput#writeNamedWriteable(NamedWriteable)} unless you_have a compelling reason to use this method instead.;@Nullable_    public <C extends NamedWriteable> C readNamedWriteable(@SuppressWarnings("unused") Class<C> categoryClass,_                                                           @SuppressWarnings("unused") String name) throws IOException {_        throw new UnsupportedOperationException("can't read named writeable from StreamInput")__    };reads,a,link,named,writeable,from,the,current,stream,with,the,given,name,it,is,assumed,that,the,caller,obtained,the,name,from,other,source,so,it,s,not,read,from,the,stream,the,name,is,used,for,looking,for,the,corresponding,entry,in,the,registry,by,name,so,that,the,proper,object,can,be,read,and,returned,default,implementation,throws,link,unsupported,operation,exception,as,stream,input,doesn,t,hold,a,registry,use,link,filter,input,stream,instead,which,wraps,a,stream,and,supports,a,link,named,writeable,registry,too,prefer,link,stream,input,read,named,writeable,class,and,link,stream,output,write,named,writeable,named,writeable,unless,you,have,a,compelling,reason,to,use,this,method,instead;nullable,public,c,extends,named,writeable,c,read,named,writeable,suppress,warnings,unused,class,c,category,class,suppress,warnings,unused,string,name,throws,ioexception,throw,new,unsupported,operation,exception,can,t,read,named,writeable,from,stream,input
StreamInput -> @Nullable     public <C extends NamedWriteable> C readNamedWriteable(@SuppressWarnings("unused") Class<C> categoryClass,                                                            @SuppressWarnings("unused") String name) throws IOException;1548236405;Reads a {@link NamedWriteable} from the current stream with the given name. It is assumed that the caller obtained the name_from other source, so it's not read from the stream. The name is used for looking for_the corresponding entry in the registry by name, so that the proper object can be read and returned._Default implementation throws {@link UnsupportedOperationException} as StreamInput doesn't hold a registry._Use {@link FilterInputStream} instead which wraps a stream and supports a {@link NamedWriteableRegistry} too.__Prefer {@link StreamInput#readNamedWriteable(Class)} and {@link StreamOutput#writeNamedWriteable(NamedWriteable)} unless you_have a compelling reason to use this method instead.;@Nullable_    public <C extends NamedWriteable> C readNamedWriteable(@SuppressWarnings("unused") Class<C> categoryClass,_                                                           @SuppressWarnings("unused") String name) throws IOException {_        throw new UnsupportedOperationException("can't read named writeable from StreamInput")__    };reads,a,link,named,writeable,from,the,current,stream,with,the,given,name,it,is,assumed,that,the,caller,obtained,the,name,from,other,source,so,it,s,not,read,from,the,stream,the,name,is,used,for,looking,for,the,corresponding,entry,in,the,registry,by,name,so,that,the,proper,object,can,be,read,and,returned,default,implementation,throws,link,unsupported,operation,exception,as,stream,input,doesn,t,hold,a,registry,use,link,filter,input,stream,instead,which,wraps,a,stream,and,supports,a,link,named,writeable,registry,too,prefer,link,stream,input,read,named,writeable,class,and,link,stream,output,write,named,writeable,named,writeable,unless,you,have,a,compelling,reason,to,use,this,method,instead;nullable,public,c,extends,named,writeable,c,read,named,writeable,suppress,warnings,unused,class,c,category,class,suppress,warnings,unused,string,name,throws,ioexception,throw,new,unsupported,operation,exception,can,t,read,named,writeable,from,stream,input
