# id;timestamp;commentText;codeText;commentWords;codeWords
MockEndpoint -> public void expectedHeaderReceived(final String name, final Object value);1549264559;Sets an expectation that the given header name & value are received by this endpoint_<p/>_You can set multiple expectations for different header names._If you set a value of <tt>null</tt> that means we accept either the header is absent, or its value is <tt>null</tt>_<p/>_<b>Important:</b> This overrides any previous set value using {@link #expectedMessageCount(int)};public void expectedHeaderReceived(final String name, final Object value) {_        if (expectedMinimumCount == -1) {_            expectedMinimumMessageCount(1)__        }_        if (expectedHeaderValues == null) {_            expectedHeaderValues = getCamelContext().getHeadersMapFactory().newMap()__            _            expects(new Runnable() {_                public void run() {_                    for (int i = 0_ i < getReceivedExchanges().size()_ i++) {_                        Exchange exchange = getReceivedExchange(i)__                        for (Map.Entry<String, Object> entry : expectedHeaderValues.entrySet()) {_                            String key = entry.getKey()__                            Object expectedValue = entry.getValue()___                            _                            if (expectedValue != null) {_                                assertTrue("Exchange " + i + " has no headers", exchange.getIn().hasHeaders())__                                boolean hasKey = exchange.getIn().getHeaders().containsKey(key)__                                assertTrue("No header with name " + key + " found for message: " + i, hasKey)__                            }__                            Object actualValue = exchange.getIn().getHeader(key)__                            actualValue = extractActualValue(exchange, actualValue, expectedValue)___                            assertEquals("Header with name " + key + " for message: " + i, expectedValue, actualValue)__                        }_                    }_                }_            })__        }_        expectedHeaderValues.put(name, value)__    };sets,an,expectation,that,the,given,header,name,value,are,received,by,this,endpoint,p,you,can,set,multiple,expectations,for,different,header,names,if,you,set,a,value,of,tt,null,tt,that,means,we,accept,either,the,header,is,absent,or,its,value,is,tt,null,tt,p,b,important,b,this,overrides,any,previous,set,value,using,link,expected,message,count,int;public,void,expected,header,received,final,string,name,final,object,value,if,expected,minimum,count,1,expected,minimum,message,count,1,if,expected,header,values,null,expected,header,values,get,camel,context,get,headers,map,factory,new,map,expects,new,runnable,public,void,run,for,int,i,0,i,get,received,exchanges,size,i,exchange,exchange,get,received,exchange,i,for,map,entry,string,object,entry,expected,header,values,entry,set,string,key,entry,get,key,object,expected,value,entry,get,value,if,expected,value,null,assert,true,exchange,i,has,no,headers,exchange,get,in,has,headers,boolean,has,key,exchange,get,in,get,headers,contains,key,key,assert,true,no,header,with,name,key,found,for,message,i,has,key,object,actual,value,exchange,get,in,get,header,key,actual,value,extract,actual,value,exchange,actual,value,expected,value,assert,equals,header,with,name,key,for,message,i,expected,value,actual,value,expected,header,values,put,name,value
MockEndpoint -> protected void addReceivedExchange(Exchange copy);1550749310;Adds the received exchange.__@param copy  a copy of the received exchange;protected void addReceivedExchange(Exchange copy) {_        if (retainFirst == 0 && retainLast == 0) {_            _        } else if (retainFirst < 0 && retainLast < 0) {_            _            receivedExchanges.add(copy)__        } else {_            _            if (retainFirst > 0 && counter < retainFirst) {_                _                receivedExchanges.add(copy)__            } else if (retainLast > 0) {_                _                int index = receivedExchanges.size() - retainLast__                if (index >= 0) {_                    _                    _                    if (retainFirst <= 0 || retainFirst <= index) {_                        receivedExchanges.remove(index)__                    }_                }_                _                receivedExchanges.add(copy)__            }_        }_    };adds,the,received,exchange,param,copy,a,copy,of,the,received,exchange;protected,void,add,received,exchange,exchange,copy,if,retain,first,0,retain,last,0,else,if,retain,first,0,retain,last,0,received,exchanges,add,copy,else,if,retain,first,0,counter,retain,first,received,exchanges,add,copy,else,if,retain,last,0,int,index,received,exchanges,size,retain,last,if,index,0,if,retain,first,0,retain,first,index,received,exchanges,remove,index,received,exchanges,add,copy
MockEndpoint -> public static void setAssertPeriod(CamelContext context, long period);1549264559;Sets the assert period on all the expectations on any {@link MockEndpoint} instances registered_in the given context.__@param context the camel context used to find all the available endpoints_@param period the period in millis;public static void setAssertPeriod(CamelContext context, long period) {_        ObjectHelper.notNull(context, "camelContext")__        Collection<Endpoint> endpoints = context.getEndpoints()__        for (Endpoint endpoint : endpoints) {_            _            if (endpoint instanceof InterceptSendToEndpoint) {_                endpoint = ((InterceptSendToEndpoint) endpoint).getOriginalEndpoint()__            }_            if (endpoint instanceof MockEndpoint) {_                MockEndpoint mockEndpoint = (MockEndpoint) endpoint__                mockEndpoint.setAssertPeriod(period)__            }_        }_    };sets,the,assert,period,on,all,the,expectations,on,any,link,mock,endpoint,instances,registered,in,the,given,context,param,context,the,camel,context,used,to,find,all,the,available,endpoints,param,period,the,period,in,millis;public,static,void,set,assert,period,camel,context,context,long,period,object,helper,not,null,context,camel,context,collection,endpoint,endpoints,context,get,endpoints,for,endpoint,endpoint,endpoints,if,endpoint,instanceof,intercept,send,to,endpoint,endpoint,intercept,send,to,endpoint,endpoint,get,original,endpoint,if,endpoint,instanceof,mock,endpoint,mock,endpoint,mock,endpoint,mock,endpoint,endpoint,mock,endpoint,set,assert,period,period
MockEndpoint -> public static void setAssertPeriod(CamelContext context, long period);1549433221;Sets the assert period on all the expectations on any {@link MockEndpoint} instances registered_in the given context.__@param context the camel context used to find all the available endpoints_@param period the period in millis;public static void setAssertPeriod(CamelContext context, long period) {_        ObjectHelper.notNull(context, "camelContext")__        Collection<Endpoint> endpoints = context.getEndpoints()__        for (Endpoint endpoint : endpoints) {_            _            if (endpoint instanceof InterceptSendToEndpoint) {_                endpoint = ((InterceptSendToEndpoint) endpoint).getOriginalEndpoint()__            }_            if (endpoint instanceof MockEndpoint) {_                MockEndpoint mockEndpoint = (MockEndpoint) endpoint__                mockEndpoint.setAssertPeriod(period)__            }_        }_    };sets,the,assert,period,on,all,the,expectations,on,any,link,mock,endpoint,instances,registered,in,the,given,context,param,context,the,camel,context,used,to,find,all,the,available,endpoints,param,period,the,period,in,millis;public,static,void,set,assert,period,camel,context,context,long,period,object,helper,not,null,context,camel,context,collection,endpoint,endpoints,context,get,endpoints,for,endpoint,endpoint,endpoints,if,endpoint,instanceof,intercept,send,to,endpoint,endpoint,intercept,send,to,endpoint,endpoint,get,original,endpoint,if,endpoint,instanceof,mock,endpoint,mock,endpoint,mock,endpoint,mock,endpoint,endpoint,mock,endpoint,set,assert,period,period
MockEndpoint -> public static void setAssertPeriod(CamelContext context, long period);1550749310;Sets the assert period on all the expectations on any {@link MockEndpoint} instances registered_in the given context.__@param context the camel context used to find all the available endpoints_@param period the period in millis;public static void setAssertPeriod(CamelContext context, long period) {_        ObjectHelper.notNull(context, "camelContext")__        Collection<Endpoint> endpoints = context.getEndpoints()__        for (Endpoint endpoint : endpoints) {_            _            if (endpoint instanceof InterceptSendToEndpoint) {_                endpoint = ((InterceptSendToEndpoint) endpoint).getOriginalEndpoint()__            }_            if (endpoint instanceof MockEndpoint) {_                MockEndpoint mockEndpoint = (MockEndpoint) endpoint__                mockEndpoint.setAssertPeriod(period)__            }_        }_    };sets,the,assert,period,on,all,the,expectations,on,any,link,mock,endpoint,instances,registered,in,the,given,context,param,context,the,camel,context,used,to,find,all,the,available,endpoints,param,period,the,period,in,millis;public,static,void,set,assert,period,camel,context,context,long,period,object,helper,not,null,context,camel,context,collection,endpoint,endpoints,context,get,endpoints,for,endpoint,endpoint,endpoints,if,endpoint,instanceof,intercept,send,to,endpoint,endpoint,intercept,send,to,endpoint,endpoint,get,original,endpoint,if,endpoint,instanceof,mock,endpoint,mock,endpoint,mock,endpoint,mock,endpoint,endpoint,mock,endpoint,set,assert,period,period
MockEndpoint -> public void returnReplyHeader(String headerName, Expression expression);1549264559;Set the expression which value will be set to the message header_@param headerName that will be set value_@param expression which is use to set the message header;public void returnReplyHeader(String headerName, Expression expression) {_        this.defaultProcessor = exchange -> {_            Object exp = expression.evaluate(exchange, Object.class)__            exchange.getMessage().setHeader(headerName, exp)__        }__    };set,the,expression,which,value,will,be,set,to,the,message,header,param,header,name,that,will,be,set,value,param,expression,which,is,use,to,set,the,message,header;public,void,return,reply,header,string,header,name,expression,expression,this,default,processor,exchange,object,exp,expression,evaluate,exchange,object,class,exchange,get,message,set,header,header,name,exp
MockEndpoint -> public void returnReplyHeader(String headerName, Expression expression);1549433221;Set the expression which value will be set to the message header_@param headerName that will be set value_@param expression which is use to set the message header;public void returnReplyHeader(String headerName, Expression expression) {_        this.defaultProcessor = exchange -> {_            Object exp = expression.evaluate(exchange, Object.class)__            exchange.getMessage().setHeader(headerName, exp)__        }__    };set,the,expression,which,value,will,be,set,to,the,message,header,param,header,name,that,will,be,set,value,param,expression,which,is,use,to,set,the,message,header;public,void,return,reply,header,string,header,name,expression,expression,this,default,processor,exchange,object,exp,expression,evaluate,exchange,object,class,exchange,get,message,set,header,header,name,exp
MockEndpoint -> public void returnReplyHeader(String headerName, Expression expression);1550749310;Set the expression which value will be set to the message header_@param headerName that will be set value_@param expression which is use to set the message header;public void returnReplyHeader(String headerName, Expression expression) {_        this.defaultProcessor = exchange -> {_            Object exp = expression.evaluate(exchange, Object.class)__            exchange.getMessage().setHeader(headerName, exp)__        }__    };set,the,expression,which,value,will,be,set,to,the,message,header,param,header,name,that,will,be,set,value,param,expression,which,is,use,to,set,the,message,header;public,void,return,reply,header,string,header,name,expression,expression,this,default,processor,exchange,object,exp,expression,evaluate,exchange,object,class,exchange,get,message,set,header,header,name,exp
MockEndpoint -> public void expectsAscending(final Expression expression);1549264559;Adds an expectation that messages received should have ascending values_of the given expression such as a user generated counter value;public void expectsAscending(final Expression expression) {_        expects(new Runnable() {_            public void run() {_                assertMessagesAscending(expression)__            }_        })__    };adds,an,expectation,that,messages,received,should,have,ascending,values,of,the,given,expression,such,as,a,user,generated,counter,value;public,void,expects,ascending,final,expression,expression,expects,new,runnable,public,void,run,assert,messages,ascending,expression
MockEndpoint -> public void expectsAscending(final Expression expression);1549433221;Adds an expectation that messages received should have ascending values_of the given expression such as a user generated counter value;public void expectsAscending(final Expression expression) {_        expects(new Runnable() {_            public void run() {_                assertMessagesAscending(expression)__            }_        })__    };adds,an,expectation,that,messages,received,should,have,ascending,values,of,the,given,expression,such,as,a,user,generated,counter,value;public,void,expects,ascending,final,expression,expression,expects,new,runnable,public,void,run,assert,messages,ascending,expression
MockEndpoint -> public void expectsAscending(final Expression expression);1550749310;Adds an expectation that messages received should have ascending values_of the given expression such as a user generated counter value;public void expectsAscending(final Expression expression) {_        expects(new Runnable() {_            public void run() {_                assertMessagesAscending(expression)__            }_        })__    };adds,an,expectation,that,messages,received,should,have,ascending,values,of,the,given,expression,such,as,a,user,generated,counter,value;public,void,expects,ascending,final,expression,expression,expects,new,runnable,public,void,run,assert,messages,ascending,expression
MockEndpoint -> public static void resetMocks(CamelContext context);1549264559;Reset all mock endpoints__@param context the camel context used to find all the available endpoints to reset;public static void resetMocks(CamelContext context) {_        ObjectHelper.notNull(context, "camelContext")__        Collection<Endpoint> endpoints = context.getEndpoints()__        for (Endpoint endpoint : endpoints) {_            _            if (endpoint instanceof InterceptSendToEndpoint) {_                endpoint = ((InterceptSendToEndpoint) endpoint).getOriginalEndpoint()__            }_            if (endpoint instanceof MockEndpoint) {_                MockEndpoint mockEndpoint = (MockEndpoint) endpoint__                mockEndpoint.reset()__            }_        }_    };reset,all,mock,endpoints,param,context,the,camel,context,used,to,find,all,the,available,endpoints,to,reset;public,static,void,reset,mocks,camel,context,context,object,helper,not,null,context,camel,context,collection,endpoint,endpoints,context,get,endpoints,for,endpoint,endpoint,endpoints,if,endpoint,instanceof,intercept,send,to,endpoint,endpoint,intercept,send,to,endpoint,endpoint,get,original,endpoint,if,endpoint,instanceof,mock,endpoint,mock,endpoint,mock,endpoint,mock,endpoint,endpoint,mock,endpoint,reset
MockEndpoint -> public static void resetMocks(CamelContext context);1549433221;Reset all mock endpoints__@param context the camel context used to find all the available endpoints to reset;public static void resetMocks(CamelContext context) {_        ObjectHelper.notNull(context, "camelContext")__        Collection<Endpoint> endpoints = context.getEndpoints()__        for (Endpoint endpoint : endpoints) {_            _            if (endpoint instanceof InterceptSendToEndpoint) {_                endpoint = ((InterceptSendToEndpoint) endpoint).getOriginalEndpoint()__            }_            if (endpoint instanceof MockEndpoint) {_                MockEndpoint mockEndpoint = (MockEndpoint) endpoint__                mockEndpoint.reset()__            }_        }_    };reset,all,mock,endpoints,param,context,the,camel,context,used,to,find,all,the,available,endpoints,to,reset;public,static,void,reset,mocks,camel,context,context,object,helper,not,null,context,camel,context,collection,endpoint,endpoints,context,get,endpoints,for,endpoint,endpoint,endpoints,if,endpoint,instanceof,intercept,send,to,endpoint,endpoint,intercept,send,to,endpoint,endpoint,get,original,endpoint,if,endpoint,instanceof,mock,endpoint,mock,endpoint,mock,endpoint,mock,endpoint,endpoint,mock,endpoint,reset
MockEndpoint -> public static void resetMocks(CamelContext context);1550749310;Reset all mock endpoints__@param context the camel context used to find all the available endpoints to reset;public static void resetMocks(CamelContext context) {_        ObjectHelper.notNull(context, "camelContext")__        Collection<Endpoint> endpoints = context.getEndpoints()__        for (Endpoint endpoint : endpoints) {_            _            if (endpoint instanceof InterceptSendToEndpoint) {_                endpoint = ((InterceptSendToEndpoint) endpoint).getOriginalEndpoint()__            }_            if (endpoint instanceof MockEndpoint) {_                MockEndpoint mockEndpoint = (MockEndpoint) endpoint__                mockEndpoint.reset()__            }_        }_    };reset,all,mock,endpoints,param,context,the,camel,context,used,to,find,all,the,available,endpoints,to,reset;public,static,void,reset,mocks,camel,context,context,object,helper,not,null,context,camel,context,collection,endpoint,endpoints,context,get,endpoints,for,endpoint,endpoint,endpoints,if,endpoint,instanceof,intercept,send,to,endpoint,endpoint,intercept,send,to,endpoint,endpoint,get,original,endpoint,if,endpoint,instanceof,mock,endpoint,mock,endpoint,mock,endpoint,mock,endpoint,endpoint,mock,endpoint,reset
MockEndpoint -> public void expectsNoDuplicates(final Expression expression);1549264559;Adds an expectation that no duplicate messages should be received using_the expression to determine the message ID__@param expression the expression used to create a unique message ID for_message comparison (which could just be the message_payload if the payload can be tested for uniqueness using_{@link Object#equals(Object)} and_{@link Object#hashCode()};public void expectsNoDuplicates(final Expression expression) {_        expects(new Runnable() {_            public void run() {_                assertNoDuplicates(expression)__            }_        })__    };adds,an,expectation,that,no,duplicate,messages,should,be,received,using,the,expression,to,determine,the,message,id,param,expression,the,expression,used,to,create,a,unique,message,id,for,message,comparison,which,could,just,be,the,message,payload,if,the,payload,can,be,tested,for,uniqueness,using,link,object,equals,object,and,link,object,hash,code;public,void,expects,no,duplicates,final,expression,expression,expects,new,runnable,public,void,run,assert,no,duplicates,expression
MockEndpoint -> public void expectsNoDuplicates(final Expression expression);1549433221;Adds an expectation that no duplicate messages should be received using_the expression to determine the message ID__@param expression the expression used to create a unique message ID for_message comparison (which could just be the message_payload if the payload can be tested for uniqueness using_{@link Object#equals(Object)} and_{@link Object#hashCode()};public void expectsNoDuplicates(final Expression expression) {_        expects(new Runnable() {_            public void run() {_                assertNoDuplicates(expression)__            }_        })__    };adds,an,expectation,that,no,duplicate,messages,should,be,received,using,the,expression,to,determine,the,message,id,param,expression,the,expression,used,to,create,a,unique,message,id,for,message,comparison,which,could,just,be,the,message,payload,if,the,payload,can,be,tested,for,uniqueness,using,link,object,equals,object,and,link,object,hash,code;public,void,expects,no,duplicates,final,expression,expression,expects,new,runnable,public,void,run,assert,no,duplicates,expression
MockEndpoint -> public void expectsNoDuplicates(final Expression expression);1550749310;Adds an expectation that no duplicate messages should be received using_the expression to determine the message ID__@param expression the expression used to create a unique message ID for_message comparison (which could just be the message_payload if the payload can be tested for uniqueness using_{@link Object#equals(Object)} and_{@link Object#hashCode()};public void expectsNoDuplicates(final Expression expression) {_        expects(new Runnable() {_            public void run() {_                assertNoDuplicates(expression)__            }_        })__    };adds,an,expectation,that,no,duplicate,messages,should,be,received,using,the,expression,to,determine,the,message,id,param,expression,the,expression,used,to,create,a,unique,message,id,for,message,comparison,which,could,just,be,the,message,payload,if,the,payload,can,be,tested,for,uniqueness,using,link,object,equals,object,and,link,object,hash,code;public,void,expects,no,duplicates,final,expression,expression,expects,new,runnable,public,void,run,assert,no,duplicates,expression
MockEndpoint -> @Handler     public void handle(Exchange exchange) throws Exception;1549264559;Handles the incoming exchange._<p/>_This method turns this mock endpoint into a bean which you can use_in the Camel routes, which allows you to inject MockEndpoint as beans_in your routes and use the features of the mock to control the bean.__@param exchange  the exchange_@throws Exception can be thrown;@Handler_    public void handle(Exchange exchange) throws Exception {_        onExchange(exchange)__    };handles,the,incoming,exchange,p,this,method,turns,this,mock,endpoint,into,a,bean,which,you,can,use,in,the,camel,routes,which,allows,you,to,inject,mock,endpoint,as,beans,in,your,routes,and,use,the,features,of,the,mock,to,control,the,bean,param,exchange,the,exchange,throws,exception,can,be,thrown;handler,public,void,handle,exchange,exchange,throws,exception,on,exchange,exchange
