# id;timestamp;commentText;codeText;commentWords;codeWords
ResourceScriptSource -> public final Resource getResource();1328020251;Return the {@link org.springframework.core.io.Resource} to load the_script from.;public final Resource getResource() {_		return this.resource__	};return,the,link,org,springframework,core,io,resource,to,load,the,script,from;public,final,resource,get,resource,return,this,resource
ResourceScriptSource -> protected long retrieveLastModifiedTime();1357119239;Retrieve the current last-modified timestamp of the underlying resource._@return the current timestamp, or 0 if not determinable;protected long retrieveLastModifiedTime() {_		try {_			return getResource().lastModified()__		} catch (IOException ex) {_			if (logger.isDebugEnabled()) {_				logger.debug(getResource() + " could not be resolved in the file system - "_						+ "current timestamp not available for script modification check", ex)__			}_			return 0__		}_	};retrieve,the,current,last,modified,timestamp,of,the,underlying,resource,return,the,current,timestamp,or,0,if,not,determinable;protected,long,retrieve,last,modified,time,try,return,get,resource,last,modified,catch,ioexception,ex,if,logger,is,debug,enabled,logger,debug,get,resource,could,not,be,resolved,in,the,file,system,current,timestamp,not,available,for,script,modification,check,ex,return,0
ResourceScriptSource -> protected long retrieveLastModifiedTime();1362408075;Retrieve the current last-modified timestamp of the underlying resource._@return the current timestamp, or 0 if not determinable;protected long retrieveLastModifiedTime() {_		try {_			return getResource().lastModified()__		} catch (IOException ex) {_			if (logger.isDebugEnabled()) {_				logger.debug(getResource() + " could not be resolved in the file system - "_						+ "current timestamp not available for script modification check", ex)__			}_			return 0__		}_	};retrieve,the,current,last,modified,timestamp,of,the,underlying,resource,return,the,current,timestamp,or,0,if,not,determinable;protected,long,retrieve,last,modified,time,try,return,get,resource,last,modified,catch,ioexception,ex,if,logger,is,debug,enabled,logger,debug,get,resource,could,not,be,resolved,in,the,file,system,current,timestamp,not,available,for,script,modification,check,ex,return,0
ResourceScriptSource -> protected long retrieveLastModifiedTime();1368482696;Retrieve the current last-modified timestamp of the underlying resource._@return the current timestamp, or 0 if not determinable;protected long retrieveLastModifiedTime() {_		try {_			return getResource().lastModified()__		} catch (IOException ex) {_			if (logger.isDebugEnabled()) {_				logger.debug(getResource() + " could not be resolved in the file system - "_						+ "current timestamp not available for script modification check", ex)__			}_			return 0__		}_	};retrieve,the,current,last,modified,timestamp,of,the,underlying,resource,return,the,current,timestamp,or,0,if,not,determinable;protected,long,retrieve,last,modified,time,try,return,get,resource,last,modified,catch,ioexception,ex,if,logger,is,debug,enabled,logger,debug,get,resource,could,not,be,resolved,in,the,file,system,current,timestamp,not,available,for,script,modification,check,ex,return,0
ResourceScriptSource -> protected long retrieveLastModifiedTime();1382746895;Retrieve the current last-modified timestamp of the underlying resource._@return the current timestamp, or 0 if not determinable;protected long retrieveLastModifiedTime() {_		try {_			return getResource().lastModified()__		}_		catch (IOException ex) {_			if (logger.isDebugEnabled()) {_				logger.debug(getResource() + " could not be resolved in the file system - " +_						"current timestamp not available for script modification check", ex)__			}_			return 0__		}_	};retrieve,the,current,last,modified,timestamp,of,the,underlying,resource,return,the,current,timestamp,or,0,if,not,determinable;protected,long,retrieve,last,modified,time,try,return,get,resource,last,modified,catch,ioexception,ex,if,logger,is,debug,enabled,logger,debug,get,resource,could,not,be,resolved,in,the,file,system,current,timestamp,not,available,for,script,modification,check,ex,return,0
ResourceScriptSource -> protected long retrieveLastModifiedTime();1384168190;Retrieve the current last-modified timestamp of the underlying resource._@return the current timestamp, or 0 if not determinable;protected long retrieveLastModifiedTime() {_		try {_			return getResource().lastModified()__		}_		catch (IOException ex) {_			if (logger.isDebugEnabled()) {_				logger.debug(getResource() + " could not be resolved in the file system - " +_						"current timestamp not available for script modification check", ex)__			}_			return 0__		}_	};retrieve,the,current,last,modified,timestamp,of,the,underlying,resource,return,the,current,timestamp,or,0,if,not,determinable;protected,long,retrieve,last,modified,time,try,return,get,resource,last,modified,catch,ioexception,ex,if,logger,is,debug,enabled,logger,debug,get,resource,could,not,be,resolved,in,the,file,system,current,timestamp,not,available,for,script,modification,check,ex,return,0
ResourceScriptSource -> protected long retrieveLastModifiedTime();1495868221;Retrieve the current last-modified timestamp of the underlying resource._@return the current timestamp, or 0 if not determinable;protected long retrieveLastModifiedTime() {_		try {_			return getResource().lastModified()__		}_		catch (IOException ex) {_			if (logger.isDebugEnabled()) {_				logger.debug(getResource() + " could not be resolved in the file system - " +_						"current timestamp not available for script modification check", ex)__			}_			return 0__		}_	};retrieve,the,current,last,modified,timestamp,of,the,underlying,resource,return,the,current,timestamp,or,0,if,not,determinable;protected,long,retrieve,last,modified,time,try,return,get,resource,last,modified,catch,ioexception,ex,if,logger,is,debug,enabled,logger,debug,get,resource,could,not,be,resolved,in,the,file,system,current,timestamp,not,available,for,script,modification,check,ex,return,0
ResourceScriptSource -> protected long retrieveLastModifiedTime();1496837955;Retrieve the current last-modified timestamp of the underlying resource._@return the current timestamp, or 0 if not determinable;protected long retrieveLastModifiedTime() {_		try {_			return getResource().lastModified()__		}_		catch (IOException ex) {_			if (logger.isDebugEnabled()) {_				logger.debug(getResource() + " could not be resolved in the file system - " +_						"current timestamp not available for script modification check", ex)__			}_			return 0__		}_	};retrieve,the,current,last,modified,timestamp,of,the,underlying,resource,return,the,current,timestamp,or,0,if,not,determinable;protected,long,retrieve,last,modified,time,try,return,get,resource,last,modified,catch,ioexception,ex,if,logger,is,debug,enabled,logger,debug,get,resource,could,not,be,resolved,in,the,file,system,current,timestamp,not,available,for,script,modification,check,ex,return,0
ResourceScriptSource -> protected long retrieveLastModifiedTime();1502974979;Retrieve the current last-modified timestamp of the underlying resource._@return the current timestamp, or 0 if not determinable;protected long retrieveLastModifiedTime() {_		try {_			return getResource().lastModified()__		}_		catch (IOException ex) {_			if (logger.isDebugEnabled()) {_				logger.debug(getResource() + " could not be resolved in the file system - " +_						"current timestamp not available for script modification check", ex)__			}_			return 0__		}_	};retrieve,the,current,last,modified,timestamp,of,the,underlying,resource,return,the,current,timestamp,or,0,if,not,determinable;protected,long,retrieve,last,modified,time,try,return,get,resource,last,modified,catch,ioexception,ex,if,logger,is,debug,enabled,logger,debug,get,resource,could,not,be,resolved,in,the,file,system,current,timestamp,not,available,for,script,modification,check,ex,return,0
ResourceScriptSource -> protected long retrieveLastModifiedTime();1530174524;Retrieve the current last-modified timestamp of the underlying resource._@return the current timestamp, or 0 if not determinable;protected long retrieveLastModifiedTime() {_		try {_			return getResource().lastModified()__		}_		catch (IOException ex) {_			if (logger.isDebugEnabled()) {_				logger.debug(getResource() + " could not be resolved in the file system - " +_						"current timestamp not available for script modification check", ex)__			}_			return 0__		}_	};retrieve,the,current,last,modified,timestamp,of,the,underlying,resource,return,the,current,timestamp,or,0,if,not,determinable;protected,long,retrieve,last,modified,time,try,return,get,resource,last,modified,catch,ioexception,ex,if,logger,is,debug,enabled,logger,debug,get,resource,could,not,be,resolved,in,the,file,system,current,timestamp,not,available,for,script,modification,check,ex,return,0
ResourceScriptSource -> public ResourceScriptSource(EncodedResource resource);1382746895;Create a new ResourceScriptSource for the given resource._@param resource the EncodedResource to load the script from;public ResourceScriptSource(EncodedResource resource) {_		Assert.notNull(resource, "Resource must not be null")__		this.resource = resource__	};create,a,new,resource,script,source,for,the,given,resource,param,resource,the,encoded,resource,to,load,the,script,from;public,resource,script,source,encoded,resource,resource,assert,not,null,resource,resource,must,not,be,null,this,resource,resource
ResourceScriptSource -> public ResourceScriptSource(EncodedResource resource);1384168190;Create a new ResourceScriptSource for the given resource._@param resource the EncodedResource to load the script from;public ResourceScriptSource(EncodedResource resource) {_		Assert.notNull(resource, "Resource must not be null")__		this.resource = resource__	};create,a,new,resource,script,source,for,the,given,resource,param,resource,the,encoded,resource,to,load,the,script,from;public,resource,script,source,encoded,resource,resource,assert,not,null,resource,resource,must,not,be,null,this,resource,resource
ResourceScriptSource -> public ResourceScriptSource(EncodedResource resource);1495868221;Create a new ResourceScriptSource for the given resource._@param resource the EncodedResource to load the script from;public ResourceScriptSource(EncodedResource resource) {_		Assert.notNull(resource, "Resource must not be null")__		this.resource = resource__	};create,a,new,resource,script,source,for,the,given,resource,param,resource,the,encoded,resource,to,load,the,script,from;public,resource,script,source,encoded,resource,resource,assert,not,null,resource,resource,must,not,be,null,this,resource,resource
ResourceScriptSource -> public ResourceScriptSource(EncodedResource resource);1496837955;Create a new ResourceScriptSource for the given resource._@param resource the EncodedResource to load the script from;public ResourceScriptSource(EncodedResource resource) {_		Assert.notNull(resource, "Resource must not be null")__		this.resource = resource__	};create,a,new,resource,script,source,for,the,given,resource,param,resource,the,encoded,resource,to,load,the,script,from;public,resource,script,source,encoded,resource,resource,assert,not,null,resource,resource,must,not,be,null,this,resource,resource
ResourceScriptSource -> public ResourceScriptSource(EncodedResource resource);1502974979;Create a new ResourceScriptSource for the given resource._@param resource the EncodedResource to load the script from;public ResourceScriptSource(EncodedResource resource) {_		Assert.notNull(resource, "Resource must not be null")__		this.resource = resource__	};create,a,new,resource,script,source,for,the,given,resource,param,resource,the,encoded,resource,to,load,the,script,from;public,resource,script,source,encoded,resource,resource,assert,not,null,resource,resource,must,not,be,null,this,resource,resource
ResourceScriptSource -> public ResourceScriptSource(EncodedResource resource);1530174524;Create a new ResourceScriptSource for the given resource._@param resource the EncodedResource to load the script from;public ResourceScriptSource(EncodedResource resource) {_		Assert.notNull(resource, "Resource must not be null")__		this.resource = resource__	};create,a,new,resource,script,source,for,the,given,resource,param,resource,the,encoded,resource,to,load,the,script,from;public,resource,script,source,encoded,resource,resource,assert,not,null,resource,resource,must,not,be,null,this,resource,resource
ResourceScriptSource -> public void setEncoding(String encoding);1328020251;Sets the encoding used for reading the script resource. The default value is "UTF-8"._A null value, implies the platform default.__@param encoding charset encoding used for reading the script.;public void setEncoding(String encoding) {_		this.encoding = encoding__	};sets,the,encoding,used,for,reading,the,script,resource,the,default,value,is,utf,8,a,null,value,implies,the,platform,default,param,encoding,charset,encoding,used,for,reading,the,script;public,void,set,encoding,string,encoding,this,encoding,encoding
ResourceScriptSource -> public void setEncoding(String encoding);1356735495;Sets the encoding used for reading the script resource. The default value is "UTF-8"._A null value, implies the platform default.__@param encoding charset encoding used for reading the script.;public void setEncoding(String encoding) {_		this.encoding = encoding__	};sets,the,encoding,used,for,reading,the,script,resource,the,default,value,is,utf,8,a,null,value,implies,the,platform,default,param,encoding,charset,encoding,used,for,reading,the,script;public,void,set,encoding,string,encoding,this,encoding,encoding
ResourceScriptSource -> public void setEncoding(String encoding);1357119239;Sets the encoding used for reading the script resource. The default value is "UTF-8"._A null value, implies the platform default.__@param encoding charset encoding used for reading the script.;public void setEncoding(String encoding) {_		this.encoding = encoding__	};sets,the,encoding,used,for,reading,the,script,resource,the,default,value,is,utf,8,a,null,value,implies,the,platform,default,param,encoding,charset,encoding,used,for,reading,the,script;public,void,set,encoding,string,encoding,this,encoding,encoding
ResourceScriptSource -> public void setEncoding(String encoding);1362408075;Sets the encoding used for reading the script resource. The default value is "UTF-8"._A null value, implies the platform default.__@param encoding charset encoding used for reading the script.;public void setEncoding(String encoding) {_		this.encoding = encoding__	};sets,the,encoding,used,for,reading,the,script,resource,the,default,value,is,utf,8,a,null,value,implies,the,platform,default,param,encoding,charset,encoding,used,for,reading,the,script;public,void,set,encoding,string,encoding,this,encoding,encoding
ResourceScriptSource -> public void setEncoding(String encoding);1368482696;Sets the encoding used for reading the script resource. The default value is "UTF-8"._A null value, implies the platform default.__@param encoding charset encoding used for reading the script.;public void setEncoding(String encoding) {_		this.encoding = encoding__	};sets,the,encoding,used,for,reading,the,script,resource,the,default,value,is,utf,8,a,null,value,implies,the,platform,default,param,encoding,charset,encoding,used,for,reading,the,script;public,void,set,encoding,string,encoding,this,encoding,encoding
ResourceScriptSource -> public void setEncoding(String encoding);1382746895;Set the encoding used for reading the script resource._<p>The default value for regular Resources is "UTF-8"._A {@code null} value implies the platform default.;public void setEncoding(String encoding) {_		this.resource = new EncodedResource(this.resource.getResource(), encoding)__	};set,the,encoding,used,for,reading,the,script,resource,p,the,default,value,for,regular,resources,is,utf,8,a,code,null,value,implies,the,platform,default;public,void,set,encoding,string,encoding,this,resource,new,encoded,resource,this,resource,get,resource,encoding
ResourceScriptSource -> public void setEncoding(String encoding);1384168190;Set the encoding used for reading the script resource._<p>The default value for regular Resources is "UTF-8"._A {@code null} value implies the platform default.;public void setEncoding(String encoding) {_		this.resource = new EncodedResource(this.resource.getResource(), encoding)__	};set,the,encoding,used,for,reading,the,script,resource,p,the,default,value,for,regular,resources,is,utf,8,a,code,null,value,implies,the,platform,default;public,void,set,encoding,string,encoding,this,resource,new,encoded,resource,this,resource,get,resource,encoding
