# id;timestamp;commentText;codeText;commentWords;codeWords
VertexCentricIteration -> private void setUpIteration(DeltaIteration<?, ?> iteration);1454411631;Helper method which sets up an iteration with the given vertex value__@param iteration;private void setUpIteration(DeltaIteration<?, ?> iteration) {__		_		if (this.configuration != null) {__			iteration.name(this.configuration.getName("Vertex-centric iteration (" + computeFunction + ")"))__			iteration.parallelism(this.configuration.getParallelism())__			iteration.setSolutionSetUnManaged(this.configuration.isSolutionSetUnmanagedMemory())___			_			for (Map.Entry<String, Aggregator<?>> entry : this.configuration.getAggregators().entrySet()) {_				iteration.registerAggregator(entry.getKey(), entry.getValue())__			}_		}_		else {_			_			iteration.name("Vertex-centric iteration (" + computeFunction + ")")__		}_	};helper,method,which,sets,up,an,iteration,with,the,given,vertex,value,param,iteration;private,void,set,up,iteration,delta,iteration,iteration,if,this,configuration,null,iteration,name,this,configuration,get,name,vertex,centric,iteration,compute,function,iteration,parallelism,this,configuration,get,parallelism,iteration,set,solution,set,un,managed,this,configuration,is,solution,set,unmanaged,memory,for,map,entry,string,aggregator,entry,this,configuration,get,aggregators,entry,set,iteration,register,aggregator,entry,get,key,entry,get,value,else,iteration,name,vertex,centric,iteration,compute,function
VertexCentricIteration -> public static <K, VV, EV, Message> VertexCentricIteration<K, VV, EV, Message> withEdges( 		DataSet<Edge<K, EV>> edgesWithValue, ComputeFunction<K, VV, EV, Message> cf, 		int maximumNumberOfIterations);1495653033;Creates a new vertex-centric iteration operator.__@param edgesWithValue The data set containing edges._@param cf The compute function__@param <K> The type of the vertex key (the vertex identifier)._@param <VV> The type of the vertex value (the state of the vertex)._@param <Message> The type of the message sent between vertices along the edges._@param <EV> The type of the values that are associated with the edges.__@return An instance of the vertex-centric graph computation operator.;public static <K, VV, EV, Message> VertexCentricIteration<K, VV, EV, Message> withEdges(_		DataSet<Edge<K, EV>> edgesWithValue, ComputeFunction<K, VV, EV, Message> cf,_		int maximumNumberOfIterations) {__		return new VertexCentricIteration<>(cf, edgesWithValue, null,_			maximumNumberOfIterations)__	};creates,a,new,vertex,centric,iteration,operator,param,edges,with,value,the,data,set,containing,edges,param,cf,the,compute,function,param,k,the,type,of,the,vertex,key,the,vertex,identifier,param,vv,the,type,of,the,vertex,value,the,state,of,the,vertex,param,message,the,type,of,the,message,sent,between,vertices,along,the,edges,param,ev,the,type,of,the,values,that,are,associated,with,the,edges,return,an,instance,of,the,vertex,centric,graph,computation,operator;public,static,k,vv,ev,message,vertex,centric,iteration,k,vv,ev,message,with,edges,data,set,edge,k,ev,edges,with,value,compute,function,k,vv,ev,message,cf,int,maximum,number,of,iterations,return,new,vertex,centric,iteration,cf,edges,with,value,null,maximum,number,of,iterations
VertexCentricIteration -> public static <K, VV, EV, Message> VertexCentricIteration<K, VV, EV, Message> withEdges( 		DataSet<Edge<K, EV>> edgesWithValue, ComputeFunction<K, VV, EV, Message> cf, 		int maximumNumberOfIterations);1501532946;Creates a new vertex-centric iteration operator.__@param edgesWithValue The data set containing edges._@param cf The compute function__@param <K> The type of the vertex key (the vertex identifier)._@param <VV> The type of the vertex value (the state of the vertex)._@param <Message> The type of the message sent between vertices along the edges._@param <EV> The type of the values that are associated with the edges.__@return An instance of the vertex-centric graph computation operator.;public static <K, VV, EV, Message> VertexCentricIteration<K, VV, EV, Message> withEdges(_		DataSet<Edge<K, EV>> edgesWithValue, ComputeFunction<K, VV, EV, Message> cf,_		int maximumNumberOfIterations) {__		return new VertexCentricIteration<>(cf, edgesWithValue, null,_			maximumNumberOfIterations)__	};creates,a,new,vertex,centric,iteration,operator,param,edges,with,value,the,data,set,containing,edges,param,cf,the,compute,function,param,k,the,type,of,the,vertex,key,the,vertex,identifier,param,vv,the,type,of,the,vertex,value,the,state,of,the,vertex,param,message,the,type,of,the,message,sent,between,vertices,along,the,edges,param,ev,the,type,of,the,values,that,are,associated,with,the,edges,return,an,instance,of,the,vertex,centric,graph,computation,operator;public,static,k,vv,ev,message,vertex,centric,iteration,k,vv,ev,message,with,edges,data,set,edge,k,ev,edges,with,value,compute,function,k,vv,ev,message,cf,int,maximum,number,of,iterations,return,new,vertex,centric,iteration,cf,edges,with,value,null,maximum,number,of,iterations
VertexCentricIteration -> public VertexCentricConfiguration getIterationConfiguration();1454411631;@return the configuration parameters of this vertex-centric iteration;public VertexCentricConfiguration getIterationConfiguration() {_		return this.configuration__	};return,the,configuration,parameters,of,this,vertex,centric,iteration;public,vertex,centric,configuration,get,iteration,configuration,return,this,configuration
VertexCentricIteration -> public VertexCentricConfiguration getIterationConfiguration();1454427784;@return the configuration parameters of this vertex-centric iteration;public VertexCentricConfiguration getIterationConfiguration() {_		return this.configuration__	};return,the,configuration,parameters,of,this,vertex,centric,iteration;public,vertex,centric,configuration,get,iteration,configuration,return,this,configuration
VertexCentricIteration -> public VertexCentricConfiguration getIterationConfiguration();1461669017;@return the configuration parameters of this vertex-centric iteration;public VertexCentricConfiguration getIterationConfiguration() {_		return this.configuration__	};return,the,configuration,parameters,of,this,vertex,centric,iteration;public,vertex,centric,configuration,get,iteration,configuration,return,this,configuration
VertexCentricIteration -> public VertexCentricConfiguration getIterationConfiguration();1475517578;@return the configuration parameters of this vertex-centric iteration;public VertexCentricConfiguration getIterationConfiguration() {_		return this.configuration__	};return,the,configuration,parameters,of,this,vertex,centric,iteration;public,vertex,centric,configuration,get,iteration,configuration,return,this,configuration
VertexCentricIteration -> public VertexCentricConfiguration getIterationConfiguration();1475589042;@return the configuration parameters of this vertex-centric iteration;public VertexCentricConfiguration getIterationConfiguration() {_		return this.configuration__	};return,the,configuration,parameters,of,this,vertex,centric,iteration;public,vertex,centric,configuration,get,iteration,configuration,return,this,configuration
VertexCentricIteration -> public VertexCentricConfiguration getIterationConfiguration();1484681137;@return the configuration parameters of this vertex-centric iteration;public VertexCentricConfiguration getIterationConfiguration() {_		return this.configuration__	};return,the,configuration,parameters,of,this,vertex,centric,iteration;public,vertex,centric,configuration,get,iteration,configuration,return,this,configuration
VertexCentricIteration -> public VertexCentricConfiguration getIterationConfiguration();1495653033;@return the configuration parameters of this vertex-centric iteration;public VertexCentricConfiguration getIterationConfiguration() {_		return this.configuration__	};return,the,configuration,parameters,of,this,vertex,centric,iteration;public,vertex,centric,configuration,get,iteration,configuration,return,this,configuration
VertexCentricIteration -> public VertexCentricConfiguration getIterationConfiguration();1501532946;@return the configuration parameters of this vertex-centric iteration;public VertexCentricConfiguration getIterationConfiguration() {_		return this.configuration__	};return,the,configuration,parameters,of,this,vertex,centric,iteration;public,vertex,centric,configuration,get,iteration,configuration,return,this,configuration
VertexCentricIteration -> public static final <K, VV, EV, Message> VertexCentricIteration<K, VV, EV, Message> withEdges( 		DataSet<Edge<K, EV>> edgesWithValue, ComputeFunction<K, VV, EV, Message> cf, 		int maximumNumberOfIterations);1454411631;Creates a new vertex-centric iteration operator.__@param edgesWithValue The data set containing edges._@param uf The function that updates the state of the vertices from the incoming messages._@param mf The function that turns changed vertex states into messages along the edges.__@param <K> The type of the vertex key (the vertex identifier)._@param <VV> The type of the vertex value (the state of the vertex)._@param <Message> The type of the message sent between vertices along the edges._@param <EV> The type of the values that are associated with the edges.__@return An in stance of the vertex-centric graph computation operator.;public static final <K, VV, EV, Message> VertexCentricIteration<K, VV, EV, Message> withEdges(_		DataSet<Edge<K, EV>> edgesWithValue, ComputeFunction<K, VV, EV, Message> cf,_		int maximumNumberOfIterations) {__		return new VertexCentricIteration<K, VV, EV, Message>(cf, edgesWithValue, null,_				maximumNumberOfIterations)__	};creates,a,new,vertex,centric,iteration,operator,param,edges,with,value,the,data,set,containing,edges,param,uf,the,function,that,updates,the,state,of,the,vertices,from,the,incoming,messages,param,mf,the,function,that,turns,changed,vertex,states,into,messages,along,the,edges,param,k,the,type,of,the,vertex,key,the,vertex,identifier,param,vv,the,type,of,the,vertex,value,the,state,of,the,vertex,param,message,the,type,of,the,message,sent,between,vertices,along,the,edges,param,ev,the,type,of,the,values,that,are,associated,with,the,edges,return,an,in,stance,of,the,vertex,centric,graph,computation,operator;public,static,final,k,vv,ev,message,vertex,centric,iteration,k,vv,ev,message,with,edges,data,set,edge,k,ev,edges,with,value,compute,function,k,vv,ev,message,cf,int,maximum,number,of,iterations,return,new,vertex,centric,iteration,k,vv,ev,message,cf,edges,with,value,null,maximum,number,of,iterations
VertexCentricIteration -> public static final <K, VV, EV, Message> VertexCentricIteration<K, VV, EV, Message> withEdges( 		DataSet<Edge<K, EV>> edgesWithValue, ComputeFunction<K, VV, EV, Message> cf, 		int maximumNumberOfIterations);1454427784;Creates a new vertex-centric iteration operator.__@param edgesWithValue The data set containing edges._@param cf The compute function__@param <K> The type of the vertex key (the vertex identifier)._@param <VV> The type of the vertex value (the state of the vertex)._@param <Message> The type of the message sent between vertices along the edges._@param <EV> The type of the values that are associated with the edges.__@return An instance of the vertex-centric graph computation operator.;public static final <K, VV, EV, Message> VertexCentricIteration<K, VV, EV, Message> withEdges(_		DataSet<Edge<K, EV>> edgesWithValue, ComputeFunction<K, VV, EV, Message> cf,_		int maximumNumberOfIterations) {__		return new VertexCentricIteration<K, VV, EV, Message>(cf, edgesWithValue, null,_				maximumNumberOfIterations)__	};creates,a,new,vertex,centric,iteration,operator,param,edges,with,value,the,data,set,containing,edges,param,cf,the,compute,function,param,k,the,type,of,the,vertex,key,the,vertex,identifier,param,vv,the,type,of,the,vertex,value,the,state,of,the,vertex,param,message,the,type,of,the,message,sent,between,vertices,along,the,edges,param,ev,the,type,of,the,values,that,are,associated,with,the,edges,return,an,instance,of,the,vertex,centric,graph,computation,operator;public,static,final,k,vv,ev,message,vertex,centric,iteration,k,vv,ev,message,with,edges,data,set,edge,k,ev,edges,with,value,compute,function,k,vv,ev,message,cf,int,maximum,number,of,iterations,return,new,vertex,centric,iteration,k,vv,ev,message,cf,edges,with,value,null,maximum,number,of,iterations
VertexCentricIteration -> public static final <K, VV, EV, Message> VertexCentricIteration<K, VV, EV, Message> withEdges( 		DataSet<Edge<K, EV>> edgesWithValue, ComputeFunction<K, VV, EV, Message> cf, 		int maximumNumberOfIterations);1461669017;Creates a new vertex-centric iteration operator.__@param edgesWithValue The data set containing edges._@param cf The compute function__@param <K> The type of the vertex key (the vertex identifier)._@param <VV> The type of the vertex value (the state of the vertex)._@param <Message> The type of the message sent between vertices along the edges._@param <EV> The type of the values that are associated with the edges.__@return An instance of the vertex-centric graph computation operator.;public static final <K, VV, EV, Message> VertexCentricIteration<K, VV, EV, Message> withEdges(_		DataSet<Edge<K, EV>> edgesWithValue, ComputeFunction<K, VV, EV, Message> cf,_		int maximumNumberOfIterations) {__		return new VertexCentricIteration<K, VV, EV, Message>(cf, edgesWithValue, null,_				maximumNumberOfIterations)__	};creates,a,new,vertex,centric,iteration,operator,param,edges,with,value,the,data,set,containing,edges,param,cf,the,compute,function,param,k,the,type,of,the,vertex,key,the,vertex,identifier,param,vv,the,type,of,the,vertex,value,the,state,of,the,vertex,param,message,the,type,of,the,message,sent,between,vertices,along,the,edges,param,ev,the,type,of,the,values,that,are,associated,with,the,edges,return,an,instance,of,the,vertex,centric,graph,computation,operator;public,static,final,k,vv,ev,message,vertex,centric,iteration,k,vv,ev,message,with,edges,data,set,edge,k,ev,edges,with,value,compute,function,k,vv,ev,message,cf,int,maximum,number,of,iterations,return,new,vertex,centric,iteration,k,vv,ev,message,cf,edges,with,value,null,maximum,number,of,iterations
VertexCentricIteration -> @Override 	public void setInput(DataSet<Vertex<K, VV>> inputData);1454411631;Sets the input data set for this operator. In the case of this operator this input data set represents_the set of vertices with their initial state.__@param inputData The input data set, which in the case of this operator represents the set of_vertices with their initial state.__@see org.apache.flink.api.java.operators.CustomUnaryOperation#setInput(org.apache.flink.api.java.DataSet);@Override_	public void setInput(DataSet<Vertex<K, VV>> inputData) {_		this.initialVertices = inputData__	};sets,the,input,data,set,for,this,operator,in,the,case,of,this,operator,this,input,data,set,represents,the,set,of,vertices,with,their,initial,state,param,input,data,the,input,data,set,which,in,the,case,of,this,operator,represents,the,set,of,vertices,with,their,initial,state,see,org,apache,flink,api,java,operators,custom,unary,operation,set,input,org,apache,flink,api,java,data,set;override,public,void,set,input,data,set,vertex,k,vv,input,data,this,initial,vertices,input,data
VertexCentricIteration -> @Override 	public void setInput(DataSet<Vertex<K, VV>> inputData);1454427784;Sets the input data set for this operator. In the case of this operator this input data set represents_the set of vertices with their initial state.__@param inputData The input data set, which in the case of this operator represents the set of_vertices with their initial state.__@see org.apache.flink.api.java.operators.CustomUnaryOperation#setInput(org.apache.flink.api.java.DataSet);@Override_	public void setInput(DataSet<Vertex<K, VV>> inputData) {_		this.initialVertices = inputData__	};sets,the,input,data,set,for,this,operator,in,the,case,of,this,operator,this,input,data,set,represents,the,set,of,vertices,with,their,initial,state,param,input,data,the,input,data,set,which,in,the,case,of,this,operator,represents,the,set,of,vertices,with,their,initial,state,see,org,apache,flink,api,java,operators,custom,unary,operation,set,input,org,apache,flink,api,java,data,set;override,public,void,set,input,data,set,vertex,k,vv,input,data,this,initial,vertices,input,data
VertexCentricIteration -> @Override 	public void setInput(DataSet<Vertex<K, VV>> inputData);1461669017;Sets the input data set for this operator. In the case of this operator this input data set represents_the set of vertices with their initial state.__@param inputData The input data set, which in the case of this operator represents the set of_vertices with their initial state.__@see org.apache.flink.api.java.operators.CustomUnaryOperation#setInput(org.apache.flink.api.java.DataSet);@Override_	public void setInput(DataSet<Vertex<K, VV>> inputData) {_		this.initialVertices = inputData__	};sets,the,input,data,set,for,this,operator,in,the,case,of,this,operator,this,input,data,set,represents,the,set,of,vertices,with,their,initial,state,param,input,data,the,input,data,set,which,in,the,case,of,this,operator,represents,the,set,of,vertices,with,their,initial,state,see,org,apache,flink,api,java,operators,custom,unary,operation,set,input,org,apache,flink,api,java,data,set;override,public,void,set,input,data,set,vertex,k,vv,input,data,this,initial,vertices,input,data
