# id;timestamp;commentText;codeText;commentWords;codeWords
SnapshotShardsService -> private void innerUpdateSnapshotState(final UpdateIndexShardSnapshotStatusRequest request, ActionListener<UpdateIndexShardSnapshotStatusResponse> listener);1524684173;Updates the shard status on master node__@param request update shard status request;private void innerUpdateSnapshotState(final UpdateIndexShardSnapshotStatusRequest request, ActionListener<UpdateIndexShardSnapshotStatusResponse> listener) {_        logger.trace("received updated snapshot restore state [{}]", request)__        clusterService.submitStateUpdateTask(_            "update snapshot state",_            request,_            ClusterStateTaskConfig.build(Priority.NORMAL),_            snapshotStateExecutor,_            new ClusterStateTaskListener() {_                @Override_                public void onFailure(String source, Exception e) {_                    listener.onFailure(e)__                }__                @Override_                public void clusterStateProcessed(String source, ClusterState oldState, ClusterState newState) {_                    listener.onResponse(new UpdateIndexShardSnapshotStatusResponse())__                }_            })__    };updates,the,shard,status,on,master,node,param,request,update,shard,status,request;private,void,inner,update,snapshot,state,final,update,index,shard,snapshot,status,request,request,action,listener,update,index,shard,snapshot,status,response,listener,logger,trace,received,updated,snapshot,restore,state,request,cluster,service,submit,state,update,task,update,snapshot,state,request,cluster,state,task,config,build,priority,normal,snapshot,state,executor,new,cluster,state,task,listener,override,public,void,on,failure,string,source,exception,e,listener,on,failure,e,override,public,void,cluster,state,processed,string,source,cluster,state,old,state,cluster,state,new,state,listener,on,response,new,update,index,shard,snapshot,status,response
SnapshotShardsService -> void notifySuccessfulSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String localNodeId);1543851569;Notify the master node that the given shard has been successfully snapshotted *;void notifySuccessfulSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String localNodeId) {_        sendSnapshotShardUpdate(snapshot, shardId, new ShardSnapshotStatus(localNodeId, State.SUCCESS))__    };notify,the,master,node,that,the,given,shard,has,been,successfully,snapshotted;void,notify,successful,snapshot,shard,final,snapshot,snapshot,final,shard,id,shard,id,final,string,local,node,id,send,snapshot,shard,update,snapshot,shard,id,new,shard,snapshot,status,local,node,id,state,success
SnapshotShardsService -> void notifySuccessfulSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String localNodeId);1545215361;Notify the master node that the given shard has been successfully snapshotted *;void notifySuccessfulSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String localNodeId) {_        sendSnapshotShardUpdate(snapshot, shardId, new ShardSnapshotStatus(localNodeId, State.SUCCESS))__    };notify,the,master,node,that,the,given,shard,has,been,successfully,snapshotted;void,notify,successful,snapshot,shard,final,snapshot,snapshot,final,shard,id,shard,id,final,string,local,node,id,send,snapshot,shard,update,snapshot,shard,id,new,shard,snapshot,status,local,node,id,state,success
SnapshotShardsService -> void notifySuccessfulSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String localNodeId);1547023537;Notify the master node that the given shard has been successfully snapshotted *;void notifySuccessfulSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String localNodeId) {_        sendSnapshotShardUpdate(snapshot, shardId, new ShardSnapshotStatus(localNodeId, State.SUCCESS))__    };notify,the,master,node,that,the,given,shard,has,been,successfully,snapshotted;void,notify,successful,snapshot,shard,final,snapshot,snapshot,final,shard,id,shard,id,final,string,local,node,id,send,snapshot,shard,update,snapshot,shard,id,new,shard,snapshot,status,local,node,id,state,success
SnapshotShardsService -> void notifySuccessfulSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String localNodeId);1547625930;Notify the master node that the given shard has been successfully snapshotted *;void notifySuccessfulSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String localNodeId) {_        sendSnapshotShardUpdate(snapshot, shardId, new ShardSnapshotStatus(localNodeId, State.SUCCESS))__    };notify,the,master,node,that,the,given,shard,has,been,successfully,snapshotted;void,notify,successful,snapshot,shard,final,snapshot,snapshot,final,shard,id,shard,id,final,string,local,node,id,send,snapshot,shard,update,snapshot,shard,id,new,shard,snapshot,status,local,node,id,state,success
SnapshotShardsService -> void notifySuccessfulSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String localNodeId);1548996340;Notify the master node that the given shard has been successfully snapshotted *;void notifySuccessfulSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String localNodeId) {_        sendSnapshotShardUpdate(snapshot, shardId, new ShardSnapshotStatus(localNodeId, State.SUCCESS))__    };notify,the,master,node,that,the,given,shard,has,been,successfully,snapshotted;void,notify,successful,snapshot,shard,final,snapshot,snapshot,final,shard,id,shard,id,final,string,local,node,id,send,snapshot,shard,update,snapshot,shard,id,new,shard,snapshot,status,local,node,id,state,success
SnapshotShardsService -> private void notifyFailedSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String failure);1549050374;Notify the master node that the given shard failed to be snapshotted *;private void notifyFailedSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String failure) {_        sendSnapshotShardUpdate(snapshot, shardId, new ShardSnapshotStatus(clusterService.localNode().getId(), State.FAILED, failure))__    };notify,the,master,node,that,the,given,shard,failed,to,be,snapshotted;private,void,notify,failed,snapshot,shard,final,snapshot,snapshot,final,shard,id,shard,id,final,string,failure,send,snapshot,shard,update,snapshot,shard,id,new,shard,snapshot,status,cluster,service,local,node,get,id,state,failed,failure
SnapshotShardsService -> private void notifyFailedSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String failure);1549180095;Notify the master node that the given shard failed to be snapshotted *;private void notifyFailedSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String failure) {_        sendSnapshotShardUpdate(snapshot, shardId, new ShardSnapshotStatus(clusterService.localNode().getId(), State.FAILED, failure))__    };notify,the,master,node,that,the,given,shard,failed,to,be,snapshotted;private,void,notify,failed,snapshot,shard,final,snapshot,snapshot,final,shard,id,shard,id,final,string,failure,send,snapshot,shard,update,snapshot,shard,id,new,shard,snapshot,status,cluster,service,local,node,get,id,state,failed,failure
SnapshotShardsService -> private void notifyFailedSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String failure);1549267599;Notify the master node that the given shard failed to be snapshotted *;private void notifyFailedSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String failure) {_        sendSnapshotShardUpdate(snapshot, shardId, new ShardSnapshotStatus(clusterService.localNode().getId(), State.FAILED, failure))__    };notify,the,master,node,that,the,given,shard,failed,to,be,snapshotted;private,void,notify,failed,snapshot,shard,final,snapshot,snapshot,final,shard,id,shard,id,final,string,failure,send,snapshot,shard,update,snapshot,shard,id,new,shard,snapshot,status,cluster,service,local,node,get,id,state,failed,failure
SnapshotShardsService -> private void notifyFailedSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String failure);1549381458;Notify the master node that the given shard failed to be snapshotted *;private void notifyFailedSnapshotShard(final Snapshot snapshot, final ShardId shardId, final String failure) {_        sendSnapshotShardUpdate(snapshot, shardId, new ShardSnapshotStatus(clusterService.localNode().getId(), State.FAILED, failure))__    };notify,the,master,node,that,the,given,shard,failed,to,be,snapshotted;private,void,notify,failed,snapshot,shard,final,snapshot,snapshot,final,shard,id,shard,id,final,string,failure,send,snapshot,shard,update,snapshot,shard,id,new,shard,snapshot,status,cluster,service,local,node,get,id,state,failed,failure
SnapshotShardsService -> private void snapshot(final IndexShard indexShard, final Snapshot snapshot, final IndexId indexId, final IndexShardSnapshotStatus snapshotStatus);1524684173;Creates shard snapshot__@param snapshot       snapshot_@param snapshotStatus snapshot status;private void snapshot(final IndexShard indexShard, final Snapshot snapshot, final IndexId indexId, final IndexShardSnapshotStatus snapshotStatus) {_        final ShardId shardId = indexShard.shardId()__        if (indexShard.routingEntry().primary() == false) {_            throw new IndexShardSnapshotFailedException(shardId, "snapshot should be performed only on primary")__        }_        if (indexShard.routingEntry().relocating()) {_            _            throw new IndexShardSnapshotFailedException(shardId, "cannot snapshot while relocating")__        }__        final IndexShardState indexShardState = indexShard.state()__        if (indexShardState == IndexShardState.CREATED || indexShardState == IndexShardState.RECOVERING) {_            _            throw new IndexShardSnapshotFailedException(shardId, "shard didn't fully recover yet")__        }__        final Repository repository = snapshotsService.getRepositoriesService().repository(snapshot.getRepository())__        try {_            _            try (Engine.IndexCommitRef snapshotRef = indexShard.acquireLastIndexCommit(true)) {_                repository.snapshotShard(indexShard, snapshot.getSnapshotId(), indexId, snapshotRef.getIndexCommit(), snapshotStatus)__                if (logger.isDebugEnabled()) {_                    final IndexShardSnapshotStatus.Copy lastSnapshotStatus = snapshotStatus.asCopy()__                    logger.debug("snapshot ({}) completed to {} with {}", snapshot, repository, lastSnapshotStatus)__                }_            }_        } catch (SnapshotFailedEngineException | IndexShardSnapshotFailedException e) {_            throw e__        } catch (Exception e) {_            throw new IndexShardSnapshotFailedException(shardId, "Failed to snapshot", e)__        }_    };creates,shard,snapshot,param,snapshot,snapshot,param,snapshot,status,snapshot,status;private,void,snapshot,final,index,shard,index,shard,final,snapshot,snapshot,final,index,id,index,id,final,index,shard,snapshot,status,snapshot,status,final,shard,id,shard,id,index,shard,shard,id,if,index,shard,routing,entry,primary,false,throw,new,index,shard,snapshot,failed,exception,shard,id,snapshot,should,be,performed,only,on,primary,if,index,shard,routing,entry,relocating,throw,new,index,shard,snapshot,failed,exception,shard,id,cannot,snapshot,while,relocating,final,index,shard,state,index,shard,state,index,shard,state,if,index,shard,state,index,shard,state,created,index,shard,state,index,shard,state,recovering,throw,new,index,shard,snapshot,failed,exception,shard,id,shard,didn,t,fully,recover,yet,final,repository,repository,snapshots,service,get,repositories,service,repository,snapshot,get,repository,try,try,engine,index,commit,ref,snapshot,ref,index,shard,acquire,last,index,commit,true,repository,snapshot,shard,index,shard,snapshot,get,snapshot,id,index,id,snapshot,ref,get,index,commit,snapshot,status,if,logger,is,debug,enabled,final,index,shard,snapshot,status,copy,last,snapshot,status,snapshot,status,as,copy,logger,debug,snapshot,completed,to,with,snapshot,repository,last,snapshot,status,catch,snapshot,failed,engine,exception,index,shard,snapshot,failed,exception,e,throw,e,catch,exception,e,throw,new,index,shard,snapshot,failed,exception,shard,id,failed,to,snapshot,e
SnapshotShardsService -> private void snapshot(final IndexShard indexShard, final Snapshot snapshot, final IndexId indexId, final IndexShardSnapshotStatus snapshotStatus);1536828374;Creates shard snapshot__@param snapshot       snapshot_@param snapshotStatus snapshot status;private void snapshot(final IndexShard indexShard, final Snapshot snapshot, final IndexId indexId, final IndexShardSnapshotStatus snapshotStatus) {_        final ShardId shardId = indexShard.shardId()__        if (indexShard.routingEntry().primary() == false) {_            throw new IndexShardSnapshotFailedException(shardId, "snapshot should be performed only on primary")__        }_        if (indexShard.routingEntry().relocating()) {_            _            throw new IndexShardSnapshotFailedException(shardId, "cannot snapshot while relocating")__        }__        final IndexShardState indexShardState = indexShard.state()__        if (indexShardState == IndexShardState.CREATED || indexShardState == IndexShardState.RECOVERING) {_            _            throw new IndexShardSnapshotFailedException(shardId, "shard didn't fully recover yet")__        }__        final Repository repository = snapshotsService.getRepositoriesService().repository(snapshot.getRepository())__        try {_            _            try (Engine.IndexCommitRef snapshotRef = indexShard.acquireLastIndexCommit(true)) {_                repository.snapshotShard(indexShard, indexShard.store(), snapshot.getSnapshotId(), indexId, snapshotRef.getIndexCommit(),_                    snapshotStatus)__                if (logger.isDebugEnabled()) {_                    final IndexShardSnapshotStatus.Copy lastSnapshotStatus = snapshotStatus.asCopy()__                    logger.debug("snapshot ({}) completed to {} with {}", snapshot, repository, lastSnapshotStatus)__                }_            }_        } catch (SnapshotFailedEngineException | IndexShardSnapshotFailedException e) {_            throw e__        } catch (Exception e) {_            throw new IndexShardSnapshotFailedException(shardId, "Failed to snapshot", e)__        }_    };creates,shard,snapshot,param,snapshot,snapshot,param,snapshot,status,snapshot,status;private,void,snapshot,final,index,shard,index,shard,final,snapshot,snapshot,final,index,id,index,id,final,index,shard,snapshot,status,snapshot,status,final,shard,id,shard,id,index,shard,shard,id,if,index,shard,routing,entry,primary,false,throw,new,index,shard,snapshot,failed,exception,shard,id,snapshot,should,be,performed,only,on,primary,if,index,shard,routing,entry,relocating,throw,new,index,shard,snapshot,failed,exception,shard,id,cannot,snapshot,while,relocating,final,index,shard,state,index,shard,state,index,shard,state,if,index,shard,state,index,shard,state,created,index,shard,state,index,shard,state,recovering,throw,new,index,shard,snapshot,failed,exception,shard,id,shard,didn,t,fully,recover,yet,final,repository,repository,snapshots,service,get,repositories,service,repository,snapshot,get,repository,try,try,engine,index,commit,ref,snapshot,ref,index,shard,acquire,last,index,commit,true,repository,snapshot,shard,index,shard,index,shard,store,snapshot,get,snapshot,id,index,id,snapshot,ref,get,index,commit,snapshot,status,if,logger,is,debug,enabled,final,index,shard,snapshot,status,copy,last,snapshot,status,snapshot,status,as,copy,logger,debug,snapshot,completed,to,with,snapshot,repository,last,snapshot,status,catch,snapshot,failed,engine,exception,index,shard,snapshot,failed,exception,e,throw,e,catch,exception,e,throw,new,index,shard,snapshot,failed,exception,shard,id,failed,to,snapshot,e
SnapshotShardsService -> private void snapshot(final IndexShard indexShard, final Snapshot snapshot, final IndexId indexId, final IndexShardSnapshotStatus snapshotStatus);1541419698;Creates shard snapshot__@param snapshot       snapshot_@param snapshotStatus snapshot status;private void snapshot(final IndexShard indexShard, final Snapshot snapshot, final IndexId indexId, final IndexShardSnapshotStatus snapshotStatus) {_        final ShardId shardId = indexShard.shardId()__        if (indexShard.routingEntry().primary() == false) {_            throw new IndexShardSnapshotFailedException(shardId, "snapshot should be performed only on primary")__        }_        if (indexShard.routingEntry().relocating()) {_            _            throw new IndexShardSnapshotFailedException(shardId, "cannot snapshot while relocating")__        }__        final IndexShardState indexShardState = indexShard.state()__        if (indexShardState == IndexShardState.CREATED || indexShardState == IndexShardState.RECOVERING) {_            _            throw new IndexShardSnapshotFailedException(shardId, "shard didn't fully recover yet")__        }__        final Repository repository = snapshotsService.getRepositoriesService().repository(snapshot.getRepository())__        try {_            _            try (Engine.IndexCommitRef snapshotRef = indexShard.acquireLastIndexCommit(true)) {_                repository.snapshotShard(indexShard, indexShard.store(), snapshot.getSnapshotId(), indexId, snapshotRef.getIndexCommit(),_                    snapshotStatus)__                if (logger.isDebugEnabled()) {_                    final IndexShardSnapshotStatus.Copy lastSnapshotStatus = snapshotStatus.asCopy()__                    logger.debug("snapshot ({}) completed to {} with {}", snapshot, repository, lastSnapshotStatus)__                }_            }_        } catch (SnapshotFailedEngineException | IndexShardSnapshotFailedException e) {_            throw e__        } catch (Exception e) {_            throw new IndexShardSnapshotFailedException(shardId, "Failed to snapshot", e)__        }_    };creates,shard,snapshot,param,snapshot,snapshot,param,snapshot,status,snapshot,status;private,void,snapshot,final,index,shard,index,shard,final,snapshot,snapshot,final,index,id,index,id,final,index,shard,snapshot,status,snapshot,status,final,shard,id,shard,id,index,shard,shard,id,if,index,shard,routing,entry,primary,false,throw,new,index,shard,snapshot,failed,exception,shard,id,snapshot,should,be,performed,only,on,primary,if,index,shard,routing,entry,relocating,throw,new,index,shard,snapshot,failed,exception,shard,id,cannot,snapshot,while,relocating,final,index,shard,state,index,shard,state,index,shard,state,if,index,shard,state,index,shard,state,created,index,shard,state,index,shard,state,recovering,throw,new,index,shard,snapshot,failed,exception,shard,id,shard,didn,t,fully,recover,yet,final,repository,repository,snapshots,service,get,repositories,service,repository,snapshot,get,repository,try,try,engine,index,commit,ref,snapshot,ref,index,shard,acquire,last,index,commit,true,repository,snapshot,shard,index,shard,index,shard,store,snapshot,get,snapshot,id,index,id,snapshot,ref,get,index,commit,snapshot,status,if,logger,is,debug,enabled,final,index,shard,snapshot,status,copy,last,snapshot,status,snapshot,status,as,copy,logger,debug,snapshot,completed,to,with,snapshot,repository,last,snapshot,status,catch,snapshot,failed,engine,exception,index,shard,snapshot,failed,exception,e,throw,e,catch,exception,e,throw,new,index,shard,snapshot,failed,exception,shard,id,failed,to,snapshot,e
