# id;timestamp;commentText;codeText;commentWords;codeWords
AdamicAdar -> Result -> public Result();1464173021;No-args constructor.;public Result() {_			f2 = new FloatValue()__		};no,args,constructor;public,result,f2,new,float,value
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumScore(float score);1469452167;Filter out Adamic-Adar scores less than the given minimum.__@param score minimum score_@return this;public AdamicAdar<K, VV, EV> setMinimumScore(float score) {_		Preconditions.checkArgument(score >= 0, "Minimum score must be non-negative")___		this.minimumScore = score___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,minimum,param,score,minimum,score,return,this;public,adamic,adar,k,vv,ev,set,minimum,score,float,score,preconditions,check,argument,score,0,minimum,score,must,be,non,negative,this,minimum,score,score,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumScore(float score);1472831588;Filter out Adamic-Adar scores less than the given minimum.__@param score minimum score_@return this;public AdamicAdar<K, VV, EV> setMinimumScore(float score) {_		Preconditions.checkArgument(score >= 0, "Minimum score must be non-negative")___		this.minimumScore = score___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,minimum,param,score,minimum,score,return,this;public,adamic,adar,k,vv,ev,set,minimum,score,float,score,preconditions,check,argument,score,0,minimum,score,must,be,non,negative,this,minimum,score,score,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumScore(float score);1477509530;Filter out Adamic-Adar scores less than the given minimum.__@param score minimum score_@return this;public AdamicAdar<K, VV, EV> setMinimumScore(float score) {_		Preconditions.checkArgument(score >= 0, "Minimum score must be non-negative")___		this.minimumScore = score___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,minimum,param,score,minimum,score,return,this;public,adamic,adar,k,vv,ev,set,minimum,score,float,score,preconditions,check,argument,score,0,minimum,score,must,be,non,negative,this,minimum,score,score,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumScore(float score);1487885205;Filter out Adamic-Adar scores less than the given minimum.__@param score minimum score_@return this;public AdamicAdar<K, VV, EV> setMinimumScore(float score) {_		Preconditions.checkArgument(score >= 0, "Minimum score must be non-negative")___		this.minimumScore = score___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,minimum,param,score,minimum,score,return,this;public,adamic,adar,k,vv,ev,set,minimum,score,float,score,preconditions,check,argument,score,0,minimum,score,must,be,non,negative,this,minimum,score,score,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumScore(float score);1488305420;Filter out Adamic-Adar scores less than the given minimum.__@param score minimum score_@return this;public AdamicAdar<K, VV, EV> setMinimumScore(float score) {_		Preconditions.checkArgument(score >= 0, "Minimum score must be non-negative")___		this.minimumScore = score___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,minimum,param,score,minimum,score,return,this;public,adamic,adar,k,vv,ev,set,minimum,score,float,score,preconditions,check,argument,score,0,minimum,score,must,be,non,negative,this,minimum,score,score,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumScore(float score);1492096511;Filter out Adamic-Adar scores less than the given minimum.__@param score minimum score_@return this;public AdamicAdar<K, VV, EV> setMinimumScore(float score) {_		Preconditions.checkArgument(score >= 0, "Minimum score must be non-negative")___		this.minimumScore = score___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,minimum,param,score,minimum,score,return,this;public,adamic,adar,k,vv,ev,set,minimum,score,float,score,preconditions,check,argument,score,0,minimum,score,must,be,non,negative,this,minimum,score,score,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumScore(float score);1495653033;Filter out Adamic-Adar scores less than the given minimum.__@param score minimum score_@return this;public AdamicAdar<K, VV, EV> setMinimumScore(float score) {_		Preconditions.checkArgument(score >= 0, "Minimum score must be non-negative")___		this.minimumScore = score___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,minimum,param,score,minimum,score,return,this;public,adamic,adar,k,vv,ev,set,minimum,score,float,score,preconditions,check,argument,score,0,minimum,score,must,be,non,negative,this,minimum,score,score,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumScore(float score);1498486910;Filter out Adamic-Adar scores less than the given minimum.__@param score minimum score_@return this;public AdamicAdar<K, VV, EV> setMinimumScore(float score) {_		Preconditions.checkArgument(score >= 0, "Minimum score must be non-negative")___		this.minimumScore = score___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,minimum,param,score,minimum,score,return,this;public,adamic,adar,k,vv,ev,set,minimum,score,float,score,preconditions,check,argument,score,0,minimum,score,must,be,non,negative,this,minimum,score,score,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumScore(float score);1498486910;Filter out Adamic-Adar scores less than the given minimum.__@param score minimum score_@return this;public AdamicAdar<K, VV, EV> setMinimumScore(float score) {_		Preconditions.checkArgument(score >= 0, "Minimum score must be non-negative")___		this.minimumScore = score___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,minimum,param,score,minimum,score,return,this;public,adamic,adar,k,vv,ev,set,minimum,score,float,score,preconditions,check,argument,score,0,minimum,score,must,be,non,negative,this,minimum,score,score,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumScore(float score);1499288286;Filter out Adamic-Adar scores less than the given minimum.__@param score minimum score_@return this;public AdamicAdar<K, VV, EV> setMinimumScore(float score) {_		Preconditions.checkArgument(score >= 0, "Minimum score must be non-negative")___		this.minimumScore = score___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,minimum,param,score,minimum,score,return,this;public,adamic,adar,k,vv,ev,set,minimum,score,float,score,preconditions,check,argument,score,0,minimum,score,must,be,non,negative,this,minimum,score,score,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumScore(float score);1501064632;Filter out Adamic-Adar scores less than the given minimum.__@param score minimum score_@return this;public AdamicAdar<K, VV, EV> setMinimumScore(float score) {_		Preconditions.checkArgument(score >= 0, "Minimum score must be non-negative")___		this.minimumScore = score___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,minimum,param,score,minimum,score,return,this;public,adamic,adar,k,vv,ev,set,minimum,score,float,score,preconditions,check,argument,score,0,minimum,score,must,be,non,negative,this,minimum,score,score,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumScore(float score);1501532946;Filter out Adamic-Adar scores less than the given minimum.__@param score minimum score_@return this;public AdamicAdar<K, VV, EV> setMinimumScore(float score) {_		Preconditions.checkArgument(score >= 0, "Minimum score must be non-negative")___		this.minimumScore = score___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,minimum,param,score,minimum,score,return,this;public,adamic,adar,k,vv,ev,set,minimum,score,float,score,preconditions,check,argument,score,0,minimum,score,must,be,non,negative,this,minimum,score,score,return,this
AdamicAdar -> Result -> public void setAdamicAdarScore(FloatValue adamicAdarScore);1498486910;Set the Adamic-Adar score, equal to the sum over common neighbors of_the inverse logarithm of degree.__@param adamicAdarScore the Adamic-Adar score;public void setAdamicAdarScore(FloatValue adamicAdarScore) {_			this.adamicAdarScore = adamicAdarScore__		};set,the,adamic,adar,score,equal,to,the,sum,over,common,neighbors,of,the,inverse,logarithm,of,degree,param,adamic,adar,score,the,adamic,adar,score;public,void,set,adamic,adar,score,float,value,adamic,adar,score,this,adamic,adar,score,adamic,adar,score
AdamicAdar -> Result -> public void setAdamicAdarScore(FloatValue adamicAdarScore);1498486910;Set the Adamic-Adar score, equal to the sum over common neighbors of_the inverse logarithm of degree.__@param adamicAdarScore the Adamic-Adar score;public void setAdamicAdarScore(FloatValue adamicAdarScore) {_			this.adamicAdarScore = adamicAdarScore__		};set,the,adamic,adar,score,equal,to,the,sum,over,common,neighbors,of,the,inverse,logarithm,of,degree,param,adamic,adar,score,the,adamic,adar,score;public,void,set,adamic,adar,score,float,value,adamic,adar,score,this,adamic,adar,score,adamic,adar,score
AdamicAdar -> Result -> public void setAdamicAdarScore(FloatValue adamicAdarScore);1499288286;Set the Adamic-Adar score, equal to the sum over common neighbors of_the inverse logarithm of degree.__@param adamicAdarScore the Adamic-Adar score;public void setAdamicAdarScore(FloatValue adamicAdarScore) {_			this.adamicAdarScore = adamicAdarScore__		};set,the,adamic,adar,score,equal,to,the,sum,over,common,neighbors,of,the,inverse,logarithm,of,degree,param,adamic,adar,score,the,adamic,adar,score;public,void,set,adamic,adar,score,float,value,adamic,adar,score,this,adamic,adar,score,adamic,adar,score
AdamicAdar -> Result -> public void setAdamicAdarScore(FloatValue adamicAdarScore);1501064632;Set the Adamic-Adar score, equal to the sum over common neighbors of_the inverse logarithm of degree.__@param adamicAdarScore the Adamic-Adar score;public void setAdamicAdarScore(FloatValue adamicAdarScore) {_			this.adamicAdarScore = adamicAdarScore__		};set,the,adamic,adar,score,equal,to,the,sum,over,common,neighbors,of,the,inverse,logarithm,of,degree,param,adamic,adar,score,the,adamic,adar,score;public,void,set,adamic,adar,score,float,value,adamic,adar,score,this,adamic,adar,score,adamic,adar,score
AdamicAdar -> Result -> public void setAdamicAdarScore(FloatValue adamicAdarScore);1501532946;Set the Adamic-Adar score, equal to the sum over common neighbors of_the inverse logarithm of degree.__@param adamicAdarScore the Adamic-Adar score;public void setAdamicAdarScore(FloatValue adamicAdarScore) {_			this.adamicAdarScore = adamicAdarScore__		};set,the,adamic,adar,score,equal,to,the,sum,over,common,neighbors,of,the,inverse,logarithm,of,degree,param,adamic,adar,score,the,adamic,adar,score;public,void,set,adamic,adar,score,float,value,adamic,adar,score,this,adamic,adar,score,adamic,adar,score
AdamicAdar -> public AdamicAdar<K, VV, EV> setLittleParallelism(int littleParallelism);1464173021;Override the parallelism of operators processing small amounts of data.__@param littleParallelism operator parallelism_@return this;public AdamicAdar<K, VV, EV> setLittleParallelism(int littleParallelism) {_		Preconditions.checkArgument(littleParallelism > 0 || littleParallelism == PARALLELISM_DEFAULT,_			"The parallelism must be greater than zero.")___		this.littleParallelism = littleParallelism___		return this__	};override,the,parallelism,of,operators,processing,small,amounts,of,data,param,little,parallelism,operator,parallelism,return,this;public,adamic,adar,k,vv,ev,set,little,parallelism,int,little,parallelism,preconditions,check,argument,little,parallelism,0,little,parallelism,the,parallelism,must,be,greater,than,zero,this,little,parallelism,little,parallelism,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setLittleParallelism(int littleParallelism);1466714907;Override the parallelism of operators processing small amounts of data.__@param littleParallelism operator parallelism_@return this;public AdamicAdar<K, VV, EV> setLittleParallelism(int littleParallelism) {_		Preconditions.checkArgument(littleParallelism > 0 || littleParallelism == PARALLELISM_DEFAULT,_			"The parallelism must be greater than zero.")___		this.littleParallelism = littleParallelism___		return this__	};override,the,parallelism,of,operators,processing,small,amounts,of,data,param,little,parallelism,operator,parallelism,return,this;public,adamic,adar,k,vv,ev,set,little,parallelism,int,little,parallelism,preconditions,check,argument,little,parallelism,0,little,parallelism,the,parallelism,must,be,greater,than,zero,this,little,parallelism,little,parallelism,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setLittleParallelism(int littleParallelism);1469452167;Override the parallelism of operators processing small amounts of data.__@param littleParallelism operator parallelism_@return this;public AdamicAdar<K, VV, EV> setLittleParallelism(int littleParallelism) {_		Preconditions.checkArgument(littleParallelism > 0 || littleParallelism == PARALLELISM_DEFAULT,_			"The parallelism must be greater than zero.")___		this.littleParallelism = littleParallelism___		return this__	};override,the,parallelism,of,operators,processing,small,amounts,of,data,param,little,parallelism,operator,parallelism,return,this;public,adamic,adar,k,vv,ev,set,little,parallelism,int,little,parallelism,preconditions,check,argument,little,parallelism,0,little,parallelism,the,parallelism,must,be,greater,than,zero,this,little,parallelism,little,parallelism,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setLittleParallelism(int littleParallelism);1472831588;Override the parallelism of operators processing small amounts of data.__@param littleParallelism operator parallelism_@return this;public AdamicAdar<K, VV, EV> setLittleParallelism(int littleParallelism) {_		Preconditions.checkArgument(littleParallelism > 0 || littleParallelism == PARALLELISM_DEFAULT,_			"The parallelism must be greater than zero.")___		this.littleParallelism = littleParallelism___		return this__	};override,the,parallelism,of,operators,processing,small,amounts,of,data,param,little,parallelism,operator,parallelism,return,this;public,adamic,adar,k,vv,ev,set,little,parallelism,int,little,parallelism,preconditions,check,argument,little,parallelism,0,little,parallelism,the,parallelism,must,be,greater,than,zero,this,little,parallelism,little,parallelism,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setLittleParallelism(int littleParallelism);1477509530;Override the parallelism of operators processing small amounts of data.__@param littleParallelism operator parallelism_@return this;public AdamicAdar<K, VV, EV> setLittleParallelism(int littleParallelism) {_		Preconditions.checkArgument(littleParallelism > 0 || littleParallelism == PARALLELISM_DEFAULT,_			"The parallelism must be greater than zero.")___		this.littleParallelism = littleParallelism___		return this__	};override,the,parallelism,of,operators,processing,small,amounts,of,data,param,little,parallelism,operator,parallelism,return,this;public,adamic,adar,k,vv,ev,set,little,parallelism,int,little,parallelism,preconditions,check,argument,little,parallelism,0,little,parallelism,the,parallelism,must,be,greater,than,zero,this,little,parallelism,little,parallelism,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setLittleParallelism(int littleParallelism);1487885205;Override the parallelism of operators processing small amounts of data.__@param littleParallelism operator parallelism_@return this;public AdamicAdar<K, VV, EV> setLittleParallelism(int littleParallelism) {_		Preconditions.checkArgument(littleParallelism > 0 || littleParallelism == PARALLELISM_DEFAULT,_			"The parallelism must be greater than zero.")___		this.littleParallelism = littleParallelism___		return this__	};override,the,parallelism,of,operators,processing,small,amounts,of,data,param,little,parallelism,operator,parallelism,return,this;public,adamic,adar,k,vv,ev,set,little,parallelism,int,little,parallelism,preconditions,check,argument,little,parallelism,0,little,parallelism,the,parallelism,must,be,greater,than,zero,this,little,parallelism,little,parallelism,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setLittleParallelism(int littleParallelism);1488305420;Override the parallelism of operators processing small amounts of data.__@param littleParallelism operator parallelism_@return this;public AdamicAdar<K, VV, EV> setLittleParallelism(int littleParallelism) {_		Preconditions.checkArgument(littleParallelism > 0 || littleParallelism == PARALLELISM_DEFAULT,_			"The parallelism must be greater than zero.")___		this.littleParallelism = littleParallelism___		return this__	};override,the,parallelism,of,operators,processing,small,amounts,of,data,param,little,parallelism,operator,parallelism,return,this;public,adamic,adar,k,vv,ev,set,little,parallelism,int,little,parallelism,preconditions,check,argument,little,parallelism,0,little,parallelism,the,parallelism,must,be,greater,than,zero,this,little,parallelism,little,parallelism,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setLittleParallelism(int littleParallelism);1492096511;Override the parallelism of operators processing small amounts of data.__@param littleParallelism operator parallelism_@return this;public AdamicAdar<K, VV, EV> setLittleParallelism(int littleParallelism) {_		Preconditions.checkArgument(littleParallelism > 0 || littleParallelism == PARALLELISM_DEFAULT,_			"The parallelism must be greater than zero.")___		this.littleParallelism = littleParallelism___		return this__	};override,the,parallelism,of,operators,processing,small,amounts,of,data,param,little,parallelism,operator,parallelism,return,this;public,adamic,adar,k,vv,ev,set,little,parallelism,int,little,parallelism,preconditions,check,argument,little,parallelism,0,little,parallelism,the,parallelism,must,be,greater,than,zero,this,little,parallelism,little,parallelism,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setLittleParallelism(int littleParallelism);1495653033;Override the parallelism of operators processing small amounts of data.__@param littleParallelism operator parallelism_@return this;public AdamicAdar<K, VV, EV> setLittleParallelism(int littleParallelism) {_		Preconditions.checkArgument(littleParallelism > 0 || littleParallelism == PARALLELISM_DEFAULT,_			"The parallelism must be greater than zero.")___		this.littleParallelism = littleParallelism___		return this__	};override,the,parallelism,of,operators,processing,small,amounts,of,data,param,little,parallelism,operator,parallelism,return,this;public,adamic,adar,k,vv,ev,set,little,parallelism,int,little,parallelism,preconditions,check,argument,little,parallelism,0,little,parallelism,the,parallelism,must,be,greater,than,zero,this,little,parallelism,little,parallelism,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setLittleParallelism(int littleParallelism);1498486910;Override the parallelism of operators processing small amounts of data.__@param littleParallelism operator parallelism_@return this;public AdamicAdar<K, VV, EV> setLittleParallelism(int littleParallelism) {_		Preconditions.checkArgument(littleParallelism > 0 || littleParallelism == PARALLELISM_DEFAULT,_			"The parallelism must be greater than zero.")___		this.littleParallelism = littleParallelism___		return this__	};override,the,parallelism,of,operators,processing,small,amounts,of,data,param,little,parallelism,operator,parallelism,return,this;public,adamic,adar,k,vv,ev,set,little,parallelism,int,little,parallelism,preconditions,check,argument,little,parallelism,0,little,parallelism,the,parallelism,must,be,greater,than,zero,this,little,parallelism,little,parallelism,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio);1464173021;Filter out Adamic-Adar scores less than the given ratio times the average score.__@param ratio minimum ratio_@return this;public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio) {_		Preconditions.checkArgument(ratio >= 0, "Minimum ratio must be non-negative")___		this.minimumRatio = ratio___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,ratio,times,the,average,score,param,ratio,minimum,ratio,return,this;public,adamic,adar,k,vv,ev,set,minimum,ratio,float,ratio,preconditions,check,argument,ratio,0,minimum,ratio,must,be,non,negative,this,minimum,ratio,ratio,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio);1466714907;Filter out Adamic-Adar scores less than the given ratio times the average score.__@param ratio minimum ratio_@return this;public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio) {_		Preconditions.checkArgument(ratio >= 0, "Minimum ratio must be non-negative")___		this.minimumRatio = ratio___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,ratio,times,the,average,score,param,ratio,minimum,ratio,return,this;public,adamic,adar,k,vv,ev,set,minimum,ratio,float,ratio,preconditions,check,argument,ratio,0,minimum,ratio,must,be,non,negative,this,minimum,ratio,ratio,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio);1469452167;Filter out Adamic-Adar scores less than the given ratio times the average score.__@param ratio minimum ratio_@return this;public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio) {_		Preconditions.checkArgument(ratio >= 0, "Minimum ratio must be non-negative")___		this.minimumRatio = ratio___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,ratio,times,the,average,score,param,ratio,minimum,ratio,return,this;public,adamic,adar,k,vv,ev,set,minimum,ratio,float,ratio,preconditions,check,argument,ratio,0,minimum,ratio,must,be,non,negative,this,minimum,ratio,ratio,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio);1472831588;Filter out Adamic-Adar scores less than the given ratio times the average score.__@param ratio minimum ratio_@return this;public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio) {_		Preconditions.checkArgument(ratio >= 0, "Minimum ratio must be non-negative")___		this.minimumRatio = ratio___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,ratio,times,the,average,score,param,ratio,minimum,ratio,return,this;public,adamic,adar,k,vv,ev,set,minimum,ratio,float,ratio,preconditions,check,argument,ratio,0,minimum,ratio,must,be,non,negative,this,minimum,ratio,ratio,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio);1477509530;Filter out Adamic-Adar scores less than the given ratio times the average score.__@param ratio minimum ratio_@return this;public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio) {_		Preconditions.checkArgument(ratio >= 0, "Minimum ratio must be non-negative")___		this.minimumRatio = ratio___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,ratio,times,the,average,score,param,ratio,minimum,ratio,return,this;public,adamic,adar,k,vv,ev,set,minimum,ratio,float,ratio,preconditions,check,argument,ratio,0,minimum,ratio,must,be,non,negative,this,minimum,ratio,ratio,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio);1487885205;Filter out Adamic-Adar scores less than the given ratio times the average score.__@param ratio minimum ratio_@return this;public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio) {_		Preconditions.checkArgument(ratio >= 0, "Minimum ratio must be non-negative")___		this.minimumRatio = ratio___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,ratio,times,the,average,score,param,ratio,minimum,ratio,return,this;public,adamic,adar,k,vv,ev,set,minimum,ratio,float,ratio,preconditions,check,argument,ratio,0,minimum,ratio,must,be,non,negative,this,minimum,ratio,ratio,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio);1488305420;Filter out Adamic-Adar scores less than the given ratio times the average score.__@param ratio minimum ratio_@return this;public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio) {_		Preconditions.checkArgument(ratio >= 0, "Minimum ratio must be non-negative")___		this.minimumRatio = ratio___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,ratio,times,the,average,score,param,ratio,minimum,ratio,return,this;public,adamic,adar,k,vv,ev,set,minimum,ratio,float,ratio,preconditions,check,argument,ratio,0,minimum,ratio,must,be,non,negative,this,minimum,ratio,ratio,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio);1492096511;Filter out Adamic-Adar scores less than the given ratio times the average score.__@param ratio minimum ratio_@return this;public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio) {_		Preconditions.checkArgument(ratio >= 0, "Minimum ratio must be non-negative")___		this.minimumRatio = ratio___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,ratio,times,the,average,score,param,ratio,minimum,ratio,return,this;public,adamic,adar,k,vv,ev,set,minimum,ratio,float,ratio,preconditions,check,argument,ratio,0,minimum,ratio,must,be,non,negative,this,minimum,ratio,ratio,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio);1495653033;Filter out Adamic-Adar scores less than the given ratio times the average score.__@param ratio minimum ratio_@return this;public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio) {_		Preconditions.checkArgument(ratio >= 0, "Minimum ratio must be non-negative")___		this.minimumRatio = ratio___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,ratio,times,the,average,score,param,ratio,minimum,ratio,return,this;public,adamic,adar,k,vv,ev,set,minimum,ratio,float,ratio,preconditions,check,argument,ratio,0,minimum,ratio,must,be,non,negative,this,minimum,ratio,ratio,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio);1498486910;Filter out Adamic-Adar scores less than the given ratio times the average score.__@param ratio minimum ratio_@return this;public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio) {_		Preconditions.checkArgument(ratio >= 0, "Minimum ratio must be non-negative")___		this.minimumRatio = ratio___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,ratio,times,the,average,score,param,ratio,minimum,ratio,return,this;public,adamic,adar,k,vv,ev,set,minimum,ratio,float,ratio,preconditions,check,argument,ratio,0,minimum,ratio,must,be,non,negative,this,minimum,ratio,ratio,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio);1498486910;Filter out Adamic-Adar scores less than the given ratio times the average score.__@param ratio minimum ratio_@return this;public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio) {_		Preconditions.checkArgument(ratio >= 0, "Minimum ratio must be non-negative")___		this.minimumRatio = ratio___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,ratio,times,the,average,score,param,ratio,minimum,ratio,return,this;public,adamic,adar,k,vv,ev,set,minimum,ratio,float,ratio,preconditions,check,argument,ratio,0,minimum,ratio,must,be,non,negative,this,minimum,ratio,ratio,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio);1499288286;Filter out Adamic-Adar scores less than the given ratio times the average score.__@param ratio minimum ratio_@return this;public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio) {_		Preconditions.checkArgument(ratio >= 0, "Minimum ratio must be non-negative")___		this.minimumRatio = ratio___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,ratio,times,the,average,score,param,ratio,minimum,ratio,return,this;public,adamic,adar,k,vv,ev,set,minimum,ratio,float,ratio,preconditions,check,argument,ratio,0,minimum,ratio,must,be,non,negative,this,minimum,ratio,ratio,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio);1501064632;Filter out Adamic-Adar scores less than the given ratio times the average score.__@param ratio minimum ratio_@return this;public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio) {_		Preconditions.checkArgument(ratio >= 0, "Minimum ratio must be non-negative")___		this.minimumRatio = ratio___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,ratio,times,the,average,score,param,ratio,minimum,ratio,return,this;public,adamic,adar,k,vv,ev,set,minimum,ratio,float,ratio,preconditions,check,argument,ratio,0,minimum,ratio,must,be,non,negative,this,minimum,ratio,ratio,return,this
AdamicAdar -> public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio);1501532946;Filter out Adamic-Adar scores less than the given ratio times the average score.__@param ratio minimum ratio_@return this;public AdamicAdar<K, VV, EV> setMinimumRatio(float ratio) {_		Preconditions.checkArgument(ratio >= 0, "Minimum ratio must be non-negative")___		this.minimumRatio = ratio___		return this__	};filter,out,adamic,adar,scores,less,than,the,given,ratio,times,the,average,score,param,ratio,minimum,ratio,return,this;public,adamic,adar,k,vv,ev,set,minimum,ratio,float,ratio,preconditions,check,argument,ratio,0,minimum,ratio,must,be,non,negative,this,minimum,ratio,ratio,return,this
