# id;timestamp;commentText;codeText;commentWords;codeWords
QueryableStateClient -> public ExecutionConfig getExecutionConfig();1509037054;Gets the {@link ExecutionConfig}.;public ExecutionConfig getExecutionConfig() {_		return executionConfig__	};gets,the,link,execution,config;public,execution,config,get,execution,config,return,execution,config
QueryableStateClient -> public CompletableFuture<?> shutdownAndHandle();1529325710;Shuts down the client and returns a {@link CompletableFuture} that_will be completed when the shutdown process is completed.__<p>If an exception is thrown for any reason, then the returned future_will be completed exceptionally with that exception.__@return A {@link CompletableFuture} for further handling of the_shutdown result.;public CompletableFuture<?> shutdownAndHandle() {_		return client.shutdown()__	};shuts,down,the,client,and,returns,a,link,completable,future,that,will,be,completed,when,the,shutdown,process,is,completed,p,if,an,exception,is,thrown,for,any,reason,then,the,returned,future,will,be,completed,exceptionally,with,that,exception,return,a,link,completable,future,for,further,handling,of,the,shutdown,result;public,completable,future,shutdown,and,handle,return,client,shutdown
QueryableStateClient -> public QueryableStateClient(final String remoteHostname, final int remotePort) throws UnknownHostException;1509037054;Create the Queryable State Client._@param remoteHostname the hostname of the {@code Client Proxy} to connect to._@param remotePort the port of the proxy to connect to.;public QueryableStateClient(final String remoteHostname, final int remotePort) throws UnknownHostException {_		this(InetAddress.getByName(Preconditions.checkNotNull(remoteHostname)), remotePort)__	};create,the,queryable,state,client,param,remote,hostname,the,hostname,of,the,code,client,proxy,to,connect,to,param,remote,port,the,port,of,the,proxy,to,connect,to;public,queryable,state,client,final,string,remote,hostname,final,int,remote,port,throws,unknown,host,exception,this,inet,address,get,by,name,preconditions,check,not,null,remote,hostname,remote,port
QueryableStateClient -> public QueryableStateClient(final String remoteHostname, final int remotePort) throws UnknownHostException;1510911968;Create the Queryable State Client._@param remoteHostname the hostname of the {@code Client Proxy} to connect to._@param remotePort the port of the proxy to connect to.;public QueryableStateClient(final String remoteHostname, final int remotePort) throws UnknownHostException {_		this(InetAddress.getByName(Preconditions.checkNotNull(remoteHostname)), remotePort)__	};create,the,queryable,state,client,param,remote,hostname,the,hostname,of,the,code,client,proxy,to,connect,to,param,remote,port,the,port,of,the,proxy,to,connect,to;public,queryable,state,client,final,string,remote,hostname,final,int,remote,port,throws,unknown,host,exception,this,inet,address,get,by,name,preconditions,check,not,null,remote,hostname,remote,port
QueryableStateClient -> public QueryableStateClient(final String remoteHostname, final int remotePort) throws UnknownHostException;1510928926;Create the Queryable State Client._@param remoteHostname the hostname of the {@code Client Proxy} to connect to._@param remotePort the port of the proxy to connect to.;public QueryableStateClient(final String remoteHostname, final int remotePort) throws UnknownHostException {_		this(InetAddress.getByName(Preconditions.checkNotNull(remoteHostname)), remotePort)__	};create,the,queryable,state,client,param,remote,hostname,the,hostname,of,the,code,client,proxy,to,connect,to,param,remote,port,the,port,of,the,proxy,to,connect,to;public,queryable,state,client,final,string,remote,hostname,final,int,remote,port,throws,unknown,host,exception,this,inet,address,get,by,name,preconditions,check,not,null,remote,hostname,remote,port
QueryableStateClient -> public QueryableStateClient(final String remoteHostname, final int remotePort) throws UnknownHostException;1512567196;Create the Queryable State Client._@param remoteHostname the hostname of the {@code Client Proxy} to connect to._@param remotePort the port of the proxy to connect to.;public QueryableStateClient(final String remoteHostname, final int remotePort) throws UnknownHostException {_		this(InetAddress.getByName(Preconditions.checkNotNull(remoteHostname)), remotePort)__	};create,the,queryable,state,client,param,remote,hostname,the,hostname,of,the,code,client,proxy,to,connect,to,param,remote,port,the,port,of,the,proxy,to,connect,to;public,queryable,state,client,final,string,remote,hostname,final,int,remote,port,throws,unknown,host,exception,this,inet,address,get,by,name,preconditions,check,not,null,remote,hostname,remote,port
QueryableStateClient -> public QueryableStateClient(final String remoteHostname, final int remotePort) throws UnknownHostException;1518635591;Create the Queryable State Client._@param remoteHostname the hostname of the {@code Client Proxy} to connect to._@param remotePort the port of the proxy to connect to.;public QueryableStateClient(final String remoteHostname, final int remotePort) throws UnknownHostException {_		this(InetAddress.getByName(Preconditions.checkNotNull(remoteHostname)), remotePort)__	};create,the,queryable,state,client,param,remote,hostname,the,hostname,of,the,code,client,proxy,to,connect,to,param,remote,port,the,port,of,the,proxy,to,connect,to;public,queryable,state,client,final,string,remote,hostname,final,int,remote,port,throws,unknown,host,exception,this,inet,address,get,by,name,preconditions,check,not,null,remote,hostname,remote,port
QueryableStateClient -> public QueryableStateClient(final String remoteHostname, final int remotePort) throws UnknownHostException;1529325710;Create the Queryable State Client._@param remoteHostname the hostname of the {@code Client Proxy} to connect to._@param remotePort the port of the proxy to connect to.;public QueryableStateClient(final String remoteHostname, final int remotePort) throws UnknownHostException {_		this(InetAddress.getByName(Preconditions.checkNotNull(remoteHostname)), remotePort)__	};create,the,queryable,state,client,param,remote,hostname,the,hostname,of,the,code,client,proxy,to,connect,to,param,remote,port,the,port,of,the,proxy,to,connect,to;public,queryable,state,client,final,string,remote,hostname,final,int,remote,port,throws,unknown,host,exception,this,inet,address,get,by,name,preconditions,check,not,null,remote,hostname,remote,port
QueryableStateClient -> public ExecutionConfig setExecutionConfig(ExecutionConfig config);1509037054;Replaces the existing {@link ExecutionConfig} (possibly {@code null}), with the provided one._@param config The new {@code configuration}._@return The old configuration, or {@code null} if none was specified.;public ExecutionConfig setExecutionConfig(ExecutionConfig config) {_		ExecutionConfig prev = executionConfig__		this.executionConfig = config__		return prev__	};replaces,the,existing,link,execution,config,possibly,code,null,with,the,provided,one,param,config,the,new,code,configuration,return,the,old,configuration,or,code,null,if,none,was,specified;public,execution,config,set,execution,config,execution,config,config,execution,config,prev,execution,config,this,execution,config,config,return,prev
QueryableStateClient -> public ExecutionConfig setExecutionConfig(ExecutionConfig config);1510911968;Replaces the existing {@link ExecutionConfig} (possibly {@code null}), with the provided one._@param config The new {@code configuration}._@return The old configuration, or {@code null} if none was specified.;public ExecutionConfig setExecutionConfig(ExecutionConfig config) {_		ExecutionConfig prev = executionConfig__		this.executionConfig = config__		return prev__	};replaces,the,existing,link,execution,config,possibly,code,null,with,the,provided,one,param,config,the,new,code,configuration,return,the,old,configuration,or,code,null,if,none,was,specified;public,execution,config,set,execution,config,execution,config,config,execution,config,prev,execution,config,this,execution,config,config,return,prev
QueryableStateClient -> public ExecutionConfig setExecutionConfig(ExecutionConfig config);1510928926;Replaces the existing {@link ExecutionConfig} (possibly {@code null}), with the provided one._@param config The new {@code configuration}._@return The old configuration, or {@code null} if none was specified.;public ExecutionConfig setExecutionConfig(ExecutionConfig config) {_		ExecutionConfig prev = executionConfig__		this.executionConfig = config__		return prev__	};replaces,the,existing,link,execution,config,possibly,code,null,with,the,provided,one,param,config,the,new,code,configuration,return,the,old,configuration,or,code,null,if,none,was,specified;public,execution,config,set,execution,config,execution,config,config,execution,config,prev,execution,config,this,execution,config,config,return,prev
QueryableStateClient -> public ExecutionConfig setExecutionConfig(ExecutionConfig config);1512567196;Replaces the existing {@link ExecutionConfig} (possibly {@code null}), with the provided one._@param config The new {@code configuration}._@return The old configuration, or {@code null} if none was specified.;public ExecutionConfig setExecutionConfig(ExecutionConfig config) {_		ExecutionConfig prev = executionConfig__		this.executionConfig = config__		return prev__	};replaces,the,existing,link,execution,config,possibly,code,null,with,the,provided,one,param,config,the,new,code,configuration,return,the,old,configuration,or,code,null,if,none,was,specified;public,execution,config,set,execution,config,execution,config,config,execution,config,prev,execution,config,this,execution,config,config,return,prev
QueryableStateClient -> public ExecutionConfig setExecutionConfig(ExecutionConfig config);1518635591;Replaces the existing {@link ExecutionConfig} (possibly {@code null}), with the provided one._@param config The new {@code configuration}._@return The old configuration, or {@code null} if none was specified.;public ExecutionConfig setExecutionConfig(ExecutionConfig config) {_		ExecutionConfig prev = executionConfig__		this.executionConfig = config__		return prev__	};replaces,the,existing,link,execution,config,possibly,code,null,with,the,provided,one,param,config,the,new,code,configuration,return,the,old,configuration,or,code,null,if,none,was,specified;public,execution,config,set,execution,config,execution,config,config,execution,config,prev,execution,config,this,execution,config,config,return,prev
QueryableStateClient -> public ExecutionConfig setExecutionConfig(ExecutionConfig config);1529325710;Replaces the existing {@link ExecutionConfig} (possibly {@code null}), with the provided one._@param config The new {@code configuration}._@return The old configuration, or {@code null} if none was specified.;public ExecutionConfig setExecutionConfig(ExecutionConfig config) {_		ExecutionConfig prev = executionConfig__		this.executionConfig = config__		return prev__	};replaces,the,existing,link,execution,config,possibly,code,null,with,the,provided,one,param,config,the,new,code,configuration,return,the,old,configuration,or,code,null,if,none,was,specified;public,execution,config,set,execution,config,execution,config,config,execution,config,prev,execution,config,this,execution,config,config,return,prev
QueryableStateClient -> @PublicEvolving 	public <K, S extends State, V> CompletableFuture<S> getKvState( 			final JobID jobId, 			final String queryableStateName, 			final K key, 			final TypeInformation<K> keyTypeInfo, 			final StateDescriptor<S, V> stateDescriptor);1509037054;Returns a future holding the request result.	 *_@param jobId                     JobID of the job the queryable state belongs to._@param queryableStateName        Name under which the state is queryable._@param key			            The key we are interested in._@param keyTypeInfo				The {@link TypeInformation} of the key._@param stateDescriptor			The {@link StateDescriptor} of the state we want to query._@return Future holding the immutable {@link State} object containing the result.;@PublicEvolving_	public <K, S extends State, V> CompletableFuture<S> getKvState(_			final JobID jobId,_			final String queryableStateName,_			final K key,_			final TypeInformation<K> keyTypeInfo,_			final StateDescriptor<S, V> stateDescriptor) {__		return getKvState(jobId, queryableStateName, key, VoidNamespace.INSTANCE,_				keyTypeInfo, VoidNamespaceTypeInfo.INSTANCE, stateDescriptor)__	};returns,a,future,holding,the,request,result,param,job,id,job,id,of,the,job,the,queryable,state,belongs,to,param,queryable,state,name,name,under,which,the,state,is,queryable,param,key,the,key,we,are,interested,in,param,key,type,info,the,link,type,information,of,the,key,param,state,descriptor,the,link,state,descriptor,of,the,state,we,want,to,query,return,future,holding,the,immutable,link,state,object,containing,the,result;public,evolving,public,k,s,extends,state,v,completable,future,s,get,kv,state,final,job,id,job,id,final,string,queryable,state,name,final,k,key,final,type,information,k,key,type,info,final,state,descriptor,s,v,state,descriptor,return,get,kv,state,job,id,queryable,state,name,key,void,namespace,instance,key,type,info,void,namespace,type,info,instance,state,descriptor
QueryableStateClient -> @PublicEvolving 	public <K, S extends State, V> CompletableFuture<S> getKvState( 			final JobID jobId, 			final String queryableStateName, 			final K key, 			final TypeInformation<K> keyTypeInfo, 			final StateDescriptor<S, V> stateDescriptor);1510911968;Returns a future holding the request result.	 *_@param jobId                     JobID of the job the queryable state belongs to._@param queryableStateName        Name under which the state is queryable._@param key			            The key we are interested in._@param keyTypeInfo				The {@link TypeInformation} of the key._@param stateDescriptor			The {@link StateDescriptor} of the state we want to query._@return Future holding the immutable {@link State} object containing the result.;@PublicEvolving_	public <K, S extends State, V> CompletableFuture<S> getKvState(_			final JobID jobId,_			final String queryableStateName,_			final K key,_			final TypeInformation<K> keyTypeInfo,_			final StateDescriptor<S, V> stateDescriptor) {__		return getKvState(jobId, queryableStateName, key, VoidNamespace.INSTANCE,_				keyTypeInfo, VoidNamespaceTypeInfo.INSTANCE, stateDescriptor)__	};returns,a,future,holding,the,request,result,param,job,id,job,id,of,the,job,the,queryable,state,belongs,to,param,queryable,state,name,name,under,which,the,state,is,queryable,param,key,the,key,we,are,interested,in,param,key,type,info,the,link,type,information,of,the,key,param,state,descriptor,the,link,state,descriptor,of,the,state,we,want,to,query,return,future,holding,the,immutable,link,state,object,containing,the,result;public,evolving,public,k,s,extends,state,v,completable,future,s,get,kv,state,final,job,id,job,id,final,string,queryable,state,name,final,k,key,final,type,information,k,key,type,info,final,state,descriptor,s,v,state,descriptor,return,get,kv,state,job,id,queryable,state,name,key,void,namespace,instance,key,type,info,void,namespace,type,info,instance,state,descriptor
QueryableStateClient -> @PublicEvolving 	public <K, S extends State, V> CompletableFuture<S> getKvState( 			final JobID jobId, 			final String queryableStateName, 			final K key, 			final TypeInformation<K> keyTypeInfo, 			final StateDescriptor<S, V> stateDescriptor);1510928926;Returns a future holding the request result._@param jobId                     JobID of the job the queryable state belongs to._@param queryableStateName        Name under which the state is queryable._@param key			            The key we are interested in._@param keyTypeInfo				The {@link TypeInformation} of the key._@param stateDescriptor			The {@link StateDescriptor} of the state we want to query._@return Future holding the immutable {@link State} object containing the result.;@PublicEvolving_	public <K, S extends State, V> CompletableFuture<S> getKvState(_			final JobID jobId,_			final String queryableStateName,_			final K key,_			final TypeInformation<K> keyTypeInfo,_			final StateDescriptor<S, V> stateDescriptor) {__		return getKvState(jobId, queryableStateName, key, VoidNamespace.INSTANCE,_				keyTypeInfo, VoidNamespaceTypeInfo.INSTANCE, stateDescriptor)__	};returns,a,future,holding,the,request,result,param,job,id,job,id,of,the,job,the,queryable,state,belongs,to,param,queryable,state,name,name,under,which,the,state,is,queryable,param,key,the,key,we,are,interested,in,param,key,type,info,the,link,type,information,of,the,key,param,state,descriptor,the,link,state,descriptor,of,the,state,we,want,to,query,return,future,holding,the,immutable,link,state,object,containing,the,result;public,evolving,public,k,s,extends,state,v,completable,future,s,get,kv,state,final,job,id,job,id,final,string,queryable,state,name,final,k,key,final,type,information,k,key,type,info,final,state,descriptor,s,v,state,descriptor,return,get,kv,state,job,id,queryable,state,name,key,void,namespace,instance,key,type,info,void,namespace,type,info,instance,state,descriptor
QueryableStateClient -> @PublicEvolving 	public <K, S extends State, V> CompletableFuture<S> getKvState( 			final JobID jobId, 			final String queryableStateName, 			final K key, 			final TypeInformation<K> keyTypeInfo, 			final StateDescriptor<S, V> stateDescriptor);1512567196;Returns a future holding the request result._@param jobId                     JobID of the job the queryable state belongs to._@param queryableStateName        Name under which the state is queryable._@param key			            The key we are interested in._@param keyTypeInfo				The {@link TypeInformation} of the key._@param stateDescriptor			The {@link StateDescriptor} of the state we want to query._@return Future holding the immutable {@link State} object containing the result.;@PublicEvolving_	public <K, S extends State, V> CompletableFuture<S> getKvState(_			final JobID jobId,_			final String queryableStateName,_			final K key,_			final TypeInformation<K> keyTypeInfo,_			final StateDescriptor<S, V> stateDescriptor) {__		return getKvState(jobId, queryableStateName, key, VoidNamespace.INSTANCE,_				keyTypeInfo, VoidNamespaceTypeInfo.INSTANCE, stateDescriptor)__	};returns,a,future,holding,the,request,result,param,job,id,job,id,of,the,job,the,queryable,state,belongs,to,param,queryable,state,name,name,under,which,the,state,is,queryable,param,key,the,key,we,are,interested,in,param,key,type,info,the,link,type,information,of,the,key,param,state,descriptor,the,link,state,descriptor,of,the,state,we,want,to,query,return,future,holding,the,immutable,link,state,object,containing,the,result;public,evolving,public,k,s,extends,state,v,completable,future,s,get,kv,state,final,job,id,job,id,final,string,queryable,state,name,final,k,key,final,type,information,k,key,type,info,final,state,descriptor,s,v,state,descriptor,return,get,kv,state,job,id,queryable,state,name,key,void,namespace,instance,key,type,info,void,namespace,type,info,instance,state,descriptor
QueryableStateClient -> @PublicEvolving 	public <K, S extends State, V> CompletableFuture<S> getKvState( 			final JobID jobId, 			final String queryableStateName, 			final K key, 			final TypeInformation<K> keyTypeInfo, 			final StateDescriptor<S, V> stateDescriptor);1518635591;Returns a future holding the request result._@param jobId                     JobID of the job the queryable state belongs to._@param queryableStateName        Name under which the state is queryable._@param key			            The key we are interested in._@param keyTypeInfo				The {@link TypeInformation} of the key._@param stateDescriptor			The {@link StateDescriptor} of the state we want to query._@return Future holding the immutable {@link State} object containing the result.;@PublicEvolving_	public <K, S extends State, V> CompletableFuture<S> getKvState(_			final JobID jobId,_			final String queryableStateName,_			final K key,_			final TypeInformation<K> keyTypeInfo,_			final StateDescriptor<S, V> stateDescriptor) {__		return getKvState(jobId, queryableStateName, key, VoidNamespace.INSTANCE,_				keyTypeInfo, VoidNamespaceTypeInfo.INSTANCE, stateDescriptor)__	};returns,a,future,holding,the,request,result,param,job,id,job,id,of,the,job,the,queryable,state,belongs,to,param,queryable,state,name,name,under,which,the,state,is,queryable,param,key,the,key,we,are,interested,in,param,key,type,info,the,link,type,information,of,the,key,param,state,descriptor,the,link,state,descriptor,of,the,state,we,want,to,query,return,future,holding,the,immutable,link,state,object,containing,the,result;public,evolving,public,k,s,extends,state,v,completable,future,s,get,kv,state,final,job,id,job,id,final,string,queryable,state,name,final,k,key,final,type,information,k,key,type,info,final,state,descriptor,s,v,state,descriptor,return,get,kv,state,job,id,queryable,state,name,key,void,namespace,instance,key,type,info,void,namespace,type,info,instance,state,descriptor
QueryableStateClient -> @PublicEvolving 	public <K, S extends State, V> CompletableFuture<S> getKvState( 			final JobID jobId, 			final String queryableStateName, 			final K key, 			final TypeInformation<K> keyTypeInfo, 			final StateDescriptor<S, V> stateDescriptor);1529325710;Returns a future holding the request result._@param jobId                     JobID of the job the queryable state belongs to._@param queryableStateName        Name under which the state is queryable._@param key			            The key we are interested in._@param keyTypeInfo				The {@link TypeInformation} of the key._@param stateDescriptor			The {@link StateDescriptor} of the state we want to query._@return Future holding the immutable {@link State} object containing the result.;@PublicEvolving_	public <K, S extends State, V> CompletableFuture<S> getKvState(_			final JobID jobId,_			final String queryableStateName,_			final K key,_			final TypeInformation<K> keyTypeInfo,_			final StateDescriptor<S, V> stateDescriptor) {__		return getKvState(jobId, queryableStateName, key, VoidNamespace.INSTANCE,_				keyTypeInfo, VoidNamespaceTypeInfo.INSTANCE, stateDescriptor)__	};returns,a,future,holding,the,request,result,param,job,id,job,id,of,the,job,the,queryable,state,belongs,to,param,queryable,state,name,name,under,which,the,state,is,queryable,param,key,the,key,we,are,interested,in,param,key,type,info,the,link,type,information,of,the,key,param,state,descriptor,the,link,state,descriptor,of,the,state,we,want,to,query,return,future,holding,the,immutable,link,state,object,containing,the,result;public,evolving,public,k,s,extends,state,v,completable,future,s,get,kv,state,final,job,id,job,id,final,string,queryable,state,name,final,k,key,final,type,information,k,key,type,info,final,state,descriptor,s,v,state,descriptor,return,get,kv,state,job,id,queryable,state,name,key,void,namespace,instance,key,type,info,void,namespace,type,info,instance,state,descriptor
QueryableStateClient -> public QueryableStateClient(final InetAddress remoteAddress, final int remotePort);1509037054;Create the Queryable State Client._@param remoteAddress the {@link InetAddress address} of the {@code Client Proxy} to connect to._@param remotePort the port of the proxy to connect to.;public QueryableStateClient(final InetAddress remoteAddress, final int remotePort) {_		Preconditions.checkArgument(remotePort >= 0 && remotePort <= 65536,_				"Remote Port " + remotePort + " is out of valid port range (0-65536).")___		this.remoteAddress = new InetSocketAddress(remoteAddress, remotePort)___		final MessageSerializer<KvStateRequest, KvStateResponse> messageSerializer =_				new MessageSerializer<>(_						new KvStateRequest.KvStateRequestDeserializer(),_						new KvStateResponse.KvStateResponseDeserializer())___		this.client = new Client<>(_				"Queryable State Client",_				1,_				messageSerializer,_				new DisabledKvStateRequestStats())__	};create,the,queryable,state,client,param,remote,address,the,link,inet,address,address,of,the,code,client,proxy,to,connect,to,param,remote,port,the,port,of,the,proxy,to,connect,to;public,queryable,state,client,final,inet,address,remote,address,final,int,remote,port,preconditions,check,argument,remote,port,0,remote,port,65536,remote,port,remote,port,is,out,of,valid,port,range,0,65536,this,remote,address,new,inet,socket,address,remote,address,remote,port,final,message,serializer,kv,state,request,kv,state,response,message,serializer,new,message,serializer,new,kv,state,request,kv,state,request,deserializer,new,kv,state,response,kv,state,response,deserializer,this,client,new,client,queryable,state,client,1,message,serializer,new,disabled,kv,state,request,stats
QueryableStateClient -> public QueryableStateClient(final InetAddress remoteAddress, final int remotePort);1510911968;Create the Queryable State Client._@param remoteAddress the {@link InetAddress address} of the {@code Client Proxy} to connect to._@param remotePort the port of the proxy to connect to.;public QueryableStateClient(final InetAddress remoteAddress, final int remotePort) {_		Preconditions.checkArgument(remotePort >= 0 && remotePort <= 65536,_				"Remote Port " + remotePort + " is out of valid port range (0-65536).")___		this.remoteAddress = new InetSocketAddress(remoteAddress, remotePort)___		final MessageSerializer<KvStateRequest, KvStateResponse> messageSerializer =_				new MessageSerializer<>(_						new KvStateRequest.KvStateRequestDeserializer(),_						new KvStateResponse.KvStateResponseDeserializer())___		this.client = new Client<>(_				"Queryable State Client",_				1,_				messageSerializer,_				new DisabledKvStateRequestStats())__	};create,the,queryable,state,client,param,remote,address,the,link,inet,address,address,of,the,code,client,proxy,to,connect,to,param,remote,port,the,port,of,the,proxy,to,connect,to;public,queryable,state,client,final,inet,address,remote,address,final,int,remote,port,preconditions,check,argument,remote,port,0,remote,port,65536,remote,port,remote,port,is,out,of,valid,port,range,0,65536,this,remote,address,new,inet,socket,address,remote,address,remote,port,final,message,serializer,kv,state,request,kv,state,response,message,serializer,new,message,serializer,new,kv,state,request,kv,state,request,deserializer,new,kv,state,response,kv,state,response,deserializer,this,client,new,client,queryable,state,client,1,message,serializer,new,disabled,kv,state,request,stats
QueryableStateClient -> public QueryableStateClient(final InetAddress remoteAddress, final int remotePort);1510928926;Create the Queryable State Client._@param remoteAddress the {@link InetAddress address} of the {@code Client Proxy} to connect to._@param remotePort the port of the proxy to connect to.;public QueryableStateClient(final InetAddress remoteAddress, final int remotePort) {_		Preconditions.checkArgument(remotePort >= 0 && remotePort <= 65536,_				"Remote Port " + remotePort + " is out of valid port range (0-65536).")___		this.remoteAddress = new InetSocketAddress(remoteAddress, remotePort)___		final MessageSerializer<KvStateRequest, KvStateResponse> messageSerializer =_				new MessageSerializer<>(_						new KvStateRequest.KvStateRequestDeserializer(),_						new KvStateResponse.KvStateResponseDeserializer())___		this.client = new Client<>(_				"Queryable State Client",_				1,_				messageSerializer,_				new DisabledKvStateRequestStats())__	};create,the,queryable,state,client,param,remote,address,the,link,inet,address,address,of,the,code,client,proxy,to,connect,to,param,remote,port,the,port,of,the,proxy,to,connect,to;public,queryable,state,client,final,inet,address,remote,address,final,int,remote,port,preconditions,check,argument,remote,port,0,remote,port,65536,remote,port,remote,port,is,out,of,valid,port,range,0,65536,this,remote,address,new,inet,socket,address,remote,address,remote,port,final,message,serializer,kv,state,request,kv,state,response,message,serializer,new,message,serializer,new,kv,state,request,kv,state,request,deserializer,new,kv,state,response,kv,state,response,deserializer,this,client,new,client,queryable,state,client,1,message,serializer,new,disabled,kv,state,request,stats
QueryableStateClient -> public QueryableStateClient(final InetAddress remoteAddress, final int remotePort);1512567196;Create the Queryable State Client._@param remoteAddress the {@link InetAddress address} of the {@code Client Proxy} to connect to._@param remotePort the port of the proxy to connect to.;public QueryableStateClient(final InetAddress remoteAddress, final int remotePort) {_		Preconditions.checkArgument(remotePort >= 0 && remotePort <= 65536,_				"Remote Port " + remotePort + " is out of valid port range (0-65536).")___		this.remoteAddress = new InetSocketAddress(remoteAddress, remotePort)___		final MessageSerializer<KvStateRequest, KvStateResponse> messageSerializer =_				new MessageSerializer<>(_						new KvStateRequest.KvStateRequestDeserializer(),_						new KvStateResponse.KvStateResponseDeserializer())___		this.client = new Client<>(_				"Queryable State Client",_				1,_				messageSerializer,_				new DisabledKvStateRequestStats())__	};create,the,queryable,state,client,param,remote,address,the,link,inet,address,address,of,the,code,client,proxy,to,connect,to,param,remote,port,the,port,of,the,proxy,to,connect,to;public,queryable,state,client,final,inet,address,remote,address,final,int,remote,port,preconditions,check,argument,remote,port,0,remote,port,65536,remote,port,remote,port,is,out,of,valid,port,range,0,65536,this,remote,address,new,inet,socket,address,remote,address,remote,port,final,message,serializer,kv,state,request,kv,state,response,message,serializer,new,message,serializer,new,kv,state,request,kv,state,request,deserializer,new,kv,state,response,kv,state,response,deserializer,this,client,new,client,queryable,state,client,1,message,serializer,new,disabled,kv,state,request,stats
