# id;timestamp;commentText;codeText;commentWords;codeWords
S3Configuration -> public void setPolicy(String policy);1431086344;The policy for this bucket;public void setPolicy(String policy) {_        this.policy = policy__    };the,policy,for,this,bucket;public,void,set,policy,string,policy,this,policy,policy
S3Configuration -> public void setPolicy(String policy);1505201995;The policy for this queue to set in the_`com.amazonaws.services.s3.AmazonS3#setBucketPolicy()` method.;public void setPolicy(String policy) {_        this.policy = policy__    };the,policy,for,this,queue,to,set,in,the,com,amazonaws,services,s3,amazon,s3,set,bucket,policy,method;public,void,set,policy,string,policy,this,policy,policy
S3Configuration -> public void setPolicy(String policy);1512546596;The policy for this queue to set in the_`com.amazonaws.services.s3.AmazonS3#setBucketPolicy()` method.;public void setPolicy(String policy) {_        this.policy = policy__    };the,policy,for,this,queue,to,set,in,the,com,amazonaws,services,s3,amazon,s3,set,bucket,policy,method;public,void,set,policy,string,policy,this,policy,policy
S3Configuration -> public void setPolicy(String policy);1515061701;The policy for this queue to set in the_`com.amazonaws.services.s3.AmazonS3#setBucketPolicy()` method.;public void setPolicy(String policy) {_        this.policy = policy__    };the,policy,for,this,queue,to,set,in,the,com,amazonaws,services,s3,amazon,s3,set,bucket,policy,method;public,void,set,policy,string,policy,this,policy,policy
S3Configuration -> public void setPolicy(String policy);1515749623;The policy for this queue to set in the_`com.amazonaws.services.s3.AmazonS3#setBucketPolicy()` method.;public void setPolicy(String policy) {_        this.policy = policy__    };the,policy,for,this,queue,to,set,in,the,com,amazonaws,services,s3,amazon,s3,set,bucket,policy,method;public,void,set,policy,string,policy,this,policy,policy
S3Configuration -> public void setPolicy(String policy);1515750185;The policy for this queue to set in the_`com.amazonaws.services.s3.AmazonS3#setBucketPolicy()` method.;public void setPolicy(String policy) {_        this.policy = policy__    };the,policy,for,this,queue,to,set,in,the,com,amazonaws,services,s3,amazon,s3,set,bucket,policy,method;public,void,set,policy,string,policy,this,policy,policy
S3Configuration -> public void setPolicy(String policy);1515759110;The policy for this queue to set in the_`com.amazonaws.services.s3.AmazonS3#setBucketPolicy()` method.;public void setPolicy(String policy) {_        this.policy = policy__    };the,policy,for,this,queue,to,set,in,the,com,amazonaws,services,s3,amazon,s3,set,bucket,policy,method;public,void,set,policy,string,policy,this,policy,policy
S3Configuration -> public void setPolicy(String policy);1516787516;The policy for this queue to set in the_`com.amazonaws.services.s3.AmazonS3#setBucketPolicy()` method.;public void setPolicy(String policy) {_        this.policy = policy__    };the,policy,for,this,queue,to,set,in,the,com,amazonaws,services,s3,amazon,s3,set,bucket,policy,method;public,void,set,policy,string,policy,this,policy,policy
S3Configuration -> public void setPolicy(String policy);1516875164;The policy for this queue to set in the_`com.amazonaws.services.s3.AmazonS3#setBucketPolicy()` method.;public void setPolicy(String policy) {_        this.policy = policy__    };the,policy,for,this,queue,to,set,in,the,com,amazonaws,services,s3,amazon,s3,set,bucket,policy,method;public,void,set,policy,string,policy,this,policy,policy
S3Configuration -> public void setPolicy(String policy);1517054521;The policy for this queue to set in the_`com.amazonaws.services.s3.AmazonS3#setBucketPolicy()` method.;public void setPolicy(String policy) {_        this.policy = policy__    };the,policy,for,this,queue,to,set,in,the,com,amazonaws,services,s3,amazon,s3,set,bucket,policy,method;public,void,set,policy,string,policy,this,policy,policy
S3Configuration -> public void setPolicy(String policy);1517216813;The policy for this queue to set in the_`com.amazonaws.services.s3.AmazonS3#setBucketPolicy()` method.;public void setPolicy(String policy) {_        this.policy = policy__    };the,policy,for,this,queue,to,set,in,the,com,amazonaws,services,s3,amazon,s3,set,bucket,policy,method;public,void,set,policy,string,policy,this,policy,policy
S3Configuration -> public void setPolicy(String policy);1517217981;The policy for this queue to set in the_`com.amazonaws.services.s3.AmazonS3#setBucketPolicy()` method.;public void setPolicy(String policy) {_        this.policy = policy__    };the,policy,for,this,queue,to,set,in,the,com,amazonaws,services,s3,amazon,s3,set,bucket,policy,method;public,void,set,policy,string,policy,this,policy,policy
S3Configuration -> public void setPolicy(String policy);1517219660;The policy for this queue to set in the_`com.amazonaws.services.s3.AmazonS3#setBucketPolicy()` method.;public void setPolicy(String policy) {_        this.policy = policy__    };the,policy,for,this,queue,to,set,in,the,com,amazonaws,services,s3,amazon,s3,set,bucket,policy,method;public,void,set,policy,string,policy,this,policy,policy
S3Configuration -> public void setPolicy(String policy);1517220367;The policy for this queue to set in the_`com.amazonaws.services.s3.AmazonS3#setBucketPolicy()` method.;public void setPolicy(String policy) {_        this.policy = policy__    };the,policy,for,this,queue,to,set,in,the,com,amazonaws,services,s3,amazon,s3,set,bucket,policy,method;public,void,set,policy,string,policy,this,policy,policy
S3Configuration -> public void setPolicy(String policy);1517221483;The policy for this queue to set in the_`com.amazonaws.services.s3.AmazonS3#setBucketPolicy()` method.;public void setPolicy(String policy) {_        this.policy = policy__    };the,policy,for,this,queue,to,set,in,the,com,amazonaws,services,s3,amazon,s3,set,bucket,policy,method;public,void,set,policy,string,policy,this,policy,policy
S3Configuration -> public void setPolicy(String policy);1517222207;The policy for this queue to set in the_`com.amazonaws.services.s3.AmazonS3#setBucketPolicy()` method.;public void setPolicy(String policy) {_        this.policy = policy__    };the,policy,for,this,queue,to,set,in,the,com,amazonaws,services,s3,amazon,s3,set,bucket,policy,method;public,void,set,policy,string,policy,this,policy,policy
S3Configuration -> public void setPolicy(String policy);1517222680;The policy for this queue to set in the_`com.amazonaws.services.s3.AmazonS3#setBucketPolicy()` method.;public void setPolicy(String policy) {_        this.policy = policy__    };the,policy,for,this,queue,to,set,in,the,com,amazonaws,services,s3,amazon,s3,set,bucket,policy,method;public,void,set,policy,string,policy,this,policy,policy
S3Configuration -> public void setPolicy(String policy);1517994633;The policy for this queue to set in the_`com.amazonaws.services.s3.AmazonS3#setBucketPolicy()` method.;public void setPolicy(String policy) {_        this.policy = policy__    };the,policy,for,this,queue,to,set,in,the,com,amazonaws,services,s3,amazon,s3,set,bucket,policy,method;public,void,set,policy,string,policy,this,policy,policy
S3Configuration -> public void setPolicy(String policy);1517996619;The policy for this queue to set in the_`com.amazonaws.services.s3.AmazonS3#setBucketPolicy()` method.;public void setPolicy(String policy) {_        this.policy = policy__    };the,policy,for,this,queue,to,set,in,the,com,amazonaws,services,s3,amazon,s3,set,bucket,policy,method;public,void,set,policy,string,policy,this,policy,policy
S3Configuration -> public void setPolicy(String policy);1518863181;The policy for this queue to set in the_`com.amazonaws.services.s3.AmazonS3#setBucketPolicy()` method.;public void setPolicy(String policy) {_        this.policy = policy__    };the,policy,for,this,queue,to,set,in,the,com,amazonaws,services,s3,amazon,s3,set,bucket,policy,method;public,void,set,policy,string,policy,this,policy,policy
S3Configuration -> public void setPolicy(String policy);1549898820;The policy for this queue to set in the_`com.amazonaws.services.s3.AmazonS3#setBucketPolicy()` method.;public void setPolicy(String policy) {_        this.policy = policy__    };the,policy,for,this,queue,to,set,in,the,com,amazonaws,services,s3,amazon,s3,set,bucket,policy,method;public,void,set,policy,string,policy,this,policy,policy
S3Configuration -> public void setDeleteAfterRead(boolean deleteAfterRead);1431086344;Delete objects from S3 after it has been retrieved.;public void setDeleteAfterRead(boolean deleteAfterRead) {_        this.deleteAfterRead = deleteAfterRead__    };delete,objects,from,s3,after,it,has,been,retrieved;public,void,set,delete,after,read,boolean,delete,after,read,this,delete,after,read,delete,after,read
S3Configuration -> public void setDeleteAfterRead(boolean deleteAfterRead);1436621893;Delete objects from S3 after it has been retrieved.;public void setDeleteAfterRead(boolean deleteAfterRead) {_        this.deleteAfterRead = deleteAfterRead__    };delete,objects,from,s3,after,it,has,been,retrieved;public,void,set,delete,after,read,boolean,delete,after,read,this,delete,after,read,delete,after,read
S3Configuration -> public void setDeleteAfterRead(boolean deleteAfterRead);1438419536;Delete objects from S3 after it has been retrieved.;public void setDeleteAfterRead(boolean deleteAfterRead) {_        this.deleteAfterRead = deleteAfterRead__    };delete,objects,from,s3,after,it,has,been,retrieved;public,void,set,delete,after,read,boolean,delete,after,read,this,delete,after,read,delete,after,read
S3Configuration -> public void setDeleteAfterRead(boolean deleteAfterRead);1454731210;Delete objects from S3 after they have been retrieved.  The delete is only performed if the Exchange is committed._If a rollback occurs, the object is not deleted.;public void setDeleteAfterRead(boolean deleteAfterRead) {_        this.deleteAfterRead = deleteAfterRead__    };delete,objects,from,s3,after,they,have,been,retrieved,the,delete,is,only,performed,if,the,exchange,is,committed,if,a,rollback,occurs,the,object,is,not,deleted;public,void,set,delete,after,read,boolean,delete,after,read,this,delete,after,read,delete,after,read
S3Configuration -> public void setDeleteAfterRead(boolean deleteAfterRead);1460636484;Delete objects from S3 after they have been retrieved.  The delete is only performed if the Exchange is committed._If a rollback occurs, the object is not deleted.;public void setDeleteAfterRead(boolean deleteAfterRead) {_        this.deleteAfterRead = deleteAfterRead__    };delete,objects,from,s3,after,they,have,been,retrieved,the,delete,is,only,performed,if,the,exchange,is,committed,if,a,rollback,occurs,the,object,is,not,deleted;public,void,set,delete,after,read,boolean,delete,after,read,this,delete,after,read,delete,after,read
S3Configuration -> public void setDeleteAfterRead(boolean deleteAfterRead);1461827144;Delete objects from S3 after they have been retrieved.  The delete is only performed if the Exchange is committed._If a rollback occurs, the object is not deleted._<p/>_If this option is false, then the same objects will be retrieve over and over again on the polls. Therefore you_need to use the Idempotent Consumer EIP in the route to filter out duplicates. You can filter using the_{@link S3Constants#BUCKET_NAME} and {@link S3Constants#KEY} headers, or only the {@link S3Constants#KEY} header.;public void setDeleteAfterRead(boolean deleteAfterRead) {_        this.deleteAfterRead = deleteAfterRead__    };delete,objects,from,s3,after,they,have,been,retrieved,the,delete,is,only,performed,if,the,exchange,is,committed,if,a,rollback,occurs,the,object,is,not,deleted,p,if,this,option,is,false,then,the,same,objects,will,be,retrieve,over,and,over,again,on,the,polls,therefore,you,need,to,use,the,idempotent,consumer,eip,in,the,route,to,filter,out,duplicates,you,can,filter,using,the,link,s3constants,and,link,s3constants,key,headers,or,only,the,link,s3constants,key,header;public,void,set,delete,after,read,boolean,delete,after,read,this,delete,after,read,delete,after,read
S3Configuration -> public void setDeleteAfterRead(boolean deleteAfterRead);1465906749;Delete objects from S3 after they have been retrieved.  The delete is only performed if the Exchange is committed._If a rollback occurs, the object is not deleted._<p/>_If this option is false, then the same objects will be retrieve over and over again on the polls. Therefore you_need to use the Idempotent Consumer EIP in the route to filter out duplicates. You can filter using the_{@link S3Constants#BUCKET_NAME} and {@link S3Constants#KEY} headers, or only the {@link S3Constants#KEY} header.;public void setDeleteAfterRead(boolean deleteAfterRead) {_        this.deleteAfterRead = deleteAfterRead__    };delete,objects,from,s3,after,they,have,been,retrieved,the,delete,is,only,performed,if,the,exchange,is,committed,if,a,rollback,occurs,the,object,is,not,deleted,p,if,this,option,is,false,then,the,same,objects,will,be,retrieve,over,and,over,again,on,the,polls,therefore,you,need,to,use,the,idempotent,consumer,eip,in,the,route,to,filter,out,duplicates,you,can,filter,using,the,link,s3constants,and,link,s3constants,key,headers,or,only,the,link,s3constants,key,header;public,void,set,delete,after,read,boolean,delete,after,read,this,delete,after,read,delete,after,read
S3Configuration -> public void setDeleteAfterRead(boolean deleteAfterRead);1467715610;Delete objects from S3 after they have been retrieved.  The delete is only performed if the Exchange is committed._If a rollback occurs, the object is not deleted._<p/>_If this option is false, then the same objects will be retrieve over and over again on the polls. Therefore you_need to use the Idempotent Consumer EIP in the route to filter out duplicates. You can filter using the_{@link S3Constants#BUCKET_NAME} and {@link S3Constants#KEY} headers, or only the {@link S3Constants#KEY} header.;public void setDeleteAfterRead(boolean deleteAfterRead) {_        this.deleteAfterRead = deleteAfterRead__    };delete,objects,from,s3,after,they,have,been,retrieved,the,delete,is,only,performed,if,the,exchange,is,committed,if,a,rollback,occurs,the,object,is,not,deleted,p,if,this,option,is,false,then,the,same,objects,will,be,retrieve,over,and,over,again,on,the,polls,therefore,you,need,to,use,the,idempotent,consumer,eip,in,the,route,to,filter,out,duplicates,you,can,filter,using,the,link,s3constants,and,link,s3constants,key,headers,or,only,the,link,s3constants,key,header;public,void,set,delete,after,read,boolean,delete,after,read,this,delete,after,read,delete,after,read
S3Configuration -> public void setDeleteAfterRead(boolean deleteAfterRead);1467715610;Delete objects from S3 after they have been retrieved.  The delete is only performed if the Exchange is committed._If a rollback occurs, the object is not deleted._<p/>_If this option is false, then the same objects will be retrieve over and over again on the polls. Therefore you_need to use the Idempotent Consumer EIP in the route to filter out duplicates. You can filter using the_{@link S3Constants#BUCKET_NAME} and {@link S3Constants#KEY} headers, or only the {@link S3Constants#KEY} header.;public void setDeleteAfterRead(boolean deleteAfterRead) {_        this.deleteAfterRead = deleteAfterRead__    };delete,objects,from,s3,after,they,have,been,retrieved,the,delete,is,only,performed,if,the,exchange,is,committed,if,a,rollback,occurs,the,object,is,not,deleted,p,if,this,option,is,false,then,the,same,objects,will,be,retrieve,over,and,over,again,on,the,polls,therefore,you,need,to,use,the,idempotent,consumer,eip,in,the,route,to,filter,out,duplicates,you,can,filter,using,the,link,s3constants,and,link,s3constants,key,headers,or,only,the,link,s3constants,key,header;public,void,set,delete,after,read,boolean,delete,after,read,this,delete,after,read,delete,after,read
S3Configuration -> public void setDeleteAfterRead(boolean deleteAfterRead);1467715610;Delete objects from S3 after they have been retrieved.  The delete is only performed if the Exchange is committed._If a rollback occurs, the object is not deleted._<p/>_If this option is false, then the same objects will be retrieve over and over again on the polls. Therefore you_need to use the Idempotent Consumer EIP in the route to filter out duplicates. You can filter using the_{@link S3Constants#BUCKET_NAME} and {@link S3Constants#KEY} headers, or only the {@link S3Constants#KEY} header.;public void setDeleteAfterRead(boolean deleteAfterRead) {_        this.deleteAfterRead = deleteAfterRead__    };delete,objects,from,s3,after,they,have,been,retrieved,the,delete,is,only,performed,if,the,exchange,is,committed,if,a,rollback,occurs,the,object,is,not,deleted,p,if,this,option,is,false,then,the,same,objects,will,be,retrieve,over,and,over,again,on,the,polls,therefore,you,need,to,use,the,idempotent,consumer,eip,in,the,route,to,filter,out,duplicates,you,can,filter,using,the,link,s3constants,and,link,s3constants,key,headers,or,only,the,link,s3constants,key,header;public,void,set,delete,after,read,boolean,delete,after,read,this,delete,after,read,delete,after,read
S3Configuration -> public void setDeleteAfterRead(boolean deleteAfterRead);1467715610;Delete objects from S3 after they have been retrieved.  The delete is only performed if the Exchange is committed._If a rollback occurs, the object is not deleted._<p/>_If this option is false, then the same objects will be retrieve over and over again on the polls. Therefore you_need to use the Idempotent Consumer EIP in the route to filter out duplicates. You can filter using the_{@link S3Constants#BUCKET_NAME} and {@link S3Constants#KEY} headers, or only the {@link S3Constants#KEY} header.;public void setDeleteAfterRead(boolean deleteAfterRead) {_        this.deleteAfterRead = deleteAfterRead__    };delete,objects,from,s3,after,they,have,been,retrieved,the,delete,is,only,performed,if,the,exchange,is,committed,if,a,rollback,occurs,the,object,is,not,deleted,p,if,this,option,is,false,then,the,same,objects,will,be,retrieve,over,and,over,again,on,the,polls,therefore,you,need,to,use,the,idempotent,consumer,eip,in,the,route,to,filter,out,duplicates,you,can,filter,using,the,link,s3constants,and,link,s3constants,key,headers,or,only,the,link,s3constants,key,header;public,void,set,delete,after,read,boolean,delete,after,read,this,delete,after,read,delete,after,read
S3Configuration -> public void setDeleteAfterRead(boolean deleteAfterRead);1469527311;Delete objects from S3 after they have been retrieved.  The delete is only performed if the Exchange is committed._If a rollback occurs, the object is not deleted._<p/>_If this option is false, then the same objects will be retrieve over and over again on the polls. Therefore you_need to use the Idempotent Consumer EIP in the route to filter out duplicates. You can filter using the_{@link S3Constants#BUCKET_NAME} and {@link S3Constants#KEY} headers, or only the {@link S3Constants#KEY} header.;public void setDeleteAfterRead(boolean deleteAfterRead) {_        this.deleteAfterRead = deleteAfterRead__    };delete,objects,from,s3,after,they,have,been,retrieved,the,delete,is,only,performed,if,the,exchange,is,committed,if,a,rollback,occurs,the,object,is,not,deleted,p,if,this,option,is,false,then,the,same,objects,will,be,retrieve,over,and,over,again,on,the,polls,therefore,you,need,to,use,the,idempotent,consumer,eip,in,the,route,to,filter,out,duplicates,you,can,filter,using,the,link,s3constants,and,link,s3constants,key,headers,or,only,the,link,s3constants,key,header;public,void,set,delete,after,read,boolean,delete,after,read,this,delete,after,read,delete,after,read
S3Configuration -> public void setDeleteAfterRead(boolean deleteAfterRead);1484914772;Delete objects from S3 after they have been retrieved.  The delete is only performed if the Exchange is committed._If a rollback occurs, the object is not deleted._<p/>_If this option is false, then the same objects will be retrieve over and over again on the polls. Therefore you_need to use the Idempotent Consumer EIP in the route to filter out duplicates. You can filter using the_{@link S3Constants#BUCKET_NAME} and {@link S3Constants#KEY} headers, or only the {@link S3Constants#KEY} header.;public void setDeleteAfterRead(boolean deleteAfterRead) {_        this.deleteAfterRead = deleteAfterRead__    };delete,objects,from,s3,after,they,have,been,retrieved,the,delete,is,only,performed,if,the,exchange,is,committed,if,a,rollback,occurs,the,object,is,not,deleted,p,if,this,option,is,false,then,the,same,objects,will,be,retrieve,over,and,over,again,on,the,polls,therefore,you,need,to,use,the,idempotent,consumer,eip,in,the,route,to,filter,out,duplicates,you,can,filter,using,the,link,s3constants,and,link,s3constants,key,headers,or,only,the,link,s3constants,key,header;public,void,set,delete,after,read,boolean,delete,after,read,this,delete,after,read,delete,after,read
S3Configuration -> public void setDeleteAfterRead(boolean deleteAfterRead);1485520262;Delete objects from S3 after they have been retrieved.  The delete is only performed if the Exchange is committed._If a rollback occurs, the object is not deleted._<p/>_If this option is false, then the same objects will be retrieve over and over again on the polls. Therefore you_need to use the Idempotent Consumer EIP in the route to filter out duplicates. You can filter using the_{@link S3Constants#BUCKET_NAME} and {@link S3Constants#KEY} headers, or only the {@link S3Constants#KEY} header.;public void setDeleteAfterRead(boolean deleteAfterRead) {_        this.deleteAfterRead = deleteAfterRead__    };delete,objects,from,s3,after,they,have,been,retrieved,the,delete,is,only,performed,if,the,exchange,is,committed,if,a,rollback,occurs,the,object,is,not,deleted,p,if,this,option,is,false,then,the,same,objects,will,be,retrieve,over,and,over,again,on,the,polls,therefore,you,need,to,use,the,idempotent,consumer,eip,in,the,route,to,filter,out,duplicates,you,can,filter,using,the,link,s3constants,and,link,s3constants,key,headers,or,only,the,link,s3constants,key,header;public,void,set,delete,after,read,boolean,delete,after,read,this,delete,after,read,delete,after,read
S3Configuration -> public void setDeleteAfterRead(boolean deleteAfterRead);1503494543;Delete objects from S3 after they have been retrieved.  The delete is only performed if the Exchange is committed._If a rollback occurs, the object is not deleted._<p/>_If this option is false, then the same objects will be retrieve over and over again on the polls. Therefore you_need to use the Idempotent Consumer EIP in the route to filter out duplicates. You can filter using the_{@link S3Constants#BUCKET_NAME} and {@link S3Constants#KEY} headers, or only the {@link S3Constants#KEY} header.;public void setDeleteAfterRead(boolean deleteAfterRead) {_        this.deleteAfterRead = deleteAfterRead__    };delete,objects,from,s3,after,they,have,been,retrieved,the,delete,is,only,performed,if,the,exchange,is,committed,if,a,rollback,occurs,the,object,is,not,deleted,p,if,this,option,is,false,then,the,same,objects,will,be,retrieve,over,and,over,again,on,the,polls,therefore,you,need,to,use,the,idempotent,consumer,eip,in,the,route,to,filter,out,duplicates,you,can,filter,using,the,link,s3constants,and,link,s3constants,key,headers,or,only,the,link,s3constants,key,header;public,void,set,delete,after,read,boolean,delete,after,read,this,delete,after,read,delete,after,read
S3Configuration -> public void setDeleteAfterRead(boolean deleteAfterRead);1503555979;Delete objects from S3 after they have been retrieved.  The delete is only performed if the Exchange is committed._If a rollback occurs, the object is not deleted._<p/>_If this option is false, then the same objects will be retrieve over and over again on the polls. Therefore you_need to use the Idempotent Consumer EIP in the route to filter out duplicates. You can filter using the_{@link S3Constants#BUCKET_NAME} and {@link S3Constants#KEY} headers, or only the {@link S3Constants#KEY} header.;public void setDeleteAfterRead(boolean deleteAfterRead) {_        this.deleteAfterRead = deleteAfterRead__    };delete,objects,from,s3,after,they,have,been,retrieved,the,delete,is,only,performed,if,the,exchange,is,committed,if,a,rollback,occurs,the,object,is,not,deleted,p,if,this,option,is,false,then,the,same,objects,will,be,retrieve,over,and,over,again,on,the,polls,therefore,you,need,to,use,the,idempotent,consumer,eip,in,the,route,to,filter,out,duplicates,you,can,filter,using,the,link,s3constants,and,link,s3constants,key,headers,or,only,the,link,s3constants,key,header;public,void,set,delete,after,read,boolean,delete,after,read,this,delete,after,read,delete,after,read
S3Configuration -> public void setDeleteAfterRead(boolean deleteAfterRead);1504006354;Delete objects from S3 after they have been retrieved. The delete is only_performed if the Exchange is committed. If a rollback occurs, the object_is not deleted._<p/>_If this option is false, then the same objects will be retrieve over and_over again on the polls. Therefore you need to use the Idempotent_Consumer EIP in the route to filter out duplicates. You can filter using_the {@link S3Constants#BUCKET_NAME} and {@link S3Constants#KEY} headers,_or only the {@link S3Constants#KEY} header.;public void setDeleteAfterRead(boolean deleteAfterRead) {_        this.deleteAfterRead = deleteAfterRead__    };delete,objects,from,s3,after,they,have,been,retrieved,the,delete,is,only,performed,if,the,exchange,is,committed,if,a,rollback,occurs,the,object,is,not,deleted,p,if,this,option,is,false,then,the,same,objects,will,be,retrieve,over,and,over,again,on,the,polls,therefore,you,need,to,use,the,idempotent,consumer,eip,in,the,route,to,filter,out,duplicates,you,can,filter,using,the,link,s3constants,and,link,s3constants,key,headers,or,only,the,link,s3constants,key,header;public,void,set,delete,after,read,boolean,delete,after,read,this,delete,after,read,delete,after,read
