# id;timestamp;commentText;codeText;commentWords;codeWords
JndiRmiServiceExporter -> public void setJndiName(String jndiName);1328020251;Set the JNDI name of the exported RMI service.;public void setJndiName(String jndiName) {_		this.jndiName = jndiName__	};set,the,jndi,name,of,the,exported,rmi,service;public,void,set,jndi,name,string,jndi,name,this,jndi,name,jndi,name
JndiRmiServiceExporter -> public void setJndiEnvironment(Properties jndiEnvironment);1368482696;Set the JNDI environment to use for JNDI lookups._Creates a JndiTemplate with the given environment settings._@see #setJndiTemplate;public void setJndiEnvironment(Properties jndiEnvironment) {_		this.jndiTemplate = new JndiTemplate(jndiEnvironment)__	};set,the,jndi,environment,to,use,for,jndi,lookups,creates,a,jndi,template,with,the,given,environment,settings,see,set,jndi,template;public,void,set,jndi,environment,properties,jndi,environment,this,jndi,template,new,jndi,template,jndi,environment
JndiRmiServiceExporter -> public void setJndiEnvironment(Properties jndiEnvironment);1413848647;Set the JNDI environment to use for JNDI lookups._Creates a JndiTemplate with the given environment settings._@see #setJndiTemplate;public void setJndiEnvironment(Properties jndiEnvironment) {_		this.jndiTemplate = new JndiTemplate(jndiEnvironment)__	};set,the,jndi,environment,to,use,for,jndi,lookups,creates,a,jndi,template,with,the,given,environment,settings,see,set,jndi,template;public,void,set,jndi,environment,properties,jndi,environment,this,jndi,template,new,jndi,template,jndi,environment
JndiRmiServiceExporter -> public void setJndiEnvironment(Properties jndiEnvironment);1469481969;Set the JNDI environment to use for JNDI lookups._Creates a JndiTemplate with the given environment settings._@see #setJndiTemplate;public void setJndiEnvironment(Properties jndiEnvironment) {_		this.jndiTemplate = new JndiTemplate(jndiEnvironment)__	};set,the,jndi,environment,to,use,for,jndi,lookups,creates,a,jndi,template,with,the,given,environment,settings,see,set,jndi,template;public,void,set,jndi,environment,properties,jndi,environment,this,jndi,template,new,jndi,template,jndi,environment
JndiRmiServiceExporter -> public void setJndiEnvironment(Properties jndiEnvironment);1522415978;Set the JNDI environment to use for JNDI lookups._Creates a JndiTemplate with the given environment settings._@see #setJndiTemplate;public void setJndiEnvironment(Properties jndiEnvironment) {_		this.jndiTemplate = new JndiTemplate(jndiEnvironment)__	};set,the,jndi,environment,to,use,for,jndi,lookups,creates,a,jndi,template,with,the,given,environment,settings,see,set,jndi,template;public,void,set,jndi,environment,properties,jndi,environment,this,jndi,template,new,jndi,template,jndi,environment
JndiRmiServiceExporter -> public void setJndiEnvironment(Properties jndiEnvironment);1532091916;Set the JNDI environment to use for JNDI lookups._Creates a JndiTemplate with the given environment settings._@see #setJndiTemplate;public void setJndiEnvironment(Properties jndiEnvironment) {_		this.jndiTemplate = new JndiTemplate(jndiEnvironment)__	};set,the,jndi,environment,to,use,for,jndi,lookups,creates,a,jndi,template,with,the,given,environment,settings,see,set,jndi,template;public,void,set,jndi,environment,properties,jndi,environment,this,jndi,template,new,jndi,template,jndi,environment
JndiRmiServiceExporter -> @Override 	public void destroy() throws NamingException, NoSuchObjectException;1356735495;Unbind the RMI service from JNDI on bean factory shutdown.;@Override_	public void destroy() throws NamingException, NoSuchObjectException {_		if (logger.isInfoEnabled()) {_			logger.info("Unbinding RMI service from JNDI location [" + this.jndiName + "]")__		}_		this.jndiTemplate.unbind(this.jndiName)__		PortableRemoteObject.unexportObject(this.exportedObject)__	};unbind,the,rmi,service,from,jndi,on,bean,factory,shutdown;override,public,void,destroy,throws,naming,exception,no,such,object,exception,if,logger,is,info,enabled,logger,info,unbinding,rmi,service,from,jndi,location,this,jndi,name,this,jndi,template,unbind,this,jndi,name,portable,remote,object,unexport,object,this,exported,object
JndiRmiServiceExporter -> @Override 	public void destroy() throws NamingException, NoSuchObjectException;1368482696;Unbind the RMI service from JNDI on bean factory shutdown.;@Override_	public void destroy() throws NamingException, NoSuchObjectException {_		if (logger.isInfoEnabled()) {_			logger.info("Unbinding RMI service from JNDI location [" + this.jndiName + "]")__		}_		this.jndiTemplate.unbind(this.jndiName)__		PortableRemoteObject.unexportObject(this.exportedObject)__	};unbind,the,rmi,service,from,jndi,on,bean,factory,shutdown;override,public,void,destroy,throws,naming,exception,no,such,object,exception,if,logger,is,info,enabled,logger,info,unbinding,rmi,service,from,jndi,location,this,jndi,name,this,jndi,template,unbind,this,jndi,name,portable,remote,object,unexport,object,this,exported,object
JndiRmiServiceExporter -> @Override 	public void destroy() throws NamingException, NoSuchObjectException;1413848647;Unbind the RMI service from JNDI on bean factory shutdown.;@Override_	public void destroy() throws NamingException, NoSuchObjectException {_		if (logger.isInfoEnabled()) {_			logger.info("Unbinding RMI service from JNDI location [" + this.jndiName + "]")__		}_		this.jndiTemplate.unbind(this.jndiName)__		PortableRemoteObject.unexportObject(this.exportedObject)__	};unbind,the,rmi,service,from,jndi,on,bean,factory,shutdown;override,public,void,destroy,throws,naming,exception,no,such,object,exception,if,logger,is,info,enabled,logger,info,unbinding,rmi,service,from,jndi,location,this,jndi,name,this,jndi,template,unbind,this,jndi,name,portable,remote,object,unexport,object,this,exported,object
JndiRmiServiceExporter -> @Override 	public void destroy() throws NamingException, NoSuchObjectException;1469481969;Unbind the RMI service from JNDI on bean factory shutdown.;@Override_	public void destroy() throws NamingException, NoSuchObjectException {_		if (logger.isInfoEnabled()) {_			logger.info("Unbinding RMI service from JNDI location [" + this.jndiName + "]")__		}_		this.jndiTemplate.unbind(this.jndiName)__	};unbind,the,rmi,service,from,jndi,on,bean,factory,shutdown;override,public,void,destroy,throws,naming,exception,no,such,object,exception,if,logger,is,info,enabled,logger,info,unbinding,rmi,service,from,jndi,location,this,jndi,name,this,jndi,template,unbind,this,jndi,name
JndiRmiServiceExporter -> public void prepare() throws NamingException, RemoteException;1328020251;Initialize this service exporter, binding the specified service to JNDI._@throws NamingException if service binding failed_@throws RemoteException if service export failed;public void prepare() throws NamingException, RemoteException {_		if (this.jndiName == null) {_			throw new IllegalArgumentException("Property 'jndiName' is required")__		}__		_		this.exportedObject = getObjectToExport()__		PortableRemoteObject.exportObject(this.exportedObject)___		rebind()__	};initialize,this,service,exporter,binding,the,specified,service,to,jndi,throws,naming,exception,if,service,binding,failed,throws,remote,exception,if,service,export,failed;public,void,prepare,throws,naming,exception,remote,exception,if,this,jndi,name,null,throw,new,illegal,argument,exception,property,jndi,name,is,required,this,exported,object,get,object,to,export,portable,remote,object,export,object,this,exported,object,rebind
JndiRmiServiceExporter -> public void prepare() throws NamingException, RemoteException;1356735495;Initialize this service exporter, binding the specified service to JNDI._@throws NamingException if service binding failed_@throws RemoteException if service export failed;public void prepare() throws NamingException, RemoteException {_		if (this.jndiName == null) {_			throw new IllegalArgumentException("Property 'jndiName' is required")__		}__		_		this.exportedObject = getObjectToExport()__		PortableRemoteObject.exportObject(this.exportedObject)___		rebind()__	};initialize,this,service,exporter,binding,the,specified,service,to,jndi,throws,naming,exception,if,service,binding,failed,throws,remote,exception,if,service,export,failed;public,void,prepare,throws,naming,exception,remote,exception,if,this,jndi,name,null,throw,new,illegal,argument,exception,property,jndi,name,is,required,this,exported,object,get,object,to,export,portable,remote,object,export,object,this,exported,object,rebind
JndiRmiServiceExporter -> public void prepare() throws NamingException, RemoteException;1357119239;Initialize this service exporter, binding the specified service to JNDI._@throws NamingException if service binding failed_@throws RemoteException if service export failed;public void prepare() throws NamingException, RemoteException {_		if (this.jndiName == null) {_			throw new IllegalArgumentException("Property 'jndiName' is required")__		}__		_		this.exportedObject = getObjectToExport()__		PortableRemoteObject.exportObject(this.exportedObject)___		rebind()__	};initialize,this,service,exporter,binding,the,specified,service,to,jndi,throws,naming,exception,if,service,binding,failed,throws,remote,exception,if,service,export,failed;public,void,prepare,throws,naming,exception,remote,exception,if,this,jndi,name,null,throw,new,illegal,argument,exception,property,jndi,name,is,required,this,exported,object,get,object,to,export,portable,remote,object,export,object,this,exported,object,rebind
JndiRmiServiceExporter -> public void prepare() throws NamingException, RemoteException;1368482696;Initialize this service exporter, binding the specified service to JNDI._@throws NamingException if service binding failed_@throws RemoteException if service export failed;public void prepare() throws NamingException, RemoteException {_		if (this.jndiName == null) {_			throw new IllegalArgumentException("Property 'jndiName' is required")__		}__		_		this.exportedObject = getObjectToExport()__		PortableRemoteObject.exportObject(this.exportedObject)___		rebind()__	};initialize,this,service,exporter,binding,the,specified,service,to,jndi,throws,naming,exception,if,service,binding,failed,throws,remote,exception,if,service,export,failed;public,void,prepare,throws,naming,exception,remote,exception,if,this,jndi,name,null,throw,new,illegal,argument,exception,property,jndi,name,is,required,this,exported,object,get,object,to,export,portable,remote,object,export,object,this,exported,object,rebind
JndiRmiServiceExporter -> public void prepare() throws NamingException, RemoteException;1413848647;Initialize this service exporter, binding the specified service to JNDI._@throws NamingException if service binding failed_@throws RemoteException if service export failed;public void prepare() throws NamingException, RemoteException {_		if (this.jndiName == null) {_			throw new IllegalArgumentException("Property 'jndiName' is required")__		}__		_		this.exportedObject = getObjectToExport()__		PortableRemoteObject.exportObject(this.exportedObject)___		rebind()__	};initialize,this,service,exporter,binding,the,specified,service,to,jndi,throws,naming,exception,if,service,binding,failed,throws,remote,exception,if,service,export,failed;public,void,prepare,throws,naming,exception,remote,exception,if,this,jndi,name,null,throw,new,illegal,argument,exception,property,jndi,name,is,required,this,exported,object,get,object,to,export,portable,remote,object,export,object,this,exported,object,rebind
JndiRmiServiceExporter -> public void prepare() throws NamingException, RemoteException;1469481969;Initialize this service exporter, binding the specified service to JNDI._@throws NamingException if service binding failed_@throws RemoteException if service export failed;public void prepare() throws NamingException, RemoteException {_		if (this.jndiName == null) {_			throw new IllegalArgumentException("Property 'jndiName' is required")__		}__		_		this.exportedObject = getObjectToExport()___		rebind()__	};initialize,this,service,exporter,binding,the,specified,service,to,jndi,throws,naming,exception,if,service,binding,failed,throws,remote,exception,if,service,export,failed;public,void,prepare,throws,naming,exception,remote,exception,if,this,jndi,name,null,throw,new,illegal,argument,exception,property,jndi,name,is,required,this,exported,object,get,object,to,export,rebind
JndiRmiServiceExporter -> public void prepare() throws NamingException, RemoteException;1522415978;Initialize this service exporter, binding the specified service to JNDI._@throws NamingException if service binding failed_@throws RemoteException if service export failed;public void prepare() throws NamingException, RemoteException {_		if (this.jndiName == null) {_			throw new IllegalArgumentException("Property 'jndiName' is required")__		}__		_		this.exportedObject = getObjectToExport()__		invokePortableRemoteObject(exportObject)___		rebind()__	};initialize,this,service,exporter,binding,the,specified,service,to,jndi,throws,naming,exception,if,service,binding,failed,throws,remote,exception,if,service,export,failed;public,void,prepare,throws,naming,exception,remote,exception,if,this,jndi,name,null,throw,new,illegal,argument,exception,property,jndi,name,is,required,this,exported,object,get,object,to,export,invoke,portable,remote,object,export,object,rebind
JndiRmiServiceExporter -> public void prepare() throws NamingException, RemoteException;1532091916;Initialize this service exporter, binding the specified service to JNDI._@throws NamingException if service binding failed_@throws RemoteException if service export failed;public void prepare() throws NamingException, RemoteException {_		if (this.jndiName == null) {_			throw new IllegalArgumentException("Property 'jndiName' is required")__		}__		_		this.exportedObject = getObjectToExport()__		invokePortableRemoteObject(exportObject)___		rebind()__	};initialize,this,service,exporter,binding,the,specified,service,to,jndi,throws,naming,exception,if,service,binding,failed,throws,remote,exception,if,service,export,failed;public,void,prepare,throws,naming,exception,remote,exception,if,this,jndi,name,null,throw,new,illegal,argument,exception,property,jndi,name,is,required,this,exported,object,get,object,to,export,invoke,portable,remote,object,export,object,rebind
JndiRmiServiceExporter -> public void setJndiTemplate(JndiTemplate jndiTemplate);1328020251;Set the JNDI template to use for JNDI lookups._You can also specify JNDI environment settings via "jndiEnvironment"._@see #setJndiEnvironment;public void setJndiTemplate(JndiTemplate jndiTemplate) {_		this.jndiTemplate = (jndiTemplate != null ? jndiTemplate : new JndiTemplate())__	};set,the,jndi,template,to,use,for,jndi,lookups,you,can,also,specify,jndi,environment,settings,via,jndi,environment,see,set,jndi,environment;public,void,set,jndi,template,jndi,template,jndi,template,this,jndi,template,jndi,template,null,jndi,template,new,jndi,template
JndiRmiServiceExporter -> public void setJndiTemplate(JndiTemplate jndiTemplate);1356735495;Set the JNDI template to use for JNDI lookups._You can also specify JNDI environment settings via "jndiEnvironment"._@see #setJndiEnvironment;public void setJndiTemplate(JndiTemplate jndiTemplate) {_		this.jndiTemplate = (jndiTemplate != null ? jndiTemplate : new JndiTemplate())__	};set,the,jndi,template,to,use,for,jndi,lookups,you,can,also,specify,jndi,environment,settings,via,jndi,environment,see,set,jndi,environment;public,void,set,jndi,template,jndi,template,jndi,template,this,jndi,template,jndi,template,null,jndi,template,new,jndi,template
JndiRmiServiceExporter -> public void setJndiTemplate(JndiTemplate jndiTemplate);1357119239;Set the JNDI template to use for JNDI lookups._You can also specify JNDI environment settings via "jndiEnvironment"._@see #setJndiEnvironment;public void setJndiTemplate(JndiTemplate jndiTemplate) {_		this.jndiTemplate = (jndiTemplate != null ? jndiTemplate : new JndiTemplate())__	};set,the,jndi,template,to,use,for,jndi,lookups,you,can,also,specify,jndi,environment,settings,via,jndi,environment,see,set,jndi,environment;public,void,set,jndi,template,jndi,template,jndi,template,this,jndi,template,jndi,template,null,jndi,template,new,jndi,template
JndiRmiServiceExporter -> public void setJndiTemplate(JndiTemplate jndiTemplate);1368482696;Set the JNDI template to use for JNDI lookups._You can also specify JNDI environment settings via "jndiEnvironment"._@see #setJndiEnvironment;public void setJndiTemplate(JndiTemplate jndiTemplate) {_		this.jndiTemplate = (jndiTemplate != null ? jndiTemplate : new JndiTemplate())__	};set,the,jndi,template,to,use,for,jndi,lookups,you,can,also,specify,jndi,environment,settings,via,jndi,environment,see,set,jndi,environment;public,void,set,jndi,template,jndi,template,jndi,template,this,jndi,template,jndi,template,null,jndi,template,new,jndi,template
JndiRmiServiceExporter -> public void setJndiTemplate(JndiTemplate jndiTemplate);1413848647;Set the JNDI template to use for JNDI lookups._You can also specify JNDI environment settings via "jndiEnvironment"._@see #setJndiEnvironment;public void setJndiTemplate(JndiTemplate jndiTemplate) {_		this.jndiTemplate = (jndiTemplate != null ? jndiTemplate : new JndiTemplate())__	};set,the,jndi,template,to,use,for,jndi,lookups,you,can,also,specify,jndi,environment,settings,via,jndi,environment,see,set,jndi,environment;public,void,set,jndi,template,jndi,template,jndi,template,this,jndi,template,jndi,template,null,jndi,template,new,jndi,template
JndiRmiServiceExporter -> public void setJndiTemplate(JndiTemplate jndiTemplate);1469481969;Set the JNDI template to use for JNDI lookups._You can also specify JNDI environment settings via "jndiEnvironment"._@see #setJndiEnvironment;public void setJndiTemplate(JndiTemplate jndiTemplate) {_		this.jndiTemplate = (jndiTemplate != null ? jndiTemplate : new JndiTemplate())__	};set,the,jndi,template,to,use,for,jndi,lookups,you,can,also,specify,jndi,environment,settings,via,jndi,environment,see,set,jndi,environment;public,void,set,jndi,template,jndi,template,jndi,template,this,jndi,template,jndi,template,null,jndi,template,new,jndi,template
JndiRmiServiceExporter -> public void setJndiTemplate(JndiTemplate jndiTemplate);1522415978;Set the JNDI template to use for JNDI lookups._You can also specify JNDI environment settings via "jndiEnvironment"._@see #setJndiEnvironment;public void setJndiTemplate(JndiTemplate jndiTemplate) {_		this.jndiTemplate = (jndiTemplate != null ? jndiTemplate : new JndiTemplate())__	};set,the,jndi,template,to,use,for,jndi,lookups,you,can,also,specify,jndi,environment,settings,via,jndi,environment,see,set,jndi,environment;public,void,set,jndi,template,jndi,template,jndi,template,this,jndi,template,jndi,template,null,jndi,template,new,jndi,template
JndiRmiServiceExporter -> public void setJndiTemplate(JndiTemplate jndiTemplate);1532091916;Set the JNDI template to use for JNDI lookups._You can also specify JNDI environment settings via "jndiEnvironment"._@see #setJndiEnvironment;public void setJndiTemplate(JndiTemplate jndiTemplate) {_		this.jndiTemplate = (jndiTemplate != null ? jndiTemplate : new JndiTemplate())__	};set,the,jndi,template,to,use,for,jndi,lookups,you,can,also,specify,jndi,environment,settings,via,jndi,environment,see,set,jndi,environment;public,void,set,jndi,template,jndi,template,jndi,template,this,jndi,template,jndi,template,null,jndi,template,new,jndi,template
JndiRmiServiceExporter -> public void destroy() throws NamingException, NoSuchObjectException;1328020251;Unbind the RMI service from JNDI on bean factory shutdown.;public void destroy() throws NamingException, NoSuchObjectException {_		if (logger.isInfoEnabled()) {_			logger.info("Unbinding RMI service from JNDI location [" + this.jndiName + "]")__		}_		this.jndiTemplate.unbind(this.jndiName)__		PortableRemoteObject.unexportObject(this.exportedObject)__	};unbind,the,rmi,service,from,jndi,on,bean,factory,shutdown;public,void,destroy,throws,naming,exception,no,such,object,exception,if,logger,is,info,enabled,logger,info,unbinding,rmi,service,from,jndi,location,this,jndi,name,this,jndi,template,unbind,this,jndi,name,portable,remote,object,unexport,object,this,exported,object
JndiRmiServiceExporter -> public void destroy() throws NamingException, NoSuchObjectException;1357119239;Unbind the RMI service from JNDI on bean factory shutdown.;public void destroy() throws NamingException, NoSuchObjectException {_		if (logger.isInfoEnabled()) {_			logger.info("Unbinding RMI service from JNDI location [" + this.jndiName + "]")__		}_		this.jndiTemplate.unbind(this.jndiName)__		PortableRemoteObject.unexportObject(this.exportedObject)__	};unbind,the,rmi,service,from,jndi,on,bean,factory,shutdown;public,void,destroy,throws,naming,exception,no,such,object,exception,if,logger,is,info,enabled,logger,info,unbinding,rmi,service,from,jndi,location,this,jndi,name,this,jndi,template,unbind,this,jndi,name,portable,remote,object,unexport,object,this,exported,object
JndiRmiServiceExporter -> public void rebind() throws NamingException;1328020251;Rebind the specified service to JNDI, for recovering in case_of the target registry having been restarted._@throws NamingException if service binding failed;public void rebind() throws NamingException {_		if (logger.isInfoEnabled()) {_			logger.info("Binding RMI service to JNDI location [" + this.jndiName + "]")__		}_		this.jndiTemplate.rebind(this.jndiName, this.exportedObject)__	};rebind,the,specified,service,to,jndi,for,recovering,in,case,of,the,target,registry,having,been,restarted,throws,naming,exception,if,service,binding,failed;public,void,rebind,throws,naming,exception,if,logger,is,info,enabled,logger,info,binding,rmi,service,to,jndi,location,this,jndi,name,this,jndi,template,rebind,this,jndi,name,this,exported,object
JndiRmiServiceExporter -> public void rebind() throws NamingException;1356735495;Rebind the specified service to JNDI, for recovering in case_of the target registry having been restarted._@throws NamingException if service binding failed;public void rebind() throws NamingException {_		if (logger.isInfoEnabled()) {_			logger.info("Binding RMI service to JNDI location [" + this.jndiName + "]")__		}_		this.jndiTemplate.rebind(this.jndiName, this.exportedObject)__	};rebind,the,specified,service,to,jndi,for,recovering,in,case,of,the,target,registry,having,been,restarted,throws,naming,exception,if,service,binding,failed;public,void,rebind,throws,naming,exception,if,logger,is,info,enabled,logger,info,binding,rmi,service,to,jndi,location,this,jndi,name,this,jndi,template,rebind,this,jndi,name,this,exported,object
JndiRmiServiceExporter -> public void rebind() throws NamingException;1357119239;Rebind the specified service to JNDI, for recovering in case_of the target registry having been restarted._@throws NamingException if service binding failed;public void rebind() throws NamingException {_		if (logger.isInfoEnabled()) {_			logger.info("Binding RMI service to JNDI location [" + this.jndiName + "]")__		}_		this.jndiTemplate.rebind(this.jndiName, this.exportedObject)__	};rebind,the,specified,service,to,jndi,for,recovering,in,case,of,the,target,registry,having,been,restarted,throws,naming,exception,if,service,binding,failed;public,void,rebind,throws,naming,exception,if,logger,is,info,enabled,logger,info,binding,rmi,service,to,jndi,location,this,jndi,name,this,jndi,template,rebind,this,jndi,name,this,exported,object
JndiRmiServiceExporter -> public void rebind() throws NamingException;1368482696;Rebind the specified service to JNDI, for recovering in case_of the target registry having been restarted._@throws NamingException if service binding failed;public void rebind() throws NamingException {_		if (logger.isInfoEnabled()) {_			logger.info("Binding RMI service to JNDI location [" + this.jndiName + "]")__		}_		this.jndiTemplate.rebind(this.jndiName, this.exportedObject)__	};rebind,the,specified,service,to,jndi,for,recovering,in,case,of,the,target,registry,having,been,restarted,throws,naming,exception,if,service,binding,failed;public,void,rebind,throws,naming,exception,if,logger,is,info,enabled,logger,info,binding,rmi,service,to,jndi,location,this,jndi,name,this,jndi,template,rebind,this,jndi,name,this,exported,object
JndiRmiServiceExporter -> public void rebind() throws NamingException;1413848647;Rebind the specified service to JNDI, for recovering in case_of the target registry having been restarted._@throws NamingException if service binding failed;public void rebind() throws NamingException {_		if (logger.isInfoEnabled()) {_			logger.info("Binding RMI service to JNDI location [" + this.jndiName + "]")__		}_		this.jndiTemplate.rebind(this.jndiName, this.exportedObject)__	};rebind,the,specified,service,to,jndi,for,recovering,in,case,of,the,target,registry,having,been,restarted,throws,naming,exception,if,service,binding,failed;public,void,rebind,throws,naming,exception,if,logger,is,info,enabled,logger,info,binding,rmi,service,to,jndi,location,this,jndi,name,this,jndi,template,rebind,this,jndi,name,this,exported,object
JndiRmiServiceExporter -> public void rebind() throws NamingException;1469481969;Rebind the specified service to JNDI, for recovering in case_of the target registry having been restarted._@throws NamingException if service binding failed;public void rebind() throws NamingException {_		if (logger.isInfoEnabled()) {_			logger.info("Binding RMI service to JNDI location [" + this.jndiName + "]")__		}_		this.jndiTemplate.rebind(this.jndiName, this.exportedObject)__	};rebind,the,specified,service,to,jndi,for,recovering,in,case,of,the,target,registry,having,been,restarted,throws,naming,exception,if,service,binding,failed;public,void,rebind,throws,naming,exception,if,logger,is,info,enabled,logger,info,binding,rmi,service,to,jndi,location,this,jndi,name,this,jndi,template,rebind,this,jndi,name,this,exported,object
JndiRmiServiceExporter -> public void rebind() throws NamingException;1522415978;Rebind the specified service to JNDI, for recovering in case_of the target registry having been restarted._@throws NamingException if service binding failed;public void rebind() throws NamingException {_		if (logger.isInfoEnabled()) {_			logger.info("Binding RMI service to JNDI location [" + this.jndiName + "]")__		}_		this.jndiTemplate.rebind(this.jndiName, this.exportedObject)__	};rebind,the,specified,service,to,jndi,for,recovering,in,case,of,the,target,registry,having,been,restarted,throws,naming,exception,if,service,binding,failed;public,void,rebind,throws,naming,exception,if,logger,is,info,enabled,logger,info,binding,rmi,service,to,jndi,location,this,jndi,name,this,jndi,template,rebind,this,jndi,name,this,exported,object
JndiRmiServiceExporter -> public void rebind() throws NamingException;1532091916;Rebind the specified service to JNDI, for recovering in case_of the target registry having been restarted._@throws NamingException if service binding failed;public void rebind() throws NamingException {_		if (logger.isDebugEnabled()) {_			logger.debug("Binding RMI service to JNDI location [" + this.jndiName + "]")__		}_		this.jndiTemplate.rebind(this.jndiName, this.exportedObject)__	};rebind,the,specified,service,to,jndi,for,recovering,in,case,of,the,target,registry,having,been,restarted,throws,naming,exception,if,service,binding,failed;public,void,rebind,throws,naming,exception,if,logger,is,debug,enabled,logger,debug,binding,rmi,service,to,jndi,location,this,jndi,name,this,jndi,template,rebind,this,jndi,name,this,exported,object
JndiRmiServiceExporter -> @Override 	public void destroy() throws NamingException, RemoteException;1522415978;Unbind the RMI service from JNDI on bean factory shutdown.;@Override_	public void destroy() throws NamingException, RemoteException {_		if (logger.isInfoEnabled()) {_			logger.info("Unbinding RMI service from JNDI location [" + this.jndiName + "]")__		}_		this.jndiTemplate.unbind(this.jndiName)__		invokePortableRemoteObject(unexportObject)__	};unbind,the,rmi,service,from,jndi,on,bean,factory,shutdown;override,public,void,destroy,throws,naming,exception,remote,exception,if,logger,is,info,enabled,logger,info,unbinding,rmi,service,from,jndi,location,this,jndi,name,this,jndi,template,unbind,this,jndi,name,invoke,portable,remote,object,unexport,object
JndiRmiServiceExporter -> @Override 	public void destroy() throws NamingException, RemoteException;1532091916;Unbind the RMI service from JNDI on bean factory shutdown.;@Override_	public void destroy() throws NamingException, RemoteException {_		if (logger.isDebugEnabled()) {_			logger.debug("Unbinding RMI service from JNDI location [" + this.jndiName + "]")__		}_		this.jndiTemplate.unbind(this.jndiName)__		invokePortableRemoteObject(unexportObject)__	};unbind,the,rmi,service,from,jndi,on,bean,factory,shutdown;override,public,void,destroy,throws,naming,exception,remote,exception,if,logger,is,debug,enabled,logger,debug,unbinding,rmi,service,from,jndi,location,this,jndi,name,this,jndi,template,unbind,this,jndi,name,invoke,portable,remote,object,unexport,object
